word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS
*ce/rchs,Ξέρξης,proper,d',δέ,particle,e)mo\s,ἐμός,adjective,pai=s,πᾶς,adjective,w)\n,εἰμί,verb,ne/os,νέος,adjective,ne/a,ναῦς,noun,fronei=,φρονέω,verb,kou),οὐ,adverb,mnhmoneu/ei,μνημονεύω,verb,ta\s,ὁ,article,e)ma\s,ἐμός,adjective,e)pistola/s,ἐπιστολή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)=,εὖ,adverb,ga\r,γάρ,particle,safw=s,σαφής,adverb,to/d',ὅδε,pronoun,i)/st',οἶδα,verb,e)moi\,ἐγώ,pronoun,cunh/likes,συνῆλιξ,noun,a(/pantes,ἅπας,adjective,h(mei=s,ἐγώ,pronoun,oi(\,ἕ,pronoun,kra/th,κράτος,noun,ta/d',ὅδε,pronoun,e)/sxomen,ἔχω,verb,ou)k,οὐ,adverb,a)\n,ἄν,particle,fanei=men,φαίνω,verb,ph/mat',πῆμα,adjective,e)/rcantes,ἔρδω,verb,to/sa,τόσος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,ou)=n,οὖν,particle,a)/nac,ἄναξ,noun,*darei=e,Δαρεῖος,proper,poi=,ποι,adverb,katastre/feis,καταστρέφω,verb,lo/gwn,λόγος,noun,teleuth/n,τελευτή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pw=s,πῶς,adverb,a)\n,ἄν,particle,e)k,ἐκ,preposition,tou/twn,οὗτος,pronoun,e)/ti,ἔτι,adverb,pra/ssoimen,πράσσω,verb,w(s,ὡς,conjunction,a)/rista,ἄριστος,adjective,*persiko\s,Περσικός,adjective,lew/s,λαός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,mh\,μή,conjunction,strateu/oisq',στρατεύω,verb,e)s,εἰς,preposition,to\n,ὁ,article,*(ellh/nwn,Ἕλλην,proper,to/pon,τόπος,noun,mhd',μηδέ,particle,ei),εἰ,conjunction,stra/teuma,στράτευμα,adjective,plei=on,πλέως,adjective,to\,ὁ,article,*mhdiko/n,Μηδικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)th\,αὐτός,pronoun,ga\r,γάρ,particle,h(,ὁ,article,gh=,γῆ,noun,cu/mmaxos,σύμμαχος,adjective,kei/nois,ἐκεῖνος,pronoun,pe/lei,πέλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pw=s,πῶς,adverb,tou=t',οὗτος,pronoun,e)/lecas,λέγω,verb,ti/ni,τίς,pronoun,tro/pw|,τρόπος,noun,de\,δέ,particle,summaxei=,συμμάχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ktei/nousa,κτείνω,verb,limw=|,λιμός,noun,tou\s,ὁ,article,u(perpo/llous,ὑπέρπολυς,adjective,a)/gan,ἄγαν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,eu)stalh=,εὐσταλής,adjective,toi,σύ,pronoun,lekto\n,λεκτός,adjective,a)rou=men,ἀείρω,verb,sto/lon,στόλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ou)d',οὐδέ,particle,o(,ὁ,article,mei/nas,μένω,verb,nu=n,νῦν,adverb,e)n,ἐν,preposition,*(ella/dos,Ἑλλάς,proper,to/pois,τόπος,noun,strato\s,στρατός,noun,kurh/sei,κυρέω,verb,nosti/mou,νόστιμος,adjective,swthri/as,σωτηρία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pw=s,πῶς,adverb,ei)=pas,εἶπον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,pa=n,πᾶς,adjective,stra/teuma,στράτευμα,adjective,barba/rwn,βάρβαρος,adjective,pera=|,περάω,verb,to\n,ὁ,article,*(/ellhs,Ἕλλη,proper,porqmo\n,πορθμός,noun,*eu)rw/phs,Εὐρώπη,proper,a)/po,ἀπό,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pau=roi,παῦρος,adjective,ge,γε,particle,pollw=n,πολύς,adjective,ei)/,εἰ,conjunction,ti,τις,pronoun,pisteu=sai,πιστεύω,verb,qew=n,θέα,noun,xrh\,χρή,verb,qesfa/toisin,θέσφατος,adjective,e)s,εἰς,preposition,ta\,ὁ,article,nu=n,νῦν,adverb,pepragme/na,πράσσω,verb,ble/yanta,βλέπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sumbai/nei,συμβαίνω,verb,ga\r,γάρ,particle,ou),οὐ,adverb,ta\,ὁ,article,me/n,μέν,particle,ta\,ὁ,article,d',δέ,particle,ou)/,οὐ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kei)/per,εἴπερ,conjunction,ta/d',ὅδε,pronoun,e)sti/,εἰμί,verb,plh=qos,πλῆθος,noun,e)/kkriton,ἔκκριτος,adjective,stratou=,στρατός,noun,lei/pei,λείπω,verb,kenai=sin,κενός,adjective,e)lpi/sin,ἐλπίς,noun,pepeisme/nos,πείθω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mi/mnousi,μίμνω,verb,d',δέ,particle,e)/nqa,ἔνθα,adverb,pedi/on,πεδίον,noun,*)aswpo\s,Ἀσωπός,proper,r(oai=s,ῥοή,noun,a)/rdei,ἄρδω,verb,fi/lon,φίλος,adjective,pi/asma,πίασμα,noun,*boiwtw=n,Βοιωτός,proper,xqoni/,χθών,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=,ἕ,pronoun,sfin,σφεῖς,pronoun,kakw=n,κακός,adjective,u(/yist',ὕψιστος,adjective,e)pamme/nei,ἐπαναμένω,verb,paqei=n,πάσχω,verb,u(/brews,ὕβρις,noun,a)/poina,ἄποινα,noun,ka)qe/wn,ἄθεος,adjective,fronhma/twn,φρόνημα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(\,ἕ,pronoun,gh=n,γῆ,noun,molo/ntes,βλώσκω,verb,*(ella/d',Ἑλλάς,proper,ou),οὐ,adverb,qew=n,θέα,noun,bre/th,βρέτας,noun,h)|dou=nto,αἰδέομαι,verb,sula=n,σύλη,noun,ou)de\,οὐδέ,particle,pimpra/nai,πίμπρημι,verb,new/s,ναός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bwmoi\,βωμός,noun,d',δέ,particle,a)/istoi,ἄιστος,adjective,daimo/nwn,δαίμων,adjective,q',τε,particle,i(dru/mata,ἵδρυμα,noun,pro/rriza,πρόρριζος,adjective,fu/rdhn,φύρδην,adverb,e)cane/straptai,ἐξαναστρέφω,verb,ba/qrwn,βάθρον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toiga\r,τοιγάρ,particle,kakw=s,κακός,adjective,dra/santes,δράω,verb,ou)k,οὐ,adverb,e)la/ssona,ἐλάσσων,adjective,pa/sxousi,πάσχω,verb,ta\,ὁ,article,de\,δέ,particle,me/llousi,μέλλω,verb,kou)de/pw,οὐδέπω,adverb,kakw=n,κακός,adjective,krhni\s,κρηνίς,noun,a)pe/sbhk',,,a)ll',ἀλλά,adverb,e)/t',ἔτι,adverb,e)kpidu/etai,ἐκπιδύομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to/sos,τόσος,adjective,ga\r,γάρ,particle,e)/stai,εἰμί,verb,pe/lanos,πέλανος,noun,ai(matosfagh\s,αἱματοσφαγής,adjective,pro\s,πρός,preposition,gh=|,γῆ,noun,*plataiw=n,Πλάταια,proper,*dwri/dos,Δωρίς,proper,lo/gxhs,λόγχη,noun,u(/po,ὑπό,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qi=nes,θίς,noun,nekrw=n,νεκρός,noun,de\,δέ,particle,kai\,καί,conjunction,tritospo/rw|,τριτόσπορος,adjective,gonh=|,γονεύς,noun,a)/fwna,ἄφωνος,adjective,shmanou=sin,σημαίνω,verb,o)/mmasin,ὄμμα,noun,brotw=n,βροτός,noun,w(s,ὡς,conjunction,ou)x,οὐ,adverb,u(pe/rfeu,ὑπέρφευ,adverb,qnhto\n,θνητός,adjective,o)/nta,εἰμί,verb,xrh\,χρή,verb,fronei=n,φρονέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(/bris,ὕβρις,noun,ga\r,γάρ,particle,e)canqou=s',ἐξανθέω,verb,e)ka/rpwsen,καρπόω,verb,sta/xun,στάχυς,adjective,a)/ths,ἄτη,noun,o(/qen,ὅθεν,adverb,pa/gklauton,πάγκλαυστος,adjective,e)cama=|,ἐξαμάω,verb,qe/ros,θέρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toiau=q',τοιοῦτος,adjective,o(rw=ntes,ὁράω,verb,tw=nde,ὅδε,pronoun,ta)piti/mia,ἐπιτίμιον,noun,me/mnhsq',μιμνήσκω,verb,*)aqhnw=n,Ἀθήνη,proper,*(ella/dos,Ἑλλάς,proper,te,τε,particle,mhde/,μηδέ,particle,tis,τις,pronoun,u(perfronh/sas,ὑπερφρονέω,verb,to\n,ὁ,article,paro/nta,πάρειμι,verb,dai/mona,δαίμων,adjective,a)/llwn,ἄλλος,adjective,e)rasqei\s,ἔραμαι,verb,o)/lbon,ὄλβος,noun,e)kxe/h|,ἐκχέω,verb,me/gan,μέγας,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*zeu/s,Ζεύς,proper,toi,τοι,particle,kolasth\s,κολαστής,noun,tw=n,ὁ,article,u(perko/mpwn,ὑπέρκομπος,adjective,a)/gan,ἄγαν,adverb,fronhma/twn,φρόνημα,noun,e)/pestin,ἔπειμι,verb,eu)/qunos,εὔθυνος,noun,baru/s,βαρύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro\s,πρός,preposition,tau=t',οὗτος,pronoun,e)kei=non,ἐκεῖνος,pronoun,swfronei=n,σωφρονέω,verb,kexrhme/non,χράω,verb,pinu/sket',πινύσκω,verb,eu)lo/goisi,εὔλογος,adjective,nouqeth/masin,νουθέτημα,noun,lh=cai,λήγω,verb,qeoblabou=nq',θεοβλαβέω,verb,u(perko/mpw|,ὑπέρκομπος,adjective,qra/sei,θράσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,d',δέ,particle,w)=,ὦ,interjection,geraia\,γεραιός,adjective,mh=ter,μήτηρ,noun,h(,ὁ,article,*ce/rcou,Ξέρξης,proper,fi/lh,φίλος,adjective,e)lqou=s',ἔρχομαι,verb,e)s,εἰς,preposition,oi)/kous,οἶκος,noun,ko/smon,κόσμος,noun,o(/stis,ὅστις,pronoun,eu)preph\s,εὐπρεπής,adverb,labou=s',λάπτω,verb,u(panti/aze,ὑπαντιάζω,verb,paidi/,παῖς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/nta,πᾶς,adjective,ga\r,γάρ,particle,kakw=n,κακός,adjective,u(p',ὑπό,preposition,a)/lgous,ἄλγος,noun,laki/des,λακίς,noun,a)mfi\,ἀμφί,preposition,sw/mati,σῶμα,adjective,sthmorragou=si,στημορραγέω,verb,poiki/lwn,ποικίλος,adjective,e)sqhma/twn,ἔσθημα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,au)to\n,αὐτός,pronoun,eu)fro/nws,εὐφρόνως,adverb,su\,σύ,pronoun,pra/unon,πραύνω,verb,lo/gois,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mo/nhs,μόνος,adjective,ga/r,γάρ,particle,oi)=da,οἶδα,verb,sou=,σύ,pronoun,klu/wn,κλύω,verb,a)ne/cetai,ἀνέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,d',δέ,particle,a)/peimi,ἄπειμι,verb,gh=s,γῆ,noun,u(po\,ὑπό,preposition,zo/fon,ζόφος,noun,ka/tw,κάτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(mei=s,σύ,pronoun,de/,δέ,particle,pre/sbeis,πρέσβις,noun,xai/ret',χαίρω,verb,e)n,ἐν,preposition,kakoi=s,κακός,adjective,o(/mws,ὅμως,conjunction,yuxh=|,ψυχή,noun,dido/ntes,δίδωμι,verb,h(donh\n,ἡδονά,noun,kaq',κατά,preposition,h(me/ran,ἡμέρα,noun,w(s,ὡς,conjunction,toi=s,ὁ,article,qanou=si,θνήσκω,verb,plou=tos,πλοῦτος,noun,ou)de\n,οὐδείς,pronoun,w)felei=,ὠφελέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=,ἦ,adverb,polla\,πολύς,adjective,kai\,καί,conjunction,paro/nta,πάρειμι,verb,kai\,καί,conjunction,me/llont',μέλλω,verb,e)/ti,ἔτι,adverb,h)/lghs',ἀλγέω,verb,a)kou/sas,ἀκέω,verb,barba/roisi,βάρβαρος,adjective,ph/mata,πῆμα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,dai=mon,δαίμων,adjective,w(/s,ὡς,conjunction,me,ἐγώ,pronoun,po/ll',πολύς,adjective,e)se/rxetai,εἰσέρχομαι,verb,kaka\,κακός,adjective,a)/lgh,ἄλγος,noun,ma/lista,μάλιστα,adverb,d',δέ,particle,h(/de,ὅδε,pronoun,sumfora\,συμφορά,noun,da/knei,δάκνω,verb,a)timi/an,ἀτιμία,noun,ge,γε,particle,paido\s,παῖς,adjective,a)mfi\,ἀμφί,preposition,sw/mati,σῶμα,adjective,e)sqhma/twn,ἔσθημα,noun,klu/ousan,κλύω,verb,h(/,ὅς,pronoun,nin,νιν,pronoun,a)mpe/xei,ἀμφιχέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ei)=mi,εἶμι,verb,kai\,καί,conjunction,labou=sa,λαμβάνω,verb,ko/smon,κόσμος,noun,e)k,ἐκ,preposition,do/mwn,δόμος,noun,u(pantia/zein,ὑπαντιάζω,verb,paidi/,παῖς,adjective,mou,ἐγώ,pronoun,peira/somai,πειράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,ta\,ὁ,article,fi/ltat',φίλτατος,adjective,e)n,ἐν,preposition,kakoi=s,κακός,adjective,prodw/somen,προδίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,po/poi,πόποι,interjection,h)=,ἦ,adverb,mega/las,μέγας,adverb,a)gaqa=s,ἀγαθός,adjective,te,τε,particle,polissono/mou,πολισσονόμος,adjective,biota=s,βιοτή,noun,e)peku/rsamen,ἐπικύρω,verb,eu)=q',εὖτε,conjunction,o(,ὁ,article,ghraio\s,γηραιός,adjective,pantarkh\s,πανταρκής,adjective,a)ka/kas,ἀκάκης,adjective,a)/maxos,ἄμαχος,adjective,basileu\s,βασιλεύς,noun,i)so/qeos,ἰσόθεος,adjective,*darei=os,Δαρεῖος,proper,a)=rxe,ἄρχω,verb,xw/ras,χώρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prw=ta,πρότερος,adjective,me\n,μέν,particle,eu)doki/mous,εὐδόκιμος,adjective,stratia\s,στρατία,noun,a)pefaino/meq',ἀποφαίνω,verb,h)de\,ἠδέ,conjunction,nomi/smata,νόμισμα,noun,pu/rgina,πύργινος,adjective,pa/nt',πᾶς,adjective,e)phu/qune,,,no/stoi,νόστος,noun,d',δέ,particle,e)k,ἐκ,preposition,pole/mwn,πόλεμος,noun,a)po/nous,ἄπονος,adjective,a)paqei=s,ἀπαθέω,verb,a)ne/ras,ἀνήρ,noun,eu)=,εὖ,adverb,pra/ssontas,πράσσω,verb,a)=gon,ἄγω,verb,oi)/kous,οἶκος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
