word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/63/lemma/@_entry,word/63/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS
*(o,ὁ,article,de\,δέ,particle,*(ippo/qoos,Ἱππόθοος,proper,o(,ὁ,article,*peri/nqios,Περίνθιος,proper,e)n,ἐν,preposition,tw=|,ὁ,article,*tauromeni/w|,Ταυρομένιον,proper,ta\,ὁ,article,me\n,μέν,particle,prw=ta,πρότερος,adjective,dih=ge,διάγω,verb,ponh/rws,πονηρός,adjective,a)pori/a|,ἀπορία,noun,tw=n,ὁ,article,e)pithdei/wn,ἐπιτήδειος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xro/nou,χρόνος,noun,de\,δέ,particle,proi+o/ntos,πρόειμι,verb,h)ra/sqh,ἀράζω,verb,presbu=tis,πρεσβῦτις,adjective,au)tou=,αὐτός,pronoun,kai\,καί,conjunction,e)/ghme/,γαμέω,verb,te,τε,particle,u(p),ὑπό,preposition,a)na/gkhs,ἀνάγκη,noun,th=s,ὁ,article,kata\,κατά,preposition,th\n,ὁ,article,a)pori/an,ἀπορία,noun,th\n,ὁ,article,presbu=tin,πρεσβῦτις,adjective,kai\,καί,conjunction,o)li/gw|,ὀλίγος,adjective,suggeno/menos,συγγίγνομαι,verb,xro/nw|,χρόνος,noun,a)poqanou/shs,ἀποθνήσκω,verb,au)th=s,αὐτός,pronoun,plou=to/n,πλοῦτος,noun,te,τε,particle,diade/xetai,διαδέχομαι,verb,polu\n,πολύς,adjective,kai\,καί,conjunction,eu)daimoni/an,εὐδαιμονία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pollh\,πολύς,adjective,me\n,μέν,particle,oi)ketw=n,οἰκέτης,noun,parapomph/,παραπομπή,noun,pollh\,πολύς,adjective,de\,δέ,particle,e)sqh/twn,ἐσθής,noun,u(/parcis,ὕπαρξις,noun,kai\,καί,conjunction,skeuw=n,σκεῦος,noun,polute/leia,πολυτέλεια,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*die/gnw,διαγιγνώσκω,verb,de\,δέ,particle,pleu=sai,πλέω,verb,me\n,μέν,particle,ei)s,εἰς,preposition,*)itali/an,Ἰταλία,proper,w)nh/sasqai,ὠνέομαι,verb,de\,δέ,particle,oi)ke/tas,οἰκέτης,noun,w(rai/ous,ὡραῖος,adjective,kai\,καί,conjunction,qerapai/nas,θεράπαινα,adjective,kai\,καί,conjunction,a)/llhn,ἄλλος,adjective,skeuw=n,σκεῦος,noun,peribolh/n,περιβολή,noun,o(/sh,ὅσος,adjective,ge/noit),γίγνομαι,verb,a)\n,ἄν,particle,a)ndri\,ἀνδρίς,noun,eu)dai/moni,εὐδαίμων,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)me/mnhto,μιμνήσκω,verb,de\,δέ,particle,a)ei\,ἀεί,adverb,tou=,ὁ,article,*(abroko/mou,ἁβροκόμης,noun,kai\,καί,conjunction,tou=ton,οὗτος,pronoun,a)neurei=n,ἀνευρίσκω,verb,eu)/xeto,εὔχομαι,verb,peri\,περί,preposition,pollou=,πολύς,adjective,poiou/menos,ποιέω,verb,koinwnh=sai/,κοινωνέω,verb,te,τε,particle,au)tw=|,αὐτός,pronoun,tou=,ὁ,article,bi/ou,βίος,adjective,panto\s,πᾶς,adjective,kai\,καί,conjunction,tw=n,ὁ,article,kthma/twn,κτῆμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kai\,καί,conjunction,o(,ὁ,article,me\n,μέν,particle,e)panaxqei\s,ἐπανάγω,verb,kath=ren,καταίρω,verb,ei)s,εἰς,preposition,*)itali/an,Ἰταλία,proper,ei(/peto,ἕπομαι,verb,de\,δέ,particle,au)tw=|,αὐτός,pronoun,meira/kion,μειράκιον,noun,tw=n,ὁ,article,e)n,ἐν,preposition,*sikeli/a|,Σικελία,proper,eu)=,εὖ,adverb,gegono/twn,γίγνομαι,verb,*kleisqe/nhs,Κλεισθένης,proper,tou)/noma,ὄνομα,adjective,kai\,καί,conjunction,pa/ntwn,πᾶς,adjective,metei=xe,μετέχω,verb,tw=n,ὁ,article,*(ippoqo/ou,Ἱππόθοος,proper,kthma/twn,κτῆμα,noun,kalo\s,καλός,noun,w)/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(o,ὁ,article,de\,δέ,particle,pornobosko\s,πορνοβοσκός,noun,h)/dh,ἤδη,adverb,th=s,ὁ,article,*)anqei/as,Ἄνθεια,proper,u(giai/nein,ὑγιαίνω,verb,dokou/shs,δοκέω,verb,e)neno/ei,ἐννοέω,verb,o(/pws,ὅπως,conjunction,au)th\n,αὐτός,pronoun,a)podw/setai,ἀποδίδωμι,verb,kai\,καί,conjunction,dh\,δή,particle,proh=gen,προάγω,verb,au)th\n,αὐτός,pronoun,ei)s,εἰς,preposition,th\n,ὁ,article,a)gora\n,ἀγορά,noun,kai\,καί,conjunction,toi=s,ὁ,article,w)nhsome/nois,ὀνέομαι,verb,e)pedei/knuen,ἐπιδείκνυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)en,ἐν,preposition,tou/tw|,οὗτος,pronoun,d),δέ,particle,o(,ὁ,article,*(ippo/qoos,Ἱππόθοος,proper,perih/|ei,περεῖμι,verb,th\n,ὁ,article,po/lin,πόλις,adjective,th\n,ὁ,article,*ta/ranta,Τάρας,proper,ei)/,εἰ,conjunction,ti,τις,pronoun,kalo\n,καλός,noun,w)nh/sasqai,ὠνέομαι,verb,zhtw=n,ζητέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,o(ra=|,ὁράω,verb,th\n,ὁ,article,*)/anqeian,Ἄνθεια,proper,kai\,καί,conjunction,gnwri/zei,γνωρίζω,verb,kai\,καί,conjunction,e)pi\,ἐπί,preposition,tw=|,ὁ,article,sumba/nti,συμβαίνω,verb,kataplh/ssetai,καταπλήσσω,verb,kai\,καί,conjunction,polla\,πολύς,adjective,pro\s,πρός,preposition,e(auto\n,ἑαυτοῦ,pronoun,e)logi/zeto,λογίζομαι,verb,ou)x,οὐ,adverb,au(/th,οὗτος,pronoun,h(,ὁ,article,ko/rh,κόρη,noun,h(\n,ὅς,pronoun,e)gw/,ἐγώ,pronoun,pote,ποτέ,particle,e)n,ἐν,preposition,*ai)gu/ptw|,Αἴγυπτος,proper,timwrw=n,τιμωρέω,verb,tw=|,ὁ,article,*)agxia/lou,Ἀγχίαλος,proper,fo/nw|,φόνος,noun,ei)s,εἰς,preposition,ta/fron,τάφρος,noun,katw/ruca,κατορύσσω,verb,kai\,καί,conjunction,ku/nas,κύων,noun,au)th=|,αὐτός,pronoun,sugkaqei=rca,συγκαθείργω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ti/s,τίς,pronoun,ou)=n,οὖν,particle,h(,ὁ,article,metabolh/,μεταβολή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pw=s,πῶς,adverb,de\,δέ,particle,sw/zetai,σώζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,h(,ὁ,article,e)k,ἐκ,preposition,th=s,ὁ,article,ta/frou,τάφρος,noun,fugh/,φυγή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,h(,ὁ,article,para/logos,παράλογος,adjective,swthri/a,σωτηρία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ei)pw\n,εἶπον,verb,tau=ta,οὗτος,pronoun,prosh=lqen,προσέρχομαι,verb,w(s,ὡς,conjunction,w)nh/sasqai,ὠνέομαι,verb,qe/lwn,ἐθέλω,verb,kai\,καί,conjunction,parasta\s,παρίστημι,verb,au)th=|,αὐτός,pronoun,w)=,ὦ,interjection,ko/rh,κόρη,noun,e)/fhsen,φημί,verb,*ai)/gupton,Αἴγυπτος,proper,ou)k,οὐ,adverb,oi)=das,οἶδα,verb,ou)de\,οὐδέ,particle,lh|stai=s,ληιστής,noun,e)n,ἐν,preposition,*ai)gu/ptw|,Αἴγυπτος,proper,peripe/ptwkas,περιπίπτω,verb,ou)de\,οὐδέ,particle,a)/llo,ἄλλος,adjective,ti,τις,pronoun,e)n,ἐν,preposition,e)kei/nh|,ἐκεῖνος,pronoun,th=|,ὁ,article,gh=|,γῆ,noun,pe/ponqas,πάσχω,verb,deino/n,δεινός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)pe\,εἶπον,verb,qarrou=sa,θαρσέω,verb,gnwri/zw,γνωρίζω,verb,ga/r,γάρ,particle,se,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ai)/gupton,Αἴγυπτος,proper,a)kou/sasa,ἀκούω,verb,kai\,καί,conjunction,a)namnhsqei=sa,ἀναμιμνήσκω,verb,*)agxia/lou,Ἀγχίαλος,proper,kai\,καί,conjunction,tou=,ὁ,article,lh|sthri/ou,λῃστήριον,noun,kai\,καί,conjunction,th=s,ὁ,article,ta/frou,τάφρος,noun,a)nw/|mwce/,ἀνοιμώζω,verb,te,τε,particle,kai\,καί,conjunction,a)nwdu/rato,ἀνοδύρομαι,verb,a)poble/yasa,ἀποβλέπω,verb,de\,δέ,particle,ei)s,εἰς,preposition,to\n,ὁ,article,*(ippo/qoon,Ἱππόθοος,proper,(e)gnw/rise,γνωρίζω,verb,de\,δέ,particle,au)to\n,αὐτός,pronoun,ou)damw=s),οὐδαμός,adverb,pe/ponqa,πάσχω,verb,fhsi\n,φημί,verb,e)n,ἐν,preposition,*ai)gu/ptw|,Αἴγυπτος,proper,polla/,πολύς,adjective,w)=,ὦ,interjection,ce/ne,ξένος,noun,kai\,καί,conjunction,deina/,δεινός,adjective,o(/stis,ὅστις,pronoun,pote,ποτέ,particle,w)\n,εἰμί,verb,tugxa/neis,τυγχάνω,verb,kai\,καί,conjunction,lh|stai=s,ληιστής,noun,peripe/ptwka,περιπίπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,su\,σύ,pronoun,pw=s,πῶς,adverb,ei)=pe,εἶπον,verb,gnwri/zeis,γνωρίζω,verb,ta\,ὁ,article,e)ma\,ἐμός,adjective,dihgh/mata,διήγημα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/qen,πόθεν,adverb,de\,δέ,particle,ei)de/nai,οἶδα,verb,le/geis,λέγω,verb,e)me\,ἐγώ,pronoun,th\n,ὁ,article,dustuxh=,δυστυχής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diabo/hta,διαβόητος,adjective,me\n,μέν,particle,ga\r,γάρ,particle,kai\,καί,conjunction,e)/ndoca,ἔνδοξος,adjective,pe/ponqa,πάσχω,verb,a)lla\,ἀλλά,adverb,se\,σύ,pronoun,ou),οὐ,adverb,ginw/skw,γιγνώσκω,verb,to\,ὁ,article,su/nolon,σύνολος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)akou/sas,ἀκέω,verb,o),,,*(ippo/qoos,Ἱππόθοος,proper,kai\,καί,conjunction,ma=llon,μᾶλλον,adverb,e)c,ἐκ,preposition,w(=n,ὅς,pronoun,e)/legen,λέγω,verb,a)nagnwri/sas,ἀναγνωρίζω,verb,au)th\n,αὐτός,pronoun,to/te,τότε,adverb,me\n,μέν,particle,h(suxi/an,ἡσυχία,noun,h)/gagen,ἄγω,verb,w)nhsa/menos,ὠνέομαι,verb,de\,δέ,particle,au)th\n,αὐτός,pronoun,para\,παρά,preposition,tou=,ὁ,article,pornoboskou=,πορνοβοσκός,noun,a)/gei,ἄγω,verb,pro\s,πρός,preposition,e(auto\n,ἑαυτοῦ,pronoun,kai\,καί,conjunction,qarrei=n,θαρσέω,verb,parekeleu/eto,παρακελεύομαι,verb,kai\,καί,conjunction,o(/stis,ὅστις,pronoun,h)=n,εἰμί,verb,le/gei,λέγω,verb,kai\,καί,conjunction,tw=n,ὁ,article,e)n,ἐν,preposition,*ai)gu/ptw|,Αἴγυπτος,proper,genome/nwn,γίγνομαι,verb,a)namimnh/skei,ἀναμιμνήσκω,verb,kai\,καί,conjunction,to\n,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,plou=ton,πλοῦτος,noun,dihgei=tai,διηγέομαι,verb,kai\,καί,conjunction,th\n,ὁ,article,fugh/n,φυγή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(h,ὁ,article,de\,δέ,particle,h)|tei=to,αἰτέω,verb,suggnw/mhn,συγγνώμη,adjective,e)/xein,ἔχω,verb,kai\,καί,conjunction,au)tw=|,αὐτός,pronoun,dihgei=to,διηγέομαι,verb,o(/ti,ὅστις,pronoun,*)agxi/alon,Ἀγχίαλος,proper,a)pe/kteine,ἀποκτείνω,verb,mh\,μή,conjunction,swfronou=nta,σωφρονέω,verb,kai\,καί,conjunction,th\n,ὁ,article,ta/fron,τάφρος,noun,kai\,καί,conjunction,to\n,ὁ,article,*)amfi/nomon,Ἀμφίνομος,proper,kai\,καί,conjunction,th\n,ὁ,article,tw=n,ὁ,article,kunw=n,κύων,noun,prao/thta,πραότης,noun,kai\,καί,conjunction,th\n,ὁ,article,swthri/an,σωτηρία,noun,dihgei=tai,διηγέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*katw/|kteiren,κατοικτείρω,verb,au)th\n,αὐτός,pronoun,o(,ὁ,article,*(ippo/qoos,Ἱππόθοος,proper,kai\,καί,conjunction,h(/tis,ὅστις,pronoun,me\n,μέν,particle,h)=n,εἰμί,verb,e)pe/pusto,πυνθάνομαι,verb,ou)de/pw,οὐδέπω,adverb,e)k,ἐκ,preposition,de\,δέ,particle,th=s,ὁ,article,kaqhmerinh=s,καθημέριος,adjective,su\n,σύν,preposition,th=|,ὁ,article,ko/rh|,κόρη,noun,diai/ths,δίαιτα,noun,ei)s,εἰς,preposition,e)piqumi/an,ἐπιθυμία,noun,*)anqei/as,Ἄνθεια,proper,kai\,καί,conjunction,*(ippo/qoos,Ἱππόθοος,proper,e)/rxetai,ἔρχομαι,verb,kai\,καί,conjunction,sunelqei=n,συνέρχομαι,verb,e)bou/leto,βούλομαι,verb,kai\,καί,conjunction,polla\,πολύς,adjective,u(pisxnei=tai,ὑποσχέθω,verb,au)th=|,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(h,ὁ,article,de\,δέ,particle,ta\,ὁ,article,me\n,μέν,particle,prw=ta,πρότερος,adjective,a)nte/legen,ἀντιλέγω,verb,au)tw=|,αὐτός,pronoun,a)naci/a,ἀνάξιος,adjective,ei)=nai,εἰμί,verb,le/gousa,λέγω,verb,eu)nh=s,εὐνή,noun,despotikh=s,δεσποτικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
