word/0/@_form,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/9/@_form,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/29/@_form,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/34/@_form,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/39/@_form,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/44/@_form,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/49/@_form,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/54/@_form,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/62/@_form,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/70/@_form,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/75/@_form,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/8/lemma/@_entry,word/8/lemma/@_POS,word/22/lemma/@_entry,word/22/lemma/@_POS,word/25/lemma/@_entry,word/25/lemma/@_POS,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/lemma/@_entry,word/62/lemma/@_POS,word/66/lemma/@_entry,word/66/lemma/@_POS,word/70/lemma/@_entry,word/70/lemma/@_POS,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/lemma/@_entry,word/75/lemma/@_POS,word/79/lemma/@_entry,word/79/lemma/@_POS,word/0/lemma/@_entry,word/0/lemma/@_POS,word/69/lemma/@_entry,word/69/lemma/@_POS,word/9/lemma/@_entry,word/9/lemma/@_POS,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/lemma/@_entry,word/29/lemma/@_POS,word/33/lemma/@_entry,word/33/lemma/@_POS,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/lemma/@_entry,word/39/lemma/@_POS,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/lemma/@_entry,word/44/lemma/@_POS,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/lemma/@_entry,word/49/lemma/@_POS,word/34/lemma/@_entry,word/34/lemma/@_POS,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/lemma/@_entry,word/54/lemma/@_POS,word/58/lemma/@_entry,word/58/lemma/@_POS
*to/te,*(hrw/|dhs,,,la/qra|,λάθρῃ,adverb,kale/sas,καλέω,verb,tou\s,ὁ,article,ma/gous,h)kri/bwsen,ἀκριβόω,verb,par',Μάγος,proper,παρά,preposition,au)tw=n,to\n,xro/non,χρόνος,noun,tou=,ὁ,article,fainome/nou,φαίνω,verb,a)ste/ros,ἀστήρ,noun,kai\,καί,conjunction,pe/myas,πέμπω,verb,au)tou\s,αὐτός,pronoun,ei)s,εἰς,preposition,*bhqlee\m,,,ei)=pen,εἶπον,verb,*poreuqe/ntes,πορεύω,verb,e)ceta/sate,ἐξετάζω,verb,a)kribw=s,peri\,περί,preposition,tou=,ὁ,article,paidi/ou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,αὐτός,pronoun,ἀκριβῶς,adverb,παίδιον,noun,,,,,,,,,,,,,,,τότε,adverb,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pa\n,de\,δέ,particle,eu(/rhte,εὑρίσκω,verb,a)paggei/late/,ἀπαγγέλλω,verb,moi,ἐγώ,pronoun,o(/pws,ka)gw\,ἐγώ,pronoun,e)lqw\n,ὅπως,conjunction,ἔρχομαι,verb,proskunh/sw,au)tw=|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,προσκυνέω,verb,,,,,,,,,,,,,,,,,,,ἐπάν,conjunction,,,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,de\,δέ,particle,a)kou/santes,ἀκούω,verb,tou=,ὁ,article,basile/ws,βασιλεύς,noun,e)poreu/qhsan,kai\,καί,conjunction,i)dou\,ἐφορεύω,verb,ἰδού,adverb,o(,a)sth\r,o(\n,ὅς,pronoun,ei)=don,εἶδον,verb,e)n,ἐν,preposition,th=|,ὁ,article,a)natolh=|,ἀνατολή,adjective,proh=gen,προάγω,verb,au)tou/s,αὐτός,pronoun,e(/ws,ἕως,conjunction,e)lqw\n,ἔρχομαι,verb,e)sta/qh,ἵστημι,verb,e)pa/nw,ἐπάνω,adverb,ou(=,ἕ,pronoun,h)=n,to\,ὁ,article,paidi/on,παιδίον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,εἰμί,verb,,,,,,,,,,,,,,,,,ὁ,article,,,ἀστήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,
i)do/ntes,de\,δέ,particle,to\n,ὁ,article,a)ste/ra,ἀστήρ,noun,e)xa/rhsan,χαίρω,verb,xara\n,mega/lhn,μέγας,adverb,sfo/dra,χαρά,noun,σφόδρα,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἶδον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,e)lqo/ntes,ἔρχομαι,verb,ei)s,εἰς,preposition,th\n,ὁ,article,oi)ki/an,οἰκία,noun,ei)=don,to\,ὁ,article,paidi/on,εἶδον,verb,παιδίον,noun,meta\,*mari/as,th=s,ὁ,article,mhtro\s,μήτηρ,noun,au)tou=,αὐτός,pronoun,kai\,καί,conjunction,peso/ntes,πίπτω,verb,proseku/nhsan,προσκυνέω,verb,au)tw=|,αὐτός,pronoun,kai\,καί,conjunction,a)noi/cantes,ἀνοίγνυμι,verb,tou\s,ὁ,article,qhsaurou\s,θησαυρός,noun,au)tw=n,αὐτός,pronoun,prosh/negkan,au)tw=|,αὐτός,pronoun,dw=ra,δῶρον,noun,xruso\n,kai\,καί,conjunction,li/banon,λίβανος,adjective,kai\,smu/rnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μετά,preposition,προσφέρω,verb,χρυσός,noun,,,,,,,,,,,,,,,καί,conjunction,,,,,καί,conjunction,σμύρνα,noun,,,,,,,,,,,,,,,,,,,,,,
kai\,xrhmatisqe/ntes,χρηματίζω,verb,kat',κατά,preposition,o)/nar,ὄναρ,noun,mh\,μή,conjunction,a)naka/myai,pro\s,πρός,preposition,*(hrw/|dhn,ἀνακάμπτω,verb,,,di',a)/llhs,o(dou=,ὁδός,adjective,a)nexw/rhsan,ἀναχωρέω,verb,ei)s,εἰς,preposition,th\n,ὁ,article,xw/ran,χώρα,noun,au)tw=n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,διά,preposition,,,,,,,,,,,,,,,,,,,καί,conjunction,,,ἄλλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,
*)anaxwrhsa/ntwn,de\,δέ,particle,au)tw=n,αὐτός,pronoun,i)dou\,ἰδού,adverb,a)/ggelos,ἄγγελος,noun,*kuri/ou,fai/netai,φαίνω,verb,kat',κύριος,adjective,κατά,preposition,o)/nar,tw=|,*)iwsh\f,,,le/gwn,λέγω,verb,*)egerqei\s,ἐγείρω,verb,para/labe,παραλαμβάνω,verb,to\,ὁ,article,paidi/on,παιδίον,noun,kai\,καί,conjunction,th\n,ὁ,article,mhte/ra,μήτηρ,noun,au)tou=,αὐτός,pronoun,kai\,καί,conjunction,feu=ge,φεύγω,verb,ei)s,*ai)/gupton,Αἴγυπτος,proper,kai\,καί,conjunction,i)/sqi,e)kei=,ἐκεῖ,adverb,e(/ws,ἕως,conjunction,a)\n,ei)/pw,soi,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὄναρ,noun,εἰς,preposition,εἰμί,verb,,,,,,,,,,,,,,,ἀναχωρέω,verb,,,ὁ,article,ἄν,particle,εἶπον,verb,,,,,,,,,,,,,,,,,,,,,,
me/llei,ga\r,γάρ,particle,*(hrw/|dhs,,,zhtei=n,ζητέω,verb,to\,ὁ,article,paidi/on,tou=,ὁ,article,a)pole/sai,παιδίον,noun,ἀπόλλυμι,verb,au)to/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,μέλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,de\,δέ,particle,e)gerqei\s,ἐγείρω,verb,pare/labe,παραλαμβάνω,verb,to\,ὁ,article,paidi/on,kai\,καί,conjunction,th\n,παιδίον,noun,ὁ,article,mhte/ra,au)tou=,nukto\s,νύξ,adjective,kai\,καί,conjunction,a)nexw/rhsen,ἀναχωρέω,verb,ei)s,εἰς,preposition,*ai)/gupton,Αἴγυπτος,proper,kai\,καί,conjunction,h)=n,εἰμί,verb,e)kei=,ἐκεῖ,adverb,e(/ws,ἕως,conjunction,th=s,ὁ,article,teleuth=s,τελευτή,noun,*(hrw/|dou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μήτηρ,noun,,,,,,,,,,,,,,,,,,,ὁ,article,,,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,
i(/na,plhrwqh=|,πληρόω,verb,to\,ὁ,article,r(hqe\n,ἐρῶ,verb,u(po\,ὑπό,preposition,*kuri/ou,dia\,διά,preposition,tou=,κύριος,adjective,ὁ,article,profh/tou,le/gontos,*)ec,ἐκ,preposition,*ai)gu/ptou,Αἴγυπτος,proper,e)ka/lesa,καλέω,verb,to\n,ὁ,article,ui(o/n,υἱός,noun,mou,ἐγώ,pronoun,*to/te,τότε,adverb,*(hrw/|dhs,,,i)dw\n,εἶδον,verb,o(/ti,ὅστις,pronoun,e)nepai/xqh,ἐμπαίζω,verb,u(po\,ὑπό,preposition,tw=n,ma/gwn,Μάγος,proper,e)qumw/qh,θυμόω,verb,li/an,kai\,καί,conjunction,a)postei/las,ἀποστέλλω,verb,a)nei=len,pa/ntas,tou\s,ὁ,article,pai=das,παῖς,adjective,tou\s,ὁ,article,e)n,*bhqlee\m,kai\,καί,conjunction,e)n,ἐν,preposition,pa=si,πᾶς,adjective,toi=s,o(ri/ois,au)th=s,αὐτός,pronoun,a)po\,ἀπό,preposition,dietou=s,διετής,adjective,kai\,katwte/rw,kata\,κατά,preposition,to\n,ὁ,article,xro/non,χρόνος,noun,o(\n,h)kri/bwsen,para\,παρά,preposition,tw=n,ὁ,article,ma/gwn,Μάγος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,προφήτης,adjective,ὁ,article,λίαν,adverb,,,,,,,,,,,,,,,ἵνα,conjunction,,,λέγω,verb,ἀναιρέω,verb,πᾶς,adjective,ἐν,preposition,ὁ,article,ὅριον,noun,καί,conjunction,κάτος,adjective,ὅς,pronoun,ἀκριβόω,verb,,,,,,,,
*to/te,e)plhrw/qh,πληρόω,verb,to\,ὁ,article,r(hqe\n,ἐρῶ,verb,dia\,διά,preposition,*)ieremi/ou,tou=,ὁ,article,profh/tou,,,προφήτης,adjective,le/gontos,fwnh\,e)n,ἐν,preposition,*(rama\,,,h)kou/sqh,ἀκούω,verb,klauqmo\s,κλαυθμός,noun,kai\,καί,conjunction,o)durmo\s,ὀδυρμός,noun,polu/s,πολύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,λέγω,verb,,,,,,,,,,,,,,,,,,,τότε,adverb,,,φωνή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,
*(raxh\l,klai/ousa,κλαίω,verb,ta\,ὁ,article,te/kna,τέκνον,noun,au)th=s,αὐτός,pronoun,kai\,ou)k,οὐ,adverb,h)/qelen,καί,conjunction,ἐθέλω,verb,paraklhqh=nai,o(/ti,ou)k,οὐ,adverb,ei)si/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,παρακαλέω,verb,,,,,,,,,,,,,,,,,,,,,,,ὅστις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,
*teleuth/santos,de\,δέ,particle,tou=,ὁ,article,*(hrw/|dou,,,i)dou\,ἰδού,adverb,a)/ggelos,*kuri/ou,κύριος,adjective,fai/netai,ἄγγελος,noun,φαίνω,verb,kat',o)/nar,tw=|,ὁ,article,*)iwsh\f,,,e)n,ἐν,preposition,*ai)gu/ptw|,Αἴγυπτος,proper,le/gwn,λέγω,verb,*)egerqei\s,ἐγείρω,verb,para/labe,παραλαμβάνω,verb,to\,ὁ,article,paidi/on,παιδίον,noun,kai\,καί,conjunction,th\n,ὁ,article,mhte/ra,μήτηρ,noun,au)tou=,kai\,καί,conjunction,poreu/ou,πορεύω,verb,ei)s,gh=n,γῆ,noun,*)israh/l,,,teqnh/kasin,ga\r,oi(,ἕ,pronoun,zhtou=ntes,ζητέω,verb,th\n,ὁ,article,yuxh\n,tou=,paidi/ou,παίδιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,κατά,preposition,αὐτός,pronoun,εἰς,preposition,,,,,,,,,,,,,,,τελευτάω,verb,,,ὄναρ,noun,θνήσκω,verb,γάρ,particle,ψυχή,noun,,,,,,,,,,,,,ὁ,article,,,,,,
o(,de\,δέ,particle,e)gerqei\s,ἐγείρω,verb,pare/labe,παραλαμβάνω,verb,to\,ὁ,article,paidi/on,kai\,καί,conjunction,th\n,παιδίον,noun,ὁ,article,mhte/ra,au)tou=,kai\,καί,conjunction,ei)sh=lqen,εἰσέρχομαι,verb,ei)s,εἰς,preposition,gh=n,γῆ,noun,*)israh/l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μήτηρ,noun,,,,,,,,,,,,,,,,,,,ὁ,article,,,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,
a)kou/sas,de\,δέ,particle,o(/ti,ὅστις,pronoun,*)arxe/laos,Ἀρχέλαος,proper,basileu/ei,βασιλεύω,verb,th=s,*)ioudai/as,Ἰουδαῖος,proper,a)nti\,ὁ,article,ἀντί,preposition,tou=,patro\s,au)tou=,αὐτός,pronoun,*(hrw/|dou,,,e)fobh/qh,φοβέω,verb,e)kei=,ἐκεῖ,adverb,a)pelqei=n,ἀπέρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,ἀκέω,verb,,,πατήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,
xrhmatisqei\s,de\,δέ,particle,kat',κατά,preposition,o)/nar,ὄναρ,noun,a)nexw/rhsen,ἀναχωρέω,verb,ei)s,ta\,ὁ,article,me/rh,εἰς,preposition,μέρα,noun,th=s,*galilai/as,kai\,καί,conjunction,e)lqw\n,ἔρχομαι,verb,katw/|khsen,κατοικέω,verb,ei)s,εἰς,preposition,po/lin,πόλις,adjective,legome/nhn,λέγω,verb,*nazare/t,,,o(/pws,ὅπως,conjunction,plhrwqh=|,πληρόω,verb,to\,ὁ,article,r(hqe\n,ἐρῶ,verb,dia\,διά,preposition,tw=n,profhtw=n,προφήτης,adjective,o(/ti,ὅστις,pronoun,*nazwrai=os,klhqh/setai,καλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,ὁ,article,,,,,,,,,,,,,,,,,χρηματίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*e*n,*d*e,,,*t*a*i*s,,,*h*m*e*r*a*i*s,,,e)kei/nais,ἐκεῖνος,pronoun,paragi/netai,*)iwa/nhs,,,o(,παραγίγνομαι,verb,ὁ,article,baptisth\s,khru/sswn,e)n,ἐν,preposition,th=|,ὁ,article,e)rh/mw|,ἐρῆμος,adjective,th=s,ὁ,article,*)ioudai/as,Ἰουδαῖος,proper,le/gwn,λέγω,verb,*metanoei=te,μετανοέω,verb,h)/ggiken,,,ga\r,γάρ,particle,h(,ὁ,article,basilei/a,βασιλεία,noun,tw=n,ὁ,article,ou)ranw=n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,βαπτιστής,noun,οὐρανός,noun,,,,,,,,,,,,,,,,,,,,,κηρύσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,
*ou(=tos,ga/r,γάρ,particle,e)stin,εἰμί,verb,o(,ὁ,article,r(hqei\s,ἐρῶ,verb,dia\,*)hsai/ou,Ἠσαΐας,proper,tou=,διά,preposition,ὁ,article,profh/tou,le/gontos,fwnh\,φωνή,noun,bow=ntos,βοάω,verb,e)n,ἐν,preposition,th=|,ὁ,article,e)rh/mw|,ἐρῆμος,adjective,*(etoima/sate,ἑτοιμάζω,verb,th\n,ὁ,article,o(do\n,ὁδός,adjective,*kuri/ou,κύριος,adjective,eu)qei/as,εὐθύς,adjective,poiei=te,ποιέω,verb,ta\s,ὁ,article,tri/bous,au)tou=,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,προφήτης,adjective,τρίβος,noun,,,,,,,,,,,,,,,,,οὗτος,pronoun,,,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,
*au)to\s,de\,δέ,particle,o(,ὁ,article,*)iwa/nhs,,,ei)=xen,ἔχω,verb,to\,e)/nduma,ἐνδύω,verb,au)tou=,ὁ,article,αὐτός,pronoun,a)po\,trixw=n,kamh/lou,κάμηλος,noun,kai\,καί,conjunction,zw/nhn,ζώνη,noun,dermati/nhn,δερμάτινος,adjective,peri\,περί,preposition,th\n,ὁ,article,o)sfu\n,ὀσφύς,noun,au)tou=,αὐτός,pronoun,h(,ὁ,article,de\,δέ,particle,trofh\,τροφή,noun,h)=n,εἰμί,verb,au)tou=,a)kri/des,ἀκρίς,noun,kai\,καί,conjunction,me/li,a)/grion,ἄγριος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀπό,preposition,αὐτός,pronoun,μέλι,noun,,,,,,,,,,,,,,,αὐτός,pronoun,,,θρίξ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,
*to/te,e)ceporeu/eto,ἐκπορεύω,verb,pro\s,πρός,preposition,au)to\n,αὐτός,pronoun,*)ieroso/luma,,,kai\,pa=sa,πᾶς,adjective,h(,καί,conjunction,ὁ,article,*)ioudai/a,kai\,pa=sa,πᾶς,adjective,h(,ὁ,article,peri/xwros,περίχωρος,adjective,tou=,ὁ,article,*)iorda/nou,,,kai\,καί,conjunction,e)bapti/zonto,βαπτίζω,verb,e)n,ἐν,preposition,tw=|,ὁ,article,*)iorda/nh|,,,potamw=|,ποταμός,noun,u(p',ὑπό,preposition,au)tou=,e)comologou/menoi,ἐξομολογέομαι,verb,ta\s,ὁ,article,a(marti/as,au)tw=n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ἰουδαῖος,proper,αὐτός,pronoun,ἁμαρτία,noun,,,,,,,,,,,,,,,τότε,adverb,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,
*)idw\n,de\,δέ,particle,pollou\s,πολύς,adjective,tw=n,ὁ,article,*farisai/wn,Φαρισαῖος,proper,kai\,*saddoukai/wn,Σαδδουκαῖοι,proper,e)rxome/nous,καί,conjunction,ἔρχομαι,verb,e)pi\,to\,ba/ptisma,βάπτισμα,noun,ei)=pen,εἶπον,verb,au)toi=s,αὐτός,pronoun,*gennh/mata,γέννημα,noun,e)xidnw=n,ἔχιδνα,noun,ti/s,τίς,pronoun,u(pe/deicen,ὑποδείκνυμι,verb,u(mi=n,σύ,pronoun,fugei=n,φεύγω,verb,a)po\,ἀπό,preposition,th=s,ὁ,article,mellou/shs,μέλλω,verb,o)rgh=s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐπί,preposition,ὀργή,noun,,,,,,,,,,,,,,,,,εἶδον,verb,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,
