word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/24/lemma/@_entry,word/24/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS
o(/ti,ὅστις,pronoun,toi/nun,τοίνυν,particle,ou)d',οὐδέ,particle,a)na/sxoisq',ἀνέχω,verb,a)\n,ἄν,particle,au)tw=n,αὐτός,pronoun,ei)ko/tws,ἐοικότως,adverb,ou)de\n,οὐδείς,pronoun,peri\,περί,preposition,th=s,ὁ,article,e)pitroph=s,ἐπιτροπή,noun,kai\,καί,conjunction,tou=t',οὗτος,pronoun,oi)/omai,οἴομαι,verb,dei/cein,δείκνυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,ga\r,γάρ,particle,w(s,ὡς,conjunction,oi(=o/n,οἷος,adjective,te,τε,particle,me/gist',μέγας,adverb,h)dikh=sqai,ἀδικέω,verb,doi/h,δίδωμι,verb,tis,τις,pronoun,au)toi=s,αὐτός,pronoun,kai\,καί,conjunction,e)rei=n,ἐρέω,verb,a(/pant',ἅπας,adjective,a)lhqh=,ἀληθής,adjective,peri\,περί,preposition,tou/twn,οὗτος,pronoun,nuni/,νυνί,adverb,e)kei=no/,ἐκεῖνος,pronoun,g',γε,particle,oi)=mai,οἴομαι,verb,pa/ntas,πᾶς,adjective,a)\n,ἄν,particle,u(ma=s,σύ,pronoun,o(mologh=sai,ὁμολογέω,verb,o(/ti,polla\,πολύς,adjective,sumbe/bhken,συμβαίνω,verb,h)dikh=sqai/,ἀδικέω,verb,tisin,τις,pronoun,h)/dh,ἤδη,adverb,mei/zw,μέγας,adverb,tw=n,ὁ,article,ei)s,εἰς,preposition,xrh/mata,χρῆμα,adjective,gignome/nwn,γίγνομαι,verb,a)dikhma/twn,ἀδίκημα,noun,,,,ὅστις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,a)kou/sioi,ἀεκούσιος,adjective,fo/noi,φόνος,noun,kai\,καί,conjunction,u(/breis,ὕβρις,noun,ei)s,εἰς,preposition,a(\,ὅς,pronoun,mh\,μή,conjunction,dei=,δέομαι,verb,kai\,καί,conjunction,polla\,πολύς,adjective,toiau=t',τοιοῦτος,adjective,a)dikh/mata,ἀδίκημα,noun,gi/gnetai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,o(/mws,ὅμως,conjunction,tou/twn,οὗτος,pronoun,a(pa/ntwn,ἅπας,adjective,o(/ros,ὅρος,adjective,kai\,καί,conjunction,lu/sis,λύσις,noun,toi=s,ὁ,article,paqou=sin,πάσχω,verb,te/taktai,τάσσω,verb,to\,ὁ,article,peisqe/ntas,πείθω,verb,a)fei=nai,ἀφίημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tou=q',οὗτος,pronoun,ou(/tw,οὕτως,adverb,to\,ὁ,article,di/kaion,δίκαιος,adjective,e)n,ἐν,preposition,pa=sin,πᾶς,adjective,i)sxu/ei,ἰσχύω,verb,w(/st',ὥστε,conjunction,e)a\n,ἐάν,conjunction,e(lw/n,αἱρέω,verb,tis,τις,pronoun,a)kousi/ou,ἀεκούσιος,adjective,fo/nou,φόνος,noun,kai\,καί,conjunction,fanerw=s,φανερός,adjective,e)pidei/cas,ἐπιδείκνυμι,verb,mh\,μή,conjunction,kaqaro/n,καθαρός,adjective,meta\,μετά,preposition,tau=t',οὗτος,pronoun,ai)de/shtai,αἰδέομαι,verb,kai\,καί,conjunction,a)fh=|,ἀφίημι,verb,ou)ke/t',e)kbalei=n,ἐκβάλλω,verb,ku/rios,κῦρος,noun,to\n,ὁ,article,au)to/n,αὐτός,pronoun,e)stin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,οὐκέτι,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=q',εἶτα,adverb,u(pe\r,ὑπέρ,preposition,me\n,μέν,particle,yuxh=s,ψυχή,noun,kai\,καί,conjunction,tw=n,ὁ,article,megi/stwn,μέγας,adverb,ou(/tws,οὕτως,adverb,i)sxu/ei,ἰσχύω,verb,kai\,καί,conjunction,me/nei,μένω,verb,to\,ὁ,article,a)fei=nai,ἀφίημι,verb,u(pe\r,ὑπέρ,preposition,de\,δέ,particle,xrhma/twn,χρῆμα,adjective,kai\,καί,conjunction,e)latto/nwn,ἐλάσσων,adjective,e)gklhma/twn,ἔγκλημα,noun,a)/kuron,ἄκυρον,noun,e)/stai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,ei),εἰ,conjunction,mh\,μή,conjunction,tw=n,ὁ,article,dikai/wn,δίκαιος,adjective,e)gw\,ἐγώ,pronoun,par',παρά,preposition,u(mi=n,σύ,pronoun,teu/comai,τεύχω,verb,tou=t',οὗτος,pronoun,e)/sti,εἰμί,verb,deino/taton,δεινός,adjective,a)ll',ἀλλά,adverb,ei),εἰ,conjunction,pra=gma,πρᾶγμα,noun,di/kaion,δίκαιος,adjective,w(risme/non,ὁρίζω,verb,e)k,ἐκ,preposition,panto\s,πᾶς,adjective,tou=,ὁ,article,xro/nou,χρόνος,noun,nu=n,νῦν,adverb,kataluqh/setai,καταλύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,e)mi/sqwsan,μισθόω,verb,h(mw=n,ἐγώ,pronoun,to\n,ὁ,article,oi)=kon,οἶκος,noun,i)/sws,ἴσως,adverb,e)rou=sin,ἐρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,e)bou/leq',βούλομαι,verb,o(,ὁ,article,qei=os,θεῖος,noun,u(mw=n,σύ,pronoun,*cenopei/qhs,,,a)lla\,ἀλλά,adverb,fh/nantos,φαίνω,verb,*niki/dou,,,tou\s,ὁ,article,dikasta\s,δικαστής,noun,e)/peisen,ἐφίζω,verb,e)a=sai,ἀίω,verb,au(to\n,ἑαυτοῦ,pronoun,dioikei=n,διοικέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tau=t',οὗτος,pronoun,i)/sasin,οἶδα,verb,pa/ntes,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polla\,πολύς,adjective,dih/rpasan,διαρπάζω,verb,h(mw=n,ἐγώ,pronoun,e)kei=noi,ἐκεῖνος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)kou=n,οὐκοῦν,adverb,h(\n,ὅς,pronoun,e)pei/sqhte/,πείθω,verb,ge,γε,particle,tou/twn,οὗτος,pronoun,di/khn,δίκη,adjective,par',παρά,preposition,au)tw=n,αὐτός,pronoun,e)/xete,ἔχω,verb,kai\,καί,conjunction,ou),οὐ,adverb,dh/pouqen,δήπουθεν,particle,pa/lin,πάλιν,adverb,dei=,δέομαι,verb,labei=n,λαμβάνω,verb,u(ma=s,σύ,pronoun,par',παρά,preposition,e)mou=,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i(/na,ἵνα,conjunction,de\,δέ,particle,mhd',μηδέ,particle,oi)/hsq',οἴομαι,verb,ei)=nai/,εἰμί,verb,ti,τις,pronoun,tau=ta,οὗτος,pronoun,e)/sti,εἰμί,verb,me\n,μέν,particle,ou)k,οὐ,adverb,i)/son,ἴσος,adjective,pw=s,πῶς,adverb,ga/r),γάρος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro\s,πρός,preposition,tou\s,ὁ,article,pra/cantas,πράσσω,verb,dialusame/nous,διαλύω,verb,tw=n,ὁ,article,ou)k,οὐ,adverb,ei)do/twn,οἶδα,verb,kathgorei=n,κατηγορέω,verb,o(/mws,ὅμως,conjunction,me/ntoi,μέντοι,particle,w)=,ὦ,interjection,*cenopei/qh,,,kai\,καί,conjunction,*nausi/maxe,Ναυσίμαχος,proper,ei),εἰ,conjunction,mega/l',μέγας,adverb,u(mi=n,σύ,pronoun,kai\,καί,conjunction,qauma/st',θαυμαστής,noun,ei)=nai,εἰμί,verb,ta\,ὁ,article,di/kaia,δίκαιος,adjective,tau=q',οὗτος,pronoun,u(polamba/nete,ὑπολαμβάνω,verb,a)podo/ntes,ta\,ὁ,article,tri/a,τρεῖς,noun,ta/lanta,τάλαντον,noun,perai/nete,περαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,ἀποδίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(=n,ὅς,pronoun,de\,δέ,particle,tou=,ὁ,article,mh\,μή,conjunction,kathgorh=sai,κατηγορέω,verb,tosau=ta,τοσοῦτος,adjective,xrh/mat',χρῆμα,adjective,e)pra/casqe,πράσσω,verb,pri\n,πρίν,adverb,a)\n,ἄν,particle,tau=t',οὗτος,pronoun,a)podw=te,ἀποδίδωμι,verb,siwpa=n,σιωπάω,verb,e)ste\,εἰμί,verb,di/kaioi,δίκαιος,adjective,kai\,καί,conjunction,mh\,μή,conjunction,kathgorei=n,κατηγορέω,verb,kai\,καί,conjunction,e)/xein,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/sxaton,σχέθω,verb,ga\r,γάρ,particle,h)/dh,ἤδη,adverb,pragma/twn,πρᾶγμα,noun,tou=to/,οὗτος,pronoun,ge,γε,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta/xa,τάχα,adjective,toi/nun,τοίνυν,particle,i)/sws,ἴσως,adverb,kai\,καί,conjunction,trihrarxi/as,τριηραρχία,noun,e)rou=si,ἐρέω,verb,kai\,καί,conjunction,ta\,ὁ,article,o)/nq',εἰμί,verb,w(s,ὡς,conjunction,a)nhlw/kasin,ἀναλίσκω,verb,ei)s,εἰς,preposition,u(ma=s,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,d',δέ,particle,o(/ti,ὅστις,pronoun,me\n,μέν,particle,yeu/sontai,ψεύδω,verb,kai\,καί,conjunction,po/ll',πολύς,adjective,a)polwleko/tes,ἀπόλλυμι,verb,tw=n,ὁ,article,o)/ntwn,εἰμί,verb,au(toi=s,ἑαυτοῦ,pronoun,mikra\,μικρός,adjective,th=s,ὁ,article,po/lews,πόλις,adjective,meteilhfui/as,μεταλαμβάνω,verb,ou),οὐ,adverb,dikai/an,δίκαιος,adjective,ou)de\,οὐδέ,particle,gignome/nhn,γίγνομαι,verb,xa/rin,χάρις,noun,a)ciw/sousi,ἀξιόω,verb,komi/zesqai,κομίζω,verb,par',παρά,preposition,u(mw=n,σύ,pronoun,e)a/sw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
