word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/21/lemma/@_entry,word/21/lemma/@_POS,word/50/lemma/@_entry,word/50/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS
to/te,τότε,adverb,me\n,μέν,particle,ga\r,γάρ,particle,e)/tuxe,τυγχάνω,verb,*deini/a|,Δεινίας,proper,o(\s,ὅς,pronoun,h(ma=s,ἐγώ,pronoun,e)petro/peue,ἐπιτροπεύω,verb,dia/foros,διάφορος,adjective,w)\n,εἰμί,verb,h(mi=n,ἐγώ,pronoun,te,τε,particle,ou)/pw,οὔπω,adverb,xrw/menos,χράομαι,verb,tou/tois,οὗτος,pronoun,te,τε,particle,a(/pasin,ἅπας,adjective,e)pithdei/ws,ἐπιτήδειος,adjective,diakei/menos,διάκειμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,νῦν,adverb,de\,δέ,particle,tou/twn,οὗτος,pronoun,me/n,μέν,particle,tisi,τις,pronoun,dia/foros,διάφορος,adjective,e)ge/neto,γίγνομαι,verb,h(mi=n,ἐγώ,pronoun,de\,δέ,particle,pa/ntwn,πᾶς,adjective,e)xrh=to,χράομαι,verb,oi)keio/tata,οἰκεῖος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)c,ἐκ,preposition,w(=n,ὅς,pronoun,me\n,μέν,particle,au)tw=|,αὐτός,pronoun,pro\s,πρός,preposition,tou/tous,οὗτος,pronoun,e)ge/neto,γίγνομαι,verb,h(,ὁ,article,diafora/,διαφορά,noun,peri/ergo/n,περίεργος,adjective,e)sti,εἰμί,verb,le/gein,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shmei=a,σημεῖον,noun,d',δέ,particle,u(mi=n,σύ,pronoun,e)rw=,ἐράομαι,verb,mega/la,μέγας,adverb,peri\,περί,preposition,w(=n,ὅς,pronoun,kai\,καί,conjunction,ma/rturas,μάρτυς,noun,e(/cw,ἔχω,verb,parasxe/sqai,παρέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prw=ton,πρότερος,adjective,me\n,μέν,particle,ga\r,γάρ,particle,qu/wn,θύω,verb,tw=|,ὁ,article,*dionu/sw|,Διόνυσος,proper,kai\,καί,conjunction,tou\s,ὁ,article,oi)kei/ous,οἰκεῖος,adjective,a(/pantas,ἅπας,adjective,kale/sas,καλέω,verb,kai\,καί,conjunction,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,politw=n,πολίτης,noun,pollou/s,πολύς,adjective,*fere/nikon,Φερένικος,proper,ou)damou=,οὐδαμός,adverb,paresth/sato,παρίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peita,ἔπειτα,adverb,mikro\n,μικρός,adjective,pri\n,πρίν,adverb,teleuth=sai,τελευτάω,verb,badi/zwn,βαδίζω,verb,ei)s,εἰς,preposition,*pa/normon,Πάνορμος,proper,meta\,μετά,preposition,*si/mwnos,Σίμων,proper,kai\,καί,conjunction,suntuxw\n,συντυγχάνω,verb,au)tw=|,αὐτός,pronoun,proseipei=n,προσεῖπον,verb,ou)k,οὐ,adverb,e)to/lmhsen,τολμάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/ti,ἔτι,adverb,de\,δέ,particle,pro\s,πρός,preposition,tou/tois,οὗτος,pronoun,punqanome/nou,πυνθάνομαι,verb,th\n,ὁ,article,diafora\n,διαφορά,noun,tou=,ὁ,article,*si/mwnos,Σίμων,proper,th/n,ὁ,article,t',τε,particle,e)/xqran,ἔχθρα,noun,dihgh/sato,διηγέομαι,verb,kai\,καί,conjunction,proshpei/lhsen,προσαπειλέω,verb,o(/ti,ὅστις,pronoun,dhlw/seie/,δηλόω,verb,pot',ποτέ,particle,a)\n,ἄν,particle,tou/tw|,οὗτος,pronoun,w(s,ὡς,conjunction,dia/keitai,pro\s,πρός,preposition,au)to/n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,διάκειμαι,verb,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,w(s,ὡς,conjunction,a)lhqh=,ἀληθής,adjective,le/gw,λέγω,verb,ka/lei,καλέω,verb,ma/rturas,μάρτυς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)/esqe,οἴομαι,verb,ou)=n,οὖν,particle,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,to\n,ὁ,article,ou(twsi\,οὑτωσί,adverb,pro\s,πρός,preposition,e(kate/rous,ἑκάτερος,adjective,h(ma=s,ἐγώ,pronoun,diakei/menon,διάκειμαι,verb,h(mi=n,ἐγώ,pronoun,me/n,μέν,particle,oi(=s,ὅς,pronoun,oi)keio/tata,οἰκεῖος,adjective,e)xrh=to,χράομαι,verb,ou(/tw,οὕτως,adverb,poiei=n,ποιέω,verb,o(/pws,ὅπως,conjunction,mhde\,μηδέ,particle,lo/gon,λόγος,noun,u(polei/yei,ὑπολείβω,verb,tou/tois,de/,δέ,particle,w(=n,ὅς,pronoun,tisi,τις,pronoun,kai\,καί,conjunction,dia/foros,διάφορος,adjective,h)=n,εἰμί,verb,skopei=n,σκοπάω,verb,o(/pws,ὅπως,conjunction,a(/pasan,ἅπας,adjective,bebaiw/sei,βεβαιόω,verb,th\n,ὁ,article,ou)si/an,οὐσία,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὗτος,pronoun,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tou/tous,οὗτος,pronoun,me\n,μέν,particle,nu=n,νῦν,adverb,peri\,περί,preposition,plei/onos,πλείων,verb,poiei=sqai,ποιέω,verb,tau/ths,οὗτος,pronoun,u(pou/shs,ὕπειμι,verb,th=s,ὁ,article,e)/xqras,ἔχθρα,noun,h(ma=s,ἐγώ,pronoun,de\,δέ,particle,tosau/ths,τοσοῦτος,adjective,oi)keio/thtos,οἰκειότης,noun,kai\,καί,conjunction,fili/as,φιλία,noun,genome/nhs,γίγνομαι,verb,peira=sqai,πειράω,verb,ma=llon,μᾶλλον,adverb,kakw=s,κακός,adjective,poiei=n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ποιέω,verb,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,e)/gwge,ἐγώ,pronoun,ei),εἰ,conjunction,kathgorei=n,κατηγορέω,verb,e)bou/lonto,βούλομαι,verb,tw=n,ὁ,article,diaqhkw=n,διαθήκη,noun,h)\,ἠέ,conjunction,tou=,ὁ,article,teteleuthko/tos,τελευτάω,verb,ou)k,οὐ,adverb,oi)=d',οἶδα,verb,o(/,ὅς,pronoun,ti,τις,pronoun,a)\n,ἄν,particle,a)/llo,ἄλλος,adjective,pro\s,πρός,preposition,u(ma=s,σύ,pronoun,ei)=pon,εἶπον,verb,oi(/,ἕ,pronoun,ge,γε,particle,ta\s,diaqh/kas,διαθήκη,noun,me\n,μέν,particle,a)pofai/nousin,ἀποφαίνω,verb,ou)/t',οὔτε,adverb,o)rqw=s,ὀρθός,adjective,e)xou/sas,ἔχω,verb,ou)/t',οὔτε,adverb,a)reskou/sas,ἀρέσκω,verb,tw=|,ὁ,article,diaqeme/nw|,διατίθημι,verb,tou=,ὁ,article,de\,δέ,particle,tosau/thn,τοσοῦτος,adjective,mani/an,μανία,noun,kathgorou=sin,κατηγορέω,verb,w(/ste,ὥστε,conjunction,fasi\n,φημί,verb,au)to\n,αὐτός,pronoun,peri\,περί,preposition,plei/onos,πλείων,verb,poiei=sqai,ποιέω,verb,tou\s,ὁ,article,au(tw=|,ἑαυτοῦ,pronoun,diaferome/nous,διαφέρω,verb,h)\,ἠέ,conjunction,tou\s,ὁ,article,oi)kei/ws,οἰκεῖος,adjective,xrwme/nous,χράομαι,verb,kai\,oi(=s,ὅς,pronoun,me\n,μέν,particle,zw=n,ζάω,verb,ou)de\,οὐδέ,particle,diele/geto,διαλέγω,verb,a(/pasan,ἅπας,adjective,dou=nai,δίδωμι,verb,th\n,ὁ,article,ou)si/an,οὐσία,adjective,tou\s,ὁ,article,d',δέ,particle,oi)keio/tata,οἰκεῖος,adjective,kexrhme/nous,χράω,verb,ou)de\,οὐδέ,particle,pollostou=,πολλοστός,adjective,me/rous,μέρος,noun,a)ciw=sai,ἀξιάω,verb,,,,ὁ,article,καί,conjunction,,,,,,,,,,,,,,,
w(/ste,ὥστε,conjunction,ti/s,τίς,pronoun,a)\n,ἄν,particle,u(mw=n,σύ,pronoun,tau/tas,οὗτος,pronoun,ei)=nai,εἰμί,verb,kuri/as,κύριος,adjective,ta\s,ὁ,article,diaqh/kas,διαθήκη,noun,yhfi/saito,ψηφίζομαι,verb,a(\s,ὅς,pronoun,o(,ὁ,article,me\n,μέν,particle,diaqe/menos,διατίθημι,verb,w(s,ὡς,conjunction,ou)k,οὐ,adverb,o)rqw=s,ὀρθός,adjective,e)xou/sas,ἔχω,verb,a)pedoki/masen,ἀποδοκιμάω,verb,ou(=toi,οὗτος,pronoun,d',δέ,particle,e)/rgw|,lu/ousin,λύω,verb,e)qe/lontes,ἐθέλω,verb,h(mi=n,ἐγώ,pronoun,i)somoirh=sai,ἰσομοιρέω,verb,th=s,ὁ,article,ou)si/as,οὐσία,adjective,pro\s,πρός,preposition,de\,δέ,particle,tou/tois,οὗτος,pronoun,h(mei=s,ἐγώ,pronoun,u(mi=n,σύ,pronoun,a)pofai/nomen,ἀποφαίνω,verb,e)nanti/as,ἐναντίος,adjective,ou)/sas,εἰμί,verb,kai\,καί,conjunction,tw=|,ὁ,article,no/mw|,νόμος,noun,kai\,καί,conjunction,toi=s,ὁ,article,dikai/ois,δίκαιος,adjective,kai\,καί,conjunction,th=|,ὁ,article,tou=,ὁ,article,teteleuthko/tos,τελευτάω,verb,dianoi/a|,διάνοια,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἔργον,noun,,,,,,,,,,,,,,,,,
oi)=mai,οἴομαι,verb,d',δέ,particle,u(ma=s,σύ,pronoun,to\,ὁ,article,peri\,περί,preposition,h(mw=n,ἐγώ,pronoun,di/kaion,δίκαιος,adjective,safe/stat',σαφής,adverb,a)\n,ἄν,particle,par',παρά,preposition,au)tw=n,αὐτός,pronoun,tou/twn,οὗτος,pronoun,punqa/nesqai,πυνθάνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,ga/r,γάρ,particle,tis,τις,pronoun,au)tou\s,αὐτός,pronoun,e)/roito,ἔρομαι,verb,dia\,διά,preposition,ti/,τίς,pronoun,a)ciou=si,ἀξιόω,verb,klhrono/moi,κληρονόμος,noun,gene/sqai,γίγνομαι,verb,tw=n,ὁ,article,*klewnu/mou,Κλεώνυμος,proper,tou=t',οὗτος,pronoun,a)\n,ἄν,particle,ei)pei=n,εἶπον,verb,e)/xoien,ἔχω,verb,o(/ti,ὅστις,pronoun,kai\,καί,conjunction,ge/nei,γένος,noun,poqe\n,πίνω,verb,prosh/kousi,προσήκω,verb,kai\,e)kei=nos,ἐκεῖνος,pronoun,au)toi=s,αὐτός,pronoun,xro/non,χρόνος,noun,tina\,τις,pronoun,e)pithdei/ws,ἐπιτήδειος,adjective,die/keito,διάκειμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,a)\n,ἄν,particle,a)/ra,ἄρα,particle,u(pe\r,ὑπέρ,preposition,h(mw=n,ἐγώ,pronoun,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,u(pe\r,ὑπέρ,preposition,sfw=n,σφεῖς,pronoun,au)tw=n,αὐτός,pronoun,ei)=en,εἰμί,verb,ei)rhko/tes,ἐρῶ,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)/,εἰ,conjunction,te,τε,particle,ga\r,γάρ,particle,dia\,διά,preposition,th\n,ὁ,article,tou=,ὁ,article,ge/nous,γένος,noun,a)gxistei/an,ἀγχιστεία,noun,dei=,δέομαι,verb,gene/sqai,γίγνομαι,verb,tina\s,τις,pronoun,klhrono/mous,κληρόνομος,noun,h(mei=s,ἐγώ,pronoun,e)ggute/rw,ἐγγύτερος,adjective,ge/nei,γένος,noun,prosh/komen,προσήκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)/,εἰ,conjunction,te,τε,particle,dia\,διά,preposition,th\n,ὁ,article,fili/an,φιλία,noun,th\n,ὁ,article,u(pa/rxousan,ὑπάρχω,verb,i)/sasin,οἶδα,verb,au)to\n,αὐτός,pronoun,a(/pantes,ἅπας,adjective,h(mi=n,ἐγώ,pronoun,oi)keio/teron,οἰκεῖος,adjective,diakei/menon,διάκειμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/st',ὥστε,conjunction,ou),οὐ,adverb,xrh\,χρή,verb,par',παρά,preposition,h(mw=n,ἐγώ,pronoun,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
par',παρά,preposition,au)tw=n,αὐτός,pronoun,tou/twn,οὗτος,pronoun,punqa/nesqai,πυνθάνομαι,verb,to\,ὁ,article,di/kaion,δίκαιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/ntwn,πᾶς,adjective,d',δέ,particle,a)\n,ἄν,particle,ei)/h,ἀίω,verb,deino/taton,δεινός,adjective,ei),εἰ,conjunction,toi=s,ὁ,article,me\n,μέν,particle,a)/llois,ἄλλος,adjective,yhfi/zoisqe,ψηφίζομαι,verb,o(/tan,ὅταν,conjunction,qa/tera,ἕτερος,adjective,tou/twn,οὗτος,pronoun,a)pofai/nwsi,ἀποφαίνω,verb,sfa=s,σφεῖς,pronoun,au)tou/s,αὐτός,pronoun,h)\,ἠέ,conjunction,ge/nei,γένος,noun,prote/rous,πρότερος,adjective,o)/ntas,εἰμί,verb,h)\,ἠέ,conjunction,th=|,fili/a|,φιλία,noun,th=|,ὁ,article,pro\s,πρός,preposition,to\n,ὁ,article,teteleuthko/ta,τελευτάω,verb,h(ma=s,ἐγώ,pronoun,d',δέ,particle,oi(=s,ὅς,pronoun,e)stin,εἰμί,verb,a)mfo/tera,ἀμφότερος,adjective,tau=ta,οὗτος,pronoun,para\,παρά,preposition,pa/ntwn,πᾶς,adjective,o(mologou/mena,ὁμολογέω,verb,a)ciw/sete,ἀξιόω,verb,mo/nous,μόνος,adjective,a)klh/rous,ἄκληρος,adjective,poih=sai,ποιέω,verb,tw=n,ὁ,article,e)kei/nou,ἐκεῖνος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ei),εἰ,conjunction,me\n,μέν,particle,*polu/arxos,Πολύαρχος,proper,o(,ὁ,article,path\r,πατήρ,noun,o(,ὁ,article,*klewnu/mou,Κλεώνυμος,proper,pa/ppos,πάππος,noun,d',δέ,particle,h(me/teros,ἡμέτερος,adjective,zw=n,ζάω,verb,e)tu/gxane,τυγχάνω,verb,kai\,καί,conjunction,tw=n,ὁ,article,e)pithdei/wn,ἐπιτήδειος,adjective,e)ndeh\s,ἐνδεής,adjective,w)/n,εἰμί,verb,h)\,ἠέ,conjunction,*klew/numos,Κλεώνυμος,proper,e)teleu/thse,τελευτάω,verb,qugate/ras,a)poroume/nas,ἀφοράω,verb,katalipw/n,καταλιμπάνω,verb,h(mei=s,ἐγώ,pronoun,a)\n,ἄν,particle,dia\,διά,preposition,th\n,ὁ,article,a)gxistei/an,ἀγχιστεία,noun,kai\,καί,conjunction,to\n,ὁ,article,pa/ppon,πάππος,noun,ghrotrofei=n,γηροτροφέω,verb,h)nagkazo/meqa,ἀναγκάζω,verb,kai\,καί,conjunction,ta\s,ὁ,article,*klewnu/mou,Κλεώνυμος,proper,qugate/ras,θυγάτηρ,adjective,h)\,ἠέ,conjunction,labei=n,λαμβάνω,verb,au)toi\,αὐτός,pronoun,gunai=kas,γυνή,noun,h)\,ἠέ,conjunction,proi=ka,προίξ,adjective,e)pidido/ntes,ἐπιδίδωμι,verb,e(te/rois,ἕτερος,adjective,e)kdido/nai,ἐκδίδωμι,verb,kai\,καί,conjunction,tau=q',οὗτος,pronoun,h(ma=s,ἐγώ,pronoun,kai\,h(,ὁ,article,sugge/neia,συγγένεια,noun,kai\,καί,conjunction,oi(,ὁ,article,no/moi,νόμος,noun,kai\,καί,conjunction,h(,ὁ,article,par',παρά,preposition,u(mw=n,σύ,pronoun,ai)sxu/nh,αἰσχύνη,adjective,poiei=n,ποιέω,verb,h)na/gkazen,ἀναγκάζω,verb,a)/n,ἄν,particle,h)\,ἠέ,conjunction,tai=s,ὁ,article,megi/stais,μέγας,adverb,zhmi/ais,ζημία,noun,kai\,καί,conjunction,θυγάτηρ,adjective,καί,conjunction,toi=s,ὁ,article,e)sxa/tois,σχέθω,verb,o)nei/desi,ὄνειδος,noun,peripesei=n,περιπίπτω,verb,,,
ei),εἰ,conjunction,d',δέ,particle,ou)si/a,οὐσία,adjective,katelei/fqh,καταλιμπάνω,verb,di/kaion,δίκαιος,adjective,h(gh/sesq',ἁγέομαι,verb,ei)=nai,εἰμί,verb,tau/ths,οὗτος,pronoun,e(te/rous,ἕτερος,adjective,h(mw=n,ἐγώ,pronoun,ma=llon,μᾶλλον,adverb,klhronomei=n,κληρονομέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
