word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/11/lemma/@_entry,word/11/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS
dei/cw,δείκνυμι,verb,ga\r,γάρ,particle,o(/ti,ὅστις,pronoun,ou)x,οὐ,adverb,oi(,ὁ,article,to/poi,τόπος,noun,tou\s,ὁ,article,a)/ndras,ἀνήρ,noun,e)nti/mous,ἔντιμος,adjective,a)ll',ἀλλά,adverb,oi(,ὁ,article,a)/ndres,tou\s,ὁ,article,to/pous,τόπος,noun,e)pideiknu/ousin,ἐπιδείκνυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prosta/ttontos,προστάσσω,verb,de/,δέ,particle,tinos,τις,pronoun,au)tw=|,αὐτός,pronoun,i)atrou=,ἰατρός,noun,periergote/ran,περίεργος,adjective,qerapei/an,θεραπεία,noun,kai\,καί,conjunction,ou)x,οὐ,adverb,a(plh=n,ἁπλόος,adjective,nh\,νή,preposition,tw\,qew/,θεός,noun,fhsi/n,φημί,verb,ou),οὐ,adverb,pa/ntws,πάντως,adverb,moi,ἐγώ,pronoun,pro/keitai,πρόκειμαι,verb,zh=n,ζάω,verb,ou)de\,οὐδέ,particle,pa/nta,πᾶς,adjective,a)nade/xomai,ἀναδέχομαι,verb,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)festw\s,ἐφίστημι,verb,de/,δέ,particle,pote,ποτέ,particle,tw=|,ὁ,article,bwmw=|,βωμός,noun,th=s,ὁ,article,*xalkioi/kou,Χαλκίοικον,proper,bouqutw=n,βουθύτης,adjective,e)peidh\,ἐπεί,conjunction,fqei\r,φθείρ,noun,au)to\n,αὐτός,pronoun,e)/daken,ou),οὐ,adverb,dietra/ph,διατρέπω,verb,labw\n,λαμβάνω,verb,de\,δέ,particle,perifanw=s,περιφανής,adverb,e)nanti/on,ἐναντίος,adjective,pa/ntwn,πᾶς,adjective,a)pe/kteine,ἀποκτείνω,verb,proseipw/n,προσεῖπον,verb,nh\,νή,preposition,tou\s,ὁ,article,δάκνω,verb,qeou\s,θεός,noun,h(de/ws,ἡδέως,adverb,to\n,ὁ,article,e)pi/boulon,ἐπίβουλος,adjective,kai\,καί,conjunction,e)pi\,ἐπί,preposition,tw=|,ὁ,article,bwmw=|,βωμός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/llote,ἄλλοτε,adverb,i)dw\n,εἶδον,verb,mu=n,μῦς,noun,e(lko/menon,ἕλκω,verb,e)k,ἐκ,preposition,quri/dos,θυρίς,noun,u(po\,ὑπό,preposition,paidari/ou,παιδάριον,noun,kratou=ntos,κρατέω,verb,e)pei\,ἐπεί,conjunction,o(,ὁ,article,mu=s,e)pistrafei\s,ἐπιστρέφω,verb,e)/dake,δάκνω,verb,th\n,ὁ,article,xei=ra,χείρ,noun,tou=,ὁ,article,kratou=ntos,κρατέω,verb,kai\,καί,conjunction,e)/fugen,φεύγω,verb,e)pidei/cas,ἐπιδείκνυμι,verb,toi=s,ὁ,article,parou=sin,πάρειμι,verb,μῦς,noun,ei)=pen,εἶπον,verb,o(/tan,ὅταν,conjunction,to\,ὁ,article,e)la/xiston,ἐλάχιστος,adjective,zw=|on,ζώιον,noun,ou(/tws,οὕτως,adverb,a)mu/nhtai,ἀμύνω,verb,tou\s,ὁ,article,a)dikou=ntas,ἀδικέω,verb,ti/,τίς,pronoun,tou\s,ὁ,article,a)/ndras,ἀνήρ,noun,prosh/kei,προσήκω,verb,poiei=n,ποιέω,verb,logi/zesqe,λογίζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boulo/menos,βούλομαι,verb,de\,δέ,particle,to\n,ὁ,article,pro\s,πρός,preposition,to\n,ὁ,article,*pe/rshn,Πέρσης,proper,susth/sasqai,συνίστημι,verb,po/lemon,πόλεμος,noun,e(/neka,ἕνεκα,preposition,tou=,ὁ,article,e)leuqerw=sai,ἐλευθερόω,verb,tou\s,e)n,ἐν,preposition,th=|,ὁ,article,*)asi/a|,Ἄσιος,proper,*(/ellhnas,Ἕλλην,proper,tw=|,ὁ,article,kata\,κατά,preposition,*dwdh/nhn,,,*dio\s,Ζεύς,proper,e)xrh/sato,χράω,verb,mantei/w|,μαντεῖον,noun,keleu/santos,κελεύω,verb,ὁ,article,de/,δέ,particle,to\,ὁ,article,xrhsqe\n,χράω,verb,a)nh/ggeile,ἀναγγέλλω,verb,toi=s,ὁ,article,e)fo/rois,ἔφορος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,de\,δέ,particle,e)ke/leusan,κελεύω,verb,au)to\n,αὐτός,pronoun,kai\,καί,conjunction,ei)s,εἰς,preposition,*delfou\s,Δελφοί,proper,a)fiko/menon,ἀφικνέομαι,verb,peri\,περί,preposition,tw=n,ὁ,article,au)tw=n,αὐτός,pronoun,punqa/nesqai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πυνθάνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poreuqei\s,πορεύω,verb,ou)=n,οὖν,particle,ei)s,εἰς,preposition,to\,ὁ,article,mantei=on,μαντεῖον,noun,e)phrw/thsen,ἐπερωτάω,verb,ou(/tws,οὕτως,adverb,*)/apollon,Ἀπόλλων,proper,h)=,ἦ,adverb,dokei=,δοκέω,verb,soi,σύ,pronoun,o(\,kai\,καί,conjunction,tw=|,ὁ,article,patri/,πατήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,ὅς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sunaine/santos,συναινέω,verb,de/,δέ,particle,ai(reqei\s,αἱρέω,verb,ou(/tws,οὕτως,adverb,e)strateu/sato,στρατεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,de\,δέ,particle,*tissafe/rnhs,Τισσαφέρνης,proper,e)n,ἐν,preposition,a)rxh=|,ἀρχή,noun,me\n,μέν,particle,fobhqei\s,φοβέω,verb,to\n,ὁ,article,*)aghsi/laon,Ἀγησίλαος,proper,e)poih/sato,ποιέω,verb,sponda\s,σπονδή,noun,ta\s,po/leis,πόλις,adjective,au)tw=|,αὐτός,pronoun,ta\s,ὁ,article,*(ellhnika\s,Ἑλληνικός,adjective,a)fh/sein,ἀφίημι,verb,au)tono/mous,αὐτόνομος,adjective,basile/a,βασιλεύς,noun,metapemya/menos,μεταπέμπω,verb,de\,δέ,particle,para\,παρά,preposition,tou=,ὁ,article,ὁ,article,basile/ws,βασιλεύς,noun,polu\,πολύς,adjective,stra/teuma,στράτευμα,adjective,po/lemon,πόλεμος,noun,kath/ggeilen,καταγγέλλω,verb,au)tw=|,αὐτός,pronoun,ei),εἰ,conjunction,mh\,μή,conjunction,a)pi/oi,ἄπειμι,verb,th=s,ὁ,article,*)asi/as,Ἄσιος,proper,a)/smenos,ἄσμενος,adjective,th\n,ὁ,article,para/basin,παράβασις,noun,deca/menos,δέχομαι,verb,w(/rmhse,ὁρμάω,verb,me\n,μέν,particle,w(s,ὡς,conjunction,e)pi\,ἐπί,preposition,*kari/an,Κάριος,proper,proa/cwn,προάγνυμι,verb,e)kei=,ἐκεῖ,adverb,de\,δέ,particle,th\n,ὁ,article,du/namin,δύναμις,adjective,tou=,ὁ,article,*tissafe/rnous,Τισσαφέρνης,proper,a)qroi/santos,ἀθροίζω,verb,a)/ras,αἴρω,verb,ei)s,εἰς,preposition,*frugi/an,Φρύγιος,proper,e)ne/bale,ἐμβάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,labw\n,λαμβάνω,verb,po/leis,πόλις,adjective,plei/stas,πλεῖστος,adjective,kai\,καί,conjunction,xrhma/twn,χρῆμα,adjective,plh=qos,πλῆθος,noun,e)/fh,φημί,verb,toi=s,ὁ,article,fi/lois,φίλος,adjective,e)pispeisa/menon,,,me\n,a)dikei=n,ἀδικέω,verb,a)sebe/s,ἀσεβής,adjective,tou\s,ὁ,article,de\,δέ,particle,polemi/ous,πολέμιος,adjective,paralogi/zesqai,παραλογίζομαι,verb,ou),οὐ,adverb,mo/non,μόνος,adjective,di/kaion,δίκαιος,adjective,kai\,καί,conjunction,e)pi/docon,ἐπίδοξος,adjective,μέν,particle,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,h(du\,ἡδύς,adjective,kai\,καί,conjunction,kerdale/on,κερδαλέος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi=s,ὁ,article,d',δέ,particle,i(ppeu=sin,ἱππεύς,noun,e)lattwqei\s,ἐλασσόω,verb,a)nexw/rhsen,ἀναχωρέω,verb,ei)s,εἰς,preposition,*)/efeson,Ἔφεσος,proper,kai\,καί,conjunction,toi=s,ὁ,article,eu)po/rois,εὔπορος,adjective,proei=pe,προεῖπον,verb,pare/xein,i(/ppon,ἵππος,noun,a)nq',ἀντί,preposition,e(autou=,ἑαυτοῦ,pronoun,kai\,καί,conjunction,a)/ndra,ἀνήρ,noun,a)poluo/menon,ἀπολύω,verb,th=s,ὁ,article,stratei/as,στρατεία,adjective,,,,,,,,,,παρέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/ste,ὥστε,conjunction,taxu\,ταχύς,adjective,sunh/xqhsan,συνάγω,verb,kai\,καί,conjunction,i(/ppoi,ἵππος,noun,kai\,καί,conjunction,a)/ndres,ἀνήρ,noun,e)pith/deioi,ἐπιτήδειος,adjective,a)nti\,ἀντί,preposition,deilw=n,δειλός,adjective,kai\,καί,conjunction,plousi/wn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πλούσιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to\n,ὁ,article,*)agame/mnona,Ἀγαμέμνων,proper,e)/fh,φημί,verb,zhlou=n,ζηλέω,verb,kai\,καί,conjunction,ga\r,γάρ,particle,e)kei=non,ἐκεῖνος,pronoun,qh/leian,θῆλυς,adjective,i(/ppon,ἵππος,noun,a)gaqh\n,ἀγαθός,adjective,labo/nta,kako\n,κακός,adjective,a)/ndra,ἀνήρ,noun,kai\,καί,conjunction,plou/sion,πλούσιος,adjective,th=s,ὁ,article,stratei/as,στρατεία,adjective,a)polu=sai,ἀπολύω,verb,,,,,,,,,,,,,λαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,de\,δέ,particle,keleu/santos,κελεύω,verb,au)tou=,αὐτός,pronoun,tou\s,ὁ,article,ai)xmalw/tous,αἰχμάλωτος,adjective,gumnou\s,γυμνός,adjective,pwlei=n,πωλέω,verb,e)pi/praskon,πιπράσκω,verb,oi(,ὁ,article,lafuropw=lai,λαφυροπώλης,noun,kai\,th=s,ὁ,article,me\n,μέν,particle,e)sqh=tos,ἐσθής,noun,h)=san,εἰμί,verb,w)nhtai\,ὠνητής,noun,polloi/,πολύς,adjective,tw=n,ὁ,article,de\,δέ,particle,swma/twn,σῶμα,adjective,leukw=n,λευκός,adjective,kai\,καί,conjunction,καί,conjunction,a(palw=n,ἁπαλός,adjective,panta/pasi,παντάπασι,adverb,dia\,διά,preposition,ta\s,ὁ,article,skiatrafi/as,σκιατραφία,noun,katege/lwn,καταγελάω,verb,w(s,ὡς,conjunction,a)xrh/stwn,ἄχρηστος,adjective,kai\,καί,conjunction,mhdeno\s,μηδείς,pronoun,a)ci/wn,ἄξιος,adjective,e)pista\s,ἐφίστημι,verb,o(,ὁ,article,*)aghsi/laos,Ἀγησίλαος,proper,tau=ta,οὗτος,pronoun,me/n,μέν,particle,ei)=pen,εἶπον,verb,u(pe\r,ὑπέρ,preposition,w(=n,ὅς,pronoun,ma/xesqe,μάχομαι,verb,ou(=toi,οὗτος,pronoun,de\,δέ,particle,oi(=s,ὅς,pronoun,ma/xesqe,μάχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treya/menos,τρέπω,verb,de\,δέ,particle,peri\,περί,preposition,*ludi/an,Λύδιος,proper,*tissafe/rnhn,Τισσαφέρνης,proper,kai\,καί,conjunction,plei/stous,πλεῖστος,adjective,a)nelw/n,ἀναιρέω,verb,kate/trexe,κατατρέχω,verb,th=s,ὁ,article,basile/ws,βασιλεύς,noun,xw/ras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,χώρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/tou,οὗτος,pronoun,de\,δέ,particle,xrh/mata,χρῆμα,adjective,au)tw=|,αὐτός,pronoun,prospe/myantos,προσέπειμι,verb,kai\,καί,conjunction,a)ciou=ntos,ἀξιόω,verb,dialu/sasqai,διαλύω,verb,to\n,ὁ,article,po/lemon,πόλεμος,noun,o(,ὁ,article,*)aghsi/laos,th=s,ὁ,article,me\n,μέν,particle,ei)rh/nhs,εἰρήνη,noun,e)/fh,φημί,verb,th\n,ὁ,article,po/lin,πόλις,adjective,ei)=nai,εἰμί,verb,kuri/an,κυρία,noun,tou\s,ὁ,article,de\,δέ,particle,stratiw/tas,στρατιώτης,adjective,Ἀγησίλαος,proper,plouti/zwn,πλουτίζω,verb,h(/desqai,ἥδομαι,verb,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,au)to\s,αὐτός,pronoun,ploutw=n,πλουτέω,verb,kalo\n,καλός,noun,de\,δέ,particle,nomi/zein,νομίζω,verb,*(/ellhnas,Ἕλλην,proper,ou),οὐ,adverb,dw=ra,δῶρον,noun,lamba/nein,λαμβάνω,verb,a)po\,ἀπό,preposition,tw=n,ὁ,article,polemi/wn,πολέμιος,adjective,a)lla\,ἀλλά,adverb,la/fura,λάφυρα,adjective,kta=sqai,κτάομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*megaba/tou,Μεγαβάτης,proper,de\,δέ,particle,tou=,ὁ,article,*spiqrida/tou,Σπιθριδάτης,proper,paido/s,παῖς,adjective,o(\s,ὅς,pronoun,h)=n,εἰμί,verb,ka/llistos,καλός,noun,th\n,ὁ,article,morfh/n,μορφή,noun,proselqo/ntos,προσέρχομαι,verb,au)tw=|,w(s,ὡς,conjunction,a)spasome/nou,ἀσπάζομαι,verb,kai\,καί,conjunction,filh/sontos,φιλέω,verb,dia\,διά,preposition,to\,ὁ,article,sfo/dra,σφόδρα,adverb,dokei=n,δοκέω,verb,a)gapa=sqai,ἀγαπάω,verb,e)ce/klinen,ἐκκλίνω,verb,w(s,ὡς,conjunction,αὐτός,pronoun,d',δέ,particle,e)pau/sato,ἐπαύω,verb,e)kei=nos,ἐκεῖνος,pronoun,prosiw/n,πρόσειμι,verb,e)pezh/thsen,ἐπιζητέω,verb,au)to\n,αὐτός,pronoun,o(,ὁ,article,*)aghsi/laos,Ἀγησίλαος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
