word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/3/lemma/@_entry,word/3/lemma/@_POS,word/5/lemma/@_entry,word/5/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS
e)a\n,ἐάν,conjunction,de\,δέ,particle,mh\,μή,conjunction,sunora=|s,e)pe/xein,ἐπέχω,verb,kai\,sumbou/lois,σύμβουλος,noun,toi=s,ὁ,article,συνοράω,verb,καί,conjunction,a)ri/stois,ἄριστος,adjective,xrh=sqai,χράομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)a\n,ἐάν,conjunction,de\,δέ,particle,e(/tera/,ἕτερος,adjective,tina,pro\s,πρός,preposition,tau=ta,a)ntibai/nh|,ἀντιβαίνω,verb,proie/nai,πρόειμι,verb,τις,pronoun,οὗτος,pronoun,kata\,κατά,preposition,ta\s,ὁ,article,parou/sas,πάρειμι,verb,a)forma\s,ἀφορμή,noun,lelogisme/nws,λογίζομαι,verb,e)xo/menon,ἔχω,verb,tou=,ὁ,article,fainome/nou,φαίνω,verb,dikai/ou,δίκαιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/riston,ἄριστος,adjective,ga\r,γάρ,particle,katatugxa/nein,κατατυγχάνω,verb,tou/tou,e)pei/,ἐπεί,conjunction,toi,h(/,ὅς,pronoun,ge,γε,particle,οὗτος,pronoun,σύ,pronoun,a)po/ptwsis,ἀπόπτωσις,noun,a)po\,ἀπό,preposition,tou/tou,οὗτος,pronoun,e)sti/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sxolai=o/n,σχολαῖος,adjective,ti,τις,pronoun,kai\,καί,conjunction,a(/ma,eu)ki/nhto/n,εὐκίνητος,adjective,e)sti,kai\,καί,conjunction,faidro\n,φαιδρός,adjective,ἅμα,adverb,εἰμί,verb,a(/ma,ἅμα,adverb,kai\,καί,conjunction,sunesthko\s,συνίστημι,verb,o(,ὁ,article,tw=|,ὁ,article,lo/gw|,λόγος,noun,kata\,κατά,preposition,pa=n,πᾶς,adjective,e(po/menos,ἕπομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*punqa/nesqai,πυνθάνομαι,verb,e(autou=,ἑαυτοῦ,pronoun,eu)qu\s,εὐθύς,adverb,e)c,u(/pnou,ὕπνον,noun,geno/menon,,,,,,,ἐκ,preposition,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh/ti,μήτις,noun,dioi/sei,διαφέρω,verb,soi,σύ,pronoun,e)a\n,u(po\,ὑπό,preposition,a)/llou,ye/ghtai,ψέγω,verb,ta\,ὁ,article,ἐάν,conjunction,ἄλλος,adjective,di/kaia,δίκαιος,adjective,kai\,καί,conjunction,kalw=s,καλός,noun,e)/xonta,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,dioi/sei,διαφέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh/ti,μήτις,noun,e)pile/lhsai,ἐπιλανθάνομαι,verb,o(/ti,ὅστις,pronoun,ou(=toi,oi(,ὁ,article,e)n,toi=s,ὁ,article,peri\,περί,preposition,οὗτος,pronoun,ἐν,preposition,a)/llwn,ἄλλος,adjective,e)pai/nois,ἔπαινος,noun,kai\,καί,conjunction,yo/gois,ψόγος,noun,fruatto/menoi,φρυάσσομαι,verb,toiou=toi,τοιοῦτος,adjective,me\n,μέν,particle,e)pi\,ἐπί,preposition,th=s,ὁ,article,kli/nhs,κλίνη,noun,ei)si/,εἰμί,verb,toiou=toi,τοιοῦτος,adjective,de\,δέ,particle,e)pi\,ἐπί,preposition,th=s,ὁ,article,trape/zhs,τράπεζα,noun,oi(=a,οἷος,adjective,de\,δέ,particle,poiou=sin,ποιέω,verb,oi(=a,οἷος,adjective,de\,δέ,particle,feu/gousin,φεύγω,verb,oi(=a,οἷος,adjective,de\,δέ,particle,diw/kousin,διώκω,verb,oi(=a,οἷος,adjective,de\,δέ,particle,kle/ptousin,κλέπτω,verb,oi(=a,οἷος,adjective,de\,δέ,particle,a(rpa/zousin,ἁρπάζω,verb,ou),οὐ,adverb,xersi\,χείρ,noun,kai\,καί,conjunction,posi/n,πούς,noun,a)lla\,ἀλλά,adverb,tw=|,ὁ,article,timiwta/tw|,τίμιος,adjective,e(autw=n,ἑαυτοῦ,pronoun,me/rei,μέρος,noun,o(\,ὅς,pronoun,gi/netai,γίγνομαι,verb,o(/tan,ὅταν,conjunction,qe/lh|,ἐθέλω,verb,pi/stis,πίστις,noun,ai)dw/s,αἰδώς,adjective,a)lh/qeia,ἀλήθεια,adjective,no/mos,νόμος,noun,a)gaqo\s,ἀγαθός,adjective,dai/mwn,δαίμων,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*th=|,ὁ,article,pa/nta,πᾶς,adjective,didou/sh|,δίδωμι,verb,kai\,a)polambanou/sh|,ἀπολαμβάνω,verb,fu/sei,o(,ὁ,article,pepaideume/nos,παιδεύω,verb,καί,conjunction,φύσις,noun,kai\,καί,conjunction,ai)dh/mwn,αἰδήμων,adjective,le/gei,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
do\s,δίδωμι,verb,o(\,ὅς,pronoun,qe/leis,ἐθέλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po/labe,ἀπολαμβάνω,verb,o(\,ὅς,pronoun,qe/leis,ἐθέλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le/gei,λέγω,verb,de\,δέ,particle,tou=to,οὗτος,pronoun,ou),kataqrasuno/menos,καταθρασύνομαι,verb,a)lla\,peiqarxw=n,πειθαρχέω,verb,mo/non,μόνος,adjective,οὐ,adverb,ἀλλά,adverb,kai\,καί,conjunction,eu)now=n,εὐνοέω,verb,au)th=|,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)oli/gon,ὀλίγος,adjective,e)sti\,εἰμί,verb,to\,ὁ,article,u(poleipo/menon,tou=to,οὗτος,pronoun,,,,,,,,ὑπολείπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zh=son,ζάω,verb,w(s,ὡς,conjunction,e)n,ἐν,preposition,o)/rei,,,,,,,,,,,ὄρος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\n,οὐδείς,pronoun,ga\r,γάρ,particle,diafe/rei,διαφέρω,verb,e)kei=,h)\,ἠέ,conjunction,w(=de,e)a/n,ἐάν,conjunction,tis,τις,pronoun,ἐκεῖ,adverb,ὧδε,adverb,pantaxou=,πανταχοῦ,adverb,w(s,ὡς,conjunction,e)n,ἐν,preposition,po/lei,πόλις,adjective,tw=|,ὁ,article,ko/smw|,κόσμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)de/twsan,,,i(storhsa/twsan,ἱστορέω,verb,oi(,ὁ,article,a)/nqrwpoi,a)/nqrwpon,ἄνθρωπος,noun,a)lhqino\n,kata\,κατά,preposition,fu/sin,φύσις,noun,ἄνθρωπος,noun,ἀληθινός,adjective,zw=nta,ζάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,mh\,μή,conjunction,fe/rousin,φέρω,verb,a)pokteina/twsan,,,,,,,,,,,ἀποκτείνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
krei=tton,κρείσσων,verb,ga\r,γάρ,particle,h)\,ἠέ,conjunction,ou(/tws,zh=n,ζάω,verb,,,,,,,,οὕτως,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*mhke/q',μηκέτι,adverb,o(/lws,ὅλος,adjective,peri\,περί,preposition,tou=,oi(=o/n,οἷος,adjective,tina,ei)=nai,εἰμί,verb,to\n,ὁ,article,ὁ,article,τις,pronoun,a)gaqo\n,ἀγαθός,adjective,a)/ndra,ἀνήρ,noun,diale/gesqai,διαλέγω,verb,a)lla\,ἀλλά,adverb,ei)=nai,εἰμί,verb,toiou=ton,τοιοῦτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*tou=,τίς,pronoun,o(/lou,ὅλος,adjective,ai)w=nos,αἰών,noun,kai\,th=s,ὁ,article,o(/lhs,ou)si/as,οὐσία,adjective,sunexw=s,συνεχής,adverb,καί,conjunction,ὅλος,adjective,fantasi/a,φαντασία,noun,kai\,καί,conjunction,o(/ti,ὅστις,pronoun,pa/nta,πᾶς,adjective,ta\,ὁ,article,kata\,κατά,preposition,me/ros,μέρος,noun,w(s,ὡς,conjunction,me\n,μέν,particle,pro\s,πρός,preposition,ou)si/an,οὐσία,adjective,kegxrami/s,κεγχραμίς,noun,w(s,ὡς,conjunction,de\,δέ,particle,pro\s,πρός,preposition,xro/non,χρόνος,noun,trupa/nou,τρύπανον,noun,peristrofh/,περιστροφή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ei)s,εἰς,preposition,e(/kaston,ἕκαστος,adjective,tw=n,ὁ,article,u(pokeime/nwn,e)fista/nta,ἐφίστημι,verb,e)pinoei=n,au)to\,αὐτός,pronoun,h)/dh,ἤδη,adverb,ὑπόκειμαι,verb,ἐπινοέω,verb,dialuo/menon,διαλύω,verb,kai\,καί,conjunction,e)n,ἐν,preposition,metabolh=|,μεταβολεύς,noun,kai\,καί,conjunction,oi(=on,οἷος,adjective,sh/yei,σῆψις,noun,h)\,ἠέ,conjunction,skeda/sei,σκέδασις,noun,gino/menon,γίγνομαι,verb,h)\,ἠέ,conjunction,kaqo/ti,καθότι,adverb,e(/kaston,ἕκαστος,adjective,pe/fuken,φύω,verb,w(/sper,ὥσπερ,adverb,qnh/|skein,θνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*oi(=oi/,οἷος,adjective,ei)sin,εἰμί,verb,e)sqi/ontes,ἐσθίω,verb,kaqeu/dontes,o)xeu/ontes,ὀχεύω,verb,a)popatou=ntes,ta\,ὁ,article,a)/lla,ἄλλος,adjective,καθεύδω,verb,ἀποπατέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=ta,εἶτα,adverb,oi(=oi,οἷος,adjective,a)ndronomou/menoi,ἀνδρονομέομαι,verb,kai\,gaurou/menoi,γαυρόομαι,verb,h)\,xalepai/nontes,χαλεπαίνω,verb,kai\,καί,conjunction,καί,conjunction,ἠέ,conjunction,e)c,ἐκ,preposition,u(peroxh=s,ὑπεροχή,noun,e)piplh/ttontes,ἐπιπλήσσω,verb,pro\,πρό,preposition,o)li/gou,ὀλίγος,adjective,de\,δέ,particle,e)dou/leuon,δουλεύω,verb,po/sois,πόσος,adjective,kai\,καί,conjunction,di),διά,preposition,oi(=a,οἷος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,met',μετά,preposition,o)li/gon,ὀλίγος,adjective,e)n,toiou/tois,τοιοῦτος,adjective,e)/sontai,,,,,,,ἐν,preposition,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*sumfe/rei,συμφέρω,verb,e(ka/stw|,ἕκαστος,adjective,o(\,ὅς,pronoun,fe/rei,e(ka/stw|,ἕκαστος,adjective,h(,tw=n,ὁ,article,o(/lwn,ὅλος,adjective,φέρω,verb,ὁ,article,fu/sis,φύσις,noun,kai\,καί,conjunction,to/te,τότε,adverb,sumfe/rei,συμφέρω,verb,o(/te,ὅτε,conjunction,e)kei/nh,ἐκεῖνος,pronoun,fe/rei,φέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'*)era=|,ἐράομαι,verb,me\n,μέν,particle,o)/mbrou,ὄμβρος,noun,gai=a,e)ra=|,ἐράομαι,verb,de\,o(,ὁ,article,semno\s,σεμνός,adjective,γαῖα,noun,δέ,particle,ai)qh/r',αἰθήρ,noun,e)ra=|,ἐράομαι,verb,de\,δέ,particle,o(,ὁ,article,ko/smos,κόσμος,noun,poih=sai,ποιέω,verb,o(\,ὅς,pronoun,a)\n,ἄν,particle,me/llh|,μέλλω,verb,gi/nesqai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le/gw,λέγω,verb,ou)=n,οὖν,particle,tw=|,ὁ,article,ko/smw|,o(/ti,ὅστις,pronoun,soi\,sunerw=,συνεράω,verb,,,,κόσμος,noun,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
