word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/54/lemma/@_entry,word/54/lemma/@_POS
to\,ὁ,article,de\,δέ,particle,ste/fos,στέφος,noun,h)/mati,ἦμαρ,noun,kei/nwi,ἐκεῖνος,pronoun,h)\,ἠέ,conjunction,pi/tus,πίτυς,adjective,h)\,ἠέ,conjunction,sxi=nos,σχῖνος,noun,mu/rtoio,μύρτον,noun,de\,δέ,particle,xei=res,χείρ,noun,a)/qiktoi,ἄθικτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dh\,δή,particle,to/te,τότε,adverb,ga\r,γάρ,particle,pe/ploisin,πέπλος,noun,e)ne/sxeto,ἐνέχω,verb,mu/rsinos,μύρσινος,adjective,o)/zos,ὄζος,noun,th=s,ὁ,article,kou/rhs,κόρη,noun,o(/t',ὅτε,conjunction,e)/feugen,φεύγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/qen,ὅθεν,adverb,me/ga,μέγας,adverb,xw/sato,χόω,verb,mu/rtwi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ou)=pi,Οὖπις,proper,a)/nass',ἄνασσα,adjective,eu)w=pi,εὐώψ,noun,faesfo/re,φαεσφόρος,adjective,kai\,καί,conjunction,de\,δέ,particle,se\,σύ,pronoun,kei/nhn,ἐκεῖνος,pronoun,*krhtae/es,,,kale/ousin,καλέω,verb,e)pwnumi/hn,ἐπωνυμία,noun,a)po\,ἀπό,preposition,nu/mfhs,νύμφη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mh\n,μείς,adjective,*kurh/nhn,Κυρήνη,proper,e(tari/ssao,ἑταιρίζω,verb,th=i,τῇ,adverb,pot',ποτέ,particle,e)/dwkas,δίδωμι,verb,au)th\,αὐτός,pronoun,qhrhth=re,θηρατήρ,noun,du/w,δύο,adjective,ku/ne,κύων,noun,toi=s,ὁ,article,e)/ni,ἐν,preposition,kou/rh,κόρη,noun,*(uyhi\s,,,para\,παρά,preposition,tu/mbon,τύμβος,noun,*)iw/lkion,Ἰώλκιος,proper,e)/mmor',ἔμμορος,adjective,a)e/qlou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἆθλον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,*kefa/lou,Κέφαλος,proper,canqh\n,ξανθός,adjective,a)/loxon,ἄλοχος,adjective,*dhioni/dao,,,po/tnia,πότνια,noun,sh\n,σός,adjective,o(mo/qhron,ὁμόθηρος,noun,e)qh/kao,τίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,de\,δέ,particle,se\,σύ,pronoun,fasi/,φημί,verb,kalh\n,καλός,noun,*)anti/kleian,Ἀντίκλεια,proper,i)/son,ἴσος,adjective,fae/essi,φάος,adjective,filh=sai,φιλέω,verb,ai(\,ὅς,pronoun,prw=tai,πρότερος,adjective,qoa\,θοός,adjective,to/ca,τόξον,noun,kai\,καί,conjunction,a)mf',ἀμφί,preposition,w)/moisi,ὦμος,noun,fare/tras,φαρέτρα,noun,i)odo/kous,ἰοδόκος,adjective,e)fo/rhsan,ἐφοράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)su/llwtoi,,,de/,δέ,particle,fin,,,w)=moi,ὦμος,noun,deciteroi\,δεξιτερός,adjective,kai\,καί,conjunction,gumno\s,γυμνός,adjective,a)ei\,ἀεί,adverb,parefai/neto,παραφαίνω,verb,mazo/s,μαστός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)/inhsas,,,d',δέ,particle,e)/ti,ἔτι,adverb,pa/gxu,πάγχυ,adverb,podorrw/rhn,ποδόρρωρος,adjective,*)atala/nthn,Ἀταλάντη,proper,kou/rhn,κόρη,noun,*)iasi/oio,Ἰάσιος,proper,suokto/non,συοκτόνος,adjective,*)arkasi/dao,,,kai/,καί,conjunction,e(,ἕ,pronoun,kunhlasi/hn,κυνηλασία,noun,te,τε,particle,kai\,καί,conjunction,eu)stoxi/hn,εὐστοχία,noun,e)di/dacas,διδάσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/,οὐ,adverb,min,μιν,pronoun,e)pi/klhtoi,ἐπίκλητος,adjective,*kaludwni/ou,Καλυδώνιος,proper,a)greuth=res,ἀγρευτήρ,noun,me/mfontai,μέμφομαι,verb,ka/proio,κάπρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,ga\r,γάρ,particle,shmh/ia,σημεῖον,noun,ni/khs,νίκη,noun,*)arkadi/hn,Ἀρκαδία,proper,ei)sh=lqen,εἰσέρχομαι,verb,e)/xei,ἔχω,verb,d',δέ,particle,e)/ti,ἔτι,adverb,qhro\s,θήρ,noun,o)do/ntas,ὀδούς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\,οὐδέ,particle,me\n,μέν,particle,*(ulai=o/n,Ὑλαῖος,proper,te,τε,particle,kai\,καί,conjunction,a)/frona,ἄφρων,adjective,*(roi=kon,,,e)/olpa,ἔλπω,verb,ou)de/,οὐδέ,particle,per,πέρ,particle,e)xqai/rontas,ἐχθαίρω,verb,e)n,ἐν,preposition,*)/aidi,Αἵδης,proper,mwmh/sasqai,μωμάομαι,verb,toco/tin,τοξότις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga/r,γάρ,particle,sfin,σφεῖς,pronoun,lago/nes,λαγών,noun,sunepiyeu/sontai,συνεπιψεύδομαι,verb,ta/wn,ὁ,article,*mainali/h,Μαίναλον,proper,na=en,,,fo/nwi,φόνος,noun,a)krw/reia,ἀκρώρεια,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/tnia,πότνια,noun,poulume/laqre,,,polu/ptoli,,,xai=re,χαίρω,verb,*xitw/nh,Χιτώνη,proper,*milh/twi,Μίλητος,proper,e)pi/dhme,ἐπίδημος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se\,σύ,pronoun,ga\r,γάρ,particle,poih/sato,ποιέω,verb,*nhleu/s,Νηλεύς,proper,h(gemo/nhn,,,o(/te,ὅτε,conjunction,nhusi\n,ναῦς,noun,a)nh/geto,ἀνάγω,verb,*kekropi/hqen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*xhsia\s,,,*)imbrasi/h,,,prwto/qrone,πρωτόθρονος,adjective,soi\,σύ,pronoun,d',δέ,particle,*)agame/mnwn,Ἀγαμέμνων,proper,phda/lion,πηδάλιον,adjective,nho\s,ναός,noun,sfete/rhs,σφέτερος,adjective,e)gka/tqeto,ἐγκατατίθεμαι,verb,nhw=i,ναός,noun,mei/lion,μείλιον,noun,a)ploi/+hs,ἄπλοια,noun,o(/te,ὅτε,conjunction,oi(,ἕ,pronoun,kate/dhsas,καταδέω,verb,a)h/tas,ἀήτη,noun,*teukrw=n,,,h(ni/ka,ἡνίκα,adverb,nh=es,*)axaii/des,Ἀχαιίς,proper,a)/stea,ἄστυ,noun,kh/dein,κήδω,verb,e)/pleon,πλέω,verb,a)mf',ἀμφί,preposition,*(ele/nhi,Ἑλένη,proper,*(ramnousi/di,,,qumwqei=sai,θυμόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ναῦς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=,ἦ,adverb,me/n,μέν,particle,toi,τοι,particle,*proi=to/s,Προῖτος,proper,ge,γε,particle,du/w,δύο,adjective,e)kaqi/ssato,καθίζω,verb,nhou/s,ναός,noun,a)/llon,ἄλλος,adjective,me\n,μέν,particle,*kori/hs,Κορίη,proper,o(/ti,ὅστις,pronoun,oi(,ἕ,pronoun,sunele/cao,συλλέγω,verb,kou/ras,κόρη,noun,ou)/rea,ὄρος,adjective,plazome/nas,πλάζω,verb,*)azh/nia,,,to\n,ὁ,article,d',e)ni\,ἐν,preposition,*lou/sois,λούω,verb,*(hme/rhi,ἥμερος,adjective,ou(/neka,οὕνεκα,conjunction,qumo\n,θυμός,noun,a)p',ἀπό,preposition,a)/grion,ἄγριος,adjective,ei(/leo,αἱρέω,verb,pai/dwn,παῖς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soi\,σύ,pronoun,kai\,καί,conjunction,*)amazoni/des,Ἀμαζονίδες,proper,pole/mou,πόλεμος,noun,e)piqumh/teirai,ἐπιθυμήτειρα,noun,e)/n,ἐν,preposition,pote,ποτέ,particle,parrali/hi,,,*)efe/swi,Ἔφεσος,proper,bre/tas,βρέτας,noun,i(dru/santo,ἱδρύω,verb,fhgw=i,φηγός,noun,u(po\,ὑπό,preposition,pre/mnwi,,,te/lesen,τελέω,verb,de/,δέ,particle,toi,τοι,particle,i(ero\n,ἱερός,adjective,*(ippw/,Ἱππός,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)tai\,αὐτός,pronoun,d',δέ,particle,*ou)=pi,Οὖπις,proper,a)/nassa,ἄνασσα,adjective,peri\,περί,preposition,pru/lin,πρύλις,adjective,w)rxh/santo,ὀρχέομαι,verb,prw=ta,πρότερος,adjective,me\n,μέν,particle,e)n,ἐν,preposition,sake/essin,σάκος,adjective,e)no/plion,ἐνόπλιος,adjective,au)=qi,αὖθι,adverb,de\,δέ,particle,ku/klwi,κύκλος,noun,sthsa/menai,ἵστημι,verb,xoro\n,χορός,noun,eu)ru/n,εὐρύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(ph/eisan,ὑπαείδω,verb,de\,δέ,particle,li/geiai,λίγειος,adjective,leptale/on,λεπταλέος,adjective,su/rigges,σῦριγξ,noun,i(/na,ἵνα,conjunction,r(h/sswsin,ῥήγνυμι,verb,o(marth=i,ὁμαρτέω,verb,ou),οὐ,adverb,ga/r,γάρ,particle,pw,πω,particle,ne/breia,νέβρειος,adjective,di',διά,preposition,o)ste/a,ὀστέον,noun,tetrh/nanto,τετραίνω,verb,e)/rgon,ἔργον,noun,*)aqhnai/hs,Ἀθήνη,proper,e)la/fwi,ἔλαφος,noun,kako/n),κακός,adjective,e)/drame,d',δέ,particle,h)xw/,ἠχώ,noun,*sa/rdias,Σάρδεις,proper,e)/s,εἰς,preposition,te,τε,particle,nomo\n,νομός,noun,*bereku/nqion,βερεκύνθιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τρέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(\,ὅς,pronoun,de\,δέ,particle,po/dessin,πούς,noun,ou)=la,οὖλον,noun,katekrota/lizon,κατακροταλίζω,verb,e)peyo/feon,ἐπιψοφέω,verb,de\,δέ,particle,fare/trai,φαρέτρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kei=no,ἐκεῖνος,pronoun,de/,δέ,particle,toi,σύ,pronoun,mete/peita,μετέπειμι,verb,peri\,περί,preposition,bre/tas,βρέτας,noun,eu)ru\,εὐρύς,adjective,qe/meilon,,,dwmh/qh,δωμάω,verb,tou=,ὁ,article,d',δέ,particle,ou)/ti,οὔτι,adverb,qew/teron,θεώτερος,adjective,o)/yetai,ὁράω,verb,h)w/s,ἠώς,noun,ou)d',οὐδέ,particle,a)fneio/teron,ἀφνειός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r(e/a,ῥέα,adverb,ken,ἄν,particle,*puqw=na,Πυθών,proper,pare/lqoi,παρέρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=i,τίς,pronoun,r(a,ἄρα,particle,kai\,καί,conjunction,h)lai/nwn,ἠλαίνω,verb,a)lapace/men,ἀλαπάζω,verb,h)pei/lhse,ἀπειλέω,verb,*lu/gdamis,Λύγδαμις,proper,u(bristh/s,ὑβριστής,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi\,ἐπί,preposition,de\,δέ,particle,strato\n,στρατός,noun,i(pphmolgw=n,ἱππημολγοί,adjective,h)/gage,ἄγω,verb,*kimmeri/wn,Κιμμερικός,adjective,yama/qwi,ψάμαθος,noun,i)/son,ἴσος,adjective,oi(/,ἕ,pronoun,r(a,ἄρα,particle,par',παρά,preposition,au)to/n,αὐτός,pronoun,keklime/noi,κλίνω,verb,nai/ousi,ναίω,verb,boo\s,βοῦς,noun,po/ron,πόρος,noun,*)inaxiw/nhs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)=,ἆ,interjection,deilo\s,δειλός,adjective,basile/wn,βασίλη,noun,o(/son,ὅσος,adjective,h)/liten,ἀλιταίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,e)/mellen,μέλλω,verb,ou)/t',οὔτε,adverb,au)to\s,αὐτός,pronoun,*skuqi/hnde,,,palimpete\s,παλιμπετής,adverb,ou)/te,οὔτε,adverb,tis,τις,pronoun,a)/llos,ἄλλος,adjective,o(/sswn,ὅσος,adjective,e)n,ἐν,preposition,leimw=ni,λειμών,noun,*kau+stri/wi,,,e)/stan,ἵστημι,verb,a(/mazai,,,nosth/sein,νοστέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)efe/sou,Ἔφεσος,proper,ga\r,γάρ,particle,a)ei\,ἀεί,adverb,tea\,τεός,adjective,to/ca,τόξον,noun,pro/keitai,πρόκειμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/tnia,πότνια,noun,*mounixi/h,Μουνιχίη,proper,limenosko/pe,λιμενοσκόπος,adjective,xai=re,χαίρω,verb,*ferai/h,Φεραῖος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh/,μή,conjunction,tis,τις,pronoun,a)timh/shi,,,th\n,ὁ,article,*)/artemin,Ἄρτεμις,proper,ou)de\,οὐδέ,particle,ga\r,γάρ,particle,*oi)nei=,Οἰνεύς,proper,bwmo\n,βωμός,noun,a)tima/ssanti,ἀτιμάζω,verb,kaloi\,καλός,noun,po/lin,πόλις,adjective,h)=lqon,ἔρχομαι,verb,a)gw=nes),ἀγών,noun,mhd',μηδέ,particle,e)lafhboli/hn,ἐλαφηβολία,noun,mhd',μηδέ,particle,eu)stoxi/hn,εὐστοχία,noun,e)ridai/nein,ἐριδαίνω,verb,ou)de\,ga\r,γάρ,particle,*)atrei/+dhs,,,o)li/gwi,ὀλίγος,adjective,e)/pi,ἐπί,preposition,ko/mpase,κομπάζω,verb,misqw=i),μισθός,noun,mhde/,μηδέ,particle,tina,τις,pronoun,mna=sqai,μνάομαι,verb,th\n,ὁ,article,parqe/non,παρθένος,noun,ou)de\,οὐδέ,particle,ga\r,γάρ,particle,*)=wtos,Ὦτος,proper,ou)de\,οὐδέ,particle,me\n,μέν,particle,*)wari/wn,,,a)gaqo\n,ἀγαθός,adjective,ga/mon,γάμος,adjective,e)mnh/steusan),μνηστεύω,verb,mhde\,μηδέ,particle,xoro\n,χορός,noun,feu/gein,φεύγω,verb,e)niau/sion,οὐδέ,particle,ἐνιαύσιος,adjective,ou)de\,οὐδέ,particle,ga\r,γάρ,particle,*(ippw/,Ἱππός,proper,a)klautei\,,,peri\,περί,preposition,bwmo\n,βωμός,noun,a)pei/pato,ἀπεῖπον,verb,kuklw/sasqai),κυκλόω,verb,xai=re,χαίρω,verb,me/ga,μέγας,adverb,krei/ousa,kai\,καί,conjunction,eu)a/nthson,εὐαντέω,verb,a)oidh=i,ἀοιδός,noun,κρείουσα,noun
