word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/12/@_form,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/lemma/@_entry,word/12/lemma/@_POS,word/14/lemma/@_entry,word/14/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS
tau=ta,οὗτος,pronoun,me\n,μέν,particle,e)/cw,ἔξω,adverb,tou=,ὁ,article,*)indou=,Ἰνδός,proper,potamou=,ποταμός,noun,w)/|kistai,οἰκίζω,verb,pro\s,πρός,preposition,e(spe/rhn,ἑσπέρα,noun,e)/ste,εἰμί,verb,e)pi\,ἐπί,preposition,to\n,*kwfh=na,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,a)po\,ἀπό,preposition,tou=,ὁ,article,*)indou=,Ἰνδός,proper,pro\s,πρός,preposition,e(/w,ἠώς,noun,tau=ta/,οὗτος,pronoun,moi,ἐγώ,pronoun,e)/stw,εἰμί,verb,h(,ὁ,article,*)indw=n,gh=,kai\,καί,conjunction,*)indoi\,ou(=toi,οὗτος,pronoun,e)/stwn,εἰμί,verb,,,,Ἰνδή,proper,γῆ,noun,Ἰνδός,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)=roi,οὖρος,noun,de\,δέ,particle,th=s,ὁ,article,*)indw=n,Ἰνδή,proper,gh=s,γῆ,noun,pro\s,πρός,preposition,me\n,μέν,particle,bore/ew,,,a)ne/mou,ἄνεμος,noun,o(,ὁ,article,*tau=ros,Ταῦρος,proper,to\,ou)=ros,,,,,,,,,,,,,,ὁ,article,οὖρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kale/etai,καλέω,verb,de\,δέ,particle,ou),οὐ,adverb,*tau=ros,Ταῦρος,proper,e)/ti,ἔτι,adverb,e)n,ἐν,preposition,th=|,ὁ,article,gh=|,γῆ,noun,tau/th|,οὗτος,pronoun,a)lla\,ἀλλά,adverb,a)/rxetai,ἄρχω,verb,me\n,a)po\,qala/sshs,θάλασσα,noun,o(,*tau=ros,Ταῦρος,proper,th=s,ὁ,article,kata\,κατά,preposition,μέν,particle,ἀπό,preposition,ὁ,article,*pamfu/lous,Πάμφυλος,proper,te,τε,particle,kai\,καί,conjunction,*luki/hn,Λύκιος,proper,kai\,καί,conjunction,*ki/likas,Κίλιξ,proper,paratei/nei,παρατείνω,verb,de\,δέ,particle,e)/ste,εἰμί,verb,e)pi\,ἐπί,preposition,th\n,ὁ,article,pro\s,πρός,preposition,e(/w,ἠώς,noun,qa/lassan,θάλασσα,noun,te/mnwn,τέμνω,verb,th\n,ὁ,article,*)asi/hn,Ἄσιος,proper,pa=san,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/llo,ἄλλος,adjective,de\,δέ,particle,a)/llh|,ἄλλῃ,adverb,kale/etai,καλέω,verb,to\,ὁ,article,ou)=ros,οὖρος,noun,th=|,ὁ,article,me\n,μέν,particle,*parapa/misos,,,th=|,ὁ,article,de\,δέ,particle,*)hmwdo/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/llh|,ἄλλῃ,adverb,de\,δέ,particle,*)/imaon,,,klhi/zetai,κλῄζω,verb,kai\,καί,conjunction,tuxo\n,τυγχάνω,verb,a)/lla,ἄλλος,adjective,kai\,καί,conjunction,a)/lla,ἄλλος,adjective,e)/xei,ἔχω,verb,ou)no/mata,ὄνομα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*makedo/nes,Μακεδών,proper,de\,δέ,particle,oi(,ἕ,pronoun,su\n,σύν,preposition,*)aleca/ndrw|,Ἀλέξανδρος,proper,strateu/santes,στρατεύω,verb,*kau/kason,Καύκασος,proper,au)to\,αὐτός,pronoun,e)ka/leon,καλέω,verb,a)/llon,ἄλλος,adjective,tou=ton,οὗτος,pronoun,*kau/kason,ou),to\n,ὁ,article,*skuqiko/n,w(s,ὡς,conjunction,kai\,καί,conjunction,ta\,ὁ,article,Καύκασος,proper,οὐ,adverb,Σκυθικός,adjective,e)pe/keina,ἐπέκεινα,adverb,tou=,ὁ,article,*kauka/sou,Καύκασος,proper,lo/gon,λόγος,noun,kate/xeon,καταχέω,verb,o(/ti,ὅστις,pronoun,e)ph=lqen,ἐπέρχομαι,verb,*)ale/candros,Ἀλέξανδρος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,pro\s,πρός,preposition,e(spe/rhn,ἑσπέρα,noun,de\,δέ,particle,th=s,ὁ,article,*)indw=n,Ἰνδή,proper,gh=s,γῆ,noun,o(,ὁ,article,potamo\s,ποταμός,noun,o(,ὁ,article,*)indo\s,Ἰνδός,proper,a)pei/rgei,e)/ste,e)pi\,ἐπί,preposition,th\n,mega/lhn,μέγας,adverb,qa/lassan,θάλασσα,noun,i(/naper,ἵνα,conjunction,ἀπείργω,verb,εἰμί,verb,ὁ,article,au)to\s,αὐτός,pronoun,kata\,κατά,preposition,du/o,δύο,adjective,sto/mata,στόμα,noun,e)kdidoi=,ἐκδίδωμι,verb,ou),οὐ,adverb,sunexe/a,συνεχής,adverb,a)llh/loisi,ἀλλήλων,pronoun,ta\,ὁ,article,sto/mata,στόμα,noun,kata/per,καθά,adverb,ta\,ὁ,article,pe/nte,πέντε,adverb,tou=,ὁ,article,*)/istrou,Ἴστρος,proper,e)sti\,εἰμί,verb,sunexe/a,συνεχής,adverb,a)lla\,ἀλλά,adverb,w(s,ὡς,conjunction,ta\,ὁ,article,tou=,ὁ,article,*nei/lou,Νεῖλος,proper,u(p',ὑπό,preposition,o(/twn,ὅστις,pronoun,to\,ὁ,article,*de/lta,Δέλτη,proper,poie/etai,ποιέω,verb,to\,ὁ,article,*ai)gu/ption,Αἰγύπτιος,proper,w(=de/,ὧδε,adverb,toi,τοι,particle,kai\,καί,conjunction,to\,ὁ,article,th=s,ὁ,article,*)indw=n,Ἰνδή,proper,gh=s,γῆ,noun,*de/lta,Δέλτη,proper,poie/ei,ποιέω,verb,o(,ὁ,article,*)indo\s,Ἰνδός,proper,potamo/s,ποταμός,noun,ou),οὐ,adverb,mei=on,μείων,adverb,tou=,ὁ,article,*ai)gupti/ou,Αἰγύπτιος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tou=to,οὗτος,pronoun,*pa/tala,Πάταλα,proper,th=|,ὁ,article,*)indw=n,Ἰνδή,proper,glw/ssh|,γλῶσσα,noun,kale/etai,καλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,de\,δέ,particle,pro\s,πρός,preposition,no/tou,νότος,noun,te,τε,particle,a)ne/mou,ἄνεμος,noun,kai\,καί,conjunction,mesambri/hs,μεσημβρία,noun,au)th\,αὐτός,pronoun,h(,ὁ,article,mega/lh,μέγας,adverb,qa/lassa,a)pei/rgei,th\n,ὁ,article,*)indw=n,gh=n,γῆ,noun,kai\,καί,conjunction,ta\,ὁ,article,θάλασσα,noun,ἀπείργω,verb,Ἰνδή,proper,pro\s,πρός,preposition,e(/w,ἠώς,noun,h(,ὁ,article,au)th\,αὐτός,pronoun,qa/lassa,θάλασσα,noun,a)pei/rgei,ἀπείργω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,me\n,μέν,particle,pro\s,πρός,preposition,mesambri/hs,μεσημβρία,noun,kata\,κατά,preposition,*pa/tala/,Πάταλα,proper,te,τε,particle,kai\,καί,conjunction,tou=,ὁ,article,*)indou=,Ἰνδός,proper,ta\s,ὁ,article,e)kbola\s,w)/fqh,pro/s,πρός,preposition,te,*)aleca/ndrou,Ἀλέξανδρος,proper,kai\,καί,conjunction,*makedo/nwn,Μακεδών,proper,ἐκβολάς,noun,ὁράω,verb,τε,particle,kai\,καί,conjunction,pollw=n,πολύς,adjective,*(ellh/nwn,Ἕλλην,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,pro\s,πρός,preposition,e(/w,ἠώς,noun,*)ale/candros,Ἀλέξανδρος,proper,me\n,μέν,particle,ou)k,οὐ,adverb,e)ph=lqe,ἐπέρχομαι,verb,pro/sw,πρόσω,adverb,potamou=,ποταμός,noun,*(ufa/sios,,,o)li/goi,de\,a)ne/grayan,ἀναγράφω,verb,ta\,me/xri,μέχρι,preposition,potamou=,ποταμός,noun,*ga/ggew,Γάγγης,proper,ὀλίγος,adjective,δέ,particle,ὁ,article,kai\,καί,conjunction,i(/na,ἵνα,conjunction,tou=,ὁ,article,*ga/ggew,Γάγγης,proper,ai(,ὁ,article,e)kbolai\,ἐκβολή,noun,kai\,καί,conjunction,po/lis,πόλις,adjective,*pali/mboqra,,,megi/sth,μέγας,adverb,tw=n,ὁ,article,*)indikw=n,Ἰνδικός,adjective,pro\s,πρός,preposition,tw=|,ὁ,article,*ga/ggh|,Γάγγης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)moi\,ἐγώ,pronoun,de\,δέ,particle,*)eratosqe/nhs,Ἐρατοσθένης,proper,o(,ὁ,article,*kurhnai=os,Κυρηναῖος,proper,pisto/teros,πιστός,adjective,a)/llou,ἄλλος,adjective,e)/stw,εἰμί,verb,o(/ti,ὅστις,pronoun,gh=s,γῆ,noun,perio/dou,περίοδος,noun,pe/ri,e)/melen,*)eratosqe/nei+,,,,,,,,,,,,,περί,preposition,μέλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=tos,οὗτος,pronoun,a)po\,ἀπό,preposition,tou=,ὁ,article,ou)/reos,ὄρος,adjective,tou=,ὁ,article,*tau/rou,Ταῦρος,proper,i(/na,ἵνα,conjunction,tou=,ὁ,article,*)indou=,Ἰνδός,proper,ai(,ὁ,article,phgai/,πηγή,noun,par',au)to\n,to\n,ὁ,article,*)indo\n,potamo\n,ποταμός,noun,i)o/nti,εἶμι,verb,e)/ste,εἰμί,verb,παρά,preposition,αὐτός,pronoun,Ἰνδός,proper,e)pi\,ἐπί,preposition,th\n,ὁ,article,mega/lhn,μέγας,adverb,qa/lassan,θάλασσα,noun,kai\,καί,conjunction,tou=,ὁ,article,*)indou=,Ἰνδός,proper,ta\s,ὁ,article,e)kbola\s,ἐκβολάς,noun,muri/ous,μυρίος,adjective,stadi/ous,στάδιον,noun,kai\,καί,conjunction,trisxili/ous,τρισχίλιοι,adjective,th\n,ὁ,article,pleurh\n,πλευρά,noun,le/gei,λέγω,verb,e)pe/xein,ἐπέχω,verb,th=s,ὁ,article,gh=s,γῆ,noun,th=s,ὁ,article,*)indw=n,Ἰνδή,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tauthsi\,οὗτος,pronoun,de\,δέ,particle,a)nti/poron,ἀντίπορος,adjective,pleurh\n,πλευρά,noun,poie/ei,ποιέω,verb,th\n,ὁ,article,a)po\,ἀπό,preposition,twu)tou=,αὐτός,pronoun,ou)/reos,ὄρος,adjective,para\,παρά,preposition,th\n,ὁ,article,e(w/|hn,qa/lassan,ou)ke/ti,οὐκέτι,adverb,tau/th|,th=|,ὁ,article,pleurh=|,πλευρά,noun,i)/shn,ἴσος,adjective,ἑῷος,adjective,θάλασσα,noun,ταύτῃ,adverb,a)lla\,ἀλλά,adverb,a)/krhn,ἄκρος,adjective,ga\r,γάρ,particle,a)ne/xein,ἀνέχω,verb,e)pi\,ἐπί,preposition,me/ga,μέγας,adverb,e)s,εἰς,preposition,to\,ὁ,article,pe/lagos,πέλαγος,noun,e)s,εἰς,preposition,trisxili/ous,τρισχίλιοι,adjective,stadi/ous,στάδιον,noun,ma/lista,μάλιστα,adverb,a)natei/nousan,ἀνατείνω,verb,th\n,ὁ,article,a)/krhn,ἄκρος,adjective,ei)/h,ἀίω,verb,a)\n,ἄν,particle,w)=n,οὖν,particle,au)tw=|,αὐτός,pronoun,h(,ὁ,article,pleurh\,πλευρά,noun,th=s,ὁ,article,*)indw=n,Ἰνδή,proper,gh=s,γῆ,noun,pro\s,πρός,preposition,e(/w,ἠώς,noun,muri/ous,μυρίος,adjective,kai\,καί,conjunction,e(cakisxili/ous,ἑξακισχίλιοι,adjective,stadi/ous,στάδιον,noun,e)pe/xousa,ἐπέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=to,οὗτος,pronoun,me\n,μέν,particle,au)tw=|,αὐτός,pronoun,pla/tos,πλάτος,adjective,th=s,ὁ,article,*)indw=n,Ἰνδή,proper,gh=s,γῆ,noun,sumbai/nei,συμβαίνω,verb,mh=kos,μῆκος,adjective,de\,δέ,particle,to\,ὁ,article,a)p',e(spe/rhs,e)pi\,ἐπί,preposition,e(/w,e)/ste,εἰμί,verb,me\n,μέν,particle,e)pi\,ἐπί,preposition,ἀπό,preposition,ἑσπέρα,noun,ἠώς,noun,po/lin,πόλις,adjective,*pali/mboqra,,,memetrhme/non,μετρέω,verb,sxoini/oisi,σχοινίον,noun,le/gei,λέγω,verb,a)nagra/fein,ἀναγράφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ei)=nai,εἰμί,verb,ga\r,γάρ,particle,o(do\n,ὁδός,adjective,basilhi/hn,βασιλεία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=to,οὗτος,pronoun,e)pe/xein,ἐπέχω,verb,e)s,εἰς,preposition,muri/ous,μυρίος,adjective,stadi/ous,στάδιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,e)pe/keina,ἐπέκεινα,adverb,ou)ke/ti,οὐκέτι,adverb,w(sau/tws,ὡσαύτως,adverb,a)treke/a,ἀτρεκής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fh/mas,φήμη,noun,de\,δέ,particle,o(/soi,ὅσος,adjective,a)ne/grayan,ἀναγράφω,verb,su\n,σύν,preposition,th=|,ὁ,article,a)/krh|,ἄκρις,noun,th=|,ὁ,article,a)nexou/sh|,ἀνέχω,verb,e)s,εἰς,preposition,to\,ὁ,article,pe/lagos,e)s,muri/ous,μυρίος,adjective,stadi/ous,ma/lista,μάλιστα,adverb,e)pe/xein,ἐπέχω,verb,le/gousin,λέγω,verb,πέλαγος,noun,εἰς,preposition,στάδιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
