word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS
gnw/mhs,γνώμη,noun,d',δέ,particle,a)pou/shs,ἄπειμι,verb,ph=ma,πῆμα,adjective,gi/gnetai,γίγνομαι,verb,me/ga,μέγας,adverb,balou=sa/,βάλλω,verb,t',τε,particle,oi)=kon,οἶκος,noun,yh=fos,ψῆφος,noun,w)/rqwsen,ὀρθόω,verb,mi/a,εἷς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nh\r,ἀνήρ,noun,o(/d',ὅδε,pronoun,e)kpe/feugen,ἐκφεύγω,verb,ai(/matos,αἷμα,noun,di/khn,δίκη,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)/son,ἴσος,adjective,ga/r,γάρ,particle,e)sti,εἰμί,verb,ta)ri/qmhma,ἀρίθμημα,noun,tw=n,ὁ,article,pa/lwn,πᾶλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,*palla/s,Παλλάς,proper,w)=,ὦ,interjection,sw/sasa,σώζω,verb,tou\s,ὁ,article,e)mou\s,ἐμός,adjective,do/mous,δόμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gai/as,γαῖα,noun,patrw/|as,πατρῷος,adjective,e)sterhme/non,στερέω,verb,su/,σύ,pronoun,toi,σύ,pronoun,katw/|kisa/s,κατοικίζω,verb,me,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/,καί,conjunction,tis,τις,pronoun,*(ellh/nwn,Ἕλλην,proper,e)rei=,ἐράομαι,verb,*)argei=os,Ἀργεῖος,proper,a(nh\r,ἀνήρ,noun,au)=qis,αὖθις,adverb,e)/n,ἐν,preposition,te,τε,particle,xrh/masin,χρῆμα,adjective,oi)kei=,οἰκέω,verb,patrw/|ois,πατρῷος,adjective,*palla/dos,Παλλάς,proper,kai\,καί,conjunction,*loci/ou,Λοξίας,proper,e(/kati,ἕκητι,adverb,kai\,καί,conjunction,tou=,ὁ,article,pa/nta,πᾶς,adjective,krai/nontos,κραίνω,verb,tri/tou,τρίτος,adjective,swth=ros,σωτήρ,noun,o(\s,ὅς,pronoun,patrw=|on,πατρῷος,adjective,ai)desqei\s,αἰδέομαι,verb,mo/ron,μόρον,noun,sw/|zei,σώζω,verb,me,ἐγώ,pronoun,mhtro\s,μήτηρ,noun,ta/sde,ὅδε,pronoun,sundi/kous,σύνδικος,noun,o(rw=n,ὁράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,de\,δέ,particle,xw/ra|,χώρα,noun,th=|de,ὅδε,pronoun,kai\,καί,conjunction,tw=|,ὁ,article,sw=|,σός,adjective,stratw=|,στρατός,noun,to\,ὁ,article,loipo\n,λοιπός,adjective,ei)s,εἰς,preposition,a(/panta,ἅπας,adjective,pleisth/rh,πλειστήρης,adjective,xro/non,χρόνος,noun,o(rkwmoth/sas,ὁρκωμοτέω,verb,nu=n,νῦν,adverb,a)/peimi,ἄπειμι,verb,pro\s,πρός,preposition,do/mous,δόμος,noun,mh/toi,μήτοι,conjunction,tin',τις,pronoun,a)/ndra,ἀνήρ,noun,deu=ro,δεῦρο,adverb,prumnh/thn,πρυμνήτης,noun,xqono\s,χθών,noun,e)lqo/nt',ἔρχομαι,verb,e)poi/sein,ἐπιφέρω,verb,eu)=,εὖ,adverb,kekasme/non,καίνυμαι,verb,do/ru,δόρυ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)toi\,αὐτός,pronoun,ga\r,γάρ,particle,h(mei=s,ἐγώ,pronoun,o)/ntes,εἰμί,verb,e)n,ἐν,preposition,ta/fois,τάφος,noun,to/te,τότε,adverb,toi=s,ὁ,article,ta)ma\,ἁμός,adjective,parbai/nousi,παραβαίνω,verb,nu=n,νῦν,adverb,o(rkw/mata,ὅρκωμα,noun,a)mhxa/noisi,ἀμήχανος,adjective,pra/comen,πράσσω,verb,duspraci/ais,δυσπραξία,noun,o(dou\s,ὁδός,adjective,a)qu/mous,ἄθυμος,adjective,kai\,καί,conjunction,paro/rniqas,πάρορνις,noun,po/rous,πόρος,noun,tiqe/ntes,τίθημι,verb,w(s,ὡς,conjunction,au)toi=si,αὐτός,pronoun,metame/lh|,μεταμέλομαι,verb,po/nos,πόνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)rqoume/nwn,ὀρθόω,verb,de/,δέ,particle,kai\,καί,conjunction,po/lin,πόλις,adjective,th\n,ὁ,article,*palla/dos,Παλλάς,proper,timw=sin,τιμάω,verb,ai)ei\,ἀεί,adverb,th/nde,ὅδε,pronoun,summa/xw|,σύμμαχος,adjective,dori/,δόρυ,noun,au)toi=sin,αὐτός,pronoun,h(mei=s,ἐγώ,pronoun,e)smen,εἰμί,verb,eu)mene/steroi,εὐμενής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,xai=re,χαίρω,verb,kai\,καί,conjunction,su\,σύ,pronoun,kai\,καί,conjunction,polissou=xos,πολισσοῦχος,adjective,lew/s,λαός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/laism',πάλαισμα,noun,a)/fukton,ἄφυκτος,adjective,toi=s,ὁ,article,e)nanti/ois,ἐναντίος,adjective,e)/xois,ἔχω,verb,swth/rio/n,σωτήριος,adjective,te,τε,particle,kai\,καί,conjunction,doro\s,δόρυ,noun,nikhfo/ron,νικηφόρος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)w\,ἰώ,interjection,qeoi\,θεός,noun,new/teroi,νέος,adjective,palaiou\s,παλαιός,adjective,no/mous,νόμος,noun,kaqippa/sasqe,καθιππάζομαι,verb,ka)k,ἐκ,preposition,xerw=n,χείρ,noun,ei(/lesqe/,αἱρέω,verb,mou,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,d',δέ,particle,a)/timos,ἄτιμος,adjective,a(,ὁ,article,ta/laina,τάλας,adjective,baru/kotos,βαρύκοτος,adjective,e)n,ἐν,preposition,ga=|,γῆ,noun,ta=|de,ὅδε,pronoun,feu=,φεῦ,interjection,i)o\n,ἰός,adjective,i)o\n,ἰός,adjective,a)ntipenqh=,ἀντιπενθής,adjective,meqei=sa,μεθίημι,verb,kardi/as,καρδία,noun,stalagmo\n,σταλαγμός,noun,xqoni\,χθών,noun,a)/foron,ἄφορος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)k,ἐκ,preposition,de\,δέ,particle,tou=,ὁ,article,leixh\n,λειχήν,noun,a)/fullos,ἄφυλλος,adjective,a)/teknos,ἄτεκνος,adjective,i)w\,ἰώ,interjection,di/ka,δίκη,adjective,pe/don,πέδον,noun,e)pisu/menos,ἐπισεύω,verb,brotofqo/rous,βροτοφθόρος,adjective,khli=das,κηλίς,adjective,e)n,ἐν,preposition,xw/ra|,χώρα,noun,balei=,βάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,r(e/cw,ῥέζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gelw=mai,γελάω,verb,poli/tais,πολίτης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
du/soisq',,,a(/paqon,πάσχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)w\,ἰώ,interjection,mega/la,μέγας,adverb,toi\,σύ,pronoun,ko/rai,κόρη,noun,dustuxei=s,δυστυχέω,verb,*nukto\s,Νύξ,proper,a)timopenqei=s,ἀτιμοπενθής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)moi\,ἐγώ,pronoun,pi/qesqe,πείθω,verb,mh\,μή,conjunction,barusto/nws,βαρύστονος,adjective,fe/rein,φέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,neni/khsq',νίζω,verb,a)ll',ἀλλά,adverb,i)so/yhfos,ἰσόψηφος,adjective,di/kh,δίκη,adjective,e)ch=lq',ἐξέρχομαι,verb,a)lhqw=s,ἀληθής,adjective,ou)k,οὐ,adverb,a)timi/a|,ἀτιμία,noun,se/qen,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,e)k,ἐκ,preposition,*dio\s,Ζεύς,proper,ga\r,γάρ,particle,lampra\,λαμπρός,adjective,martu/ria,μαρτύριον,adjective,parh=n,πάρειμι,verb,au)to/s,αὐτός,pronoun,q',τε,particle,o(,ὁ,article,xrh/sas,χράω,verb,au)to\s,αὐτός,pronoun,h)=n,εἰμί,verb,o(,ὁ,article,marturw=n,μαρτυρέω,verb,w(s,ὡς,conjunction,tau=t',οὗτος,pronoun,*)ore/sthn,Ὀρέστης,proper,drw=nta,δράω,verb,mh\,μή,conjunction,bla/bas,βλάβη,adjective,e)/xein,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(mei=s,σύ,pronoun,de\,δέ,particle,mh\,μή,conjunction,qumou=sqe,θυμόω,verb,mhde\,μηδέ,particle,th=|de,ὅδε,pronoun,gh=|,γῆ,noun,baru\n,βαρύς,adjective,ko/ton,κότος,noun,skh/yhte,,,mhd',μηδέ,particle,a)karpi/an,ἀκαρπία,noun,teu/cht',τεύχω,verb,a)fei=sai,ἀφίημι,verb,stala/gmata,στάλαγμα,adjective,brwth=ras,βρωτήρ,noun,ai)xma\s,αἰχμή,noun,sperma/twn,σπέρμα,noun,a)nhme/rous,ἀνήμερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,ga\r,γάρ,particle,u(mi=n,σύ,pronoun,pandi/kws,πάνδικος,adjective,u(pi/sxomai,ὑπίσχω,verb,e(/dras,ἕδρα,noun,te,τε,particle,kai\,καί,conjunction,keuqmw=nas,κευθμών,noun,e)ndi/kou,ἔνδικος,adjective,xqono\s,χθών,noun,liparoqro/noisin,λιπαρόθρονος,adjective,h(me/nas,ἧμαι,verb,e)p',ἐπί,preposition,e)sxa/rais,ἐσχάρα,noun,e(/cein,ἔχω,verb,u(p',ὑπό,preposition,a)stw=n,ἄστυ,noun,tw=nde,ὅδε,pronoun,timalfoume/nas,τιμαλφέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)w\,ἰώ,interjection,qeoi\,θεός,noun,new/teroi,νέος,adjective,palaiou\s,παλαιός,adjective,no/mous,νόμος,noun,kaqippa/sasqe,καθιππάζομαι,verb,ka)k,ἐκ,preposition,xerw=n,χείρ,noun,ei(/lesqe/,αἱρέω,verb,mou,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,d',δέ,particle,a)/timos,ἄτιμος,adjective,a(,ὁ,article,ta/laina,τάλας,adjective,baru/kotos,βαρύκοτος,adjective,e)n,ἐν,preposition,ga=|,γῆ,noun,ta=|de,ὅδε,pronoun,feu=,φεῦ,interjection,i)o\n,ἰός,adjective,i)o\n,ἰός,adjective,a)ntipenqh=,ἀντιπενθής,adjective,meqei=sa,μεθίημι,verb,kardi/as,καρδία,noun,stalagmo\n,σταλαγμός,noun,xqoni\,χθών,noun,a)/foron,ἄφορος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)k,ἐκ,preposition,de\,δέ,particle,tou=,ὁ,article,leixh\n,λειχήν,noun,a)/fullos,ἄφυλλος,adjective,a)/teknos,ἄτεκνος,adjective,i)w\,ἰώ,interjection,di/ka,δίκη,adjective,pe/don,πέδον,noun,e)pisu/menos,ἐπισεύω,verb,brotofqo/rous,βροτοφθόρος,adjective,khli=das,κηλίς,adjective,e)n,ἐν,preposition,xw/ra|,χώρα,noun,balei=,βάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,r(e/cw,ῥέζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gelw=mai,γελάω,verb,poli/tais,πολίτης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
du/soisq',,,a(/paqon,πάσχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)w\,ἰώ,interjection,mega/la,μέγας,adverb,toi,σύ,pronoun,ko/rai,κόρη,noun,dustuxei=s,δυστυχέω,verb,*nukto\s,Νύξ,proper,a)timopenqei=s,ἀτιμοπενθής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,e)/st',εἰμί,verb,a)/timoi,ἄτιμος,adjective,mhd',μηδέ,particle,u(perqu/mws,ὑπέρθυμος,adjective,a)/gan,ἄγαν,adverb,qeai\,θεά,noun,brotw=n,βροτός,noun,kti/shte,κτίζω,verb,du/skhlon,δύσκηλος,adjective,xqo/na,χθών,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)gw\,ἐγώ,pronoun,pe/poiqa,πείθω,verb,*zhni/,Ζεύς,proper,kai\,καί,conjunction,ti/,τίς,pronoun,dei=,δέομαι,verb,le/gein,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,klh=|das,κλείς,noun,oi)=da,οἶδα,verb,dw/matos,δῶμα,noun,mo/nh,μόνος,adjective,qew=n,θέα,noun,e)n,ἐν,preposition,w(=|,ὅς,pronoun,kerauno/s,κεραυνός,noun,e)stin,εἰμί,verb,e)sfragisme/nos,σφραγίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ou)de\n,οὐδείς,pronoun,au)tou=,αὐτός,pronoun,dei=,δέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,d',δέ,particle,eu)piqh\s,εὐπιθής,adverb,e)moi\,ἐγώ,pronoun,glw/sshs,γλῶσσα,noun,matai/as,μάταιος,adjective,mh\,μή,conjunction,'kba/lh|s,ἐκβάλλω,verb,e)/ph,ἔπος,adjective,xqoni/,χθών,noun,karpo\n,καρπός,noun,fe/ronta,φέρω,verb,pa/nta,πᾶς,adjective,mh\,μή,conjunction,pra/ssein,πράσσω,verb,kalw=s,καλός,noun,koi/ma,κοιμάω,verb,kelainou=,κελαινός,adjective,ku/matos,κῦμα,noun,pikro\n,πικρός,adjective,me/nos,μένος,noun,w(s,ὡς,conjunction,semno/timos,σεμνότιμος,adjective,kai\,καί,conjunction,cunoikh/twr,συνοικήτωρ,noun,e)moi/,ἐμός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pollh=s,πολύς,adjective,de\,δέ,particle,xw/ras,χώρα,noun,th=sd',ὅδε,pronoun,e)/t',ἔτι,adverb,a)kroqi/nia,ἀκροθίνιον,noun,qu/h,θύα,noun,pro\,πρό,preposition,pai/dwn,παῖς,adjective,kai\,καί,conjunction,gamhli/ou,γαμήλιος,adjective,te/lous,τέλος,noun,e)/xous',ἔχω,verb,e)s,εἰς,preposition,ai)ei\,ἀεί,adverb,to/nd',ὅδε,pronoun,e)paine/seis,ἐπαινέω,verb,lo/gon,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)me\,ἐγώ,pronoun,paqei=n,πάσχω,verb,ta/de,ὅδε,pronoun,feu=,φεῦ,interjection,e)me\,ἐγώ,pronoun,palaio/frona,παλαιόφρων,noun,kata/,κατά,preposition,te,τε,particle,ga=s,γῆ,noun,oi)kei=n,οἰκέω,verb,feu=,φεῦ,interjection,a)ti/eton,ἀτίετος,adjective,mu/sos,μύσος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pne/w,πνέω,verb,toi,τοι,particle,me/nos,μένος,noun,a(/panta/,ἅπας,adjective,te,τε,particle,ko/ton,κότος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)=,οἰ,interjection,oi)=,οἰ,interjection,da=,δᾶ,interjection,feu=,φεῦ,interjection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,m',ἐγώ,pronoun,u(podu/etai,ὑποδύομαι,verb,ti/s,τίς,pronoun,o)du/na,ὀδύνη,noun,pleura/s,πλευρά,noun,qumo\n,θυμός,noun,a)/ie,ἀίω,verb,ma=ter,μήτηρ,noun,*nu/c,Νύξ,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po\,ἀπό,preposition,ga/r,γάρ,particle,me,ἐγώ,pronoun,tima=n,τιμάω,verb,danaia=n,δηναιός,adjective,qew=n,θέα,noun,duspa/lamoi,δυσπάλαμος,adjective,par',παρά,preposition,ou)de\n,οὐδείς,pronoun,h)=ran,αἴρω,verb,do/loi,δόλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)rga\s,ὀργάς,noun,cunoi/sw,συμφέρω,verb,soi,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geraite/ra,γεραιός,adjective,ga\r,γάρ,particle,ei)=,εἶμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tw=|,ὁ,article,me\n,μέν,particle,ei)=,εἶμι,verb,su\,σύ,pronoun,ka/rt',κάρτα,adverb,e)mou=,ἐγώ,pronoun,sofwte/ra,σοφός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fronei=n,φρονέω,verb,de\,δέ,particle,ka)moi\,ἐγώ,pronoun,*zeu\s,Ζεύς,proper,e)/dwken,δίδωμι,verb,ou),οὐ,adverb,kakw=s,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
