word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/49/lemma/@_entry,word/49/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS
o)rgisqei=sa,ὀργίζω,verb,de\,δέ,particle,e)pi\,ἐπί,preposition,tou/tois,οὗτος,pronoun,*(re/a,,,paragi/netai,παραγίγνομαι,verb,me\n,μέν,particle,ei)s,εἰς,preposition,*krh/thn,Κρήτη,proper,o(phni/ka,ὁπηνίκα,adverb,to\n,ὁ,article,*di/a,Δίη,proper,e)gkumonou=sa,ἐγκυμονέω,verb,e)tu/gxane,τυγχάνω,verb,genna=|,γεννάω,verb,de\,δέ,particle,e)n,ἐν,preposition,a)/ntrw|,ἄντρον,noun,th=s,ὁ,article,*di/kths,Δίκτη,proper,*di/a,Δίη,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tou=ton,οὗτος,pronoun,me\n,μέν,particle,di/dwsi,δίδωμι,verb,tre/fesqai,τρέφω,verb,*kou/rhsi/,κούρητες,noun,te,τε,particle,kai\,καί,conjunction,tai=s,ὁ,article,*melisse/ws,Μελίσσευς,proper,paisi\,παῖς,adjective,nu/mfais,νύμφη,noun,*)adrastei/a|,Ἀδράστεια,proper,te,τε,particle,kai\,καί,conjunction,*)/idh|,Ἴδη,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au(=tai,οὗτος,pronoun,me\n,μέν,particle,ou)=n,οὖν,particle,to\n,ὁ,article,pai=da,παῖς,adjective,e)/trefon,τρέφω,verb,tw=|,ὁ,article,th=s,ὁ,article,*)amalqei/as,Ἀμαλθεία,proper,ga/lakti,γάλα,noun,oi(,ὁ,article,de\,δέ,particle,*kou/rhtes,κούρητες,noun,e)/noploi,ἔνοπλος,adjective,e)n,ἐν,preposition,tw=|,ὁ,article,a)/ntrw|,ἄντρον,noun,to\,ὁ,article,bre/fos,βρέφος,noun,fula/ssontes,φυλάσσω,verb,toi=s,ὁ,article,do/rasi,δόρυ,noun,ta\s,ὁ,article,a)spi/das,ἀσπίς,noun,sune/krouon,συγκρούω,verb,i(/na,ἵνα,conjunction,mh\,μή,conjunction,th=s,ὁ,article,tou=,ὁ,article,paido\s,παῖς,adjective,fwnh=s,φωνή,noun,o(,ὁ,article,*kro/nos,Κρόνος,proper,a)kou/sh|,ἀκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(re/a,,,de\,δέ,particle,li/qon,λίθος,adjective,sparganw/sasa,σπαργανόω,verb,de/dwke,δίδωμι,verb,*kro/nw|,Κρόνος,proper,katapiei=n,καταπίνω,verb,w(s,ὡς,conjunction,to\n,ὁ,article,gegennhme/non,γεννάω,verb,pai=da,παῖς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)peidh\,ἐπεί,conjunction,de\,δέ,particle,*zeu\s,Ζεύς,proper,e)genh/qh,γίγνομαι,verb,te/leios,τέλειος,adjective,lamba/nei,λαμβάνω,verb,*mh=tin,Μήτις,proper,th\n,ὁ,article,*)wkeanou=,Ὠκεανός,proper,sunergo/n,συνεργός,adjective,h(\,ὅς,pronoun,di/dwsi,δίδωμι,verb,*kro/nw|,Κρόνος,proper,katapiei=n,καταπίνω,verb,fa/rmakon,φάρμακον,noun,u(f',ὑπό,preposition,ou(=,ἕ,pronoun,e)kei=nos,ἐκεῖνος,pronoun,a)nagkasqei\s,ἀναγκάζω,verb,prw=ton,πρότερος,adjective,me\n,μέν,particle,e)cemei=,ἐξεμέω,verb,to\n,ὁ,article,li/qon,λίθος,adjective,e)/peita,ἔπειτα,adverb,tou\s,ὁ,article,pai=das,παῖς,adjective,ou(\s,ὅς,pronoun,kate/pie,καταπίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meq',μετά,preposition,w(=n,ὅς,pronoun,*zeu\s,Ζεύς,proper,to\n,ὁ,article,pro\s,πρός,preposition,*kro/non,Κρόνος,proper,kai\,καί,conjunction,*tita=nas,Τιτάν,proper,e)ch/negke,ἐκφέρω,verb,po/lemon,πόλεμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxome/nwn,μάχομαι,verb,de\,δέ,particle,au)tw=n,αὐτός,pronoun,e)niautou\s,ἐνιαυτός,noun,de/ka,δέκα,verb,h(,ὁ,article,*gh=,Γαῖα,proper,tw=|,ὁ,article,*dii\,Ζεύς,proper,e)/xrhse,χράω,verb,th\n,ὁ,article,ni/khn,νίκη,noun,tou\s,ὁ,article,katatartarwqe/ntas,καταταρταρόω,verb,a)\n,ἄν,particle,e)/xh|,ἔχω,verb,summa/xous,σύμμαχος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,th\n,ὁ,article,frourou=san,φρουρέω,verb,au)tw=n,αὐτός,pronoun,ta\,ὁ,article,desma\,δεσμός,noun,*ka/mphn,Κάμπη,proper,a)poktei/nas,ἀποκτείνω,verb,e)/luse,ἐλύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,*ku/klwpes,Κύκλωψ,proper,to/te,τότε,adverb,*dii\,Ζεύς,proper,me\n,μέν,particle,dido/asi,δίδωμι,verb,bronth\n,βροντή,noun,kai\,καί,conjunction,a)straph\n,ἀστραπή,noun,kai\,καί,conjunction,kerauno/n,κεραυνός,noun,*plou/twni,Πλούτων,proper,de\,δέ,particle,kune/hn,κυνέα,noun,*poseidw=ni,Ποσειδῶν,proper,de\,δέ,particle,tri/ainan,τρίαινα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,de\,δέ,particle,tou/tois,οὗτος,pronoun,o(plisqe/ntes,ὁπλίζω,verb,kratou=si,κρατέω,verb,*tita/nwn,Τίτανος,proper,kai\,καί,conjunction,kaqei/rcantes,κατείργω,verb,au)tou\s,αὐτός,pronoun,e)n,ἐν,preposition,tw=|,ὁ,article,*tarta/rw|,Τάρταρος,proper,tou\s,ὁ,article,e(kato/gxeiras,ἑκατόγχειρος,adjective,kate/sthsan,καθίστημι,verb,fu/lakas,φύλαξ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)toi\,αὐτός,pronoun,de\,δέ,particle,diaklhrou=ntai,διακληρόω,verb,peri\,περί,preposition,th=s,ὁ,article,a)rxh=s,ἀρχή,noun,kai\,καί,conjunction,lagxa/nei,λαγχάνω,verb,*zeu\s,Ζεύς,proper,me\n,μέν,particle,th\n,ὁ,article,e)n,ἐν,preposition,ou)ranw=|,οὐρανός,noun,dunastei/an,δυναστεία,noun,*poseidw=n,Ποσειδῶν,proper,de\,δέ,particle,th\n,ὁ,article,e)n,ἐν,preposition,qala/ssh|,θάλασσα,noun,*plou/twn,Πλούτων,proper,de\,δέ,particle,th\n,ὁ,article,e)n,ἐν,preposition,*(/aidou,Ἅιδης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)ge/nonto,γίγνομαι,verb,de\,δέ,particle,*tita/nwn,Τίτανος,proper,e)/kgonoi,κίκω,verb,*)wkeanou=,Ὠκεανός,proper,me\n,μέν,particle,kai\,καί,conjunction,*thqu/os,Τηθύς,proper,*)wkeani/des,Ὠκεανίς,proper,*)asi/a,Ἄσιος,proper,*stu\c,Στύξ,proper,*)hle/ktra,Ἠλέκτρη,proper,*dwri\s,Δωρίς,proper,*eu)rono/mh,,,*mh=tis,Μήτις,proper,*koi/ou,Κοῖος,proper,de\,δέ,particle,kai\,καί,conjunction,*foi/bhs,Φοίβη,proper,*)asteri/a,Ἀστερίη,proper,kai\,καί,conjunction,*lhtw/,Λητώ,proper,*(uperi/onos,Ὑπερίων,proper,de\,δέ,particle,kai\,καί,conjunction,*qei/as,Θείας,proper,*)hw\s,Ἠώς,proper,*(/hlios,Ἥλιος,proper,*selh/nh,Σελήνη,proper,*krei/ou,Κρεῖος,proper,de\,δέ,particle,kai\,καί,conjunction,*eu)rubi/as,Εὐρυβίη,proper,th=s,ὁ,article,*po/ntou,Πόντος,proper,*)astrai=os,Ἀστραῖος,proper,*pa/llas,Πάλλας,proper,*pe/rshs,Πέρσευς,proper,*iapetou=,,,de\,δέ,particle,kai\,καί,conjunction,*)asi/as,Ἄσιος,proper,*)/atlas,Ἄτλας,proper,o(\s,ὅς,pronoun,e)/xei,ἔχω,verb,toi=s,ὁ,article,w)/mois,ὦμος,noun,to\n,ὁ,article,ou)rano/n,οὐρανός,noun,kai\,*promhqeu\s,Προμηθεύς,proper,kai\,καί,conjunction,*)epimhqeu\s,Ἐπιμηθεύς,proper,kai\,καί,conjunction,*menoi/tios,Μενοίτιος,proper,καί,conjunction,o(\n,ὅς,pronoun,keraunw/sas,κεραυνόω,verb,e)n,ἐν,preposition,th=|,ὁ,article,titanomaxi/a|,τιτανομαχία,noun,*zeu\s,Ζεύς,proper,katetarta/rwsen,καταταρταρόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)ge/neto,γίγνομαι,verb,de\,δέ,particle,kai\,καί,conjunction,*kro/nou,Κρόνος,proper,kai\,καί,conjunction,*filu/ras,Φιλύρη,proper,*xei/rwn,Χείρων,proper,difuh\s,διφυής,adjective,*ke/ntauros,Κένταυρος,proper,*)hou=s,Ἠώς,proper,de\,δέ,particle,kai\,καί,conjunction,*)astrai/ou,Ἀστραῖος,proper,a)/nemoi,ἄνεμος,noun,kai\,καί,conjunction,a)/stra,ἄστρον,noun,*pe/rsou,Πέρσης,proper,de\,δέ,particle,kai\,καί,conjunction,*)asteri/as,Ἀστερίη,proper,*(eka/th,Ἑκάτη,proper,*pa/llantos,Πάλλας,proper,de\,δέ,particle,kai\,καί,conjunction,*stugo\s,Στύξ,proper,*ni/kh,Νίκη,proper,*kra/tos,Κράτης,proper,*zh=los,Ζῆλος,proper,*bi/a,Βίας,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,de\,δέ,particle,th=s,ὁ,article,*stugo\s,Στύξ,proper,u(/dwr,ὕδωρ,noun,e)k,ἐκ,preposition,pe/tras,πέτρα,noun,e)n,ἐν,preposition,*(/aidou,Ἅιδης,proper,r(e/on,ῥέω,verb,*zeu\s,Ζεύς,proper,e)poi/hsen,ποιέω,verb,o(/rkon,ὅρκος,noun,tau/thn,οὗτος,pronoun,au)th=|,αὐτός,pronoun,timh\n,τιμή,noun,didou\s,δίδωμι,verb,a)nq',ἀντί,preposition,w(=n,ὅς,pronoun,au)tw=|,αὐτός,pronoun,kata\,κατά,preposition,*tita/nwn,Τίτανος,proper,meta\,μετά,preposition,tw=n,ὁ,article,te/knwn,τέκνον,noun,sunema/xhse,συμμαχέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*po/ntou,Πόντος,proper,de\,δέ,particle,kai\,καί,conjunction,*gh=s,Γαῖα,proper,*fo/rkos,Φόρκος,proper,*qau/mas,Θαύμας,proper,*nhreu\s,Νηρεύς,proper,*eu)rubi/a,Εὐρυβίη,proper,*khtw/,Κητώ,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
