word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/6/lemma/@_entry,word/6/lemma/@_POS,word/14/lemma/@_entry,word/14/lemma/@_POS,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/76/lemma/@_entry,word/76/lemma/@_POS,word/89/lemma/@_entry,word/89/lemma/@_POS
a)kou/w,ἀκούω,verb,u(ma=s,σύ,pronoun,*dolobe/lla|,dedwke/nai,δίδωμι,verb,xrh/mata,χρῆμα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(\,ὅς,pronoun,ei),εἰ,conjunction,me\n,e(ko/ntes,ἑκών,adjective,e)/dote,δίδωμι,verb,o(mologei=te,ὁμολογέω,verb,a)dikei=n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μέν,particle,ἀδικέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,a)/kontes,a)podei/cate,ἀποδείκνυμι,verb,tw=|,ὁ,article,e)moi\,ἐγώ,pronoun,e(ko/ntes,dou=nai,δίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἄκων,noun,ἑκών,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/lin,πάλιν,adverb,*sami/ois,Σάμιος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(,ὁ,article,boulai\,βουλή,noun,u(mw=n,o)li/gwroi,ὀλίγωρος,adjective,ai(,ὁ,article,u(pourgi/ai,ὑπουργία,noun,bradei=ai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,σύ,pronoun,βραδύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,tou/twn,οὗτος,pronoun,te/los,e)nnoei=sqe,ἐννοέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τέλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e(te/ran,ἕτερος,adjective,*ca/nqioi,th\n,ὁ,article,e)mh\n,ἐμός,adjective,eu)ergesi/an,εὐεργεσία,noun,u(perido/ntes,ta/fon,τάφος,noun,a)ponoi/as,ἀπόνοια,noun,e)sxh/kasi,ἔχω,verb,th\n,ὁ,article,patri/da,πατρίς,adjective,*patarei=s,Παταρεύς,proper,de\,δέ,particle,pisteu/santes,e(autou\s,ἑαυτοῦ,pronoun,e)moi\,ἐγώ,pronoun,ou)de\n,οὐδείς,pronoun,e)llei/pousi,ἐλλείπω,verb,dioikou=ntes,διοικέω,verb,ta\,ὁ,article,kaq',κατά,preposition,e(/kasta,ἕκαστος,adjective,th=s,,,ὑπερεῖδον,verb,πιστεύω,verb,ὁ,article,e)leuqeri/as,ἐλευθερία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)co\n,ἔξεστι,verb,ou)=n,οὖν,particle,kai\,u(mi=n,σύ,pronoun,h)\,ἠέ,conjunction,th\n,ὁ,article,*patare/wn,kri/sin,κρίσις,adjective,h)\,ἠέ,conjunction,th\n,ὁ,article,*canqi/wn,Ξάνθης,proper,tu/xhn,τύχη,noun,e(le/sqai,αἱρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,Παταρεύς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,me\n,μέν,particle,ou)=n,tw=n,ὁ,article,parash/mwn,παράσημον,noun,ge/nos,γένος,noun,e)pistoli/wn,toiou=to/n,τοιοῦτος,adjective,e)stin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὖν,particle,ἐπιστόλιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/ti,ἔτι,adverb,de\,δέ,particle,meira/kion,w)\n,εἰμί,verb,*ka/twni,,,tw=|,ὁ,article,qei/w|,sunapedh/mhsen,συναποδημέω,verb,ei)s,εἰς,preposition,*ku/pron,Κύπρος,proper,e)pi\,ἐπί,preposition,*ptolemai=on,Πτολεμαῖος,proper,a)postale/nti,ἀποστέλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μειράκιον,noun,θεῖος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ptolemai/ou,Πτολεμαῖος,proper,de\,δέ,particle,diafqei/rantos,e(auto\n,ἑαυτοῦ,pronoun,o(,ὁ,article,*ka/twn,κάτος,adjective,au)to\s,e)n,ἐν,preposition,*(ro/dw|,,,diatribh\n,διατριβή,noun,e)/xwn,ἔχω,verb,a)nagkai/an,ἀναγκαῖος,adjective,e)/tuxe,τυγχάνω,verb,me\n,μέν,particle,h)/dh,tina\,τις,pronoun,tw=n,ὁ,article,fi/lwn,φίλος,adjective,*kani/dion,κανίδιον,noun,e)pi\,ἐπί,preposition,th\n,ὁ,article,tw=n,ὁ,article,xrhma/twn,χρῆμα,adjective,fulakh\n,διαφθείρω,verb,αὐτός,pronoun,ἤδη,adverb,φυλακή,noun,a)pestalkw/s,ἀποστέλλω,verb,dei/sas,δείδω,verb,d',δέ,particle,e)kei=non,ἐκεῖνος,pronoun,w(s,ὡς,conjunction,ou)k,οὐ,adverb,a)feco/menon,ἀπέχω,verb,kloph=s,κλοπεύς,noun,e)/graye,γράφω,verb,tw=|,ὁ,article,*brou/tw|,,,plei=n,πλέω,verb,th\n,ὁ,article,taxi/sthn,τάχιστος,adjective,ei)s,εἰς,preposition,*ku/pron,Κύπρος,proper,e(k,,,*pamfuli/as,Παμφυλία,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)kei=,ἐκεῖ,adverb,ga\r,γάρ,particle,e(auto\n,a)nalamba/nwn,ἀναλαμβάνω,verb,e)/k,ἐκ,preposition,tinos,τις,pronoun,a)sqenei/as,dih=gen,διάγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἑαυτοῦ,pronoun,ἀσθένεια,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,kai\,ma/la,μάλα,adverb,a)/kwn,ἀέκων,adjective,e)/pleuse,πλέω,verb,to/n,te,τε,particle,*kani/dion,κανίδιον,noun,ai)dou/menos,αἰδέομαι,verb,w(s,ὡς,conjunction,a)ti/mws,ἄτιμος,adjective,a)perrimme/non,ἀπορρίπτω,verb,u(po\,ὑπό,preposition,tou=,*ka/twnos,,,kai\,καί,conjunction,o(/lws,ὅλος,adjective,th\n,ὁ,article,toiau/thn,τοιοῦτος,adjective,e)pime/leian,ἐπιμέλεια,noun,kai\,καί,conjunction,dioi/khsin,διοίκησις,noun,a(/te,καί,conjunction,ὁ,article,ὁ,article,ἅτε,adverb,dh\,δή,particle,ne/os,νέος,adjective,kai\,καί,conjunction,sxolasth/s,σχολαστής,noun,ou)k,οὐ,adverb,e)leuqe/rion,ἐλευθέριος,adjective,ou)d',οὐδέ,particle,e(autou=,ἑαυτοῦ,pronoun,poiou/menos,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,mh\n,μήν,particle,a)lla\,kai\,καί,conjunction,peri\,περί,preposition,tau=ta,οὗτος,pronoun,suntei/nas,e(auto\n,ἑαυτοῦ,pronoun,u(po\,ὑπό,preposition,tou=,ὁ,article,*ka/twnos,,,e)ph|ne/qh,ἐπαινέω,verb,kai\,καί,conjunction,th=s,ὁ,article,ou)si/as,e)cargurisqei/shs,ἐξαργυρίζω,verb,a)nalabw\n,ἀναλαμβάνω,verb,ta\,ὁ,article,plei=sta,πλεῖστος,adjective,tw=n,ὁ,article,xrhma/twn,χρῆμα,adjective,ei)s,εἰς,preposition,*(rw/mhn,,,e)/pleusen,ἀλλά,adverb,συντείνω,verb,οὐσία,adjective,πλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,de\,δέ,particle,ta\,pra/gmata,πρᾶγμα,noun,die/sth,διίστημι,verb,*pomphi/+ou,Πομπήιος,proper,kai/,*kai/saros,Καῖσαρ,proper,e)cenegkame/nwn,ἐκφέρω,verb,ta\,ὁ,article,o(/pla,ὅπλον,noun,kai/,καί,conjunction,th=s,ὁ,article,h(gemoni/as,ἡγεμονία,noun,taraxqei/shs,e)pi/docos,ἐπίδοξος,adjective,me\n,μέν,particle,h)=n,εἰμί,verb,ai(rh/sesqai,αἱρέω,verb,ta\,ὁ,article,*kai/saros,Καῖσαρ,proper,,,,,,,,ὁ,article,καί,conjunction,ταράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,ga\r,γάρ,particle,path\r,au)tou=,αὐτός,pronoun,dia\,διά,preposition,to\n,ὁ,article,*pomph/i+on,e)teqnh/kei,θνήσκω,verb,pro/teron,πρότερος,adjective,a)ciw=n,ἀξιάω,verb,de\,δέ,particle,ta\,ὁ,article,koina\,κοινός,adjective,tw=n,ὁ,article,i)di/wn,e)pi/prosqen,ἐπίπροσθεν,adverb,poiei=sqai,ποιέω,verb,kai/,καί,conjunction,th\n,ὁ,article,*pomphi/+ou,Πομπήιος,proper,nomi/zwn,νομίζω,verb,u(po/qesin,ὑπόθεσις,noun,belti/ona,βελτίων,adverb,pro\s,πατήρ,noun,Πομπήιος,proper,ἴδιος,adjective,πρός,preposition,to\n,ὁ,article,po/lemon,πόλεμος,noun,ei)=nai,εἰμί,verb,th=s,ὁ,article,tou=,ὁ,article,*kai/saros,Καῖσαρ,proper,e)kei/nw|,ἐκεῖνος,pronoun,prose/qeto,προστίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,pro/teron,πρότερος,adjective,a)panth/sas,ou)de\,οὐδέ,particle,prosei=pe,προσεῖπον,verb,to\n,ὁ,article,*pomph/i+on,a)/gos,ἄγος,noun,h(gou/menos,ἡγέομαι,verb,me/ga,μέγας,adverb,patro\s,πατήρ,noun,fonei=,φονεύς,noun,diale/gesqai,διαλέγω,verb,to/te,τότε,adverb,d',w(s,ὡς,conjunction,a)/rxonti,ἄρχων,noun,th=s,ὁ,article,patri/dos,πατρίς,adjective,u(pota/cas,ὑποτάσσω,verb,e(auto/n,ἑαυτοῦ,pronoun,ei)s,εἰς,preposition,*kiliki/an,Κίλιξ,proper,e)/pleuse,ἀπαντάω,verb,Πομπήιος,proper,δέ,particle,πλέω,verb,presbeuth\s,πρεσβευτής,noun,meta\,μετά,preposition,*shsti/ou,Σήστιος,proper,tou=,ὁ,article,laxo/ntos,λαγχάνω,verb,th\n,ὁ,article,e)parxi/an,ἐπαρχία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,d',δέ,particle,e)kei=,pra/ttein,πράσσω,verb,ou)de\n,οὐδείς,pronoun,h)=n,εἰμί,verb,me/ga,kai/,καί,conjunction,sunh/|esan,σύνειμι,verb,ei)s,εἰς,preposition,tau)to\,αὐτός,pronoun,h)/dh,ἤδη,adverb,*pomph/i+os,Πομπήιος,proper,kai/,καί,conjunction,*kai=sar,a)gwnizo/menoi,ἀγωνίζομαι,verb,peri\,περί,preposition,tw=n,ὁ,article,o(/lwn,ὅλος,adjective,h(=ken,ἥκω,verb,ei)s,εἰς,preposition,*makedoni/an,Μακεδονία,proper,e)qelonth\s,ἐθελοντής,noun,tou=,ἐκεῖ,adverb,μέγας,adverb,Καῖσαρ,proper,ὁ,article,kindu/nou,κίνδυνος,noun,meqe/cwn,μετέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/te,ὅτε,conjunction,kai/,καί,conjunction,fasi,*pomph/i+on,Πομπήιος,proper,h(sqe/nta,ἥδομαι,verb,kai/,καί,conjunction,qauma/santa,prosio/ntos,πρόσειμι,verb,au)tou=,αὐτός,pronoun,kaqezo/menon,καθέζομαι,verb,e)canasth=nai,ἐξανίστημι,verb,kai/,καί,conjunction,peribalei=n,περιβάλλω,verb,w(s,ὡς,conjunction,krei/ttona,pa/ntwn,πᾶς,adjective,o(rw/ntwn,ὁράω,verb,,,,,,,,,,,,,,,,,,,,φημί,verb,θαυμάζω,verb,κρείσσων,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
