word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/7/lemma/@_entry,word/7/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/11/lemma/@_entry,word/11/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS
qaumasto\n,θαυμαστός,adjective,de\,δέ,particle,kai\,καί,conjunction,tou=to,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mo/nw|,μόνος,adjective,ga\r,γάρ,particle,au)tw=|,αὐτός,pronoun,to\,ὁ,article,daimo/nion,δαιμόνιον,noun,pa/nq',πᾶς,adjective,o(malw=s,ὁμαλός,adjective,summetrhsa/menon,fai/netai,φαίνω,verb,συμμετρέω,verb,sw=ma,σῶμα,adjective,me\n,μέν,particle,ka/lliston,kai\,καί,conjunction,i)sxuro/taton,ἰσχυρός,adjective,kai\,καί,conjunction,u(gieino/taton,ὑγιεινός,adjective,kai\,καί,conjunction,gerarw/taton,γεραρός,adjective,,,,,,,,,,,,,καλός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/koun,οὔκουν,adverb,e)/moige,ἐγώ,pronoun,krith=|,κριτής,noun,ou)dei\s,οὐδείς,pronoun,ou(/tws,οὕτως,adverb,w(rai=os,ὡραῖος,adjective,kai\,καί,conjunction,kalo\s,w(s,ὡς,conjunction,καλός,noun,e)kei=nos,ἐκεῖνος,pronoun,e)n,ἐν,preposition,muxw=|,tou=,ὁ,article,gh/rws,γῆρας,noun,,,,,,,,,,,,,,,,,,,,,,,,,μυχός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yuxh\,ψυχή,noun,de\,δέ,particle,h(merwta/th,ἥμερος,adjective,kai\,καί,conjunction,panto\s,πᾶς,adjective,kalou=,καλέω,verb,fuh\n,φυή,noun,metesxhkui=a,paidei/a,παιδεία,noun,μετέχω,verb,de\,δέ,particle,ei)s,εἰς,preposition,u(perbolh\n,kai\,καί,conjunction,do/ca,δόξα,noun,pro\s,πρός,preposition,a)ci/an,ἄξιος,adjective,kai\,καί,conjunction,timai\,τιμή,noun,par',παρά,preposition,i)diwtw=n,ἰδιώτης,noun,kai\,καί,conjunction,para\,παρά,preposition,ὑπερβολή,noun,basile/wn,βασίλη,noun,paraplh/siai,παραπλήσιος,adjective,kata\,κατά,preposition,th\n,ὁ,article,e(kate/rwn,ἑκάτερος,adjective,ta/cin,τάξις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,klh=ros,κλῆρος,adjective,oi)/kou,οἶκος,noun,proi+w\n,πρόειμι,verb,a)ei\,ἀεί,adverb,kai\,καί,conjunction,po/noi,πόνος,noun,meta\,r(a|stw/nhs,ῥᾳστώνη,noun,μετά,preposition,kai\,καί,conjunction,bi/ou,βίος,adjective,pe/rata,mh/kista,μήκιστος,adjective,w(s,ὡς,conjunction,d',δέ,particle,ei)pei=n,εἶπον,verb,pa=n,πᾶς,adjective,ei)=dos,εἶδος,noun,eu)xh=s,εὐχή,noun,sunelhluqo\s,συνέρχομαι,verb,kai\,καί,conjunction,to\,ὁ,article,πέρας,noun,di/kaion,δίκαιος,adjective,qewrou/menon,θεωρέω,verb,meta\,μετά,preposition,th=s,ὁ,article,tu/xhs,τύχη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,pa/nta,πᾶς,adjective,to\n,ὁ,article,au)to\n,αὐτός,pronoun,labei=n,λαμβάνω,verb,e)do/kei,δοκέω,verb,me/xri,μέχρι,preposition,tou/tou,tw=n,ὁ,article,οὗτος,pronoun,a)duna/twn,ἀδύνατος,adjective,ei)=nai,εἰμί,verb,o(,de\,δέ,particle,h)\,ἠέ,conjunction,tw=n,ὁ,article,ge,γε,particle,dh\,δή,particle,plei/stwn,πλεῖστος,adjective,a)nh\r,ἀνήρ,noun,ei(=s,εἷς,adjective,tuxw\n,τυγχάνω,verb,fai/netai,φαίνω,verb,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gnoi/h,γιγνώσκω,verb,d',δέ,particle,a)/n,ἄν,particle,tis,τις,pronoun,e)ceta/sas,ἐξετάζω,verb,e(\n,εἷς,adjective,mo/non,μόνος,adjective,au)tou=,to\,ὁ,article,αὐτός,pronoun,peri\,περί,preposition,th\n,ὁ,article,sunousi/an,th\n,ὁ,article,pro\s,πρός,preposition,tou\s,ὁ,article,basile/as,βασιλεύς,noun,kai\,καί,conjunction,paraqei\s,παρατίθημι,verb,th\n,ὁ,article,*)aristote/lous,Ἀριστοτέλης,proper,pro\s,πρός,preposition,*fi/lippon,Φίλιππος,proper,συνουσία,noun,kai\,καί,conjunction,*)ale/candron,Ἀλέξανδρος,proper,genome/nhn,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,h(,ὁ,article,me\n,μέν,particle,e)kei/nou,ἐκεῖνος,pronoun,ou),οὐ,adverb,panta/pasin,παντάπασι,adverb,a)nai/tios,ἀναίω,verb,toi=s,*(/ellhsin,Ἕλλην,proper,ὁ,article,a)ll',ἀλλά,adverb,e)do/kei,δοκέω,verb,toi=s,a)ntagwnistai=s,ἀνταγωνιστής,noun,kai\,καί,conjunction,toi=s,ὁ,article,polemi/ois,πολέμιος,adjective,sunei=nai,σύνειμι,verb,tou=,ὁ,article,koinou=,κοινός,adjective,ge/nous,γένος,noun,h(,ὁ,article,de\,δέ,particle,ὁ,article,tou/tou,οὗτος,pronoun,meta\,μετά,preposition,th=s,ὁ,article,duna/mews,δύναμις,adjective,th\n,ὁ,article,eu)doci/an,εὐδοξία,noun,ei)=xen,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,dusmene/si,δυσμενής,adverb,kai\,καί,conjunction,toi=s,ὁ,article,polemi/ois,πολέμιος,adjective,tw=n,ὁ,article,*(ellh/nwn,a)ll',ἀλλά,adverb,Ἕλλην,proper,eu)erge/tais,εὐεργέτης,noun,ou)d',οὐδέ,particle,e)pi\,tw=|,ὁ,article,koinw=|,κοινός,adjective,kakw=|,κακός,adjective,tw=n,ὁ,article,o(mofu/lwn,ὁμόφυλος,adjective,sunh=n,σύνειμι,verb,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,pro\s,πρός,preposition,tw=|,ὁ,article,ἐπί,preposition,mhde\n,μηδείς,pronoun,e)nantiou=sqai,ἐναντιόομαι,verb,kai\,καί,conjunction,w)felw=n,ὠφελέω,verb,ei)/,εἰ,conjunction,ti,τις,pronoun,dunato\n,δυνατός,adjective,a)ei\,ἀεί,adverb,to\n,ὁ,article,ei)s,εἰς,preposition,xrei/an,χρεία,noun,e)lqo/nta,ἔρχομαι,verb,tw=n,ὁ,article,*(ellh/nwn,Ἕλλην,proper,kai\,καί,conjunction,dhmosi/a|,δημοσίᾳ,adverb,pa=sin,πᾶς,adjective,a)nti\,ἀντί,preposition,proce/nou,πρόξενος,noun,koinou=,κοινός,adjective,kaqesthkw/s,καθίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th\n,ὁ,article,d',δέ,particle,au)=,αὖ,interjection,*pla/twnos,Πλάτων,proper,pro\s,πρός,preposition,*dionu/sion,Διονύσιον,proper,o)/nta,εἰμί,verb,me\n,dh/,δή,particle,μέν,particle,pou,πού,adverb,to\n,ὁ,article,*dionu/sion,o(/stis,ὅστις,pronoun,w)/fqh,ὁράω,verb,kalw=s,καλός,noun,u(/steron,ὕστερος,adjective,e)n,ἐν,preposition,*kori/nqw|,Κόρινθος,adverb,,,,,,,,,,,,,Διονύσιον,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,e)w=,ἀίω,verb,tou=to,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,o(/,ὅς,pronoun,ge,γε,particle,e)boulo/mhn,βούλομαι,verb,ei)pei=n,εἶπον,verb,peri\,περί,preposition,th=s,ὁ,article,o(mili/as,o(/ti,ὅστις,pronoun,ὁμιλία,noun,gennai/an,γενναῖος,adjective,me\n,μέν,particle,eu)tuxh=,de\,δέ,particle,ou)k,οὐ,adverb,e)/cesti,ἔξεστι,verb,proseipei=n,προσεῖπον,verb,au)tw=|,αὐτός,pronoun,de\,δέ,particle,u(ph=rcen,ὑπάρχω,verb,a)mfo/tera,ἀμφότερος,adjective,kai\,καί,conjunction,bou/lesqai,βούλομαι,verb,εὐτυχής,adjective,ta\,ὁ,article,be/ltista,βέλτιστος,adjective,a)ei\,ἀεί,adverb,kai\,καί,conjunction,tugxa/nein,τυγχάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,ou)=n,οὖν,particle,ou),οὐ,adverb,r(a/|dion,ῥαίδιον,noun,eu(rei=n,εὑρίσκω,verb,o(pote/rw|,ὁπότερος,adjective,tw=|,ge/nei,γένος,noun,ὁ,article,ma=llon,μᾶλλον,adverb,a)nh\r,ἀνήρ,noun,ti/mios,po/tera,πότερος,adjective,tw=|,ὁ,article,*(rwmai/wn,,,h)\,ἠέ,conjunction,tw=|,ὁ,article,*(ellhnikw=|,Ἑλληνικός,adjective,ou(/tw,οὕτως,adverb,pollou=,πολύς,adjective,toi=s,ὁ,article,a)/rxousin,ἄρχων,noun,τίμιος,adjective,a)/cion,ἄξιος,adjective,pare/sxen,παρέχω,verb,e(auto/n,ἑαυτοῦ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,ti/si,τίς,pronoun,de\,δέ,particle,a)nqrw/pwn,ἄνθρωπος,noun,ou)k,οὐ,adverb,ei)ko\s,ἔοικα,verb,e)kei/nou,ἐκεῖνος,pronoun,lo/gon,ei)=nai,εἰμί,verb,λόγος,noun,kai\,καί,conjunction,pa/lai,πάλαι,adverb,kai\,nu=n,νῦν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/nes,τίς,pronoun,ou(/tws,οὕτως,adverb,e)p',ἐπί,preposition,e)sxa/tois,σχέθω,verb,oi)kou=si,οἰκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/nes,τίς,pronoun,ou(/tw,οὕτως,adverb,tw=n,ὁ,article,kalw=n,κάλη,adjective,a)nai/sqhtoi,ἀναίσθητος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,ou),οὐ,adverb,dakru/sei,δακρύω,verb,th=s,ὁ,article,fh/mhs,φήμη,noun,e)pelqou/shs,ἐπέρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,ei),εἰ,conjunction,kaq',κατά,preposition,w(/ran,ὥρα,adjective,o(,ὁ,article,qa/natos,θάνατος,adjective,a)ll',ou),οὐ,adverb,ἀλλά,adverb,toi=s,ὁ,article,ge,γε,particle,*(/ellhsin,w(rai=on,ὡραῖος,adjective,a)ndro\s,ἀνήρ,noun,toiou/tou,τοιοῦτος,adjective,sterhqh=nai,στερέω,verb,,,,,,,,,,,,,,,,,,,Ἕλλην,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=,ἦ,adverb,pou,πού,adverb,nu=n,νῦν,adverb,a(/pasa,ἅπας,adjective,me\n,μέν,particle,poi/hsis,ποίησις,noun,a)ph/nqhke,ἀπανθέω,verb,pa=sa,de\,δέ,particle,πᾶς,adjective,suggrafh\,συγγραφή,noun,sune/staltai,συστέλλω,verb,pa/nta,d',δέ,particle,u(pole/loipe,ὑπολείπω,verb,to\n,ὁ,article,e)chghth\n,ἐξηγητής,noun,kai\,καί,conjunction,prosta/thn,προστάτης,noun,ou)k,οὐ,adverb,e)/xonta,ἔχω,verb,xh/ra,χήρα,noun,d',δέ,particle,πᾶς,adjective,h(,ὁ,article,te/xnh,τέχνη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sune/staltai,συστέλλω,verb,d',δέ,particle,a)nagkai/ws,ἀναγκαῖος,adjective,mikra\,μικρός,adjective,mikrw=s,μικρός,adjective,toi=s,ὁ,article,polloi=s,πολύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(\,ὅς,pronoun,de/,δέ,particle,fhsin,φημί,verb,*)aristofa/nhs,Ἀριστοφάνης,proper,peri\,περί,preposition,*ai)sxu/lou,Αἰσχύλος,proper,sko/ton,σκότος,noun,ei)=nai,teqnhko/tos,θνήσκω,verb,εἰμί,verb,tou=t',οὗτος,pronoun,a)/cion,ἄξιος,adjective,kai\,peri\,περί,preposition,tou/tou,οὗτος,pronoun,nu=n,νῦν,adverb,ei)pei=n,εἶπον,verb,ei)s,εἰς,preposition,paidei/as,παιδεία,noun,lo/gon,λόγος,noun,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,sxh=ma,σχῆμα,noun,ka/lliston,καλός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,tw=n,ὁ,article,*(ellh/nwn,Ἕλλην,proper,presbu/tate,πρέσβυς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,dia\,διά,preposition,bi/ou,βίος,adjective,qaumasqei/s,θαυμάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,poqeino\s,ποθεινός,adjective,me\n,μέν,particle,toi=s,ὁ,article,e)ntuxou=si,ἐντυγχάνω,verb,poqeino\s,ποθεινός,adjective,de\,δέ,particle,toi=s,a)/llois,ἄλλος,adjective,ὁ,article,e)ntuxei=n,ἐντυγχάνω,verb,makaristo\s,μακαριστός,adjective,de\,kai\,καί,conjunction,th=s,ὁ,article,teleuth=s,τελευτή,noun,h(=s,ὅς,pronoun,punqano/meqa,πυνθάνομαι,verb,o(\s,ὅς,pronoun,ou)k,οὐ,adverb,e)n,ἐν,preposition,no/sois,νόσος,noun,a)nalwqei\s,ἀναλίσκω,verb,δέ,particle,ou)de\,οὐδέ,particle,o)du/nais,ὀδύνη,noun,plhgei\s,πλήσσω,verb,a)lla\,ἀλλά,adverb,dihmereu/sas,διημερεύω,verb,e)n,ἐν,preposition,toi=s,ὁ,article,ei)wqo/sin,ἔθω,verb,w(/sper,ὥσπερ,adverb,klhqei\s,καλέω,verb,u(po\,ὑπό,preposition,tou=,ὁ,article,dai/monos,δαίμων,adjective,meqh=kas,μεθίημι,verb,e)pi\,ἐπί,preposition,tw=|,ὁ,article,bibli/w|,βιβλίον,noun,th\n,ὁ,article,yuxh\n,ψυχή,noun,kai\,καί,conjunction,kat',κατά,preposition,e)pwnumi/an,ἐπωνυμία,noun,e)teleu/thsas,τελευτάω,verb,to\n,ὁ,article,bi/on,βίος,adjective,w(/sper,ὥσπερ,adverb,oi(/,ἕ,pronoun,ti,τις,pronoun,a)/llo,ἄλλος,adjective,e)ceirgasme/noi,ἐξεργάζομαι,verb,di',διά,preposition,a)kribei/as,ἀκρίβεια,noun,ei)s,εἰς,preposition,te/los,τέλος,noun,a(/pasan,ἅπας,adjective,dh\,δή,particle,th\n,ὁ,article,porei/an,πορεία,noun,tou=,ὁ,article,bi/ou,βίος,adjective,diecelqw\n,διεξέρχομαι,verb,kai\,καί,conjunction,ta\,ὁ,article,sautou=,σαυτοῦ,pronoun,pra/cas,πράσσω,verb,ei)s,εἰς,preposition,to\,ὁ,article,e)/sxaton,σχέθω,verb,th=s,ὁ,article,duna/mews,δύναμις,adjective
