word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/26/lemma/@_entry,word/26/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/34/lemma/@_entry,word/34/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS
h)\n,ἐάν,conjunction,e(/rpon,ἕρπω,verb,to\,ὁ,article,kako\n,κακός,adjective,ei)s,εἰς,preposition,th\n,ὁ,article,kefalh\n,κεφαλή,noun,i(/khtai,ἱκνέομαι,verb,pa/tagos,πάταγος,noun,toute/oisi,,,gi/gnetai,γίγνομαι,verb,w(s,ὡς,conjunction,a)po\,ἀπό,preposition,plhgh=s,πληγή,noun,h)\,ἠέ,conjunction,cu/lou,ξύλον,adjective,h)\,ἠέ,conjunction,li/qou,λίθος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)canasta/ntes,ἐξανίστημι,verb,e)kdihgeu=ntai,ἐκδιηγέομαι,verb,w(s,ὡς,conjunction,u(po/,ὑπό,preposition,teu,σύ,pronoun,e)c,ἐκ,preposition,e)piboulh=s,ἐπιβουλή,noun,pataxqe/ntes,πατάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(/de,ὅδε,pronoun,me/ntoi,μέντοι,particle,a)pa/th,ἀπάτη,noun,gi/gnetai,γίγνομαι,verb,o(ko/soisi,ὁπόσος,adjective,to/de,ὅδε,pronoun,prw=ton,πρότερος,adjective,to\,ὁ,article,kako\n,κακός,adjective,cune/pese,συμπίτνω,verb,oi(=s,ὅς,pronoun,de\,δέ,particle,cu/nhqes,σύνηθέω,verb,to\,ὁ,article,pa/qos,πάθος,adjective,h)\n,ἐάν,conjunction,e)pi/h|,ἔφημαι,verb,me\n,μέν,particle,h(,ὁ,article,nou=sos,νόσος,noun,e)s,εἰς,preposition,da/ktulon,δάκτυλος,noun,de\,δέ,particle,h)/dh,ἤδη,adverb,a)fi/khtai,ἀφικνέομαι,verb,h)\,ἠέ,conjunction,a)po/,teu,σύ,pronoun,ἀπό,preposition,a)/rchtai,ἄρχω,verb,cunh/qeas,συνήθης,adverb,a)rwgou\s,ἀρωγός,adjective,kale/ousi,καλέω,verb,tou\s,ὁ,article,pareo/ntas,πάρειμι,verb,prognw/si,tou=,ὁ,article,me/llonto,μέλλω,verb,u(p',ὑπό,preposition,e)mpeiri/hs,ἐμπειρία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diasfi/ggein,διασφίγγω,verb,te,τε,particle,kai\,καί,conjunction,a)nakla/ein,ἀνακλαίω,verb,kai\,καί,conjunction,suntei/nein,συντείνω,verb,de/ontai,δέομαι,verb,ta\,ὁ,article,kata/rxonta,κατάρχω,verb,me/rea,μέρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,au)toi\,αὐτός,pronoun,de\,δέ,particle,e(wute/oisin,,,e(/lkousi,ἕλκω,verb,ta\,ὁ,article,me/rea,μέρος,noun,o(/kwsper,ὅπως,conjunction,th\n,ὁ,article,nou=son,νόσος,noun,e)cairou/menoi,ἐξαιρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,sfe/wn,σφεῖς,pronoun,h(,ὁ,article,toih/de,τοιόσδε,adjective,e)pikouri/h,ἐπικουρία,noun,kote\,ποτέ,particle,kai\,καί,conjunction,e)s,εἰς,preposition,h(me/rhn,ἡμέρα,noun,th=n,,,shmasi/hn,σημασία,noun,diw/sato,διωθέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polloi=si,πολύς,adjective,de\,δέ,particle,fo/bos,φόβος,noun,e)sti\,εἰμί,verb,w(s,ὡς,conjunction,e)pio/ntos,ἔπειμι,verb,qhri/ou,θηρίον,noun,h)\,ἠέ,conjunction,skih=s,σκιάω,verb,fantasi/h,φαντασία,noun,kai\,καί,conjunction,ou(/tw,οὕτως,adverb,kate/peson,καταπίπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,de\,δέ,particle,th=|,ὁ,article,shmasi/h|,σημασία,noun,a)naisqh/tws,ἀναίσθητος,adjective,me\n,μέν,particle,ke/etai,κέω,verb,w(/nqrwpos,ἄνθρωπος,noun,xei=res,χείρ,noun,de/,δέ,particle,oi(,ὁ,article,spasmw=|,σπασμός,noun,cune/rxontai,συνέρχομαι,verb,ske/lea,σκέλος,noun,ou),οὐ,adverb,diapepligme/na,διαποπλίσσομαι,verb,mou=non,μόνος,adjective,a)lla\,ἀλλά,adverb,th=|de,ὅδε,pronoun,ka)kei=se,ἐκεῖσε,adverb,ballo/mena,βάλλω,verb,au)toi=s,αὐτός,pronoun,a)po\,ἀπό,preposition,tw=n,ὁ,article,teno/ntwn,τένων,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)sfagme/noisi,σφάζω,verb,tau/roisi,ταῦρος,noun,h(/de,ὅδε,pronoun,i)ke/lh,ἴκελος,adjective,h(,ὁ,article,cumforh/,συμφορά,noun,au)xh\n,αὐχήν,noun,a)gku/los,ἀγκύλος,adjective,kefalh\,κεφαλή,noun,poiki/lws,ποικίλος,adjective,dia/strofos,διάστροφος,adjective,a)/llote,ἄλλοτε,adverb,me\n,μέν,particle,ga\r,γάρ,particle,e)s,εἰς,preposition,to\,ὁ,article,prhne\s,πρηνής,adjective,tocou=tai,τοξόομαι,verb,eu)=te,εὖτε,conjunction,e)s,εἰς,preposition,to\,ὁ,article,ste/rnon,στέρνον,noun,h(,ὁ,article,ge/nus,γένυς,noun,e)rei/dei,ἐρείδω,verb,a)/llote,ἄλλοτε,adverb,de\,e)s,εἰς,preposition,δέ,particle,to\,ὁ,article,meta/frenon,μετάφρενον,noun,a)nakla=tai,ἀνακλάω,verb,o(/kws,ὅπως,conjunction,toi=s,ὁ,article,a)po\,ἀπό,preposition,th=s,ko/mhs,κόμη,noun,e(lkome/noisi,ἕλκω,verb,bi/h|,βία,adjective,eu)=te,εὖτε,conjunction,ὁ,article,e)/nqa,ἔνθα,adverb,h)\,ἠέ,conjunction,e)/nqa,ἔνθα,adverb,e)pi\,ἐπί,preposition,tou\s,ὁ,article,w)/mous,ὦμος,noun,i(za/nei,ἱζάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xa/skousi,χάσκω,verb,me/ga,μέγας,adverb,sto/ma,στόμα,noun,chro\n,ξηρός,adjective,glw=ssa,γλῶσσα,noun,promh/khs,προμήκης,adjective,w(s,ὡς,conjunction,kai\,καί,conjunction,ki/ndunon,κίνδυνος,noun,trw/matos,τραῦμα,noun,mega/lou,μέγας,adverb,gi/gnesqai,γίγνομαι,verb,h)\,ἠέ,conjunction,a)potomh=s,ἀποτομεύς,noun,ei)/,εἰ,conjunction,kote,ποτέ,particle,spasmw=|,σπασμός,noun,cunerei/sousin,συνερείδω,verb,oi(,ὁ,article,o)do/ntes,ὀδούς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)fqalmoi\,ὀφθαλμός,noun,e)ndedinhme/noi,ἐνδινέω,verb,ble/fara,βλέφαρον,noun,ta\,ὁ,article,polla\,πολύς,adjective,die/xonta,διέχω,verb,cu\n,σύν,preposition,palmw=|,παλμός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,e)pimu/sai,ἐπιμύω,verb,kote\,ποτέ,particle,e)qe/loien,ἐθέλω,verb,ou),οὐ,adverb,cumba/llousi,συμβάλλω,verb,ta\,ὁ,article,ble/fara,βλέφαρον,noun,w(s,ὡς,conjunction,kai\,καί,conjunction,ta\,ὁ,article,leuka\,λευκάς,adjective,o(rh=sqai,ὁράω,verb,e)c,ἐκ,preposition,u(pofa/sios,ὑπόφασις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)fru/es,ὀφρύς,noun,a)/llote,ἄλλοτε,adverb,me\n,μέν,particle,e)s,εἰς,preposition,to\,ὁ,article,meso/fruon,μεσόφρυον,noun,a)neime/n,,,ai,,,xei/lea,χεῖλος,noun,kote\,ποτέ,particle,me\n,μέν,particle,a)/mfw,ἄμφω,noun,e)s,εἰς,preposition,o)cu\,ὀξύς,adjective,memuko/t,,,a,,,a)/llote,ἄλλοτε,adverb,de\,δέ,particle,e)s,εἰς,preposition,ta\,ὁ,article,pla/gia,πλάγιον,noun,a)phgme/na,ἀπάγω,verb,eu)=te,εὖτε,conjunction,toi=si,ὁ,article,o)dou=si,ὀδούς,noun,peritei/netai,περιτείνω,verb,toi=si,meidiw=si,μειδιάω,verb,τίς,pronoun,o(moi/ws,ὅμοιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,au)/ch|,αὐξάνω,verb,de\,δέ,particle,tou=,ὁ,article,kakou=,κακός,adjective,kai\,καί,conjunction,pelidno/ths,πελιδνότης,noun,tou=,ὁ,article,prosw/pou,πρόσωπον,noun,prosgi/gnetai,προσγίγνομαι,verb,a)ggei/wn,ἀγγεῖον,noun,tw=n,ὁ,article,e)n,ἐν,preposition,tw=|,ὁ,article,au)xe/ni,αὐχήν,noun,dia/tasis,διάτασις,noun,w(s,ὡς,conjunction,e)n,ἐν,preposition,pnigi\,,,a)fwni/h,ἀφωνία,noun,a)naisqhsi/h,ἀναισθησία,noun,kai\,καί,conjunction,ei),εἰ,conjunction,me/ga,μέγας,adverb,e)mboh=|s,ἐμβοάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mugmo\s,μυγμός,noun,de\,δέ,particle,kai\,καί,conjunction,stenagmo\s,στεναγμός,noun,h(,ὁ,article,fwnh\,φωνή,noun,kai\,καί,conjunction,h(,ὁ,article,a)napnoh\,ἀναπνοή,noun,pni\c,πνίξ,adjective,w(s,ὡς,conjunction,a)pagxome/nw|,ἀπάγχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sfugmoi\,σφυγμός,noun,sfodroi\,σφοδρός,adjective,kai\,καί,conjunction,taxe/es,ταχύς,adjective,kai\,καί,conjunction,smikroi\,μικρός,adjective,e)n,ἐν,preposition,th=|si,ὁ,article,a)rxh=|si,ἀρχή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mega/loi,μέγας,adverb,de\,δέ,particle,kai\,καί,conjunction,brade/es,βραδύς,adjective,kai\,καί,conjunction,nwqroi\,νωθρός,adjective,e)pi\,ἐπί,preposition,tw=|,ὁ,article,te/lei,τέλος,noun,a)/taktoi,ἄτακτος,adjective,de\,δέ,particle,e)s,εἰς,preposition,to\,ὁ,article,cu/nolon,σύνολος,adjective,ai)doi/wn,αἰδοῖον,noun,cu/ntasi,,,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta/de,ὅδε,pronoun,me\n,μέν,particle,ou)=n,οὖν,particle,e)s,εἰς,preposition,te/los,τέλος,noun,th=s,ὁ,article,shmasi/hs,σημασία,noun,pa/sxousi,πάσχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,e)s,εἰς,preposition,a)/fesin,ἄφεσις,noun,a)fikne/wntai,ἀφικνέομαι,verb,tou=,ὁ,article,kakou=,κακός,adjective,ou)=ra,οὖρον,noun,au)to/mata,αὐτόματος,adjective,koili/hs,κοιλία,noun,peri/plusi,,,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metecet,,,e/roisi,,,de\,δέ,particle,kai\,καί,conjunction,gonh=s,γονάω,verb,a)po/krisis,ἀπόκρισις,noun,th=|,ὁ,article,qli/yi,,,kai\,καί,conjunction,pie/si,,,tw=n,ὁ,article,a)ggei/wn,ἀγγεῖον,noun,h)\,ἠέ,conjunction,gargalismw=|,γαργαλισμός,noun,tou=,ὁ,article,po/nou,πόνος,noun,kai\,καί,conjunction,u(grasi/hs,ὑγρασία,noun,proklh/si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gi/gnontai,γίγνομαι,verb,ga\r,γάρ,particle,e)n,ἐν,preposition,neu/roisi,νεῦρον,noun,po/noi,πόνος,noun,kai\,καί,conjunction,toi=sde,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sto/ma,στόμα,noun,di/ugron,δίυγρος,adjective,fle/gma,φλέγμα,noun,pollo\n,πολύς,adjective,paxu\,παχύς,adjective,kai\,καί,conjunction,yuxro\n,ψυχρός,adjective,kai\,καί,conjunction,ei),εἰ,conjunction,e(/lkois,ἕλκω,verb,au)to\,αὐτός,pronoun,e)pi\,ἐπί,preposition,ma=llon,μᾶλλον,adverb,a)\n,ἄν,particle,plh=qos,πλῆθος,noun,au)te/ou,,,mhru/saio,μηρύομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,xro/nw|,χρόνος,noun,makrw=|,μακρός,adjective,kai\,καί,conjunction,po/nw|,πόνος,noun,pollw=|,πολύς,adjective,brasqh=|,βράσσω,verb,me\n,μέν,particle,ta\,ὁ,article,e)/ndon,ἔνδον,adverb,tou=,ὁ,article,qw/rhkos,θώραξ,noun,pneu=ma,πνεῦμα,noun,de\,δέ,particle,e)gkateirxqe\n,ἐγκατείργω,verb,ta\,ὁ,article,pa/nta,πᾶς,adjective,sei/sh|,σεῖσις,noun,spasmo\s,σπασμός,noun,de\,δέ,particle,kai\,καί,conjunction,ta/raxos,τάραχος,adjective,tw=n,ὁ,article,au)te/wn,αὐτός,pronoun,e)/h|,εἰμί,verb,klu/dwn,de\,δέ,particle,κλύδων,adjective,u(grw=n,ὑγρός,adjective,a)naple)/h|,,,e)s,εἰς,preposition,ta\s,ὁ,article,diapnoa\s,διαπνοή,noun,sto/ma,στόμα,noun,kai\,*ri=na,,,su\n,σύν,preposition,u(grw=|,ὑγρός,adjective,de\,δέ,particle,καί,conjunction,to\,ὁ,article,pneu=ma,πνεῦμα,noun,a)/nesis,ἄνεσις,adjective,dh\,δή,particle,th=s,ὁ,article,pro/sqen,πρόσθεν,adverb,pni/cios,πνῖξις,noun,a(pa/ntwn,ἅπας,adjective,e)/oike,ἔοικα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)fro\n,ἀφρός,noun,de\,δέ,particle,a)poptu/ousi,ἀποπτύω,verb,w(/sper,ὥσπερ,adverb,e)pi\,ἐπί,preposition,toi=si,ὁ,article,mega/loisi,μέγας,adverb,pneu/masi,πνεῦμα,noun,h(,ὁ,article,qa/lassa,θάλασσα,noun,th\n,ὁ,article,a)/xnhn,ἄχνη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)=te,εὖτε,conjunction,kai\,καί,conjunction,e)cani/stantai,ἐξανίστημι,verb,dh=qen,δῆθεν,adverb,w(s,ὡς,conjunction,teleuth/san,,,tos,,,tou=,ὁ,article,kakou=,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
