word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS
trofh=s,τροφεύς,noun,de\,δέ,particle,kai\,καί,conjunction,panta/pasin,παντάπασι,adverb,a)pekeklei/mhn,ἀποκλείω,verb,o(/ti,ὅστις,pronoun,mh\,μή,conjunction,ga/laktos,γάλα,noun,mo/nou,μόνος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=,ὁ,article,te,τε,particle,a)/sqmatos,ἄσθμα,noun,peri\,περί,preposition,to\,ὁ,article,sth=qos,στῆθος,noun,h)|sqo/mhn,ἀίσθω,verb,to/te,τότε,adverb,prw=ton,πρότερος,adjective,kai\,καί,conjunction,puretoi\,πυρετός,noun,kate/labon,καταλαμβάνω,verb,i)sxuroi\,ἰσχυρός,adjective,kai\,καί,conjunction,a)/lla,ἄλλος,adjective,a)mu/qhta,ἀμύθητος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)kei/mhn,κεῖμαι,verb,e)n,ἐν,preposition,*de/ssh|,,,pro\s,πρός,preposition,tw=|,ὁ,article,katarra/kth|,καταρράκτης,adjective,kai\,καί,conjunction,mo/lis,μόλις,adverb,h(me/ra|,ἡμέρα,noun,e(katosth=|,ἑκατοστός,adjective,u(/steron,ὕστερος,adjective,h(=|,ὅς,pronoun,e)kinh/qhn,κινέω,verb,oi)/koqen,οἴκοθεν,adverb,e)n,ἐν,preposition,*(rw/mh|,,,gi/gnomai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,met',μετά,preposition,ou),οὐ,adverb,polu\,πολύς,adjective,ta\,ὁ,article,spla/gxna,σπλάγχνον,noun,w)|dh/kei,οἰδάω,verb,kai\,καί,conjunction,ta\,ὁ,article,neu=ra,νεῦρον,noun,kate/yukto,καταψύχω,verb,kai\,καί,conjunction,fri/kh,φρίκη,noun,die/qei,διαθέω,verb,dia\,διά,preposition,panto\s,πᾶς,adjective,tou=,ὁ,article,sw/matos,σῶμα,adjective,kai\,καί,conjunction,to\,ὁ,article,pneu=ma,πνεῦμα,noun,a)peke/kleito,ἀποκλείω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,oi(,ὁ,article,i)atroi\,ἰατρός,noun,kaqa/rseis,κάθαρσις,noun,prosh=gon,προσάγω,verb,kai\,καί,conjunction,piw\n,πίνω,verb,e)lath/rion,ἐλατήριος,adjective,ei)s,εἰς,preposition,du/o,δύο,adjective,h(me/ras,ἡμέρα,noun,e)kaqairo/mhn,καθαίρω,verb,e(/ws,ἕως,conjunction,ei)s,εἰς,preposition,ai(=ma,αἷμα,noun,a)pe/skhye,ἀποσκήπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,puretoi\,πυρετός,noun,kate/labon,καταλαμβάνω,verb,kai\,καί,conjunction,pa/nt',πᾶς,adjective,h)=n,εἰμί,verb,a)/pora,ἄπορος,adjective,h)/dh,ἤδη,adverb,kai\,καί,conjunction,swthri/as,σωτηρία,noun,ou)d',οὐδέ,particle,h(tisou=n,ὅστις,pronoun,e)lpi/s,ἐλπίς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,te/los,τέλος,noun,oi(,ὁ,article,i)atroi\,ἰατρός,noun,kate/temnon,κατατέμνω,verb,e)k,ἐκ,preposition,tou=,ὁ,article,sth/qous,στῆθος,noun,a)rca/menoi,ἄρχω,verb,pa/nta,πᾶς,adjective,e(ch=s,ἑξῆς,adverb,a)/xri,ἄχρι,adverb,pro\s,πρός,preposition,th\n,ὁ,article,ku/stin,κύστις,noun,ka/tw,κάτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,w(s,ὡς,conjunction,a)nqh/yanto,ἀνθάπτομαι,verb,ai(,ὁ,article,siku/ai,σικύα,noun,panta/pasi,παντάπασι,adverb,to\,ὁ,article,pneu=ma,πνεῦμα,noun,a)pelh/fqh,ἀπολαμβάνω,verb,kai\,καί,conjunction,dih=lqen,διέρχομαι,verb,o)du/nh,ὀδύνη,noun,narkw/dhs,ναρκώδης,adverb,kai\,καί,conjunction,a)/poros,ἄπορος,adjective,fe/rein,φέρω,verb,kai\,καί,conjunction,pa/nta,πᾶς,adjective,ai(/mati,αἷμα,noun,e)pe/furto,φύρω,verb,kai\,καί,conjunction,gi/gnomai,γίγνομαι,verb,u(peralgeino/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tw=n,ὁ,article,spla/gxnwn,σπλάγχνον,noun,h)|sqano/mhn,αἰσθάνομαι,verb,oi(=on,οἷος,adjective,yuxrw=n,ψύχρα,noun,te,τε,particle,kai\,καί,conjunction,e)kkremame/nwn,ἐκκρεμάννυμι,verb,kai\,καί,conjunction,to\,ὁ,article,th=s,ὁ,article,a)mhxani/as,ἀμηχανία,noun,th=s,ὁ,article,peri\,περί,preposition,th\n,ὁ,article,a)napnoh\n,ἀναπνοή,noun,e)peta/qh,ἐπιτείνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ti/,τίς,pronoun,xrh\,χρή,verb,poiei=n,ποιέω,verb,ou)k,οὐ,adverb,h)=n,εἰμί,verb,kai\,καί,conjunction,ga\r,γάρ,particle,si=ton,σῖτος,noun,ai(roume/nw|,αἱρέω,verb,kai\,καί,conjunction,dialegome/nw|,διαλέγω,verb,metacu\,μεταξύ,adverb,prosi/stato,προσίστημι,verb,kai\,καί,conjunction,e)/dei,δέω,verb,pepni=xqai,πνίγω,verb,dokei=n,δοκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,h(,ὁ,article,a)/llh,ἄλλος,adjective,tou=,ὁ,article,sw/matos,σῶμα,adjective,a)sqe/neia,ἀσθένεια,noun,kata\,κατά,preposition,lo/gon,λόγος,noun,tou/twn,οὗτος,pronoun,h)=n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fa/rmaka,φάρμακον,noun,de\,δέ,particle,qh/reia/,θήρειος,adjective,te,τε,particle,kai\,καί,conjunction,a)/lla,ἄλλος,adjective,pantoi=a,παντοῖος,adjective,thna/llws,τηνάλλως,adverb,e)di/doto,δίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)do/kei,δοκέω,verb,dh\,δή,particle,xrh=nai,χρή,verb,komi/zesqai,κομίζω,verb,oi)/kade,οἴκαδε,adverb,ei)/,εἰ,conjunction,pws,πως,particle,ei)/h,ἀίω,verb,diarke/sai,διαρκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kata\,κατά,preposition,gh=n,γῆ,noun,me\n,μέν,particle,ou)=n,οὖν,particle,a)/poron,ἄπορος,adjective,h)=n,εἰμί,verb,ou),οὐ,adverb,ga\r,γάρ,particle,e)/fere,φέρω,verb,to\,ὁ,article,sw=ma,σῶμα,adjective,to\n,ὁ,article,seismo/n,σεισμός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plw=|,πλόος,noun,de\,δέ,particle,e)pexeirou=men,ἐπιχειρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=n,ὁ,article,d',δέ,particle,u(pozugi/wn,ὑποζύγιον,noun,ta\,ὁ,article,me\n,μέν,particle,u(po\,ὑπό,preposition,tw=n,ὁ,article,xeimw/nwn,χειμών,noun,e)teqnh/kei,θνήσκω,verb,ta\,ὁ,article,de\,δέ,particle,perio/nta,περίειμι,verb,a)pedido/meqa,ἀποδίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,sumbai/nei,συμβαίνω,verb,tis,τις,pronoun,*)odu/sseia,Ὀδύσσεια,proper,eu)qu\s,εὐθύς,adverb,me\n,μέν,particle,e)n,ἐν,preposition,tw=|,ὁ,article,*turrhnikw=|,Τυρρηνικός,adjective,pela/gei,πέλαγος,noun,za/lh,ζάλη,adjective,kai\,καί,conjunction,zo/fos,ζόφος,noun,kai\,καί,conjunction,li\y,λίψ,noun,kai\,καί,conjunction,taraxh\,ταραχή,noun,th=s,ὁ,article,qala/tths,θάλασσα,noun,a)kata/sxetos,ἀκατάσχετος,adjective,kai\,καί,conjunction,o(,ὁ,article,kubernh/ths,κυβερνήτης,noun,meqh=ke,μεθήκω,verb,tou\s,ὁ,article,oi)/akas,οἴαξ,noun,kai\,καί,conjunction,o(,ὁ,article,nau/klhros,ναύκληρος,noun,kai\,καί,conjunction,oi(,ὁ,article,nau=tai,ναύτης,noun,spodo\n,σποδός,noun,kataxea/menoi,καταχέω,verb,sfa=s,σφεῖς,pronoun,te,τε,particle,au)tou\s,αὐτός,pronoun,a)pw/|mwzon,ἀποιμώζω,verb,kai\,καί,conjunction,to\,ὁ,article,ploi=on,πλοῖον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,de\,δέ,particle,e)peise/rrei,ἐπεισρέω,verb,pollh\,πολύς,adjective,kata\,κατά,preposition,prw=|ran,πρῷρα,noun,kai\,καί,conjunction,kata\,κατά,preposition,pru/mnan,πρύμνα,adjective,h(,ὁ,article,qa/latta,θάλασσα,noun,kai\,καί,conjunction,katekluzo/mhn,κατακλύζω,verb,tw=|,ὁ,article,te,τε,particle,a)ne/mw|,ἄνεμος,noun,kai\,καί,conjunction,toi=s,ὁ,article,ku/masi,κῦμα,noun,kai\,καί,conjunction,tau=ta,οὗτος,pronoun,e)gi/gneto,γίγνομαι,verb,h(me/ran,ἡμέρα,noun,kai\,καί,conjunction,nu/kta,νύξ,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
me/sai,μέσος,adjective,nu/ktes,νύξ,adjective,sxedo\n,σχεδόν,adverb,h)=san,εἰμί,verb,h(ni/ka,ἡνίκα,adverb,pro\s,πρός,preposition,th\n,ὁ,article,*pelwri/da,Πελωρίς,proper,a)/kran,ἄκρος,adjective,th=s,ὁ,article,*sikeli/as,Σικελία,proper,proshne/xqhmen,προσφέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peita,ἔπειτα,adverb,e)n,ἐν,preposition,porqmw=|,πορθμός,noun,pla/nai,πλάνη,noun,kai\,καί,conjunction,dro/moi,δρόμος,noun,ta\,ὁ,article,me\n,μέν,particle,ei)s,εἰς,preposition,to\,ὁ,article,pro/sqen,πρόσθεν,adverb,ta\,ὁ,article,de\,δέ,particle,ei)s,εἰς,preposition,tou)pi/sw,ἔπισος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=,ὁ,article,de\,δέ,particle,*)adri/ou,Ἀδρίας,proper,to\,ὁ,article,me\n,μέν,particle,pe/lagos,πέλαγος,noun,duoi=n,δύο,adjective,nuci\,νύξ,adjective,kai\,καί,conjunction,h(me/ra|,ἡμέρα,noun,dih/lqomen,διέρχομαι,verb,a)yofhti\,ἀψοφητί,adverb,parape/mpontos,παραπέμπω,verb,tou=,ὁ,article,r(eu/matos,ῥεῦμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,d',δέ,particle,e)/dei,δέω,verb,pro\s,πρός,preposition,th\n,ὁ,article,*kefallhni/an,Κεφαλλήνιος,proper,prosxei=n,προέχω,verb,au)=qis,αὖθις,adverb,au)=,αὖ,interjection,ku=ma,κῦμα,noun,u(yhlo\n,ὑψηλός,adjective,kai\,καί,conjunction,to\,ὁ,article,pneu=ma,πνεῦμα,noun,ou)k,οὐ,adverb,e)/feren,φέρω,verb,a)ll',ἀλλά,adverb,e)planw/meqa,πλανάω,verb,a)/nw,ἄνω,adverb,kai\,καί,conjunction,ka/tw,κάτος,adjective,ka/matos,κάματος,noun,pantodapo\s,παντοδαπός,adjective,tou=,ὁ,article,sw/matos,σῶμα,adjective,kai\,καί,conjunction,lu/sis,λύσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,d',δέ,particle,e)n,ἐν,preposition,tw=|,ὁ,article,porqmw=|,πορθμός,noun,tw=|,ὁ,article,*)axai+kw=|,,,pa/lin,πάλιν,adverb,sumba/nta,συμβαίνω,verb,u(p',ὑπό,preposition,au)th\n,αὐτός,pronoun,i)shmeri/an,ἰσημερία,noun,a)ra/ntwn,ἀράζω,verb,tw=n,ὁ,article,xrhstw=n,χρηστός,adjective,nautw=n,ναύτης,noun,e)k,ἐκ,preposition,*patrw=n,Πάτραι,proper,a)/kontos,ἀέκων,adjective,e)mou=,ἐγώ,pronoun,kai\,καί,conjunction,a)ntile/gontos,ἀντιλέγω,verb,e)c,ἐκ,preposition,a)rxh=s,ἀρχή,noun,ou)d',οὐδέ,particle,a)\n,ἄν,particle,le/gwn,λέγω,verb,ei)/pois,εἶπον,verb,e)n,ἐν,preposition,oi(=s,ὅς,pronoun,a(/pasi,ἅπας,adjective,to/,ὁ,article,te,τε,particle,sth=qos,στῆθος,noun,kai\,καί,conjunction,ta)/lla,ἄλλος,adjective,e)/ti,ἔτι,adverb,meizo/nws,μέγας,adverb,e)kakou=to,κακόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paraplh/sia,παραπλήσιος,adjective,de\,δέ,particle,kai\,καί,conjunction,ta\,ὁ,article,e)n,ἐν,preposition,tw=|,ὁ,article,*ai)gai/w|,Αἰγαῖος,proper,moxqhri/a,μοχθηρία,noun,kubernh/tou,κυβερνήτης,noun,kai\,καί,conjunction,nautw=n,ναύτης,noun,geno/mena,γίγνομαι,verb,e)nanti/a,ἐναντίος,adjective,toi=s,ὁ,article,pneu/masi,πνεῦμα,noun,plei=n,πλέω,verb,a)ciou/ntwn,ἀξιόω,verb,kai\,καί,conjunction,mhde\n,μηδείς,pronoun,a)kou/ein,ἀκούω,verb,e)qelo/ntwn,ἐθέλω,verb,e)mou=,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
te/ttares,τέσσαρες,noun,pa/lin,πάλιν,adverb,au(=tai,οὗτος,pronoun,pro\s,πρός,preposition,tai=s,ὁ,article,de/ka,δέκα,verb,h(me/rai,ἡμέρα,noun,kai\,καί,conjunction,nu/ktes,νύξ,adjective,xeimw=nos,χειμών,noun,ku/klw|,κύκλος,noun,dia\,διά,preposition,panto\s,πᾶς,adjective,tou=,ὁ,article,pela/gous,πέλαγος,noun,ferome/nwn,φέρω,verb,ka)n,ἐν,preposition,tau/tais,οὗτος,pronoun,a)siti/ai,ἀσιτία,noun,ou)k,οὐ,adverb,o)li/gai,ὀλίγος,adjective,kai\,καί,conjunction,mo/lis,μόλις,adverb,*milh/tw|,Μίλητος,proper,proshne/xqhmen,προσφέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ou)/te,οὔτε,adverb,i(/stasqai,ἵστημι,verb,dunato\s,δυνατός,adjective,h)=n,εἰμί,verb,ta/,τίς,pronoun,te,τε,particle,w)=ta,οὖς,noun,e)cekekw/fhto,ἐκκωφέω,verb,h)nw/xlei,ἀνοχλέω,verb,te,τε,particle,ou)de\n,οὐδείς,pronoun,o(/,ὅς,pronoun,ti,τις,pronoun,ou)/,οὐ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,kata\,κατά,preposition,mikro\n,μικρός,adjective,prosio/ntes,πρόσειμι,verb,ou(/tw,οὕτως,adverb,gigno/meqa,γίγνομαι,verb,e)n,ἐν,preposition,th=|,ὁ,article,*smu/rnh|,Σμύρνα,proper,pe/ra,πέρα,adjective,pa/shs,πᾶς,adjective,e)lpi/dos,ἐλπίς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,xeimw\n,χειμών,noun,h)/dh,ἤδη,adverb,h)=n,εἰμί,verb,kai\,καί,conjunction,ta\,ὁ,article,th=s,ὁ,article,u(perw/as,,,panta/pasi,παντάπασι,adverb,dusxerw=s,δυσχερής,adverb,ei)=xe,ἔχω,verb,kai\,καί,conjunction,ta)/lla,ἄλλος,adjective,w(sau/tws,ὡσαύτως,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,sunh=lqon,συνέρχομαι,verb,oi(/,ἕ,pronoun,te,τε,particle,i)atroi\,ἰατρός,noun,kai\,καί,conjunction,gumnastai\,γυμναστής,noun,kai\,καί,conjunction,ou)/te,οὔτε,adverb,bohqei=n,βοηθέω,verb,ei)=xon,ἔχω,verb,ou)/te,οὔτε,adverb,e)gnw/rizon,γνωρίζω,verb,th\n,ὁ,article,poikili/an,ποικιλία,noun,th=s,ὁ,article,no/sou,νόσος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
