word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS
doiw\,δοιώ,adverb,d',δέ,particle,a)nafusio/wntes,ἀναφυσιάω,verb,a)rgu/reoi,ἀργύρεος,adjective,delfi=nes,δελφίς,adjective,e)qoinw=nt',,,e)/llopas,ἔλλοψ,noun,i)xqu=s,ἰχθύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=n,ὁ,article,d',δέ,particle,u(/po,ὑπό,preposition,xa/lkeioi,χάλκειος,adjective,tre/on,τρέω,verb,i)xqu/es,ἰχθύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)ta\r,ἀτάρ,particle,e)p',ἐπί,preposition,a)ktai=s,ἀκτέα,noun,h(=sto,ἧμαι,verb,a)nh\r,ἀνήρ,noun,a(lieu\s,ἁλιεύς,adjective,dedokhme/nos,δεδοκημένος,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=xe,ἔχω,verb,de\,δέ,particle,xersi\n,χείρ,noun,i)xqu/sin,ἰχθύς,noun,a)mfi/blhstron,ἀμφίβληστρον,noun,a)porri/yonti,ἀπορρίπτω,verb,e)oikw/s,ἔοικα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,d',δέ,particle,h)=n,εἰμί,verb,h)uko/mou,εὔκομος,adjective,*dana/hs,Δανάη,proper,te/kos,τέκος,noun,i(ppo/ta,ἱππότης,noun,*perseu/s,Περσεύς,proper,ou)/t',οὔτε,adverb,a)/r',ἄρα,particle,e)piyau/wn,ἐπιψαύω,verb,sa/keos,σάκος,adjective,posi\n,πούς,noun,ou)/q',οὔτε,adverb,e(ka\s,ἑκάς,adjective,au)tou=,αὐτός,pronoun,qau=ma,θαῦμα,noun,me/ga,μέγας,adverb,fra/ssasq',φράζω,verb,e)pei\,ἐπεί,conjunction,ou)damh=|,οὐδαμῇ,adverb,e)sth/rikto,στηρίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw\s,τώς,adverb,ga/r,γάρ,particle,min,μιν,pronoun,pala/mais,παλάμη,noun,teu=cen,τεύχω,verb,kluto\s,κλυτός,adjective,*)amfiguh/eis,ἀμφιγύεις,adjective,xru/seon,χρύσεος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)mfi\,ἀμφί,preposition,de\,δέ,particle,possi\n,πούς,noun,e)/xen,ἔχω,verb,ptero/enta,πτερόεις,adjective,pe/dila,πέδιλον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)/moisin,ὦμος,noun,de/,δέ,particle,min,μιν,pronoun,a)mfi\,ἀμφί,preposition,mela/ndeton,μελάνδετος,adjective,a)=or,ἄορ,adjective,e)/keito,κεῖμαι,verb,xalke/ou,χάλκεος,adjective,e)k,ἐκ,preposition,telamw=nos,τελαμών,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(\,ὅς,pronoun,d',δέ,particle,w(/s,ὅς,pronoun,te,τε,particle,no/hm',νόημα,noun,e)pota=to,ποτάομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa=n,πᾶς,adjective,de\,δέ,particle,meta/frenon,μετάφρενον,noun,ei)=xe,ἔχω,verb,ka/rh,κάρα,noun,deinoi=o,δεινός,adjective,pelw/rou,πέλωρον,noun,*gorgou=s,Γοργώ,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)mfi\,ἀμφί,preposition,de/,δέ,particle,min,μιν,pronoun,ki/bisis,κίβισις,adjective,qe/e,θέω,verb,qau=ma,θαῦμα,noun,i)de/sqai,εἶδον,verb,a)rgure/h,ἀργύρεος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qu/sanoi,θύσανος,adjective,de\,δέ,particle,kath|wreu=nto,καταιωρέομαι,verb,faeinoi\,φαεινός,adjective,xru/seioi,χρύσεος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deinh\,δεινός,adjective,de\,δέ,particle,peri\,περί,preposition,krota/foisin,κρόταφος,noun,a)/naktos,ἄναξ,noun,kei=t',κέω,verb,*)/aidos,Αἵδης,proper,kune/h,κυνέα,noun,nukto\s,νύξ,adjective,zo/fon,ζόφος,noun,ai)no\n,αἰνός,adjective,e)/xousa,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)to\s,αὐτός,pronoun,de\,δέ,particle,speu/donti,σπεύδω,verb,kai\,καί,conjunction,e)rri/gonti,ῥιγέω,verb,e)oikw\s,ἔοικα,verb,*perseu\s,Περσεύς,proper,*danai/+dhs,Δαναίδαι,proper,e)titai/neto,τιταίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tai\,ὁ,article,de\,δέ,particle,met',μετά,preposition,au)to\n,αὐτός,pronoun,*gorgo/nes,Γοργώ,proper,a)/plhtoi/,ἄπλατος,adjective,te,τε,particle,kai\,καί,conjunction,ou),οὐ,adverb,fatai\,φατός,adjective,e)rrw/onto,ῥώομαι,verb,i(e/menai,ἵημι,verb,mape/ein,μάρπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi\,ἐπί,preposition,de\,δέ,particle,xlwrou=,χλωρός,adjective,a)da/mantos,ἀδάμας,noun,bainouse/wn,βαίνω,verb,i)a/xeske,ἰάχω,verb,sa/kos,σάκκος,noun,mega/lw|,μέγας,adverb,o)rumagdw=|,ὀρυμαγδός,noun,o)ce/a,ὀξύς,adjective,kai\,καί,conjunction,lige/ws,λιγέως,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi\,ἐπί,preposition,de\,δέ,particle,zw/nh|si,ζώνη,noun,dra/konte,δράκων,noun,doiw\,δοιώ,adverb,a)ph|wreu=nt',ἀπαιωρέομαι,verb,e)pikurtw/onte,ἐπικυρτόω,verb,ka/rhna,κάρηνον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
li/xmazon,λιχμάζω,verb,d',δέ,particle,a)/ra,ἄρα,particle,tw/,τῷ,adverb,ge,γε,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
me/nei,μένω,verb,d',δέ,particle,e)xa/rasson,χαράσσω,verb,o)do/ntas,ὀδούς,noun,a)/gria,ἄγριος,adjective,derkome/nw,δέρκομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi\,ἐπί,preposition,de\,δέ,particle,deinoi=si,δεινός,adjective,karh/nois,κάρηνον,noun,*gorgei/ois,Γόργειος,proper,e)donei=to,δονέω,verb,me/gas,μέγας,adverb,*fo/bos,Φόβος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(\,ἕ,pronoun,d',δέ,particle,u(pe\r,ὑπέρ,preposition,au)te/wn,αὐτός,pronoun,a)/ndres,ἀνήρ,noun,e)marna/sqhn,μάρναμαι,verb,polemh/ia,πολεμήιος,adjective,teu/xe',τεῦχος,noun,e)/xontes,ἔχω,verb,toi\,σύ,pronoun,me\n,μέν,particle,u(pe\r,ὑπέρ,preposition,sfete/rhs,σφέτερος,adjective,po/lios,πόλις,adjective,sfete/rwn,σφέτερος,adjective,te,τε,particle,tokh/wn,τοκεύς,noun,loigo\n,λοιγός,noun,a)mu/nontes,ἀμύνω,verb,toi\,σύ,pronoun,de\,δέ,particle,praqe/ein,πέρθω,verb,memaw=tes,μέμαα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polloi\,πολύς,adjective,me\n,μέν,particle,ke/ato,κεῖμαι,verb,ple/ones,πλείων,verb,d',δέ,particle,e)/ti,ἔτι,adverb,dh=rin,δῆρις,noun,e)/xontes,ἔχω,verb,ma/rnanq',μάρναμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(,ὁ,article,de\,δέ,particle,gunai=kes,γυνή,noun,e)udmh/twn,εὔδμητος,adjective,e)pi\,ἐπί,preposition,pu/rgwn,πύργος,noun,xalke/wn,χάλκεος,adjective,o)cu\,ὀξύς,adjective,bo/wn,βάζω,verb,kata\,κατά,preposition,d',δέ,particle,e)dru/ptonto,δρύπτω,verb,pareia/s,παρειά,noun,zwh=|sin,ζωός,adjective,i)/kelai,ἴκελος,adjective,e)/rga,ἔργον,noun,klutou=,κλυτός,adjective,*(hfai/stoio,Ἥφαιστος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/ndres,ἀνήρ,noun,d',δέ,particle,oi(\,ἕ,pronoun,presbh=es,πρεσβεύς,noun,e)/san,εἰμί,verb,gh=ra/s,γῆρας,noun,te,τε,particle,me/marpen,μάρπτω,verb,a)qro/oi,ἀθρόος,adjective,e)/ktosqen,ἔκτοσθε,adverb,pule/wn,πύλη,adjective,e)/san,εἰμί,verb,a)\n,ἄν,particle,de\,δέ,particle,qeoi=si,θεός,noun,xei=ras,χείρ,noun,e)/xon,ἔχω,verb,maka/ressi,μάκαρ,noun,peri\,περί,preposition,sfete/roisi,σφέτερος,adjective,te/kessi,τέκος,noun,deidio/tes,δείδω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi\,σύ,pronoun,d',δέ,particle,au)=te,αὖτε,adverb,ma/xhn,μάχη,noun,e)/xon,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(\,ὅς,pronoun,de\,δέ,particle,met',μετά,preposition,au)tou\s,αὐτός,pronoun,*kh=res,Κήρ,proper,kua/neai,κυάνεος,adjective,leukou\s,λευκός,adjective,a)rabeu=sai,ἀραβέω,verb,o)do/ntas,ὀδούς,noun,deinwpai\,,,blosurai/,βλοσυρός,adjective,te,τε,particle,dafoinai/,,,t',τε,particle,a)/plhtai/,,,te,τε,particle,dh=rin,δῆρις,noun,e)/xon,ἔχω,verb,peri\,περί,preposition,pipto/ntwn,πίπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa=sai,πᾶς,adjective,d',δέ,particle,a)/r',ἄρα,particle,i(/ento,ἵημι,verb,ai(=ma,αἷμα,noun,me/lan,μέλας,adjective,pie/ein,πίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(\n,ὅς,pronoun,de\,δέ,particle,prw=ton,πρότερος,adjective,mema/poien,μάρπτω,verb,kei/menon,κεῖμαι,verb,h)\,ἠέ,conjunction,pi/ptonta,πίπτω,verb,neou/taton,νεούτατος,adjective,a)mfi\,ἀμφί,preposition,me\n,μέν,particle,au)tw=|,αὐτός,pronoun,ba/ll',βάλλω,verb,o)/nuxas,ὄνυξ,noun,mega/lous,μέγας,adverb,yuxh\,ψυχή,noun,d',δέ,particle,*)/aido/sde,Αἵδης,proper,kath=|en,κάτειμι,verb,*ta/rtaron,Τάρταρος,proper,e)s,εἰς,preposition,kruo/enq',κρυόεις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(\,ὅς,pronoun,de\,δέ,particle,fre/nas,φρήν,noun,eu)=t',εὖτε,conjunction,a)re/santo,ἀρέσκω,verb,ai(/matos,αἷμα,noun,a)ndrome/ou,ἀνδρόμεος,adjective,to\n,ὁ,article,me\n,μέν,particle,r(i/ptaskon,ῥίπτω,verb,o)pi/ssw,ὀπίσσω,adverb,a)\y,ἄψ,adverb,d',δέ,particle,o(/madon,ὅμαδος,noun,kai\,καί,conjunction,mw=lon,μῶλος,noun,e)qu/neon,θυνέω,verb,au)=tis,αὖθις,adverb,i)ou=sai,εἶμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*klwqw\,Κλωθώ,proper,kai\,καί,conjunction,*la/xesi/s,Λάχεσις,proper,sfin,σφεῖς,pronoun,e)fe/stasan,ἐφίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(\,ὅς,pronoun,me\n,μέν,particle,u(fh/sswn,ὑφήσσων,adjective,*)atropos,,,ou)/,οὐ,adverb,ti,τις,pronoun,pe/len,πέλω,verb,mega/lh,μέγας,adverb,qeo/s,θεός,noun,a)ll',ἀλλά,adverb,a)/ra,ἄρα,particle,h(/,ὅς,pronoun,ge,γε,particle,tw=n,ὁ,article,ge,γε,particle,me\n,μέν,particle,a)lla/wn,ἄλλος,adjective,proferh/s,προφερής,adverb,t',τε,particle,h)=n,εἰμί,verb,presbuta/th,πρέσβυς,noun,te,τε,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa=sai,πᾶς,adjective,d',δέ,particle,a)mf',ἀμφί,preposition,e(ni\,εἷς,adjective,fwti\,φάος,adjective,ma/xhn,μάχη,noun,drimei=an,δριμύς,adjective,e)/qento,τίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deina\,δεινός,adjective,d',δέ,particle,e)s,εἰς,preposition,a)llh/las,ἀλλήλων,pronoun,dra/kon,δέρκομαι,verb,o)/mmasi,ὄμμα,noun,qumh/nasai,θυμαίνω,verb,e)n,ἐν,preposition,d',δέ,particle,o)/nuxas,ὄνυξ,noun,xei=ra/s,χείρ,noun,te,τε,particle,qrasei/as,θρασύς,adjective,i)sw/santo,ἰσόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa\r,παρά,preposition,d',δέ,particle,*)axlu\s,Ἀχλύς,proper,ei(sth/kei,ἵστημι,verb,e)pismugerh/,ἐπισμυγερός,adverb,te,τε,particle,kai\,καί,conjunction,ai)nh/,αἰνός,adjective,xlwrh\,χλωρός,adjective,a)ustale/h,αὐσταλέος,adjective,limw=|,λιμός,noun,katapepthui=a,καταπίπτω,verb,gounopaxh/s,γουνοπαχής,adjective,makroi\,μακρός,adjective,d',δέ,particle,o)/nuxes,ὄνυξ,noun,xei/ressin,χείρ,noun,u(ph=san,ὕπειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=s,ὁ,article,e)k,ἐκ,preposition,me\n,μέν,particle,r(inw=n,ῥίνη,noun,mu/cai,μύξα,noun,r(e/on,ῥέω,verb,e)k,ἐκ,preposition,de\,δέ,particle,pareiw=n,παρείας,noun,ai(=m',αἷμα,noun,a)pelei/bet',ἀπολείβω,verb,e)/raz',ἔραζε,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(\,ὅς,pronoun,d',δέ,particle,a)/plhton,ἄπλατος,adjective,sesarui=a,σαίρω,verb,ei(sth/kei,ἵστημι,verb,pollh\,πολύς,adjective,de\,δέ,particle,ko/nis,κόνις,noun,katenh/noqen,κατενήνοθε,verb,w)/mous,ὦμος,noun,da/krusi,δάκρυον,noun,mudale/h,μυδαλέος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
para\,παρά,preposition,d',δέ,particle,eu)/purgos,εὔπυργος,adjective,po/lis,πόλις,adjective,a)ndrw=n,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xru/seiai,χρύσεος,adjective,de/,δέ,particle,min,μιν,pronoun,ei)=xon,ἔχω,verb,u(perquri/ois,ὑπερθύριον,adjective,a)rarui=ai,ἀραρίσκω,verb,e(pta\,ἑπτά,noun,pu/lai,πύλη,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi\,σύ,pronoun,d',δέ,particle,a)/ndres,ἀνήρ,noun,e)n,ἐν,preposition,a)glai/+h|s,,,te,τε,particle,xoroi=s,χορός,noun,te,τε,particle,te/ryin,τέρψις,noun,e)/xon,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi\,σύ,pronoun,me\n,μέν,particle,ga\r,γάρ,particle,e)ussw/trou,εὔσωτρος,adjective,e)p',ἐπί,preposition,a)ph/nhs,ἀπήνη,noun,h)/gont',ἄγω,verb,a)ndri\,ἀνδρίς,noun,gunai=ka,γυνή,noun,polu\s,πολύς,adjective,d',δέ,particle,u(me/naios,ὑμέναιος,noun,o)rw/rei,ὄρνυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
