word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/14/lemma/@_entry,word/14/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS
ta\s,ὁ,article,me/ntoi,μέντοι,particle,polutropi/as,πολυτροπία,noun,ta\s,ὁ,article,e)n,ἐν,preposition,e(ka/sth|,ἕκαστος,adjective,tw=n,ὁ,article,nou/swn,νόσος,noun,kai\,καί,conjunction,th\n,ὁ,article,polusxidi/hn,πολυσχιδία,noun,au)te/wn,αὐτός,pronoun,ou)k,οὐ,adverb,h)gno/eon,ἀγνοέω,verb,e)/nioi,,,,,,,,,,,,,,,,,,,,,,ἔνιοι,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou\s,ὁ,article,de\,δέ,particle,a)riqmou\s,ἀριθμός,adjective,e(ka/stou,ἕκαστος,adjective,tw=n,ὁ,article,noushma/twn,,,sa/fa,σάφα,adverb,fra/zein,φράζω,verb,e)qe/lontes,ἐθέλω,verb,ou)k,οὐ,adverb,o)rqw=s,ὀρθός,adjective,e)/grayan,γράφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh\,μή,conjunction,ga\r,γάρ,particle,ou)k,οὐ,adverb,eu)ari/qmhton,εὐαρίθμητος,adjective,ei)/h,ἀίω,verb,ei),εἰ,conjunction,toute/w|,,,tis,τις,pronoun,shmanei=tai,σημαίνω,verb,th\n,ὁ,article,tw=n,ὁ,article,kamno/ntwn,κάμνω,verb,nou=son,νόσος,noun,tw=|,ὁ,article,e(/teron,e(te/rou,ἕτερος,adjective,diafe/rein,διαφέρω,verb,ti,τις,pronoun,kai\,καί,conjunction,h)\n,ἐάν,conjunction,mh\,μή,conjunction,twu)to\,αὐτός,pronoun,ἕτερος,adjective,nou/shma,,,doke/h|,δοκέω,verb,ei)=nai,εἰμί,verb,mh\,μή,conjunction,twu)to\,αὐτός,pronoun,ou)/noma,ὄνομα,adjective,e)/xein,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)moi\,ἐγώ,pronoun,d',δέ,particle,a(nda/nei,ἁνδάνω,verb,me\n,μέν,particle,e)n,ἐν,preposition,pa/sh|,πᾶς,adjective,th=|,ὁ,article,te/xnh|,τέχνη,noun,prose/xein,προσέχω,verb,to\n,ὁ,article,no/on,νόος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,o(ko/sa,ὁπόσος,adjective,e)/rga,ἔργον,noun,kalw=s,καλός,noun,e)/xei,ἔχω,verb,h)\,ἠέ,conjunction,o)rqw=s,ὀρθός,adjective,kalw=s,καλός,noun,e(/kasta,ἕκαστος,adjective,xrh\,χρή,verb,poie/ein,ποιέω,verb,kai\,καί,conjunction,o)rqw=s,ὀρθός,adjective,kai\,o(ko/sa,ὁπόσος,adjective,taxe/ws,ταχέως,adverb,e)/rga,ἔργον,noun,taxe/ws,ταχέως,adverb,kai\,καί,conjunction,o(ko/sa,ὁπόσος,adjective,kaqari/ws,καθάρειος,adjective,καί,conjunction,kaqari/ws,καθάρειος,adjective,kai\,καί,conjunction,o(ko/sa,ὁπόσος,adjective,a)nwdu/nws,ἀνώδυνος,adjective,diaxeiri/zesqai,διαχειρίζω,verb,w(s,ὡς,conjunction,a)nwdunw/tata,ἀνώδυνος,adjective,poie/ein,ποιέω,verb,kai\,καί,conjunction,ta)/lla,ἄλλος,adjective,pa/nta,πᾶς,adjective,ta\,ὁ,article,toiouto/tropa,τοιουτότροπος,adjective,diafero/ntws,διαφερόντως,adverb,tw=n,ὁ,article,pe/las,πέλας,adverb,e)pi\,ἐπί,preposition,to\,ὁ,article,be/ltion,βελτίων,adverb,poie/ein,ποιέω,verb,xrh/,χρή,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma/lista,μάλιστα,adverb,d',δέ,particle,a)\n,ἄν,particle,e)paine/saimi,ἐπαινέω,verb,i)htro\n,ἰατρός,noun,o(/stis,ὅστις,pronoun,e)n,ἐν,preposition,toi=sin,ὁ,article,o)ce/si,ὀξύς,adjective,noush/masin,,,a(\,ὅς,pronoun,tou\s,ὁ,article,plei/stous,πλεῖστος,adjective,tw=n,ὁ,article,a)nqrw/pwn,ktei/nei,κτείνω,verb,e)n,ἐν,preposition,toute/oisi,,,diafe/rwn,διαφέρω,verb,ti,τις,pronoun,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,ἄνθρωπος,noun,ei)/h,ἀίω,verb,e)pi\,ἐπί,preposition,to\,ὁ,article,be/ltion,βελτίων,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/sti,εἰμί,verb,de\,δέ,particle,tau=ta,οὗτος,pronoun,o)ce/a,ὀξύς,adjective,o(koi=a,ὁποῖος,adjective,w)no/masan,ὀνομάζω,verb,oi(,ὁ,article,a)rxai=oi,ἀρχαῖος,adjective,pleuri=tin,πλευρῖτις,noun,kai\,καί,conjunction,peripleumoni/hn,περιπλευμονία,noun,kai\,καί,conjunction,freni=tin,φρενῖτις,noun,kai\,καί,conjunction,lh/qargon,kai\,καί,conjunction,kau=son,καίω,verb,kai\,καί,conjunction,ta)/lla,ἄλλος,adjective,noush/mata,,,o(ko/sa,ὁπόσος,adjective,toute/wn,οὗτος,pronoun,λήθαργος,adjective,e)xo/mena/,ἔχω,verb,e)stin,εἰμί,verb,w(=n,ὅς,pronoun,oi(,ὁ,article,puretoi\,πυρετός,noun,to\,ὁ,article,e)pi/pan,ἐπίπαν,adverb,cunexe/es,συνεχής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/tan,ὅταν,conjunction,ga\r,γάρ,particle,mh\,μή,conjunction,loimw/deos,λοιμώδης,adverb,nou/sou,νόσος,noun,tro/pos,τρόπος,noun,tis,τις,pronoun,koino\s,κοινός,adjective,e)pidhmh/sh|,ἐπιδήμησις,noun,a)lla\,ἀλλά,adverb,spora/dees,,,e)/wsin,εἰμί,verb,ai(,ὁ,article,nou=soi,νόσος,noun,kai\,paraplh/sioi,παραπλήσιος,adjective,u(po\,ὑπό,preposition,toute/wn,οὗτος,pronoun,tw=n,ὁ,article,noushma/twn,,,a)poqnh/skousi,ἀποθνήσκω,verb,ma=llon,μᾶλλον,adverb,καί,conjunction,h)\,ἠέ,conjunction,u(po\,ὑπό,preposition,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,tw=n,ὁ,article,cumpa/ntwn,σύμπας,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,me\n,μέν,particle,ou)=n,οὖν,particle,i)diw=tai,ἰδιώτης,noun,ou),οὐ,adverb,ka/rta,κάρτα,adverb,gignw/skousi,γιγνώσκω,verb,tou\s,ὁ,article,e)s,εἰς,preposition,tau=ta,οὗτος,pronoun,diafe/rontas,διαφέρω,verb,tw=n,ὁ,article,pe/las,πέλας,adverb,e(teroi/wn,ἑτεροῖος,adjective,te,ma=llon,μᾶλλον,adverb,i)hma/twn,ἴαμα,noun,e)paine/tai,ἐπαινέτης,noun,kai\,καί,conjunction,ye/ktai,ψέκτης,noun,ei)si/n,εἰμί,verb,,,,τε,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peita,ἔπειτα,adverb,me/ga,μέγας,adverb,shmei=on,σημεῖον,noun,to/de,ὅδε,pronoun,o(/ti,ὅστις,pronoun,oi(,ὁ,article,dhmo/tai,δημότης,noun,a)cunetw/tatoi,ἀσύνετος,adjective,au)toi\,αὐτός,pronoun,e(wutw=n,ἑαυτοῦ,pronoun,peri\,περί,preposition,toute/wn,οὗτος,pronoun,tw=n,ὁ,article,noushma/twn,,,ei)si\n,w(/s,ὡς,conjunction,melethte/a,μελετητέος,adjective,ei)=nai,εἰμί,verb,,,,,,,,,,,,,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,ga\r,γάρ,particle,mh\,μή,conjunction,i)htroi\,ἰατρός,noun,i)htroi\,ἰατρός,noun,doke/ousin,δοκέω,verb,ei)=nai,εἰμί,verb,ma/lista,μάλιστα,adverb,dia\,διά,preposition,tau/tas,οὗτος,pronoun,ta\s,ὁ,article,nou/sous,νόσος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*rhi/+dion,,,ga\r,γάρ,particle,ta\,ὁ,article,o)no/mata,ὄνομα,adjective,e)kmanqa/nein,ἐκμανθάνω,verb,o(koi=a,ὁποῖος,adjective,neno/mistai,νομίζω,verb,prosfe/resqai,προσφέρω,verb,pro\s,πρός,preposition,tou\s,ὁ,article,ta\,ὁ,article,toiau=ta,τοιοῦτος,adjective,ka/mnontas,κάμνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,ga\r,γάρ,particle,o)noma/sh|,ὀνομάζω,verb,tis,τις,pronoun,ptisa/nhs,πτισάνης,noun,te,τε,particle,xulo\n,χυλός,noun,kai\,καί,conjunction,oi)=non,οἶνον,noun,toi=on,τοῖος,adjective,h)\,ἠέ,conjunction,toi=on,τοῖος,adjective,kai\,καί,conjunction,meli/krhton,μελίκρητον,noun,a(/panta,toi=si,ὁ,article,dhmo/th|si,δημότης,noun,doke/ousin,δοκέω,verb,oi(,ὁ,article,i)htroi\,ἰατρός,noun,tau=ta,οὗτος,pronoun,le/gein,λέγω,verb,ἅπας,adjective,oi(/,ἕ,pronoun,te,τε,particle,belti/ous,βελτίων,adverb,kai\,καί,conjunction,oi(,ὁ,article,xei/rous,χείρων,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,ou)x,οὐ,adverb,ou(/tws,οὕτως,adverb,e)/xei,ἔχω,verb,a)ll',ἀλλά,adverb,e)n,ἐν,preposition,toute/oisi,,,dh\,δή,particle,kai\,καί,conjunction,pa/nu,πάνυ,adverb,me/ga,μέγας,adverb,diafe/rousin,διαφέρω,verb,e(/teroi,ἕτερος,adjective,e(te/rwn,,,,,,,,,,,,,,,,,,,,,,ἕτερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doke/ei,δοκέω,verb,de/,δέ,particle,moi,ἐγώ,pronoun,a)/cia,ἄξιος,adjective,grafh=s,γραφεύς,noun,ei)=nai,εἰμί,verb,tau=ta,οὗτος,pronoun,ma/lista,μάλιστα,adverb,o(ko/sa,ὁπόσος,adjective,te,τε,particle,a)katama/qhta/,ἀκαταμάθητος,adjective,e)sti,εἰμί,verb,toi=sin,τίς,pronoun,i)htroi=sin,ἰατρός,noun,e)pi/kaira,e)o/nta,εἰμί,verb,ei)de/nai,οἶδα,verb,kai\,καί,conjunction,o(ko/sa,ὁπόσος,adjective,mega/las,μέγας,adverb,w)felei/as,ὠφέλεια,noun,fe/rei,φέρω,verb,ἐπίκαιρος,adjective,h)\,ἠέ,conjunction,mega/las,μέγας,adverb,bla/bas,βλάβη,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)katama/qhta,ἀκαταμάθητος,adjective,me\n,μέν,particle,ou)=n,οὖν,particle,ta/de,ὅδε,pronoun,e)sti/,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dia\,διά,preposition,ti/,τίς,pronoun,a)/ra,ἄρος,adjective,e)n,ἐν,preposition,th=|sin,ὁ,article,o)cei/h|si,ὀξύς,adjective,nou/soisin,νόσος,noun,oi(,ὁ,article,me\n,μέν,particle,tw=n,ὁ,article,i)htrw=n,ἰατρός,noun,a(/panta,ἅπας,adjective,to\n,ὁ,article,ai)w=na,αἰών,noun,diateleu=si,ptisa/nas,πτισάνης,noun,dido/ntes,δίδωμι,verb,a)dihqh/tous,ἀδιήθητος,adjective,kai\,καί,conjunction,nomi/zousin,νομίζω,verb,o)rqw=s,ὀρθός,adjective,i)htreu/ein,,,διατελέω,verb,oi(,ἕ,pronoun,de/,δέ,particle,tines,τις,pronoun,peri\,περί,preposition,panto\s,πᾶς,adjective,poie/ontai,ποιέω,verb,o(/kws,ὅπως,conjunction,kriqh\n,κριθή,noun,mhdemi/hn,μηδείς,pronoun,katapi/h|,καταφίημι,verb,o(,ὁ,article,ka/mnwnmega/lhn,,,ga\r,γάρ,particle,bla/bhn,βλάβος,noun,h(geu=ntai,ἡγέομαι,verb,ei)=nai),εἰμί,verb,a)lla\,ἀλλά,adverb,di',διά,preposition,o)qoni/ou,ὀθόνιον,noun,dihqeu=ntes,διηθέω,verb,to\n,ὁ,article,xulo\n,χυλός,noun,dido/asin,δίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,d',δέ,particle,au)=,αὖ,interjection,tines,τις,pronoun,au)te/wn,αὐτός,pronoun,ou)/t',οὔτε,adverb,a)\n,ἄν,particle,ptisa/nhn,πτισάνης,noun,paxei/hn,,,doi=en,δίδωμι,verb,ou)/te,οὔτε,adverb,xulo/n,χυλός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,me\n,μέν,particle,me/xris,μέχρι,preposition,a)\n,ἄν,particle,e(bdomai=os,ἑβδομαῖος,adjective,ge/nhtai,γίγνομαι,verb,o(,ὁ,article,ka/mnwn,κάμνω,verb,oi(,ὁ,article,de\,δέ,particle,kai\,καί,conjunction,dia\,διά,preposition,te/leos,τέλος,noun,a)/xri\s,ἄχρι,adverb,a)\n,kriqh=|,κρίνω,verb,h(,ὁ,article,nou=sos,νόσος,noun,,,,,,,,,,,,,ἄν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma/la,μάλα,adverb,me\n,μέν,particle,o,,,n,,,ou)de\,οὐδέ,particle,proba/llesqai,προβάλλω,verb,ta\,ὁ,article,toiau=ta,τοιοῦτος,adjective,zhth/mata,ζήτημα,noun,ei)qisme/noi,ἐθίζω,verb,ei)si\n,εἰμί,verb,oi(,ὁ,article,i)htroi/,ἰατρός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)/sws,ἴσως,adverb,de\,δέ,particle,ou)de\,οὐδέ,particle,proballo/mena,προβάλλω,verb,eu(ri/sketai,εὑρίσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,diabolh/n,διαβολή,noun,ge,γε,particle,e)/xei,ἔχω,verb,o(/lh,ὅλος,adjective,h(,ὁ,article,te/xnh,τέχνη,noun,pro\s,πρός,preposition,tw=n,ὁ,article,dhmote/wn,δημότης,noun,mega/lhn,μέγας,adverb,w(s,ὡς,conjunction,mhde\,μηδέ,particle,doke/ein,δοκέω,verb,o(/lws,i)htrikh\n,ἰατρικός,adjective,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,ὅλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
