word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/63/lemma/@_entry,word/63/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS
pai=s,πᾶς,adjective,de\,δέ,particle,h)=n,εἰμί,verb,o(,ὁ,article,*kairo\s,Καιρός,proper,h(bw=n,ἡβάω,verb,e)k,ἐκ,preposition,kefalh=s,κεφαλή,noun,e)s,εἰς,preposition,po/das,πούς,noun,e)panorqw=n,ἐπανορθόω,verb,to\,ὁ,article,th=s,ὁ,article,h(/bhs,ἥβη,noun,a)/nqos,ἄνθος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=n,εἰμί,verb,de\,δέ,particle,th\n,ὁ,article,me\n,μέν,particle,o)/yin,ὄψις,noun,w(rai=os,ὡραῖος,adjective,sei/wn,σείω,verb,i)/oulon,ἴουλος,adjective,kai\,καί,conjunction,zefu/rw|,Ζέφυρος,proper,tina/ssein,τινάσσω,verb,pro\s,πρός,preposition,o(\,ὅς,pronoun,bou/loito,βούλομαι,verb,katalei/pwn,καταλιμπάνω,verb,th\n,ὁ,article,ko/mhn,κόμη,noun,a)/neton,ἄνω,verb,th\n,ὁ,article,de\,δέ,particle,xro/an,χροιά,adjective,ei)=xen,ἔχω,verb,a)nqhra\n,ἀνθηρός,adjective,th=|,ὁ,article,lamphdo/ni,λαμπηδών,noun,tou=,ὁ,article,sw/matos,σῶμα,adjective,ta\,ὁ,article,a)/nqh,ἄνθη,noun,dhlw=n,δηλόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=n,εἰμί,verb,de\,δέ,particle,*dionu/sw|,Διόνυσος,proper,kata\,κατά,preposition,to\,ὁ,article,plei=ston,πλεῖστος,adjective,e)mferh/s,ἐμφερής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,me/twpa,μέτωπον,noun,xa/risin,χάρις,noun,e)/stilben,στίλβω,verb,ai(,ὁ,article,pareiai\,παρειά,noun,de\,δέ,particle,au)tw=|,αὐτός,pronoun,ei)s,εἰς,preposition,a)/nqos,ἄνθος,adjective,e)reuqo/menai,ἐρεύθω,verb,neoth/sion,νεοτήσιος,adjective,w(rai/zonto,ὡραίζω,verb,e)piba/llousai,ἐπιβάλλω,verb,toi=s,ὁ,article,o)/mmasin,ὄμμα,noun,a(palo\n,ἁπαλός,adjective,e)ru/qhma,ἐρύθημα,noun,ei(sth/kei,ἵστημι,verb,de\,δέ,particle,e)pi/,ἐπί,preposition,tinos,τις,pronoun,sfai/ras,σφαῖρα,noun,e)p',ἐπί,preposition,a)/krwn,ἄκρον,noun,tw=n,ὁ,article,tarsw=n,ταρσός,noun,bebhkw\s,βαίνω,verb,e)pterwme/nos,πτερόω,verb,tw\,ὁ,article,po/de,πούς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pefu/kei,φύω,verb,de\,δέ,particle,ou),οὐ,adverb,nenomisme/nws,νενομισμένως,adverb,h(,ὁ,article,qri/c,θρίξ,noun,a)ll',ἀλλά,adverb,h(,ὁ,article,me\n,μέν,particle,ko/mh,κόμη,noun,kata\,κατά,preposition,tw=n,ὁ,article,o)fru/wn,ὀφρύς,noun,e)fe/rpousa,ἐφέρπω,verb,tai=s,ὁ,article,pareiai=s,παρειά,noun,e)pe/seie,ἐφέζομαι,verb,to\n,ὁ,article,bo/struxon,βόστρυχος,noun,ta\,ὁ,article,de\,δέ,particle,o)/pisqen,ὄπισθεν,adverb,h)=n,εἰμί,verb,tou=,ὁ,article,*kairou=,Καιρός,proper,ploka/mwn,πλόκαμος,noun,e)leu/qera,ἐλεύθερος,adjective,mo/nhn,μόνος,adjective,th\n,ὁ,article,e)k,ἐκ,preposition,gene/sews,γένεσις,noun,bla/sthn,βλάστη,noun,e)pifai/nonta,ἐπιφαίνω,verb,th=s,ὁ,article,trixo/s,θρίξ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(mei=s,ἐγώ,pronoun,me\n,μέν,particle,ou)=n,οὖν,particle,a)fasi/a|,ἀφασία,noun,plhge/ntes,πλήσσω,verb,pro\s,πρός,preposition,th\n,ὁ,article,qe/an,θέα,noun,ei(sth/keimen,,,to\n,ὁ,article,xalko\n,χαλκός,noun,o(rw=ntes,ὁράω,verb,e)/rga,ἔργον,noun,fu/sews,φύσις,noun,mhxanw/menon,μηχανάομαι,verb,kai\,καί,conjunction,th=s,ὁ,article,oi)kei/as,οἰκεῖος,adjective,e)kbai/nonta,ἐκβαίνω,verb,ta/cews,τάξις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xalko\s,χαλκός,noun,me\n,μέν,particle,ga\r,γάρ,particle,w)\n,εἰμί,verb,h)ruqrai/neto,ἐρυθραίνομαι,verb,sklhro\s,σκληρός,adjective,de\,δέ,particle,w)\n,εἰμί,verb,th\n,ὁ,article,fu/sin,φύσις,noun,diexei=to,διαχέω,verb,malakw=s,μαλακός,adjective,ei)/kwn,εἴκω,verb,th=|,ὁ,article,te/xnh|,τέχνη,noun,pro\s,πρός,preposition,o(\,ὅς,pronoun,bou/loito,βούλομαι,verb,spani/zwn,σπανίζω,verb,de\,δέ,particle,ai)sqh/sews,αἴσθησις,noun,zwtikh=s,ζωτικός,adjective,e)/noikon,ἔνοικος,adjective,e)/xein,ἔχω,verb,e)pistou=to,πιστόω,verb,th\n,ὁ,article,ai)/sqhsin,αἴσθησις,noun,kai\,καί,conjunction,o)/ntws,ὄντως,adverb,e)sth/rikto,στηρίζω,verb,pa/gion,πάγιος,adjective,to\n,ὁ,article,tarso\n,ταρσός,noun,e)rei/sas,ἐρείδω,verb,e(stw\s,ἵστημι,verb,de\,δέ,particle,o(rmh=s,ὁρμή,noun,e)cousi/an,ἐξουσία,noun,e)/xein,ἔχω,verb,e)dei/knuto,δείκνυμι,verb,kai/,καί,conjunction,sou,σύ,pronoun,to\n,ὁ,article,o)fqalmo\n,ὀφθαλμός,noun,h)pa/ta,ἀπατάω,verb,w(s,ὡς,conjunction,kai\,καί,conjunction,th=s,ὁ,article,ei)s,εἰς,preposition,to\,ὁ,article,pro/sw,πρόσω,adverb,kurieu/wn,κυριεύω,verb,fora=s,φορά,noun,kai\,καί,conjunction,para\,παρά,preposition,tou=,ὁ,article,dhmiourgou=,δημιουργός,noun,labw\n,λαμβάνω,verb,kai\,καί,conjunction,th\n,ὁ,article,a)e/rion,ἀέριος,adjective,lh=cin,λῆξις,noun,te/mnein,τέμνω,verb,ei),bou/loito,βούλομαι,verb,tai=s,ὁ,article,pte/ruci,πτέρυξ,adjective,,,,,,,,,,,,,,,,εἰ,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to\,ὁ,article,me\n,μέν,particle,h(mi=n,ἐγώ,pronoun,qau=ma,θαῦμα,noun,toiou=ton,τοιοῦτος,adjective,h)=n,εἰμί,verb,ei(=s,εἷς,adjective,de/,δέ,particle,tis,τις,pronoun,tw=n,ὁ,article,peri\,περί,preposition,ta\s,ὁ,article,te/xnas,τέχνη,noun,sofw=n,σοφός,adjective,kai\,καί,conjunction,ei)do/twn,οἶδα,verb,su\n,σύν,preposition,ai)sqh/sei,αἴσθησις,noun,texnikwte/ra|,τεχνικός,adjective,ta\,ὁ,article,tw=n,ὁ,article,dhmiourgw=n,δημιουργός,noun,a)nixneu/ein,ἀνιχνεύω,verb,qau/mata,θαῦμα,noun,kai\,καί,conjunction,logismo\n,λογισμός,noun,e)ph=ge,ἐπάγω,verb,tw=|,ὁ,article,texnh/mati,τέχνημα,noun,th\n,ὁ,article,tou=,ὁ,article,kairou=,καιρός,noun,du/namin,δύναμις,adjective,e)n,ἐν,preposition,th=|,ὁ,article,te/xnh|,τέχνη,noun,swzome/nhn,σώζω,verb,e)chgou/menos,ἐξηγέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,pte/rwma,πτέρωμα,noun,tw=n,ὁ,article,tarsw=n,ταρσός,noun,ai)ni/ttesqai,αἰνίσσομαι,verb,th\n,ὁ,article,o)cu/thta,ὀξύτης,noun,kai\,καί,conjunction,w(s,ὡς,conjunction,to\n,ὁ,article,polu\n,πολύς,adjective,a)neli/ttwn,ἀνελίσσω,verb,ai)w=na,αἰών,noun,fe/retai,φέρω,verb,tai=s,ὁ,article,w(/rais,ὥρα,adjective,e)poxou/menos,ἐποχέομαι,verb,th\n,ὁ,article,de\,δέ,particle,e)panqou=san,ἐπανθέω,verb,w(/ran,ὥρα,adjective,o(/ti,ὅστις,pronoun,pa=n,πᾶς,adjective,eu)/kairon,εὔκαιρος,adjective,to\,ὁ,article,w(rai=on,ὡραῖος,adjective,kai\,καί,conjunction,mo/nos,μόνος,adjective,ka/llous,κάλλος,noun,dhmiourgo\s,δημιουργός,noun,o(,ὁ,article,kairo/s,καιρός,noun,to\,ὁ,article,de\,δέ,particle,a)phnqhko\s,ἀπανθέω,verb,a(/pan,ἅπας,adjective,e)/cw,ἔξω,adverb,th=s,ὁ,article,kairou=,καιρός,noun,fu/sews,φύσις,noun,th\n,ὁ,article,de\,δέ,particle,kata\,κατά,preposition,tou=,ὁ,article,metw/pou,μέτωπον,noun,ko/mhn,κόμη,noun,o(/ti,ὅστις,pronoun,prosio/ntos,πρόσειμι,verb,me\n,μέν,particle,au)tou=,αὐτός,pronoun,labe/sqai,λαμβάνω,verb,r(a/|dion,ῥαίδιον,noun,parelqo/ntos,παρέρχομαι,verb,de\,δέ,particle,h(,ὁ,article,tw=n,ὁ,article,pragma/twn,πρᾶγμα,noun,a)kmh\,ἀκμή,noun,sunece/rxetai,συνεξέρχομαι,verb,kai\,καί,conjunction,ou)k,οὐ,adverb,e)/stin,o)ligwrhqe/nta,ὀλιγωρέω,verb,labei=n,λαμβάνω,verb,to\n,ὁ,article,kairo/n,καιρός,noun,,,,,,,,,,,,,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,tw=|,ὁ,article,*(elikw=ni,Ἑλικών,proper,te/menos,τέμενος,noun,de\,δέ,particle,tw=n,ὁ,article,*mousw=n,Μοῦσα,proper,skiero\n,σκιερός,adjective,o(,ὁ,article,xw=ros,χῶρος,noun,para\,παρά,preposition,tou\s,ὁ,article,*)olmeiou=,,,tou=,ὁ,article,potamou=,ποταμός,noun,r(u/akas,ῥύαξ,adjective,kai\,καί,conjunction,th\n,ὁ,article,i)oeide/a,ἰοειδής,adjective,*phga/sou,Πήγασος,proper,krh/nhn,κρήνη,noun,*)orfe/ws,Ὀρφεύς,adverb,a)/galma,ἄγαλμα,noun,tou=,ὁ,article,th=s,ὁ,article,*kallio/phs,Καλλιόπη,proper,para\,παρά,preposition,ta\s,ὁ,article,*mou/sas,Μοῦσα,proper,ei(sth/kei,ἵστημι,verb,i)dei=n,εἶδον,verb,me\n,μέν,particle,ka/lliston,καλός,noun,o(,ὁ,article,ga\r,γάρ,particle,xalko\s,χαλκός,noun,th=|,ὁ,article,te/xnh|,τέχνη,noun,sunape/tikte,ἀποτίκτω,verb,to\,ὁ,article,ka/llos,κάλλος,noun,th=|,ὁ,article,tou=,ὁ,article,sw/matos,σῶμα,adjective,a)glai/a|,ἀγλαία,noun,to\,ὁ,article,mousiko\n,μουσικός,adjective,sunepishmai/nwn,,,th=s,ὁ,article,yuxh=s,ψυχή,noun,e)ko/smei,κοσμέω,verb,de\,δέ,particle,au)to\n,αὐτός,pronoun,tia/ra,τιάρα,adjective,*persikh\,Περσικός,adjective,xrusw=|,χρυσός,noun,kata/stiktos,κατάστικτος,adjective,a)po\,ἀπό,preposition,korufh=s,κορυφή,noun,ei)s,εἰς,preposition,u(/yos,ὕψος,noun,a)ne/xousa,ἀνέχω,verb,xitw\n,χιτών,adjective,de\,e)c,ἐκ,preposition,w)/mwn,ὦμος,noun,a)pago/menos,ἀπάγω,verb,ei)s,εἰς,preposition,po/das,πούς,noun,telamw=ni,τελαμών,noun,xruse/w|,χρύσεος,adjective,kata\,κατά,preposition,δέ,particle,tw=n,ὁ,article,ste/rnwn,στέρνον,noun,e)sfi/ggeto,σφίγγω,verb,ko/mh,κόμη,noun,de\,δέ,particle,ou(/tws,οὕτως,adverb,h)=n,εἰμί,verb,eu)anqh\s,εὐανθής,adjective,kai\,καί,conjunction,zwtiko\n,ζωτικός,adjective,e)pishmai/nousa,ἐπισημαίνω,verb,kai\,καί,conjunction,e)/mpnoun,ἔμπνους,adjective,w(s,ὡς,conjunction,a)pata=n,ἀπατάω,verb,th\n,ὁ,article,ai)/sqhsin,αἴσθησις,noun,o(/ti,ὅστις,pronoun,kai\,καί,conjunction,pro\s,πρός,preposition,ta\s,ὁ,article,zefu/rou,Ζέφυρος,proper,pnoa\s,πνοή,noun,seiome/nh,σείω,verb,donei=tai,δονέω,verb
h(,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,e)pauxe/nios,ἐπαυχένιος,adjective,kata\,κατά,preposition,nw/tou,νῶτον,noun,xuqei=sa,χέω,verb,h(,ὁ,article,de\,δέ,particle,tai=s,ὁ,article,o)fru/sin,ὀφρύς,noun,a)/nwqen,ἄνωθεν,adverb,disxidh\s,δισχιδής,adverb,e)pibai/nousa,ἐπιβαίνω,verb,kaqara\s,καθαρός,adjective,tw=n,ὁ,article,o)mma/twn,ὄμμα,noun,e)/faine,φαίνω,verb,ta\s,ὁ,article,bola/s,βολή,noun,to\,ὁ,article,pe/dilon,πέδιλον,noun,de\,δέ,particle,au)tw=|,αὐτός,pronoun,canqota/tw|,ξανθός,adjective,xrusw=|,χρυσός,noun,kath/nqisto,κατανθίζω,verb,kai\,καί,conjunction,pe/plos,πέπλος,noun,kata\,κατά,preposition,nw/tou,νῶτον,noun,a)/netos,ἄνετος,adjective,ei)s,εἰς,preposition,sfuro\n,σφυρόν,noun,kath/|ei,κάτειμι,verb,metexeiri/zeto,μεταχειρίζω,verb,de\,δέ,particle,th\n,ὁ,article,lu/ran,λύρα,adjective,h(,ὁ,article,de\,δέ,particle,i)sari/qmous,ἰσάριθμος,adjective,tai=s,ὁ,article,*mou/sais,Μοῦσα,proper,e)ch=pto,ἐξάπτω,verb,tou\s,ὁ,article,fqo/ggous,φθόγγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,ga\r,γάρ,particle,xalko\s,χαλκός,noun,kai\,καί,conjunction,neura\s,νευρή,adjective,u(pekri/neto,ὑποκρίνομαι,verb,kai\,καί,conjunction,pro\s,πρός,preposition,th\n,ὁ,article,e(ka/stou,ἕκαστος,adjective,mi/mhsin,μίμησις,noun,a)llatto/menos,ἀλλάσσω,verb,peiqhni/ws,,,u(ph/geto,ὑπάγω,verb,mikrou=,μικρός,adjective,kai\,καί,conjunction,pro\s,πρός,preposition,au)th\n,αὐτός,pronoun,th\n,ὁ,article,h)xh\n,ἠχή,noun,tw=n,ὁ,article,fqo/ggwn,φθόγγος,noun,fwnh/eis,φωνήεις,adjective,gino/menos,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(po\,ὑπό,preposition,de\,δέ,particle,tw=n,ὁ,article,podw=n,πούς,noun,th\n,ὁ,article,ba/sin,βάσις,adjective,ou)k,οὐ,adverb,ou)rano\s,οὐρανός,noun,h)=n,εἰμί,verb,tupwqei/s,τυπόω,verb,ou)de\,οὐδέ,particle,*pleia/des,Πλειάδες,proper,to\n,ὁ,article,ai)qe/ra,αἰθήρ,noun,te/mnousai,τέμνω,verb,ou)de\,οὐδέ,particle,a)/rktou,ἄρκτος,noun,peristrofai\,περιστροφή,noun,tw=n,ὁ,article,*)wkeanou=,Ὠκεανός,proper,loutrw=n,λουτρόν,noun,a)/moiroi,ἄμοιρος,adjective,a)ll',ἀλλά,adverb,h)=n,εἰμί,verb,pa=n,πᾶς,adjective,me\n,μέν,particle,to\,ὁ,article,o)rni/qwn,ὄρνις,noun,ge/nos,γένος,noun,pro\s,πρός,preposition,th\n,ὁ,article,w)|dh\n,ἀοιδός,noun,e)cista/menon,ἐξίστημι,verb,pa/ntes,πᾶς,adjective,de\,δέ,particle,oi(,ὁ,article,o)/reioi,ὄρειος,adjective,qh=res,θήρ,noun,kai\,καί,conjunction,o(/son,ὅσος,adjective,e)n,ἐν,preposition,qala/tths,θάλασσα,noun,muxoi=s,μυχός,noun,ne/metai,νέμω,verb,kai\,καί,conjunction,i(/ppos,ἵππος,noun,e)qe/lgeto,θέλγω,verb,a)nti\,ἀντί,preposition,xalinou=,χαλινός,noun,tw=|,ὁ,article,me/lei,μέλω,verb,kratou/menos,κρατέω,verb,kai\,καί,conjunction,bou=s,βοῦς,noun,a)fei\s,ἀφίημι,verb,ta\s,ὁ,article,noma\s,νομάς,noun,th=s,ὁ,article,lurw|di/as,λυρῳδία,noun,h)/koue,ἀκούω,verb,kai\,καί,conjunction,leo/ntwn,λέων,noun,h(,ὁ,article,a)/tegktos,fu/sis,φύσις,noun,pro\s,πρός,preposition,th\n,ὁ,article,a(rmoni/an,ἁρμονία,noun,kathuna/zeto,κατευνάζω,verb,,,,,,,,,,ἄτεγκτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
