word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/6/lemma/@_entry,word/6/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/119/@_form,word/119/lemma/@_entry,word/119/lemma/@_POS,word/120/@_form,word/120/lemma/@_entry,word/120/lemma/@_POS,word/27/lemma/@_entry,word/27/lemma/@_POS
to\,ὁ,article,de\,δέ,particle,mikra\,μικρός,adjective,mh\,μή,conjunction,dido/nai,δίδωμι,verb,shmei=a,σημεῖον,noun,gi/gnesqai,mega/lwn,μέγας,adverb,w)=,ὦ,interjection,*dhmh/trie,Δημήτριος,proper,pollai=s,πολύς,adjective,e)sti,εἰμί,verb,te/xnais,τέχνη,noun,e)mpodw/n,ἐμποδών,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,kai\,καί,conjunction,pollw=n,πολύς,adjective,me\n,μέν,particle,a)podei/ceis,ἀπόδειξις,noun,parairei=sqai,παραιρέω,verb,sumbh/setai,pollw=n,πολύς,adjective,de\,δέ,particle,proagoreu/seis,προαγορεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,συμβαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,kai\,καί,conjunction,u(mei=s,σύ,pronoun,ou),οὐ,adverb,mikro\n,μικρός,adjective,a)podei/knute,ἀποδείκνυμι,verb,pra=gma,leai/nesqai,λεαίνω,verb,curw=|,ξυράω,verb,ta\,ὁ,article,sw/mata,σῶμα,adjective,tou\s,ὁ,article,h(/rwas,ἥρως,noun,e)ntuxo/ntes,ἐντυγχάνω,verb,par',παρά,preposition,*(omh/rw|,Ὅμηρος,proper,curo\n,ξυρόν,noun,o)noma/santi,ὀνομάζω,verb,kai\,καί,conjunction,danei/zein,δανείζω,verb,e)pi\,ἐπί,preposition,to/kois,τόκος,noun,o(/ti,ὅστις,pronoun,pou,πού,adverb,xre/os,χρέος,noun,πρᾶγμα,noun,o)fe/llesqai,ὀφέλλω,verb,fhsi\n,φημί,verb,ou)/ti,ne/on,νέος,adjective,ou)d',οὐδέ,particle,o)li/gon',ὀλίγος,adjective,w(s,ὡς,conjunction,tou=,ὁ,article,o)fe/llesqai,ὀφέλλω,verb,to\,ὁ,article,au)/cesqai,αὐξάνω,verb,dhlou=ntos,δηλόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὔτι,adverb
au)=qis,αὖθις,adverb,de\,δέ,particle,th\n,ὁ,article,nu/kta,νύξ,adjective,qoh/n,θοός,adjective,ei)po/ntos,εἶπον,verb,a)gaphtw=s,e)mfu/esqe,ἐμφύω,verb,tw=|,ὁ,article,r(h/mati,ῥῆμα,noun,kai\,καί,conjunction,tou=t',οὗτος,pronoun,e)kei=no/,ἐκεῖνος,pronoun,fate,φημί,verb,fra/zesqai,φράζω,verb,th\n,ὁ,article,skia\n,σκιά,noun,th=s,ὁ,article,gh=s,γῆ,noun,u(p',ὑπό,preposition,au)tou=,αὐτός,pronoun,kwnikh/n,κωνικός,adjective,ou)=san,εἰμί,verb,a)po\,ἀπό,preposition,sfairoeidou=s,σφαιροειδής,adverb,ἀγαπητός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)atrikh\n,ἰατρικός,adjective,de\,δέ,particle,loimw=des,λοιμώδης,adverb,qe/ros,θέρος,noun,a)raxni/wn,ἀραχνιόω,verb,plh/qei,πλῆθος,noun,prodhlou=n,kai\,καί,conjunction,qri/ois,θρῖον,noun,e)arinoi=s,ἐαρινός,adjective,o(/tan,ὅταν,conjunction,korw/nhs,κορώνη,noun,podi\,ποδίς,noun,ei)/kela,εἴκελος,adjective,ge/nhtai,γίγνομαι,verb,ti/s,τίς,pronoun,e)a/sei,ἀίω,verb,tw=n,ὁ,article,a)ciou/ntwn,ἀξιόω,verb,mikra\,μικρός,adjective,shmei=a,σημεῖον,noun,mh\,μή,conjunction,gi/gnesqai,γίγνομαι,verb,tw=n,ὁ,article,mega/lwn,μέγας,adverb,προδηλόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,d',δέ,particle,a)ne/cetai,ἀνέχω,verb,pro\s,πρός,preposition,xou=n,χοῦς,noun,kai\,καί,conjunction,kotu/lhn,u(/datos,ὕδωρ,noun,to\,ὁ,article,tou=,ὁ,article,h(li/ou,ἥλιος,noun,me/geqos,μέγεθος,adjective,metrou/menon,μετρέω,verb,h)\,ἠέ,conjunction,th=s,ὁ,article,e)ntau=qa,ἐνταῦθα,adverb,plinqi/dos,πλινθίς,noun,h(\n,ὅς,pronoun,poiei=,ποιέω,verb,gwni/an,γωνία,noun,o)cei=an,ὀξύς,adjective,keklime/nhn,κλίνω,verb,pro\s,πρός,preposition,to\,ὁ,article,e)pi/pedon,ἐπίπεδος,adjective,κοτύλη,noun,me/tron,μέτρον,noun,ei)=nai,εἰμί,verb,legome/nhn,tou=,ὁ,article,e)ca/rmatos,ἔξαρμα,noun,o(\,ὅς,pronoun,e)ch=rtai,ἐξαίρω,verb,tw=n,ὁ,article,po/lwn,πόλος,noun,o(,ὁ,article,a)ei\,ἀεί,adverb,fanero\s,φανερός,adjective,a)po\,ἀπό,preposition,tou=,ὁ,article,o(ri/zontos,ὁρίζων,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,λέγω,verb
tau=ta,οὗτος,pronoun,ga\r,γάρ,particle,h)=n,εἰμί,verb,a)kou/ein,ἀκούω,verb,tw=n,ὁ,article,e)kei=,ἐκεῖ,adverb,profhtw=n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,προφήτης,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/st',ὥστε,conjunction,a)/llo,ἄλλος,adjective,ti,τις,pronoun,le/gwmen,λέγω,verb,pro\s,πρός,preposition,au)tou/s,αὐτός,pronoun,ei),boulo/meqa,βούλομαι,verb,tw=|,ὁ,article,h(li/w|,ἥλιος,noun,kata\,κατά,preposition,ta\,ὁ,article,pa/tria,πάτριος,adjective,th\n,ὁ,article,nenomisme/nhn,νομίζω,verb,ta/cin,τάξις,noun,a)para/baton,ἀπαράβατος,adjective,poiei=n,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,εἰ,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parw\n,πάρειμι,verb,ou)=n,οὖν,particle,a)nefw/nhsen,ἀναφωνέω,verb,*)ammw/nios,Ἀμμώνιος,proper,o(,ὁ,article,filo/sofos,φιλόσοφος,noun,ou),tw=|,ὁ,article,h(li/w|,ἥλιος,noun,mo/non,μόνος,adjective,ei)pei=n,εἶπον,verb,a)lla\,ἀλλά,adverb,tw=|,ὁ,article,ou)ranw=|,οὐρανός,noun,panti/,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὐ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
suste/llesqai,συστέλλω,verb,ga\r,γάρ,particle,a)na/gkh,ἀνάγκη,noun,th\n,ὁ,article,a)po\,ἀπό,preposition,tropw=n,τροπή,noun,e)pi\,tropa\s,τροπή,noun,pa/rodon,πάροδος,noun,au)tou=,αὐτός,pronoun,kai\,καί,conjunction,mh\,μή,conjunction,diame/nein,διαμένω,verb,thlikou=to,τηλικοῦτος,adjective,me/ros,μέρος,noun,ou)=san,εἰμί,verb,tou=,ὁ,article,o(ri/zontos,ὁρίζων,noun,h(li/kon,ἡλίκος,adjective,oi(,ὁ,article,maqhmatikoi\,μαθηματικός,adjective,le/gousin,λέγω,verb,a)ll',ἀλλά,adverb,e)la/ttona,ἐλάσσων,adjective,gi/gnesqai,γίγνομαι,verb,ἐπί,preposition,a)ei\,ἀεί,adverb,pro\s,πρός,preposition,ta\,bo/reia,βόρειος,adjective,tw=n,ὁ,article,noti/wn,νότιος,adjective,sunagwgh\n,συναγωγή,noun,lambano/ntwn,λαμβάνω,verb,kai\,καί,conjunction,to\,ὁ,article,qe/ros,θέρος,noun,h(mi=n,ἐγώ,pronoun,braxu/teron,βραχύς,adjective,kai\,καί,conjunction,yuxrote/ran,ψυχρός,adjective,ei)=nai,εἰμί,verb,th\n,ὁ,article,kra=sin,κρᾶσις,adjective,e)ndote/rw,ἐνδοτέρω,adverb,ka/mptontos,κάμπτω,verb,au)tou=,αὐτός,pronoun,kai\,καί,conjunction,meizo/nwn,μέγας,adverb,parallh/lwn,παραλάω,verb,e)faptome/nou,ἐφάπτω,verb,toi=s,ὁ,article,tropikoi=s,τροπικός,adjective,shmei/ois,σημεῖον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article
e)/ti,ἔτι,adverb,de\,δέ,particle,tou\s,ὁ,article,me\n,μέν,particle,e)n,ἐν,preposition,*suh/nh|,Συήνη,proper,gnw/monas,a)ski/ous,ἄσκιος,adjective,mhke/ti,μηκέτι,adverb,fai/nesqai,φαίνω,verb,peri\,περί,preposition,tropa\s,τροπή,noun,qerina\s,θερινός,adjective,pollou\s,πολύς,adjective,de\,δέ,particle,u(podedramhke/nai,ὑποδύω,verb,tw=n,ὁ,article,a)planw=n,ἀπλανής,adjective,a)ste/rwn,ἀστήρ,noun,e)ni/ous,ἔνιοι,adjective,de\,δέ,particle,yau/ein,ψαύω,verb,kai\,καί,conjunction,sugkexu/sqai,συγχέω,verb,pro\s,πρός,preposition,γνώμων,noun,a)llh/lous,ἀλλήλων,pronoun,tou=,ὁ,article,diasth/matos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,διάστημα,noun
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,d',δέ,particle,au)=,αὖ,interjection,fh/sousi,φημί,verb,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,o(moi/ws,e)xo/ntwn,ἔχω,verb,a)taktei=n,ἀτακτέω,verb,tai=s,ὁ,article,kinh/sesi,κίνησις,adjective,to\n,ὁ,article,h(/lion,ἥλιος,noun,ou)/te,οὔτε,adverb,th\n,ὁ,article,mo/non,μόνος,adjective,tou=ton,οὗτος,pronoun,e)k,ἐκ,preposition,tosou/twn,τοσοῦτος,adjective,e)pitaxu/nousan,ἐπιταχύνω,verb,ai)ti/an,αἰτία,noun,ei)pei=n,εἶπον,verb,e(/cousi,ἔχω,verb,kai\,καί,conjunction,ta\,ὁ,article,ὅμοιος,adjective,polla\,πολύς,adjective,tw=n,ὁ,article,fainome/nwn,suntara/cousi,συνταράσσω,verb,ta\,ὁ,article,de\,δέ,particle,pro\s,πρός,preposition,selh/nhn,σελήνη,noun,kai\,καί,conjunction,panta/pasin,παντάπασι,adverb,w(/ste,ὥστε,conjunction,mh\,μή,conjunction,dei=sqai,δέομαι,verb,me/trwn,μέτρον,noun,e)lai/ou,ἔλαιον,noun,th\n,ὁ,article,diafora\n,διαφορά,noun,e)legxo/ntwn,ἐλέγχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,φαίνω,verb
ai(,ὁ,article,ga\r,γάρ,particle,e)klei/yeis,ἔκλειψις,noun,e)le/gcousin,ἐλέγχω,verb,au)tou=,αὐτός,pronoun,te,τε,particle,th=|,selh/nh|,σελήνη,noun,pleona/kis,πλεονάκις,adverb,e)piba/llontos,ἐπιβάλλω,verb,kai\,καί,conjunction,th=s,ὁ,article,selh/nhs,σελήνη,noun,th=|,ὁ,article,th=s,ὁ,article,gh=s,γῆ,noun,skia=|,σκιά,noun,ta\,ὁ,article,d',δέ,particle,a)/lla,ἄλλος,adjective,dh=la,δῆλος,adjective,kai\,καί,conjunction,ou)de\n,οὐδείς,pronoun,dei=,δέομαι,verb,peraite/rw,περαίτερος,adjective,ὁ,article,th\n,ὁ,article,a)lazonei/an,ἀλαζονεία,noun,tou=,lo/gou,λόγος,noun,dieli/ttein,διελίσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article
a)lla\,ἀλλά,adverb,mh/n,μείς,adjective,o(,ὁ,article,*kleo/mbrotos,Κλεόμβροτος,proper,e)/fh,φημί,verb,kai\,καί,conjunction,to\,me/tron,μέτρον,noun,au)to\s,αὐτός,pronoun,ei)=don,εἶδον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
