word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/12/@_form,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/5/lemma/@_entry,word/5/lemma/@_POS,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/lemma/@_entry,word/12/lemma/@_POS,word/19/lemma/@_entry,word/19/lemma/@_POS,word/34/lemma/@_entry,word/34/lemma/@_POS,word/36/lemma/@_entry,word/36/lemma/@_POS,word/38/lemma/@_entry,word/38/lemma/@_POS,word/45/lemma/@_entry,word/45/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS
me/llontes,μέλλω,verb,a)/gein,ἄγω,verb,e)n,ἐν,preposition,tw=|,ὁ,article,*xaseleu,,,pe/mpth|,kai\,καί,conjunction,ei)ka/di,εἰκάς,noun,to\n,ὁ,article,kaqarismo\n,καθαρισμός,noun,tou=,ὁ,article,i(erou=,de/on,h(ghsa/meqa,ἁγέομαι,verb,diasafh=sai,διασαφέω,verb,u(mi=n,σύ,pronoun,i(/na,ἵνα,conjunction,kai\,καί,conjunction,au)toi\,αὐτός,pronoun,a)/ghte,skhnophgi/as,σκηνοπηγία,noun,kai\,καί,conjunction,tou=,ὁ,article,puro/s,πῦρ,noun,o(/te,ὅτε,conjunction,*neemias,,,o(,ὁ,article,oi)kodomh/sas,οἰκοδομέω,verb,to/,ὁ,article,te,τε,particle,i(ero\n,ἱερόν,noun,kai\,καί,conjunction,to\,ὁ,article,qusiasth/rion,θυσιαστήριον,noun,a)nh/negken,qusi/as,θυσία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πέμπτος,adjective,ἱερόν,noun,δέω,verb,ἄγνυμι,verb,ἀναφέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,o(/te,ὅτε,conjunction,ei)s,εἰς,preposition,th\n,ὁ,article,*persikh\n,h)/gonto,ἄγω,verb,h(mw=n,ἐγώ,pronoun,oi(,ὁ,article,pate/res,πατήρ,noun,oi(,ὁ,article,to/te,eu)sebei=s,i(erei=s,ἱερεύς,adjective,labo/ntes,λαμβάνω,verb,a)po\,ἀπό,preposition,tou=,ὁ,article,puro\s,πῦρ,noun,tou=,ὁ,article,qusiasthri/ou,laqrai/ws,λαθραῖος,adjective,kate/kruyan,κατακρύπτω,verb,e)n,ἐν,preposition,koilw/mati,κοίλωμα,noun,fre/atos,φρέαρ,noun,ta/cin,τάξις,noun,e)/xontos,ἔχω,verb,a)/nudron,ἄνυδρος,adjective,e)n,ἐν,preposition,w(=|,ὅς,pronoun,kathsfali/santo,κατασφαλίζομαι,verb,w(/ste,ὥστε,conjunction,pa=sin,πᾶς,adjective,a)/gnwston,ἄγνωστος,adjective,ei)=nai,to\n,ὁ,article,to/pon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Περσικός,adjective,τότε,adverb,εὐσεβής,adjective,θυσιαστήριον,noun,εἰμί,verb,τόπος,noun,,,,,,,,,,,,,,,,,,,,,,
dielqo/ntwn,διέρχομαι,verb,de\,δέ,particle,e)tw=n,ἔται,noun,i(kanw=n,ἱκανός,adjective,o(/te,ὅτε,conjunction,e)/docen,tw=|,ὁ,article,qew=|,θεός,noun,a)postalei\s,ἀποστέλλω,verb,*neemias,,,u(po\,ὑπό,preposition,tou=,basile/ws,th=s,ὁ,article,*persi/dos,Περσίς,proper,tou\s,ὁ,article,e)kgo/nous,κίκω,verb,tw=n,ὁ,article,i(ere/wn,ἱερά,noun,tw=n,a)pokruya/ntwn,ἀποκρύπτω,verb,e)/pemyen,πέμπω,verb,e)pi\,ἐπί,preposition,to\,ὁ,article,pu=r,πῦρ,noun,w(s,ὡς,conjunction,de\,δέ,particle,diesa/fhsan,διασαφέω,verb,h(mi=n,ἐγώ,pronoun,mh\,μή,conjunction,eu(rhke/nai,εὑρίσκω,verb,pu=r,πῦρ,noun,a)lla\,ἀλλά,adverb,u(/dwr,ὕδωρ,noun,paxu/,e)ke/leusen,κελεύω,verb,au)tou\s,a)poba/yantas,ἀποβάπτω,verb,fe/rein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δοκέω,verb,ὁ,article,βασιλεύς,noun,ὁ,article,παχύς,adjective,αὐτός,pronoun,φέρω,verb,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,de\,δέ,particle,a)nhne/xqh,ἀναφέρω,verb,ta\,ὁ,article,tw=n,ὁ,article,qusiw=n,e)ke/leusen,κελεύω,verb,tou\s,ὁ,article,i(erei=s,ἱερεύς,adjective,*neemias,,,e)pirra=nai,ἐπιρραίνω,verb,tw=|,u(/dati,ta/,τίς,pronoun,te,τε,particle,cu/la,ξύλον,adjective,kai\,καί,conjunction,ta\,ὁ,article,e)pikei/mena,ἐπίκειμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,θυσία,noun,ὁ,article,ὕδωρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,de\,δέ,particle,e)ge/neto,γίγνομαι,verb,tou=to,οὗτος,pronoun,kai\,καί,conjunction,xro/nos,dih=lqen,διέρχομαι,verb,o(/,ὅς,pronoun,te,τε,particle,h(/lios,ἥλιος,noun,a)ne/lamyen,ἀναλάμπω,verb,pro/teron,e)pinefh\s,w)/n,εἰμί,verb,a)nh/fqh,ἀνάπτω,verb,pura\,πυρά,noun,mega/lh,μέγας,adverb,w(/ste,ὥστε,conjunction,qauma/sai,θαυμάζω,verb,pa/ntas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,χρόνος,noun,πρότερος,adjective,ἐπινεφής,adjective,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,
proseuxh\n,προσευχή,noun,de\,δέ,particle,e)poih/santo,ποιέω,verb,oi(,ὁ,article,i(erei=s,ἱερεύς,adjective,dapanwme/nhs,th=s,ὁ,article,qusi/as,θυσία,noun,oi(/,ἕ,pronoun,te,τε,particle,i(erei=s,ἱερεύς,adjective,kai\,pa/ntes,katarxome/nou,κατάρχω,verb,*iwnaqou,,,tw=n,ὁ,article,de\,δέ,particle,loipw=n,λοιπός,adjective,e)pifwnou/ntwn,ἐπιφωνέω,verb,w(s,*neemiou,,,h)=n,εἰμί,verb,de\,δέ,particle,h(,ὁ,article,proseuxh\,προσευχή,noun,to\n,ὁ,article,tro/pon,τρόπος,noun,e)/xousa,ἔχω,verb,tou=ton,οὗτος,pronoun,*ku/rie,κύριος,adjective,ku/rie,κύριος,adjective,o(,ὁ,article,qeo/s,θεός,noun,o(,ὁ,article,pa/ntwn,kti/sths,κτίστης,noun,o(,fobero\s,φοβερός,adjective,kai\,i)sxuro\s,ἰσχυρός,adjective,kai\,καί,conjunction,di/kaios,δίκαιος,adjective,kai\,καί,conjunction,e)leh/mwn,ἐλεήμων,adjective,o(,ὁ,article,mo/nos,basileu\s,βασιλεύς,noun,kai\,καί,conjunction,xrhsto/s,χρηστός,adjective,o(,ὁ,article,mo/nos,μόνος,adjective,xorhgo/s,χορηγός,noun,o(,ὁ,article,mo/nos,μόνος,adjective,di/kaios,δίκαιος,adjective,kai\,καί,conjunction,pantokra/twr,παντοκράτωρ,adjective,kai\,καί,conjunction,ai)w/nios,αἰώνιος,adjective,o(,ὁ,article,diasw/|zwn,διασῴζω,verb,to\n,ὁ,article,*israhl,,,e)k,ἐκ,preposition,panto\s,πᾶς,adjective,kakou=,κακός,adjective,o(,ὁ,article,poih/sas,ποιέω,verb,tou\s,ὁ,article,pate/ras,πατήρ,noun,e)klektou\s,ἐκλεκτός,adjective,kai\,καί,conjunction,a(gia/sas,ἁγιάζω,verb,au)tou/s,αὐτός,pronoun,pro/sdecai,προσδέχομαι,verb,th\n,ὁ,article,qusi/an,θυσία,noun,u(pe\r,ὑπέρ,preposition,panto\s,πᾶς,adjective,tou=,ὁ,article,laou=,λαός,noun,sou,σύ,pronoun,*israhl,,,kai\,καί,conjunction,diafu/lacon,διαφυλάσσω,verb,th\n,ὁ,article,meri/da,μερίς,noun,sou,σύ,pronoun,kai\,καί,conjunction,kaqagi/ason,καθαγιάζω,verb,,,,,,,,,,,,,δαπανάω,verb,καί,conjunction,πᾶς,adjective,ὡς,conjunction,πᾶς,adjective,ὁ,article,καί,conjunction,μόνος,adjective,,,,,,,,,,,,,,,,,,
e)pisuna/gage,ἐπισυνάγω,verb,th\n,ὁ,article,diaspora\n,διασπορά,noun,h(mw=n,ἐγώ,pronoun,e)leuqe/rwson,ἐλευθερόω,verb,tou\s,douleu/ontas,δουλεύω,verb,e)n,ἐν,preposition,toi=s,ὁ,article,e)/qnesin,ἔθνος,adjective,tou\s,ὁ,article,e)couqenhme/nous,kai\,bdeluktou\s,βδελυκτός,adjective,e)/pide,ἐπεῖδον,verb,kai\,καί,conjunction,gnw/twsan,,,ta\,ὁ,article,e)/qnh,ἔθνος,adjective,o(/ti,su\,σύ,pronoun,ei)=,εἶμι,verb,o(,ὁ,article,qeo\s,θεός,noun,h(mw=n,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,ἐξουθενέω,verb,καί,conjunction,ὅστις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,
basa/nison,βασανίζω,verb,tou\s,ὁ,article,katadunasteu/ontas,καταδυναστεύω,verb,kai\,καί,conjunction,e)cubri/zontas,ἐξυβρίζω,verb,e)n,u(perhfani/a|,ὑπερηφανία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐν,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
katafu/teuson,καταφυτεύω,verb,to\n,ὁ,article,lao/n,λαός,noun,sou,σύ,pronoun,ei)s,εἰς,preposition,to\n,to/pon,τόπος,noun,to\n,ὁ,article,a(/gio/n,ἅγιος,adjective,sou,σύ,pronoun,kaqw\s,καθώς,adverb,ei)=pen,*mwush=s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,εἶπον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*oi(,ὁ,article,de\,δέ,particle,i(erei=s,ἱερεύς,adjective,e)pe/yallon,ἐπιψάλλω,verb,tou\s,ὁ,article,u(/mnous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὕμνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kaqw\s,καθώς,adverb,de\,δέ,particle,a)nhlw/qh,ἀναλίσκω,verb,ta\,ὁ,article,th=s,ὁ,article,qusi/as,kai\,καί,conjunction,to\,ὁ,article,perileipo/menon,περιλείπομαι,verb,u(/dwr,ὕδωρ,noun,o(,ὁ,article,*neemias,e)ke/leusen,li/qous,λίθος,adjective,mei/zonas,μέγας,adverb,kataxei=n,καταχέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,θυσία,noun,,,κελεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,de\,δέ,particle,tou=to,οὗτος,pronoun,e)genh/qh,γίγνομαι,verb,flo\c,φλόξ,noun,a)nh/fqh,tou=,ὁ,article,de\,δέ,particle,a)po\,ἀπό,preposition,tou=,ὁ,article,qusiasthri/ou,θυσιαστήριον,noun,a)ntila/myantos,fwto\s,e)dapanh/qh,δαπανάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀνάπτω,verb,ἀντιλάμπω,verb,φάος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,de\,δέ,particle,fanero\n,φανερός,adjective,e)genh/qh,γίγνομαι,verb,to\,ὁ,article,pra=gma,kai\,καί,conjunction,dihgge/lh,διεγγελάω,verb,tw=|,ὁ,article,basilei=,βασιλεύς,noun,tw=n,ὁ,article,*persw=n,o(/ti,ei)s,εἰς,preposition,to\n,ὁ,article,to/pon,τόπος,noun,ou(=,ἕ,pronoun,to\,ὁ,article,pu=r,πῦρ,noun,e)/kruyan,oi(,ἕ,pronoun,metaxqe/ntes,μετάγω,verb,i(erei=s,ἱερεύς,adjective,to\,ὁ,article,u(/dwr,ὕδωρ,noun,e)fa/nh,φαίνω,verb,a)f',ἀπό,preposition,ou(=,ἕ,pronoun,kai\,καί,conjunction,oi(,ὁ,article,peri\,περί,preposition,to\n,ὁ,article,*neemian,,,h(/gnisan,ἁγνίζω,verb,ta\,th=s,ὁ,article,qusi/as,perifra/cas,περιφράσσω,verb,de\,o(,ὁ,article,basileu\s,βασιλεύς,noun,i(ero\n,ἱερόν,noun,e)poi/hsen,ποιέω,verb,dokima/sas,δοκιμάζω,verb,to\,ὁ,article,pra=gma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πρᾶγμα,noun,Πέρσης,proper,ὅστις,pronoun,κρύπτω,verb,ὁ,article,θυσία,noun,δέ,particle,πρᾶγμα,noun,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,oi(=s,ὅς,pronoun,e)xari/zeto,χαρίζομαι,verb,o(,ὁ,article,basileu/s,βασιλεύς,noun,polla\,dia/fora,διάφορος,adjective,e)la/mbanen,λαμβάνω,verb,kai\,καί,conjunction,metedi/dou,μεταδίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πολύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proshgo/reusan,προσαγορεύω,verb,de\,δέ,particle,oi(,ἕ,pronoun,peri\,περί,preposition,to\n,ὁ,article,*neemian,tou=to,οὗτος,pronoun,nefqar,,,o(\,ὅς,pronoun,diermhneu/etai,διερμηνεύω,verb,kaqarismo/s,καθαρισμός,noun,kalei=tai,de\,para\,παρά,preposition,toi=s,ὁ,article,polloi=s,πολύς,adjective,nefqai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καλέω,verb,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*eu(ri/sketai,εὑρίσκω,verb,de\,δέ,particle,e)n,ἐν,preposition,tai=s,ὁ,article,a)pografai=s,ἀπογραφή,noun,*ieremias,o(,ὁ,article,profh/ths,προφήτης,adjective,o(/ti,ὅστις,pronoun,e)ke/leusen,κελεύω,verb,tou=,ὁ,article,puro\s,labei=n,tou\s,ὁ,article,metagenome/nous,μεταγίγνομαι,verb,w(s,ὡς,conjunction,sesh/mantai,σημαίνω,verb,kai\,καί,conjunction,w(s,ὡς,conjunction,e)netei/lato,toi=s,ὁ,article,metagenome/nois,μεταγίγνομαι,verb,o(,ὁ,article,profh/ths,προφήτης,adjective,dou\s,δίδωμι,verb,au)toi=s,αὐτός,pronoun,to\n,ὁ,article,no/mon,νόμος,noun,i(/na,ἵνα,conjunction,mh\,μή,conjunction,e)pila/qwntai,ἐπιλανθάνομαι,verb,tw=n,ὁ,article,prostagma/twn,πρόσταγμα,noun,tou=,ὁ,article,kuri/ou,kai\,καί,conjunction,i(/na,mh\,μή,conjunction,a)poplanhqw=sin,tai=s,ὁ,article,dianoi/ais,διάνοια,noun,ble/pontes,βλέπω,verb,a)ga/lmata,ἄγαλμα,noun,xrusa=,χρύσεος,adjective,kai\,καί,conjunction,a)rgura=,kai\,καί,conjunction,to\n,ὁ,article,peri\,περί,preposition,au)ta\,αὐτός,pronoun,ko/smon,κόσμος,noun,kai\,καί,conjunction,e(/tera,ἕτερος,adjective,toiau=ta,τοιοῦτος,adjective,le/gwn,λέγω,verb,pareka/lei,παρακαλέω,verb,mh\,μή,conjunction,a)posth=nai,ἀφίστημι,verb,to\n,ὁ,article,no/mon,νόμος,noun,a)po\,ἀπό,preposition,th=s,ὁ,article,kardi/as,καρδία,noun,au)tw=n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πῦρ,noun,λαμβάνω,verb,ἐντέλλω,verb,κύριος,adjective,ἵνα,conjunction,ἀποπλανάω,verb,ἀργύρεος,adjective,,,,,,,,,,,,,,,,,,
