word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/4/lemma/@_entry,word/4/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS
o(/ti,ὅστις,pronoun,de\,δέ,particle,a)lhqh=,ἀληθής,adjective,le/gw,λέγω,verb,kai\,e)pedanei/santo,ἐπιδανείζω,verb,xrh/mata,χρῆμα,adjective,para\,παρά,preposition,th\n,ὁ,article,suggrafh/n,συγγραφή,noun,marturi/an,μαρτυρία,noun,καί,conjunction,a)nagnw/setai,ἀναγιγνώσκω,verb,u(mi=n,σύ,pronoun,au)tou=,αὐτός,pronoun,tou=,ὁ,article,e)pidanei/santos,ἐπιδανείζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le/ge,λέγω,verb,th\n,ὁ,article,marturi/an,μαρτυρία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)/aratos,Ἄρατος,proper,*(alikarnasseu\s,Ἁλικαρνασσεύς,proper,marturei=,μαρτύρομαι,verb,danei=sai,δανείζω,verb,*)apollodw/rw|,e(/ndeka,ἕνδεκα,noun,mna=s,μνᾶ,noun,a)rguri/ou,ἀργύριον,adjective,e)pi\,ἐπί,preposition,th=|,ὁ,article,e)mpori/a|,ἐμπορία,noun,Ἀπολλόδωρος,proper,h(\n,ὅς,pronoun,h)=gen,ἄγω,verb,e)n,ἐν,preposition,th=|,ὁ,article,*(ublhsi/ou,,,nhi\,ναῦς,noun,ei)s,εἰς,preposition,to\n,ὁ,article,*po/nton,Πόντος,proper,kai\,καί,conjunction,toi=s,ὁ,article,e)kei=qen,ἐκεῖθεν,adverb,a)ntagorasqei=si,ἀνταγοράζω,verb,kai\,καί,conjunction,mh\,μή,conjunction,ei)de/nai,οἶδα,verb,au)to\n,αὐτός,pronoun,dedaneisme/non,δανείζω,verb,para\,παρά,preposition,*)androkle/ous,Ἀνδροκλέης,proper,a)rgu/rion,ἀργύριον,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,a)\n,ἄν,particle,danei=sai,δανείζω,verb,au)to\s,*)apollodw/rw|,Ἀπολλόδωρος,proper,to\,ὁ,article,a)rgu/rion,ἀργύριον,adjective,,,,,,,,,,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(,ὁ,article,me\n,μέν,particle,panourgi/ai,πανουργία,noun,toiau=tai,τοιοῦτος,adjective,tw=n,a)nqrw/pwn,ἄνθρωπος,noun,tou/twn,οὗτος,pronoun,ei)si/n,εἰμί,verb,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ge/graptai,γράφω,verb,de\,δέ,particle,meta\,μετά,preposition,tau=ta,οὗτος,pronoun,e)n,th=|,ὁ,article,suggrafh=|,συγγραφεύς,noun,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,dikastai/,δικαστής,noun,e)peida\n,ἐπειδάν,conjunction,ἐν,preposition,a)podw=ntai,ἀποδέω,verb,e)n,ἐν,preposition,tw=|,ὁ,article,*po/ntw|,Πόντος,proper,a(\,ὅς,pronoun,h)=gon,ἄγω,verb,pa/lin,πάλιν,adverb,a)ntagora/zein,ἀνταγοράζω,verb,xrh/mata,χρῆμα,adjective,kai\,καί,conjunction,a)ntiforti/zesqai,ἀντιφορτίζομαι,verb,kai\,καί,conjunction,a)pa/gein,ἀπάγω,verb,*)aqh/naze,Ἀθήναζε,adverb,ta\,ὁ,article,a)ntifortisqe/nta,ἀντιφορτίζομαι,verb,kai\,καί,conjunction,e)peida\n,ἐπειδάν,conjunction,a)fi/kwntai,ἀφικνέομαι,verb,*)aqh/naze,Ἀθήναζε,adverb,a)podou=nai,ἀποδίδωμι,verb,ei)/kosin,εἴκοσι,verb,h(merw=n,ἡμέρα,noun,to\,ὁ,article,a)rgu/rion,ἀργύριον,adjective,h(mi=n,ἐγώ,pronoun,do/kimon,δόκιμος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(/ws,ἕως,conjunction,d',δέ,particle,a)\n,ἄν,particle,a)podw=sin,ἀποδέω,verb,kratei=n,tw=n,ὁ,article,xrhma/twn,χρῆμα,adjective,h(ma=s,ἐγώ,pronoun,kai\,καί,conjunction,a)ne/pafa,ἀνέπειμι,verb,tau=ta,οὗτος,pronoun,κρατέω,verb,pare/xein,παρέχω,verb,tou/tous,οὗτος,pronoun,e(/ws,ἕως,conjunction,a)\n,ἄν,particle,a)pola/bwmen,ἀπολαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ge/graptai,γράφω,verb,me\n,μέν,particle,tau=ta,οὗτος,pronoun,ou(twsi\,οὑτωσί,adverb,a)kribw=s,e)n,ἐν,preposition,th=|,ὁ,article,suggrafh=|,συγγραφεύς,noun,,,,,,,,,,ἀκριβῶς,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=toi,οὗτος,pronoun,de/,δέ,particle,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,dikastai/,e)ntau=qa,ἐνταῦθα,adverb,kai\,καί,conjunction,e)pedei/canto,ἐπιδείκνυμι,verb,ma/lista,μάλιστα,adverb,th\n,ὁ,article,u(/brin,ὕβρις,noun,δικαστής,noun,kai\,καί,conjunction,th\n,ὁ,article,a)nai/deian,ἀναίδεια,adjective,th\n,ὁ,article,e(autw=n,ἑαυτοῦ,pronoun,kai\,καί,conjunction,o(/ti,ὅστις,pronoun,ou)de\,οὐδέ,particle,mikro\n,μικρός,adjective,prosei=xon,προσέχω,verb,toi=s,ὁ,article,gra/mmasi,γράμμα,noun,toi=s,ὁ,article,gegramme/nois,γράφω,verb,e)n,ἐν,preposition,th=|,ὁ,article,suggrafh=|,συγγραφεύς,noun,a)ll',ἀλλά,adverb,h(gou=nto,ἁγέομαι,verb,ei)=nai,εἰμί,verb,th\n,ὁ,article,suggrafh\n,συγγραφή,noun,a)/llws,ἄλλως,adverb,u(/qlon,ὕθλος,noun,kai\,καί,conjunction,fluari/an,φλυαρία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/te,οὔτε,adverb,ga\r,γάρ,particle,a)nthgo/rasan,ἀνταγοράζω,verb,ou)de\n,οὐδείς,pronoun,e)n,tw=|,ὁ,article,*po/ntw|,Πόντος,proper,ou)/te,οὔτε,adverb,a)nteforti/santo,ἀντιφορτίζομαι,verb,w(/ste,ὥστε,conjunction,a)/gein,ἄγω,verb,ἐν,preposition,*)aqh/naze,Ἀθήναζε,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(mei=s,ἐγώ,pronoun,te,τε,particle,oi(,ἕ,pronoun,danei/santes,δανείζω,verb,ta\,xrh/mata,χρῆμα,adjective,h(ko/ntwn,ἥκω,verb,au)tw=n,αὐτός,pronoun,tou/twn,οὗτος,pronoun,e)k,ἐκ,preposition,tou=,ὁ,article,ὁ,article,*po/ntou,Πόντος,proper,ou)k,οὐ,adverb,ei)/xomen,ἔχω,verb,o(/tou,ὅστις,pronoun,e)pilaboi/meqa,ἐπιλαμβάνω,verb,ou)d',οὐδέ,particle,o(/tou,ὅστις,pronoun,kratoi=men,κρατέω,verb,e(/ws,ἕως,conjunction,komisai/meqa,κομίζω,verb,ta\,ὁ,article,h(me/ter',ἡμέτερος,adjective,au)tw=n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)d',οὐδέ,particle,o(tiou=n,ὁτιοῦν,adverb,ga\r,γάρ,particle,ei)sh/gagon,εἰσάγω,verb,ei)s,to\n,ὁ,article,lime/na,λιμήν,noun,to\n,ὁ,article,u(me/teron,ὑμέτερος,adjective,ou(=toi,οὗτος,pronoun,,,,εἰς,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,pepo/nqamen,πάσχω,verb,kaino/taton,καινός,adjective,w)=,ὦ,interjection,a)/ndres,dikastai/,δικαστής,noun,,,,,,,,,,,,,,,,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,ga\r,γάρ,particle,th=|,ὁ,article,po/lei,πόλις,adjective,th=|,h(mete/ra|,ἡμέτερος,adjective,au)tw=n,αὐτός,pronoun,ou)de\n,οὐδείς,pronoun,a)dikou=ntes,ἀδικέω,verb,ou)de\,οὐδέ,particle,di/khn,δίκη,adjective,ὁ,article,ou)demi/an,οὐδείς,pronoun,w)flhko/tes,ὀφλέω,verb,tou/tois,οὗτος,pronoun,sesulh/meqa,συλάω,verb,ta\,ὁ,article,h(me/ter',ἡμέτερος,adjective,au)tw=n,αὐτός,pronoun,u(po\,ὑπό,preposition,tou/twn,οὗτος,pronoun,*fashlitw=n,,,o)/ntwn,εἰμί,verb,w(/sper,ὥσπερ,adverb,dedome/nwn,δίδωμι,verb,sulw=n,συλάω,verb,*fashli/tais,,,kat',κατά,preposition,*)aqhnai/wn,Ἀθήναια,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)peida\n,ἐπειδάν,conjunction,ga\r,γάρ,particle,mh\,μή,conjunction,e)qe/lwsin,ἐθέλω,verb,a)podou=nai,a(\,ὅς,pronoun,e)/labon,λαμβάνω,verb,ti/,τίς,pronoun,a)/n,ἄν,particle,tis,τις,pronoun,a)/llo,ἄλλος,adjective,ἀποδίδωμι,verb,o)/noma,ὄνομα,adjective,e)/xoi,ἔχω,verb,qe/sqai,τίθημι,verb,toi=s,ὁ,article,toiou/tois,τοιοῦτος,adjective,h)\,ἠέ,conjunction,o(/ti,ὅστις,pronoun,a)fairou=ntai,ἀφαιρέω,verb,bi/a|,βία,adjective,ta\,ὁ,article,a)llo/tria,ἀλλότριος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,me\n,μέν,particle,ou)de\,οὐδέ,particle,a)kh/koa,ἀκούω,verb,pw/pote,pra=gma,πρᾶγμα,noun,miarw/teron,μιαρός,adjective,h)\,ἠέ,conjunction,o(\,ὅς,pronoun,ou(=toi,οὗτος,pronoun,diapepragme/noi,διαπράσσω,verb,πώποτε,adverb,ei)si\,εἰμί,verb,peri\,περί,preposition,h(ma=s,ἐγώ,pronoun,kai\,καί,conjunction,tau=ta,οὗτος,pronoun,o(mologou=ntes,ὁμολογέω,verb,labei=n,λαμβάνω,verb,par',παρά,preposition,h(mw=n,ἐγώ,pronoun,ta\,ὁ,article,xrh/mata,χρῆμα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/sa,ὅσος,adjective,me\n,μέν,particle,ga\r,γάρ,particle,a)mfisbhth/sima/,ἀμφισβητήσιμος,adjective,e)sti,tw=n,ὁ,article,sumbolai/wn,συμβόλαιον,noun,kri/sews,κρίσις,adjective,dei=tai,δέομαι,verb,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,εἰμί,verb,dikastai/,δικαστής,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,par',παρά,preposition,a)mfote/rwn,ἀμφότερος,adjective,o(mologhqe/nta,tw=n,ὁ,article,suntiqeme/nwn,συντίθημι,verb,kai\,καί,conjunction,peri\,περί,preposition,w(=n,ὅς,pronoun,suggrafai\,συγγραφή,noun,ὁμολογέω,verb,kei=ntai,κεῖμαι,verb,nautikai/,ναυτικός,adjective,te/los,τέλος,noun,e)/xein,ἔχω,verb,a(/pantes,ἅπας,adjective,nomi/zousin,νομίζω,verb,kai\,καί,conjunction,xrh=sqai,χράομαι,verb,prosh/kei,προσήκω,verb,toi=s,ὁ,article,gegramme/nois,γράφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
