word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/21/lemma/@_entry,word/21/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS
fula\s,φυλή,noun,de\,δέ,particle,au)tw=n,αὐτός,pronoun,sunnenemh=sqai,συννέμω,verb,d,,,a)pomimhsame/nwn,ἀπομιμέομαι,verb,ta\s,ὁ,article,e)n,ἐν,preposition,toi=s,ὁ,article,e)niautoi=s,ἐνιαυτός,noun,w(/ras,ὥρα,adjective,e(ka/sthn,ἕκαστος,adjective,de\,δέ,particle,dih|rh=sqai,διαιρέω,verb,ei)s,εἰς,preposition,tri/a,τρεῖς,noun,me/rh,μέρα,noun,tw=n,ὁ,article,fulw=n,φυλή,noun,o(/pws,ὅπως,conjunction,gi/nhtai,γίγνομαι,verb,ta\,pa/nta,πᾶς,adjective,dw/deka,δώδεκα,adjective,me/rh,μέρα,noun,kaqa/per,καθά,adverb,oi(,ὁ,article,mh=nes,μείς,adjective,ei)s,εἰς,preposition,to\n,ὁ,article,ὁ,article,e)niauto/n,ἐνιαυτός,noun,kalei=sqai,καλέω,verb,de\,δέ,particle,au)ta\,αὐτός,pronoun,trittu=s,τριττύς,adjective,kai\,καί,conjunction,fratri/as,φράτρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)s,εἰς,preposition,de\,δέ,particle,th\n,ὁ,article,fratri/an,φράτρα,noun,tria/konta,τριάκοντα,noun,ge/nh,γένος,noun,diakekosmh=sqai,διακοσμέω,verb,kaqa/per,καθά,adverb,ai(,ὁ,article,h(me/rai,ἡμέρα,noun,ei)s,εἰς,preposition,to\n,ὁ,article,mh=na,μείς,adjective,to\,ὁ,article,de\,δέ,particle,ge/nos,γένος,noun,ei)=nai,εἰμί,verb,tria/konta,τριάκοντα,noun,a)ndrw=n,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=tos,οὗτος,pronoun,e)lqw\n,ἔρχομαι,verb,ei)s,εἰς,preposition,*sku=ron,Σκῦρος,adverb,e)teleu/thsen,τελευτάω,verb,w)sqei\s,ὠθέω,verb,kata\,κατά,preposition,petrw=n,πέτρα,noun,u(po\,ὑπό,preposition,*lukomh/dous,Λυκομήδης,proper,fobhqe/ntos,φοβέω,verb,mh\,μή,conjunction,sfeteri/zhtai,σφετερίζομαι,verb,th\n,ὁ,article,nh=son,νῆσος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)aqhnai=oi,Ἀθηναῖος,proper,de\,δέ,particle,u(/steron,ὕστερος,adjective,meta\,μετά,preposition,ta\,ὁ,article,*mhdika\,Μηδικός,adjective,meteko/misan,μετακομίζω,verb,au)tou=,αὐτός,pronoun,ta\,ὁ,article,o)sta=,ὀστέον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)aristote/lhs,Ἀριστοτέλης,proper,i(storei=,ἱστορέω,verb,o(/ti,ὅστις,pronoun,e)lqw\n,ἔρχομαι,verb,*qhseu\s,Θησεύς,proper,ei)s,εἰς,preposition,*sku=ron,Σκῦρος,adverb,e)pi\,ἐπί,preposition,kataskoph\n,κατασκοπή,noun,ei)ko/tws,ἐοικότως,adverb,dia\,διά,preposition,th\n,ὁ,article,*ai)ge/ws,Αἰγεύς,proper,sugge/neian,συγγένεια,noun,*aqhnai=oi,,,meta\,μετά,preposition,ta\,ὁ,article,*mhdika\,Μηδικός,adjective,kata\,κατά,preposition,mantei/an,μαντεία,noun,a)nelo/ntes,ἀναιρέω,verb,au)tou=,ta\,ὁ,article,o)sta=,ὀστέον,noun,e)/qayan,θάπτω,verb,,,,,,,,,,,,,,,,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po\,ἀπό,preposition,de\,δέ,particle,*kodridw=n,,,ou)/keti,,,basilei=s,βασιλεύς,noun,h(|rou=nto,αἱρέω,verb,dia\,διά,preposition,to\,ὁ,article,dokei=n,δοκέω,verb,trufa=n,τρυφάω,verb,kai\,καί,conjunction,malakou\s,μαλακός,adjective,gegone/nai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(ippome/nhs,Ἱππομένης,proper,de\,δέ,particle,ei(=s,εἷς,adjective,tw=n,ὁ,article,*kodridw=n,,,boulo/menos,βούλομαι,verb,a)pw/sasqai,ἀπωθέω,verb,th\n,ὁ,article,diabolh/n,διαβολή,noun,labw\n,λαμβάνω,verb,e)pi\,ἐπί,preposition,th=|,ὁ,article,qugatri\,θυγάτηρ,adjective,*leimw/nh|,,,moixo/n,μοιχός,noun,e)kei=non,ἐκεῖνος,pronoun,me\n,μέν,particle,a)nei=len,ἀναιρέω,verb,u(pozeu/cas,ὑποζεύγνυμι,verb,meta\,μετά,preposition,th=s,ὁ,article,qugatro\s,tw=|,ὁ,article,a(/rmati,ἅρμα,noun,th\n,ὁ,article,de\,δέ,particle,i(/ppw|,ἵππος,noun,sune/kleisen,συγκλείω,verb,e(/ws,ἕως,conjunction,a)pw/leto,ἀπόλλυμι,verb,θυγάτηρ,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou\s,ὁ,article,meta\,μετά,preposition,*ku/lwnos,Κύλων,proper,dia\,διά,preposition,th\n,ὁ,article,turanni/da,τυραννίς,noun,e)pi\,ἐπί,preposition,to\n,ὁ,article,bwmo\n,βωμός,noun,th=s,ὁ,article,qeou=,θεός,noun,pefeugo/tas,φεύγω,verb,oi(,ὁ,article,peri\,περί,preposition,*megakle/a,Μεγακλέης,proper,a)pe/kteinan,ἀποκτείνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tou\s,ὁ,article,dra/santas,δράω,verb,w(s,ὡς,conjunction,e)nagei=s,ἐναγής,adjective,h)/launon,ἐλαύνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kathgorou=ntos,κατηγορέω,verb,*mu/rwnos,Μύρων,proper,kaq',κατά,preposition,i(erw=n,ἱερά,noun,o)mo/santes,ὄμνυμι,verb,a)risti/ndhn,ἀριστίνδην,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
katagnwsqe/ntos,καταγιγνώσκω,verb,de\,δέ,particle,tou=,ὁ,article,a(/gous,ἄγος,noun,au)toi\,αὐτός,pronoun,me\n,μέν,particle,e)k,ἐκ,preposition,tw=n,ὁ,article,ta/fwn,τάφος,noun,e)ceblh/qhsan,ἐκβάλλω,verb,to\,ὁ,article,de\,δέ,particle,ge/nos,γένος,noun,au)tw=n,αὐτός,pronoun,e)/fugen,φεύγω,verb,a)eifugi/an,ἀειφυγία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)epmeni/dhs,,,d',δέ,particle,o(,ὁ,article,*krh\s,Κρής,proper,e)pi\,ἐπί,preposition,tou/tois,οὗτος,pronoun,e)ka/qhre,καθαίρω,verb,th\n,ὁ,article,po/lin,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta\,μετά,preposition,de\,δέ,particle,tau=ta,οὗτος,pronoun,sune/bh,συμβαίνω,verb,stasia/sai,στασιάζω,verb,tou/s,ὁ,article,te,τε,particle,gnwri/mous,γνώριμος,adjective,kai\,καί,conjunction,to\,ὁ,article,plh=qos,πλῆθος,noun,polu\n,πολύς,adjective,xro/non,χρόνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=n,εἰμί,verb,ga\r,γάρ,particle,au)tw=n,αὐτός,pronoun,h(,ὁ,article,politei/a,πολιτεία,noun,toi=s,ὁ,article,te,τε,particle,a)/llois,ἄλλος,adjective,o)ligarxikh\,ὀλιγαρχικός,adjective,pa=si,πᾶς,adjective,kai\,καί,conjunction,dh\,δή,particle,kai\,καί,conjunction,e)dou/leuon,δουλεύω,verb,oi(,ὁ,article,pe/nhtes,πένης,noun,toi=s,ὁ,article,plousi/ois,πλούσιος,adjective,kai\,καί,conjunction,au)toi\,αὐτός,pronoun,kai\,καί,conjunction,ta\,te/kna,τέκνον,noun,kai\,καί,conjunction,ai(,ὁ,article,gunai=kes,γυνή,noun,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)kalou=nto,καλέω,verb,pela/tai,πελάτης,noun,kai\,καί,conjunction,e(kth/moroi,ἑκτημόριοι,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kata\,κατά,preposition,tau/thn,οὗτος,pronoun,ga\r,γάρ,particle,th\n,ὁ,article,mi/sqwsin,μίσθωσις,noun,h)rga/zonto,ἐργάζομαι,verb,tw=n,ὁ,article,plousi/wn,πλούσιος,adjective,tou\s,ὁ,article,a)grou/s,ἀγρός,noun,'h(,ὁ,article,de\,δέ,particle,pa=sa,πᾶς,adjective,gh=,γῆ,noun,di',διά,preposition,o)li/gwn,ὀλίγος,adjective,h)=n',εἰμί,verb,kai\,καί,conjunction,ei),εἰ,conjunction,mh\,μή,conjunction,ta\s,ὁ,article,misqw/seis,a)podidoi=en,ἀποδίδωμι,verb,a)gw/gimoi,ἀγώγιμος,adjective,kai\,καί,conjunction,au)toi\,αὐτός,pronoun,kai\,καί,conjunction,oi(,ὁ,article,pai=des,παῖς,adjective,e)gi/gnonto,γίγνομαι,verb,μίσθωσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,oi(,ὁ,article,daneismoi\,δανεισμός,noun,pa=sin,πᾶς,adjective,e)pi\,ἐπί,preposition,toi=s,ὁ,article,sw/masin,σῶμα,adjective,h)=san,εἰμί,verb,me/xri,μέχρι,preposition,*so/lwnos,Σόλων,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=tos,οὗτος,pronoun,de\,δέ,particle,prw=tos,πρότερος,adjective,e)ge/neto,γίγνομαι,verb,tou=,ὁ,article,dh/mou,δῆμος,noun,prosta/ths,προστάτης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xalepw/taton,χαλεπός,adjective,me\n,μέν,particle,ou)=n,οὖν,particle,kai\,καί,conjunction,pikro/taton,πικρός,adjective,h)=n,εἰμί,verb,toi=s,ὁ,article,polloi=s,πολύς,adjective,tw=n,ὁ,article,kata\,κατά,preposition,th\n,ὁ,article,politei/an,πολιτεία,noun,to\,ὁ,article,douleu/ein,δουλεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,mh\n,μήν,particle,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,e)pi\,ἐπί,preposition,toi=s,ὁ,article,a)/llois,ἄλλος,adjective,e)dusxe/rainon,δυσχεραίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)deno\s,οὐδείς,pronoun,ga\r,γάρ,particle,w(s,ὡς,conjunction,ei)pei=n,εἶπον,verb,e)tu/gxanon,τυγχάνω,verb,mete/xontes,μετέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=n,εἰμί,verb,d',δέ,particle,h(,ὁ,article,ta/cis,τάξις,noun,th=s,ὁ,article,a)rxai/as,ἀρχαῖος,adjective,politei/as,πολιτεία,noun,th=s,ὁ,article,pro\,πρό,preposition,*dra/kontos,Δράκων,proper,toia/de,τοιόσδε,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\s,ὁ,article,me\n,μέν,particle,a)rxa\s,ἀρχή,noun,kaqi/stasan,καθίστημι,verb,a)risti/ndhn,ἀριστίνδην,adverb,kai\,καί,conjunction,plouti/ndhn,πλουτίνδην,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=rxon,ἄρχω,verb,de\,δέ,particle,to\,ὁ,article,me\n,μέν,particle,prw=ton,πρότερος,adjective,dia\,διά,preposition,bi/ou,βίος,adjective,meta\,μετά,preposition,de\,δέ,particle,tau=ta,οὗτος,pronoun,dekae/teian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
me/gistai,μέγας,adverb,de\,δέ,particle,kai\,καί,conjunction,prw=tai,πρότερος,adjective,tw=n,ὁ,article,a)rxw=n,ἀρχή,noun,h)=san,εἰμί,verb,basileu\s,βασιλεύς,noun,kai\,καί,conjunction,pole/marxos,πολέμαρχος,noun,kai\,καί,conjunction,a)/rxwn,ἄρχων,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
