word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/6/lemma/@_entry,word/6/lemma/@_POS,word/8/lemma/@_entry,word/8/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS
*darei=os,Δαρεῖος,proper,o(,ὁ,article,*ce/rcou,Ξέρξης,proper,path\r,πατήρ,noun,e(auto\n,ἑαυτοῦ,pronoun,e)gkwmia/zwn,ἐγκωμιάζω,verb,e)/legen,e)n,ἐν,preposition,tai=s,ma/xais,μάχη,noun,kai\,καί,conjunction,para\,παρά,preposition,ta\,ὁ,article,deina\,δεινός,adjective,gi/gnesqai,γίγνομαι,verb,fronimw/teros,φρόνιμος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,λέγω,verb,ὁ,article,,,,,,,,,,,,,,,,,,,,,
tou\s,ὁ,article,de\,δέ,particle,fo/rous,φόρος,adjective,toi=s,ὁ,article,u(phko/ois,ὑπήκοος,adjective,ta/cas,τάσσω,verb,metepe/myato,tou\s,ὁ,article,prw/tous,tw=n,ὁ,article,e)parxiw=n,ἐπαρχία,noun,kai\,καί,conjunction,peri\,περί,preposition,tw=n,ὁ,article,fo/rwn,φόρον,noun,h)rw/thse,ἐρωτάω,verb,mh\,μή,conjunction,barei=s,βαρύς,adjective,ei)si,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μεταπέμπω,verb,πρότερος,adjective,,,,,,,,,,,,,,,,,,,,,
fhsa/ntwn,φημί,verb,de\,δέ,particle,metri/ws,μέτριος,adjective,e)/xein,ἔχω,verb,e)ke/leuse,κελεύω,verb,telei=n,τέλλω,verb,tou\s,h(mi/seis,ἥμισυς,adjective,e(/kaston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,ἕκαστος,adjective,,,,,,,,,,,,,,,,,,,,,
r(oia\n,ῥοιά,noun,de\,δέ,particle,mega/lhn,μέγας,adverb,a)noi/cas,ἀνοίγνυμι,verb,puqome/nou,πύθω,verb,tino\s,τις,pronoun,ti/,a)\n,ἄν,particle,e)/xein,bou/loito,βούλομαι,verb,tosou=ton,τοσοῦτος,adjective,o(/son,ὅσος,adjective,e)sti\,εἰμί,verb,tw=n,ὁ,article,ko/kkwn,κόκκος,noun,to\,ὁ,article,plh=qos,πλῆθος,noun,ei)=pe,εἶπον,verb,*zwpu/rous,Ζώπυρος,proper,h)=n,εἰμί,verb,de\,δέ,particle,a)nh\r,ἀνήρ,noun,a)gaqo\s,ἀγαθός,adjective,kai\,καί,conjunction,fi/los,φίλος,adjective,o(,ὁ,article,*zw/puros,Ζώπυρος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τίς,pronoun,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,de\,δέ,particle,au)to\s,αὐτός,pronoun,e(auto\n,ἑαυτοῦ,pronoun,ai)kisa/menos,αἰκίζομαι,verb,o(,ὁ,article,*zw/puros,kai\,καί,conjunction,th\n,r(i=na,ῥίς,noun,kai\,καί,conjunction,ta\,ὁ,article,w)=ta,οὖς,noun,periko/yas,περικόπτω,verb,e)chpa/thse,ἐξαπατάω,verb,*babulwni/ous,Βαβυλώνιοι,proper,kai\,καί,conjunction,pisteuqei\s,πιστεύω,verb,u(p',ὑπό,preposition,au)tw=n,αὐτός,pronoun,pare/dwke,παραδίδωμι,verb,*darei/w|,Δαρεῖος,proper,th\n,ὁ,article,po/lin,πόλις,adjective,polla/kis,πολλάκις,adverb,o(,ὁ,article,*darei=os,Δαρεῖος,proper,ei)=pen,εἶπον,verb,ou)k,οὐ,adverb,a)\n,ἄν,particle,e)qelh=sai,ἐθέλω,verb,labei=n,λαμβάνω,verb,e(kato\n,ἑκατόν,noun,*babulw=nas,Βαβυλών,proper,e)pi\,ἐπί,preposition,tw=|,ὁ,article,mh\,μή,conjunction,*zw/puron,Ζώπυρος,proper,e)/xein,ἔχω,verb,o(lo/klhron,ὁλόκληρος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ζώπυρος,proper,ὁ,article,,,,,,,,,,,,,,,,,,,,,
*semi/ramis,Σεμίραμις,proper,de\,δέ,particle,e(auth=|,ἑαυτοῦ,pronoun,kataskeua/sasa,κατασκευάζω,verb,ta/fon,τάφος,noun,e)pe/grayen,ἐπιγράφω,verb,o(/stis,a)\n,ἄν,particle,xrhma/twn,dehqh=|,δέω,verb,basileu/s,βασιλεύς,noun,dielo/nta,διαιρέω,verb,to\,ὁ,article,mnhmei=on,μνημεῖον,noun,o(/sa,ὅσος,adjective,bou/letai,βούλομαι,verb,labei=n,λαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅστις,pronoun,χρῆμα,adjective,,,,,,,,,,,,,,,,,,,,,
*darei=os,Δαρεῖος,proper,ou)=n,οὖν,particle,dielw\n,διαιρέω,verb,xrh/mata,χρῆμα,adjective,me\n,μέν,particle,ou)x,οὐ,adverb,eu(=re,gra/mmasi,γράμμα,noun,de\,e(te/rois,ἕτερος,adjective,e)ne/tuxe,ἐντυγχάνω,verb,ta/de,ὅδε,pronoun,fra/zousin,φράζω,verb,ei),εἰ,conjunction,mh\,μή,conjunction,kako\s,κακός,adjective,h)=sq',ἔσθω,verb,a)nh\r,ἀνήρ,noun,kai\,καί,conjunction,xrhma/twn,χρῆμα,adjective,a)/plhstos,ἄπληστος,adjective,ou)k,οὐ,adverb,a)\n,ἄν,particle,nekrw=n,νεκρός,noun,qh/kas,θήκη,noun,e)ki/neis,κινέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εὑρίσκω,verb,δέ,particle,,,,,,,,,,,,,,,,,,,,,
*ce/rch|,Ξέρξης,proper,tw=|,ὁ,article,*darei/ou,Δαρεῖος,proper,peri\,περί,preposition,th=s,ὁ,article,basilei/as,βασιλεία,noun,a)mfisbhtw=n,o(,ὁ,article,a)delfo\s,*)ariame/nhs,,,kate/bainen,καταβαίνω,verb,e)k,ἐκ,preposition,th=s,ὁ,article,*baktrianh=s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀμφισβητέω,verb,ἀδελφός,adjective,,,,,,,,,,,,,,,,,,,,,
e)/pemyen,πέμπω,verb,ou)=n,οὖν,particle,au)tw=|,αὐτός,pronoun,dw=ra,δῶρον,noun,fra/sai,φράζω,verb,keleu/sas,κέλλω,verb,tou\s,dido/ntas,δίδωμι,verb,tou/tois,se,σύ,pronoun,tima=|,τιμάω,verb,nu=n,νῦν,adverb,*ce/rchs,Ξέρξης,proper,o(,ὁ,article,a)delfo/s,ἀδελφός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,
e)a\n,ἐάν,conjunction,de\,δέ,particle,basileu\s,βασιλεύς,noun,a)nagoreuqh=|,ἀναγορεύω,verb,pa/ntwn,πᾶς,adjective,e)/sh|,εἰμί,verb,par',au)tw=|,αὐτός,pronoun,me/gistos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,παρά,preposition,μέγας,adverb,,,,,,,,,,,,,,,,,,,,,
a)podeixqe/ntos,ἀποδείκνυμι,verb,de\,δέ,particle,tou=,ὁ,article,*ce/rcou,Ξέρξης,proper,basile/ws,βασιλεύς,noun,o(,ὁ,article,me\n,*)ariame/nhs,,,eu)qu\s,proseku/nhse,προσκυνέω,verb,kai\,καί,conjunction,to\,ὁ,article,dia/dhma,διάδημα,noun,perie/qhken,περιτίθημι,verb,o(,ὁ,article,de\,δέ,particle,*ce/rchs,Ξέρξης,proper,e)kei/nw|,ἐκεῖνος,pronoun,th\n,ὁ,article,deute/ran,δεύτερος,adjective,meq',μετά,preposition,e(auto\n,ἑαυτοῦ,pronoun,e)/dwke,δίδωμι,verb,ta/cin,τάξις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μέν,particle,εὐθύς,adverb,,,,,,,,,,,,,,,,,,,,,
o)rgisqei\s,ὀργίζω,verb,de\,δέ,particle,*babulwni/ois,Βαβυλώνιοι,proper,a)posta=si,ἀφίστημι,verb,kai\,καί,conjunction,krath/sas,κρατέω,verb,prose/tacen,o(/pla,ὅπλον,noun,mh\,fe/rein,φέρω,verb,a)lla\,ἀλλά,adverb,ya/llein,ψάλλω,verb,kai\,καί,conjunction,au)lei=n,αὐλέω,verb,kai\,καί,conjunction,pornoboskei=n,πορνοβοσκέω,verb,kai\,καί,conjunction,kaphleu/ein,καπηλεύω,verb,kai\,καί,conjunction,forei=n,φορέω,verb,kolpwtou\s,κολπωτός,adjective,xitw=nas,χιτών,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,προστάσσω,verb,μή,conjunction,,,,,,,,,,,,,,,,,,,,,
*)attika\s,Ἀττικός,adjective,de\,δέ,particle,i)sxa/das,ἰσχάς,noun,ou)k,οὐ,adverb,a)\n,ἄν,particle,e)/fh,φημί,verb,fagei=n,w)ni/ous,ὤνιος,adjective,komisqei/sas,a)ll',ἀλλά,adverb,o(/tan,ὅταν,conjunction,th\n,ὁ,article,fe/rousan,φέρω,verb,kth/shtai,κτάομαι,verb,xw/ran,χώρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐσθίω,verb,κομίζω,verb,,,,,,,,,,,,,,,,,,,,,
*(/ellhnas,Ἕλλην,proper,de\,δέ,particle,katasko/pous,κατάσκοπος,noun,e)n,ἐν,preposition,tw=|,ὁ,article,stratope/dw|,στρατόπεδον,noun,labw\n,ou)de\n,οὐδείς,pronoun,h)di/khsen,a)lla\,ἀλλά,adverb,th\n,ὁ,article,stratia\n,στρατία,noun,a)dew=s,ἀδεής,adverb,e)pidei=n,ἐπεῖδον,verb,keleu/sas,κέλλω,verb,a)fh=ken,ἀφήκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,λαμβάνω,verb,ἀδικέω,verb,,,,,,,,,,,,,,,,,,,,,
*)artoce/rchs,Ἀρτοξέρξης,proper,o(,ὁ,article,*ce/rcou,Ξέρξης,proper,o(,ὁ,article,makro/xeir,μακρόχειρ,noun,prosagoreuqei\s,προσαγορεύω,verb,dia\,to\,ὁ,article,th\n,e(te/ran,ἕτερος,adjective,xei=ra,χείρ,noun,makrote/ran,μακρός,adjective,e)/xein,ἔχω,verb,e)/legen,λέγω,verb,o(/ti,ὅστις,pronoun,to\,ὁ,article,prosqei=nai,προστίθημι,verb,tou=,ὁ,article,a)felei=n,ἀφαιρέω,verb,basilikw/tero/n,βασιλικός,adjective,e)sti,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,διά,preposition,ὁ,article,,,,,,,,,,,,,,,,,,,,,
prw=tos,πρότερος,adjective,de\,δέ,particle,prwtobolei=n,πρωτοβολέω,verb,e)ke/leuse,κελεύω,verb,tw=n,ὁ,article,sugkunhgetou/ntwn,συγκυνηγετέω,verb,tou\s,duname/nous,δύναμαι,verb,kai\,boulome/nous,βούλομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,καί,conjunction,,,,,,,,,,,,,,,,,,,,,
prw=tos,πρότερος,adjective,de\,δέ,particle,toi=s,ὁ,article,a(marta/nousi,ἁμαρτάνω,verb,tw=n,ὁ,article,h(gemonikw=n,ἡγεμονικός,adjective,timwri/an,e)/tacen,ἐτάζω,verb,a)nti\,tou=,ὁ,article,to\,ὁ,article,sw=ma,σῶμα,adjective,mastigou=n,μαστιγόω,verb,kai\,καί,conjunction,th\n,ὁ,article,kefalh\n,κεφαλή,noun,a)poti/llein,ἀποτίλλω,verb,mastigou=sqai,μαστιγόω,verb,me\n,μέν,particle,a)podusame/nwn,ἀποδύω,verb,ta\,ὁ,article,i(ma/tia,ἱμάτιον,adjective,ti/llesqai,τίλλω,verb,de\,δέ,particle,th\n,ὁ,article,tia/ran,τιάρα,adjective,a)poqeme/nwn,ἀποτίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τιμωρία,noun,ἀντί,preposition,,,,,,,,,,,,,,,,,,,,,
*satibarza/nhn,Σατιβαρζάνης,proper,de\,δέ,particle,to\n,ὁ,article,katakoimisth\n,κατακοιμιστής,noun,ai)tou/meno/n,αἰτέω,verb,ti,τις,pronoun,par',au)tou=,αὐτός,pronoun,tw=n,mh\,μή,conjunction,dikai/wn,δίκαιος,adjective,ai)sqo/menos,αἰσθάνομαι,verb,e)pi\,ἐπί,preposition,trismuri/ois,τρισμύριοι,adjective,dareikoi=s,Δαρεικός,adjective,tou=to,οὗτος,pronoun,poiou=nta,ποιέω,verb,prose/tace,προστάσσω,verb,tw=|,ὁ,article,tami/a|,ταμία,noun,trismuri/ous,τρισμύριοι,adjective,dareikou\s,Δαρεικός,adjective,komi/sai,κομίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,παρά,preposition,ὁ,article,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,didou\s,δίδωμι,verb,au)tw=|,αὐτός,pronoun,la/be,λαμβάνω,verb,ei)=pen,εἶπον,verb,w)=,ὦ,interjection,*satibarza/nh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Σατιβαρζάνης,proper,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,me\n,μέν,particle,ga\r,γάρ,particle,dou\s,δίδωμι,verb,ou)k,οὐ,adverb,e)/somai,εἰμί,verb,pene/steros,e)kei=na,ἐκεῖνος,pronoun,de\,pra/cas,πράσσω,verb,a)dikw/teros,ἄδικος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πένης,noun,δέ,particle,,,,,,,,,,,,,,,,,,,,,
*ku=ros,Κῦρος,proper,o(,ὁ,article,new/teros,νέος,adjective,tou\s,ὁ,article,*lakedaimoni/ous,Λακεδαιμόνιος,proper,summaxei=n,συμμαχέω,verb,au(tw=|,parakalw=n,παρακαλέω,verb,e)/lege,tou=,ὁ,article,a)delfou=,ἀδελφός,adjective,kardi/an,καρδία,noun,e)/xein,ἔχω,verb,barute/ran,βαρύς,adjective,kai\,καί,conjunction,plei/ona,πλείων,verb,pi/nein,πίνω,verb,a)/kraton,ἄκρατος,adjective,au)tou=,αὐτός,pronoun,kai\,καί,conjunction,fe/rein,φέρω,verb,be/ltion,βελτίων,adverb,e)kei=non,ἐκεῖνος,pronoun,de\,δέ,particle,mo/lis,μόλις,adverb,e)n,ἐν,preposition,tai=s,ὁ,article,qh/rais,θήρα,noun,e)pi\,ἐπί,preposition,tw=n,ὁ,article,i(/ppwn,ἵππος,noun,me/nein,μένω,verb,e)n,ἐν,preposition,de\,δέ,particle,toi=s,ὁ,article,deinoi=s,δεινός,adjective,mhde\,μηδέ,particle,e)pi\,ἐπί,preposition,tou=,ὁ,article,qro/nou,θρόνον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἑαυτοῦ,pronoun,λέγω,verb,,,,,,,,,,,,,,,,,,,,,
pareka/lei,παρακαλέω,verb,de\,δέ,particle,a)poste/llein,ἀποστέλλω,verb,a)/ndras,ἀνήρ,noun,pro\s,πρός,preposition,au(to/n,ἑαυτοῦ,pronoun,e)paggello/menos,toi=s,ὁ,article,me\n,pezoi=s,πεζός,adjective,i(/ppous,ἵππος,noun,dw/sein,δίδωμι,verb,toi=s,ὁ,article,de\,δέ,particle,i(/ppous,ἵππος,noun,e)/xousin,ἔχω,verb,a(/rmata,ἅρμα,noun,toi=s,ὁ,article,de\,δέ,particle,xwri/a,χωρίον,noun,kekthme/nois,κτάομαι,verb,kw/mas,κώμη,noun,tou\s,ὁ,article,de\,δέ,particle,kw/mas,κώμη,noun,e)/xontas,ἔχω,verb,po/lewn,πόλις,adjective,kuri/ous,κύριος,adjective,poih/sein,ποιέω,verb,a)rguri/ou,ἀργύριον,adjective,de\,δέ,particle,kai\,καί,conjunction,xrusi/ou,χρυσίον,noun,ou)k,οὐ,adverb,a)riqmo\n,ἀριθμός,adjective,a)lla\,ἀλλά,adverb,staqmo\n,σταθμόν,noun,e)/sesqai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐπαγγέλλω,verb,μέν,particle,,,,,,,,,,,,,,,,,,,,,
*)artace/rchs,Ἀρταξέρξης,proper,o(,ὁ,article,tou/tou,οὗτος,pronoun,me\n,μέν,particle,a)delfo\s,ἀδελφός,adjective,*mnh/mwn,Μνήμων,proper,de\,kalou/menos,καλέω,verb,ou),mo/non,μόνος,adjective,toi=s,ὁ,article,e)ntugxa/nousin,ἐντυγχάνω,verb,e(auto\n,ἑαυτοῦ,pronoun,a)ne/dhn,ἀνέδην,adverb,parei=xen,παρέχω,verb,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,th\n,ὁ,article,gunai=ka,γυνή,noun,th\n,ὁ,article,gnhsi/an,γνήσιος,adjective,e)ke/leuse,κελεύω,verb,th=s,ὁ,article,a(rmama/chs,ἁρμάμαξα,adjective,ta\s,ὁ,article,au)lai/as,αὐλαία,noun,perielei=n,περιαιρέω,verb,o(/pws,ὅπως,conjunction,oi(,ἕ,pronoun,deo/menoi,δέομαι,verb,kata\,κατά,preposition,th\n,ὁ,article,o(do\n,ὁδός,adjective,e)ntugxa/nwsi,ἐντυγχάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,οὐ,adverb,,,,,,,,,,,,,,,,,,,,,
pe/nhtos,πένης,noun,de\,δέ,particle,a)nqrw/pou,ἄνθρωπος,noun,mh=lon,μῆλον,noun,u(perfue\s,ὑπερφυής,adverb,mege/qei,μέγεθος,adjective,prosene/gkantos,au)tw=|,αὐτός,pronoun,deca/menos,h(de/ws,ἡδέως,adverb,nh\,νή,preposition,to\n,ὁ,article,*mi/qran,Μίθρας,proper,ei)=pen,εἶπον,verb,ou(=to/s,οὗτος,pronoun,moi,ἐγώ,pronoun,dokei=,δοκέω,verb,kai\,καί,conjunction,po/lin,πόλις,adjective,a)\n,ἄν,particle,e)k,ἐκ,preposition,mikra=s,μικρός,adjective,mega/lhn,μέγας,adverb,pisteuqei\s,πιστεύω,verb,a)perga/sasqai,ἀπεργάζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,προσφέρω,verb,δέχομαι,verb,,,,,,,,,,,,,,,,,,,,,
