word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/15/lemma/@_entry,word/15/lemma/@_POS,word/44/lemma/@_entry,word/44/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/52/lemma/@_entry,word/52/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/119/@_form,word/119/lemma/@_entry,word/119/lemma/@_POS,word/120/@_form,word/120/lemma/@_entry,word/120/lemma/@_POS,word/121/@_form,word/121/lemma/@_entry,word/121/lemma/@_POS
*(/otan,ὅταν,conjunction,e(/teron,ἕτερος,adjective,kaq',κατά,preposition,e(te/rou,ἕτερος,adjective,kathgorh=tai,κατηγορέω,verb,w(s,ὡς,conjunction,kaq',κατά,preposition,u(pokeime/nou,ὑπόκειμαι,verb,o(/sa,ὅσος,adjective,kata\,κατά,preposition,tou=,ὁ,article,kathgoroume/nou,κατηγορέω,verb,le/getai,λέγω,verb,pa/nta,πᾶς,adjective,kai\,καί,conjunction,kata\,tou=,ὁ,article,u(pokeime/nou,ὑπόκειμαι,verb,r(hqh/setai,ἐρῶ,verb,oi(=on,οἷος,adjective,a)/nqrwpos,ἄνθρωπος,noun,kata\,κατά,preposition,tou=,ὁ,article,tino\s,τις,pronoun,a)nqrw/pou,ἄνθρωπος,noun,kathgorei=tai,κατηγορέω,verb,to\,ὁ,article,de\,δέ,particle,zw=ion,,,kata\,κατά,preposition,tou=,ὁ,article,a)nqrw/pou,ἄνθρωπος,noun,ou)kou=n,οὐκοῦν,adverb,kai\,καί,conjunction,kata\,κατά,preposition,tou=,ὁ,article,tino\s,τις,pronoun,a)nqrw/pou,ἄνθρωπος,noun,to\,ὁ,article,zw=ion,,,kathgorhqh/setai,κατηγορέω,verb,o(,ὁ,article,ga\r,γάρ,particle,ti\s,τίς,pronoun,a)/nqrwpos,kai\,καί,conjunction,a)/nqrwpo/s,ἄνθρωπος,noun,e)sti,εἰμί,verb,kai\,καί,conjunction,zw=ion,,,κατά,preposition,ἄνθρωπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*tw=n,ὁ,article,e(terogenw=n,ἑτερογενής,adverb,kai\,καί,conjunction,mh\,μή,conjunction,u(p',ὑπό,preposition,a)/llhla,ἀλλήλων,pronoun,tetagme/nwn,τάσσω,verb,e(/terai,ἕτερος,adjective,tw=i,ὁ,article,ei)/dei,εἶδος,noun,kai\,καί,conjunction,ai(,ὁ,article,diaforai/,διαφορά,noun,oi(=on,οἷος,adjective,zw/iou,,,kai\,e)pisth/mhs,ἐπιστήμη,noun,zw/iou,,,me\n,μέν,particle,ga\r,γάρ,particle,diaforai\,διαφορά,noun,to/,ὁ,article,te,τε,particle,pezo\n,πεζός,adjective,kai\,καί,conjunction,to\,ὁ,article,pthno\n,πτηνός,adjective,kai\,καί,conjunction,to\,ὁ,article,e)/nudron,ἔνυδρος,adjective,kai\,καί,conjunction,to\,ὁ,article,di/poun,δίπους,adjective,e)pisth/mhs,ἐπιστήμη,noun,de\,δέ,particle,ou)demi/a,οὐδείς,pronoun,tou/twn,οὗτος,pronoun,ou),οὐ,adverb,ga\r,γάρ,particle,diafe/rei,διαφέρω,verb,e)pisth/mh,ἐπιστήμη,noun,e)pisth/mhs,ἐπιστήμη,noun,tw=i,ὁ,article,di/pous,δίπους,adjective,ei)=nai,,,,,,,,,,,,,,,,καί,conjunction,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*tw=n,ὁ,article,de/,δέ,particle,ge,γε,particle,u(p',ὑπό,preposition,a)/llhla,ἀλλήλων,pronoun,genw=n,γένος,noun,ou)de\n,οὐδείς,pronoun,kwlu/ei,κωλύω,verb,ta\s,ὁ,article,au)ta\s,αὐτός,pronoun,diafora\s,διαφορά,noun,ei)=nai,εἰμί,verb,ta\,ὁ,article,ga\r,γάρ,particle,e)pa/nw,ἐπάνω,adverb,tw=n,u(p',ὑπό,preposition,au)ta\,αὐτός,pronoun,genw=n,γένος,noun,kathgorei=tai,κατηγορέω,verb,w(/ste,ὥστε,conjunction,o(/sai,ὅσος,adjective,tou=,ὁ,article,kathgoroume/nou,κατηγορέω,verb,diaforai/,διαφορά,noun,ei)si,εἰμί,verb,tosau=tai,τοσοῦτος,adjective,kai\,καί,conjunction,tou=,ὁ,article,u(pokeime/nou,ὑπόκειμαι,verb,e)/sontai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*tw=n,ὁ,article,kata\,κατά,preposition,mhdemi/an,μηδείς,pronoun,sumplokh\n,συμπλοκή,noun,legome/nwn,λέγω,verb,e(/kaston,ἕκαστος,adjective,h)/toi,ἤτοι,particle,ou)si/an,οὐσία,adjective,shmai/nei,σημαίνω,verb,h)\,ἠέ,conjunction,poso\n,ποσός,adjective,h)\,ἠέ,conjunction,poio\n,ποιός,adjective,h)\,ἠέ,conjunction,pro/s,πρός,preposition,ti,h)\,ἠέ,conjunction,pou\,πού,adverb,h)\,ἠέ,conjunction,pote\,ποτός,adjective,h)\,ἠέ,conjunction,kei=sqai,κέω,verb,h)\,ἠέ,conjunction,e)/xein,ἔχω,verb,h)\,ἠέ,conjunction,poiei=n,ποιέω,verb,h)\,ἠέ,conjunction,pa/sxein,πάσχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)/esti,εἰμί,verb,de\,δέ,particle,ou)si/a,οὐσία,adjective,me\n,μέν,particle,w(s,ὡς,conjunction,tu/pwi,τύπον,noun,ei)pei=n,εἶπον,verb,oi(=on,οἷος,adjective,a)/nqrwpos,ἄνθρωπος,noun,i(/ppos,ἵππος,noun,poso\n,ποσός,adjective,de\,δέ,particle,oi(=on,οἷος,adjective,di/phxu,δίπηχυς,adjective,tri/phxu,τρίπηχυς,adjective,poio\n,de\,δέ,particle,oi(=on,οἷος,adjective,leuko/n,λευκός,adjective,grammatiko/n,γραμματικός,adjective,pro/s,πρός,preposition,ti,τις,pronoun,de\,δέ,particle,oi(=on,οἷος,adjective,dipla/sion,διπλάσιος,adjective,h(/misu,ἥμισυς,adjective,mei=zon,μέγας,adverb,pou\,πού,adverb,de\,δέ,particle,oi(=on,οἷος,adjective,e)n,ἐν,preposition,*lukei/wi,Λύκειον,proper,e)n,ἐν,preposition,a)gora=i,ἀγοράομαι,verb,pote\,ποτός,adjective,de\,δέ,particle,oi(=on,οἷος,adjective,xqe/s,χθές,adverb,pe/rusin,πέρυσι,adverb,kei=sqai,κέω,verb,de\,δέ,particle,oi(=on,οἷος,adjective,a)na/keitai,ἀνάκειμαι,verb,ka/qhtai,καθίημι,verb,e)/xein,de\,δέ,particle,oi(=on,οἷος,adjective,u(pode/detai,ὑποδέω,verb,w(/plistai,ὁπλίζω,verb,poiei=n,ποιέω,verb,ποιός,adjective,ἔχω,verb,de\,δέ,particle,oi(=on,οἷος,adjective,te/mnein,kai/ein,καίω,verb,pa/sxein,πάσχω,verb,de\,δέ,particle,oi(=on,οἷος,adjective,te/mnesqai,τέμνω,verb,τέμνω,verb,kai/esqai,καίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(/ekaston,ἕκαστος,adjective,de\,δέ,particle,tw=n,ὁ,article,ei)rhme/nwn,ἐρῶ,verb,au)to\,αὐτός,pronoun,me\n,μέν,particle,kaq',κατά,preposition,au(to\,ἑαυτοῦ,pronoun,e)n,ἐν,preposition,ou)demia=i,οὐδείς,pronoun,katafa/sei,κατάφασις,noun,le/getai,λέγω,verb,th=i,τῇ,adverb,de\,δέ,particle,pro\s,πρός,preposition,a)/llhla,tou/twn,οὗτος,pronoun,sumplokh=i,συμπλοκή,noun,kata/fasis,κατάφασις,noun,gi/gnetai,γίγνομαι,verb,a(/pasa,ἅπας,adjective,ga\r,γάρ,particle,dokei=,δοκέω,verb,kata/fasis,κατάφασις,noun,h)/toi,ἤτοι,particle,a)lhqh\s,ἀληθής,adjective,h)\,ἠέ,conjunction,yeudh\s,ψευδής,adverb,ei)=nai,εἰμί,verb,tw=n,ὁ,article,de\,δέ,particle,kata\,κατά,preposition,mhdemi/an,μηδείς,pronoun,sumplokh\n,συμπλοκή,noun,legome/nwn,λέγω,verb,ou)de\n,οὐδείς,pronoun,ou)/te,οὔτε,adverb,a)lhqe\s,ἀληθής,adjective,ou)/te,οὔτε,adverb,yeu=do/s,ψεῦδος,noun,e)stin,εἰμί,verb,oi(=on,οἷος,adjective,a)/nqrwpos,ἄνθρωπος,noun,leuko/n,λευκός,adjective,tre/xei,nika=i,νικάω,verb,,,,,,,,,,,,,ἀλλήλων,pronoun,τρέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ou)si/a,οὐσία,adjective,de/,δέ,particle,e)stin,εἰμί,verb,h(,ὁ,article,kuriw/tata/,κύριος,adjective,te,τε,particle,kai\,καί,conjunction,prw/tws,πρώτως,adverb,kai\,καί,conjunction,ma/lista,μάλιστα,adverb,legome/nh,λέγω,verb,h(\,ὅς,pronoun,mh/te,μήτε,particle,kaq',κατά,preposition,u(pokeime/nou,ὑπόκειμαι,verb,tino\s,le/getai,λέγω,verb,mh/te,μήτε,particle,e)n,ἐν,preposition,u(pokeime/nwi,ὑπόκειμαι,verb,tini/,τις,pronoun,e)stin,εἰμί,verb,oi(=on,οἷος,adjective,o(,ὁ,article,ti\s,τίς,pronoun,a)/nqrwpos,ἄνθρωπος,noun,h)\,ἠέ,conjunction,o(,ὁ,article,ti\s,τίς,pronoun,i(/ppos,ἵππος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*deu/terai,δεύτερος,adjective,de\,δέ,particle,ou)si/ai,οὐσία,adjective,le/gontai,λέγω,verb,e)n,ἐν,preposition,oi(=s,ὅς,pronoun,ei)/desin,εἶδος,noun,ai(,ὁ,article,prw/tws,πρώτως,adverb,ou)si/ai,οὐσία,adjective,lego/menai,λέγω,verb,u(pa/rxousin,ὑπάρχω,verb,tau=ta/,οὗτος,pronoun,te,τε,particle,kai\,καί,conjunction,ta\,tw=n,ὁ,article,ei)dw=n,εἶδος,noun,tou/twn,οὗτος,pronoun,ge/nh,γένος,noun,oi(=on,οἷος,adjective,o(,ὁ,article,ti\s,τίς,pronoun,a)/nqrwpos,ἄνθρωπος,noun,e)n,ἐν,preposition,ei)/dei,εἶδος,noun,me\n,μέν,particle,u(pa/rxei,ὑπάρχω,verb,tw=i,ὁ,article,a)nqrw/pwi,ἄνθρωπος,noun,ge/nos,γένος,noun,de\,δέ,particle,tou=,ὁ,article,ei)/dous,εἶδος,noun,e)sti\,εἰμί,verb,to\,ὁ,article,zw=ion,,,deu/terai,δεύτερος,adjective,ou)=n,οὖν,particle,au(=tai,οὗτος,pronoun,le/gontai,λέγω,verb,ou)si/ai,οὐσία,adjective,oi(=on,οἷος,adjective,o(/,ὅς,pronoun,te,a)/nqrwpos,ἄνθρωπος,noun,kai\,καί,conjunction,to\,ὁ,article,zw=ion,,,,,,ὁ,article,τε,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*fanero\n,φανερός,adjective,de\,δέ,particle,e)k,ἐκ,preposition,tw=n,ὁ,article,ei)rhme/nwn,ἐρῶ,verb,o(/ti,ὅστις,pronoun,tw=n,ὁ,article,kaq',κατά,preposition,u(pokeime/nou,ὑπόκειμαι,verb,legome/nwn,λέγω,verb,a)nagkai=on,ἀναγκαῖος,adjective,kai\,καί,conjunction,tou)/noma,ὄνομα,adjective,kai\,καί,conjunction,to\n,ὁ,article,lo/gon,kathgorei=sqai,κατηγορέω,verb,tou=,ὁ,article,u(pokeime/nou,ὑπόκειμαι,verb,oi(=on,οἷος,adjective,a)/nqrwpos,ἄνθρωπος,noun,kaq',κατά,preposition,u(pokeime/nou,ὑπόκειμαι,verb,le/getai,λέγω,verb,tou=,ὁ,article,tino\s,τις,pronoun,a)nqrw/pou,ἄνθρωπος,noun,kai\,καί,conjunction,kathgorei=tai/,κατηγορέω,verb,ge,γε,particle,tou)/noma,ὄνομα,adjective,to\n,ὁ,article,ga\r,γάρ,particle,a)/nqrwpon,ἄνθρωπος,noun,kata\,κατά,preposition,tou=,ὁ,article,tino\s,τις,pronoun,a)nqrw/pou,ἄνθρωπος,noun,kathgorh/seis,κατηγορέω,verb,kai\,καί,conjunction,o(,ὁ,article,lo/gos,λόγος,noun,de\,δέ,particle,tou=,ὁ,article,a)nqrw/pou,kata\,κατά,preposition,tou=,ὁ,article,tino\s,τις,pronoun,a)nqrw/pou,ἄνθρωπος,noun,kathgorhqh/setai,κατηγορέω,verb,λόγος,noun,ἄνθρωπος,noun,o(,ὁ,article,ga\r,γάρ,particle,ti\s,a)/nqrwpos,ἄνθρωπος,noun,kai\,καί,conjunction,a)/nqrwpo/s,ἄνθρωπος,noun,e)stin,εἰμί,verb,w(/ste,ὥστε,conjunction,τίς,pronoun,kai\,καί,conjunction,tou)/noma,ὄνομα,adjective,kai\,καί,conjunction,o(,ὁ,article,lo/gos,λόγος,noun,kata\,κατά,preposition,tou=,ὁ,article,u(pokeime/nou,ὑπόκειμαι,verb,kathgorhqh/setai,κατηγορέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*tw=n,ὁ,article,d',δέ,particle,e)n,ἐν,preposition,u(pokeime/nwi,ὑπόκειμαι,verb,o)/ntwn,εἰμί,verb,e)pi\,ἐπί,preposition,me\n,μέν,particle,tw=n,ὁ,article,plei/stwn,πλεῖστος,adjective,ou)/te,οὔτε,adverb,tou)/noma,ὄνομα,adjective,ou)/te,οὔτε,adverb,o(,ὁ,article,lo/gos,λόγος,noun,kathgorei=tai,κατηγορέω,verb,tou=,u(pokeime/nou,ὑπόκειμαι,verb,e)p',ἐπί,preposition,e)ni/wn,ἔνιοι,adjective,de\,δέ,particle,tou)/noma,ὄνομα,adjective,me\n,μέν,particle,ou)de\n,οὐδείς,pronoun,kwlu/ei,κωλύω,verb,kathgorei=sqai,κατηγορέω,verb,tou=,ὁ,article,u(pokeime/nou,ὑπόκειμαι,verb,to\n,ὁ,article,de\,δέ,particle,lo/gon,λόγος,noun,a)du/naton,ἀδύνατος,adjective,oi(=on,οἷος,adjective,to\,ὁ,article,leuko\n,λευκός,adjective,e)n,ἐν,preposition,u(pokeime/nwi,ὑπόκειμαι,verb,o)\n,εἰμί,verb,tw=i,ὁ,article,sw/mati,σῶμα,adjective,kathgorei=tai,κατηγορέω,verb,tou=,ὁ,article,u(pokeime/nou,ὑπόκειμαι,verb,leuko\n,λευκός,adjective,ga\r,γάρ,particle,sw=ma,le/getai,λέγω,verb,o(,ὁ,article,de\,δέ,particle,lo/gos,λόγος,noun,tou=,ὁ,article,ὁ,article,σῶμα,adjective,leukou=,λευκός,adjective,ou)de/pote,οὐδέποτε,adverb,kata\,tou=,ὁ,article,sw/matos,σῶμα,adjective,kathgorhqh/setai,κατηγορέω,verb,,,,,,,κατά,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ta\,ὁ,article,d',δέ,particle,a)/lla,ἄλλος,adjective,pa/nta,πᾶς,adjective,h)/toi,ἤτοι,particle,kaq',κατά,preposition,u(pokeime/nwn,ὑπόκειμαι,verb,le/getai,λέγω,verb,tw=n,ὁ,article,prw/twn,πρότερος,adjective,ou)siw=n,οὐσία,adjective,h)\,ἠέ,conjunction,e)n,ἐν,preposition,u(pokeime/nais,ὑπόκειμαι,verb,au)tai=s,αὐτός,pronoun,e)sti/n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
