word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/38/lemma/@_entry,word/38/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS
ou(/tw,οὕτως,adverb,th\n,ὁ,article,a)nai/deian,ἀναίδεια,adjective,ou)demi/an,οὐδείς,pronoun,zhmi/an,ζημία,noun,ei)=nai,εἰμί,verb,nomi/zousi,νομίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,u(pe\r,ὑπέρ,preposition,tou/twn,οὗτος,pronoun,tolmh/sousi,τολμάω,verb,kai\,καί,conjunction,toi=s,ὁ,article,lo/gois,λόγος,noun,xrh=sqai,χράομαι,verb,toiou/tois,τοιοῦτος,adjective,w(s,ὡς,conjunction,au)toi=s,αὐτός,pronoun,o(/lou,ὅλος,adjective,tou=,ὁ,article,klh/rou,κλῆρος,adjective,lhkte/on,ληκτέον,adjective,o(/ti,ὅστις,pronoun,*qrasu/boulos,Θρασυβούλος,proper,e)kpoi/htos,ἐκποίητος,adjective,ei)s,εἰς,preposition,to\n,ὁ,article,oi)=kon,οἶκος,noun,to\n,ὁ,article,*(ippoloxi/dou,Ἱππολοχίδας,proper,ge/gone,γίγνομαι,verb,le/gontes,λέγω,verb,tou=to,οὗτος,pronoun,me\n,μέν,particle,a)lhqe/s,ἀληθής,adjective,e)kei=no,ἐκεῖνος,pronoun,d',δέ,particle,ou),οὐ,adverb,prosh=kon,προσήκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,ga\r,γάρ,particle,h(=tton,ἥσσων,adverb,au)tw=|,αὐτός,pronoun,th=s,ὁ,article,suggenei/as,συγγένεια,noun,tau/ths,οὗτος,pronoun,prosh=ken,προσήκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,kata\,κατά,preposition,to\n,ὁ,article,pate/ra,πατήρ,noun,a)lla\,ἀλλά,adverb,kata\,κατά,preposition,th\n,ὁ,article,mhte/ra,μήτηρ,noun,kai\,καί,conjunction,tw=n,ὁ,article,*)apollodw/rou,Ἀπολλόδωρος,proper,tou=,ὁ,article,*eu)po/lidos,Εὔπολις,proper,u(e/os,υἱός,noun,to\,ὁ,article,me/ros,μέρος,noun,ei)/lhfe,λαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tw=nde,ὅδε,pronoun,e)ch=n,ἔξεστι,verb,au)tw=|,αὐτός,pronoun,kata\,κατά,preposition,tau/thn,οὗτος,pronoun,th\n,ὁ,article,sugge/neian,συγγένεια,noun,lagxa/nein,λαγχάνω,verb,o)/nti,εἰμί,verb,prote/rw|,πρότερος,adjective,tau/ths,οὗτος,pronoun,ei)/per,εἴπερ,conjunction,ta\,ὁ,article,pepragme/na,πράσσω,verb,mh\,μή,conjunction,kuri/ws,κυρίως,adverb,e)/xein,ἔχω,verb,e)no/mizen,νομίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ou)k,οὐ,adverb,e)/stin,εἰμί,verb,a)nai/sxuntos,ἀναίσχυντος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhtro\s,μήτηρ,noun,d',δέ,particle,ou)dei/s,οὐδείς,pronoun,e)stin,εἰμί,verb,e)kpoi/htos,ἐκποίητος,adjective,a)ll',ἀλλά,adverb,o(moi/ws,ὅμοιος,adjective,u(pa/rxei,ὑπάρχω,verb,th\n,ὁ,article,au)th\n,αὐτός,pronoun,ei)=nai,εἰμί,verb,mhte/ra,μήτηρ,noun,ka)\n,κἀν,conjunction,e)n,ἐν,preposition,tw=|,ὁ,article,patrw/|w|,πατρῷος,adjective,me/nh|,μένω,verb,tis,τις,pronoun,oi)/kw|,οἶκος,noun,ka)\n,κἀν,conjunction,e)kpoihqh=|,ἐκποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dio\,διό,conjunction,tw=n,ὁ,article,*)apollodw/rou,Ἀπολλόδωρος,proper,xrhma/twn,χρῆμα,adjective,ou)k,οὐ,adverb,a)pesterh/qh,ἀποστερέω,verb,tou=,ὁ,article,me/rous,μέρος,noun,a)lla\,ἀλλά,adverb,meteilh/fei,μεταλαμβάνω,verb,to\,ὁ,article,h(miklh/rion,ἡμικλήριον,noun,pro\s,πρός,preposition,tau/thn,οὗτος,pronoun,neima/menos,νέμω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,d',δέ,particle,a)lhqh=,ἀληθής,adjective,le/gw,λέγω,verb,ka/lei,καλέω,verb,moi,ἐγώ,pronoun,tou/twn,οὗτος,pronoun,tou\s,ὁ,article,ma/rturas,μάρτυς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tw,οὕτως,adverb,me\n,μέν,particle,ou)x,οὐ,adverb,oi(,ὁ,article,gennh=tai,γενέτης,noun,mo/non,μόνος,adjective,kai\,καί,conjunction,fra/tores,φράτηρ,noun,gego/nasi,γίγνομαι,verb,ma/rtures,μάρτυς,noun,th=s,ὁ,article,e)mh=s,ἐμός,adjective,poih/sews,ποίησις,noun,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,*qrasu/boulos,Θρασυβούλος,proper,ou)k,οὐ,adverb,a)mfisbhtw=n,ἀμφισβητέω,verb,au)to\s,αὐτός,pronoun,e)/rgw|,ἔργον,noun,dedh/lwken,δηλόω,verb,o(/ti,ὅστις,pronoun,ta\,ὁ,article,pepragme/na,πράσσω,verb,*)apollodw/rw|,Ἀπολλόδωρος,proper,kuri/ws,κυρίως,adverb,e)/xein,ἔχω,verb,nomi/zei,νομίζω,verb,kai\,καί,conjunction,kata\,κατά,preposition,tou\s,ὁ,article,no/mous,νόμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,a)/n,ἄν,particle,pote,ποτέ,particle,tosou/twn,τοσοῦτος,adjective,xrhma/twn,χρῆμα,adjective,ou)k,οὐ,adverb,e)la/gxane,λαγχάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gego/nasi,γίγνομαι,verb,de\,δέ,particle,o(/mws,ὅμως,conjunction,kai\,καί,conjunction,a)/lloi,ἄλλος,adjective,ma/rtures,μάρτυς,noun,au)tw=n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pri\n,πρίν,adverb,ga\r,γάρ,particle,e)me\,ἐγώ,pronoun,h(/kein,ἥκω,verb,e)k,ἐκ,preposition,th=s,ὁ,article,*puqai/dos,,,e)/lege,λέγω,verb,pro\s,πρός,preposition,tou\s,ὁ,article,dhmo/tas,δημότης,noun,*)apollo/dwros,Ἀπολλόδωρος,proper,o(/ti,ὅστις,pronoun,pepoihme/nos,ποιέω,verb,ei)/h,ἀίω,verb,me,ἐγώ,pronoun,u(o\n,υἱός,noun,kai\,καί,conjunction,e)ggegrafw\s,ἐγγράφω,verb,ei)s,εἰς,preposition,tou\s,ὁ,article,suggenei=s,συγγενεύς,noun,kai\,καί,conjunction,fra/toras,φράτηρ,noun,kai\,καί,conjunction,paradedw/koi,παραδίδωμι,verb,th\n,ὁ,article,ou)si/an,οὐσία,adjective,kai\,καί,conjunction,diekeleu/eq',διακελεύομαι,verb,o(/pws,ὅπως,conjunction,a)/n,ἄν,particle,ti,τις,pronoun,pa/qh|,πάσχω,verb,pro/teron,πρότερος,adjective,e)ggra/yousi/,ἐγγράφω,verb,me,ἐγώ,pronoun,ei)s,εἰς,preposition,to\,lhciarxiko\n,ληξιαρχικός,adjective,grammatei=on,γραμματεῖον,noun,*qra/sullon,Θράσυλλος,proper,*)apollodw/rou,Ἀπολλόδωρος,proper,kai\,καί,conjunction,ὁ,article,mh\,μή,conjunction,w(s,ὡς,conjunction,a)/llws,ἄλλως,adverb,poih/sousi,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)kei=noi,ἐκεῖνος,pronoun,tau=ta,οὗτος,pronoun,a)kou/santes,ἀκούω,verb,tou/twn,οὗτος,pronoun,e)n,ἐν,preposition,a)rxairesi/ais,ἀρχαιρεσία,noun,kathgorou/ntwn,κατηγορέω,verb,kai\,καί,conjunction,lego/ntwn,λέγω,verb,w(s,ὡς,conjunction,ou)k,οὐ,adverb,e)poih/sato/,ποιέω,verb,me,ἐγώ,pronoun,u(o/n,υἱός,noun,kai\,καί,conjunction,e)c,ἐκ,preposition,w(=n,ὅς,pronoun,h)/kousan,ἀκούω,verb,kai\,καί,conjunction,e)c,ἐκ,preposition,w(=n,ὅς,pronoun,h)/|desan,οἶδα,verb,o)mo/santes,ὄμνυμι,verb,kaq',κατά,preposition,i(erw=n,ἱερά,noun,e)ne/graya/n,ἐγγράφω,verb,me,ἐγώ,pronoun,kaqa/per,καθά,adverb,e)kei=nos,ἐκεῖνος,pronoun,e)ke/leue,κελεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tosau/th,τοσοῦτος,adjective,perifa/neia,περιφάνεια,adjective,th=s,ὁ,article,e)mh=s,ἐμός,adjective,poih/sews,ποίησις,noun,e)ge/neto,γίγνομαι,verb,par',παρά,preposition,au)toi=s,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,d',δέ,particle,a)lhqh=,ἀληθής,adjective,le/gw,λέγω,verb,ka/lei,καλέω,verb,moi,ἐγώ,pronoun,tou/twn,οὗτος,pronoun,tou\s,ὁ,article,ma/rturas,μάρτυς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi\,ἐπί,preposition,me\n,μέν,particle,tosou/twn,τοσοῦτος,adjective,martu/rwn,μάρτυρος,noun,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,ge/gonen,γίγνομαι,verb,h(,ὁ,article,poi/hsis,ποίησις,noun,e)/xqras,ἔχθρα,noun,me\n,μέν,particle,palaia=s,παλαιός,adjective,au)tw=|,αὐτός,pronoun,pro\s,πρός,preposition,tou/tous,οὗτος,pronoun,ou)/shs,εἰμί,verb,fili/as,φίλιος,adjective,de\,δέ,particle,pro\s,πρός,preposition,h(ma=s,ἐγώ,pronoun,kai\,καί,conjunction,suggenei/as,συγγένεια,noun,ou),οὐ,adverb,mikra=s,μικρός,adjective,u(parxou/shs,ὑπάρχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,d',δέ,particle,ou)d',οὐδέ,particle,ei),εἰ,conjunction,mhde/teron,μηδέτερος,adjective,tou/twn,οὗτος,pronoun,u(ph=rxe,ὑπάρχω,verb,mh/te,μήτε,particle,e)/xqra,ἔχθρα,noun,pro\s,πρός,preposition,tou/tous,οὗτος,pronoun,mh/te,μήτε,particle,fili/a,φίλιος,adjective,pro\s,πρός,preposition,h(ma=s,ἐγώ,pronoun,ou)k,οὐ,adverb,a)/n,ἄν,particle,pote,ποτέ,particle,*)apollo/dwros,Ἀπολλόδωρος,proper,e)pi\,ἐπί,preposition,tou/tois,οὗτος,pronoun,to\n,ὁ,article,klh=ron,κλῆρος,adjective,tou=ton,οὗτος,pronoun,kate/lipen,καταλιμπάνω,verb,oi)=mai,οἴομαι,verb,kai\,καί,conjunction,tau=q',οὗτος,pronoun,u(mi=n,σύ,pronoun,r(a|di/ws,ῥᾴδιος,adjective,e)pidei/cein,ἐπιδείκνυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/ntes,πᾶς,adjective,ga\r,γάρ,particle,oi(,ἕ,pronoun,teleuth/sein,τελευτάω,verb,me/llontes,μέλλω,verb,pro/noian,πρόνοια,noun,poiou=ntai,ποιέω,verb,sfw=n,σφεῖς,pronoun,au)tw=n,αὐτός,pronoun,o(/pws,ὅπως,conjunction,mh\,μή,conjunction,e)cerhmw/sousi,ἐξερημόω,verb,tou\s,ὁ,article,sfete/rous,σφέτερος,adjective,au)tw=n,αὐτός,pronoun,oi)/kous,οἶκος,noun,a)ll',ἀλλά,adverb,e)/stai,εἰμί,verb,tis,τις,pronoun,kai\,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,e)nagiw=n,ἐναγίζω,verb,kai\,καί,conjunction,pa/nta,πᾶς,adjective,ta\,ὁ,article,nomizo/mena,νομίζω,verb,au)toi=s,αὐτός,pronoun,poih/swn,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dio\,διό,conjunction,ka)\n,κἀν,conjunction,a)/paides,ἄπαις,noun,teleuth/swsin,τελευτάω,verb,a)ll',ἀλλά,adverb,ou)=n,οὖν,particle,poihsa/menoi,ποιέω,verb,katalei/pousi,καταλιμπάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ou),οὐ,adverb,mo/non,μόνος,adjective,i)di/a|,ἴδιος,adjective,tau=ta,οὗτος,pronoun,gignw/skousin,γιγνώσκω,verb,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,dhmosi/a|,δημοσίᾳ,adverb,to\,ὁ,article,koino\n,κοινός,adjective,th=s,ὁ,article,po/lews,πόλις,adjective,ou(/tw,οὕτως,adverb,tau=t',οὗτος,pronoun,e)/gnwke,γιγνώσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no/mw|,νόμος,noun,ga\r,γάρ,particle,tw=|,ὁ,article,a)/rxonti,ἄρχων,noun,tw=n,ὁ,article,oi)/kwn,οἶκος,noun,o(/pws,ὅπως,conjunction,a)\n,ἄν,particle,mh\,μή,conjunction,e)cerhmw=ntai,ἐξερημόω,verb,prosta/ttei,προστάσσω,verb,th\n,ὁ,article,e)pime/leian,ἐπιμέλεια,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)kei/nw|,ἐκεῖνος,pronoun,de\,δέ,particle,pro/dhlon,πρόδηλος,adjective,h)=n,εἰμί,verb,o(/ti,ὅστις,pronoun,ei),εἰ,conjunction,katalei/yei,καταλείβω,verb,to\n,ὁ,article,klh=ron,κλῆρος,adjective,e)pi\,ἐπί,preposition,tou/tois,οὗτος,pronoun,e)/rhmon,ἐρῆμος,adjective,poih/sei,ποιέω,verb,to\n,ὁ,article,oi)=kon,οἶκος,noun,ti/,τίς,pronoun,proorw=nti,προοράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau/tas,οὗτος,pronoun,ta\s,ὁ,article,a)delfa\s,ἀδελφή,noun,to\n,ὁ,article,me\n,μέν,particle,*)apollodw/rou,Ἀπολλόδωρος,proper,tou=,ὁ,article,a)delfou=,ἀδελφός,adjective,klh=ron,κλῆρος,adjective,e)xou/sas,ἔχω,verb,e)kei/nw|,ἐκεῖνος,pronoun,d',δέ,particle,ou)k,οὐ,adverb,ei)spoiou/sas,εἰσποιέω,verb,o)/ntwn,εἰμί,verb,au)tai=s,αὐτός,pronoun,pai/dwn,παῖς,adjective,kai\,καί,conjunction,tou\s,ὁ,article,me\n,μέν,particle,a)/ndras,ἀνήρ,noun,au)tw=n,αὐτός,pronoun,th\n,ὁ,article,gh=n,γῆ,noun,h(\n,ὅς,pronoun,e)kei=nos,ἐκεῖνος,pronoun,kate/lipe,καταλιμπάνω,verb,kai\,καί,conjunction,ta\,ὁ,article,kth/mata,κτῆμα,noun,pe/nte,πέντε,adverb,tala/ntwn,τάλαντον,noun,peprako/tas,πιπράσκω,verb,kai\,καί,conjunction,to\,ὁ,article,a)rgu/rion,ἀργύριον,adjective,dianeimame/nous,διανέμω,verb,to\n,ὁ,article,de\,oi)=kon,οἶκος,noun,ai)sxrw=s,αἰσχρός,adjective,ou(/tw,οὕτως,adverb,kai\,καί,conjunction,deinw=s,δεινός,adjective,δέ,particle,e)chrhmwme/non,ἐξερημόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(\s,ὅς,pronoun,dh\,δή,particle,tau=t',οὗτος,pronoun,h)/|dei,οἶδα,verb,to\n,ὁ,article,tou/twn,οὗτος,pronoun,a)delfo\n,ἀδελφός,adjective,peponqo/ta,πάσχω,verb,pw=s,πῶς,adverb,a)\n,ἄν,particle,prosedo/khsen,προσδοκάω,verb,au)to/s,αὐτός,pronoun,ei),εἰ,conjunction,kai\,καί,conjunction,fi/los,φίλος,adjective,h)=n,εἰμί,verb,tuxei=n,τυγχάνω,verb,tw=n,ὁ,article,nomizome/nwn,νομίζω,verb,u(p',ὑπό,preposition,au)tw=n,αὐτός,pronoun,a)neyio\s,ἀνεψιός,noun,w)\n,εἰμί,verb,a)ll',ἀλλά,adverb,ou)k,οὐ,adverb,a)delfo\s,ἀδελφός,adjective,au)tai=s,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,e)nh=n,ἔνειμι,verb,e)lpi/sai,ἐλπίζω,verb,dh/pouqen,δήπουθεν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,mh\n,μήν,particle,o(/ti,ὅστις,pronoun,a)/paida,ἄπαις,noun,e)kei=non,ἐκεῖνος,pronoun,periewra/kasi,περιοράω,verb,kai\,καί,conjunction,ta\,ὁ,article,xrh/mata,χρῆμα,adjective,e)/xousi,ἔχω,verb,kai\,καί,conjunction,oi)=kon,οἶκος,noun,e)k,ἐκ,preposition,tou=,ὁ,article,fanerou=,φανερός,adjective,trihrarxou=nta,τριηραρχέω,verb,a)nh|rh/kasi,ἀναιρέω,verb,ka/lei,καλέω,verb,moi,ἐγώ,pronoun,kai\,καί,conjunction,tou/twn,οὗτος,pronoun,tou\s,ὁ,article,ma/rturas,μάρτυς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
