word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS
ka)k,ἐκ,preposition,tou/tou,οὗτος,pronoun,au)to/s,αὐτός,pronoun,te,τε,particle,lampa/da,λαμπάς,noun,lamba/nw,λαμβάνω,verb,kai\,καί,conjunction,pa/ntes,πᾶς,adjective,e)lampadhfo/roun,λαμπαδηφορέω,verb,oi(,ὁ,article,e)n,ἐν,preposition,th=|,ὁ,article,a)gora=|,ἀγορά,noun,kai\,καί,conjunction,to\,ὁ,article,*eu)ripi/deion,Εὐριπίδειος,proper,tou=to,οὗτος,pronoun,e)/legon,λέγω,verb,*(/hlie,Ἥλιος,proper,qoai=s,θοός,adjective,i(/ppoisin,ἵππος,noun,ei(li/sswn,ἑλίσσω,verb,flo/ga,φλόξ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,a(/ma,ἅμα,adverb,h(li/ou,ἥλιος,noun,a)natolh=|,ἀνατολή,adjective,e)do/koun,δοκέω,verb,ei)selqei=n,εἰσέρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,kai\,καί,conjunction,u(/steron,ὕστερος,adjective,pro\s,πρός,preposition,*kodra=ton,,,to\n,ὁ,article,h(gemo/na,ἡγεμών,noun,e)do/koun,δοκέω,verb,w(s,ὡς,conjunction,o)/nar,ὄναρ,noun,dihgei=sqai,διηγέομαι,verb,kai\,καί,conjunction,to\n,ὁ,article,ei)pei=n,εἶπον,verb,poi/hson,ποιέω,verb,ou(/tw,οὕτως,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,h(,ὁ,article,lampa\s,λαμπάς,noun,h)/rqh,ἀραρίσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(/kth|,ἕκτος,adjective,e)do/koun,δοκέω,verb,a(/ma,ἅμα,adverb,*)aleca/ndrw|,Ἀλέξανδρος,proper,tw=|,ὁ,article,didaska/lw|,διδάσκαλος,noun,prosie/nai,πρόσειμι,verb,tw=|,ὁ,article,au)tokra/tori,αὐτοκράτωρ,adjective,kaqe/zesqai,καθέζομαι,verb,d',δέ,particle,au)to\n,αὐτός,pronoun,e)pi/,ἐπί,preposition,tinos,τις,pronoun,bh/matos,βῆμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proseipo/ntos,προσεῖπον,verb,de\,δέ,particle,au)to\n,αὐτός,pronoun,tou=,ὁ,article,*)aleca/ndrou,Ἀλέξανδρος,proper,prote/rou,πρότερος,adjective,kai\,καί,conjunction,prosrhqe/ntos,προσερέω,verb,u(p',ὑπό,preposition,au)tou=,αὐτός,pronoun,te,τε,particle,kai\,καί,conjunction,tw=n,ὁ,article,peri\,περί,preposition,au)to\n,αὐτός,pronoun,a(/te,ἅτε,adverb,kai\,καί,conjunction,e)k,ἐκ,preposition,pollou=,πολύς,adjective,gnwri/mou,γνώριμος,adjective,kai\,καί,conjunction,sunh/qous,συνήθης,adverb,o)/ntos,εἰμί,verb,meta\,μετά,preposition,tou=to,οὗτος,pronoun,prosh/|ein,πρόσειμι,verb,e)gw/,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proseipo/ntos,προσεῖπον,verb,de\,δέ,particle,ka)mou=,ἐγώ,pronoun,kai\,καί,conjunction,sta/ntos,ἵστημι,verb,e)qau/masen,θαυμάζω,verb,o(,ὁ,article,au)tokra/twr,αὐτοκράτωρ,adjective,w(s,ὡς,conjunction,ou),οὐ,adverb,kai\,καί,conjunction,au)to\s,αὐτός,pronoun,proselqw\n,προσέρχομαι,verb,filh/saimi,φιλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)gw\,ἐγώ,pronoun,ei)=pon,εἶπον,verb,o(/ti,ὅστις,pronoun,o(,ὁ,article,qerapeuth\s,θεραπευτής,adjective,ei)/hn,εἰμί,verb,o(,ὁ,article,tou=,ὁ,article,*)asklhpiou=,Ἀσκληπιός,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tosou=ton,τοσοῦτος,adjective,ga/r,γάρ,particle,moi,ἐγώ,pronoun,h)/rkesen,ἀρκέω,verb,ei)pei=n,εἶπον,verb,peri\,περί,preposition,e)mautou=,ἐμαυτοῦ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro\s,πρός,preposition,ou)=n,οὖν,particle,toi=s,ὁ,article,a)/llois,ἄλλος,adjective,e)/fhn,φημί,verb,kai\,καί,conjunction,tou=to,οὗτος,pronoun,o(,ὁ,article,qeo/s,θεός,noun,moi,ἐγώ,pronoun,parh/ggeile,παραγγέλλω,verb,mh\,μή,conjunction,filei=n,φιλέω,verb,ou(twsi/,οὑτωσί,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,o(\s,ὅς,pronoun,a)rkei=,ἀρκέω,verb,e)/fh,φημί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)gw\,ἐγώ,pronoun,e)si/ghsa,σιγάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,o(\s,ὅς,pronoun,e)/fh,φημί,verb,kai\,καί,conjunction,mh\n,μήν,particle,qerapeu/ein,θεραπεύω,verb,ge,γε,particle,panto\s,πᾶς,adjective,krei/ttwn,κρείσσων,verb,o(,ὁ,article,*)asklhpio/s,Ἀσκληπιός,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pe/mpth|,πέμπτος,adjective,e)fai/neto,φαίνω,verb,me\n,μέν,particle,to\,ὁ,article,i(ero\n,ἱερόν,noun,tou=,ὁ,article,*)apo/llwnos,Ἀπόλλων,proper,to\,ὁ,article,e)n,ἐν,preposition,tw=|,ὁ,article,o)/rei,ὄρος,adjective,tw=|,ὁ,article,*milu/a|,Μιλύαι,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)do/kei,δοκέω,verb,de\,δέ,particle,oi)kh/mata,οἴκημα,noun,a)/tta,ἄττα,interjection,prosgegenh=sqai,προσγίγνομαι,verb,kai\,καί,conjunction,o)/noma,ὄνομα,adjective,ei)=nai,εἰμί,verb,tw=|,ὁ,article,xwri/w|,χωρίον,noun,*)elefanti/nh,Ἐλεφαντίνη,proper,a)po\,ἀπό,preposition,*)elefanti/nhs,Ἐλεφαντίνη,proper,th=s,ὁ,article,e)n,ἐν,preposition,*ai)gu/ptw|,Αἴγυπτος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/xairon,χαίρω,verb,dh\,δή,particle,kai\,καί,conjunction,kat',κατά,preposition,au)ta\,αὐτός,pronoun,ta\,ὁ,article,oi)kh/mata,οἴκημα,noun,kai\,καί,conjunction,kata\,κατά,preposition,th\n,ὁ,article,oi)keio/thta,οἰκειότης,noun,tou=,ὁ,article,to/pou,τόπος,noun,tw=|,ὁ,article,to/pw|,τόπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,dh\,δή,particle,kai\,καί,conjunction,i(ere/a,ἱέρεια,noun,ei)=nai,εἰμί,verb,tou=,ὁ,article,qeou=,θεός,noun,to\n,ὁ,article,th=s,ὁ,article,*)/isidos,Ἴσις,proper,th=s,ὁ,article,e)n,ἐν,preposition,*smu/rnh|,Σμύρνα,proper,i(ere/a,ἱέρεια,noun,par',παρά,preposition,w(=|per,ὅς,pronoun,kai\,καί,conjunction,kata/gesqai,κατάγω,verb,kai\,καί,conjunction,e)nqumei=sqai,ἐνθυμέομαι,verb,pro\s,πρός,preposition,e)mauto\n,ἐμαυτοῦ,pronoun,o(/ti,ὅστις,pronoun,polla/,πολύς,adjective,moi,ἐγώ,pronoun,pro\s,πρός,preposition,au)to\n,αὐτός,pronoun,oi)kei=a,οἰκεῖος,adjective,u(pa/rxoi,ὑπάρχω,verb,e)k,ἐκ,preposition,pollou=,πολύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/,καί,conjunction,ti,τις,pronoun,kai\,καί,conjunction,tugxa/nein,τυγχάνω,verb,par',παρά,preposition,au)tou=,αὐτός,pronoun,pro/sqen,πρόσθεν,adverb,e)wnhme/nos,ὠνέομαι,verb,e)/peita,ἔπειτα,adverb,u(po/loipo/n,ὑπόλοιπος,adjective,ti,τις,pronoun,e)/xwn,ἔχω,verb,e)qe/lein,ἐθέλω,verb,a)lla/casqai,ἀλλάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)k,ἐκ,preposition,tou/tou,οὗτος,pronoun,dh\,δή,particle,e)do/koun,δοκέω,verb,ei)pei=n,εἶπον,verb,tina\,τις,pronoun,meta\,μετά,preposition,oi)/nou,οἶνον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labei=n,λαμβάνω,verb,te,τε,particle,dh\,δή,particle,eu)qu\s,εὐθύς,adverb,au)to\,αὐτός,pronoun,w(s,ὡς,conjunction,i)/ama,ἴαμα,noun,kai\,καί,conjunction,skopei=n,σκοπάω,verb,ei)/te,εἴτε,adverb,tw=|,ὁ,article,prosw/pw|,πρόσωπον,noun,de/oi,δέω,verb,prosqe/sqai,προστίθημι,verb,ei)/te,εἴτε,adverb,kai\,καί,conjunction,toi=s,ὁ,article,e)nto/s,ἐντός,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/,καί,conjunction,tinos,τις,pronoun,ei)po/ntos,εἶπον,verb,o(/ti,ὅστις,pronoun,e)pika/oi,ἐπικαίω,verb,o(/pou,ὅπου,adverb,e)piteqei/h,ἐπιτίθημι,verb,e)nqumhqh=nai,ἐνθυμέομαι,verb,w(s,ὡς,conjunction,e)pithdei/ws,ἐπιτήδειος,adjective,e)/xoi,ἔχω,verb,panto\s,πᾶς,adjective,ma=llon,μᾶλλον,adverb,yu/cews,ψῦξις,noun,ei)=nai,εἰμί,verb,fa/rmakon,φάρμακον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/,καί,conjunction,pws,πως,particle,e)k,ἐκ,preposition,tou/twn,οὗτος,pronoun,ei)pei=n,εἶπον,verb,pro\s,πρός,preposition,to\n,ὁ,article,i(ere/a,ἱέρεια,noun,o(/ti,ὅστις,pronoun,dh=lon,δῆλος,adjective,h)=n,εἰμί,verb,e)c,ἐκ,preposition,w(=n,ὅς,pronoun,a)negi/gnwskon,ἀναγιγνώσκω,verb,o(/ti,ὅστις,pronoun,ou)xi\,οὐ,adverb,deh/soi,δέω,verb,fagei=n,ἐσθίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,dh=ta,δῆτα,adverb,eu)qu\s,εὐθύς,adverb,ei)=xon,ἔχω,verb,e)n,ἐν,preposition,nw=|,νόος,adjective,w(s,ὡς,conjunction,diatele/swn,διατελέω,verb,a)/sitos,ἄσιτος,adjective,th\n,ὁ,article,h(me/ran,ἡμέρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)si/thsa,ἀσιτέω,verb,dh/,δή,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,de\,δέ,particle,e)piou=sa,ἔπειμι,verb,a)lousi/as,ἀλουσία,noun,pa/lin,πάλιν,adverb,h)=n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tri/th|,τρίτος,adjective,fqi/nontos,φθίω,verb,e)do/koun,δοκέω,verb,e)fqarme/nhs,φθείρω,verb,moi,ἐγώ,pronoun,th=s,ὁ,article,trofh=s,τροφεύς,noun,sumbouleu/esqai,συμβουλεύω,verb,peri\,περί,preposition,loutrou=,λουτρόν,noun,*zwsi/mw|,Ζώσιμος,proper,tw=|,ὁ,article,trofei=,τροφεύς,noun,kai\,καί,conjunction,e)rwta=n,ἐρωτάω,verb,ei),εἰ,conjunction,de/oi,δέω,verb,plei/w,πλέως,adjective,lou/sasqai,λούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,de\,δέ,particle,ou),οὐ,adverb,sumfh=sai,σύμφημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta\,μετά,preposition,de\,δέ,particle,tou=to,οὗτος,pronoun,lelou=sqai/,λούω,verb,ge,γε,particle,kai\,καί,conjunction,th=s,ὁ,article,gastro\s,γαστήρ,noun,fau/lws,φαῦλος,adjective,e)/xein,ἔχω,verb,kai\,καί,conjunction,fa/nai,φαίνω,verb,pro\s,πρός,preposition,to\n,ὁ,article,*zw/simon,Ζώσιμος,proper,e)/dei,δέω,verb,ga\r,γάρ,particle,h)sithke/nai,ἀσιτέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to\n,ὁ,article,ei)pei=n,εἶπον,verb,e)/dei,δέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)si/thsa,ἀσιτέω,verb,au)=qis,αὖθις,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,th=s,ὁ,article,e)piou/shs,ἔπειμι,verb,h)/moun,ἀμόω,verb,pa/lin,πάλιν,adverb,ei)s,εἰς,preposition,e(spe/ran,ἑσπέρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=n,εἰμί,verb,de\,δέ,particle,to\,ὁ,article,o)/nar,ὄναρ,noun,w(s,ὡς,conjunction,o)stou=,ὀστέον,noun,ge,γε,particle,e)gkeime/nou,ἔγκειμαι,verb,kai\,καί,conjunction,de/on,δέω,verb,e)kbalei=n,ἐκβάλλω,verb,e)/nnoia,ἔννοια,noun,de\,δέ,particle,kai\,καί,conjunction,ai(/matos,αἷμα,noun,a)faire/sews,ἀφαίρεσις,noun,a)po\,ἀπό,preposition,tw=n,ὁ,article,sfurw=n,σφῦρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)poi/hsa,ποιέω,verb,ou(/tw,οὕτως,adverb,kai\,καί,conjunction,proh=lqon,προέρχομαι,verb,ou),οὐ,adverb,polu/,πολύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*lhnaiw=nos,Ληναιών,proper,noumhni/a|,νουμηνία,noun,e)do/koun,δοκέω,verb,e)n,ἐν,preposition,tw=|,ὁ,article,*)adrianei/w|,,,kexri=sqai,χρίω,verb,me\n,μέν,particle,lelou=sqai,λούω,verb,d',δέ,particle,ou)/,οὐ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,d',δέ,particle,e)panelqei=n,ἐπανέρχομαι,verb,fa/nai,φαίνω,verb,pro/s,πρός,preposition,tina,τις,pronoun,tw=n,ὁ,article,fi/lwn,φίλος,adjective,o(/ti,ὅστις,pronoun,ou),οὐ,adverb,lousai/mhn,λούω,verb,a)lla\,ἀλλά,adverb,xrisai/mhn,χρίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,de\,δέ,particle,kai\,καί,conjunction,ga\r,γάρ,particle,e)gw\,ἐγώ,pronoun,fa/nai,φαίνω,verb,ke/xrismai,χρίω,verb,mo/non,μόνος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lousi/a,ἀλουσία,noun,h(merw=n,ἡμέρα,noun,e(/c,ἕξ,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deute/ra|,δεύτερος,adjective,e)do/koun,δοκέω,verb,e)n,ἐν,preposition,tw=|,ὁ,article,i(erw=|,ἱερόν,noun,ei)=nai,εἰμί,verb,tou=,ὁ,article,*)asklhpiou=,Ἀσκληπιός,proper,o)/rqrion,ὄρθριος,adjective,eu)qu\s,εὐθύς,adverb,e)c,ἐκ,preposition,o(dou=,ὁδός,adjective,poqe\n,πίνω,verb,h(/kwn,ἥκω,verb,kai\,καί,conjunction,xai/rein,χαίρω,verb,w(s,ὡς,conjunction,taxe/ws,ταχέως,adverb,a)new/|gnuto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)do/koun,δοκέω,verb,de\,δέ,particle,kai\,καί,conjunction,tou\s,ὁ,article,pai=das,παῖς,adjective,a(|dein,,,to\,ὁ,article,a)rxai=on,ἀρχαῖος,adjective,a)=|sma,ἄεισμα,noun,ou(=,ἕ,pronoun,h(,ὁ,article,a)rxh/,ἀρχή,noun,e)sti,εἰμί,verb,*di/a,Δίη,proper,to\n,ὁ,article,pa/ntwn,πᾶς,adjective,u(/paton,ὕπατος,adjective,klh/|zw,κλῄζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ei)=nai,εἰμί,verb,e)n,ἐν,preposition,e)kei/nw|,ἐκεῖνος,pronoun,tw=|,ὁ,article,me/rei,μέρος,noun,tou=,ὁ,article,a(|smatos,,,polu\,πολύς,adjective,ga\r,γάρ,particle,polu/,πολύς,adjective,moi,ἐγώ,pronoun,to\,ὁ,article,me/son,μέσος,adjective,bio/tou,βίοτος,noun,me/lpein,μέλπω,verb,te,τε,particle,qeou\s,θεός,noun,e)/n,ἐν,preposition,t',τε,particle,eu)frosu/nais,εὐφροσύνη,noun,h)=tor,ἦτορ,noun,i)ai/nein,ἰαίνω,verb,toiw=|d',τοιόσδε,adjective,u(po\,ὑπό,preposition,paidono/mw|,παιδονόμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
