word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/20/lemma/@_entry,word/20/lemma/@_POS,word/22/lemma/@_entry,word/22/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/52/lemma/@_entry,word/52/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS
tou=,ὁ,article,de\,δέ,particle,au)=,αὖ,interjection,e)n,ἐν,preposition,gh=|,γῆ,noun,maxi/mou,μάχιμος,adjective,to\,ὁ,article,me/n,μέν,particle,e)sti,εἰμί,verb,peziko/n,πεζικός,adjective,to\,ὁ,article,d',δέ,particle,e)p',ἐπί,preposition,o)xh/matos,ὄχημα,noun,a)/llou,ἄλλος,adjective,kai\,καί,conjunction,a)/llou,ἄλλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,th=s,ὁ,article,deute/ras,δεύτερος,adjective,i)de/as,ἰδέα,noun,to\,ὁ,article,me\n,μέν,particle,i(ppiko/n,ἱππικός,adjective,o(/per,ὅσπερ,adjective,i(/ppois,ἵππος,noun,xrh=tai,χράομαι,verb,to\,ὁ,article,d',δέ,particle,e)pi\,ἐπί,preposition,e)lefa/ntwn,ἐλέφας,adjective,kaqa/per,καθά,adverb,ta\,ὁ,article,*)indw=n,Ἰνδή,proper,strato/peda,στρατόπεδον,noun,kai\,καί,conjunction,ta\,ὁ,article,*ai)qiopika/,xro/nw|,χρόνος,noun,d',u(/steron,ὕστερος,adjective,kai\,καί,conjunction,*makedo/nes,Μακεδών,proper,kai\,καί,conjunction,*karxhdo/nioi,Καρχηδόνιος,proper,kai/,καί,conjunction,pou,πού,adverb,kai\,καί,conjunction,*(rwmai=oi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Αἰθιοπικός,adjective,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=,ὁ,article,de\,δέ,particle,a)f',ἀπό,preposition,i(/ppwn,ἵππος,noun,maxhtikou=,μαχητικός,adjective,to\,ὁ,article,me\n,μέν,particle,i)di/a|,ἴδιος,adjective,lexqei/h,λέγω,verb,a)\n,ἄν,particle,i(ppiko/n,ἱππικός,adjective,to\,ὁ,article,de\,δέ,particle,a)f',ἀπό,preposition,a(rma/twn,ἅρμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tou=,ὁ,article,i(ppikou=,ἱππικός,adjective,oi(\,ἕ,pronoun,i(pph=s,ἱππεύς,noun,oi(\,ἕ,pronoun,de\,δέ,particle,a)/mfippoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i(pph=s,ἱππεύς,noun,me\n,μέν,particle,oi(,ἕ,pronoun,e)f',ἐπί,preposition,e(no\s,εἷς,adjective,i(/ppou,ἵππος,noun,o)xou/menoi,ὀχάομαι,verb,a)/mfippoi,,,de\,δέ,particle,oi(,ἕ,pronoun,e)pi\,ἐπί,preposition,duoi=n,δύο,adjective,a)strw/toin,ἄστρωτος,adjective,sundedeme/noin,συνδέω,verb,w(s,ὡς,conjunction,metaphda=n,μεταπηδάω,verb,a)p',ἀπό,preposition,a)/llou,ἄλλος,adjective,e)s,εἰς,preposition,a)/llon,ἄλλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,me\n,μέν,particle,dh\,δή,particle,a)po\,ἀπό,preposition,tw=n,ὁ,article,e)lefa/ntwn,ἐλέφας,adjective,ma/xh,μάχη,noun,a(plh=,ἁπλόος,adjective,e)stin,εἰμί,verb,plh/n,πλήν,preposition,ge,γε,particle,dh\,δή,particle,o(/ti,ὅστις,pronoun,pu/rgous,πύργος,noun,e)/feron,φέρω,verb,e)/stin,εἰμί,verb,o(/te,ὅτε,conjunction,oi(,ὁ,article,e)le/fantes,ἐλέφας,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=n,ὁ,article,de\,δέ,particle,kai\,καί,conjunction,oi(,ὁ,article,o)do/ntes,ὀδούς,noun,sidh/rw|,σίδηρον,noun,o)cei=,ὀξύς,adjective,w(plisme/noi,ὁπλίζω,verb,h)=san,εἰμί,verb,tou=,ὁ,article,te,τε,particle,tomw/teroi,τομός,adjective,ei)=nai,εἰμί,verb,kai\,καί,conjunction,tou=,ὁ,article,mh\,μή,conjunction,a)poqrau/esqai,ἀποθραύω,verb,eu)petw=s,εὐπετής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,de\,δέ,particle,a)po\,ἀπό,preposition,tw=n,ὁ,article,a(rma/twn,ἅρμα,noun,ma/xh,μάχη,noun,polueideste/ra,πολυειδής,adverb,tau/ths,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,ga\r,γάρ,particle,yila\,ψιλός,adjective,h)=n,εἰμί,verb,ta\,ὁ,article,a(/rmata,ἅρμα,noun,kaqa/per,καθά,adverb,ta\,ὁ,article,*trwi+ka/,Τρωικός,adjective,h)\,ἠέ,conjunction,drepanhfo/ra,δρεπανηφόρος,adjective,w(s,ὡς,conjunction,u(/steron,ὕστερος,adjective,ta\,ὁ,article,*persika/,Περσικός,adjective,kai\,καί,conjunction,h)\,ἠέ,conjunction,pefragme/nwn,φράσσω,verb,tw=n,ὁ,article,i(/ppwn,ἵππος,noun,h)\,a)fra/ktwn,ἄφρακτος,adjective,kai\,h)\,ἠέ,conjunction,a(plou=,ἁπλόος,adjective,tou=,ὁ,article,r(umou=,ῥυμός,noun,h)\,ἠέ,conjunction,diplou=,διπλόος,adjective,ta\,ὁ,article,kai\,καί,conjunction,polu/rruma,πολύρρυμος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἠέ,conjunction,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(,ὁ,article,de\,δέ,particle,pezikai/,πεζικός,adjective,te,τε,particle,kai\,καί,conjunction,i(ppikai\,ἱππικός,adjective,ta/ceis,τάξις,noun,kai\,καί,conjunction,o(pli/seis,ὁπλίζω,verb,polueidei=s,πολυειδής,adverb,te,τε,particle,kai\,καί,conjunction,polu/tropoi/,πολύτροπος,adjective,ei)sin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)ti/ka,αὐτίκα,adverb,tw=n,ὁ,article,pezw=n,πεζός,adjective,h(,ὁ,article,o(/plisis,ὅπλισις,noun,w(/s,ὅς,pronoun,ge,γε,particle,dh\,δή,particle,e)s,εἰς,preposition,ta\,ὁ,article,a)nwta/tw,ἄνω,adverb,temei=n,τέμνω,verb,trixh=,τριχῆ,adverb,nene/mhtai,νέμω,verb,e)/s,εἰς,preposition,te,τε,particle,to\,ὁ,article,o(plitiko\n,ὁπλιτικός,adjective,kai\,καί,conjunction,e)s,εἰς,preposition,to\,yilo\n,ψιλός,adjective,kai\,e)s,εἰς,preposition,to\,ὁ,article,peltastiko/n,πελταστικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,me\n,μέν,particle,dh\,δή,particle,baru/taton,βαρύς,adjective,to\,ὁ,article,o(plitiko\n,ὁπλιτικός,adjective,qw/rakas,θώραξ,noun,e)/xei,ἔχω,verb,kai\,καί,conjunction,a)spi/das,ἀσπίς,noun,h)\,ἠέ,conjunction,qureou\s,θυρεός,noun,paramh/keis,παραμήκης,adjective,kai\,καί,conjunction,maxai/ras,μάχαιρα,noun,kai\,καί,conjunction,do/rata,δόρυ,noun,w(s,ὡς,conjunction,*(/ellhnes,Ἕλλην,proper,h)\,ἠέ,conjunction,sari/sas,w(s,ὡς,conjunction,*makedo/nes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,σάρισα,noun,Μακεδών,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,de\,δέ,particle,yilo\n,ψιλός,adjective,e)nantiw/tata,ἐναντίος,adjective,e)/xei,ἔχω,verb,tw=|,ὁ,article,o(plitikw=|,ὁπλιτικός,adjective,pa/nta,πᾶς,adjective,o(/tiper,ὅστις,pronoun,a)/neu,ἄνευ,preposition,qw/rakos,θώραξ,noun,kai\,καί,conjunction,a)spi/dos,ἀσπίς,noun,kai\,καί,conjunction,knhmi=dos,κνημίς,noun,kai\,καί,conjunction,kra/nous,κράνος,adjective,e(khbo/lois,ἑκηβόλος,adjective,e)sti\n,εἰμί,verb,o(/plois,ὅπλον,noun,diaxrw/menon,toceu/masin,τόξευμα,noun,h)\,a)konti/ois,ἀκόντιον,noun,h)\,ἠέ,conjunction,sfendo/nais,σφενδόνη,noun,h)\,ἠέ,conjunction,li/qois,λίθος,adjective,e)k,ἐκ,preposition,xeiro/s,χείρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,διαχράομαι,verb,ἠέ,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,peltastiko/n,πελταστικός,adjective,de\,δέ,particle,koufo/teron,κοῦφος,adjective,me\n,μέν,particle,tugxa/nei,τυγχάνω,verb,o)\n,εἰμί,verb,tou=,ὁ,article,o(plitikou=,ὁπλιτικός,adjective,h(,ὁ,article,ga\r,γάρ,particle,pe/lth,πέλτη,noun,smikrote/ra,μικρός,adjective,th=s,ὁ,article,a)spi/dos,ἀσπίς,noun,kai\,καί,conjunction,e)lafrote/ra,ἐλαφρός,adjective,kai\,καί,conjunction,ta\,ὁ,article,a)ko/ntia,ἀκόντιον,noun,tw=n,dora/twn,δόρυ,noun,kai\,tw=n,ὁ,article,sarisw=n,σάρισα,noun,leipo/mena,λείπω,verb,baru/teron,βαρύς,adjective,de\,δέ,particle,tou=,ὁ,article,yilou=,ψιλός,adjective,tw=|,ὁ,article,de\,δέ,particle,a)kribei=,ἀκριβής,adjective,kai\,καί,conjunction,barei=,βαρύς,adjective,o(plitikw=|,ὁπλιτικός,adjective,kai\,καί,conjunction,kra/nh,κρήνη,noun,pro/skeitai,πρόσκειμαι,verb,h)\,ἠέ,conjunction,pi=loi,πῖλος,noun,*lakwnikoi\,Λακωνικός,adjective,ὁ,article,καί,conjunction,h)\,ἠέ,conjunction,*)arkadikoi/,Ἀρκαδικός,adjective,kai\,καί,conjunction,knhmi=des,κνημίς,noun,w(s,ὡς,conjunction,toi=s,ὁ,article,pa/lai,πάλαι,adverb,*(/ellhsin,Ἕλλην,proper,h)\,ἠέ,conjunction,w(s,ὡς,conjunction,*(rwmai/ois,knhmi\s,κνημίς,noun,mi/a,εἷς,adjective,pro\,πρό,preposition,th=s,ὁ,article,knh/mhs,κνήμη,adjective,th=s,ὁ,article,e)n,ἐν,preposition,tai=s,ὁ,article,ma/xais,μάχη,noun,proballome/nhs,προβάλλω,verb,kai\,καί,conjunction,qw/rakes,θώραξ,noun,oi(\,ἕ,pronoun,me\n,μέν,particle,folidwtoi/,φολιδωτός,adjective,oi(\,ἕ,pronoun,de\,δέ,particle,a(lu/sesi,ἅλυσις,noun,leptai=s,λεπτός,adjective,sidhrai=s,σιδήρεος,adjective,e)phllagme/noi,ἐπαλλάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=s,ὁ,article,d',δέ,particle,i(ppikh=s,ἱππικός,adjective,o(pli/sews,ὅπλισις,noun,h(\,ὅς,pronoun,me\n,μέν,particle,kata/fraktos,κατάφρακτος,adjective,tugxa/nei,τυγχάνω,verb,ou)=sa,εἰμί,verb,h(\,ὅς,pronoun,de\,δέ,particle,a)/fraktos,ἄφρακτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,kata/fraktos,κατάφρακτος,adjective,me\n,μέν,particle,h(,ὁ,article,tou\s,ὁ,article,i(/ppous,ἵππος,noun,kai\,καί,conjunction,tou\s,ὁ,article,i(ppe/as,ἱππεύς,noun,pefragme/nous,φράσσω,verb,parexome/nh,παρέχω,verb,tou\s,ὁ,article,me\n,μέν,particle,qw/raci,θώραξ,noun,folidwtoi=s,φολιδωτός,adjective,h)\,ἠέ,conjunction,linoi=s,λίνεος,adjective,h)\,ἠέ,conjunction,e)k,ἐκ,preposition,kera/twn,κέρας,noun,kai\,paramhridi/ois,παραμηρίδιος,adjective,tou\s,i(/ppous,ἵππος,noun,de\,δέ,particle,parapleuridi/ois,παραπλευρίδια,noun,kai\,καί,conjunction,prometwpidi/ois,προμετωπίδιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/fraktos,ἄφρακτος,adjective,de\,δέ,particle,h(,ὁ,article,e)nanti/a,ἐναντίος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/twn,οὗτος,pronoun,de\,δέ,particle,oi(\,ἕ,pronoun,me\n,μέν,particle,doratofo/roi,δορατοφόρος,adjective,ei)si/n,εἰμί,verb,oi(\,ἕ,pronoun,de\,δέ,particle,a)krobolistai/,ἀκροβόλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,doratofo/roi,δορατοφόρος,adjective,me\n,μέν,particle,oi(,ἕ,pronoun,pela/zontes,πελάζω,verb,tai=s,ὁ,article,ta/cesi,τάξις,noun,tw=n,ὁ,article,polemi/wn,πολέμιος,adjective,kai\,καί,conjunction,do/rasin,δόρυ,noun,a)pomaxo/menoi,ἀπομάχομαι,verb,a)krobolistai\,ἀκροβόλος,noun,de\,δέ,particle,oi(,ἕ,pronoun,po/rrwqen,πρόσωθεν,adverb,a)krobolismoi=s,ἀκροβόλισις,noun,diaxrw/menoi,διαχράομαι,verb,kaqa/per,καθά,adverb,*)arme/nioi,Ἀρμένιος,proper,kai\,*parquai/wn,,,o(/soi,mh\,μή,conjunction,kontofo/roi,κοντοφόρος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,ὅσος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=s,ὁ,article,prote/ras,πρότερος,adjective,de\,δέ,particle,i)de/as,ἰδέα,noun,oi(\,ἕ,pronoun,me\n,μέν,particle,qureou\s,θυρεός,noun,fe/rousin,φέρω,verb,kai\,καί,conjunction,kalou=ntai,καλέω,verb,qureafo/roi,θυρεαφόρος,adjective,oi(\,ἕ,pronoun,de\,δέ,particle,a)/neu,ἄνευ,preposition,tou/twn,οὗτος,pronoun,au)to\,αὐτός,pronoun,mo/non,μόνος,adjective,do/rasi,δόρυ,noun,ma/xontai,μάχομαι,verb,oi(\,ἕ,pronoun,dh\,kai\,καί,conjunction,i)di/a|,doratofo/roi,δορατοφόρος,adjective,o)noma/zontai,ὀνομάζω,verb,e)/stin,εἰμί,verb,de\,δέ,particle,u(f',ὑπό,preposition,w(=n,ὅς,pronoun,custofo/roi,ξυστοφόρος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δή,particle,ἴδιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)krobolistai\,ἀκροβόλος,noun,de\,δέ,particle,lexqei=en,λέγω,verb,a)\n,ἄν,particle,oi(,ὁ,article,mh\,μή,conjunction,e)s,εἰς,preposition,xei=ras,χείρ,noun,i)o/ntes,εἶμι,verb,a)lla\,ἀλλά,adverb,po/rrwqen,πρόσωθεν,adverb,e)cakonti/zontes,ἐξακοντίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tou/twn,οὗτος,pronoun,oi(\,ἕ,pronoun,me\n,μέν,particle,dorati/ois,δοράτιον,noun,diaxrw=ntai,διαχράομαι,verb,e)s,εἰς,preposition,to\n,ὁ,article,a)krobolismo/n,ἀκροβόλισις,noun,oi(\,ἕ,pronoun,de\,δέ,particle,to/cois,τόξον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
