word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/56/lemma/@_entry,word/56/lemma/@_POS,word/62/lemma/@_entry,word/62/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS
*phneio\s,Πηνειός,proper,d',δέ,particle,ou)k,οὐ,adverb,au)=tis,αὖθις,adverb,e)xa/zeto,χάζομαι,verb,mi/mne,μίμνω,verb,d',δέ,particle,o(moi/ws,ὅμοιος,adjective,kartero\s,καρτερός,adjective,w(s,ὡς,conjunction,ta\,ὁ,article,prw=ta,πρότερος,adjective,qoa\s,θοός,adjective,d',δέ,particle,e)sth/sato,ἵστημι,verb,di/nas,δίνη,noun,ei)so/ke,εἰσόκε,adverb,oi(,ὁ,article,*koihi\s,,,e)ke/kleto,κέλομαι,verb,'sw/izeo,,,xai/rwn,χαίρω,verb,sw/izeo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh\,μή,conjunction,su/,σύ,pronoun,g',γε,particle,e)mei=o,ἐγώ,pronoun,pa/qhis,πάθη,noun,kako\n,κακός,adjective,ei(/neka,ἕνεκα,preposition,th=sde,ὅδε,pronoun,a)nt',ἀντί,preposition,e)lehmosu/nhs,ἐλεημοσύνη,noun,xa/ritos,χάρις,noun,de/,δέ,particle,toi,σύ,pronoun,e)/sset',ἔσσομαι,verb,a)moibh/',ἀμοιβή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=,ἦ,adverb,kai\,καί,conjunction,polla\,πολύς,adjective,pa/roiqen,πάροιθε,preposition,e)pei\,ἐπεί,conjunction,ka/men,κάμνω,verb,e)/stixe,στείχω,verb,nh/sous,νῆσος,noun,ei)nali/as,ἐνάλιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(\,ὅς,pronoun,d',δέ,particle,ou)/,οὐ,adverb,min,μιν,pronoun,e)perxome/nhn,ἐπέρχομαι,verb,e)de/xonto,δέχομαι,verb,ou),οὐ,adverb,liparo\n,λιπαρός,adjective,nh/essin,ναῦς,noun,*)exina/des,Ἐχῖναι,proper,o(/rmon,ὅρμος,noun,e)/xousai,ἔχω,verb,ou)d',οὐδέ,particle,h(/tis,ὅστις,pronoun,*ke/rkura,Κέρκυρα,proper,filoceinwta/th,,,a)/llwn,ἄλλος,adjective,*)=iris,Ἶρις,proper,e)pei\,ἐπεί,conjunction,pa/shisin,πᾶς,adjective,e)f',ἐπί,preposition,u(yhloi=o,ὑψηλός,adjective,*mi/mantos,Μίμας,proper,sperxome/nh,σπέρχω,verb,ma/la,μάλα,adverb,pollo\n,πολύς,adjective,a)pe/trapen,ἀποτρέπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(\,ὅς,pronoun,d',δέ,particle,u(p',ὑπό,preposition,o)moklh=s,ὁμοκλή,noun,pansudi/hi,πανσυδίῃ,adverb,fobe/onto,φοβέω,verb,kata\,κατά,preposition,rr(o/on,,,h(/ntina,ὅστις,pronoun,te/tmoi,τέτμον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)gugi/hn,Ὠγύγιος,proper,dh)/peita,ἔπειτα,adverb,*ko/wn,Κόων,proper,*merophi/da,,,nh=son,νῆσος,noun,i(/keto,ἱκνέομαι,verb,*xalkio/phs,Χαλκιόπη,proper,i(ero\n,ἱερός,adjective,muxo\n,μυχός,noun,h(rwi/nhs,ἡρωίνη,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla/,ἀλλά,adverb,e(,ἕ,pronoun,paido\s,παῖς,adjective,e)/ruken,ἐρύκω,verb,e)/pos,ἔπος,adjective,to/de,ὅδε,pronoun,'mh\,ἁμός,adjective,su/,σύ,pronoun,ge,γε,particle,mh=ter,μήτηρ,noun,th=i,τῇ,adverb,me,ἐγώ,pronoun,te/kois,τίκτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/t',οὔτε,adverb,ou)=n,οὖν,particle,e)pime/mfomai,ἐπιμέμφομαι,verb,ou)de\,οὐδέ,particle,megai/rw,μεγαίρω,verb,nh=son,νῆσος,noun,e)pei\,ἐπεί,conjunction,liparh/,λιπαρός,adjective,te,τε,particle,kai\,καί,conjunction,eu)/botos,εὔβοτος,adjective,ei)/,εἰ,conjunction,nu/,νῦν,adverb,tis,τις,pronoun,a)/llh,ἄλλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla/,ἀλλά,adverb,oi(,ἕ,pronoun,e)k,ἐκ,preposition,*moire/wn,Μοῖρα,proper,tis,τις,pronoun,o)feilo/menos,ὀφείλω,verb,qeo\s,θεός,noun,a)/llos,ἄλλος,adjective,e)sti/,εἰμί,verb,*sawth/rwn,,,u(/paton,ὕπατος,adjective,ge/nos,γένος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(=i,ὅς,pronoun,u(po\,ὑπό,preposition,mi/trhn,μίτρα,noun,i(/cetai,ἵζω,verb,ou)k,οὐ,adverb,a)e/kousa,ἀέκων,adjective,*makhdo/ni,,,koirane/esqai,κοιρανέω,verb,a)mfote/rh,ἀμφότερος,adjective,meso/geia,μεσόγεια,noun,kai\,καί,conjunction,ai(\,ὅς,pronoun,pela/gessi,πέλαγος,noun,ka/qhntai,κάθημαι,verb,me/xris,μέχρι,preposition,o(/pou,ὅπου,adverb,pera/th,πέρατος,noun,te,τε,particle,kai\,καί,conjunction,o(ppo/qen,ὁπόθεν,adverb,w)ke/es,ὠκύς,adjective,i(/ppoi,ἵππος,noun,h)e/lion,ἥλιος,noun,fore/ousin,φορέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(\,ὅς,pronoun,d',δέ,particle,ei)/setai,εἶμι,verb,h)/qea,ἦθος,adjective,patro/s,πατήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/,καί,conjunction,nu/,νῦν,adverb,pote,ποτέ,particle,cuno/s,ξυνός,adjective,tis,τις,pronoun,e)leu/setai,ἔρχομαι,verb,a)/mmin,ἐγώ,pronoun,a)/eqlos,ἆθλος,noun,u(/steron,ὕστερος,adjective,o(ppo/t',ὁπότε,adverb,a)\n,ἄν,particle,oi(\,ἕ,pronoun,me\n,μέν,particle,e)f',ἐπί,preposition,*(ellh/nessi,Ἕλλην,proper,ma/xairan,μάχαιρα,noun,barbarikh\n,βαρβαρικός,adjective,kai\,καί,conjunction,*kelto\n,Κελτός,proper,a)nasth/santes,ἀνίστημι,verb,*)/arha,Ἄρης,proper,o)yi/gonoi,ὀψίγονος,adjective,*tith=nes,Τιτάν,proper,a)f',ἀπό,preposition,e(spe/rou,ἕσπερος,adjective,e)sxato/wntos,ἐσχατάω,verb,r(w/swntai,ῥώννυμι,verb,nifa/dessin,νιφάς,noun,e)oiko/tes,ἔοικα,verb,h)\,ἠέ,conjunction,i)sa/riqmoi,ἰσάριθμος,adjective,tei/resin,τεῖρος,noun,h(ni/ka,ἡνίκα,adverb,plei=sta,πλεῖστος,adjective,kat',κατά,preposition,h)e/ra,ἀήρ,adjective,boukole/ontai,βουκολέω,verb,frou/ria,φρούριον,noun,kai\,καί,conjunction,kai\,καί,conjunction,pedi/a,πεδίον,noun,*krissai=a,,,kai\,καί,conjunction,h)/peiroi,ἤπειρος,adjective,a)mfiperistei/nwntai,περιστείνω,verb,i)/dwsi,εἶδον,verb,de\,δέ,particle,pi/ona,πίων,adjective,kapno\n,καπνός,noun,gei/tonos,γείτων,noun,ai)qome/noio,αἴθω,verb,kai\,καί,conjunction,ou)ke/ti,οὐκέτι,adverb,mou=non,μόνος,adjective,a)kouh=i,,,a)ll',ἀλλά,adverb,h)/dh,para\,παρά,preposition,nho\n,ναός,noun,a)pauga/zwntai,,,fa/lagges,φάλαγξ,noun,dusmene/wn,δυσμενέων,verb,h)/dh,de\,δέ,particle,ἤδη,adverb,ἤδη,adverb,para\,παρά,preposition,tripo/dessin,τρίπους,adjective,e)mei=o,ἐγώ,pronoun,fa/sgana,φάσγανον,noun,kai\,καί,conjunction,zwsth=ras,ζωστήρ,noun,a)naide/as,ἀναιδής,adjective,e)xqome/nas,ἔχθω,verb,te,τε,particle,a)spi/das,ἀσπίς,noun,ai(\,ὅς,pronoun,*gala/thisi,kakh\n,κακός,adjective,o(do\n,ὁδός,adjective,a)/froni,ἄφρων,adjective,fu/lwi,sth/sontai,ἵστημι,verb
te/wn,τίς,pronoun,ai(\,ὅς,pronoun,me\n,μέν,particle,e)moi\,ἐγώ,pronoun,ge/ras,γέρας,adjective,ai(\,ὅς,pronoun,d',δέ,particle,e)pi\,ἐπί,preposition,*nei/lwi,Νεῖλος,proper,e)n,ἐν,preposition,puri\,πῦρ,noun,tou\s,ὁ,article,fore/ontas,φορέω,verb,a)popneu/santas,ἀποπνέω,verb,i)dou=sai,εἶδον,verb,kei/sontai,κεῖμαι,verb,basilh=os,βασιλεύς,noun,a)e/qlia,ἄθλιος,adjective,polla\,πολύς,adjective,kamo/ntos,κάμνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)sso/mene,ἔσσομαι,verb,*ptolemai=e,Πτολεμαῖος,proper,ta/,τίς,pronoun,toi,τοι,particle,manth/ia,μαντεῖον,noun,fai/nw,φαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)nh/seis,αἰνέω,verb,me/ga,μέγας,adverb,dh/,δή,particle,ti,τις,pronoun,to\n,ὁ,article,ei)se/ti,εἰσέτι,adverb,gaste/ri,γαστήρ,noun,ma/ntin,μάντις,noun,u(/steron,ὕστερος,adjective,h)/mata,ἦμαρ,noun,pa/nta,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,de\,δέ,particle,cumba/lleo,συμβάλλω,verb,mh=ter,μήτηρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/sti,εἰμί,verb,dieidome/nh,διείδομαι,verb,tis,τις,pronoun,e)n,ἐν,preposition,u(/dati,ὕδωρ,noun,nh/sos,,,a)raih/,ἀραιός,adjective,plazome/nh,πλάζω,verb,pela/gessi,πέλαγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/des,πούς,noun,de/,δέ,particle,oi(,ἕ,pronoun,ou)x,οὐ,adverb,e(ni\,εἷς,adjective,xw/rwi,χῶρος,noun,a)lla\,ἀλλά,adverb,palirroi/hi,,,e)pinh/xetai,ἐπινήχομαι,verb,a)nqe/rikos,ἀνθέριξ,noun,w(/s,ὡς,conjunction,e)/nqa,ἔνθα,adverb,no/tos,νότος,noun,e)/nq',ἔνθα,adverb,eu)=ros,εὖρος,noun,o(/ph,ὅπη,adverb,fore/hisi,,,qa/lassa,θάλασσα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=i,τῇ,adverb,me,ἐγώ,pronoun,fe/rois,φέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kei/nhn,ἐκεῖνος,pronoun,ga\r,γάρ,particle,e)leu/seai,ἔρχομαι,verb,ei)s,εἰς,preposition,e)qe/lousan',ἐθέλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(\,ὅς,pronoun,me\n,μέν,particle,to/ssa,τόσος,adjective,le/gontos,λέγω,verb,a)pe/trexon,ἀποτρέχω,verb,ei)n,ἐν,preposition,a(li\,ἁλίς,noun,nh=soi,νῆσος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)asteri/h,Ἀστερίη,proper,filo/molpe,φιλόμολπος,adjective,su\,σύ,pronoun,d',δέ,particle,*eu)boi/hqe,,,kath/ieis,,,*kukla/das,Κυκλάδες,proper,o)yome/nh,ὁράω,verb,perihge/as,περιηγής,adjective,ou)/,οὐ,adverb,ti,τις,pronoun,palaio/n,παλαιός,adjective,a)ll',ἀλλά,adverb,e)/ti,ἔτι,adverb,toi,σύ,pronoun,meto/pisqe,μετόπισθε,adverb,*gerai/stion,,,ei(/peto,ἕπομαι,verb,fu=kos,φῦκος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flecas,,,e)pei\,ἐπεί,conjunction,perikai/eo,,,puri/,πῦρ,noun,tlh/mon',τλήμων,adjective,u(p',ὑπό,preposition,w)di/nessi,ὠδίς,adjective,barunome/nhn,βαρύνω,verb,o(ro/wsa,ὁράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'*(/hrh,,,tou=to/,οὗτος,pronoun,me,ἐγώ,pronoun,r(e/con,ῥέζω,verb,o(/,ὅς,pronoun,toi,σύ,pronoun,fi/lon,φίλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga/r,γάρ,particle,a)peila\s,ἀπειλή,noun,u(mete/ras,ὑμέτερος,adjective,e)fu/laca,φυλάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pe/ra,πέρα,adjective,pe/ra,πέρα,adjective,ei)s,εἰς,preposition,e)me\,ἐγώ,pronoun,*lhtoi=',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
