word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/30/lemma/@_entry,word/30/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/51/lemma/@_entry,word/51/lemma/@_POS
ou)de\,οὐδέ,particle,ga\r,γάρ,particle,h(,ὁ,article,pi/stis,πίστις,noun,ai(/matos,αἷμα,noun,e)/kkrisis,ἔκκρισις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=|,ὁ,article,de\,δέ,particle,*roi/zw|,,,pollw=|,πολύς,adjective,cu\n,σύν,preposition,pneu/mati,πνεῦμα,noun,me/zwn,μέγας,adverb,th=s,ὁ,article,perista/sios,περίστασις,noun,h(,ὁ,article,fantasi/h,φαντασία,noun,th=s,ὁ,article,e)kkri/sios,ἔκκρισις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gi/gnetai/,γίγνομαι,verb,kote,ποτέ,particle,kai\,καί,conjunction,e)n,ἐν,preposition,kw/lw|,κῶλον,noun,pu/ou,πύον,adjective,a)po/stasis,ἀπόστασις,noun,ou)de/n,οὐδείς,pronoun,ti,τις,pronoun,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,tw=n,ὁ,article,e)nto\s,ἐντός,adverb,e(lke/wn,ἕλκος,noun,cenoprepeste/rh,ξενοπρεπής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,ta\,ὁ,article,shmh/i+a,σημεῖον,noun,kai\,καί,conjunction,to\,ὁ,article,pu=on,,,kai\,καί,conjunction,h(,ὁ,article,a)/lqecis,ἄλθεξις,noun,tw=n,ὁ,article,e(lke/wn,ἕλκος,noun,h(,ὁ,article,w)uth/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,e)kkri/sies,ἔκκρισις,noun,sklhrai\,σκληρός,adjective,tw=n,ὁ,article,sarkoei,,,de/wn,δέον,adjective,e)/wsi,εἰμί,verb,tetrimme/nai,τρίβω,verb,trhxe/si,τραχύς,adjective,sw/masi,σῶμα,adjective,i)/kelai,ἴκελος,adjective,h(,ὁ,article,a)po/stasis,ἀπόστασις,noun,ou),οὐ,adverb,tou=,ὁ,article,eu)h/qeos,εὐήθης,adjective,tro/pou,τρόπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r(e/ei,ῥέομαι,verb,kote\,ποτέ,particle,pollo\n,πολύς,adjective,a)po\,ἀπό,preposition,tou=,ὁ,article,kw/lou,κῶλον,noun,u(/dwr,ὕδωρ,noun,dusenteriw/dea,δυσεντεριώδης,adjective,tro/pon,τρόπος,noun,u(/drwpos,ὕδρωψ,noun,to/de,ὅδε,pronoun,muri/ous,μυρίος,adjective,e)rru/sato,ῥύομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,me\i,,,e(/lkea,ἕλκος,noun,w(s,ὡς,conjunction,e)/pos,ἔπος,adjective,ei)pei=n,εἶπον,verb,ta\,ὁ,article,e)n,ἐν,preposition,toi=si,ὁ,article,e)nte/roisi,ἔντερον,noun,toia/de,τοιόσδε,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ta\r,ἀτάρ,particle,h)de\,ἠδέ,conjunction,kai\,καί,conjunction,h(,ὁ,article,tw=nde,ὅδε,pronoun,i)de/h,ἰδέα,noun,kai\,καί,conjunction,ai(,ὁ,article,a)po\,ἀπό,preposition,tw=nde,ὅδε,pronoun,e)kkri/sies,ἔκκρισις,noun,o(ko/sas,ὁπόσος,adjective,e)/leca,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fra/sw,φράζω,verb,de\,δέ,particle,kai\,καί,conjunction,ta\,ὁ,article,cuneo/nta,σύνειμι,verb,e(ka/stoisi,ἕκαστος,adjective,tw=n,ὁ,article,noseo/ntwn,νοσέω,verb,h)/n,ἐάν,conjunction,te,τε,particle,eu)h/qea,εὐήθης,adjective,h)/n,ἐάν,conjunction,te,τε,particle,sinara\,σιναρός,adjective,h)=|,εἰμί,verb,ta\,ὁ,article,e(/lkea,ἕλκος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)qro/on,ἀθρόος,adjective,me\n,μέν,particle,ou)=n,οὖν,particle,ei)rh/sqw,ἐρῶ,verb,h)\n,ἐάν,conjunction,e)pipolh=s,ἐπιπολάζω,verb,a)nadorh\,ἀναδορά,noun,h)/n,ἐάν,conjunction,te,τε,particle,a)/nw,ἄνω,adverb,h)/n,ἐάν,conjunction,te,τε,particle,ka/tw,κάτος,adjective,e)/h|,εἰμί,verb,a)/puroi,ἄπυρος,adjective,a)/ponoi,ἄπονος,adjective,o)rqosta/dhn,ὀρθοστάδην,adverb,u(giazo/menoi,ὑγιάζομαι,verb,smikrh=si,,,th=|si,ὁ,article,diai/th|si,δίαιτα,noun,e(teroi/ws,ἑτεροιόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,e(/lkos,ἕλκος,noun,e)gge/nhtai,ἐγγίγνομαι,verb,e)pi\,ἐπί,preposition,me\n,μέν,particle,toi=si,τίς,pronoun,a)/nw,ἄνω,adverb,stro/fos,στρόφος,noun,daknw/dhs,δακνώδης,adverb,drimu\s,δριμύς,adjective,w(s,ὡς,conjunction,a)po\,ἀπό,preposition,xolh=s,χολή,noun,qermh=s,θερμός,adjective,smikrh=s,μικρός,adjective,e)/mpuoi,ἔμπυος,adjective,a)/llote,ἄλλοτε,adverb,kai\,καί,conjunction,a)/llote,ἄλλοτε,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,de\,δέ,particle,ple/on,πλέος,adjective,e)/mpuoi,ἔμπυος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,pe/yies,πέψις,noun,h(mitele/es,ἡμιτελής,adverb,ou)k,οὐ,adverb,a)po/sitoi,ἀπόσιτος,adjective,h)\n,ἐάν,conjunction,de\,δέ,particle,toi=si,ὁ,article,ka/tw,κάτος,adjective,e(/lkea,ἕλκος,noun,ge/nhtai,γίγνομαι,verb,pollo/n,πολύς,adjective,ti,τις,pronoun,a)sine/stera,ἀσινής,adverb,tw=n,ὁ,article,a)/nw,ἄνω,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,ta\,ὁ,article,e)/ntera,ἔντερον,noun,pollo/n,πολύς,adjective,ti,τις,pronoun,ma=llon,μᾶλλον,adverb,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,sarkoeide/a,σαρκοειδής,adjective,h)\n,ἐάν,conjunction,de\,δέ,particle,koi=la,κόιλος,adjective,kai\,καί,conjunction,a)nesqi/onta,ἀνεσθίω,verb,e)s,εἰς,preposition,ta\,ὁ,article,a)/nw,ἄνω,adverb,ge/nhtai,γίγνομαι,verb,puretoi\,πυρετός,noun,o)ce/es,ὀξύς,adjective,a)lampe/es,ἀλαμπής,adjective,e)n,ἐν,preposition,toi=si,ὁ,article,spla/gxnoisi,σπλάγχνον,noun,u(pobru/xioi,ὑποβρύχιος,adjective,peri/yuci,,,s,,,a)positi/h,ἀποσιτία,noun,a)grupni/h,ἀγρυπνία,noun,e)rugai\,kakw/dees,κακώδης,adjective,nauti/h,ναυτία,noun,xolh=s,χολή,noun,e)/metoi,ἔμετος,noun,skotodi/nh,σκοτοδινέω,verb,h)\n,ἐάν,conjunction,de\,δέ,particle,pollh\,πολύς,adjective,me\n,μέν,particle,h(,ὁ,article,forh\,φορά,noun,xolwdeste/rwn,χολώδης,adjective,de\,δέ,particle,gi/gnhtai,γίγνομαι,verb,e)pi/monoi,ἐπίμονος,adjective,stro/foi,στρόφος,noun,kai\,καί,conjunction,a)/lloi,ἄλλος,adjective,ἐρυγή,noun,po/noi,πόνος,noun,ma=llon,μᾶλλον,adverb,,,,,,,,,,,,
poti\,πρός,preposition,kai\,καί,conjunction,e)klu/sies,ἔκλυσις,noun,duna/mios,δύναμις,adjective,u(polu/sies,ὑπόλυσις,adjective,gouna/twn,γόνυ,noun,kausw/dees,καυσώδης,adverb,diyale/oi,διψαλέος,adjective,a)sw/dees,ἀσώδης,adverb,nauti/h,ναυτία,noun,mela/nwn,μέλας,adjective,glw=ssa,γλῶσσα,noun,chrh\,ξηρός,adjective,sfugmoi,,,smikroi\,μικρός,adjective,a)/tonoi,ἄτονος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toute/wn,οὗτος,pronoun,a)delfa\,ἀδελφή,noun,o)ko/sa,,,e)pi\,ἐπί,preposition,toi=si,ὁ,article,kakoeide/si,κακοειδής,adjective,e(/lkesi,ἕλκος,noun,e)/leca,λέγω,verb,ta\,ὁ,article,qanatw/dea,θανατώδης,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kardiw/ssousi,καρδιώσσω,verb,me/sfi,,,leipoqumi/hs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metece/teroi,μετεξέτεροι,adjective,de\,δέ,particle,ou)de\,οὐδέ,particle,e)s,εἰς,preposition,a)na/kthsin,ἀνάκτησις,noun,e)palindro/mhsan,παλινδρομέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ou(/tws,οὕτως,adverb,e)ce/qanon,ἐκθνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta/de,ὅδε,pronoun,ta\,ὁ,article,deina\,δεινός,adjective,cuna\,ξυνός,adjective,kai\,καί,conjunction,th=|si,ὁ,article,a)po\,ἀπό,preposition,tw=n,ὁ,article,ka/tw,κάτος,adjective,e)nte/rwn,ἔντερον,noun,diabrw/sesi,διάβρωσις,noun,h)\n,ἐάν,conjunction,ne/mhtai,νέμω,verb,me\n,μέν,particle,ta\,ὁ,article,e(/lkea,ἕλκος,noun,a)/sxetos,ἄσχετος,adjective,de\,δέ,particle,h(,ὁ,article,forh/,φορά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plh\n,πλήν,preposition,o(ko/son,ὁπόσος,adjective,oi(,ὁ,article,stro/foi,στρόφος,noun,kai\,καί,conjunction,oi(,ὁ,article,po/noi,πόνος,noun,u(po\,ὑπό,preposition,to\n,ὁ,article,o)mfalo\n,ὀμφαλός,noun,ka/tw,κάτος,adjective,e)/nqa,ἔνθα,adverb,ta\,ὁ,article,e(/lkea,ἕλκος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)de/ai,ἰδέα,noun,de\,δέ,particle,ai(/de,ὅδε,pronoun,tw=n,ὁ,article,e)kkri/sewn,ἔκκρισις,noun,o(koi/as,ὁποῖος,adjective,e)/leca,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,e)pi\,ἐπί,preposition,toi=si,ὁ,article,prw/toisi,πρότερος,adjective,smikra\,μικρός,adjective,h)=|,εἰμί,verb,a)nakwxh\,ἀνοκωχή,noun,de\,δέ,particle,ei)s,εἰς,preposition,makro\n,μακρός,adjective,h)=|,εἰμί,verb,nomh=s,νομεύς,noun,a)/lla,ἄλλος,adjective,e)p',ἐπί,preposition,a)/llois,ἄλλος,adjective,e(/lkea,ἕλκος,noun,gi/gnetai,γίγνομαι,verb,tw=n,ὁ,article,me\n,μέν,particle,prhu+nome/,,,nwn,,,a)/llwn,ἄλλος,adjective,de\,δέ,particle,korufoume/nwn,κορυφόω,verb,o(/kws,ὅπως,conjunction,e)n,ἐν,preposition,qala/ssh|,θάλασσα,noun,ku/mata,κῦμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toio/nde,τοιόσδε,adjective,to\,ὁ,article,tw=n,ὁ,article,e(lke/wn,ἕλκος,noun,xu/ma,χύμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,kai/,καί,conjunction,kote,ποτέ,particle,e)parke/sh|,ἐπαρκέω,verb,me\n,μέν,particle,h(,ὁ,article,fu/sis,φύσις,noun,sunaskh/sh|,συνάσκησις,noun,de\,δέ,particle,kai\,καί,conjunction,o(,ὁ,article,i)htro\s,ἰατρός,noun,pe/pautai,παύω,verb,me\n,μέν,particle,h(,ὁ,article,nomh\,νομή,noun,kai\,καί,conjunction,qa/naton,θάνατος,adjective,ou)k,οὐ,adverb,o)rrwde/ei,ὀρρωδέω,verb,sklhra\,σκληρός,adjective,de\,δέ,particle,kai\,καί,conjunction,o)xqw/dea,ὀχθώδης,adjective,mi/mnei,μίμνω,verb,ta\,ὁ,article,e)/ntera,ἔντερον,noun,kai\,καί,conjunction,tw=nde,ὅδε,pronoun,e)s,makro\n,μακρός,adjective,h(,ὁ,article,a)/lqecis,ἄλθεξις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰς,preposition,,,,,,,,,,,,,,,,,,
ai(morragi/h|,αἱμορραγία,noun,de\,δέ,particle,a)p',ἀπό,preposition,e)nte/rwn,ἔντερον,noun,h)\n,ἐάν,conjunction,me\n,μέν,particle,mega/lhs,μέγας,adverb,flebo\s,φλέψ,noun,h)\,ἠέ,conjunction,a)rthri/hs,ἀρτηρία,noun,e)/h|,εἰμί,verb,w)ku\s,ὠκύς,adjective,o(,ὁ,article,qa/natos,θάνατος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\,οὐδέ,particle,ga\r,γάρ,particle,ou)de\,οὐδέ,particle,th\n,ὁ,article,xei=ra,χείρ,noun,dunato\n,δυνατός,adjective,e)/sw,ἔσω,adjective,e)sma/sasqai,εἰσμάσσω,verb,kai\,καί,conjunction,tou=,ὁ,article,a)/lgeos,ἄλγος,noun,qigei=n,θιγγάνω,verb,h)\,ἠέ,conjunction,fa/rmakon,φάρμακον,noun,au)tw=|,αὐτός,pronoun,tw=|,ὁ,article,e(/lkei+,ἕλκος,noun,prosba/llein,προσδαίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/,καί,conjunction,toi,σύ,pronoun,kai\,καί,conjunction,ei),εἰ,conjunction,e)pi/sxoito,ἐπίσχω,verb,h(,ὁ,article,ai(morragi/h,αἱμορραγία,noun,farma/kw|,φάρμακον,noun,ou)k,οὐ,adverb,a)trekh\s,ἀτρεκής,adjective,tou=,ὁ,article,qana/tou,θάνατος,adjective,h(,ὁ,article,fugh/,φυγή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metecete/roisi,μετεξέτεροι,adjective,ga\r,γάρ,particle,mega/lhs,μέγας,adverb,e)sxa/rhs,ἐσχάρα,noun,e)/kptwsis,ἔκπτωσις,noun,th=s,ὁ,article,flebo\s,φλέψ,noun,to\,ὁ,article,sto/mion,στόμιον,noun,e)s,εἰς,preposition,me/zon,μέγας,adverb,eu)ru/nei,εὐρύνω,verb,eu)=te,εὖτε,conjunction,kai\,καί,conjunction,qro/mboi,θρόμβος,noun,e)/ndon,ἔνδον,adverb,e)ggi/gnontai,ἐγγίγνομαι,verb,kai\,καί,conjunction,mi/mnousi,μίμνω,verb,e)/sw,ἔσω,adjective,a)/fuktos,ἄφυκτος,adjective,h(,ὁ,article,nou=sos,νόσος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xrh\,χρή,verb,ou)=n,οὖν,particle,a)rxome/nh|si,ἄρχω,verb,ai(morragi/h|si,αἱμορραγία,noun,a)rh/gein,ἀρήγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dh/lh,δῆλος,adjective,de\,δέ,particle,w(s,ὡς,conjunction,e)pi/pan,ἐπίπαν,adverb,gi/gnetai,γίγνομαι,verb,me/llousa,μέλλω,verb,ei),εἰ,conjunction,kai\,καί,conjunction,mh\,μή,conjunction,pa/mpan,πάμπαν,adverb,eu)/shmos,εὔσημος,adjective,a)/sh,ἄση,noun,cu/nesti,σύνειμι,verb,a)pori/h,ἀπορία,noun,ba/ros,βάρος,noun,tou=,ὁ,article,to/pou,τόπος,noun,e)/nqa,ἔνθα,adverb,*rh/ssetai,,,e)ru/qhma,ἐρύθημα,noun,tou=,ὁ,article,prosw/pou,πρόσωπον,noun,h)\n,ἐάν,conjunction,mhde/kw,,,*ragh=|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kh)\n,ἐν,preposition,me\n,μέν,particle,h(,ὁ,article,fle\y,φλέψ,noun,neorragh\s,νεορραγής,adjective,e)/h|,εἰμί,verb,w(s,ὡς,conjunction,e)pi/pan,ἐπίπαν,adverb,malqa/ssetai,μαλθάσσω,verb,pa/mpan,πάμπαν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,pro/sw,πρόσω,adverb,h)=|,εἰμί,verb,xro/nou,χρόνος,noun,xalepw/teron,χαλεπός,adjective,kai\,καί,conjunction,bradu/teron,βραδύς,adjective,toia/de,τοιόσδε,adjective,me\n,μέν,particle,ta\,ὁ,article,e)n,ἐν,preposition,e)nte/rois,ἔντερον,noun,e(/lkea,ἕλκος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gi/gnetai,γίγνομαι,verb,de\,δέ,particle,qe/reos,θέρος,noun,w(/rh|,ὥρα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deu/teron,δεύτερος,adjective,fqinopw/rou,φθινόπωρον,noun,h(=sson,ἥσσων,adverb,h)=ros,ἔαρ,noun,h(/kista,ἥκιστος,adjective,xeimw=nos,χειμών,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
