word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/6/@_form,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/lemma/@_entry,word/6/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS
kai\,καί,conjunction,tou\s,ὁ,article,*pe/rsas,Πέρσευς,proper,o)rqw=s,ὀρθός,adjective,fasi,φημί,verb,mh\,tai=s,gametai=s,γαμετή,noun,a)lla\,ἀλλά,adverb,tai=s,ὁ,article,pallaki/si,παλλακίς,adjective,summequ/skesqai,συμμεθύσκω,verb,kai\,καί,conjunction,sunorxei=sqai,συνορχέομαι,verb,,,,,,,,,,,,,,,,,,,,,,μή,conjunction,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau)to\,αὐτός,pronoun,dh\,δή,particle,kai\,καί,conjunction,h(ma=s,ἐγώ,pronoun,a)ciou=si,ἀξιόω,verb,poiei=n,ei)s,ta\,ὁ,article,sumpo/sia,συμπόσιον,noun,th\n,ὁ,article,mousikh\n,μουσικός,adjective,kai\,καί,conjunction,th\n,ὁ,article,u(pokritikh\n,ὑποκριτικός,adjective,e)peisa/gontas,ἐπεισάγω,verb,filosofi/an,φιλοσοφία,noun,de\,δέ,particle,mh\,μή,conjunction,kinou=ntas,κινέω,verb,w(s,ὡς,conjunction,ou)/te,οὔτε,adverb,ποιέω,verb,εἰς,preposition,sumpai/zein,συμπαίζω,verb,e)kei/nhn,ἐκεῖνος,pronoun,e)pith/deion,ἐπιτήδειος,adjective,ou)=san,εἰμί,verb,ou)/q',οὔτε,adverb,h(ma=s,ἐγώ,pronoun,thnikau=ta,τηνικαῦτα,adverb,spoudastikw=s,σπουδαστικός,adjective,e)/xontas,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\,οὐδέ,particle,ga\r,γάρ,particle,*)isokra/th,Ἰσοκράτης,proper,to\n,ὁ,article,sofisth\n,σοφιστής,noun,u(pomei=nai,deome/nwn,ei)pei=n,εἶπον,verb,ti,τις,pronoun,par',παρά,preposition,oi)=non,οἶνον,noun,a)ll',ἀλλά,adverb,h)\,ἠέ,conjunction,tosou=ton,τοσοῦτος,adjective,e)n,ἐν,preposition,oi(=s,ὅς,pronoun,me\n,μέν,particle,e)gw\,ἐγώ,pronoun,deino/s,δεινός,adjective,ou)x,οὐ,adverb,o(,ὁ,article,ὑπομένω,verb,δέομαι,verb,nu=n,νῦν,adverb,kairo/s,καιρός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,oi(=s,ὅς,pronoun,d',δέ,particle,o(,ὁ,article,nu=n,νῦν,adverb,kairo/s,ou)k,e)gw\,ἐγώ,pronoun,deino/s,δεινός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καιρός,noun,οὐ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,o(,ὁ,article,*kra/twn,κάρα,noun,a)nakragw/n,ἀνακράζω,verb,eu)=,εὖ,adverb,g',ei)=pe,nh\,νή,preposition,to\n,ὁ,article,*dio/nuson,Διόνυσος,proper,e)cw/mnuto,ἐξόμνυμι,verb,to\n,ὁ,article,lo/gon,λόγος,noun,ei),εἰ,conjunction,toiau/tas,τοιοῦτος,adjective,e)/melle,μέλλω,verb,perai/nein,περαίνω,verb,perio/dous,περίοδος,noun,ai(=s,ὅς,pronoun,e)/melle,μέλλω,verb,*xari/twn,Χάρις,proper,γε,particle,εἶπον,verb,a)na/staton,ἀνάστατος,adjective,genh/sesqai,γίγνομαι,verb,sumpo/sion,συμπόσιον,noun,ou)x,οὐ,adverb,o(/moion,ὅμοιος,adjective,d',δέ,particle,oi)=mai,οἴομαι,verb,r(htoriko\n,ῥητορικός,adjective,e)cairei=n,ἐξαιρέω,verb,sumposi/ou,συμπόσιον,noun,lo/gon,λόγος,noun,kai\,καί,conjunction,filo/sofon,φιλόσοφος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,e(/tero/n,ἕτερος,adjective,e)sti,εἰμί,verb,to\,ὁ,article,filosofi/as,φιλοσοφία,noun,h(\n,te/xnhn,peri\,περί,preposition,bi/on,βίος,adjective,ou)=san,εἰμί,verb,ou)/te,οὔτε,adverb,tino\s,τις,pronoun,paidia=s,παιδιή,noun,ou)/te,οὔτε,adverb,tino\s,τις,pronoun,h(donh=s,ἡδονά,noun,diagwgh\n,διαγωγή,noun,e)xou/shs,ἔχω,verb,a)postatei=n,ἀποστατέω,verb,ei)ko\s,ἔοικα,verb,a)lla\,ἀλλά,adverb,ὅς,pronoun,τέχνη,noun,pa=si,πᾶς,adjective,parei=nai,πάρειμι,verb,to\,ὁ,article,me/tron,μέτρον,noun,kai\,καί,conjunction,to\n,ὁ,article,kairo\n,καιρός,noun,e)pife/rousan,ἐπιφέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,mhde\,μηδέ,particle,swfrosu/nhn,σωφροσύνη,noun,mhde\,μηδέ,particle,dikaiosu/nhn,δικαιοσύνη,noun,oi)w/meqa,dei=n,ei)s,εἰς,preposition,tou\s,ὁ,article,po/tous,πότος,noun,de/xesqai,δέχομαι,verb,kateirwneuo/menoi,κατειρωνεύομαι,verb,to\,ὁ,article,semno\n,σεμνός,adjective,au)tw=n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,οἴομαι,verb,δέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,me\n,μέν,particle,ou)=n,οὖν,particle,w(/sper,ὥσπερ,adverb,oi(,ἕ,pronoun,to\n,*)ore/sthn,e(stiw=ntes,ἑστιάω,verb,e)n,ἐν,preposition,*qesmoqetei/w|,θεσμοθετεῖον,noun,siwph=|,σιωπή,noun,trw/gein,τρώγω,verb,kai\,καί,conjunction,pi/nein,πίνω,verb,e)me/llomen,μέλλω,verb,h)=n,εἰμί,verb,ti,τις,pronoun,tou=to,οὗτος,pronoun,th=s,ὁ,article,a)maqi/as,ἀμαθία,noun,ou)k,οὐ,adverb,ὁ,article,Ὀρέστης,proper,a)tuxe\s,ἀτυχής,adverb,paramu/qion,παραμύθιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,pa/ntwn,πᾶς,adjective,me\n,μέν,particle,o(,ὁ,article,*dio/nusos,*lu/sio/s,e)sti,εἰμί,verb,kai\,καί,conjunction,*luai=os,Λυαῖος,proper,ma/lista,μάλιστα,adverb,de\,δέ,particle,th=s,ὁ,article,glw/tths,γλῶσσα,noun,a)fairei=tai,ἀφαιρέω,verb,ta\,ὁ,article,xalina\,,,kai\,καί,conjunction,plei/sthn,πλεῖστος,adjective,e)leuqeri/an,ἐλευθερία,noun,th=|,ὁ,article,Διόνυσος,proper,Λύσις,proper,fwnh=|,φωνή,noun,di/dwsin,δίδωμι,verb,a)be/lteron,ἀβέλτερος,adjective,oi)=mai,οἴομαι,verb,kai\,καί,conjunction,a)no/hton,ἀνόητος,adjective,e)n,ἐν,preposition,lo/gois,λόγος,noun,pleona/zonta,πλεονάζω,verb,kairo\n,καιρός,noun,a)posterei=n,ἀποστερέω,verb,tw=n,ὁ,article,a)ri/stwn,ἄριστος,adjective,lo/gwn,λόγος,noun,kai\,καί,conjunction,zhtei=n,ζητέω,verb,me\n,μέν,particle,e)n,ἐν,preposition,tai=s,ὁ,article,diatribai=s,διατριβή,noun,peri\,περί,preposition,sumpotikw=n,συμποτικός,adjective,kaqhko/ntwn,καθήκω,verb,kai\,καί,conjunction,ti/s,τίς,pronoun,a)reth\,ἀρετή,noun,sumpo/tou,συμπότης,adjective,kai\,καί,conjunction,pw=s,πῶς,adverb,oi)/nw|,οἶνον,noun,xrhste/on,χρηστέον,adjective,e)c,ἐκ,preposition,au)tw=n,αὐτός,pronoun,de\,δέ,particle,tw=n,ὁ,article,sumposi/wn,συμπόσιον,noun,a)nairei=n,ἀναιρέω,verb,filosofi/an,φιλοσοφία,noun,w(s,ὡς,conjunction,e)/rgw|,ἔργον,noun,bebaiou=n,βεβαιόω,verb,a(\,ὅς,pronoun,dida/skei,διδάσκω,verb,lo/gw|,λόγος,noun,mh\,μή,conjunction,duname/nhn,δύναμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sou=,σύ,pronoun,d',δέ,particle,ei)po/ntos,εἶπον,verb,ou)k,οὐ,adverb,a)/cion,ἄξιος,adjective,ei)=nai,*kra/twni,peri\,περί,preposition,tou/twn,οὗτος,pronoun,a)ntile/gein,ἀντιλέγω,verb,o(/ron,ὅρος,adjective,de/,δέ,particle,tina,τις,pronoun,kai\,καί,conjunction,xarakth=ra,χαρακτήρ,noun,tw=n,ὁ,article,para\,παρά,preposition,po/ton,πότος,noun,filosofoume/nwn,φιλοσοφέω,verb,zhtei=n,ζητέω,verb,e)kfeu/gonta,ἐκφεύγω,verb,εἰμί,verb,,,tou=to,οὗτος,pronoun,dh\,δή,particle,to\,ὁ,article,paizo/menon,παίω,verb,ou)k,οὐ,adverb,a)hdw=s,ἀηδής,adjective,pro\s,πρός,preposition,tou\s,ὁ,article,e)ri/zontas,ἐρίζω,verb,kai\,καί,conjunction,sofistiw=ntas,σοφιστιάω,verb,nu=n,νῦν,adverb,d',δέ,particle,e)/rxesq',ἔρχομαι,verb,e)pi\,ἐπί,preposition,dei=pnon,δεῖπνον,noun,i(/na,ἵνα,conjunction,cuna/gwmen,συνάγω,verb,*)/arha,Ἄρης,proper,hom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b,,,kai\,καί,conjunction,parakalou=ntos,παρακαλέω,verb,h(ma=s,ἐγώ,pronoun,e)pi\,ἐπί,preposition,to\n,lo/gon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/fhn,φημί,verb,e)gw\,ἐγώ,pronoun,prw=ton,πρότερος,adjective,o(/ti,ὅστις,pronoun,moi,ἐγώ,pronoun,dokei=,skepte/on,ei)=nai,εἰμί,verb,to\,ὁ,article,tw=n,ὁ,article,paro/ntwn,πάρειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δοκέω,verb,σκεπτέος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)\n,ἄν,particle,me\n,μέν,particle,ga\r,γάρ,particle,plei/onas,πλείων,verb,e)/xh|,ἔχω,verb,filolo/gous,to\,sumpo/sion,συμπόσιον,noun,w(s,ὡς,conjunction,to\,ὁ,article,*)aga/qwnos,Ἀγάθων,proper,*swkra/tas,Σωκράτης,proper,*fai/drous,Φαῖδρος,proper,*pausani/as,Παυσανίης,proper,*)erucima/xous,Ἐρυξίμαχος,proper,kai\,καί,conjunction,to\,ὁ,article,*kalli/ou,Κάλλιον,proper,*xarmi/das,Χαρμίδης,proper,*)antisqe/nas,Ἀντισθένης,proper,*(ermoge/nas,Ἑρμογένης,proper,φιλόλογος,adjective,ὁ,article,e(te/rous,ἕτερος,adjective,tou/tois,οὗτος,pronoun,paraplhsi/ous,παραπλήσιος,adjective,a)fh/somen,ἀφίημι,verb,au)tou\s,αὐτός,pronoun,mu/qw|,μῦθος,noun,filosofei=n,φιλοσοφέω,verb,ou)x,οὐ,adverb,h(=tton,ἥσσων,adverb,tai=s,ὁ,article,*mou/sais,Μοῦσα,proper,to\n,ὁ,article,*dio/nuson,Διόνυσος,proper,h)\,ἠέ,conjunction,tai=s,ὁ,article,*nu/mfais,Νύμφης,proper,kerannu/ntas,κεράννυμι,verb,e)kei=nai,ἐκεῖνος,pronoun,me\n,μέν,particle,ga\r,γάρ,particle,au)to\n,αὐτός,pronoun,toi=s,ὁ,article,sw/masin,σῶμα,adjective,i(/lewn,ἴλαος,noun,kai\,καί,conjunction,pra=on,πρᾶος,adjective,au(=tai,οὗτος,pronoun,de\,δέ,particle,tai=s,ὁ,article,yuxai=s,ψυχή,noun,meili/xion,μειλίχιος,adjective,o)/ntws,ὄντως,adverb,kai\,καί,conjunction,xaridw/thn,,,e)peisa/gousi,ἐπεισάγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,a)\n,ἄν,particle,o)li/goi,ὀλίγος,adjective,tine\s,τις,pronoun,i)diw=tai,parw=sin,w(/sper,ὥσπερ,adverb,a)/fwna,ἄφωνος,adjective,gra/mmata,γράμμα,noun,fwnhe/ntwn,φωνήεις,adjective,e)n,ἐν,preposition,me/sw|,μέσος,adjective,pollw=n,πολύς,adjective,tw=n,ὁ,article,pepaideume/nwn,παιδεύω,verb,e)mperilambano/menoi,ἐμπεριλαμβάνω,verb,fqoggh=s,φθογγή,noun,tinos,τις,pronoun,ou),οὐ,adverb,pantelw=s,παντελής,adverb,ἰδιώτης,noun,πάρειμι,verb,a)na/rqrou,ἄναρθρος,adjective,kai\,καί,conjunction,sune/sews,σύνεσις,noun,koinwnh/sousin,κοινωνέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)\n,ἄν,particle,de\,δέ,particle,plh=qos,πλῆθος,noun,h)=|,εἰμί,verb,toiou/twn,τοιοῦτος,adjective,a)nqrw/pwn,oi(\,panto\s,πᾶς,adjective,me\n,μέν,particle,o)rne/ou,ὄρνεον,noun,panto\s,πᾶς,adjective,de\,δέ,particle,neu/rou,νευρόω,verb,kai\,καί,conjunction,cu/lou,ξύλον,adjective,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,filoso/fou,φιλόσοφος,noun,fwnh\n,φωνή,noun,u(pome/nousi,ὑπομένω,verb,to\,ὁ,article,ἄνθρωπος,noun,ἕ,pronoun,tou=,ὁ,article,*peisistra/tou,Πεισίστρατος,proper,xrh/simon,χρήσιμος,adjective,e)kei=nos,ἐκεῖνος,pronoun,ga\r,γάρ,particle,e)n,ἐν,preposition,diafora=|,διαφορά,noun,tini,τις,pronoun,pro\s,πρός,preposition,tou\s,ὁ,article,ui(ou\s,υἱός,noun,geno/menos,γίγνομαι,verb,w(s,ὡς,conjunction,h)/|sqeto,αἰσθάνομαι,verb,tou\s,ὁ,article,e)xqrou\s,ἐχθρός,adjective,xai/rontas,χαίρω,verb,e)kklhsi/an,ἐκκλησία,noun,sunagagw\n,συνάγω,verb,e)/fh,φημί,verb,bou/lesqai,βούλομαι,verb,me\n,μέν,particle,au)to\s,αὐτός,pronoun,pei=sai,πείθω,verb,tou\s,ὁ,article,pai=das,παῖς,adjective,e)pei\,ἐπεί,conjunction,de\,δέ,particle,dusko/lws,δύσκολος,adjective,e)/xousin,ἔχω,verb,au)to\s,αὐτός,pronoun,e)kei/nois,ἐκεῖνος,pronoun,pei/sesqai,πάσχω,verb,kai\,καί,conjunction,a)kolouqh/sein,ἀκολουθέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
