word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/38/lemma/@_entry,word/38/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/119/@_form,word/119/lemma/@_entry,word/119/lemma/@_POS,word/120/@_form,word/120/lemma/@_entry,word/120/lemma/@_POS,word/121/@_form,word/121/lemma/@_entry,word/121/lemma/@_POS,word/122/@_form,word/122/lemma/@_entry,word/122/lemma/@_POS,word/123/@_form,word/123/lemma/@_entry,word/123/lemma/@_POS
kai\,καί,conjunction,ga\r,γάρ,particle,dh\,δή,particle,kai\,καί,conjunction,tou=,ὁ,article,*puqi/ou,Πύθιον,proper,e)sti\n,εἰμί,verb,a)kou/ein,ἀκούω,verb,oi)=da,οἶδα,verb,d',δέ,particle,e)gw\,ἐγώ,pronoun,ya/mmou,ψάμμος,noun,t',τε,particle,a)riqmo\n,ἀριθμός,adjective,kai\,καί,conjunction,me/tra,μέτρον,noun,qala/sshs,θάλασσα,noun,kai\,καί,conjunction,tei=xos,τεῖχος,noun,*tritogenei=,Τριτογένεια,proper,cu/linon,ξύλινος,adjective,didoi=,δίδωμι,verb,eu)ru/opa,εὐρύοπα,noun,*zeu/s,Ζεύς,proper,kai\,καί,conjunction,*ne/rwn,,,*)ore/sths,Ὀρέστης,proper,*)alkmai/wn,Ἀλκμαίων,proper,mhtrokto/noi,μητροκτόνος,adjective,kai\,καί,conjunction,polla\,πολύς,adjective,toiau=ta,τοιοῦτος,adjective,w(/sper,ὥσπερ,adverb,sofistou=,σοφιστής,noun,le/gontos,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,me\n,μέν,particle,dh\,δή,particle,a)rxai/a,ἀρχαῖος,adjective,sofistikh\,σοφιστικός,adjective,kai\,καί,conjunction,ta\,ὁ,article,filosofou/mena,φιλοσοφέω,verb,u(potiqeme/nh,ὑποτίθημι,verb,dih/|ei,δίειμι,verb,au)ta\,αὐτός,pronoun,a)pota/dhn,,,kai\,καί,conjunction,e)s,εἰς,preposition,mh=kos,μῆκος,adjective,diele/geto,διαλέγω,verb,me\n,μέν,particle,ga\r,γάρ,particle,peri\,περί,preposition,a)ndrei/as,ἀνδρεία,noun,diele/geto,διαλέγω,verb,de\,δέ,particle,peri\,περί,preposition,dikaio/thtos,δικαιότης,noun,h(rw/wn,ἥρως,noun,te,τε,particle,pe/ri,περί,preposition,kai\,καί,conjunction,qew=n,θέα,noun,kai\,καί,conjunction,o(/ph,ὅπη,adverb,a)pesxhma/tistai,ἀποσχηματίζω,verb,h(,ὁ,article,i)de/a,ἰδέα,noun,tou=,ὁ,article,ko/smou,κόσμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,de\,δέ,particle,met',μετά,preposition,e)kei/nhn,ἐκεῖνος,pronoun,h(\n,ὅς,pronoun,ou)xi\,οὐ,adverb,ne/an,νέα,adjective,a)rxai/a,ἀρχαῖος,adjective,ga/r,γάρ,particle,deute/ran,δεύτερος,adjective,de\,δέ,particle,ma=llon,μᾶλλον,adverb,prosrhte/on,προσρητέος,adjective,tou\s,ὁ,article,pe/nhtas,πένης,noun,u(petupw/sato,ὑποτυπόω,verb,kai\,καί,conjunction,tou\s,ὁ,article,plousi/ous,πλούσιος,adjective,kai\,καί,conjunction,tou\s,ὁ,article,a)riste/as,ἀριστεύς,noun,kai\,καί,conjunction,tou\s,ὁ,article,tura/nnous,τύραννος,noun,kai\,καί,conjunction,ta\s,ὁ,article,e)s,εἰς,preposition,o)/noma,ὄνομα,adjective,u(poqe/seis,ὑπόθεσις,noun,e)f',ἐπί,preposition,a(\s,ὅς,pronoun,h(,ὁ,article,i(stori/a,ἱστορία,noun,a)/gei,ἄγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=rce,ἄρχω,verb,de\,δέ,particle,th=s,ὁ,article,me\n,μέν,particle,a)rxaiote/ras,ἀρχαῖος,adjective,*gorgi/as,Γοργίης,proper,o(,ὁ,article,*leonti=nos,,,e)n,ἐν,preposition,*qettaloi=s,Θεσσαλός,proper,th=s,ὁ,article,de\,δέ,particle,deute/ras,δεύτερος,adjective,*ai)sxi/nhs,Αἰσχίνης,proper,o(,ὁ,article,*)atromh/tou,ἄτρομος,adjective,tw=n,ὁ,article,me\n,μέν,particle,*)aqh/nhsi,Ἀθήνευς,proper,politikw=n,πολιτικός,adjective,e)kpesw/n,ἐκπίτνω,verb,*kari/a|,Κάριος,proper,de\,δέ,particle,e)nomilh/sas,ἐνομιλέω,verb,kai\,καί,conjunction,*(ro/dw|,,,kai\,καί,conjunction,metexeiri/zonto,μεταχειρίζω,verb,ta\s,ὁ,article,u(poqe/seis,ὑπόθεσις,noun,oi(,ὁ,article,me\n,μέν,particle,kata\,κατά,preposition,te/xnhn,τέχνη,noun,oi(,ὁ,article,de\,δέ,particle,a)po\,ἀπό,preposition,*gorgi/ou,Γοργίης,proper,kata\,to\,ὁ,article,do/can,δόξα,noun,,,,,,,,,,,,,,,,,,,,,,,,,κατά,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*sxedi/wn,Σχεδίος,proper,de\,δέ,particle,phga\s,πηγάς,noun,lo/gwn,λόγος,noun,oi(,ὁ,article,me\n,μέν,particle,e)k,ἐκ,preposition,*perikle/ous,Περικλέης,proper,r(uh=nai,ῥέω,verb,prw/tou,πρότερος,adjective,fasi/n,φημί,verb,o(/qen,ὅθεν,adverb,kai\,καί,conjunction,me/gas,μέγας,adverb,o(,ὁ,article,*periklh=s,Περικλέης,proper,e)nomi/sqh,νομίζω,verb,th\n,ὁ,article,glw=ttan,γλῶσσα,noun,oi(,ὁ,article,de\,δέ,particle,a)po\,ἀπό,preposition,tou=,ὁ,article,*buzanti/ou,Βυζάντιος,proper,*pu/qwnos,Πύθων,proper,o(\n,ὅς,pronoun,*dhmosqe/nhs,Δημοσθένης,proper,mo/nos,μόνος,adjective,*)aqhnai/wn,Ἀθήναια,proper,a)nasxei=n,ἀνέχω,verb,fhsi,φημί,verb,qrasuno/menon,θρασύνω,verb,kai\,καί,conjunction,polu\n,πολύς,adjective,r(e/onta,ῥέω,verb,oi(,ὁ,article,de\,δέ,particle,*ai)sxi/nou,Αἰσχίνης,proper,fasi\,to\,ὁ,article,sxedia/zein,σχεδιάζω,verb,eu(/rhma,εὕρημα,noun,tou=ton,οὗτος,pronoun,ga\r,γάρ,particle,pleu/santa,πλέω,verb,e)k,ἐκ,preposition,*(ro/dou,,,para\,παρά,preposition,to\n,ὁ,article,φημί,verb,*ka=ra,Κάρ,proper,*mau/swlon,Μαύσωλος,proper,sxedi/w|,σχέδιος,adjective,au)to\n,αὐτός,pronoun,lo/gw|,λόγος,noun,h(=sai,ἥδομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)moi\,ἐγώ,pronoun,de\,δέ,particle,plei=sta,πλεῖστος,adjective,me\n,μέν,particle,a)nqrw/pwn,ἄνθρωπος,noun,*ai)sxi/nhs,Αἰσχίνης,proper,dokei=,δοκέω,verb,sxedia/sai,σχεδιάζω,verb,presbeu/wn,πρεσβεύω,verb,te,τε,particle,kai\,καί,conjunction,a)popresbeu/wn,ἀποπρεσβεύω,verb,sunhgorw=n,συνηγορέω,verb,te,τε,particle,kai\,καί,conjunction,dhmhgorw=n,δημηγορέω,verb,katalipei=n,καταλιμπάνω,verb,de\,δέ,particle,mo/nous,μόνος,adjective,tou\s,ὁ,article,suggegramme/nous,συγγράφω,verb,tw=n,ὁ,article,lo/gwn,λόγος,noun,i(/na,ἵνα,conjunction,tw=n,ὁ,article,*dhmosqe/nous,Δημοσθένης,proper,frontisma/twn,φρόντισμα,noun,mh\,μή,conjunction,pollw=|,πολύς,adjective,lei/poito,λείπω,verb,sxedi/ou,σχέδιος,adjective,de\,δέ,particle,lo/gou,λόγος,noun,*gorgi/as,Γοργίης,proper,a)/rcai,ἄρχω,verb,parelqw\n,παρέρχομαι,verb,ga\r,γάρ,particle,ou(=tos,οὗτος,pronoun,e)s,to\,ὁ,article,*)aqhnai/wn,Ἀθήναια,proper,qe/atron,θέατρον,noun,e)qa/rrhsen,θαρσέω,verb,ei)pei=n,εἶπον,verb,proba/llete,προβάλλω,verb,kai\,καί,conjunction,to\,ὁ,article,kindu/neuma,κινδύνευμα,adjective,tou=to,οὗτος,pronoun,εἰς,preposition,prw=tos,πρότερος,adjective,a)nefqe/gcato,ἀναφθέγγομαι,verb,e)ndeiknu/menos,ἐνδείκνυμι,verb,dh/pou,δήπου,particle,pa/nta,πᾶς,adjective,me\n,μέν,particle,ei)de/nai,οἶδα,verb,peri\,περί,preposition,panto\s,πᾶς,adjective,d',δέ,particle,a)\n,ἄν,particle,ei)pei=n,εἶπον,verb,e)fiei\s,ἐφίημι,verb,tw=|,ὁ,article,kairw=|,καιρός,noun,tou=to,οὗτος,pronoun,d',δέ,particle,e)pelqei=n,ἐπέρχομαι,verb,tw=|,ὁ,article,*gorgi/a|,Γοργίης,proper,dia\,διά,preposition,to/de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prodi/kw|,πρόδικος,adjective,tw=|,ὁ,article,*kei/w|,Κέως,proper,sunege/grapto/,συγγράφω,verb,tis,τις,pronoun,ou)k,οὐ,adverb,a)hdh\s,ἀηδής,adjective,lo/gos,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,a)reth\,ἀρετή,noun,kai\,καί,conjunction,h(,ὁ,article,kaki/a,κακία,noun,foitw=sai,φοιτάω,verb,para\,παρά,preposition,to\n,ὁ,article,*(hrakle/a,Ἡράκλεα,proper,e)n,ἐν,preposition,ei)/dei,εἶδος,noun,gunaikw=n,γυνή,noun,e)stalme/nai,στέλλω,verb,h(,ὁ,article,me\n,μέν,particle,a)pathlw=|,ἀπατηλός,adjective,te,τε,particle,kai\,καί,conjunction,poiki/lw|,ποικίλος,adjective,h(,ὁ,article,de\,δέ,particle,w(s,ὡς,conjunction,e)/tuxen,τυγχάνω,verb,kai\,καί,conjunction,protei/nousai,προτείνω,verb,tw=|,ὁ,article,*(hraklei=,Ἡρακλέης,proper,ne/w|,νέος,adjective,e)/ti,ἔτι,adverb,h(,ὁ,article,me\n,μέν,particle,a)rgi/an,ἀργία,noun,kai\,καί,conjunction,trufh/n,τρυφή,noun,h(,ὁ,article,de\,δέ,particle,au)xmo\n,αὐχμός,noun,kai\,καί,conjunction,po/nous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πόνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tou=,ὁ,article,e)pi\,ἐπί,preposition,pa=si,πᾶς,adjective,dia\,διά,preposition,pleio/nwn,πλείων,verb,sunteqe/ntos,συντίθημι,verb,tou=,ὁ,article,lo/gou,λόγος,noun,e)/mmisqon,ἔμμισθος,adjective,e)pi/deicin,ἐπίδειξις,noun,e)poiei=to,ποιέω,verb,*pro/dikos,Πρόδικος,proper,perifoitw=n,περιφοιτάω,verb,ta\,ὁ,article,a)/sth,ἄστυ,noun,kai\,καί,conjunction,qe/lgwn,θέλγω,verb,au)ta\,αὐτός,pronoun,to\n,ὁ,article,*)orfe/ws,Ὀρφεύς,adverb,te,τε,particle,kai\,καί,conjunction,*qamu/rou,,,tro/pon,τρόπος,noun,e)f',ἐπί,preposition,oi(=s,ὅς,pronoun,mega/lwn,μέγας,adverb,me\n,μέν,particle,h)ciou=to,ἀξιόω,verb,para\,παρά,preposition,*qhbai/ois,Θηβαῖος,proper,pleio/nwn,πλείων,verb,de\,δέ,particle,para\,παρά,preposition,*lakedaimoni/ois,Λακεδαιμόνιος,proper,w(s,ὡς,conjunction,e)s,εἰς,preposition,to\,sumfe/ron,συμφέρω,verb,tw=n,ὁ,article,ne/wn,νέος,adjective,a)nadida/skwn,ἀναδιδάσκω,verb,tau=ta,οὗτος,pronoun,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,dh\,δή,particle,*gorgi/as,Γοργίης,proper,e)piskw/ptwn,ἐπισκώπτω,verb,to\n,ὁ,article,*pro/dikon,Πρόδικος,proper,w(s,ὡς,conjunction,e(/wla/,ἕωλος,adjective,te,τε,particle,kai\,καί,conjunction,polla/kis,πολλάκις,adverb,ei)rhme/na,ἐρῶ,verb,a)goreu/onta,ἀγορεύω,verb,e)pafh=ken,ἐπαφίημι,verb,e(auto\n,ἑαυτοῦ,pronoun,tw=|,τίς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,mh\n,μήν,particle,fqo/nou,φθόνος,noun,ge,γε,particle,h(/marten,ἁμαρτάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=g,,,ga/r,γάρ,particle,tis,τις,pronoun,*xairefw=n,Χαιρεφῶν,proper,*)aqh/nhsin,Ἀθήνησιν,adverb,ou)x,οὐ,adverb,o(\n,ὅς,pronoun,h(,ὁ,article,kwmw|di/a,κωμῳδία,noun,pu/cinon,πύξινος,adjective,e)ka/lei,καλέω,verb,e)kei=nos,ἐκεῖνος,pronoun,me\n,μέν,particle,ga\r,γάρ,particle,u(po\,ὑπό,preposition,frontisma/twn,φρόντισμα,noun,e)no/sei,νοσέω,verb,to\,ὁ,article,ai(=ma,αἷμα,noun,o(\n,ὅς,pronoun,de\,δέ,particle,nuni\,νυνί,adverb,le/gw,λέγω,verb,u(/brin,ὕβρις,noun,h)/skei,ἀσκέω,verb,kai\,καί,conjunction,a)naidw=s,ἀναιδής,adjective,e)tw/qazen,τωθάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
