word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/21/lemma/@_entry,word/21/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS
i)/sws,ἴσως,adverb,ga\r,γάρ,particle,e)s,εἰς,preposition,bo/lon,βόλος,noun,tis,τις,pronoun,e)/rxetai,ἔρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)w\,ἰώ,interjection,i)w/,ἰώ,interjection,sumfora\,συμφορά,noun,barei=a,βαρύς,adjective,*qrh|kw=n,Θρᾴκη,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
summa/xwn,σύμμαχος,adjective,tis,τις,pronoun,o(,ὁ,article,ste/nwn,στένω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)w\,ἰώ,interjection,i)w/,ἰώ,interjection,du/sthnos,δύστηνος,adjective,e)gw/,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su/,σύ,pronoun,t',τε,particle,a)/nac,ἄναξ,noun,*qrh|kw=n,Θρᾴκη,proper,w)=,ὦ,interjection,stugnota/thn,στυγνός,adjective,*troi/an,Τροία,proper,e)sidw/n,εἰσεῖδον,verb,oi(=o/n,οἷος,adjective,se,σύ,pronoun,bi/ou,βίος,adjective,te/los,τέλος,noun,ei(=len,αἱρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,ei)=,εἶμι,verb,pot',ποτέ,particle,a)ndrw=n,ἀνήρ,noun,summa/xwn,σύμμαχος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kat',κατά,preposition,eu)fro/nhn,εὐφρόνη,noun,a)mblw=pes,ἀμβλώψ,noun,au)gai\,αὐγή,noun,kou)/,οὐ,adverb,se,σύ,pronoun,gignw/skw,γιγνώσκω,verb,torw=s,τορός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pou=,πού,adverb,tin',τις,pronoun,a)na/ktwn,ἄναξ,noun,*trwikw=n,Τρωικός,adjective,eu(/rw,εὑρίσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pou=,πού,adverb,dh=q',δῆτα,adverb,*(/ektwr,Ἕκτωρ,proper,to\n,ὁ,article,u(paspi/dion,ὑπασπίδιος,adjective,koi=ton,κοῖτος,noun,i)au/ei,ἰαύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/ni,τίς,pronoun,shmh/nw,σημαίνω,verb,dio/pwn,δίοπος,adjective,stratia=s,στρατία,noun,oi(=a,οἷος,adjective,pepo/nqamen,πάσχω,verb,oi(=a/,οἷος,adjective,tis,τις,pronoun,h(ma=s,ἐγώ,pronoun,dra/sas,δράω,verb,a)fanh=,ἀφανής,adjective,frou=dos,φροῦδος,adjective,fanero\n,φανερός,adjective,*qrh|ci\n,Θρᾷξ,proper,pe/nqos,πένθος,noun,tolupeu/sas,τολυπεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kako\n,κακός,adjective,kurei=n,κυρέω,verb,ti,τις,pronoun,*qrh|ki/w|,Θράκιος,proper,strateu/mati,στράτευμα,adjective,e)/oiken,ἔοικα,verb,oi(=a,οἷος,adjective,tou=de,ὅδε,pronoun,gignw/skw,γιγνώσκω,verb,klu/wn,κλύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/rrei,ἔρρω,verb,stratia/,στρατία,noun,pe/ptwken,πίπτω,verb,a)/nac,ἄναξ,noun,doli/w|,δόλιος,adjective,plhgh=|,πληγή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)=,ἆ,interjection,a)=,ἆ,interjection,a)=,ἆ,interjection,a)=,ἆ,interjection,oi(/a,οἷος,adjective,m',ἐγώ,pronoun,o)du/nh,ὀδύνη,noun,tei/rei,τείρω,verb,foni/ou,φόνιος,adverb,trau/matos,τραῦμα,noun,ei)/sw,εἴσω,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pw=s,πῶς,adverb,a)\n,ἄν,particle,o)loi/mhn,ὄλλυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xrh=n,χράω,verb,ga/r,γάρ,particle,m',ἐγώ,pronoun,a)klew=s,ἀκλεής,adverb,*(rh=so/n,,,te,τε,particle,qanei=n,θνήσκω,verb,*troi/a|,Τροία,proper,ke/lsant',κέλλω,verb,e)pi/kouron,ἐπίκουρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta/d',ὅδε,pronoun,ou)k,οὐ,adverb,e)n,ἐν,preposition,ai)nigmoi=si,αἰνιγμός,noun,shmai/nei,σημαίνω,verb,kaka/,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
safw=s,σαφής,adverb,ga\r,γάρ,particle,au)da=|,αὐδή,noun,summa/xous,σύμμαχος,adjective,o)lwlo/tas,ὄλλυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kakw=s,κακός,adjective,pe/praktai,πράσσω,verb,ka)pi\,ἐπί,preposition,toi=s,ὁ,article,kakoi=si,κακός,adjective,pro\s,πρός,preposition,ai)/sxista,αἰσχρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,di\s,δίς,adverb,to/son,τόσος,adjective,kako\n,κακός,adjective,to/de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qanei=n,θνήσκω,verb,ga\r,γάρ,particle,eu)klew=s,εὐκλεής,adverb,me/n,μέν,particle,ei),εἰ,conjunction,qanei=n,θνήσκω,verb,xrew/n,χρεών,noun,lupro\n,λυπρός,adjective,me\n,μέν,particle,oi)=mai,οἴομαι,verb,tw=|,ὁ,article,qano/nti,θνήσκω,verb,pw=s,πῶς,adverb,ga\r,γάρ,particle,ou)/,οὐ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi=s,ὁ,article,zw=si,ζάω,verb,d',δέ,particle,o)/gkos,ὄγκος,noun,kai\,καί,conjunction,do/mwn,δόμος,noun,eu)doci/a,εὐδοξία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(mei=s,ἐγώ,pronoun,d',δέ,particle,a)bou/lws,ἄβουλος,adjective,ka)klew=s,ἀκλεής,adverb,o)lw/lamen,ὄλλυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,ga\r,γάρ,particle,h(ma=s,ἐγώ,pronoun,hu)/nas',εὐνάω,verb,*(ekto/reia,Ἑκτόρειος,proper,xei/r,χείρ,noun,cu/nqhma,σύνθημα,noun,le/cas,λέγω,verb,hu(/domen,εὕδω,verb,pedostibei=,πεδοστιβής,adjective,ko/pw|,κόπος,noun,dame/ntes,δαμάζω,verb,ou)d',οὐδέ,particle,e)frourei=to,φρουρέω,verb,strato\s,στρατός,noun,fulakai=si,φυλακή,noun,nukte/roisin,νύκτερος,adjective,ou)d',οὐδέ,particle,e)n,ἐν,preposition,ta/cesin,τάξις,noun,e)/keito,κεῖμαι,verb,teu/xh,plh=ktra/,πλῆκτρον,noun,τεῦχος,noun,t',τε,particle,ou)k,οὐ,adverb,e)pi\,ἐπί,preposition,zugoi=s,ζυγόν,noun,i(/ppwn,ἵππος,noun,kaqh/rmosq',καθαρμόζω,verb,w(s,ὡς,conjunction,a)/nac,ἄναξ,noun,e)peu/qeto,πεύθομαι,verb,kratou=ntas,κρατέω,verb,u(ma=s,σύ,pronoun,ka)fedreu/ontas,ἀφεδρεύω,verb,new=n,ναός,noun,pru/mnaisi,πρύμνα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fau/lws,φαῦλος,adjective,d',δέ,particle,hu(/domen,εὕδω,verb,peptwko/tes,πίπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)gw\,ἐγώ,pronoun,melou/sh|,μέλω,verb,kardi/a|,καρδία,noun,lh/cas,λήγω,verb,u(/pnou,ὕπνον,noun,pw/loisi,πῶλος,noun,xo/rton,χόρτος,noun,prosdokw=n,προσδοκάω,verb,e(wqinh\n,ἑωθινός,adjective,zeu/cein,ζεύγνυμι,verb,e)s,εἰς,preposition,a)lkh/n,ἀλκή,noun,a)fqo/nw|,ἄφθονος,adjective,metrw=,μετρέω,verb,xeri/,χείρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leu/ssw,λεύσσω,verb,de\,δέ,particle,fw=te,φώς,adjective,peripolou=nq',περιπολέω,verb,h(mw=n,ἐγώ,pronoun,strato\n,στρατός,noun,puknh=s,πυκνός,adjective,di',διά,preposition,o)/rfnhs,ὄρφνη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,d',δέ,particle,e)kinh/qhn,κινέω,verb,e)gw/,ἐγώ,pronoun,e)pthca/thn,πτήσσω,verb,te,τε,particle,ka)nexwrei/thn,ἀναχωρέω,verb,pa/lin,πάλιν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)/pusa,ἠπύω,verb,d',δέ,particle,au)toi=s,αὐτός,pronoun,mh\,μή,conjunction,pela/zesqai,πελάζω,verb,stratw=|,στρατός,noun,klw=pas,κλώψ,adjective,dokh/sas,δοκέω,verb,summa/xwn,σύμμαχος,adjective,pla/qein,πλάθω,verb,tina/s,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(\,ἕ,pronoun,d',δέ,particle,ou)de/n,οὐδείς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,mh\n,μήν,particle,ou)d',οὐδέ,particle,e)gw\,ἐγώ,pronoun,ta\,ὁ,article,plei/ona,πλείων,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hu(=don,εὕδω,verb,d',δέ,particle,a)pelqw\n,ἀπέρχομαι,verb,au)=qis,αὖθις,adverb,e)s,εἰς,preposition,koi/thn,κοίτη,noun,pa/lin,πάλιν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/,καί,conjunction,moi,ἐγώ,pronoun,kaq',κατά,preposition,u(/pnon,ὕπνον,noun,do/ca,δόξα,noun,tis,τις,pronoun,pari/statai,παρίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i(/ppous,ἵππος,noun,ga\r,γάρ,particle,a(\s,ὅς,pronoun,e)/qreya,τρέφω,verb,ka)difrhla/toun,διφρηλατέω,verb,*(rh/sw|,,,parestw/s,παρίστημι,verb,ei)=don,εἶδον,verb,w(s,ὡς,conjunction,o)/nar,ὄναρ,noun,dokw=n,δοκάζω,verb,lu/kous,λύκος,adjective,e)pembebw=tas,ἐπεμβαίνω,verb,e(drai/an,ἑδραῖος,adjective,r(a/xin,ῥάχις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qei/nonte,θείνω,verb,d',δέ,particle,ou)ra=|,οὐρά,noun,pwlikh=s,πωλικός,adjective,r(inou=,ῥινόν,noun,tri/xa,θρίξ,noun,h)/launon,ἐλαύνω,verb,ai(\,ὅς,pronoun,d',δέ,particle,e)/rregkon,ῥέγκω,verb,e)c,ἐκ,preposition,a)nthri/dwn,ἀντηρίς,noun,qumo\n,θυμός,noun,pne/ousai,πνέω,verb,ka)nexai/tizon,ἀναχαιτίζω,verb,fo/bw|,φόβος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,d',δέ,particle,a)mu/nwn,ἀμύνω,verb,qh=ras,θήρ,noun,e)cegei/romai,ἐξεγείρω,verb,pw/loisin,πῶλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/nnuxos,ἔννυχος,adverb,ga\r,γάρ,particle,e)cw/rma,ἐξορμάω,verb,fo/bos,φόβος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
klu/w,κλύω,verb,d',δέ,particle,e)pa/ras,ἐπαίρω,verb,kra=ta,κράς,verb,muxqismo\n,μυχθισμός,noun,nekrw=n,νεκρός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qermo\s,θερμός,adjective,de\,δέ,particle,krouno\s,κρουνός,noun,despo/tou,δεσπότης,adjective,pa/ra,παρά,preposition,sfagai=s,σφαγή,noun,ba/llei,βάλλω,verb,me,ἐγώ,pronoun,dusqnh/|skontos,,,ai(/matos,αἷμα,noun,ne/ou,νέος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)rqo\s,ὀρθός,adjective,d',δέ,particle,a)na/|ssw,,,xeiri\,χείρ,noun,su\n,σύν,preposition,kenh=|,κενός,adjective,doro/s,δόρυ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/,καί,conjunction,m',ἐγώ,pronoun,e)/gxos,ἔγχος,noun,au)ga/zonta,αὐγάζω,verb,kai\,καί,conjunction,qhrw/menon,θηράω,verb,pai/ei,παίω,verb,parasta\s,παρίστημι,verb,nei=ran,νεῖρα,noun,e)s,εἰς,preposition,pleura\n,πλευρά,noun,ci/fei,ξίφος,noun,a)nh\r,ἀνήρ,noun,a)kma/zwn,ἀκμάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fasga/nou,φάσγανον,noun,ga\r,γάρ,particle,h)|sqo/mhn,ἀίσθω,verb,plhgh=s,πληγή,noun,baqei=an,βαθύς,adjective,a)/loka,ἄλοξ,noun,trau/matos,τραῦμα,noun,labw/n,λαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pi/ptw,πίπτω,verb,de\,δέ,particle,prhnh/s,πρηνής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(\,ἕ,pronoun,d',δέ,particle,o)/xhma,ὄχημα,noun,pwliko\n,πωλικός,adjective,labo/ntes,λαμβάνω,verb,i(/ppwn,ἵππος,noun,i(/esan,ἵημι,verb,fugh=|,φυγή,noun,po/da,πούς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)=,ἆ,interjection,a)=,ἆ,interjection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)du/nh,ὀδύνη,noun,me,ἐγώ,pronoun,tei/rei,τείρω,verb,kou)ke/t',οὐκέτι,adverb,o)rqou=mai,ὀρθόω,verb,ta/las,τάλας,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,cumfora\n,συμφορά,noun,me\n,μέν,particle,oi)=d',οἶδα,verb,o(rw=n,ὁράω,verb,tro/pw|,τρόπος,noun,d',δέ,particle,o(/tw|,ὅστις,pronoun,teqna=sin,θνήσκω,verb,oi(,ἕ,pronoun,qano/ntes,θνήσκω,verb,ou)k,οὐ,adverb,e)/xw,ἔχω,verb,fra/sai,φράζω,verb,ou)d',οὐδέ,particle,e)c,ἐκ,preposition,o(poi/as,ὁποῖος,adjective,xeiro/s,χείρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
