word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/119/@_form,word/119/lemma/@_entry,word/119/lemma/@_POS,word/120/@_form,word/120/lemma/@_entry,word/120/lemma/@_POS,word/121/@_form,word/121/lemma/@_entry,word/121/lemma/@_POS,word/122/@_form,word/122/lemma/@_entry,word/122/lemma/@_POS,word/123/@_form,word/123/lemma/@_entry,word/123/lemma/@_POS,word/124/@_form,word/124/lemma/@_entry,word/124/lemma/@_POS,word/125/@_form,word/125/lemma/@_entry,word/125/lemma/@_POS,word/126/@_form,word/126/lemma/@_entry,word/126/lemma/@_POS,word/127/@_form,word/127/lemma/@_entry,word/127/lemma/@_POS,word/128/@_form,word/128/lemma/@_entry,word/128/lemma/@_POS,word/129/@_form,word/129/lemma/@_entry,word/129/lemma/@_POS,word/6/lemma/@_entry,word/6/lemma/@_POS,word/37/lemma/@_entry,word/37/lemma/@_POS,word/91/lemma/@_entry,word/91/lemma/@_POS
*pomph/i+os,Πομπήιος,proper,de\,δέ,particle,kai\,καί,conjunction,th=|,ὁ,article,*dhmhtri/ou,Δημήτριος,proper,tou=,ὁ,article,a)peleuqe/rou,gunaiki/,γυνή,noun,plei=ston,πλεῖστος,adjective,i)sxu/santos,ἰσχύω,verb,par',παρά,preposition,au)tw=|,αὐτός,pronoun,kai\,καί,conjunction,tetrakisxili/wn,τετρακισχίλιοι,adjective,tala/ntwn,τάλαντον,noun,a)polipo/ntos,ἀπολείπω,verb,ou)si/an,οὐσία,adjective,e)xrh=to,χράομαι,verb,para\,παρά,preposition,to\n,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,tro/pon,τρόπος,noun,ou)k,οὐ,adverb,e)pieikw=s,ἐπιεικής,adjective,ou)de\,οὐδέ,particle,e)leuqeri/ws,ἐλευθέριος,adjective,fobhqei\s,φοβέω,verb,th\n,ὁ,article,eu)morfi/an,εὐμορφία,noun,au)th=s,αὐτός,pronoun,a)/maxo/n,ἄμαχος,adjective,tina,τις,pronoun,kai\,καί,conjunction,peribo/hton,περιβόητος,adjective,ou)=san,εἰμί,verb,w(s,ὡς,conjunction,mh\,μή,conjunction,fanei/h,kekrathme/nos,κρατέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀπελεύθερος,noun,φαίνω,verb,,
ou(/tw,οὕτως,adverb,de\,δέ,particle,pa/nu,πάνυ,adverb,po/rrwqen,πρόσωθεν,adverb,eu)labh\s,εὐλαβής,adverb,w)\n,εἰμί,verb,pro\s,ta\,ὁ,article,toiau=ta,τοιοῦτος,adjective,kai\,καί,conjunction,pefulagme/nos,φυλάσσω,verb,o(/mws,ὅμως,conjunction,ou),οὐ,adverb,die/fuge,διαφεύγω,verb,tw=n,ὁ,article,e)xqrw=n,ἐχθρός,adjective,to\n,ὁ,article,e)pi\,ἐπί,preposition,tou/tw|,οὗτος,pronoun,yo/gon,ψόγος,noun,a)ll',ἀλλά,adverb,e)pi\,ἐπί,preposition,tai=s,ὁ,article,gametai=s,γαμετή,noun,e)sukofantei=to,συκοφαντέω,verb,polla\,πολύς,adjective,tw=n,ὁ,article,koinw=n,κοινός,adjective,paridei=n,παρεῖδον,verb,kai\,καί,conjunction,proe/sqai,προίημι,verb,xarizo/menos,χαρίζομαι,verb,e)kei/nais,ἐκεῖνος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πρός,preposition,,,,
th=s,ὁ,article,de\,δέ,particle,peri\,περί,preposition,th\n,ὁ,article,di/aitan,δίαιτα,noun,eu)koli/as,εὐκολία,noun,kai\,lito/thtos,λιτότης,noun,kai\,καί,conjunction,a)pomnhmo/neuma,ἀπομνημόνευμα,noun,le/getai,λέγω,verb,toiou=ton,τοιοῦτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,
i)atro\s,ἰατρός,noun,au)tw=|,αὐτός,pronoun,nosou=nti,νοσέω,verb,kai\,καί,conjunction,kakw=s,κακός,adjective,e)/xonti,ἔχω,verb,pro\s,ta\,ὁ,article,siti/a,σιτίον,noun,ki/xlhn,κίχλη,noun,prose/tace,προστάσσω,verb,labei=n,λαμβάνω,verb,w(s,ὡς,conjunction,de\,δέ,particle,zhtou=ntes,ζητέω,verb,ou)x,οὐ,adverb,eu(=ron,εὑρίσκω,verb,w)/nion,ὤνιος,adjective,h)=n,εἰμί,verb,ga\r,γάρ,particle,par',παρά,preposition,w(/ran,ὥρα,adjective,e)/fh,φημί,verb,de/,δέ,particle,tis,τις,pronoun,eu(reqh/sesqai,εὑρίσκω,verb,para\,παρά,preposition,*leuko/llw|,,,di',διά,preposition,e)/tous,ἔτος,noun,trefome/nas,τρέφω,verb,ei)=ta,εἶτα,adverb,ei)=pen,εἶπον,verb,ei),εἰ,conjunction,mh\,μή,conjunction,*leu/kollos,,,e)tru/fa,τρυφάω,verb,*pomph/i+os,ou)k,οὐ,adverb,a)\n,ἄν,particle,e)/zhse,ζάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πρός,preposition,Πομπήιος,proper,,
kai\,καί,conjunction,xai/rein,χαίρω,verb,e)a/sas,ἀίω,verb,to\n,ὁ,article,i)atro\n,ἰατρός,noun,e)/labe/,λαμβάνω,verb,ti,tw=n,ὁ,article,eu)pori/stwn,εὐπόριστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τις,pronoun,,,,
tau=ta,οὗτος,pronoun,me\n,μέν,particle,ou)=n,οὖν,particle,u(/steron,ὕστερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/ti,ἔτι,adverb,de\,δέ,particle,meira/kion,μειράκιον,noun,w)\n,εἰμί,verb,panta/pasi,παντάπασι,adverb,kai\,καί,conjunction,tw=|,patri\,πατήρ,noun,sustrateuo/menos,συστρατεύομαι,verb,a)ntitetagme/nw|,ἀντιτάσσω,verb,pro\s,πρός,preposition,*ki/nnan,κίννα,noun,*leukio/n,,,tina,τις,pronoun,*tere/ntion,Τερέντιος,proper,ei)=xen,ἔχω,verb,e(tai=ron,ἑταῖρος,noun,kai\,καί,conjunction,su/skhnon,σύσκηνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,
ou(=tos,οὗτος,pronoun,u(po\,ὑπό,preposition,*ki/nna,κίννα,noun,peisqei\s,πείθω,verb,xrh/masin,χρῆμα,adjective,au)to\s,αὐτός,pronoun,me\n,e)/melle,μέλλω,verb,*pomph/i+on,Πομπήιος,proper,a)poktenei=n,ἀποκτείνω,verb,e(/teroi,ἕτερος,adjective,de\,δέ,particle,th\n,ὁ,article,skhnh\n,σκηνή,noun,e)mprh/sein,ἐμπίμπρημι,verb,tou=,ὁ,article,strathgou=,στρατηγός,noun,mhnu/sews,μήνυσις,noun,de\,δέ,particle,tw=|,ὁ,article,*pomphi/+w|,Πομπήιος,proper,peri\,περί,preposition,dei=pnon,δεῖπνον,noun,o)/nti,εἰμί,verb,prospesou/shs,προσπίτνω,verb,ou)de\n,οὐδείς,pronoun,diataraxqei/s,διαταράσσω,verb,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,piw\n,πίνω,verb,proqumo/teron,πρόθυμος,adjective,kai\,καί,conjunction,filofronhsa/menos,φιλοφρονέομαι,verb,to\n,ὁ,article,*tere/ntion,Τερέντιος,proper,a(/ma,ἅμα,adverb,tw=|,τίς,pronoun,trape/sqai,pro\s,πρός,preposition,a)na/pausin,ἀνάπαυσις,noun,u(pekruei\s,ὑπεκρέω,verb,th=s,ὁ,article,skhnh=s,σκηνή,noun,e)/laqe,λανθάνω,verb,kai\,καί,conjunction,tw=|,ὁ,article,patri\,πατήρ,noun,froura\n,φρουρά,noun,peristh/sas,περιίστημι,verb,h(su/xazen,ἡσυχάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μέν,particle,τρέπω,verb,,
o(,ὁ,article,de\,δέ,particle,*tere/ntios,Τερέντιος,proper,w(s,ὡς,conjunction,e)no/mize,νομίζω,verb,kairo\n,καιρός,noun,ei)=nai,spasa/menos,σπάω,verb,to\,ὁ,article,ci/fos,ξίφος,noun,a)ne/sth,ἀνίστημι,verb,kai\,καί,conjunction,th=|,ὁ,article,stiba/di,στιβάς,noun,tou=,ὁ,article,*pomphi/+ou,Πομπήιος,proper,proselqw\n,προσέρχομαι,verb,w(s,ὡς,conjunction,katakeime/nou,κατάκειμαι,verb,polla\s,πολύς,adjective,e)nefo/rei,ἐμφορέω,verb,plhga\s,πληγάς,noun,toi=s,ὁ,article,strw/masi,στρῶμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰμί,verb,,,,
e)k,ἐκ,preposition,de\,δέ,particle,tou/tou,οὗτος,pronoun,gi/netai,γίγνομαι,verb,me/ga,μέγας,adverb,ki/nhma,κίνημα,noun,mi/sei,tou=,ὁ,article,strathgou=,στρατηγός,noun,kai\,καί,conjunction,pro\s,πρός,preposition,a)po/stasin,ἀπόστασις,noun,o(rmh\,ὁρμή,noun,tw=n,ὁ,article,stratiwtw=n,στρατιώτης,adjective,ta/s,ὁ,article,te,τε,particle,skhna\s,σκηνή,noun,a)naspw/ntwn,ἀνασπάω,verb,kai\,καί,conjunction,ta\,ὁ,article,o(/pla,ὅπλον,noun,lambano/ntwn,λαμβάνω,verb,o(,ὁ,article,me\n,μέν,particle,ou)=n,οὖν,particle,strathgo\s,στρατηγός,noun,ou),οὐ,adverb,proh/|ei,πρόειμι,verb,dediw\s,δείδω,verb,to\n,ὁ,article,qo/rubon,θόρυβος,noun,o(,ὁ,article,de\,δέ,particle,*pomph/i+os,Πομπήιος,proper,e)n,ἐν,preposition,me/sois,μέσος,adjective,a)nastrefo/menos,kai\,καί,conjunction,dakru/wn,δάκρυον,noun,i(ke/teue,ἱκετεύω,verb,te/los,τέλος,noun,de\,δέ,particle,r(i/yas,ῥίπτω,verb,e(auto\n,ἑαυτοῦ,pronoun,e)pi\,ἐπί,preposition,sto/ma,στόμα,noun,pro\,πρό,preposition,th=s,ὁ,article,pu/lhs,πύλη,adjective,tou=,ὁ,article,xa/rakos,χάραξ,noun,e)mpodw\n,ἐμποδών,adverb,e)/keito,κεῖμαι,verb,klai/wn,κλαίω,verb,kai\,καί,conjunction,patei=n,πατέω,verb,keleu/wn,κελεύω,verb,tou\s,ὁ,article,e)cio/ntas,ἔξειμι,verb,w(/ste,ὥστε,conjunction,e(/kaston,ἕκαστος,adjective,a)naxwrei=n,ἀναχωρέω,verb,u(p',ὑπό,preposition,ai)dou=s,αἰδώ,noun,kai\,καί,conjunction,pa/ntas,πᾶς,adjective,ou(/tw,οὕτως,adverb,plh\n,πλήν,preposition,o)ktakosi/wn,ὀκτακόσιοι,adjective,metabale/sqai,μεταβάλλω,verb,kai\,καί,conjunction,diallagh=nai,διαλλάσσω,verb,pro\s,πρός,preposition,to\n,ὁ,article,strathgo/n,στρατηγός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μῖσος,noun,ἀναστρέφω,verb,,
a(/ma,ἅμα,adverb,de\,δέ,particle,tw=|,ὁ,article,teleuth=sai,τελευτάω,verb,to\n,ὁ,article,*stra/bwna,στράβων,noun,di/khn,kloph=s,κλοπεύς,noun,e)/sxen,ἔχω,verb,u(pe\r,ὑπέρ,preposition,au)tou=,αὐτός,pronoun,dhmosi/wn,δημόσιος,adjective,xrhma/twn,χρῆμα,adjective,o(,ὁ,article,*pomph/i+os,Πομπήιος,proper,kai\,καί,conjunction,ta\,ὁ,article,me\n,μέν,particle,plei=sta,πλεῖστος,adjective,fwra/sas,φωράω,verb,e(/na,ἕνος,adjective,tw=n,ὁ,article,a)peleuqe/rwn,ἀπελεύθερος,noun,o(,ὁ,article,*pomph/i+os,Πομπήιος,proper,nenosfisme/non,νοσφίζομαι,verb,*)ale/candron,Ἀλέξανδρος,proper,a)pe/deice,ἀποδείκνυμι,verb,toi=s,ὁ,article,a)/rxousin,ἄρχων,noun,au)to\s,αὐτός,pronoun,de\,δέ,particle,li/na,λίνον,adjective,qhratika\,θηρατικός,adjective,kai\,καί,conjunction,bibli/a,βιβλίον,noun,tw=n,ὁ,article,e)n,*)/asklw|,,,lhfqe/ntwn,λαμβάνω,verb,e)/xein,ἔχω,verb,kathgorei=to,κατηγορέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δίκη,adjective,ἐν,preposition,,
tau=ta,οὗτος,pronoun,de\,δέ,particle,e)/labe,λαμβάνω,verb,me\n,μέν,particle,para\,παρά,preposition,tou=,ὁ,article,patro\s,e(lo/ntos,αἱρέω,verb,to\,ὁ,article,*)/asklon,,,a)pw/lese,ἀπόλλυμι,verb,de\,δέ,particle,tw=n,ὁ,article,*ki/nna,κίννα,noun,dorufo/rwn,δορύφορος,adjective,o(/te,ὅτε,conjunction,kath=lqen,κατέρχομαι,verb,w)same/nwn,ὠθέω,verb,ei)s,εἰς,preposition,th\n,ὁ,article,oi)ki/an,οἰκία,noun,au)tou=,αὐτός,pronoun,kai\,καί,conjunction,diarpasa/ntwn,διαρπάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πατήρ,noun,,,,
