word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/3/lemma/@_entry,word/3/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS
a)gnoei=s,ἀγνοέω,verb,w)=,ὦ,interjection,*kafeisi/a,,,tou\s,a)/ndras,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=,ἦ,adverb,mh\n,μήν,particle,a)/cion,ἄξιος,adjective,ei)de/nai,pate/rwn,πατήρ,noun,o)/ntas,εἰμί,verb,a)gaqw=n,ἀγαθός,adjective,kai\,καί,conjunction,pro\s,πρός,preposition,u(ma=s,σύ,pronoun,oi)kei/ws,οἰκεῖος,adjective,e)xo/ntwn,ἔχω,verb,,,,,,,,,,,,,,,,,,,οἶδα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(di\,ὅδε,pronoun,me/n,μέν,particle,e)stin,εἰμί,verb,a)delfidou=s,*qrasubou/lou,Θρασυβούλος,proper,*lusiqei/dhs,Λυσιθείδης,proper,o(di\,ὅδε,pronoun,de\,δέ,particle,*timo/qeos,Τιμόθεος,proper,*ko/nwnos,Κόνων,proper,ui(o/s,υἱός,noun,,,,,,,,,,,,,,,,,,,,,,ἀδελφιδέος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=toi,οὗτος,pronoun,d',δέ,particle,*)arxi/nou,Ἀρχῖνος,proper,pai=des,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,παῖς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,d',δέ,particle,a)/lloi,ἄλλος,adjective,th=s,e(tairi/as,ἑταιρεία,noun,th=s,ὁ,article,h(mete/ras,ἡμέτερος,adjective,pa/ntes,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/ste,ὥστε,conjunction,soi,σύ,pronoun,qe/atron,θέατρον,noun,eu)/noun,kai\,καί,conjunction,oi)kei=on,οἰκεῖος,adjective,e)/xein,ἔχω,verb,th\n,ὁ,article,dih/ghsin,διήγησις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,εὔνους,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)=,εὖ,adverb,le/geis,λέγω,verb,a)lla\,ἀλλά,adverb,ti/s,a)\n,ἄν,particle,u(mi=n,σύ,pronoun,me/trios,μέτριος,adjective,a)rxh\,ἀρχή,noun,ge/noito,γίγνομαι,verb,th=s,ὁ,article,dihgh/sews,διήγησις,noun,pro\s,πρός,preposition,a(\s,ὅς,pronoun,i)/ste,οἶδα,verb,pra/ceis,πρᾶξις,adjective,,,,,,,,,,τίς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(mei=s,ἐγώ,pronoun,w)=,ὦ,interjection,*kafeisi/a,,,sxedo\n,w(s,ὡς,conjunction,ei)=xon,ἔχω,verb,ai(,ὁ,article,*qh=bai,Θῆβαι,proper,pro\,πρό,preposition,th=s,ὁ,article,kaqo/dou,κάθοδος,noun,tw=n,ὁ,article,fuga/dwn,φυγάς,noun,e)pista/meqa,ἐφίστημι,verb,,,,,,,,,,,,,σχεδόν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga/r,γάρ,particle,w(s,ὡς,conjunction,oi(,peri\,περί,preposition,*)arxi/an,Ἀρχίης,proper,kai\,καί,conjunction,*leonti/dhn,,,*foibi/dan,Φοιβίδης,proper,pei/santes,πείθω,verb,e)n,ἐν,preposition,spondai=s,σπονδή,noun,katalabei=n,καταλαμβάνω,verb,th\n,ὁ,article,*kadmei/an,Καδμεῖος,proper,tou\s,ὁ,article,me\n,μέν,particle,e)ce/balon,ἐκβάλλω,verb,ἕ,pronoun,tw=n,ὁ,article,politw=n,πολίτης,noun,tou\s,ὁ,article,de\,δέ,particle,fo/bw|,φόβος,noun,katei=rgon,κατείργω,verb,a)/rxontes,ἄρχων,noun,au)toi\,αὐτός,pronoun,parano/mws,παράνομος,adjective,kai\,καί,conjunction,biai/ws,βίαιος,adjective,e)/gnwmen,γιγνώσκω,verb,e)ntau=qa,ἐνταῦθα,adverb,tw=n,ὁ,article,peri\,περί,preposition,*me/lwna,,,kai\,καί,conjunction,*pelopi/dan,Πελοπίδης,proper,w(s,ὡς,conjunction,oi)=sqa,οἶδα,verb,i)dio/cenoi,,,geno/menoi,γίγνομαι,verb,kai\,καί,conjunction,par',παρά,preposition,o(\n,ὅς,pronoun,xro/non,χρόνος,noun,e)/feugon,φεύγω,verb,a)ei\,ἀεί,adverb,sundiatri/bontes,συνδιατρίβω,verb,au)toi=s,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,pa/lin,πάλιν,adverb,w(s,ὡς,conjunction,*lakedaimo/nioi,*foibi/dan,Φοιβίδης,proper,me\n,μέν,particle,e)zhmi/wsan,ζημιόω,verb,e)pi\,ἐπί,preposition,tw=|,ὁ,article,th\n,ὁ,article,*kadmei/an,Καδμεῖος,proper,katalabei=n,καταλαμβάνω,verb,kai\,καί,conjunction,th=s,ὁ,article,ei)s,εἰς,preposition,*)/olunqon,Ὄλυνθος,proper,strathgi/as,στρατηγία,noun,a)pe/sthsan,ἀφίστημι,verb,Λακεδαιμόνιος,proper,*lusanori/dan,Λυσανορίδας,proper,de\,δέ,particle,tri/ton,τρίτος,adjective,au)to\n,αὐτός,pronoun,a)nt',ἀντί,preposition,e)kei/nou,ἐκεῖνος,pronoun,pe/myantes,πέμπω,verb,e)gkrate/steron,ἐγκρατής,adjective,e)frou/roun,φρουρέω,verb,th\n,ὁ,article,a)/kran,ἄκρος,adjective,h)kou/samen,ἀκούω,verb,e)/gnwmen,γιγνώσκω,verb,de\,δέ,particle,kai\,καί,conjunction,to\n,ὁ,article,*)ismhni/an,Ἰσμήνιος,proper,ou),οὐ,adverb,tou=,ὁ,article,belti/stou,βέλτιστος,adjective,qana/tou,θάνατος,adjective,tuxo/nt',τυγχάνω,verb,eu)qu\s,εὐθύς,adverb,a)po\,ἀπό,preposition,th=s,ὁ,article,di/khs,δίκη,adjective,th=s,ὁ,article,peri\,περί,preposition,au)tou=,αὐτός,pronoun,genome/nhs,γίγνομαι,verb,*gorgi/dou,Γοργίδας,proper,pa/nta,πᾶς,adjective,toi=s,ὁ,article,fuga/si,φυγάς,noun,deu=ro,δεῦρο,adverb,dia\,διά,preposition,gramma/twn,γράμμα,noun,e)caggei/lantos,ἐξαγγέλλω,verb,w(/ste,ὥστε,conjunction,soi,σύ,pronoun,lei/petai,λείπω,verb,ta\,ὁ,article,peri\,περί,preposition,th\n,ὁ,article,ka/qodon,κάθοδος,noun,au)th\n,αὐτός,pronoun,tw=n,ὁ,article,fi/lwn,φίλος,adjective,kai\,καί,conjunction,th\n,ὁ,article,a(/lwsin,ἅλων,noun,tw=n,ὁ,article,tura/nnwn,τύραννος,noun,dihgei=sqai,διηγέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mh\n,μήν,particle,e)kei/nais,ἐκεῖνος,pronoun,ge,tai=s,ὁ,article,h(me/rais,ἡμέρα,noun,w)=,ὦ,interjection,*)arxi/dame,Ἀρχίδαμος,proper,pa/ntes,πᾶς,adjective,oi(,ἕ,pronoun,tw=n,ὁ,article,prattome/nwn,πράσσω,verb,mete/xontes,μετέχω,verb,ei)w/qeimen,ἔθω,verb,ei)s,εἰς,preposition,th\n,ὁ,article,*simmi/ou,Σιμμίας,proper,sunio/ntes,σύνειμι,verb,γε,particle,oi)ki/an,οἰκία,noun,e)/k,ἐκ,preposition,tinos,τις,pronoun,plhgh=s,πληγή,noun,peri\,περί,preposition,to\,ὁ,article,ske/los,σκέλος,noun,a)nalamba/nontos,ἀναλαμβάνω,verb,au(to/n,ἑαυτοῦ,pronoun,e)ntugxa/nein,ἐντυγχάνω,verb,me\n,μέν,particle,a)llh/lois,ἀλλήλων,pronoun,e)/k,ἐκ,preposition,tou,τις,pronoun,deh/seie,δέω,verb,fanerw=s,φανερός,adjective,de\,δέ,particle,diatri/bein,διατρίβω,verb,e)pi\,ἐπί,preposition,lo/gois,λόγος,noun,kai\,καί,conjunction,filosofi/a|,φιλοσοφία,noun,polla/kis,πολλάκις,adverb,e)felko/menoi,ἐφέλκω,verb,to\n,ὁ,article,*)arxi/an,Ἀρχίης,proper,kai\,καί,conjunction,to\n,ὁ,article,*leonti/dhn,,,ei)s,εἰς,preposition,to\,ὁ,article,a)nu/popton,ἀνύποπτος,adjective,ou)k,οὐ,adverb,o)/ntas,εἰμί,verb,a)llotri/ous,ἀλλότριος,adjective,panta/pasi,παντάπασι,adverb,th=s,ὁ,article,toiau/ths,τοιοῦτος,adjective,diatribh=s,διατριβή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,o(,ὁ,article,*simmi/as,polu\n,πολύς,adjective,xro/non,χρόνος,noun,e)pi\,ἐπί,preposition,th=s,ὁ,article,ce/nhs,ξένος,noun,gegonw\s,γίγνομαι,verb,kai\,καί,conjunction,peplanhme/nos,πλανάω,verb,e)n,ἐν,preposition,a)llodapoi=s,ἀλλοδαπός,adjective,a)nqrw/pois,ἄνθρωπος,noun,o)li/gw|,ὀλίγος,adjective,pro/sqen,πρόσθεν,adverb,ei)s,εἰς,preposition,Σιμμίας,proper,*qh/bas,Θήβη,proper,a)fi=kto,ἀφικνέομαι,verb,mu/qwn,μῦθος,noun,te,τε,particle,pantodapw=n,παντοδαπός,adjective,kai\,καί,conjunction,lo/gwn,λόγος,noun,barbarikw=n,βαρβαρικός,adjective,u(po/plews,ὑπόπλεος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(=n,ὅς,pronoun,o(po/te,ὁπότε,adverb,tugxa/noi,τυγχάνω,verb,sxolh\n,a)/gwn,ἄγω,verb,o(,ὁ,article,*)arxi/as,Ἀρχίης,proper,h(de/ws,ἡδέως,adverb,h)kroa=to,ἀκροάομαι,verb,sugkaqesqei\s,καθέζομαι,verb,meta\,μετά,preposition,tw=n,ὁ,article,ne/wn,νέος,adjective,kai\,καί,conjunction,boulo/menos,βούλομαι,verb,h(ma=s,ἐγώ,pronoun,e)n,ἐν,preposition,lo/gois,λόγος,noun,σχολή,noun,dia/gein,διάγω,verb,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,prose/xein,προσέχω,verb,to\n,ὁ,article,nou=n,νόος,adjective,oi(=s,ὅς,pronoun,e)/pratton,πράσσω,verb,e)kei=noi,ἐκεῖνος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=s,ὁ,article,d',δέ,particle,h(me/ras,ἡμέρα,noun,e)kei/nhs,e)n,ἐν,preposition,sko/tous,σκότος,noun,e)/dei,δέω,verb,genome/nou,γίγνομαι,verb,tou\s,ὁ,article,fuga/das,φυγάς,noun,h(/kein,ἥκω,verb,kru/fa,κρύφα,adverb,pro\s,πρός,preposition,to\,ὁ,article,tei=xos,τεῖχος,noun,a)fiknei=tai/,ἀφικνέομαι,verb,tis,τις,pronoun,e)nqe/nde,ἐνθένδε,adverb,ἐκεῖνος,pronoun,*fereni/kou,Φερένικος,proper,pe/myantos,πέμπω,verb,a)/nqrwpos,ἄνθρωπος,noun,ou)deni\,οὐδείς,pronoun,h)\,ἠέ,conjunction,*xa/rwni,Χάρων,proper,tw=n,ὁ,article,par',παρά,preposition,h(mi=n,ἐγώ,pronoun,gnw/rimos,γνώριμος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)dh/lou,βούλομαι,verb,de\,δέ,particle,tw=n,ὁ,article,fuga/dwn,o)/ntas,εἰμί,verb,dw/deka,δώδεκα,adjective,tou\s,ὁ,article,newta/tous,νέος,adjective,meta\,μετά,preposition,kunw=n,κύων,noun,peri\,περί,preposition,to\n,ὁ,article,*kiqairw=na,Κιθαιρών,proper,qhreu=sai,θηράω,verb,w(s,ὡς,conjunction,pro\s,πρός,preposition,e(spe/ran,ἑσπέρα,noun,a)ficome/nous,ἀφίζω,verb,φυγάς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)to\s,αὐτός,pronoun,de\,δέ,particle,pemfqh=nai,πέμπω,verb,tau=ta/,te,τε,particle,proerw=n,προερέω,verb,kai\,καί,conjunction,th\n,ὁ,article,oi)ki/an,οἰκία,noun,e)n,ἐν,preposition,krubh/sontai,κρύπτω,verb,parelqo/ntes,παρέρχομαι,verb,o(\s,ὅς,pronoun,pare/cei,παραξέω,verb,gnwso/menos,γιγνώσκω,verb,w(s,ὡς,conjunction,a)\n,ἄν,particle,ei)do/tes,οἶδα,verb,οὗτος,pronoun,eu)qu\s,εὐθύς,adverb,e)kei=,ἐκεῖ,adverb,badi/zoien,βαδίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)poroume/nwn,ἀφοράω,verb,d',δέ,particle,h(mw=n,ἐγώ,pronoun,kai\,skopou/ntwn,σκοπάω,verb,au)to\s,αὐτός,pronoun,w(molo/ghsen,ὁμολογέω,verb,o(,ὁ,article,*xa/rwn,Χάρων,proper,pare/cein,παρέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,me\n,μέν,particle,ou)=n,οὖν,particle,a)/nqrwpos,e)/gnw,γιγνώσκω,verb,pa/lin,πάλιν,adverb,a)pelqei=n,ἀπέρχομαι,verb,spoudh=|,σπουδή,noun,pro\s,πρός,preposition,tou\s,ὁ,article,fuga/das,φυγάς,noun,,,,,,,,,,,,,,,,,,,,,,ἄνθρωπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
