word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/10/lemma/@_entry,word/10/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS
kai\,καί,conjunction,o(,ὁ,article,*farna/bazos,Φαρνάβαζος,proper,pareboh/qei,παραβοηθέω,verb,kai\,καί,conjunction,e)peisbai/nwn,ἐπεισβαίνω,verb,tw=|,ὁ,article,i(/ppw|,ἵππος,noun,ei)s,εἰς,preposition,th\n,ὁ,article,qa/lattan,me/xri,μέχρι,preposition,dunato\n,δυνατός,adjective,h)=n,εἰμί,verb,θάλασσα,noun,e)ma/xeto,μάχομαι,verb,kai\,καί,conjunction,toi=s,ὁ,article,a)/llois,ἄλλος,adjective,toi=s,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,i(ppeu=si,ἱππεύς,noun,kai\,καί,conjunction,pezoi=s,πεζός,adjective,parekeleu/eto,παρακελεύομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sumfra/cantes,συμφράσσω,verb,de\,δέ,particle,ta\s,ὁ,article,nau=s,ναῦς,noun,oi(,ὁ,article,*peloponnh/sioi,Πελοποννήσιοι,proper,kai\,καί,conjunction,parataca/menoi,παρατάσσω,verb,pro\s,πρός,preposition,th=|,ὁ,article,gh=|,e)ma/xonto,μάχομαι,verb,,,,,,,γῆ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)aqhnai=oi,Ἀθηναῖος,proper,de\,δέ,particle,a)pe/pleusan,ἀποπλέω,verb,tria/konta,τριάκοντα,noun,nau=s,ναῦς,noun,tw=n,ὁ,article,polemi/wn,πολέμιος,adjective,labo/ntes,λαμβάνω,verb,kena\s,κενός,adjective,kai\,καί,conjunction,a(\s,au)toi\,αὐτός,pronoun,a)pw/lesan,ἀπόλλυμι,verb,komisa/menoi,κομίζω,verb,ὅς,pronoun,ei)s,εἰς,preposition,*shsto/n,Σηστός,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)nteu=qen,ἐντεῦθεν,adverb,plh\n,πλήν,preposition,tettara/konta,τεσσαράκοντα,adjective,new=n,ναός,noun,a)/llai,ἄλλος,adjective,a)/llh|,ἄλλῃ,adverb,w)/|xonto,οἴχομαι,verb,e)p',ἐπί,preposition,a)rgurologi/an,ἀργυρολογία,noun,e)/cw,ἔξω,adverb,tou=,*(ellhspo/ntou,Ἑλλήσποντος,proper,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,o(,ὁ,article,*qra/sullos,Θράσυλλος,proper,ei(=s,εἷς,adjective,w)\n,εἰμί,verb,tw=n,ὁ,article,strathgw=n,στρατηγός,noun,ei)s,εἰς,preposition,*)aqh/nas,Ἀθήνευς,proper,e)/pleuse,πλέω,verb,tau=ta,e)caggelw=n,ἐξαγγέλλω,verb,kai\,καί,conjunction,stratia\n,στρατία,noun,οὗτος,pronoun,kai\,καί,conjunction,nau=s,ναῦς,noun,ai)th/swn,αἰτέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta\,μετά,preposition,de\,δέ,particle,tau=ta,οὗτος,pronoun,*tissafe/rnhs,Τισσαφέρνης,proper,h)=lqen,ἔρχομαι,verb,ei)s,εἰς,preposition,*(ellh/sponton,Ἑλλήσποντος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)fiko/menon,ἀφικνέομαι,verb,de\,δέ,particle,par',παρά,preposition,au)to\n,αὐτός,pronoun,mia=|,εἷς,adjective,trih/rei,τριήρης,noun,*)alkibia/dhn,Ἀλκιβιάδης,proper,ce/nia/,ξένιος,adjective,te,τε,particle,kai\,καί,conjunction,dw=ra,a)/gonta,ἄγω,verb,sullabw\n,συλλαμβάνω,verb,ei)=rcen,ἔργω,verb,δῶρον,noun,e)n,ἐν,preposition,*sa/rdesi,Σάρδεις,proper,fa/skwn,φάσκω,verb,keleu/ein,κελεύω,verb,basile/a,βασιλεύς,noun,polemei=n,πολεμέω,verb,*)aqhnai/ois,Ἀθήναια,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(me/rais,ἡμέρα,noun,de\,δέ,particle,tria/konta,τριάκοντα,noun,u(/steron,ὕστερος,adjective,*)alkibia/dhs,Ἀλκιβιάδης,proper,e)k,ἐκ,preposition,*sa/rdewn,Σάρδεις,proper,meta\,μετά,preposition,*mantiqe/ou,Μαντίθεος,proper,tou=,ὁ,article,a(lo/ntos,e)n,ἐν,preposition,*kari/a|,Κάριος,proper,i(/ppwn,ἵππος,noun,ἁλίσκομαι,verb,eu)porh/santes,εὐπορέω,verb,nukto\s,νύξ,adjective,a)pe/drasan,ἀποδιδράσκω,verb,ei)s,εἰς,preposition,*klazomena/s,Κλαζομεναί,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,d',δέ,particle,e)n,ἐν,preposition,*shstw=|,Σηστός,proper,*)aqhnai=oi,Ἀθηναῖος,proper,ai)sqo/menoi,αἰσθάνομαι,verb,*mi/ndaron,Μίνδαρος,proper,plei=n,πλέω,verb,e)p',ἐπί,preposition,au)tou\s,αὐτός,pronoun,me/llonta,nausi\n,ναῦς,noun,e(ch/konta,ἑξήκοντα,adjective,nukto\s,νύξ,adjective,μέλλω,verb,a)pe/drasan,ἀποδιδράσκω,verb,ei)s,εἰς,preposition,*kardi/an,Καρδίη,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)ntau=qa,ἐνταῦθα,adverb,de\,δέ,particle,kai\,καί,conjunction,*)alkibia/dhs,Ἀλκιβιάδης,proper,h(=ken,ἥκω,verb,e)k,ἐκ,preposition,tw=n,ὁ,article,*klazomenw=n,Κλαζομεναί,proper,su\n,σύν,preposition,pe/nte,πέντε,adverb,trih/resi,kai\,καί,conjunction,e)paktri/di,ἐπακτρίς,noun,,,,τριήρης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
puqo/menos,πύθω,verb,de\,δέ,particle,o(/ti,ὅστις,pronoun,ai(,ὁ,article,tw=n,ὁ,article,*peloponnhsi/wn,Πελοποννήσιοι,proper,nh=es,ναῦς,noun,e)c,ἐκ,preposition,*)abu/dou,Ἄβυδος,proper,a)nhgme/nai,ἀνάγω,verb,ei)=en,ei)s,εἰς,preposition,*ku/zikon,Κύζικος,proper,au)to\s,αὐτός,pronoun,εἰμί,verb,me\n,μέν,particle,pezh=|,πεζός,adjective,h)=lqen,ἔρχομαι,verb,ei)s,εἰς,preposition,*shsto/n,Σηστός,proper,ta\s,ὁ,article,de\,δέ,particle,nau=s,ναῦς,noun,periplei=n,περιπλέω,verb,e)kei=se,ἐκεῖσε,adverb,e)ke/leusen,κελεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,d',δέ,particle,h)=lqon,ἔρχομαι,verb,a)na/gesqai,ἀνάγω,verb,h)/dh,ἤδη,adverb,au)tou=,αὐτός,pronoun,me/llontos,μέλλω,verb,w(s,ὡς,conjunction,e)pi\,ἐπί,preposition,naumaxi/an,ναυμαχία,noun,e)peisplei=,*qhrame/nhs,Θηραμένης,proper,ei)/kosi,εἴκοσι,verb,nausi\n,ναῦς,noun,ἐπεισπλέω,verb,a)po\,ἀπό,preposition,*makedoni/as,Μακεδονία,proper,a(/ma,ἅμα,adverb,de\,δέ,particle,kai\,καί,conjunction,*qrasu/boulos,Θρασυβούλος,proper,ei)/kosin,εἴκοσι,verb,e(te/rais,ἕτερος,adjective,e)k,ἐκ,preposition,*qa/sou,Θάσος,proper,a)mfo/teroi,ἀμφότερος,adjective,h)rgurologhko/tes,ἀργυρολογέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)alkibia/dhs,Ἀλκιβιάδης,proper,de\,δέ,particle,ei)pw\n,εἶπον,verb,kai\,καί,conjunction,tou/tois,οὗτος,pronoun,diw/kein,διώκω,verb,au)to\n,αὐτός,pronoun,e)celome/nois,ἐξαιρέω,verb,ta\,ὁ,article,mega/la,μέγας,adverb,i(sti/a,au)to\s,αὐτός,pronoun,e)/pleusen,πλέω,verb,ei)s,εἰς,preposition,ἑστία,noun,*pa/rion,Πάριος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(qro/ai,ἀθρόος,adjective,de\,δέ,particle,geno/menai,γίγνομαι,verb,ai(,ὁ,article,nh=es,ναῦς,noun,a(/pasai,ἅπας,adjective,e)n,ἐν,preposition,*pari/w|,Πάριος,proper,e(\c,ἕξ,adjective,kai\,καί,conjunction,o)gdoh/konta,th=s,ὁ,article,e)piou/shs,ἔπειμι,verb,nukto\s,νύξ,adjective,ὀγδοήκοντα,noun,a)nhga/gonto,ἀνάγω,verb,kai\,καί,conjunction,th=|,ὁ,article,a)/llh|,ἄλλος,adjective,h(me/ra|,ἡμέρα,noun,peri\,περί,preposition,a)ri/stou,ἄριστος,adjective,w(/ran,ὥρα,adjective,h(=kon,ἥκω,verb,ei)s,εἰς,preposition,*proko/nnhson,Προκόννησος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)kei=,ἐκεῖ,adverb,d',δέ,particle,e)pu/qonto,πύθω,verb,o(/ti,ὅστις,pronoun,*mi/ndaros,Μίνδαρος,proper,e)n,ἐν,preposition,*kuzi/kw|,Κύζικος,proper,ei)/h,ἀίω,verb,kai\,καί,conjunction,*farna/bazos,Φαρνάβαζος,proper,meta\,tou=,ὁ,article,pezou=,πεζός,adjective,,,,μετά,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau/thn,οὗτος,pronoun,me\n,μέν,particle,ou)=n,οὖν,particle,th\n,ὁ,article,h(me/ran,ἡμέρα,noun,au)tou=,αὐτός,pronoun,e)/meinan,μένω,verb,th=|,ὁ,article,de\,δέ,particle,u(sterai/a|,ὑστεραῖος,adjective,*)alkibia/dhs,e)kklhsi/an,ἐκκλησία,noun,poih/sas,ποιέω,verb,parekeleu/eto,παρακελεύομαι,verb,Ἀλκιβιάδης,proper,au)toi=s,αὐτός,pronoun,o(/ti,ὅστις,pronoun,a)na/gkh,ἀνάγκη,noun,ei)/h,ἀίω,verb,kai\,καί,conjunction,naumaxei=n,ναυμαχέω,verb,kai\,καί,conjunction,pezomaxei=n,πεζομαχέω,verb,kai\,καί,conjunction,teixomaxei=n,τειχομαχέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,e)/stin,εἰμί,verb,e)/fh,φημί,verb,xrh/mata,χρῆμα,adjective,h(mi=n,ἐγώ,pronoun,toi=s,ὁ,article,de\,δέ,particle,polemi/ois,πολέμιος,adjective,a)/fqona,ἄφθονος,adjective,para\,basile/ws,βασιλεύς,noun,,,,,,,παρά,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=|,ὁ,article,de\,δέ,particle,proterai/a|,προτεραῖος,adjective,e)peidh\,ἐπεί,conjunction,w(rmi/santo,ὁρμίζω,verb,ta\,ὁ,article,ploi=a,πλοῖον,noun,pa/nta,πᾶς,adjective,kai\,καί,conjunction,ta\,ὁ,article,mikra\,sunh/qroise,συναθροίζω,verb,par',παρά,preposition,e(auto/n,ἑαυτοῦ,pronoun,μικρός,adjective,o(/pws,ὅπως,conjunction,mhdei\s,μηδείς,pronoun,e)caggei/lai,ἐξαγγέλλω,verb,toi=s,ὁ,article,polemi/ois,πολέμιος,adjective,to\,ὁ,article,plh=qos,πλῆθος,noun,tw=n,ὁ,article,new=n,ναός,noun,e)pekh/ruce/,ἐπικηρύσσω,verb,te,τε,particle,o(\s,ὅς,pronoun,a)\n,ἄν,particle,a(li/skhtai,ἁλίσκομαι,verb,ei)s,εἰς,preposition,to\,ὁ,article,pe/ran,πέραν,adverb,diaple/wn,διαπλέω,verb,qa/naton,θάνατος,adjective,th\n,ὁ,article,zhmi/an,ζημία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta\,μετά,preposition,de\,δέ,particle,th\n,ὁ,article,e)kklhsi/an,ἐκκλησία,noun,paraskeuasa/menos,παρασκευάζω,verb,w(s,ὡς,conjunction,e)pi\,ἐπί,preposition,naumaxi/an,ναυμαχία,noun,a)nhga/geto,ἀνάγω,verb,e)pi\,ἐπί,preposition,th\n,*ku/zikon,Κύζικος,proper,u(/ontos,ὕω,verb,pollw=|,πολύς,adjective,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
