word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/3/lemma/@_entry,word/3/lemma/@_POS,word/7/lemma/@_entry,word/7/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS
o(,ὁ,article,me\n,μέν,particle,toi/nun,τοίνυν,particle,e)gguh=sai,fa/skwn,φάσκω,verb,meta\,μετά,preposition,e(no\s,εἷς,adjective,ma/rturos,kai\,καί,conjunction,a)/neu,ἄνευ,preposition,o(mologi/as,ὁμολογία,noun,proiko\s,προίξ,adjective,ei)s,εἰς,preposition,to\n,ὁ,article,trita/lanton,τριτάλαντον,noun,oi)=kon,οἶκος,noun,e)gguh=sai/,ἐγγυάω,verb,fhsi,φημί,verb,th\n,ὁ,article,a)delfh/n,ἀδελφή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐγγυάω,verb,μάρτυρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,de\,δέ,particle,qei=oi,θεῖος,noun,tw=|,a)delfidw=|,ἀδελφιδέος,noun,a)/proikon,ἄπροικος,adjective,th\n,ὁ,article,toiau/thn,e)gguwme/nw|,ἐγγυάω,verb,memarturh/kasi,μαρτυρέω,verb,paragene/sqai,παραγίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,τοιοῦτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,oi(,ὁ,article,au)toi\,αὐτός,pronoun,qei=oi,ou(=toi,οὗτος,pronoun,e)n,ἐν,preposition,th=|,ὁ,article,deka/th|,th=s,ὁ,article,qugatro\s,θυγάτηρ,adjective,a)pofanqei/shs,ἀποφαίνω,verb,ei)=nai,εἰμί,verb,u(po\,ὑπό,preposition,tou=,ὁ,article,a)delfidou=,ἀδελφιδέος,noun,klhqe/ntes,καλέω,verb,memarturh/kasi,μαρτυρέω,verb,paragene/sqai,παραγίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,θεῖος,noun,δέκατος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)f',ἐπί,preposition,w(=|,ὅς,pronoun,dh\,δή,particle,kai\,deinw=s,δεινός,adjective,a)ganaktw=,ἀγανακτέω,verb,o(/ti,ὅστις,pronoun,o(,me\n,μέν,particle,a)nh\r,ἀνήρ,noun,lagxa/nwn,λαγχάνω,verb,u(pe\r,ὑπέρ,preposition,th=s,ὁ,article,gunaiko\s,γυνή,noun,th=s,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,tou=,ὁ,article,klh/rou,κλῆρος,adjective,tou=,ὁ,article,patrw/|ou,πατρῷος,adjective,*fi/lhn,φῖλος,noun,o)/noma,ὄνομα,adjective,ei)=nai,εἰμί,verb,e)pegra/yato,ἐπιγράφω,verb,th=|,ὁ,article,gunaiki/,γυνή,noun,oi(,ὁ,article,de\,δέ,particle,tou=,ὁ,article,*pu/rrou,Πύρρος,proper,qei=oi,θεῖος,noun,e)n,ἐν,preposition,th=|,ὁ,article,deka/th|,δέκατος,adjective,fa/skontes,φάσκω,verb,paragene/sqai,παραγίγνομαι,verb,to\,ὁ,article,th=s,ὁ,article,th/qhs,τήθη,noun,o)/noma,ὄνομα,adjective,*kleitare/thn,,,καί,conjunction,ὁ,article,to\n,ὁ,article,pate/ra,πατήρ,noun,e)martu/rhsan,μαρτύρομαι,verb,qe/sqai,τίθημι,verb,au)th=|,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qauma/zw,θαυμάζω,verb,ou)=n,οὖν,particle,ei),εἰ,conjunction,o(,a)nh\r,ἀνήρ,noun,o(,ὁ,article,sunoikw=n,συνοικέω,verb,plei/w,h)\,ἠέ,conjunction,o)ktw\,ὀκτώ,adverb,e)/th,ἔτης,noun,h)/dh,ἤδη,adverb,mh\,μή,conjunction,h)/|dei,οἶδα,verb,tou)/noma,ὄνομα,adjective,th=s,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,gunaiko/s,γυνή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,πλέως,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=ta,εἶτα,adverb,ou)de\,οὐδέ,particle,para\,παρά,preposition,tw=n,au(tou=,ἑαυτοῦ,pronoun,martu/rwn,μάρτυρος,noun,pro/teron,πρότερος,adjective,e)dunh/qh,puqe/sqai,πυνθάνομαι,verb,ou)d',οὐδέ,particle,h(,ὁ,article,mh/thr,μήτηρ,noun,th=s,ὁ,article,gunaiko\s,γυνή,noun,to\,ὁ,article,th=s,ὁ,article,qugatro\s,θυγάτηρ,adjective,o)/noma,ὄνομα,adjective,th=s,ὁ,article,au(th=s,ἑαυτοῦ,pronoun,e)n,ἐν,preposition,xro/nw|,χρόνος,noun,tosou/tw|,τοσοῦτος,adjective,e)/frasen,φράζω,verb,au)tw=|,αὐτός,pronoun,ou)d',οὐδέ,particle,o(,ὁ,article,qei=os,θεῖος,noun,au)to/s,αὐτός,pronoun,*niko/dhmos,Νικόδημος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,δύναμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,a)nti\,ἀντί,preposition,tou=,ὁ,article,th=s,th/qhs,τήθη,noun,o)no/matos,ὄνομα,adjective,ei)/,εἰ,conjunction,tis,h)/|dei,οἶδα,verb,tou=q',οὗτος,pronoun,u(po\,ὑπό,preposition,tou=,ὁ,article,patro\s,πατήρ,noun,kei/menon,κεῖμαι,verb,tau/th|,οὗτος,pronoun,*fi/lhn,φῖλος,noun,o(,ὁ,article,a)nh\r,ἀνήρ,noun,o)/noma,ὄνομα,adjective,e)pegra/yato,ἐπιγράφω,verb,ei)=nai,εἰμί,verb,au)th=|,αὐτός,pronoun,kai\,καί,conjunction,tau=ta,οὗτος,pronoun,lagxa/nwn,λαγχάνω,verb,au)th=|,αὐτός,pronoun,tou=,ὁ,article,klh/rou,κλῆρος,adjective,tou=,ὁ,article,patrw/|ou,πατρῷος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/nos,τίς,pronoun,e(/neka,ἕνεκα,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,i(/na,ἵνα,conjunction,kai\,καί,conjunction,tou=,th=s,ὁ,article,th/qhs,τήθη,noun,o)no/matos,ὄνομα,adjective,tou=,u(po\,ὑπό,preposition,tou=,ὁ,article,patro\s,πατήρ,noun,teqe/ntos,τίθημι,verb,a)/klhron,ἄκληρος,adjective,o(,ὁ,article,a)nh\r,ἀνήρ,noun,katasth/seien,καθίστημι,verb,ei)=nai,εἰμί,verb,th\n,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,gunai=ka,γυνή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)=ra/,ἆρα,particle,ge,γε,particle,ou)xi\,οὐ,adverb,dh=lon,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,o(/ti,ὅστις,pronoun,a(\,pa/lai,πάλαι,adverb,ou(=toi,οὗτος,pronoun,marturou=si,μαρτύρομαι,verb,gene/sqai,γίγνομαι,verb,pollw=|,πολύς,adjective,u(/steron,ὕστερος,adjective,th=s,ὁ,article,lh/cews,λῆξις,noun,tou=,ὁ,article,klh/rou,κλῆρος,adjective,lte(/nekagt,,,su/gkeitai,σύγκειμαι,verb,au)toi=s,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δῆλος,adjective,ὅς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,a)/n,ἄν,particle,pote,oi(,ἕ,pronoun,me\n,μέν,particle,ei)s,εἰς,preposition,th\n,deka/thn,δέκατος,adjective,w(/s,ὡς,conjunction,fasi),φημί,verb,klhqe/ntes,καλέω,verb,th=s,ὁ,article,tou=,ὁ,article,*pu/rrou,Πύρρος,proper,qugatro/s,θυγάτηρ,adjective,a)delfidh=s,ἀδελφιδῆ,noun,tou/tou,οὗτος,pronoun,e)c,ἐκ,preposition,e)kei/nhs,ἐκεῖνος,pronoun,th=s,ὁ,article,h(me/ras,ἡμέρα,noun,h(/tis,ὅστις,pronoun,h)=n,εἰμί,verb,pote,ποτέ,particle,a)kribw=s,ἀκριβῶς,adverb,ei)s,εἰς,preposition,to\,ὁ,article,dikasth/rion,δικαστήριον,noun,h(=kon,ἥκω,verb,memnhme/noi,μιμνήσκω,verb,o(/ti,ὅστις,pronoun,*kleitare/thn,,,o(,ὁ,article,path\r,πατήρ,noun,e)n,ἐν,preposition,th=|,ὁ,article,deka/th|,δέκατος,adjective,w)no/mhnen,ὀνομαίνω,verb,oi(,ἕ,pronoun,d',δέ,particle,ποτέ,particle,ὁ,article,oi)keio/tatoi,οἰκεῖος,adjective,tw=n,ὁ,article,a(pa/ntwn,ἅπας,adjective,o(,ὁ,article,path\r,πατήρ,noun,kai\,καί,conjunction,o(,ὁ,article,qei=os,θεῖος,noun,kai\,καί,conjunction,h(,ὁ,article,mh/thr,μήτηρ,noun,ou)k,οὐ,adverb,a)\n,ἄν,particle,h)/|dei,οἶδα,verb,to\,ὁ,article,o)/noma,ὄνομα,adjective,th=s,ὁ,article,qugatro/s,θυγάτηρ,adjective,w(/s,ὡς,conjunction,fasi,φημί,verb,th=s,ὁ,article,au)tou=,αὐτοῦ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polu/,πολύς,adjective,ge,γε,particle,ma/list',μάλιστα,adverb,a)/n,ei),εἰ,conjunction,h)=n,εἰμί,verb,a)lhqe\s,ἀληθής,adjective,to\,pra=gma,πρᾶγμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἄν,particle,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,peri\,περί,preposition,me\n,μέν,particle,tou/twn,kai\,καί,conjunction,u(/steron,ὕστερος,adjective,e)gxwrh/sei,ἐγχωρέω,verb,ei)pei=n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὗτος,pronoun,εἶπον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peri\,περί,preposition,de\,δέ,particle,th=s,ὁ,article,tou/tou,marturi/as,μαρτυρία,noun,ou),οὐ,adverb,xalepo\n,χαλεπός,adjective,kai\,e)c,ἐκ,preposition,au)tw=n,αὐτός,pronoun,tw=n,ὁ,article,no/mwn,νόμος,noun,e)sti\,εἰμί,verb,gnw=nai,γιγνώσκω,verb,o(/ti,ὅστις,pronoun,fai/netai,φαίνω,verb,perifanw=s,περιφανής,adverb,ta\,ὁ,article,yeudh=,ψευδής,adverb,memarturhkw\s,μαρτυρέω,verb,ou(=tos,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὗτος,pronoun,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/pou,ὅπου,adverb,ga/r,γάρ,particle,e)a/n,ἐάν,conjunction,ti/s,ti,τις,pronoun,a)ti/mhton,ἀτίμητος,adjective,dw=|,δίδωμι,verb,e(/neka,tou=,ὁ,article,no/mou,νόμος,noun,e)a\n,ἐάν,conjunction,a)poli/ph|,ἀπολείπω,verb,h(,ὁ,article,gunh\,γυνή,noun,to\n,ὁ,article,a)/ndra,ἀνήρ,noun,h)\,ἠέ,conjunction,e)a\n,ἐάν,conjunction,o(,ὁ,article,a)nh\r,ἀνήρ,noun,e)kpe/myh|,ἐκπέμπω,verb,th\n,ὁ,article,gunai=ka,γυνή,noun,ou)k,οὐ,adverb,e)/cesti,ἔξεστι,verb,pra/casqai,πράσσω,verb,tw=|,ὁ,article,do/nti,δίδωμι,verb,o(\,ὅς,pronoun,mh\,μή,conjunction,e)n,ἐν,preposition,proiki\,προίξ,adjective,timh/sas,τιμάω,verb,e)/dwken,δίδωμι,verb,h)=,ἦ,adverb,pou,πού,adverb,o(/stis,ὅστις,pronoun,ge/,γε,particle,fhsin,φημί,verb,a)/neu,ἄνευ,preposition,o(mologi/as,ὁμολογία,noun,τίς,pronoun,ἕνεκα,preposition,proiko\s,προίξ,adjective,th\n,ὁ,article,a)delfh\n,ἀδελφή,noun,e)gguh=sai,ἐγγυάω,verb,perifanw=s,περιφανής,adverb,a)nai/sxuntos,ἀναίσχυντος,adjective,w)\n,εἰμί,verb,e)le/gxetai,ἐλέγχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,ga\r,γάρ,particle,e)/mellen,μέλλω,verb,o)/felos,ei)=nai,εἰμί,verb,au)tw=|,αὐτός,pronoun,th=s,ὁ,article,e)ggu/hs,ei),εἰ,conjunction,e)pi\,ἐπί,preposition,tw=|,ὁ,article,e)gguhsame/nw|,ἐγγυάω,verb,e)kpe/myai,ἐκπέμπω,verb,o(po/te,ὁπότε,adverb,bou/loito,βούλομαι,verb,th\n,ὁ,article,gunai=ka,γυνή,noun,h)=n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὄφελος,noun,ἐγγύα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=n,εἰμί,verb,d',δέ,particle,a)\n,ἄν,particle,e)p',e)kei/nw|,ἐκεῖνος,pronoun,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,dh=lon,o(/ti,ὅστις,pronoun,ei),εἰ,conjunction,mhdemi/an,μηδείς,pronoun,proi=ka,προίξ,adjective,diwmologh/sato,διομολογέω,verb,e(/cein,ἔχω,verb,e)p',ἐπί,preposition,au)th=|,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐπί,preposition,δῆλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=t',εἶτα,adverb,e)pi\,ἐπί,preposition,tou/tois,οὗτος,pronoun,a)\n,*niko/dhmos,Νικόδημος,proper,h)ggu/hse,ἐγγυάω,verb,tw=|,ὁ,article,h(mete/rw|,qei/w|,θεῖος,noun,th\n,ὁ,article,a)delfh/n,ἀδελφή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἄν,particle,ἡμέτερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tau=ta,οὗτος,pronoun,ei)dw\s,οἶδα,verb,to\n,a(/panta,ἅπας,adjective,xro/non,χρόνος,noun,a)/tokon,ἄτοκος,adjective,ou)=san,au)th/n,αὐτός,pronoun,kai\,καί,conjunction,th=s,ὁ,article,o(mologhqei/shs,ὁμολογέω,verb,proiko\s,προίξ,adjective,e)k,ἐκ,preposition,tw=n,ὁ,article,no/mwn,νόμος,noun,gignome/nhs,γίγνομαι,verb,ei)s,εἰς,preposition,au)to/n,αὐτός,pronoun,ei)/,εἰ,conjunction,ti,τις,pronoun,e)/paqen,πάσχω,verb,h(,ὁ,article,gunh\,γυνή,noun,pri\n,πρίν,adverb,gene/sqai,γίγνομαι,verb,pai=das,παῖς,adjective,au)th=|,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)=r',ἆρα,particle,ou)=n,οὖν,particle,dokei=,δοκέω,verb,tw|,u(mw=n,σύ,pronoun,o)ligw/rws,ὀλίγωρος,adjective,ou(/tws,οὕτως,adverb,e)/xein,xrhma/twn,χρῆμα,adjective,*niko/dhmos,Νικόδημος,proper,w(/ste,ὥστε,conjunction,paralipei=n,παραλείπω,verb,a)/n,ἄν,particle,ti,τις,pronoun,tw=n,ὁ,article,toiou/twn,τοιοῦτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τις,pronoun,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,me\n,μέν,particle,ga\r,γάρ,particle,ou),nomi/zw,νομίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὐ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
