word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/29/lemma/@_entry,word/29/lemma/@_POS
e)nqu/mhma,ἐνθύμημα,noun,ga\r,γάρ,particle,fe/rei,φέρω,verb,peistiko\n,πειστικός,adjective,kai\,καί,conjunction,sxh=ma,σχῆμα,noun,pantodapo/n,παντοδαπός,adjective,piqano/thto/s,πιθανότης,noun,ge,γε,particle,mh\n,μήν,particle,ou(/tws,οὕτως,adverb,eu)=,εὖ,adverb,h(/kei,ἥκω,verb,w(/ste,ὥστε,conjunction,parista/nein,παριστάνω,verb,toi=s,ὁ,article,a)kou/ousi,ἀκούω,verb,mh\,μή,conjunction,a)/llws,ἄλλως,adverb,gegone/nai,γίγνομαι,verb,to\,ὁ,article,pra=gma,πρᾶγμα,noun,h)\,ἠέ,conjunction,w(s,ὡς,conjunction,au)to\s,αὐτός,pronoun,le/gei,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,nomi/seien,νομίζω,verb,a)/n,ἄν,particle,tis,τις,pronoun,eu)h/qeis,εὐήθης,adjective,ei)=nai,εἰμί,verb,tou\s,ὁ,article,u(polabo/ntas,ὑπολαμβάνω,verb,to\n,ὁ,article,lo/gon,λόγος,noun,to\n,ὁ,article,kata\,κατά,preposition,*dhmosqe/nous,Δημοσθένης,proper,ei)=nai,εἰμί,verb,tou/tou,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polu\,πολύς,adjective,ga\r,γάρ,particle,a)pe/xei,ἀπέχω,verb,tou=,ὁ,article,xarakth=ros,χαρακτήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,o(/mws,ὅμως,conjunction,tosou=ton,τοσοῦτος,adjective,sko/tous,σκότος,noun,e)pipepo/laken,ἐπιπολάζω,verb,w(/ste,ὥστε,conjunction,tou\s,ὁ,article,me\n,μέν,particle,a)/llous,ἄλλος,adjective,au)tou=,αὐτός,pronoun,lo/gous,λόγος,noun,sxedo/n,σχεδόν,adverb,pou,πού,adverb,u(pe\r,ὑπέρ,preposition,e(ch/konta,ἑξήκοντα,adjective,kai\,καί,conjunction,e(kato\n,ἑκατόν,noun,o)/ntas,εἰμί,verb,pa/ntas,πᾶς,adjective,a)gnoei=n,ἀγνοέω,verb,sumbe/bhke,συμβαίνω,verb,to\n,ὁ,article,de\,δέ,particle,mh\,μή,conjunction,grafe/nta,γράφω,verb,u(p',ὑπό,preposition,au)tou=,αὐτός,pronoun,mo/non,μόνος,adjective,e)kei/nou,ἐκεῖνος,pronoun,nomi/zesqai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,νομίζω,verb
h(,ὁ,article,de\,δέ,particle,le/cis,λέξις,noun,e)sti\,εἰμί,verb,tou=,ὁ,article,*deina/rxou,Δείναρχος,proper,kuri/ws,κυρίως,adverb,h)qikh/,ἠθικός,adjective,pa/qos,πάθος,adjective,kinou=sa,κινέω,verb,sxedo\n,σχεδόν,adverb,th=|,ὁ,article,pikri/a|,πικρία,noun,mo/non,μόνος,adjective,kai\,καί,conjunction,tw=|,ὁ,article,to/nw|,τόνος,noun,tou=,ὁ,article,*dhmosqenikou=,Δημοσθενικός,adjective,xarakth=ros,χαρακτήρ,noun,leipome/nh,λείπω,verb,tou=,ὁ,article,de\,δέ,particle,piqanou=,πιθανός,adjective,kai\,καί,conjunction,kuri/ou,κύριος,adjective,mhde\n,μηδείς,pronoun,e)nde/ousa,ἐνδέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)k,ἐκ,preposition,tou/twn,οὗτος,pronoun,ou)de\n,οὐδείς,pronoun,e)/stin,εἰμί,verb,ou)/te,οὔτε,adverb,a)kribe\s,ἀκριβής,adjective,a)ll',ἀλλά,adverb,ou)de\,οὐδέ,particle,a)lhqe\s,ἀληθής,adjective,eu(rei=n,εὑρίσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/te,οὔτε,adverb,ga\r,γάρ,particle,ge/nos,γένος,noun,ta)ndro\s,ἀνήρ,noun,ou)/te,οὔτε,adverb,xro/nous,χρόνος,noun,kaq',κατά,preposition,ou(\s,ὅς,pronoun,h)=n,εἰμί,verb,ou)/te,οὔτε,adverb,to/pon,τόπος,noun,e)n,ἐν,preposition,w(=|,ὅς,pronoun,die/triye,διατρίβω,verb,dedh/lwken,δηλόω,verb,o)no/mata,ὄνομα,adjective,de\,δέ,particle,mo/non,μόνος,adjective,koina\,κοινός,adjective,kai\,καί,conjunction,peritre/xonta,περιτρέχω,verb,e)spou/dase,σπουδάζω,verb,kai\,καί,conjunction,plh=qos,πλῆθος,noun,lo/gwn,λόγος,noun,ei)=pen,εἶπον,verb,ou)deni\,οὐδείς,pronoun,tw=n,ὁ,article,su/mfwnon,σύμφωνος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/dei,δέω,verb,de\,δέ,particle,tou)nanti/on,ἐναντίος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(\,ὅς,pronoun,ou)=n,οὖν,particle,e)gw\,ἐγώ,pronoun,au)to\s,αὐτός,pronoun,di',διά,preposition,e)mautou=,ἐμαυτοῦ,pronoun,katelabo/mhn,καταλαμβάνω,verb,tau=t',οὗτος,pronoun,e)sti/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*dei/narxos,Δείναρχος,proper,o(,ὁ,article,r(h/twr,ῥήτωρ,noun,ui(o\s,υἱός,noun,me\n,μέν,particle,h)=n,εἰμί,verb,*swstra/tou,Σώστρατος,proper,*kori/nqios,Κορίνθιος,proper,de\,δέ,particle,to\,ὁ,article,ge/nos,γένος,noun,a)fiko/menos,ἀφικνέομαι,verb,de\,δέ,particle,ei)s,εἰς,preposition,*)aqh/nas,Ἀθήνευς,proper,kaq',κατά,preposition,o(\n,ὅς,pronoun,xro/non,χρόνος,noun,h)/nqoun,ἀνθέω,verb,ai(/,ὅς,pronoun,te,τε,particle,tw=n,ὁ,article,filoso/fwn,φιλόσοφος,noun,kai\,καί,conjunction,r(hto/rwn,ῥήτωρ,noun,diatribai/,διατριβή,noun,*qeofra/stw|,Θεόφραστος,proper,te,τε,particle,sunege/neto,συγγίγνομαι,verb,kai\,*dhmhtri/w|,Δημήτριος,proper,tw=|,ὁ,article,*falhrei=,Φαληρεύς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction
eu)fuh\s,εὐφυής,adverb,de\,δέ,particle,peri\,περί,preposition,tou\s,ὁ,article,politikou\s,πολιτικός,adjective,lo/gous,λόγος,noun,geno/menos,γίγνομαι,verb,a)kmazo/ntwn,ἀκμάζω,verb,e)/ti,ἔτι,adverb,tw=n,ὁ,article,peri\,περί,preposition,*dhmosqe/nhn,Δημοσθένης,proper,h)/rcato,ἄρχω,verb,lo/gous,λόγος,noun,gra/fein,γράφω,verb,kai\,καί,conjunction,proh/|ei,πρόειμι,verb,kata\,κατά,preposition,mikro\n,μικρός,adjective,ei)s,εἰς,preposition,do/can,δόξα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma/lista,μάλιστα,adverb,de\,δέ,particle,h)/kmase,ἀκμάζω,verb,meta\,μετά,preposition,th\n,ὁ,article,*)aleca/ndrou,Ἀλέξανδρος,proper,teleuth/n,τελευτή,noun,*dhmosqe/nous,Δημοσθένης,proper,me\n,μέν,particle,kai\,καί,conjunction,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,r(hto/rwn,ῥήτωρ,noun,fugai=s,φυγή,noun,a)idi/ois,ἀίδιος,adjective,kai\,καί,conjunction,qana/tois,θάνατος,adjective,peripeso/ntwn,περιπίπτω,verb,ou)deno\s,οὐδείς,pronoun,d',δέ,particle,u(poleipome/nou,ὑπολείπω,verb,met',μετά,preposition,au)tou\s,αὐτός,pronoun,a)ndro\s,ἀνήρ,noun,a)ci/ou,ἄξιος,adjective,lo/gou,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,diatete/leken,διατελέω,verb,e)tw=n,ἔται,noun,pentekai/deka,πεντεκαίδεκα,noun,xro/non,χρόνος,noun,lo/gous,λόγος,noun,suggra/fwn,συγγράφω,verb,toi=s,ὁ,article,boulome/nois,βούλομαι,verb,e(/ws,ἕως,conjunction,*ka/ssandros,Κάσσανδρος,proper,th\n,ὁ,article,po/lin,πόλις,adjective,kate/sxen,κατέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi\,ἐπί,preposition,de\,δέ,particle,*)anacikra/tous,Ἀναξικράτης,proper,a)/rxontos,ἄρχω,verb,e)f',ἐπί,preposition,ou(=,ἕ,pronoun,kate/lusan,καταλύω,verb,th\n,ὁ,article,e)n,ἐν,preposition,th=|,ὁ,article,*mounuxi/a|,Μουνυχία,proper,froura\n,φρουρά,noun,u(po\,ὑπό,preposition,*kassa/ndrou,Κάσσανδρος,proper,katastaqei=san,καθίστημι,verb,oi(,ὁ,article,peri\,περί,preposition,*)anti/gonon,Ἀντίγονος,proper,kai\,καί,conjunction,*dhmh/trion,Δημήτριος,proper,tou\s,ὁ,article,basilei=s,βασιλεύς,noun,ai)ti/an,αἰτία,noun,e)/xwn,ἔχω,verb,a(/ma,ἅμα,adverb,toi=s,ὁ,article,e)pifanesta/tois,ἐπιφανής,adverb,*)aqhnai/wn,Ἀθήναια,proper,kai/toi,καίτοι,particle,ce/nos,au)to\s,αὐτός,pronoun,w)\n,εἰμί,verb,katalu=sai,καταλύω,verb,to\n,ὁ,article,dh=mon,δῆμος,noun,o(rw=n,ὁράω,verb,h)reqisme/nous,ἐρεθίζω,verb,tou\s,ὁ,article,*)aqhnai/ous,Ἀθήναιος,proper,kai\,καί,conjunction,ma/lista,μάλιστα,adverb,tw=|,ὁ,article,ploutei=n,πλουτέω,verb,e(auto\n,ἑαυτοῦ,pronoun,u(forwme/nous,ὑφοράω,verb,mh\,μή,conjunction,dia\,διά,preposition,tou=to,οὗτος,pronoun,pa/qh|,πάσχω,verb,ti,τις,pronoun,deino/n,δεινός,adjective,ei)selqei=n,εἰσέρχομαι,verb,me\n,μέν,particle,ei)s,εἰς,preposition,dikasth/rion,δικαστήριον,noun,ou)x,οὐ,adverb,u(pe/meinen,ὑπομένω,verb,e)celqw\n,ἐξέρχομαι,verb,de\,δέ,particle,th=s,ὁ,article,po/lews,πόλις,adjective,kai\,καί,conjunction,e)lqw\n,ἔρχομαι,verb,ei)s,εἰς,preposition,*xalki/da,Χαλκίς,proper,th\n,ὁ,article,e)n,ἐν,preposition,*eu)boi/a|,Εὔβοια,proper,to\n,ὁ,article,a)p',ἀπό,preposition,*)anacikra/tous,Ἀναξικράτης,proper,xro/non,χρόνος,noun,e(/ws,ἕως,conjunction,*fili/ppou,Φίλιππος,proper,pentekaidekaeth=,πεντεκαιδεκαετής,adjective,geno/menon,γίγνομαι,verb,e)kei=,ἐκεῖ,adverb,die/triyen,διατρίβω,verb,ei)/,εἰ,conjunction,tis,τις,pronoun,au)tw=|,αὐτός,pronoun,ge/noito,γίγνομαι,verb,dia\,διά,preposition,*qeofra/stou,Θεόφραστος,proper,kai\,καί,conjunction,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,fi/lwn,φίλος,adjective,ka/qodos,κάθοδος,noun,perime/nwn,περιμένω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ξένος,noun
sugxwrh/santos,συγχωρέω,verb,de\,δέ,particle,tou=,ὁ,article,basile/ws,βασιλεύς,noun,meta\,μετά,preposition,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,fuga/dwn,φυγάς,noun,ka)kei/nw|,ἐκεῖνος,pronoun,katelqei=n,κατέρχομαι,verb,a)fiko/menos,ἀφικνέομαι,verb,ei)s,εἰς,preposition,*)aqh/nas,Ἀθήνευς,proper,kai\,καί,conjunction,par',παρά,preposition,e(ni\,εἷς,adjective,tw=n,ὁ,article,fi/lwn,φίλων,noun,*proce/nw|,Πρόξενος,proper,kataxqei\s,κατάγω,verb,to\,ὁ,article,xrusi/on,χρυσίον,noun,a)pollu/ei,ἀπόλλυμι,verb,ghraio\s,γηραιός,adjective,w)\n,εἰμί,verb,h)/dh,ἤδη,adverb,kai\,καί,conjunction,ta\s,ὁ,article,o)/yeis,ὄψις,noun,a)sqenh/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀσθενής,adjective
o)ligw/rws,ὀλίγωρος,adjective,d',δέ,particle,e)/xontos,ἔχω,verb,tou=,ὁ,article,*proce/nou,Πρόξενος,proper,pro\s,πρός,preposition,th\n,ὁ,article,zh/thsin,ζήτησις,noun,di/khn,δίκη,adjective,e)/laxen,λαγχάνω,verb,au)tw=|,αὐτός,pronoun,peri\,περί,preposition,tw=n,ὁ,article,xrhma/twn,χρῆμα,adjective,au)to\s,αὐτός,pronoun,ou)depw/pote,οὐδεπώποτε,adverb,pro/teron,πρότερος,adjective,ei)s,εἰς,preposition,dikasth/rion,δικαστήριον,noun,parelqw/n,παρέρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
