word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/38/lemma/@_entry,word/38/lemma/@_POS
a)=,ἆ,interjection,a)=,ἆ,interjection,si/ga,σιγάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
krupta\n,κρυπτός,adjective,ba/sin,βάσις,adjective,ai)sqa/nomai,αἰσθάνομαι,verb,ta/nde,ὅδε,pronoun,gunaikw=n,γυνή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa=|,πῆ,particle,po/d',πούς,noun,e)pa/|cas,ἐπᾴσσω,verb,sarkw=n,σάρξ,adjective,o)ste/wn,ὀστέον,noun,t',τε,particle,e)mplhsqw=,ἐμπίπλημι,verb,qoi/nan,θοίνη,noun,a)gri/wn,ἄγριος,adjective,qhrw=n,θήρ,noun,tiqe/menos,τίθημι,verb,a)rnu/menos,ἄρνυμαι,verb,lw/ban,λώβη,noun,lu/mas,λύμη,noun,a)nti/poin',ἀντίποινος,adjective,e)ma=s,ἐμός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,ta/las,τάλας,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poi=,ποι,adverb,pa=|,πῆ,particle,fe/romai,φέρω,verb,te/kn',τέκνον,noun,e)/rhma,ἐρῆμος,adjective,lipw\n,λείπω,verb,*ba/kxais,Βάκχη,proper,*(/aidou,Ἅιδης,proper,diamoira=sai,διαμοιράω,verb,sfakta/,σφακτός,adjective,kusi/n,κύων,noun,te,τε,particle,foini/an,φοίνιος,adjective,dai=t',δαίτη,noun,a)nh/meron,ἀνήμερος,adjective,t',τε,particle,ou)rei/an,ὄρειος,adjective,e)kbola/n,ἐκβολή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa=|,πῆ,particle,stw=,ἵστημι,verb,pa=|,πῆ,particle,ka/myw,κάμπτω,verb,nau=s,ναῦς,noun,o(/pws,ὅπως,conjunction,ponti/ois,πόντιος,adjective,pei/smasin,πεῖσμα,noun,lino/krokon,λινόκροκος,adjective,fa=ros,φᾶρος,noun,ste/llwn,στέλλω,verb,e)pi\,ἐπί,preposition,ta/nde,ὅδε,pronoun,suqei\s,σεύω,verb,te/knwn,τέκνον,noun,e)mw=n,ἐμός,adjective,fu/lac,φύλαξ,noun,o)le/qrion,ὀλέθριος,adjective,koi/tan,κοίτη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,tlh=mon,τλήμων,adjective,w(/s,ὡς,conjunction,soi,σύ,pronoun,du/sfor',δύσφορος,adjective,ei)/rgastai,ἐργάζομαι,verb,kaka/,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dra/santi,δράω,verb,d',δέ,particle,ai)sxra\,αἰσχρός,adjective,deina\,δεινός,adjective,ta)piti/mia,ἐπιτίμιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)ai=,αἰαῖ,interjection,i)w\,ἰώ,interjection,*qrh/|khs,Θρᾴκη,proper,logxofo/ron,λογχοφόρος,adjective,e)/noplon,ἔνοπλος,adjective,eu)/ippon,εὔιππος,adjective,*)/arei,Ἄρης,proper,ka/toxon,κάτοχος,adjective,ge/nos,γένος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)w\,ἰώ,interjection,*)axaioi/,Ἀχαιός,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)w\,ἰώ,interjection,*)atrei=dai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boa\n,βοή,noun,boa\n,βοή,noun,a)utw=,ἀυτέω,verb,boa/n,βοή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)\,ὦ,interjection,i)/te,εἶμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mo/lete,βλώσκω,verb,pro\s,πρός,preposition,qew=n,θέα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
klu/ei,κλύω,verb,tis,τις,pronoun,h)\,ἠέ,conjunction,ou)dei\s,οὐδείς,pronoun,a)rke/sei,ἀρκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,me/llete,μέλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gunai=kes,γυνή,noun,w)/lesa/n,ὄλλυμι,verb,me,ἐγώ,pronoun,gunai=kes,γυνή,noun,ai)xmalwti/des,αἰχμαλωτίς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deina\,δεινός,adjective,deina\,δεινός,adjective,pepo/nqamen,πάσχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)/moi,ὤμοι,interjection,e)ma=s,ἐμός,adjective,lw/bas,λώβη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poi=,ποι,adverb,tra/pwmai,τρέπω,verb,poi=,ποι,adverb,poreuqw=,πορεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)mpta/menos,ἀναπέτομαι,verb,ou)ra/nion,οὐράνιος,adjective,u(yipete\s,ὑψιπετής,adverb,e)s,εἰς,preposition,me/laqron,μέλαθρον,noun,*)wari/wn,,,h)\,ἠέ,conjunction,*sei/rios,σείριος,noun,e)/nqa,ἔνθα,adverb,puro\s,πῦρ,noun,floge/as,φλόγεος,adjective,a)fi/hsin,ἀφίημι,verb,o)/sswn,ὄσσε,adjective,au)ga/s,αὐγή,noun,h)\,ἠέ,conjunction,to\n,ὁ,article,e)s,εἰς,preposition,*)ai/da,Ἅιδης,proper,mela/gxrwta,μελάγχρως,adjective,porqmo\n,πορθμός,noun,a)/|cw,,,ta/las,τάλας,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
suggnw/sq',συγγνωστός,adverb,o(/tan,ὅταν,conjunction,tis,τις,pronoun,krei/sson',κρείσσων,verb,h)\,ἠέ,conjunction,fe/rein,φέρω,verb,kaka\,κακός,adjective,pa/qh|,πάσχω,verb,talai/nhs,τάλας,adjective,e)capalla/cai,ἐξαπαλλάσσω,verb,zo/hs,ζόη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kraugh=s,κραυγή,noun,a)kou/sas,ἀκέω,verb,h)=lqon,ἔρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,h(/suxos,ἥσυχος,adjective,pe/tras,πέτρα,noun,o)rei/as,ὄρειος,adjective,pai=s,πᾶς,adjective,le/lak',λάσκω,verb,a)na\,ἀνά,preposition,strato\n,στρατός,noun,*)hxw\,Ἠχώ,proper,didou=sa,δίδωμι,verb,qo/rubon,θόρυβος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,mh\,μή,conjunction,*frugw=n,Φρύξ,proper,pu/rgous,πύργος,noun,peso/ntas,πίπτω,verb,h)=|smen,οἶδα,verb,*(ellh/nwn,Ἕλλην,proper,dori/,δόρυ,noun,fo/bon,φόβος,noun,pare/sxen,παρέχω,verb,ou),οὐ,adverb,me/sws,μεσόω,verb,o(/de,ὅδε,pronoun,ktu/pos,κτύπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,fi/ltat',φίλτατος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)|sqo/mhn,ἀίσθω,verb,ga/r,γάρ,particle,*)aga/memnon,Ἀγαμέμνων,proper,se/qen,σύ,pronoun,fwnh=s,φωνή,noun,a)kou/sas,ἀκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)sora=|s,εἰσοράω,verb,a(\,ὅς,pronoun,pa/sxomen,πάσχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,du/sthne,δύστηνος,adjective,ti/s,τίς,pronoun,s',σύ,pronoun,a)pw/lesen,ἀπόλλυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,o)/mm',ὄμμα,noun,e)/qhke,τίθημι,verb,tuflo\n,τυφλός,adjective,ai(ma/cas,αἱμάσσω,verb,ko/ras,κόρη,noun,pai=da/s,παῖς,adjective,te,τε,particle,tou/sd',ὅδε,pronoun,e)/kteinen,ἐκτείνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=,ἦ,adverb,me/gan,μέγας,adverb,xo/lon,χόλος,noun,soi\,σύ,pronoun,kai\,καί,conjunction,te/knoisin,τέκνον,noun,ei)=xen,ἔχω,verb,o(/stis,ὅστις,pronoun,h)=n,εἰμί,verb,a)/ra,ἄρος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(eka/bh,Ἑκάβη,proper,me,ἐγώ,pronoun,su\n,σύν,preposition,gunaici\n,γυνή,noun,ai)xmalwti/sin,αἰχμαλωτίς,noun,a)pw/les',ἀπόλλυμι,verb,ou)k,οὐ,adverb,a)pw/les',ἀπόλλυμι,verb,a)lla\,ἀλλά,adverb,meizo/nws,μέγας,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,fh/|s,φημί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,tou)/rgon,ἔργον,noun,ei)/rgasai,ἐργάζομαι,verb,to/d',ὅδε,pronoun,w(s,ὡς,conjunction,le/gei,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,to/lman,τόλμα,noun,*(eka/bh,Ἑκάβη,proper,th/nd',ὅδε,pronoun,e)/tlhs,τλάω,verb,a)mh/xanon,ἀμήχανος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)/moi,ὤμοι,interjection,ti/,τίς,pronoun,le/ceis,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=,ἦ,adverb,ga\r,γάρ,particle,e)ggu/s,ἐγγύς,adverb,e)sti/,εἰμί,verb,pou,πού,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sh/mhnon,σημαίνω,verb,ei)pe\,εἶπον,verb,pou=,πού,adverb,'sq',εἰμί,verb,i(/n',ἵνα,conjunction,a(rpa/sas,ἁρπάζω,verb,xeroi=n,χείρ,noun,diaspa/swmai,διασπάω,verb,kai\,καί,conjunction,kaqaima/cw,καθαιμάσσω,verb,xro/a,χρώς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=tos,οὗτος,pronoun,ti/,τίς,pronoun,pa/sxeis,πάσχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro\s,πρός,preposition,qew=n,θέα,noun,se,σύ,pronoun,li/ssomai,λίσσομαι,verb,me/qes,μεθίημι,verb,m',ἐγώ,pronoun,e)fei=nai,ἐφίημι,verb,th=|de,ὅδε,pronoun,margw=san,μαργάω,verb,xe/ra,χείρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)kbalw\n,ἐκβάλλω,verb,de\,δέ,particle,kardi/as,καρδία,noun,to\,ὁ,article,ba/rbaron,βάρβαρος,adjective,le/g',λέγω,verb,w(s,ὡς,conjunction,a)kou/sas,ἀκέω,verb,sou=,σύ,pronoun,te,τε,particle,th=sde/,ὅδε,pronoun,t',τε,particle,e)n,ἐν,preposition,me/rei,μέρος,noun,kri/nw,κρίνω,verb,dikai/ws,δίκαιος,adjective,a)nq',ἀντί,preposition,o(/tou,ὅστις,pronoun,pa/sxeis,πάσχω,verb,ta/de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le/goim',λέγω,verb,a)/n,ἄν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=n,εἰμί,verb,tis,τις,pronoun,*priamidw=n,Πριαμίδης,proper,new/tatos,νέος,adjective,*polu/dwros,Πολύδωρος,proper,*(eka/bhs,Ἑκάβη,proper,pai=s,πᾶς,adjective,o(\n,ὅς,pronoun,e)k,ἐκ,preposition,*troi/as,Τροία,proper,e)moi\,ἐγώ,pronoun,path\r,πατήρ,noun,di/dwsi,δίδωμι,verb,*pri/amos,Πρίαμος,proper,e)n,ἐν,preposition,do/mois,δόμος,noun,tre/fein,τρέφω,verb,u(/poptos,ὕποπτος,adjective,w)\n,εἰμί,verb,dh\,δή,particle,*trwikh=s,Τρωικός,adjective,a(lw/sews,ἅλωσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=ton,οὗτος,pronoun,kate/ktein',κατακτείνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nq',ἀντί,preposition,o(/tou,ὅστις,pronoun,d',δέ,particle,e)/kteina/,ἐκτείνω,verb,nin,νιν,pronoun,a)/kouson,ἀκούω,verb,w(s,ὡς,conjunction,eu)=,εὖ,adverb,kai\,καί,conjunction,sofh=|,σοφός,adjective,promhqi/a|,προμήθεια,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/deisa,δείδω,verb,mh\,μή,conjunction,soi\,σύ,pronoun,pole/mios,πολέμιος,adjective,leifqei\s,λείπω,verb,o(,ὁ,article,pai=s,πᾶς,adjective,*troi/an,Τροία,proper,a)qroi/sh|,ἀθροίζω,verb,kai\,καί,conjunction,cunoiki/sh|,συνοικίζω,verb,pa/lin,πάλιν,adverb,gno/ntes,γιγνώσκω,verb,d',δέ,particle,*)axaioi\,Ἀχαιός,proper,zw=nta,ζάω,verb,*priamidw=n,Πριαμίδης,proper,tina,τις,pronoun,*frugw=n,Φρύξ,proper,e)s,εἰς,preposition,ai)=an,αἶα,noun,au)=qis,αὖθις,adverb,a)/reian,αἴρω,verb,sto/lon,στόλος,noun,ka)/peita,ἔπειτα,adverb,*qrh/|khs,Θρᾴκη,proper,pedi/a,πεδίον,noun,tri/boien,τρίβω,verb,ta/de,ὅδε,pronoun,lehlatou=ntes,λεηλατέω,verb,gei/tosin,γείτων,noun,d',δέ,particle,ei)/h,ἀίω,verb,kako\n,κακός,adjective,*trw/wn,Τρώς,proper,e)n,ἐν,preposition,w(=|per,ὅς,pronoun,nu=n,νῦν,adverb,a)/nac,e)ka/mnomen,κάμνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἄναξ,noun
