word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/12/lemma/@_entry,word/12/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/26/lemma/@_entry,word/26/lemma/@_POS,word/39/lemma/@_entry,word/39/lemma/@_POS
tau=ta,οὗτος,pronoun,pa/nta,πᾶς,adjective,w(s,ὡς,conjunction,e)pi\,ἐπί,preposition,mh/kei,μῆκος,adjective,kai\,καί,conjunction,pla/tei,πλάτος,adjective,kai\,καί,conjunction,pa/xei,πάχος,adjective,tou=,ὁ,article,paqo/ntos,πάσχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
na/rqhkes,νάρθηξ,noun,de\,δέ,particle,lei=oi,λεῖος,adjective,o(maloi\,ὁμαλός,adjective,simoi\,σιμός,adjective,kat',κατά,preposition,a)/kra,ἄκρον,noun,smikrw=|,μικρός,adjective,mei/ous,μείων,adverb,e)/nqen,ἔνθεν,adverb,kai\,καί,conjunction,e)/nqen,ἔνθεν,adverb,th=s,e)pide/sios,ἐπίδεσις,noun,paxu/tatoi,,,de\,δέ,particle,h(=|,ὅς,pronoun,e)ch/ripe,ἐξερείπω,verb,to\,ὁ,article,ka/thgma,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(ko/sa,ὁπόσος,adjective,de\,δέ,particle,kurta\,κυρτός,adjective,kai\,καί,conjunction,a)/sarka,ἄσαρκος,adjective,fu/sei,φύσις,noun,fulasso/menon,φυλάσσω,verb,tw=n,ὁ,article,u(perexo/ntwn,ὑπερέχω,verb,oi(=on,οἷος,adjective,kata\,κατά,preposition,daktu/lous,δάκτυλος,noun,h)\,sfura\,σφυρόν,noun,h)\,ἠέ,conjunction,th=|,ὁ,article,qe/sei,θέσις,noun,h)\,ἠέ,conjunction,th=|,ὁ,article,braxu/thti,βραχύτης,adjective,,,,ἠέ,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*parairh/masi,παραίρημα,noun,de\,δέ,particle,e(rma/zein,ἑρμάζω,verb,mh\,μή,conjunction,pie/zein,πιέζω,verb,to\,ὁ,article,prw=ton,πρότερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
khrwth=|,κηρωτή,noun,malqakh=|,μαλθακός,adjective,kai\,καί,conjunction,lei/h|,λεία,noun,kai\,καί,conjunction,kaqarh=|,καθαρός,adjective,e(lisse/sqw,ἑλίσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(/datos,ὕδωρ,noun,qermo/ths,θερμότης,noun,plh=qos,πλῆθος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qermo/ths,θερμότης,noun,me\n,μέν,particle,kata\,κατά,preposition,th=s,ὁ,article,e(wutou=,ἑαυτοῦ,pronoun,xeiro\s,χείρ,noun,kataxei=n,καταχέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plh=qos,πλῆθος,noun,de\,δέ,particle,xala/sai,χαλάω,verb,me\n,μέν,particle,kai\,καί,conjunction,i)sxnh=nai,ἰσχναίνω,verb,to\,ὁ,article,plei=ston,πλεῖστος,adjective,a)/riston,ἄριστος,adjective,sarkw=sai,σαρκάω,verb,de\,δέ,particle,kai\,καί,conjunction,a(palu=nai,to\,ὁ,article,me/trion,μέτριος,adjective,,,,,,,,,,,,,,,,,,,ἁπαλύνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
me/tron,μέτρον,noun,de\,δέ,particle,th=s,ὁ,article,kataxu/sios,κατάχυσις,noun,e)/ti,ἔτι,adverb,metewrizome/nou,μετεωρίζω,verb,dei=,δέομαι,verb,pri\n,πρίν,adverb,cumpi/ptein,συμπίτνω,verb,pau/esqai,παύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,prw=ton,πρότερος,adjective,ai)/retai,αἴρω,verb,e)/peita,ἔπειτα,adverb,de\,δέ,particle,i)sxnai/netai,ἰσχναίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qe/sis,θέσις,noun,de\,δέ,particle,malqakh\,μαλθακός,adjective,o(malh\,ὁμαλός,adjective,a)na/r)*ropos,,,toi=sin,τίς,pronoun,e)ce/xousi,ἐξέχω,verb,tou=,ὁ,article,sw/matos,σῶμα,adjective,oi(=on,οἷος,adjective,pte/rnh|,πτέρνα,noun,kai\,καί,conjunction,i)sxi/w|,w(s,ὡς,conjunction,mh/te,μήτε,particle,a)nakla=tai,ἀνακλάω,verb,mh/te,μήτε,particle,a)pokla=tai,ἀποκλάω,verb,mh/te,μήτε,particle,e)ktre/phtai,ἐκτρέπω,verb,,,,ἴσχιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*swlh=na,σωλήν,noun,panti\,πᾶς,adjective,tw=|,ὁ,article,ske/lei,σκέλος,noun,h)\,ἠέ,conjunction,h(mi/sei,ἥμισυς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)s,εἰς,preposition,to\,ὁ,article,pa/qos,πάθος,adjective,de\,δέ,particle,ble/pein,βλέπω,verb,kai\,καί,conjunction,ta)/lla,ἄλλος,adjective,o(/sa,ὅσος,adjective,bla/ptei,βλάπτω,verb,dh=la,δῆλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*pa/recis,πάρεξις,noun,de\,δέ,particle,kai\,καί,conjunction,dia/tasis,διάτασις,noun,kai\,καί,conjunction,a)na/plasis,ἀνάπλασις,noun,kai\,καί,conjunction,ta\,ὁ,article,a)/lla,ἄλλος,adjective,kata\,κατά,preposition,fu/sin,φύσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fu/sis,φύσις,noun,de\,δέ,particle,e)n,ἐν,preposition,me\n,μέν,particle,e)/rgois,ἔργον,noun,tou=,ὁ,article,e)/rgou,ἔργον,noun,th=|,ὁ,article,prh/cei,πρᾶξις,adjective,o(\,ὅς,pronoun,bou/letai,βούλομαι,verb,tekmarte/on,τεκμαρτέος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)s,εἰς,preposition,de\,δέ,particle,tau=ta,οὗτος,pronoun,e)k,ἐκ,preposition,tou=,ὁ,article,e)linu/ontos,ἐλινύω,verb,e)k,ἐκ,preposition,tou=,ὁ,article,koinou=,κοινός,adjective,e)k,ἐκ,preposition,tou=,ὁ,article,e)/qeos,ἔθος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)k,ἐκ,preposition,me\n,μέν,particle,tou=,ὁ,article,e)linu/ontos,ἐλινύω,verb,kai\,καί,conjunction,a)feime/nou,ἀφίημι,verb,ta\s,ὁ,article,i)quwri/as,ἰθυωρίη,adjective,ske/ptesqai,σκέπτομαι,verb,oi(=on,οἷος,adjective,to\,ὁ,article,th=s,ὁ,article,xeiro/s,,,,,,,,,,,,,,,,,,,,,,,,,χείρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)k,ἐκ,preposition,de\,δέ,particle,tou=,ὁ,article,koinou=,κοινός,adjective,e)/ktasin,ἔκτασις,noun,cu/gkamyin,σύγκαμψις,noun,oi(=on,οἷος,adjective,to\,ὁ,article,e)ggu\s,ἐγγύς,adverb,tou=,ὁ,article,e)ggwni/ou,ἐγγώνιος,adverb,ph/xeos,πῆχυς,noun,pro\s,braxi/ona,βραχίων,adjective,,,,,,,,,,,,,,,,,,,,,,πρός,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)k,ἐκ,preposition,de\,δέ,particle,tou=,ὁ,article,e)/qeos,ἔθος,noun,o(/ti,ὅστις,pronoun,ou)k,οὐ,adverb,a)/lla,ἄλλος,adjective,sxh/mata,σχῆμα,noun,fe/rein,φέρω,verb,dunatw/teron,δυνατός,adjective,oi(=on,οἷος,adjective,ske/lea|,,,e)/ktasin,,,,,,,,,,,,,,,,,,,,,,,,,ἔκτασις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po\,ἀπό,preposition,toute/wn,οὗτος,pronoun,ga\r,γάρ,particle,*rh/i+sta,,,plei=ston,πλεῖστος,adjective,xro/non,χρόνος,noun,e)/xoi,ἔχω,verb,a)\n,ἄν,particle,mh\,μή,conjunction,metalla/ssonta,μεταλλάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,de\,δέ,particle,th=|,ὁ,article,metallagh=|,μεταλλαγή,noun,e)k,ἐκ,preposition,diata/sios,διάτασις,noun,o(/moia,ὅμοιος,adjective,tau=ta,οὗτος,pronoun,e(/cousin,ἔχω,verb,e)s,εἰς,preposition,e(/cin,ἕξις,noun,h)\,ἠέ,conjunction,qe/sin,mu/es,μῦς,noun,fle/bes,φλέψ,noun,neu=ra,νεῦρον,noun,o)ste/a,ὀστέον,noun,h(=|,ὅς,pronoun,ma/lista,μάλιστα,adverb,eu)/qeta,εὔθετος,adjective,kai\,καί,conjunction,θέσις,noun,eu)/sxeta,εὔσχετος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dia/tasis,διάτασις,noun,ma/lista,μάλιστα,adverb,ta\,ὁ,article,me/gista,μέγας,adverb,kai\,καί,conjunction,pa/xista,παχύς,adjective,kai\,καί,conjunction,o(/kou,ὅπου,adverb,a)mfo/tera,ἀμφότερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deu/tera,δεύτερος,adjective,w(=n,ὅς,pronoun,to\,ὁ,article,u(potetagme/non,ὑποτάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(/kista,ἥκιστος,adjective,w(=n,ὅς,pronoun,to\,ὁ,article,a)/nw,ἄνω,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma=llon,μᾶλλον,adverb,de\,δέ,particle,tou=,ὁ,article,metri/ou,μέτριος,adjective,bla/bh,βλάβος,noun,plh\n,πλήν,preposition,paidi/wn,παίδιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/xein,ἔχω,verb,a)na/nth,ἀνάντης,adjective,smikro/n,μικρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diorqw/sios,διόρθωσις,noun,para/deigma,παράδειγμα,noun,to\,ὁ,article,o(mw/numon,ὁμώνυμος,adjective,to\,ὁ,article,o(mo/zugon,ὁμόζυγος,adjective,to\,ὁ,article,o(/moion,ὅμοιος,adjective,to\,ὁ,article,u(gie/s,ὑγιής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)na/triyis,ἀνάτριψις,noun,du/natai,δύναμαι,verb,lu=sai,λύω,verb,dh=sai,δέομαι,verb,sarkw=sai,σαρκάω,verb,minuqh=sai,μινυθέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,sklhrh\,σκληρός,adjective,dh=sai,δέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,malakh\,μαλακός,adjective,lu=sai,λύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,pollh\,πολύς,adjective,minuqh=sai,μινυθέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,metri/h,μέτριος,adjective,paxu=nai,παχύνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pidei=n,ἐπεῖδον,verb,de\,δέ,particle,to\,ὁ,article,prw=ton,πρότερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,me\n,μέν,particle,e)pidedeme/nos,ἐπιδέω,verb,ma/lista,μάλιστα,adverb,fa/tw,φάτης,noun,pepie/xqai,,,kata\,κατά,preposition,to\,ὁ,article,si/nos,σίνος,noun,h(/kista,ἥκιστος,adjective,ta\,ὁ,article,a)/kra,ἄκρον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(rma/sqai,ἑρμάζω,verb,de\,δέ,particle,mh\,μή,conjunction,pepie/xqai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plh/qei,πλῆθος,noun,mh\,μή,conjunction,i)sxu/i+,ἰσχύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th\n,ὁ,article,de\,δέ,particle,h(me/rhn,ἡμέρα,noun,tau/thn,οὗτος,pronoun,kai\,καί,conjunction,nu/kta,νύξ,adjective,o)li/gw|,ὀλίγος,adjective,ma=llon,μᾶλλον,adverb,th\n,ὁ,article,d',δέ,particle,u(ste/rhn,ὑστέρα,noun,h(=sson,ἥσσων,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tri/th,τρίτος,adjective,xalara/,χαλαρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*eu(reqh/tw,εὑρίσκω,verb,de\,δέ,particle,th=|,ὁ,article,me\n,μέν,particle,u(sterai/h|,ὑστεραῖος,adjective,e)n,ἐν,preposition,a)/kroisin,ἄκρος,adjective,oi)/dhma,οἴδημα,noun,malqako/n,μαλθακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=|,ὁ,article,tri/th|,τρίτος,adjective,de\,δέ,particle,to\,ὁ,article,e)pideqe\n,ἐπιδέω,verb,luqe\n,λύω,verb,i)sxno/teron,ἰσχνός,adjective,para\,παρά,preposition,pa/sas,πᾶς,adjective,ta\s,ὁ,article,e)pide/sias,ἐπίδεσις,noun,tou=to,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=|,ὁ,article,de\,δέ,particle,u(sterai/h|,ὑστεραῖος,adjective,e)pide/sei,ἐπίδεσις,noun,h)\n,ἐάν,conjunction,dikai/ws,δίκαιος,adjective,e)pidedeme/non,ἐπιδέω,verb,fanh=|,φαίνω,verb,maqei=n,μανθάνω,verb,dei=,δέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)nteu=qen,ἐντεῦθεν,adverb,de\,δέ,particle,ma=llon,μᾶλλον,adverb,kai\,καί,conjunction,e)pi\,ἐπί,preposition,ple/osi,πλείων,verb,piexqh/tw,πιέζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=|,ὁ,article,de\,δέ,particle,tri/th|,τρίτος,adjective,e)pi\,ἐπί,preposition,ma=llon,μᾶλλον,adverb,kai\,καί,conjunction,e)pi\,ἐπί,preposition,ple/osin,πλείων,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=|,ὁ,article,de\,δέ,particle,e(bdo/mh|,ἕβδομος,adjective,a)po\,ἀπό,preposition,th=s,ὁ,article,prw/ths,πρότερος,adjective,e)pide/sios,ἐπίδεσις,noun,luqe/nta,λύω,verb,eu(reqh/tw,εὑρίσκω,verb,i)sxna\,ἰσχνός,adjective,xalara\,χαλαρός,adjective,ta\,ὁ,article,o)ste/a,,,,,,,,,,,,,,,,,,,,,,,,,ὀστέον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)s,εἰς,preposition,de\,δέ,particle,na/rqhkas,νάρθηξ,noun,deqe/nta,δέω,verb,h)\n,ἐάν,conjunction,i)sxna\,ἰσχνός,adjective,kai\,καί,conjunction,a)/knhsma,ἄκνησμος,adjective,kai\,καί,conjunction,a)ne/lkea,,,h)=|,εἰμί,verb,e)a=|n,ἀίω,verb,me/xris,ei)/kosin,εἴκοσι,verb,h(mere/wn,ἡμέρα,noun,a)po\,ἀπό,preposition,tou=,ὁ,article,si/neos,σίνος,noun,,,,,,,,,,μέχρι,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de/,δέ,particle,ti,τις,pronoun,u(popteu/htai,ὑποπτεύω,verb,lu=sai,λύω,verb,e)n,ἐν,preposition,tw=|,ὁ,article,me/sw|,μέσος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
na/rqhkas,νάρθηξ,noun,dia\,διά,preposition,tri/ths,τρίτος,adjective,e)rei/dein,ἐρείδω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,a)na/lhyis,ἀνάληψις,noun,h(,ὁ,article,qe/sis,θέσις,noun,h(,ὁ,article,e)pi/desis,ἐπίδεσις,noun,w(s,ὡς,conjunction,e)n,ἐν,preposition,tw=|,ὁ,article,au)tw=|,αὐτός,pronoun,sxh/mati,σχῆμα,noun,diafula/ssein,διαφυλάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
