word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/17/lemma/@_entry,word/17/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/37/lemma/@_entry,word/37/lemma/@_POS,word/39/lemma/@_entry,word/39/lemma/@_POS,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/42/lemma/@_entry,word/42/lemma/@_POS,word/49/lemma/@_entry,word/49/lemma/@_POS,word/65/lemma/@_entry,word/65/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS
strateu/ousin,στρατεύω,verb,ou)=n,οὖν,particle,e)p',ἐπί,preposition,au)tou\s,αὐτός,pronoun,oi(,ὁ,article,*(rwmai=oi,,,*marki/ou,Μάρκιος,proper,*fi/glou,,,sfw=n,σφεῖς,pronoun,u(pateu/onto/s,ὑπατεύω,verb,te,τε,particle,kai\,καί,conjunction,e)s,εἰς,preposition,to\n,ὁ,article,po/lemon,πόλεμος,noun,h(goume/nou,ἡγέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,de\,δέ,particle,a)/rti,ἄρτι,adverb,tou=,ὁ,article,*fi/glou,,,parastratopedeu/ontos,παραστρατοπεδεύω,verb,ta\s,ὁ,article,fulaka\s,φυλακή,noun,e)ni/kwn,νικάω,verb,e)pi/dramo/ntes,,,kai\,καί,conjunction,au)to\n,αὐτός,pronoun,e)k,ἐκ,preposition,tou=,ὁ,article,stratope/dou,στρατόπεδον,noun,kath/racan,καταράσσω,verb,e)s,εἰς,preposition,pedi/on,prane/s,πρανής,adjective,me/xri,μέχρι,preposition,e)pi\,ἐπί,preposition,*na/rwna,,,potamo\n,ποταμός,noun,h(=ken,ἥκω,verb,u(pofeu/gwn,ὑποφεύγω,verb,,,,πεδίον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,de\,δέ,particle,oi(,ὁ,article,me\n,μέν,particle,a)nexw/roun,ἀναχωρέω,verb,a)rxh\,ἀρχή,noun,de\,δέ,particle,xeimw=nos,χειμών,noun,h)=n,εἰμί,verb,o(,ὁ,article,*fi/glos,,,e)lpi/sas,ἐλπίζω,verb,au)toi=s,αὐτός,pronoun,a)dokh/tws,ἀδόκητος,adjective,e)pipesei=sqai,ἐπιπίπτω,verb,sunerruhko/tas,συρρέω,verb,hu(=ren,εὑρίσκω,verb,e)k,tw=n,ὁ,article,po/lewn,πόλις,adjective,pro\s,πρός,preposition,th\n,ὁ,article,e)/fodon,ἔφοδος,noun,au)tou=,αὐτός,pronoun,,,,,,,ἐκ,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,sunh/lasen,συνελαύνω,verb,o(/mws,ὅμως,conjunction,e)s,εἰς,preposition,po/lin,πόλις,adjective,*delmi/nion,,,o(/qen,ὅθεν,adverb,a)/ra,ἄρα,particle,kai\,καί,conjunction,to\,ὁ,article,o)/noma,ὄνομα,adjective,au)toi=s,αὐτός,pronoun,e)s,εἰς,preposition,*delmate/as,,,ei)=ta,εἶτα,adverb,*dalma/tas,,,e)tra/ph,τέρπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\n,οὐδείς,pronoun,de\,δέ,particle,pro\s,πρός,preposition,e)xura\n,ἐχυρός,adjective,po/lin,πόλις,adjective,e)c,ἐκ,preposition,e)fo/dou,ἔφοδος,noun,duna/menos,δύναμαι,verb,ou)de\,οὐδέ,particle,mhxanh/masin,μηχάνημα,noun,e)/xwn,ἔχω,verb,xrh=sqai,χράομαι,verb,dia\,διά,preposition,to\,ὁ,article,u(/yos,ὕψος,noun,h(/|rei,αἱρέω,verb,ta\s,ὁ,article,a)/llas,e)piqe/wn,ἐπιθέω,verb,e)rhmote/ras,ἐρῆμος,adjective,a)ndrw=n,ἀνήρ,noun,u(po\,ὑπό,preposition,th=s,ὁ,article,e)s,εἰς,preposition,to\,ὁ,article,*delmi/nion,,,ἄλλος,adjective,suno/dou,σύνοδος,noun,genome/nas,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=ta,εἶτα,adverb,diph/xeas,δίπηχυς,adjective,koru/nas,κορύνη,noun,pi/ssh|,πίσσα,noun,kai\,καί,conjunction,qei/w|,θεῖος,noun,kai\,καί,conjunction,stuppi/w|,,,peribalw\n,περιβάλλω,verb,e)s,εἰς,preposition,to\,ὁ,article,*delmi/nion,,,e)k,ἐκ,preposition,katapeltw=n,καταπελτάζω,verb,e)sfendo/na,σφενδονάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(,ὁ,article,d',δέ,particle,u(po\,ὑπό,preposition,th=s,ὁ,article,r(u/mhs,ῥύμη,adjective,e)cekai/onto,ἐκκαίω,verb,kai\,καί,conjunction,fero/menai,φέρω,verb,kaqa/per,καθά,adverb,lampa/des,λαμπάς,noun,o(/pou,ὅπου,adverb,tu/xoien,τυγχάνω,verb,e)nepi/mprasan,ἐμπίμπρημι,verb,e(/ws,ἕως,conjunction,polla\,πολύς,adjective,me\n,μέν,particle,kateprh/sqh,καταπίμπρημι,verb,kai\,te/los,τέλος,noun,a)/ra,ἄρα,particle,tou=to,οὗτος,pronoun,h)=n,εἰμί,verb,to/te,τότε,adverb,*fi/glw|,,,tou=,ὁ,article,*dalmatw=n,,,καί,conjunction,pole/mou,πόλεμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xro/nw|,χρόνος,noun,d',δέ,particle,u(/steron,ὕστερος,adjective,*kaiki/lios,Καικίλιος,proper,*me/tellos,Μέτελλος,proper,u(pateu/wn,ὑπατεύω,verb,ou)de\n,οὐδείς,pronoun,a)dikou=si,ἀδικέω,verb,toi=s,ὁ,article,*dalma/tais,,,e)yhfi/sato,ψηφίζομαι,verb,polemei=n,πολεμέω,verb,e)piqumi/a|,ἐπιθυμία,noun,qria/mbou,θρίαμβος,adjective,kai\,καί,conjunction,dexome/nwn,δέχομαι,verb,au)to\n,αὐτός,pronoun,e)kei/nwn,w(s,ὡς,conjunction,fi/lon,φίλος,adjective,diexei/mase,διαχειμάζω,verb,par',παρά,preposition,au)toi=s,αὐτός,pronoun,e)n,ἐν,preposition,*salw/nh|,,,po/lei,πόλις,adjective,ἐκεῖνος,pronoun,kai\,καί,conjunction,e)s,εἰς,preposition,*(rw/mhn,,,e)panh=lqe,ἐπανέρχομαι,verb,kai\,καί,conjunction,e)qria/mbeusen,θριαμβεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=,ὁ,article,de\,δέ,particle,*kai/saros,Καῖσαρ,proper,h(goume/nou,ἡγέομαι,verb,*keltw=n,Κελτός,proper,oi(,ὁ,article,*dalma/tai,,,oi(/de,ὅδε,pronoun,kai\,καί,conjunction,o(/soi,ὅσος,adjective,a)/lloi,ἄλλος,adjective,*)illuriw=n,Ἰλλυρία,proper,to/te,τότε,adverb,ma/lista,μάλιστα,adverb,dihutu/xoun,,,*liburnou/s,Λιβυρνός,proper,e(/teron,ἕτερος,adjective,e)/qnos,*)illuriw=n,Ἰλλυρία,proper,*prwmo/nan,,,po/lin,πόλις,adjective,a)fei/lonto,ἀφαιρέω,verb,,,,,,,,,,,,,ἔθνος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,de\,δέ,particle,sfa=s,σφεῖς,pronoun,*(rwmai/ois,,,e)pitre/pontes,ἐπιτρέπω,verb,e)pi\,ἐπί,preposition,to\n,ὁ,article,*kai/sara,Καῖσαρ,proper,e)ggu\s,ἐγγύς,adverb,o)/nta,εἰμί,verb,kate/feugon,καταφεύγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,e)/pemye,πέμπω,verb,me/n,μέν,particle,kai\,καί,conjunction,prohgo/reuse,προαγορεύω,verb,toi=s,ὁ,article,e)/xousi,ἔχω,verb,th\n,ὁ,article,*prwmo/nan,,,a)podou=nai,ἀποδίδωμι,verb,toi=s,ὁ,article,*liburnoi=s,Λιβυρνός,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,frontisa/ntwn,φροντίζω,verb,de\,δέ,particle,e)kei/nwn,ἐκεῖνος,pronoun,te/los,τέλος,noun,e)/pemye,πέμπω,verb,stratou=,στρατός,noun,pollou=,πολύς,adjective,ou(\s,ὅς,pronoun,a(/pantas,ἅπας,adjective,e)/kteinan,ἐκτείνω,verb,oi(,ὁ,article,*)illurioi/,Ἰλλυριός,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,o(,ὁ,article,*kai=sar,Καῖσαρ,proper,ou)k,οὐ,adverb,e)pech=lqen,ἐπεξέρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,h)=n,εἰμί,verb,oi(,ὁ,article,sxolh\,σχολή,noun,to/te,τότε,adverb,stasia/zonti,στασιάζω,verb,pro\s,πρός,preposition,*pomph/ion,Πομπήιος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)kragei/shs,ἐξαράσσω,verb,de\,δέ,particle,e)s,εἰς,preposition,po/lemon,πόλεμος,noun,th=s,ὁ,article,sta/sews,στάσις,adjective,o(,ὁ,article,me\n,μέν,particle,*kai=sar,Καῖσαρ,proper,meq',μετά,preposition,o(/swn,ὅσος,adjective,ei)=xen,ἔχω,verb,e)k,ἐκ,preposition,*brentesi/ou,Βρεντέσιον,proper,xeimw=nos,χειμών,noun,to\n,ὁ,article,*)io/nion,Ἰόνιος,proper,e)pe/ra,kai\,καί,conjunction,*pomphi/w|,Πομπήιος,proper,kata\,κατά,preposition,*makedoni/an,Μακεδονία,proper,e)pole/mei,πολεμέω,verb,tou=,ὁ,article,d',δέ,particle,a)/llou,ἄλλος,adjective,περάω,verb,stratou=,στρατός,noun,to\n,ὁ,article,me\n,μέν,particle,*)antw/nios,Ἀντώνιος,proper,e)s,εἰς,preposition,th\n,ὁ,article,*makedoni/an,Μακεδονία,proper,h)=ge,tw=|,ὁ,article,*kai/sari,Καῖσαρ,proper,perw=n,περάω,verb,kai\,o(/de,ὅδε,pronoun,to\n,*)io/nion,Ἰόνιος,proper,xeimw=nos,ἄγω,verb,καί,conjunction,ὁ,article,χειμών,noun,a)/krou,spei/ras,σπείρω,verb,de\,δέ,particle,pezou=,πεζός,adjective,pentekai/deka,πεντεκαίδεκα,noun,kai\,καί,conjunction,trisxili/ous,τρισχίλιοι,adjective,i(ppe/as,*gabi/nios,,,h)=gen,ἄγω,verb,au)tw=|,αὐτός,pronoun,dia\,διά,preposition,th=s,ὁ,article,*)illuri/dos,Ἰλλυρίς,proper,periodeu/wn,περιοδεύω,verb,to\n,ὁ,article,*)io/nion,Ἰόνιος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἄκρον,noun,ἱππεύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,de\,δέ,particle,*)illurioi\,Ἰλλυριός,proper,fo/bw|,φόβος,noun,tw=n,ὁ,article,ou),οὐ,adverb,pro\,πρό,preposition,pollou=,πολύς,adjective,gegono/twn,γίγνομαι,verb,e)s,εἰς,preposition,*kai/sara,Καῖσαρ,proper,th\n,ὁ,article,ni/khn,νίκη,noun,au)tou=,αὐτός,pronoun,nomi/zontes,νομίζω,verb,o)/leqron,ὄλεθρος,noun,genh/sesqai,γίγνομαι,verb,e(autoi=s,ktei/nousi,κτείνω,verb,pa/nta,πᾶς,adjective,to\n,ὁ,article,u(po\,ὑπό,preposition,tw=|,ὁ,article,*gabini/w|,,,strato\n,στρατός,noun,e)pidramo/ntes,ἐπιτρέχω,verb,ἑαυτοῦ,pronoun,xwri\s,χωρίς,adverb,au)tou=,αὐτός,pronoun,*gabini/ou,,,kai\,καί,conjunction,o)li/gwn,ὀλίγος,adjective,diafugo/ntwn,διαφεύγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)s,εἰς,preposition,xrh/mata,χρῆμα,adjective,to/te,τότε,adverb,ma/lista,μάλιστα,adverb,kai\,καί,conjunction,th\n,ὁ,article,a)/llhn,ἄλλος,adjective,i)sxu\n,ἰσχύς,noun,e)k,ἐκ,preposition,tosw=nde,τοσόσδε,adjective,lafu/rwn,λάφυρα,adjective,e)/sthsan,ἵστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,*kai=sar,Καῖσαρ,proper,h)sxolei=to,ἀσχολέω,verb,me\n,μέν,particle,u(p',ὑπό,preposition,a)na/gkhs,ἀνάγκη,noun,e)s,εἰς,preposition,*pomph/ion,Πομπήιος,proper,kai\,καί,conjunction,*pomphi/ou,Πομπήιος,proper,kaqaireqe/ntos,καθαιρέω,verb,e)s,εἰς,preposition,ta\,ὁ,article,u(po/loipa,ὑπόλοιπος,adjective,th=s,ὁ,article,e)kei/nou,ἐκεῖνος,pronoun,sta/sews,polumerh=,πολυμερής,adverb,geno/mena,γίγνομαι,verb,katasthsa/menos,καθίστημι,verb,de\,δέ,particle,pa/nta,πᾶς,adjective,e)panh=lqen,ἐπανέρχομαι,verb,e)s,εἰς,preposition,*(rw/mhn,,,στάσις,adjective,kai\,καί,conjunction,e)stra/teuen,στρατεύω,verb,e)pi\,ἐπί,preposition,*ge/tas,Γέται,proper,te,τε,particle,kai\,καί,conjunction,*parquai/ous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/deisan,δείδω,verb,ou)=n,οὖν,particle,oi(,ὁ,article,*)illurioi\,Ἰλλυριός,proper,mh\,μή,conjunction,e)n,ἐν,preposition,o(dw=|,ὁδός,adjective,sfi/sin,σφεῖς,pronoun,ou)=sin,εἰμί,verb,e)piqoi=to,ἐπιθέω,verb,kai\,καί,conjunction,pre/sbeis,πρέσβις,noun,pe/myantes,πέμπω,verb,e)s,εἰς,preposition,*(rw/mhn,,,h)/|toun,αἰτέω,verb,te,τε,particle,suggnw/mhn,tw=n,ὁ,article,gegono/twn,γίγνομαι,verb,kai\,καί,conjunction,e)s,εἰς,preposition,fi/lian,,,e(autou\s,ἑαυτοῦ,pronoun,kai\,καί,conjunction,summaxi/an,συμμαχία,noun,συγγνώμη,adjective,e)di/dosan,δίδωμι,verb,w(s,ὡς,conjunction,peri\,περί,preposition,e)/qnous,ἔθνος,adjective,a)lki/mou,ἄλκιμος,adjective,ma/lista,μάλιστα,adverb,semnologou/menoi,σεμνολογέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,e)peigo/menos,ἐπείγω,verb,a)/ra,ἄρος,adjective,e)s,εἰς,preposition,*parquai/ous,,,semno/teron,σεμνός,adjective,o(/mws,ὅμως,conjunction,au)toi=s,αὐτός,pronoun,a)pekri/nato,ἀποκρίνω,verb,fi/lous,φίλος,adjective,me\n,μέν,particle,ou),οὐ,adverb,qh/sesqai,τίθημι,verb,tou\s,ὁ,article,toiau=ta,τοιοῦτος,adjective,dedrako/tas,δράω,verb,suggnw/sesqai,de/,δέ,particle,ei),εἰ,conjunction,fo/rous,φόρος,adjective,u(postai=en,ὑφίστημι,verb,kai\,καί,conjunction,o(/mhra,ὅμηρος,noun,doi=en,δίδωμι,verb,,,,συγγιγνώσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(pisxnoume/nwn,ὑποσχέθω,verb,de\,δέ,particle,e)s,εἰς,preposition,a)mfo/tera,ἀμφότερος,adjective,au)tw=n,αὐτός,pronoun,*ou)ati/nion,,,e)/pemye,πέμπω,verb,su\n,σύν,preposition,stratou=,στρατός,noun,te/lesi,τέλεσις,noun,trisi\,τρεῖς,noun,kai\,καί,conjunction,i(ppeu=si,ἱππεύς,noun,polloi=s,πολύς,adjective,fo/rous,φόρος,adjective,te,τε,particle,o)li/gous,ὀλίγος,adjective,ta/conta,au)toi=s,αὐτός,pronoun,kai\,καί,conjunction,ta\,ὁ,article,o(/mhra,ὅμηρος,noun,lhyo/menon,λαμβάνω,verb,,,,,,,,,,τάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
