word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/37/lemma/@_entry,word/37/lemma/@_POS
e)/ktoqe,,,d',δέ,particle,au)=,αὖ,interjection,bo/qroio,βόθρος,noun,peri/troxon,περίτροχος,adjective,e)stefa/nwsan,στεφανόω,verb,ai(masih/n,αἱμασιά,noun,puka/santes,πυκάζω,verb,e)passute/rois,ἐπασσύτερος,adjective,mula/kessin,o)/fra,ὄφρα,conjunction,ke,ἄν,particle,mh\,μή,conjunction,pela/sas,πελάω,verb,dolero\n,μύλαξ,noun,δολερός,adjective,xa/os,χάος,noun,a)qrh/seie,ἀθρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/,καί,conjunction,r(',ἄρα,particle,o(,ὁ,article,me\n,μέν,particle,u(yikremh\s,ὑψικρεμής,adjective,u(poma/zios,ὑπομάζιος,adjective,a)mno\s,ἀμνός,noun,a)u+tei=,ἀυτέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=,ὁ,article,de/,δέ,particle,te,τε,particle,peinale/hn,πειναλέος,adjective,kradi/hn,καρδία,noun,e)pa/tacen,πατάσσω,verb,i)wh/,ἰωή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maio/menos,μαίομαι,verb,d',δέ,particle,i)/quse,ἰθύω,verb,fi/lon,φίλος,adjective,kexarhme/nos,χαίρω,verb,h)=tor,ἦτορ,noun,i)/xnos,ἴχνος,noun,e)pispe/rxwn,ἐπισπέρχω,verb,blhxh=s,βληχή,noun,h)d',e)/nqa,ἔνθα,adverb,kai\,καί,conjunction,e)/nqa,ἔνθα,adverb,paptai/nwn,παπταίνω,verb,puro/en,ἠδέ,conjunction,πυρόεις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta/xa,τάχα,adjective,d',δέ,particle,h)/luqen,ἔρχομαι,verb,a)/gxi,ἄγχι,adjective,do/loio,δόλος,noun,a)mfi/,ἀμφί,preposition,te,τε,particle,dinei=tai,δινέω,verb,kratero\s,κρατερός,adjective,de/,e(,ἕ,pronoun,limo\s,λιμός,noun,o)ri/nei,ὀρίνω,verb,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)ti/ka,αὐτίκα,adverb,d',δέ,particle,ai(masih\n,αἱμασιά,noun,me\n,μέν,particle,u(pe/rqore,ὑπερθρῴσκω,verb,gastri\,γαστήρ,noun,piqh/sas,πείθω,verb,de/kto,δέχομαι,verb,de/,δέ,particle,min,xa/os,χάος,noun,eu)ru\,εὐρύς,adjective,peristefe/s,περιστεφής,adjective,ou)d',οὐδέ,particle,e)no/hsen,μιν,pronoun,νοέω,verb,w(s,ὡς,conjunction,e)pi\,ἐπί,preposition,busso\n,βυσσός,noun,i(/kanen,ἱκάνω,verb,a)nwi/+stoio,ἄνοιστος,adjective,bere/qrou,βάραθρον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
panto/se,,,dinei=tai,δινέω,verb,de\,δέ,particle,pali/ssutos,παλίσσυτος,adjective,ai)e\n,ἀεί,adverb,o)rou/wn,ὀρούω,verb,o(ppoi=os,ὁποῖος,adjective,peri\,περί,preposition,nu/ssan,νύσσα,noun,a)eqlofo/ros,qoo\s,θοός,adjective,i(/ppos,ἵππος,noun,a)gxo/menos,ἄγχω,verb,pala/mh|si,παλάμη,noun,kai\,ἀθλοφόρος,adjective,καί,conjunction,h(nio/xoio,ἡνίοχος,adjective,xalinw=|,χαλινός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,d',δέ,particle,a)/r',ἄρα,particle,a)po\,ἀπό,preposition,skopih=s,σκοπιά,noun,thlauge/os,τηλαυγής,adverb,a)qrh/santes,ἀθρέω,verb,a)greuth=res,ἀγρευτήρ,noun,o)/rousan,ὀρούω,verb,e)ritmh/toisi,d',δέ,particle,i(ma=si,ἱμάς,noun,dhsa/menoi,δέομαι,verb,kaqia=sin,καθίημι,verb,e)u/+strofa,ἐρίτμητος,adjective,εὔστροφος,adjective,tukta\,τυκτά,adjective,me/laqra,μέλαθρον,noun,o)ptale/on,ὀπταλέος,adjective,ka)kei=se,ἐκεῖσε,adverb,do/lon,δόλος,noun,kru/yantes,κρύπτω,verb,e)dwdh=s,ἐδωδή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)ta\r,ἀτάρ,particle,o(/,ὅς,pronoun,g',γε,particle,e)k,ἐκ,preposition,bo/qroio,βόθρος,noun,dokeu/menos,δοκέω,verb,au)ti/k',αὐτίκα,adverb,a)lu/cein,ἀλύσκω,verb,e)/nqo('e,,,kagxalo/wn,,,,,,,,,,,,,,καγχαλάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
para\,παρά,preposition,d',δέ,particle,ou)ke/ti,οὐκέτι,adverb,no/stos,νόστος,noun,e(/toimos,ἑτοῖμος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(=de,ὧδε,adverb,me\n,μέν,particle,a)mfi\,ἀμφί,preposition,xuth\n,χυτός,adjective,*libu/wn,Λίβυς,proper,poludi/yion,πολυδίψιος,adjective,ai)=an,αἶα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)ta\r,ἀτάρ,particle,e)u+rrei/tao,ἐυρρείτης,noun,par',παρά,preposition,o)/xqais,ὄχθη,noun,*eu)frh/tao,Εὐφρήτης,proper,i(/ppous,ἵππος,noun,me\n,μέν,particle,xaropou\s,χαροπός,adjective,megalh/toras,μεγαλήτωρ,noun,a)rtu/nontai,qh/reion,θήρειος,adjective,poti\,πρός,preposition,mw=lon,μῶλος,noun,,,,,ἀρτύνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,xaropoi\,χαροπός,adjective,gega/asi,γίγνομαι,verb,kraipno/tatoi,κραιπνός,adjective,qei/ein,θέω,verb,kai\,καί,conjunction,a)naide/es,ἀναιδής,adjective,i)=fi,ἶφι,adverb,ma/xesqai,μάχομαι,verb,kai\,mou=noi,μόνος,adjective,tetla=si,,,leo/ntwn,λέων,noun,a)nti/a,ἀντίον,adjective,bruxh/n,καί,conjunction,βρυχή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,d',δέ,particle,a)/lloi,ἄλλος,adjective,treiousi,,,kai\,καί,conjunction,a)gkli/nousin,ἀνακλίνω,verb,o)pwpa/s,ὀπωπή,noun,deimai/nontes,δειμαίνω,verb,a)/naktos,ἄναξ,noun,e(ou=,purilampe/a,πυριλαμπής,adjective,kanqo/n,κανθός,noun,w(\s,ὅς,pronoun,e)fa/mhn,ἐφαμάω,verb,kai\,ἑός,adjective,καί,conjunction,pro/sqen,πρόσθεν,adverb,e)n,ἐν,preposition,i(ppale/oisin,ἱππαλέος,adjective,a)oidai=s,ἀοιδός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pezoi\,πεζός,adjective,d',δέ,particle,e)ktanu/santo,ἐκτανύω,verb,li/noio,λίνος,noun,peri/dromon,περίδρομος,adjective,e(/rkos,ἕρκος,noun,a)/rkuas,ἄρκυς,adjective,a)ssute/rois,,,e)pideima/menoi,ἐπιδέμω,verb,stali/kessi,,,,,,,,,,,,,,στάλιξ,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to/sson,τόσος,adjective,d',δέ,particle,au)=q',αὖθι,adverb,e(ka/terqen,ἑκάτερθε,adverb,e)piprone/neuke,προνέω,verb,kerai/h,κεραία,noun,o(/sson,ὅσος,adjective,e)phmu/ei,ἐπημύω,verb,ke/ras,κέρας,noun,a)rtito/koio,selh/nhs,σελήνη,noun,,,,,,,,,,,ἀρτίτοκος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trissoi\,τρισσός,adjective,d',δέ,particle,au)=,αὖ,interjection,loxo/wsi,λοχάω,verb,li/nwn,λίνοι,noun,e)/pi,ἐπί,preposition,qhrhth=res,θηρατήρ,noun,ei(=s,εἷς,adjective,me/satos,μέσατος,adjective,doioi\,d',δέ,particle,a)/r',ἄρα,particle,e)p',ἐπί,preposition,a)krota/toisi,ἄκρος,adjective,koru/mbois,δοιοί,adjective,κόρυμβος,noun,o(ppo/son,ὁπόσος,adjective,e)k,ἐκ,preposition,mesa/toio,μέσατος,adjective,gegwno/tos,γέγωνα,verb,a)mfote/roisin,ἀμφότερος,adjective,ei)sai/+ein,εἰσαίω,verb,e(ka/terqe,ἑκάτερθε,adverb,diplw=n,διπλόος,adjective,a)kro/ptera,ἀκρόπτερον,noun,fwtw=n,φώς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,d',δέ,particle,a)/lloi,ἄλλος,adjective,sth/santo,ἵστημι,verb,no/mw|,νόμος,noun,pole/moio,πόλεμος,noun,dafoinou=,δαφοινός,adjective,fruktou\s,φρυκτός,adjective,au)stale/ous,αὐσταλέος,adjective,purilampe/as,a)mfi\s,ἀμφίς,adverb,e)/xontes,ἔχω,verb,,,,,,,,πυριλαμπής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ndrw=n,ἀνήρ,noun,d',δέ,particle,au)to\s,αὐτός,pronoun,e(/kastos,ἕκαστος,adjective,e)/xei,ἔχω,verb,sa/kos,σάκκος,noun,e)n,ἐν,preposition,xeri\,χείρ,noun,laih=|,λαιός,noun,'a('spi/dos,e)n,ἐν,preposition,pata/gw|,πάταγος,noun,qhrsi\n,θήρ,noun,me/ga,μέγας,adverb,dei=ma,,,δεῖμα,noun,dafoinoi=s',δαφοινός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deciterh=|,δεξιτερός,adjective,de\,δέ,particle,fe/rei,φέρω,verb,peu/khs,πεύκη,noun,a)/po,ἀπό,preposition,daio/menon,δαίω,verb,pu=r,πῦρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/coxa,ἔξοχος,adjective,ga\r,γάρ,particle,dei/doike,δείδω,verb,puro\s,πῦρ,noun,me/nos,μένος,noun,h)u/+komos,εὔκομος,adjective,li=s,λίς,noun,ou)d',οὐδέ,particle,e)sidei=n,εἰσεῖδον,verb,te/tlhken,a)tarmu/ktoisin,ἀτάρμυκτος,adjective,o)pwpai=s,ὀπωπή,noun,,,,,,,,τλάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,d',δέ,particle,o(po/t',ὁπότε,adverb,a)qrh/swsi,ἀθρέω,verb,leo/ntwn,λέων,noun,a)/lkimon,ἄλκιμος,adjective,h)=tor,ἦτορ,noun,pa/ntes,πᾶς,adjective,o(mw=s,ὁμῶς,adverb,i(pph=es,e)pe/ssuqen,ἐπισεύω,verb,a)mfi\,ἀμφί,preposition,de\,δέ,particle,pezoi\,πεζός,adjective,e(/spontai,ἱππεύς,noun,,,patageu=ntes,παταγέω,verb,a)u+th\,ἀυτή,noun,d',δέ,particle,ai)qe/r',αἰθήρ,noun,i(ka/nei,ἱκάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qh=res,θήρ,noun,d',δέ,particle,ou),οὐ,adverb,mi/mnousin,μίμνω,verb,e)pistrofa/dhn,ἐπιστροφάδην,adverb,de\,δέ,particle,ne/ontai,νέομαι,verb,qumo\n,θυμός,noun,o)da\c,ὀδάξ,adverb,pri/ontes,a)mune/men,ἀμύνω,verb,ou)k,οὐ,adverb,e)qe/lontes,ἐθέλω,verb,,,,,πρίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,d',δέ,particle,i)xqu=s,ἰχθύς,noun,a)na\,ἀνά,preposition,nu/kta,νύξ,adjective,dolo/frones,δολόφρων,adverb,a)spalih=es,ἀσπαλιεύς,noun,pro\s,πρός,preposition,bo/lon,βόλος,noun,i)qu/nousi,qoai=s,θοός,adjective,a)ka/toisi,ἄκατος,noun,fe/rontes,φέρω,verb,lampome/nas,λάμπω,verb,dai/+das,ἰθύνω,verb,δαίς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi\,σύ,pronoun,de\,δέ,particle,trei/ousin,,,i)do/ntes,εἶδον,verb,e)/llopes,ἔλλοψ,noun,ou)de\,οὐδέ,particle,me/nousin,μένω,verb,e(lissome/nhn,ἑλίσσω,verb,a)marugh/n,ἀμαρυγή,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(\s,ὅς,pronoun,kai\,καί,conjunction,qh=res,θήρ,noun,a)/naktes,ἄναξ,noun,e)pimu/ousin,ἐπιμύω,verb,o)pwpa/s,ὀπωπή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to/te,τότε,adverb,deidio/tes,δείδω,verb,ktu/pon,κτύπος,noun,a)ndrw=n,ἀνήρ,noun,kai\,καί,conjunction,flo/ga,φλόξ,noun,pursw=n,πυρσός,noun,au)to/matoi,αὐτόματος,adjective,plekth=|si,li/nwn,λίνον,adjective,lago/nessi,λαγών,noun,pe/lassan,πελάζω,verb,,,,,πλεκτή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/sti,εἰμί,verb,de/,δέ,particle,tis,τις,pronoun,qh/rhs,θήρα,noun,tri/tatos,τρίτατος,adjective,no/mos,νόμος,noun,*ai)qioph/wn,Αἰθίοψ,proper,a)ka/matos,ἀκάματος,adverb,me/ga,μέγας,adverb,qau=ma,,,,,,,,,,,,,,θαῦμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,d',δέ,particle,a)ne/res,ἀνήρ,noun,a)lkh/entes,ἀλκήεις,adjective,*ai)/qopes,αἶθοψ,adjective,h)nore/h|,ἠνορέα,noun,pi/sunoi,πίσυνος,adjective,pi/sures,τέσσαρες,noun,tele/ousi,τέλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plekta\,πλεκτός,adjective,sa/kh,σάκας,noun,teu/xousin,τεύχω,verb,e)u+stre/ptoisi,εὔστρεπτος,adjective,lu/goisi,λύγος,noun,kartera\,καρτερός,adjective,kai\,καί,conjunction,pleurh=|si,πλευρά,noun,peri/droma,περίδρομος,adjective,ka\d,de\,δέ,particle,boei/as,βοείη,noun,a)zale/as,ἀζαλέος,adjective,tanu/ousin,τανύω,verb,e)p',κατά,preposition,ἐπί,preposition,a)spi/sin,ἀσπίς,noun,o)mfaloe/ssais,ὀμφαλόεις,adjective,a)/lkar,ἄλκαρ,noun,e)/men,εἰμί,verb,t',τε,particle,o)nu/xwn,ὄνυξ,noun,briarw=n,βριαρός,adjective,genu/wn,γένυς,noun,te,τε,particle,dafoinw=n,δαφοινός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)toi\,αὐτός,pronoun,d',δέ,particle,oi)o\s,ὄις,noun,a)/wta,ἄωτον,noun,pro/pan,πρόπας,adjective,de/mas,δέμας,noun,a)mfie/santo,ἀμφιάζω,verb,sfigca/menoi,σφίγγω,verb,kaqu/perqen,καθύπερθε,adverb,e)passute/rois,telamw=si,τελαμών,noun,,,,,,,,,,,ἐπασσύτερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
