word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/48/lemma/@_entry,word/48/lemma/@_POS,word/60/lemma/@_entry,word/60/lemma/@_POS
tou/twn,οὗτος,pronoun,e(/kaston,ἕκαστος,adjective,chro\n,ξηρός,adjective,tri/yas,τρίβω,verb,w(s,ὡς,conjunction,leio/taton,λεῖος,adjective,e)/peita,ἔπειτα,adverb,mi/cas,μίγνυμι,verb,tri/bein,τρίβω,verb,e)n,ἐν,preposition,h(li/w|,ἥλιος,noun,w(s,ὡς,conjunction,qermota/tw|,θερμός,adjective,paraxe/wn,παραχέω,verb,xulo\n,χυλός,noun,o)/mfakos,ὄμφαξ,noun,e(/ws,ἕως,conjunction,a)/n,ἄν,particle,i)cw=des,ἰξώδης,adverb,ge/nhtai,γίγνομαι,verb,e)pi\,ἐπί,preposition,trei=s,τρέω,verb,h(me/ras,ἡμέρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peita,ἔπειτα,adverb,oi)/nw|,οἶνον,noun,au)sthrw=|,αὐστηρός,adjective,me/lani,μέλας,adjective,eu)w/dei+,εὐώδης,adverb,paraxe/wn,παραχέω,verb,kat',κατά,preposition,o)li/gon,ὀλίγος,adjective,di/esqai,δίεμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,oi)/nw|,οἶνον,noun,gluke/i/+,γλυκύς,adjective,e(/yein,ἕψω,verb,leukw=|,λευκός,adjective,pri/nou,πρῖνος,noun,*ri/zas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)peida\n,ἐπειδάν,conjunction,de\,δέ,particle,doke/h|,δοκέω,verb,kalw=s,καλός,noun,e)/xein,ἔχω,verb,a)poxe/as,ἀποχέω,verb,tou=,ὁ,article,oi)/nou,οἶνον,noun,du/o,δύο,adjective,moi/ras,μοῖρα,adjective,poih=sai,ποιέω,verb,tou=de,ὅδε,pronoun,kai\,καί,conjunction,a)mo/rghs,ἄμοργις,noun,e)lai/ou,ἔλαιον,noun,w(s,ὡς,conjunction,a)nudrota/tou,ἄνυδρος,adjective,moi=ran,μοῖρα,adjective,mi/an,εἷς,adjective,e)/peita,ἔπειτα,adverb,e(/yein,ἕψω,verb,a)nakine/wn,ἀνακινέω,verb,w(s,ὡς,conjunction,mh\,μή,conjunction,frugh=|,φρύγω,verb,malqakw=|,μαλθακός,adjective,puri\,πῦρ,noun,e(/ws,ἕως,conjunction,a)\n,ἄν,particle,doke/h|,δοκέω,verb,tou=,ὁ,article,pa/xeos,πάχος,adjective,kalw=s,καλός,noun,e)/xein,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,me\n,μέν,particle,a)/lla,ἄλλος,adjective,ta\,ὁ,article,au)ta/,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nti\,ἀντί,preposition,de\,δέ,particle,tou=,ὁ,article,oi)/nou,οἶνον,noun,o)/cos,ὄξος,noun,w(s,ὡς,conjunction,o)cu/taton,ὀξύς,adjective,e)/stw,εἰμί,verb,leuko/n,λευκός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)mba/yai,ἐμβάπτω,verb,de\,δέ,particle,e)s,εἰς,preposition,au)to\,αὐτός,pronoun,ei)/ria,ἔριον,noun,w(s,ὡς,conjunction,oi)supw/dea,οἰσυπώδης,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)/peita,ἔπειτα,adverb,deu/sas,δέω,verb,th=,τῆ,verb,a)mo/rgh|,ἄμοργις,noun,e(/yein,ἕψω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,o)po\n,ὀπός,noun,e)rineou=,ἐρινεόν,noun,cugxe/ai,συγχέω,verb,kai\,καί,conjunction,stupthri/hn,στυπτηρία,noun,mhlei/hn,μήλειος,adjective,kai\,καί,conjunction,ni/tron,νίτρον,noun,kai\,καί,conjunction,a)/nqos,ἄνθος,adjective,xalkou=,χαλκός,noun,mi=cai,μίγνυμι,verb,o)pta\,ὀπτός,adjective,a)mfo/tera,ἀμφότερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=to,οὗτος,pronoun,ma=llon,μᾶλλον,adverb,tou=,ὁ,article,prote/rou,πρότερος,adjective,kaqai/rei,καθαίρω,verb,ta\,ὁ,article,e(/lkea,ἕλκος,noun,chrai/nei,ξηραίνω,verb,de\,δέ,particle,to\,ὁ,article,pro/teron,πρότερος,adjective,ou)x,οὐ,adverb,h(=sson,ἥσσων,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,ei)/ria,ἔριον,noun,ba/yai,βάπτω,verb,w(s,ὡς,conjunction,e)n,ἐν,preposition,o)ligi/stw|,ὀλίγιστος,adjective,u(/dati,ὕδωρ,noun,e)/peita,ἔπειτα,adverb,oi)=non,οἶνον,noun,cugxe/as,συγχέω,verb,me/ros,μέρος,noun,tri/ton,τρίτος,adjective,e(/yein,ἕψω,verb,e(/ws,ἕως,conjunction,a)\n,ἄν,particle,kalw=s,καλός,noun,e)/xh|,ἔχω,verb,to\,ὁ,article,pa/xos,πάχος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po\,ἀπό,preposition,tw=nde,ὅδε,pronoun,diapui/+skesqai,,,e)ce/stai,ἔξεστι,verb,ta\,ὁ,article,neo/trwta,νεότρωτος,adjective,ta/xista,τάχιστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/ron,ἄρον,noun,chro\n,ξηρός,adjective,e)pipa/ssein,ἐπιπάσσω,verb,kai\,καί,conjunction,ste/llein,στέλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kra/dhs,κράδη,adjective,e)n,ἐν,preposition,o)pw=|,ὀπός,noun,floio\n,φλοιός,noun,xlwro\n,χλωρός,adjective,tri/bwn,τρίβω,verb,e)n,ἐν,preposition,oi)/nw|,οἶνον,noun,e)nste/llein,ἐνστέλλω,verb,kai\,καί,conjunction,a)/neu,ἄνευ,preposition,oi)/nou,οἶνον,noun,au)to\n,αὐτός,pronoun,kai\,καί,conjunction,cu\n,σύν,preposition,me/liti,μέλι,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)/cos,ὄξος,noun,e)nafeyw=n,ἀφεψάω,verb,lwtou=,λωτός,adjective,torneu/mata,τόρνευμα,noun,e)/stw,εἰμί,verb,de\,δέ,particle,leuko\n,λευκός,adjective,to\,ὁ,article,o)/cos,ὄξος,noun,ka)/peita,ἔπειτα,adverb,mi=cai,μίγνυμι,verb,a)mo/rghn,ἀμόργη,noun,e)laie/wn,ἐλαία,noun,kai\,καί,conjunction,o)r)*ro\n,,,pi/sshs,πίσσα,noun,tou=to,οὗτος,pronoun,w)mo/n,ὠμός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)palei/fein,ἐπαλείφω,verb,kai\,καί,conjunction,katasta/zein,καταστάζω,verb,kai\,καί,conjunction,e)pidei=n,ἐπεῖδον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chra\,ξηρός,adjective,a)potre/pei,ἀποτρέπω,verb,ta\,ὁ,article,neo/trwta,νεότρωτος,adjective,diapui/+skesqai,,,h)\,ἠέ,conjunction,o)/cei,ὄξος,noun,a)poni/yas,ἀπονίζω,verb,h)\,ἠέ,conjunction,oi)/nw|,οἶνον,noun,a)pospoggi/sas,ἀποσπογγίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,mo/libon,μόλιβος,noun,to\n,ὁ,article,lei=on,λείων,adjective,cu\n,σύν,preposition,th=|,ὁ,article,spodw=|,σποδός,noun,th=|,ὁ,article,kupri/h|,κύπριος,adjective,leanqe/nta,,,e)pipa/ssein,ἐπιπάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tou=,ὁ,article,lwtou=,λωτός,adjective,ta\,ὁ,article,i)xquh/mata,ἰχθυήματα,noun,e)pipa/ssein,ἐπιπάσσω,verb,kai\,καί,conjunction,th\n,ὁ,article,lepi/da,λεπίς,noun,tou=,ὁ,article,xalkou=,χαλκός,noun,kai\,καί,conjunction,th\n,ὁ,article,stupthri/hn,στυπτηρία,noun,kai\,καί,conjunction,th\n,ὁ,article,xalki=tin,,,meta\,μετά,preposition,tou=,ὁ,article,xalkou=,χαλκός,noun,kai\,καί,conjunction,mo/nhn,μόνος,adjective,kai\,καί,conjunction,meta\,μετά,preposition,tw=n,ὁ,article,tou=,ὁ,article,lwtou=,λωτός,adjective,i)xquhma/twn,ἰχθυήματα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,a)/llws,ἄλλως,adverb,o(/tan,ὅταν,conjunction,de/htai,δέομαι,verb,chroi=si,ξηρός,adjective,toi=si,τίς,pronoun,toiou/toisi,τοιοῦτος,adjective,xre/esqai,χράομαι,verb,kai\,καί,conjunction,th=|,ὁ,article,spodw=|,σποδός,noun,th=|,ὁ,article,i)lluriw/tidi,,,lei/h|,λεία,noun,meta\,μετά,preposition,tw=n,ὁ,article,i)xquhma/twn,ἰχθυήματα,noun,kai\,καί,conjunction,au)toi=si,αὐτός,pronoun,mo/noisin,μόνος,adjective,i)xquh/masi,ἰχθυήματα,noun,kai\,καί,conjunction,a)/nqei,ἄνθος,adjective,a)rgu/rou,ἄργυρος,noun,mo/nw|,μόνος,adjective,w(s,ὡς,conjunction,leiota/tw|,λεῖος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,th\n,ὁ,article,a)ristoloxi/hn,,,cu/wn,ξύω,verb,te,τε,particle,kai\,καί,conjunction,tri/bwn,τρίβω,verb,lei/hn,λεία,noun,e)pipa/ssein,ἐπιπάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(/teron,ἕτερος,adjective,e)/naimon,ἔναιμος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smu/rna,σμύρνα,noun,libanwto\s,λιβανωτός,noun,khki\s,κηκίς,adjective,i)o\s,ἰός,adjective,a)/nqos,ἄνθος,adjective,xalkou=,χαλκός,noun,o)pto\n,ὀπτός,adjective,stupthri/h,στυπτηρία,noun,ai)gupti/h,αἰγυπτία,noun,o)pth\,ὀπτός,adjective,oi)na/nqh,οἰνάνθη,noun,oi)supi/des,οἰσυπίς,noun,molu/bdaina,μολύβδαινα,noun,tou/twn,οὗτος,pronoun,i)/son,ἴσος,adjective,e(ka/stou,ἕκαστος,adjective,h(,ὁ,article,di/esis,δίεσις,noun,oi)/nw|,οἶνον,noun,w(/sper,ὥσπερ,adverb,to\,ὁ,article,pro/teron,πρότερος,adjective,kai\,καί,conjunction,a)/llh,ἄλλος,adjective,e)rgasi/h,ἐργασία,noun,kata\,κατά,preposition,ta\,ὁ,article,au)ta/,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)/ocos,ὄξος,noun,w(s,ὡς,conjunction,o)cu/taton,ὀξύς,adjective,leuko\n,λευκός,adjective,me/li,μέλι,noun,stupthri/hn,στυπτηρία,noun,ai)gupti/hn,αἰγυπτία,noun,ni/tron,νίτρον,noun,w(s,ὡς,conjunction,a)/riston,ἄριστος,adjective,h(ou/xws,,,fru/cas,φρύγω,verb,xolh=|s,,,o)li/gon,ὀλίγος,adjective,sune/yei,συνέπομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
