word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/57/lemma/@_entry,word/57/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form
ou(=tos,οὗτος,pronoun,h)ga/geto,ἄγω,verb,pro\s,πρός,preposition,ga/mon,γάμος,adjective,qugate/ra,θυγάτηρ,adjective,*)iwna/qou,,,a)rxiere/ws,ἀρχιερεύς,adjective,tou=,ὁ,article,prw/tou,πρότερος,adjective,e)k,ἐκ,preposition,tw=n,ὁ,article,*)asamwnai/ou,,,pai/dwn,παῖς,adjective,ge/nous,γένος,noun,a)rxierateu/santos,ἀρχιερατεύω,verb,tou=,ὁ,article,a)delfou=,ἀδελφός,adjective,*si/mwnos,Σίμων,proper,ta)rxiere/ws,ἀρχιερεύς,adjective,kai\,καί,conjunction,gi/netai,γίγνομαι,verb,pai=s,πᾶς,adjective,au)tw=|,αὐτός,pronoun,*matqi/as,,,o(,ὁ,article,*kurto\s,κυρτός,adjective,e)piklhqei\s,ἐπικαλέω,verb,a)/rxontos,ἄρχω,verb,*(urkanou=,Ὑρκανός,proper,to\n,ὁ,article,prw=ton,πρότερος,adjective,e)niauto/n,ἐνιαυτός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/tou,οὗτος,pronoun,gi/netai,γίγνομαι,verb,*)iw/shpos,Ἰώσηπος,proper,e)na/tw|,ἔνατος,adjective,e)/tei,ἔτος,noun,th=s,ὁ,article,*)aleca/ndras,Ἀλεξάνδρη,proper,a)rxh=s,ἀρχή,noun,kai\,καί,conjunction,*)iwsh/pou,Ἰώσηπος,proper,*matqi/as,,,basileu/ontos,βασιλεύω,verb,*)arxela/ou,Ἀρχέλαος,proper,to\,ὁ,article,de/katon,δέκατος,adjective,*matqi/a,,,de\,δέ,particle,e)gw\,ἐγώ,pronoun,tw=|,ὁ,article,prw/tw|,πρότερος,adjective,th=s,ὁ,article,*gai/+ou,Γαῗος,proper,*kai/saros,Καῖσαρ,proper,h(gemoni/as,ἡγεμονία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)moi\,ἐγώ,pronoun,de\,δέ,particle,pai=de/s,παῖς,adjective,ei)sin,εἰμί,verb,trei=s,τρέω,verb,*(urkano\s,Ὑρκανός,proper,me\n,μέν,particle,o(,ὁ,article,presbu/tatos,πρέσβυς,noun,e)/tei,ἔτος,noun,teta/rtw|,τέταρτος,adjective,th=s,ὁ,article,*ou)espasianou=,,,*kai/saros,Καῖσαρ,proper,h(gemoni/as,ἡγεμονία,noun,e(bdo/mw|,ἕβδομος,adjective,de\,δέ,particle,*)iou=stos,,,e)na/tw|,ἔνατος,adjective,de\,δέ,particle,*)agri/ppas,Ἀγρίππας,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th\n,ὁ,article,me\n,μέν,particle,tou=,ὁ,article,ge/nous,γένος,noun,h(mw=n,ἐγώ,pronoun,diadoxh/n,διαδοχή,noun,w(s,ὡς,conjunction,e)n,ἐν,preposition,tai=s,ὁ,article,dhmosi/ais,δημόσιος,adjective,de/ltois,δέλτος,adjective,a)nagegramme/nhn,ἀναγράφω,verb,eu(=ron,εὑρίσκω,verb,ou(/tws,οὕτως,adverb,parati/qemai,παρατίθημι,verb,toi=s,ὁ,article,diaba/llein,διαβάλλω,verb,h(ma=s,ἐγώ,pronoun,peirwme/nois,πειράω,verb,xai/rein,χαίρω,verb,fra/sas,φράζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(o,ὁ,article,path\r,πατήρ,noun,de/,δέ,particle,mou,ἐγώ,pronoun,*matqi/as,,,ou),οὐ,adverb,dia\,διά,preposition,mo/nhn,μόνος,adjective,th\n,ὁ,article,eu)ge/neian,εὐγένεια,noun,e)pi/shmos,ἐπίσημος,adjective,h)=n,εἰμί,verb,a)lla\,ἀλλά,adverb,ple/on,πλέος,adjective,dia\,διά,preposition,th\n,ὁ,article,dikaiosu/nhn,δικαιοσύνη,noun,e)ph|nei=to,ἐπαινέω,verb,gnwrimw/tatos,γνώριμος,adjective,w)\n,εἰμί,verb,e)n,ἐν,preposition,th=|,ὁ,article,megi/sth|,μέγας,adverb,po/lei,πόλις,adjective,tw=n,ὁ,article,par',παρά,preposition,h(mi=n,ἐγώ,pronoun,toi=s,ὁ,article,*(ierosolumi/tais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,de\,δέ,particle,sumpaideuo/menos,συμπαιδεύω,verb,a)delfw=|,ἀδελφός,adjective,*matqi/a|,,,tou)/noma,ὄνομα,adjective,gego/nei,γίγνομαι,verb,ga/r,γάρ,particle,moi,ἐγώ,pronoun,gnh/sios,γνήσιος,adjective,e)c,ἐκ,preposition,a)mfoi=n,ἄμφω,noun,tw=n,ὁ,article,gone/wn,γονεύς,noun,ei)s,εἰς,preposition,mega/lhn,μέγας,adverb,paidei/as,παιδεία,noun,prou/kopton,προκόπτω,verb,e)pi/dosin,ἐπίδοσις,noun,mnh/mh|,μνήμη,noun,te,τε,particle,kai\,καί,conjunction,sune/sei,σύνεσις,noun,dokw=n,δοκάζω,verb,diafe/rein,διαφέρω,verb,e)/ti,ἔτι,adverb,d',δέ,particle,a)nti/pais,ἀντίπαις,noun,w)\n,εἰμί,verb,peri\,περί,preposition,tessareskaide/katon,τεσσαρεσκαιδέκατος,adjective,e)/tos,ἔτος,noun,dia\,διά,preposition,to\,ὁ,article,filogra/mmaton,φιλογράμματος,adjective,u(po\,ὑπό,preposition,pa/ntwn,πᾶς,adjective,e)ph|nou/mhn,ἐπαινέω,verb,sunio/ntwn,σύνειμι,verb,a)ei\,ἀεί,adverb,tw=n,ὁ,article,a)rxiere/wn,ἀρχιέρεως,noun,kai\,καί,conjunction,tw=n,ὁ,article,th=s,ὁ,article,po/lews,πόλις,adjective,prw/twn,πρότερος,adjective,u(pe\r,ὑπέρ,preposition,tou=,ὁ,article,par',παρά,preposition,e)mou=,ἐγώ,pronoun,peri\,περί,preposition,tw=n,ὁ,article,nomi/mwn,νόμιμος,adjective,a)kribe/stero/n,ἀκριβής,adjective,ti,τις,pronoun,gnw=nai,γιγνώσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peri\,περί,preposition,de\,δέ,particle,e(kkai/deka,ἑκκαίδεκα,noun,e)/th,ἔτης,noun,geno/menos,γίγνομαι,verb,e)boulh/qhn,βούλομαι,verb,tw=n,ὁ,article,par',παρά,preposition,h(mi=n,ἐγώ,pronoun,ai(re/sewn,αἵρεσις,noun,e)mpeiri/an,ἐμπειρία,noun,labei=n,λαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trei=s,τρέω,verb,d',δέ,particle,ei)si\n,εἰμί,verb,au(=tai,οὗτος,pronoun,*farisai/wn,Φαρισαῖος,proper,me\n,μέν,particle,h(,ὁ,article,prw/th,πρότερος,adjective,kai\,καί,conjunction,*saddoukai/wn,Σαδδουκαῖοι,proper,h(,ὁ,article,deute/ra,δεύτερος,adjective,tri/th,τρίτος,adjective,d',δέ,particle,*)esshnw=n,,,kaqw\s,καθώς,adverb,polla/kis,πολλάκις,adverb,ei)/pomen,εἶπον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tws,οὕτως,adverb,ga\r,γάρ,particle,w)/|mhn,οἴομαι,verb,ai(rh/sesqai,αἱρέω,verb,th\n,ὁ,article,a)ri/sthn,ἄριστος,adjective,ei),εἰ,conjunction,pa/sas,πᾶς,adjective,katama/qoimi,καταμανθάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sklhragwgh/sas,σκληραγωγέω,verb,ou)=n,οὖν,particle,e)mauto\n,ἐμαυτοῦ,pronoun,kai\,καί,conjunction,polla\,πολύς,adjective,ponhqei\s,πονέομαι,verb,ta\s,ὁ,article,trei=s,τρέω,verb,dih=lqon,διέρχομαι,verb,kai\,καί,conjunction,mhde\,μηδέ,particle,th\n,ὁ,article,e)nteu=qen,ἐντεῦθεν,adverb,e)mpeiri/an,ἐμπειρία,noun,i(kanh\n,ἱκανός,adjective,e)mautw=|,ἐμαυτοῦ,pronoun,nomi/sas,νομίζω,verb,ei)=nai,εἰμί,verb,puqo/meno/s,πύθω,verb,tina,τις,pronoun,*ba/nnoun,,,o)/noma,ὄνομα,adjective,kata\,κατά,preposition,th\n,ὁ,article,e)rhmi/an,ἐρημία,noun,diatri/bein,διατρίβω,verb,e)sqh=ti,ἐσθής,noun,me\n,μέν,particle,a)po\,ἀπό,preposition,de/ndrwn,δένδρον,adjective,xrw/menon,χράομαι,verb,trofh\n,τροφή,noun,de\,δέ,particle,th\n,ὁ,article,au)toma/tws,αὐτόματος,adjective,fuome/nhn,φύω,verb,prosfero/menon,προσφέρω,verb,yuxrw=|,ψυχρός,adjective,de\,δέ,particle,u(/dati,ὕδωρ,noun,th\n,ὁ,article,h(me/ran,ἡμέρα,noun,kai\,καί,conjunction,th\n,ὁ,article,nu/kta,νύξ,adjective,polla/kis,πολλάκις,adverb,louo/menon,λούω,verb,pro\s,πρός,preposition,a(gnei/an,ἁγνεία,noun,zhlwth\s,ζηλωτής,noun,e)geno/mhn,γίγνομαι,verb,au)tou=,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,diatri/yas,διατρίβω,verb,par',παρά,preposition,au)tw=|,αὐτός,pronoun,e)niautou\s,ἐνιαυτός,noun,trei=s,τρέω,verb,kai\,καί,conjunction,th\n,ὁ,article,e)piqumi/an,ἐπιθυμία,noun,teleiw/sas,τελειόω,verb,ei)s,εἰς,preposition,th\n,ὁ,article,po/lin,πόλις,adjective,u(pe/strefon,ὑποστρέφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)nneakaide/katon,ἐννεακαιδέκατος,adjective,d',δέ,particle,e)/tos,ἔτος,noun,e)/xwn,ἔχω,verb,h)rca/mhn,ἄρχω,verb,te,τε,particle,politeu/esqai,πολιτεύω,verb,th=|,ὁ,article,*farisai/wn,Φαρισαῖος,proper,ai(re/sei,αἵρεσις,noun,katakolouqw=n,κατακολουθέω,verb,h(\,ὅς,pronoun,paraplh/sio/s,παραπλήσιος,adjective,e)sti,εἰμί,verb,th=|,ὁ,article,par',παρά,preposition,*(/ellhsin,Ἕλλην,proper,*stwi+kh=|,στωικός,adjective,legome/nh|,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*met',μετά,preposition,ei)kosto\n,εἰκοστός,adjective,de\,δέ,particle,kai\,καί,conjunction,e(/kton,ἕκτος,adjective,e)niauto\n,ἐνιαυτός,noun,ei)s,εἰς,preposition,*(rw/mhn,,,moi,ἐγώ,pronoun,sune/pesen,συμπίτνω,verb,a)nabh=nai,ἀνάπτω,verb,dia\,διά,preposition,th\n,ὁ,article,lexqhsome/nhn,λέγω,verb,ai)ti/an,αἰτία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kaq',κατά,preposition,o(\n,ὅς,pronoun,xro/non,χρόνος,noun,*fh=lic,,,th=s,ὁ,article,*)ioudai/as,Ἰουδαῖος,proper,e)petro/peuen,ἐπιτροπεύω,verb,i(erei=s,ἱερεύς,adjective,tinas,τις,pronoun,sunh/qeis,συνήθης,adverb,e)moi\,ἐγώ,pronoun,kalou\s,καλός,noun,ka)gaqou\s,ἀγαθός,adjective,dia\,διά,preposition,mikra\n,μικρός,adjective,kai\,καί,conjunction,th\n,ὁ,article,tuxou=san,τυγχάνω,verb,ai)ti/an,αἰτία,noun,dh/sas,δέω,verb,ei)s,εἰς,preposition,th\n,ὁ,article,*(rw/mhn,,,e)/pemye,πέμπω,verb,lo/gon,λόγος,noun,u(fe/contas,ὑπέχω,verb,tw=|,ὁ,article,*kai/sari,Καῖσαρ,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(=s,ὅς,pronoun,e)gw\,ἐγώ,pronoun,po/ron,πόρος,noun,eu(re/sqai,εὑρίσκω,verb,boulo/menos,βούλομαι,verb,swthri/as,σωτηρία,noun,ma/lista,μάλιστα,adverb,de\,δέ,particle,puqo/menos,πύθω,verb,o(/ti,ὅστις,pronoun,kai/per,καίπερ,particle,e)n,ἐν,preposition,kakoi=s,κακός,adjective,o)/ntes,εἰμί,verb,ou)k,οὐ,adverb,e)pela/qonto,ἐπιλανθάνομαι,verb,th=s,ὁ,article,ei)s,εἰς,preposition,to\,ὁ,article,qei=on,θεῖος,adjective,eu)sebei/as,εὐσέβεια,noun,diatre/fointo,διατρέφω,verb,de\,δέ,particle,su/kois,σῦκον,noun,kai\,καί,conjunction,karu/ois,κάρυον,noun,a)fiko/mhn,ἀφικνέομαι,verb,ei)s,εἰς,preposition,th\n,ὁ,article,*(rw/mhn,,,polla\,πολύς,adjective,kinduneu/sas,κινδυνεύω,verb,kata\,κατά,preposition,qa/lassan,θάλασσα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baptisqe/ntos,βαπτίζω,verb,ga\r,γάρ,particle,h(mw=n,ἐγώ,pronoun,tou=,ὁ,article,ploi/ou,πλοῖον,noun,kata\,κατά,preposition,me/son,μέσος,adjective,to\n,ὁ,article,*)adri/an,Ἀδρίας,proper,peri\,περί,preposition,e(cakosi/ous,ἑξακόσιοι,adjective,to\n,ὁ,article,a)riqmo\n,ἀριθμός,adjective,o)/ntes,εἰμί,verb,di',διά,preposition,o(/lhs,ὅλος,adjective,th=s,ὁ,article,nukto\s,νύξ,adjective,e)nhca/meqa,ἐνάγω,verb,kai\,καί,conjunction,peri\,περί,preposition,a)rxome/nhn,ἄρχω,verb,h(me/ran,ἡμέρα,noun,e)pifane/ntos,ἐπιφαίνω,verb,h(mi=n,ἐγώ,pronoun,kata\,κατά,preposition,qeou=,θεός,noun,pro/noian,πρόνοια,noun,*kurhnai+kou=,Κυρηναικός,adjective,ploi/ou,πλοῖον,noun,fqa/santes,φθάνω,verb,tou\s,ὁ,article,a)/llous,ἄλλος,adjective,e)gw/,ἐγώ,pronoun,te,τε,particle,kai/,καί,conjunction,tines,τις,pronoun,e(/teroi,ἕτερος,adjective,peri\,περί,preposition,o)gdoh/konta,ὀγδοήκοντα,noun,su/mpantes,σύμπας,adjective,a)nelh/fqhmen,ἀναλαμβάνω,verb,ei)s,εἰς,preposition,to\,ὁ,article,ploi=on,πλοῖον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaswqei\s,διασῴζω,verb,d',δέ,particle,ei)s,εἰς,preposition,th\n,ὁ,article,*dikaia/rxeian,,,h(\n,ὅς,pronoun,*potio/lous,,,*)italoi\,Ἰταλός,proper,kalou=sin,καλέω,verb,dia\,διά,preposition,fili/as,φιλία,noun,a)fiko/mhn,ἀφικνέομαι,verb,*(alitu/rw|,ἁλίτυρος,noun,mimolo/gos,μιμολόγος,noun,d',δέ,particle,h)=n,εἰμί,verb,ou(=tos,οὗτος,pronoun,ma/lista,μάλιστα,adverb,tw=|,ὁ,article,*ne/rwni,,,kataqu/mios,καταθύμιος,adjective,*)ioudai=os,Ἰουδαῖος,proper,to\,ὁ,article,ge/nos,γένος,noun,kai\,καί,conjunction,di',διά,preposition,au)tou=,αὐτός,pronoun,*poppai/a|,,,th=|,ὁ,article,tou=,ὁ,article,*kai/saros,Καῖσαρ,proper,gunaiki\,γυνή,noun,gnwsqei\s,γιγνώσκω,verb,pronow=,προνοέω,verb,w(s,ὡς,conjunction,ta/xista,τάχιστος,adjective,parakale/sas,παρακαλέω,verb,au)th\n,αὐτός,pronoun,tou\s,ὁ,article,i(erei=s,ἱερεύς,adjective,luqh=nai,λύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mega/lwn,μέγας,adverb,de\,δέ,particle,dwrew=n,δωρεά,noun,pro\s,πρός,preposition,th=|,ὁ,article,eu)ergesi/a|,εὐεργεσία,noun,tau/th|,οὗτος,pronoun,tuxw\n,τυγχάνω,verb,para\,παρά,preposition,th=s,ὁ,article,*poppai/as,,,u(pe/strefon,ὑποστρέφω,verb,e)pi\,ἐπί,preposition,th\n,ὁ,article,oi)kei/an,οἰκεῖος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*katalamba/nw,καταλαμβάνω,verb,d',δέ,particle,h)/dh,ἤδη,adverb,newterismw=n,νεωτερισμός,noun,a)rxa\s,ἀρχή,noun,kai\,καί,conjunction,pollou\s,πολύς,adjective,e)pi\,ἐπί,preposition,th=|,ὁ,article,*(rwmai/wn,,,a)posta/sei,ἀπόστασις,noun,me/ga,μέγας,adverb,fronou=ntas,φρονέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
