word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/3/lemma/@_entry,word/3/lemma/@_POS,word/5/lemma/@_entry,word/5/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/119/@_form,word/119/lemma/@_entry,word/119/lemma/@_POS,word/120/@_form,word/120/lemma/@_entry,word/120/lemma/@_POS,word/121/@_form,word/121/lemma/@_entry,word/121/lemma/@_POS,word/122/@_form,word/122/lemma/@_entry,word/122/lemma/@_POS,word/123/@_form,word/123/lemma/@_entry,word/123/lemma/@_POS,word/124/@_form,word/124/lemma/@_entry,word/124/lemma/@_POS,word/125/@_form,word/125/lemma/@_entry,word/125/lemma/@_POS,word/126/@_form,word/126/lemma/@_entry,word/126/lemma/@_POS,word/127/@_form,word/127/lemma/@_entry,word/127/lemma/@_POS,word/128/@_form,word/128/lemma/@_entry,word/128/lemma/@_POS,word/129/@_form,word/129/lemma/@_entry,word/129/lemma/@_POS,word/130/@_form,word/130/lemma/@_entry,word/130/lemma/@_POS,word/131/@_form,word/131/lemma/@_entry,word/131/lemma/@_POS,word/132/@_form,word/132/lemma/@_entry,word/132/lemma/@_POS,word/133/@_form,word/133/lemma/@_entry,word/133/lemma/@_POS,word/134/@_form,word/134/lemma/@_entry,word/134/lemma/@_POS,word/135/@_form,word/135/lemma/@_entry,word/135/lemma/@_POS,word/136/@_form,word/136/lemma/@_entry,word/136/lemma/@_POS,word/137/@_form,word/137/lemma/@_entry,word/137/lemma/@_POS,word/138/@_form,word/138/lemma/@_entry,word/138/lemma/@_POS,word/139/@_form,word/139/lemma/@_entry,word/139/lemma/@_POS,word/140/@_form,word/140/lemma/@_entry,word/140/lemma/@_POS,word/141/@_form,word/141/lemma/@_entry,word/141/lemma/@_POS
e)pei\,ἐπεί,conjunction,d',δέ,particle,w(/sper,ὥσπερ,adverb,oi(,qri=pes,θρίψ,noun,e)ndu/ontai,ma/lista,μάλιστα,adverb,toi=s,ὁ,article,a(paloi=s,ἁπαλός,adjective,kai\,καί,conjunction,gluke/si,γλυκύς,adjective,cu/lois,ξύλον,adjective,ou(/tw,οὕτως,adverb,ta\,ὁ,article,filo/tima,φιλότιμος,adjective,tw=n,ὁ,article,h)qw=n,ἦθος,adjective,kai\,καί,conjunction,xrhsta\,χρηστός,adjective,ὁ,article,ἐνδύω,verb,kai\,καί,conjunction,e)pieikh=,ἐπιεικής,adjective,to\n,ὁ,article,ko/laka,κόλαξ,noun,de/xetai,δέχομαι,verb,kai\,καί,conjunction,tre/fei,τρέφω,verb,prosfuo/menon,προσφύω,verb,e)/ti,ἔτι,adverb,d',δέ,particle,w(/sper,ὥσπερ,adverb,o(,ὁ,article,*simwni/dhs,Σιμωνίδης,proper,th\n,ὁ,article,i(ppotrofi/an,ἱπποτροφία,noun,fhsi\n,φημί,verb,ou),οὐ,adverb,*zaku/nqw|,Ζάκυνθος,proper,o)padei=n,ὀπαδέω,verb,a)ll',ἀλλά,adverb,a)rou/raisi,ἄρουρα,adjective,purofo/rois,πυροφόρος,noun,ou(/tw,οὕτως,adverb,th\n,ὁ,article,kolakei/an,κολακεία,noun,o(rw=men,ὁράω,verb,ou),οὐ,adverb,pe/nhsin,πένης,noun,ou)d',οὐδέ,particle,a)do/cois,ἄδοξος,adjective,ou)d',οὐδέ,particle,a)duna/tois,ἀδύνατος,adjective,a)kolouqou=san,ἀκολουθέω,verb,a)ll',ἀλλά,adverb,oi)/kwn,οἶκος,noun,te,τε,particle,kai\,καί,conjunction,pragma/twn,πρᾶγμα,noun,mega/lwn,μέγας,adverb,o)li/sqhma,ὀλίσθημα,noun,kai\,καί,conjunction,no/shma,νόσημα,noun,gignome/nhn,γίγνομαι,verb,polla/kis,πολλάκις,adverb,de\,δέ,particle,kai\,καί,conjunction,basilei/as,βασιλεία,noun,kai\,καί,conjunction,h(gemoni/as,ἡγεμονία,noun,a)natre/pousan,ἀνατρέπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,mikro\n,μικρός,adjective,e)/rgon,ἔργον,noun,e)sti\n,ou)de\,οὐδέ,particle,fau/lhs,deo/menon,δέομαι,verb,pronoi/as,πρόνοια,noun,h(,ὁ,article,peri\,περί,preposition,au)th\n,αὐτός,pronoun,e)pi/skeyis,ἐπίσκεψις,noun,w(s,ὡς,conjunction,a)\n,ἄν,particle,ma/lista,μάλιστα,adverb,peri/fwros,περίφωρος,adjective,ou)=sa,εἰμί,verb,mh\,μή,conjunction,bla/pth|,βλάπτω,verb,εἰμί,verb,φαῦλος,adjective,mhde\,μηδέ,particle,diaba/llh|,διαβάλλω,verb,th\n,ὁ,article,fili/an,φιλία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,me\n,μέν,particle,ga\r,γάρ,particle,fqei=res,a)pi/asin,ἄπειμι,verb,a)po\,tw=n,ὁ,article,teleutw/ntwn,τελευτάω,verb,kai\,καί,conjunction,a)polei/pousi,ἀπολείπω,verb,ta\,ὁ,article,sw/mata,σῶμα,adjective,sbennume/nou,σβέννυμι,verb,tou=,ὁ,article,ai(/matos,αἷμα,noun,e)c,ἐκ,preposition,ou(=,ἕ,pronoun,tre/fontai,τρέφω,verb,tou\s,ὁ,article,φθείρ,noun,ἀπό,preposition,de\,δέ,particle,ko/lakas,κόλαξ,noun,ou)d',οὐδέ,particle,o(/lws,ὅλος,adjective,i)dei=n,εἶδον,verb,e)/sti,εἰμί,verb,pra/gmasi,πρᾶγμα,noun,chroi=s,ξηρός,adjective,kai\,καί,conjunction,kateyugme/nois,καταψύχω,verb,prosio/ntas,πρόσειμι,verb,a)lla\,ἀλλά,adverb,tai=s,ὁ,article,do/cais,δόξα,noun,kai\,καί,conjunction,tai=s,ὁ,article,duna/mesin,δύναμις,adjective,e)piti/qentai,ἐπιτίθημι,verb,kai\,καί,conjunction,au)/contai,αὐξάνω,verb,taxu\,ταχύς,adjective,d',δέ,particle,e)n,ἐν,preposition,tai=s,ὁ,article,metabolai=s,μεταβολή,noun,u(porre/ousin,ὑπορρέω,verb,a)lla\,ἀλλά,adverb,th\n,ὁ,article,to/te,τότε,adverb,pei=ran,πεῖρα,noun,ou),οὐ,adverb,dei=,δέομαι,verb,perime/nein,περιμένω,verb,a)nwfelh=,ἀνωφελής,adverb,ma=llon,μᾶλλον,adverb,de\,δέ,particle,blabera\n,βλαβερός,adjective,kai\,καί,conjunction,ou)k,οὐ,adverb,a)ki/ndunon,ἀκίνδυνος,adjective,ou)=san,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xaleph\,χαλεπός,adjective,ga\r,γάρ,particle,e)n,ἐν,preposition,kairw=|,deome/nw|,δέομαι,verb,fi/lwn,h(,ὁ,article,tw=n,ὁ,article,mh\,μή,conjunction,fi/lwn,φίλος,adjective,ai)/sqhsis,αἴσθησις,noun,a)ntikatallagh\n,ἀντικαταλλαγή,noun,ou)k,οὐ,adverb,e)/xousa,ἔχω,verb,xrhstou=,χρηστός,adjective,kai\,καί,conjunction,bebai/ou,βέβαιος,adjective,pro\s,πρός,preposition,a)be/baion,ἀβέβαιος,adjective,καιρός,noun,φίλος,adjective,kai\,καί,conjunction,ki/bdhlon,κίβδηλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,w(/sper,ὥσπερ,adverb,no/misma,νόμισμα,noun,dei=,to\n,ὁ,article,fi/lon,e)/xein,ἔχω,verb,pro\,πρό,preposition,th=s,ὁ,article,xrei/as,χρεία,noun,dedokimasme/non,δοκιμάζω,verb,mh\,μή,conjunction,u(po\,ὑπό,preposition,th=s,ὁ,article,xrei/as,χρεία,noun,e)legxo/menon,ἐλέγχω,verb,,,,,,,,,,δέομαι,verb,φίλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,dei=,δέομαι,verb,blabe/ntas,ai)sqe/sqai,αἰσθάνομαι,verb,a)ll',o(/pws,ὅπως,conjunction,mh\,μή,conjunction,blabw=men,βλάπτω,verb,e)mpeiri/an,ἐμπειρία,noun,labei=n,λαμβάνω,verb,kai\,καί,conjunction,katano/hsin,κατανόησις,noun,tou=,ὁ,article,ko/lakos,κόλαξ,noun,,,,,,,,,,,,,βλάπτω,verb,ἀλλά,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,mh\,μή,conjunction,tau)to\,peiso/meqa,πάσχω,verb,toi=s,ai)sqanome/nois,αἰσθάνομαι,verb,tw=|,ὁ,article,progegeu=sqai,προγεύω,verb,tw=n,ὁ,article,qanasi/mwn,θανάσιμος,adjective,farma/kwn,φάρμακον,noun,ei)s,εἰς,preposition,th\n,ὁ,article,kri/sin,κρίσις,adjective,a)pollu/ntes,ἀπόλλυμι,verb,e(autou\s,ἑαυτοῦ,pronoun,kai\,καί,conjunction,diafqei/rontes,διαφθείρω,verb,αὐτός,pronoun,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/te,οὔτε,adverb,ga\r,γάρ,particle,dh\,δή,particle,tou/tous,e)painou=men,ἐπαινέω,verb,ou)/q',o(/soi,ὅσος,adjective,to\n,ὁ,article,fi/lon,φίλος,adjective,ei)s,εἰς,preposition,to\,ὁ,article,kalo\n,καλός,noun,tiqe/menoi,τίθημι,verb,kai\,καί,conjunction,w)fe/limon,ὠφέλιμος,adjective,oi)/ontai,οἴομαι,verb,tou\s,ὁ,article,kexarisme/nws,κεχαρισμένως,adjective,,,,οὗτος,pronoun,οὔτε,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(milou=ntas,ὁμιλέω,verb,eu)qu\s,εὐθύς,adverb,e)/xein,ἔχω,verb,e)p',au)tofw/rw|,αὐτόφωρος,adjective,ko/lakas,ei)lhmme/nous,λαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐπί,preposition,κόλαξ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\,οὐδέ,particle,ga\r,γάρ,particle,a)hdh\s,ἀηδής,adjective,o(,fi/los,φίλος,adjective,ou)d',po,,,e(o(,,,a)/kratos,ἄκρατος,adjective,ou)de\,οὐδέ,particle,tw=|,ὁ,article,pikrw=|,πικρός,adjective,semno\n,σεμνός,adjective,h(,ὁ,article,fili/a,φιλία,noun,kai\,καί,conjunction,au)sthrw=|,αὐστηρός,adjective,a)ll',ἀλλά,adverb,au)to\,αὐτός,pronoun,ὁ,article,οὐδέ,particle,dh\,δή,particle,tou=to,οὗτος,pronoun,to\,ὁ,article,kalo\n,καλός,noun,kai\,καί,conjunction,to\,ὁ,article,semno\n,σεμνός,adjective,au)th=s,αὐτός,pronoun,h(du\,ἡδύς,adjective,kai\,καί,conjunction,poqou/meno/n,ποθέω,verb,e)sti,εἰμί,verb,pa\r,παρά,preposition,d',δέ,particle,au)th=|,αὐτός,pronoun,*xa/rite/s,Χάρις,proper,te,τε,particle,kai\,καί,conjunction,*(/imeros,Ἵμερος,proper,oi)ki/',οἰκία,noun,e)/qento,τίθημι,verb,kai\,καί,conjunction,ou),οὐ,adverb,dustuxou=nti,δυστυχέω,verb,mo/non,μόνος,adjective,ei)s,εἰς,preposition,o)/mmat',ὄμμα,noun,eu)/nou,εὔνους,adjective,fwto\s,φάος,adjective,e)mble/yai,ἐμβλέπω,verb,gluku\,γλυκύς,adjective,kat',κατά,preposition,*eu)ripi/dhn,Εὐριπίδης,proper,a)ll',ἀλλά,adverb,ou)de\n,οὐδείς,pronoun,h(=tton,ἥσσων,adverb,toi=s,ὁ,article,a)gaqoi=s,ἀγαθός,adjective,h(donh\n,ἡδονά,noun,e)pife/rousa,ἐπιφέρω,verb,kai\,καί,conjunction,xa/rin,χάρις,noun,h)\,ἠέ,conjunction,tw=n,ὁ,article,kakw=n,κακός,adjective,a)fairou=sa,ἀφαιρέω,verb,ta\s,ὁ,article,lu/pas,λύπη,noun,kai\,καί,conjunction,ta\s,ὁ,article,a)pori/as,ἀπορία,noun,pare/petai,παρέπομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,kaqa/per,καθά,adverb,o(,ὁ,article,*eu)/hnos,ei)=pe,εἶπον,verb,tw=n,h(dusma/twn,ἥδυσμα,noun,to\,ὁ,article,pu=r,πῦρ,noun,ei)=nai,εἰμί,verb,kra/tiston,κράτιστος,adjective,ou(/tw,οὕτως,adverb,tw=|,ὁ,article,bi/w|,βίος,adjective,mi/cas,μίγνυμι,verb,th\n,ὁ,article,fili/an,φιλία,noun,o(,ὁ,article,qeo\s,θεός,noun,Εὔηνος,proper,ὁ,article,a(/panta,ἅπας,adjective,faidra\,φαιδρός,adjective,kai\,καί,conjunction,gluke/a,γλυκύς,adjective,kai\,καί,conjunction,prosfilh=,προσφιλής,adverb,tau/ths,οὗτος,pronoun,parou/shs,πάρειμι,verb,kai\,καί,conjunction,sunapolauou/shs,σύναπολαύω,verb,e)poi/hsen,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
