word/0/@_form,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/0/lemma/@_entry,word/0/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS
tau=ta,me\n,μέν,particle,pepo/nqamen,πάσχω,verb,u(po\,ὑπό,preposition,*dikaioge/nousw)=,,,a)/ndres,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,d',δέ,particle,e)gguhsa/menos,ἐγγυάω,verb,au)to\n,αὐτός,pronoun,*lewxa/rhs,Λεωχάρης,proper,kai\,καί,conjunction,tw=n,ὁ,article,pa/ntwn,πᾶς,adjective,h(mi=n,ἐγώ,pronoun,kakw=n,κακός,adjective,ai)/tios,αἴτιος,adjective,ou)/,οὐ,adverb,fhsin,φημί,verb,e)gguh/sasqai,ἐγγυάω,verb,a(\,ὅς,pronoun,katamarturei=tai,καταμαρτυρέω,verb,au)tou=,αὐτός,pronoun,o(/ti,ὅστις,pronoun,e)n,ἐν,preposition,tw=|,ὁ,article,grammatei/w|,γραμματεῖον,noun,tw=|,ὁ,article,e)pi\,ἐπί,preposition,tou=,ὁ,article,dikasthri/ou,δικαστήριον,noun,grafe/nti,γράφω,verb,ou)k,οὐ,adverb,e)/nesti,ἔνειμι,verb,tau=ta,οὗτος,pronoun,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(mei=s,de/,δέ,particle,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,to/t',τότε,adverb,e)pi\,ἐπί,preposition,tou=,ὁ,article,bh/matos,βῆμα,noun,speu/dontes,σπεύδω,verb,ta\,ὁ,article,me\n,μέν,particle,e)gra/yamen,γράφω,verb,tw=n,ὁ,article,de\,δέ,particle,ma/rturas,μάρτυς,noun,e)poihsa/meqa,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=toi,de/,δέ,particle,a(\,ὅς,pronoun,me\n,μέν,particle,au)toi=s,αὐτός,pronoun,sumfe/rei,συμφέρω,verb,tw=n,ὁ,article,o(mologhqe/ntwn,ὁμολογέω,verb,to/te,τότε,adverb,ku/ria/,κύριος,adjective,fasin,φημί,verb,ei)=nai,εἰμί,verb,ei),εἰ,conjunction,kai\,καί,conjunction,mh\,μή,conjunction,ge/graptai,γράφω,verb,a(\,ὅς,pronoun,d',δέ,particle,ou),οὐ,adverb,sumfe/rei,συμφέρω,verb,ou),οὐ,adverb,ku/ria,κύριος,adjective,ei),εἰ,conjunction,mh\,μή,conjunction,ge/graptai,γράφω,verb,,,,,,,,,,,,,,,,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,d',δέ,particle,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,ou),οὐ,adverb,qauma/zw,θαυμάζω,verb,o(/ti,ὅστις,pronoun,e)/carnoi/,ἔξαρνος,adjective,ei)si,εἰμί,verb,ta\,ὁ,article,w(mologhme/na,ὁμολογέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\,ga\r,γάρ,particle,ta\,ὁ,article,grafe/nta,γράφω,verb,e)qe/lousi,ἐθέλω,verb,poiei=n,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὐδέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(mei=s,d',δέ,particle,w(s,ὡς,conjunction,le/gomen,λέγω,verb,a)lhqh=,ἀληθής,adjective,kai\,καί,conjunction,a)/llo,ἄλλος,adjective,ti,τις,pronoun,tekmh/rion,τεκμήριον,noun,pareco/meqa,παρέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*prwtarxi/dh|,ga\r,γάρ,particle,tw=|,ὁ,article,*potami/w|,ποτάμιον,noun,e)/dwke,δίδωμι,verb,*dikaioge/nhs,Δικαιογένης,proper,th\n,ὁ,article,a)delfh\n,ἀδελφή,noun,th\n,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,e)pi\,ἐπί,preposition,tettara/konta,τεσσαράκοντα,adjective,mnai=s,μνᾶ,noun,a)nti\,ἀντί,preposition,de\,δέ,particle,th=s,ὁ,article,proiko\s,προίξ,adjective,th\n,ὁ,article,oi)ki/an,οἰκία,noun,au)tw=|,αὐτός,pronoun,th\n,ὁ,article,e)n,ἐν,preposition,*kerameikw=|,Κεραμεικός,adjective,pare/dwke,παραδίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau/th|,de\,δέ,particle,th=|,ὁ,article,gunaiki/,γυνή,noun,h(\n,ὅς,pronoun,o(,ὁ,article,*prwtarxi/dhs,,,e)/xei,ἔχω,verb,prosh/kei,προσήκω,verb,tou=,ὁ,article,klh/rou,κλῆρος,adjective,me/ros,μέρος,noun,o(/son,ὅσος,adjective,per,πέρ,particle,th=|,ὁ,article,mhtri\,μήτηρ,noun,th=|,ὁ,article,e)mh=|,ἐμός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,d',δέ,particle,ou)=n,οὖν,particle,a)pe/sth,ἀφίστημι,verb,*dikaioge/nhs,Δικαιογένης,proper,tai=s,ὁ,article,gunaici\,γυνή,noun,toi=n,ὁ,article,duoi=n,δύο,adjective,meroi=n,μέρος,noun,tou=,ὁ,article,klh/rou,κλῆρος,adjective,h)ci/ou,ἀξιόω,verb,o(,ὁ,article,*lewxa/rhs,Λεωχάρης,proper,to\n,ὁ,article,*prwtarxi/dhn,,,paradido/nai,παραδίδωμι,verb,au(tw=|,ἑαυτοῦ,pronoun,th\n,ὁ,article,sunoiki/an,συνοικία,noun,h(\n,ὅς,pronoun,ei)=xen,ἔχω,verb,a)nti\,ἀντί,preposition,th=s,ὁ,article,proiko/s,προίξ,adjective,w(s,ὡς,conjunction,o)/nti,εἰμί,verb,e)gguhth=|,ἐγγυητής,noun,au(tw=|,ἑαυτοῦ,pronoun,ἐπεί,conjunction,to\,ὁ,article,de\,δέ,particle,me/ros,μέρος,noun,u(pe\r,ὑπέρ,preposition,th=s,ὁ,article,gunaiko\s,γυνή,noun,tou=,ὁ,article,klh/rou,κλῆρος,adjective,par',παρά,preposition,au(tou=,ἑαυτοῦ,pronoun,komi/zesqai,κομίζω,verb,,,,,,,,,,,,,,,,,,,,,
paralabw\n,de\,δέ,particle,th\n,ὁ,article,sunoiki/an,συνοικία,noun,to\,ὁ,article,me/ros,μέρος,noun,ou),οὐ,adverb,pare/dwke,παραδίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,παραλαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,tou/twn,οὗτος,pronoun,u(mi=n,σύ,pronoun,ma/rtura,μάρτυς,noun,to\n,ὁ,article,*prwtarxi/dhn,,,pare/comai,παρέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peri\,de\,δέ,particle,e)piskeuh=s,ἐπισκευή,noun,tou=,ὁ,article,balanei/ou,βαλανεῖον,noun,kai\,καί,conjunction,oi)kodomi/as,οἰκοδομία,noun,kai\,καί,conjunction,pro/teron,πρότερος,adjective,ei)/rhke,ἐρῶ,verb,*dikaioge/nhs,Δικαιογένης,proper,kai\,καί,conjunction,nu=n,νῦν,adverb,i)/sws,ἴσως,adverb,e)rei=,ἐράομαι,verb,w(s,ὡς,conjunction,o(mologh/santes,ὁμολογέω,verb,au)tw=|,αὐτός,pronoun,au)tw=|,αὐτός,pronoun,a)podw/sein,ἀποδίδωμι,verb,ta\,ὁ,article,a)nhlwme/na,ἀναλίσκω,verb,ou)k,οὐ,adverb,a)pedw/kamen,ἀποδίδωμι,verb,kai\,καί,conjunction,o(/ti,ὅστις,pronoun,dia\,διά,preposition,tou=to,οὗτος,pronoun,ou),οὐ,adverb,du/natai,δύναμαι,verb,περί,preposition,a)palla/ssein,ἀπαλλάσσω,verb,tou\s,ὁ,article,xrh/stas,χρήστης,adjective,ou)de\,οὐδέ,particle,h(mi=n,ἐγώ,pronoun,paradou=nai,παραδίδωμι,verb,a(\,ὅς,pronoun,dei=,δέομαι,verb,au)to/n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(mei=s,de/,δέ,particle,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,e)pi\,ἐπί,preposition,tou=,ὁ,article,dikasthri/ou,δικαστήριον,noun,o(/te,ὅτε,conjunction,h)nagka/zomen,ἀναγκάζω,verb,au)to\n,αὐτός,pronoun,a)fi/stasqai,ἀφίστημι,verb,tou/twn,οὗτος,pronoun,a)nti\,ἀντί,preposition,tw=n,ὁ,article,lh|tourgiw=n,λειτουργία,noun,kai\,καί,conjunction,tw=n,ὁ,article,ei)s,εἰς,preposition,ta\,ὁ,article,oi)kodomh/mata,οἰκοδόμημα,noun,a)nhlwme/nwn,ἀναλίσκω,verb,a)fei=men,ἀφίημι,verb,au)tw=|,αὐτός,pronoun,tou\s,ὁ,article,karpou/s,καρπός,noun,ou(/tw,οὕτως,adverb,tw=n,ὁ,article,dikastw=n,δικαστής,noun,gignwsko/ntwn,γιγνώσκω,verb,,,,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(/steron,d',δέ,particle,ou)k,οὐ,adverb,a)nagkazo/menoi,ἀναγκάζω,verb,a)ll',ἀλλά,adverb,e(ko/ntes,ἑκών,adjective,e)/domen,δίδωμι,verb,au)tw=|,αὐτός,pronoun,th\n,ὁ,article,e)n,ἐν,preposition,a)/stei,ἄστυ,noun,oi)ki/an,οἰκία,noun,e)cai/reton,ἐξαιρετός,adjective,prosqe/ntes,προστίθημι,verb,tw=|,ὁ,article,tri/tw|,τρίτος,adjective,me/rei,μέρος,noun,tou=,ὁ,article,klh/rou,κλῆρος,adjective,e)/xein,ἔχω,verb,a)nti\,ἀντί,preposition,tw=n,ὁ,article,e)peskeuasme/nwn,ἐπισκευάζω,verb,h(\n,ὅς,pronoun,ou(=tos,οὗτος,pronoun,a)nti\,ἀντί,preposition,pentakisxili/wn,πεντακισχίλιοι,adjective,draxmw=n,δραχμή,noun,pare/dwke,παραδίδωμι,verb,*filonei/kw|,φιλόνεικος,adjective,ὕστερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/domen,de\,δέ,particle,ou),οὐ,adverb,dia\,διά,preposition,th\n,ὁ,article,tou=,ὁ,article,*dikaioge/nous,,,xrhsto/thta,χρηστότης,noun,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,a)ll',ἀλλά,adverb,e)pideiknu/menoi,ἐπιδείκνυμι,verb,o(/ti,ὅστις,pronoun,ou),οὐ,adverb,peri\,περί,preposition,plei/onos,πλείων,verb,xrh/mata,χρῆμα,adjective,poiou/meqa,ποιέω,verb,tw=n,ὁ,article,oi)kei/wn,οἰκεῖος,adjective,ou)d',οὐδέ,particle,a)\n,ἄν,particle,pa/nu,πάνυ,adverb,ponhroi\,πονηρός,adjective,w)=si,εἰμί,verb,,,,,,,,,,,,,,,,δίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,ga\r,γάρ,particle,pro/teron,πρότερος,adjective,o(/t',ὅτε,conjunction,e)f',ἐπί,preposition,h(mi=n,ἐγώ,pronoun,e)ge/neto,γίγνομαι,verb,*dikaioge/nhn,Δικαιογένης,proper,timwrh/sasqai,τιμωρέω,verb,kai\,καί,conjunction,a)fele/sqai,ἀφαιρέω,verb,a(\,ὅς,pronoun,ei)=xen,ἔχω,verb,ou)k,οὐ,adverb,e)boulh/qhmen,βούλομαι,verb,tw=n,ὁ,article,tou/tou,οὗτος,pronoun,kth/sasqai,κτάομαι,verb,ou)de/n,οὐδείς,pronoun,a)lla\,ἀλλά,adverb,ta\,ὁ,article,h(me/tera,ἡμέτερος,adjective,mo/non,μόνος,adjective,komi/sasqai,κομίζω,verb,e)ch/rkei,ἐξαίρω,verb,h(mi=n,ἐγώ,pronoun,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=tos,d',δέ,particle,o(/t',ὅτε,conjunction,e)kra/thsen,κρατέω,verb,h(mw=n,ἐγώ,pronoun,a)pesu/lhsen,ἀποσυλάω,verb,a(\,ὅς,pronoun,e)du/nato,δύναμαι,verb,kai\,καί,conjunction,w(s,ὡς,conjunction,e)xqrou\s,ἐχθρός,adjective,a)ll',ἀλλά,adverb,ou),οὐ,adverb,prosh/kontas,προσήκω,verb,a)po/llusi,ἀπόλλυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tekmh/rion,de\,δέ,particle,kai\,καί,conjunction,tw=n,ὁ,article,h(mete/rwn,ἡμέτερος,adjective,tro/pwn,τρόπος,noun,kai\,καί,conjunction,th=s,ὁ,article,tou/tou,οὗτος,pronoun,a)diki/as,ἀδικία,noun,me/ga,μέγας,adverb,pareco/meqa,παρέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τεκμήριον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mellou/shs,ga\r,γάρ,particle,th=s,ὁ,article,pro\s,πρός,preposition,*lewxa/rhn,Λεωχάρης,proper,di/khs,δίκη,adjective,ei)sie/nai,εἴσειμι,verb,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,e)n,ἐν,preposition,tw=,ὁ,article,*maimakthriw=ni,Μαιμακτηριών,proper,mhni/,μείς,adjective,h)ci/ou,ἀξιόω,verb,*lewxa/rhs,Λεωχάρης,proper,kai\,καί,conjunction,*dikaioge/nhs,Δικαιογένης,proper,di/aitan,δίαιτα,noun,h(ma=s,ἐγώ,pronoun,e)pitre/pein,ἐπιτρέπω,verb,th\n,ὁ,article,di/khn,δίκη,adjective,a)naballome/nous,ἀναβάλλω,verb,,,,,,,,,,,,,,,,,,,,,,μέλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,h(mei=s,ἐγώ,pronoun,w(/sper,ὥσπερ,adverb,mikra\,μικρός,adjective,a)dikou/menoi,ἀδικέω,verb,sunexwrh/samen,συγχωρέω,verb,kai\,καί,conjunction,e)petre/yamen,ἐπιτρέπω,verb,diaithtai=s,διαιτητής,noun,te/ttarsin,τέσσαρες,noun,w(=n,ὅς,pronoun,tou\s,ὁ,article,me\n,μέν,particle,du/o,δύο,adjective,h(mei=s,ἐγώ,pronoun,h)ga/gomen,ἄγω,verb,tou\s,ὁ,article,de\,δέ,particle,du/o,δύο,adjective,e)kei=noi,ἐκεῖνος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,e)nanti/on,ἐναντίον,adverb,tou/twn,οὗτος,pronoun,w(mologh/samen,ὁμολογέω,verb,e)mmenei=n,ἐμμένω,verb,oi(=s,ὅς,pronoun,a)\n,ἄν,particle,ou(=toi,οὗτος,pronoun,gnoi=en,γιγνώσκω,verb,kai\,καί,conjunction,w)mo/samen,ὄμνυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,oi(,ὁ,article,diaithtai\,διαιτητής,noun,e)/fasan,φημί,verb,ei),εἰ,conjunction,me\n,μέν,particle,a)nw/motoi,ἀνώμοτος,adjective,du/naint',δύναμαι,verb,a)\n,ἄν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(ma=s,dialla/cai,διαλλάσσω,verb,ou(/tw,οὕτως,adverb,poih/sein,ποιέω,verb,ei),εἰ,conjunction,de\,δέ,particle,mh/,μή,conjunction,kai\,καί,conjunction,au)toi\,αὐτός,pronoun,o)mo/santes,ὄμνυμι,verb,a)pofanei=sqai,ἀποφαίνω,verb,a(\,ὅς,pronoun,di/kaia,δίκαιος,adjective,h(gou=ntai,ἡγέομαι,verb,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nakri/nantes,de\,δέ,particle,h(ma=s,ἐγώ,pronoun,polla/kis,πολλάκις,adverb,kai\,καί,conjunction,puqo/menoi,πύθω,verb,ta\,ὁ,article,praxqe/nta,πράσσω,verb,oi(,ὁ,article,diaithtai/,διαιτητής,noun,oi(,ἕ,pronoun,me\n,μέν,particle,du/o,δύο,adjective,ou(\s,ὅς,pronoun,e)gw\,ἐγώ,pronoun,prou)balo/mhn,προβάλλω,verb,*dio/timos,Διότιμος,proper,kai\,καί,conjunction,*mela/nwpos,Μελάνωπος,proper,h)/qelon,ἐθέλω,verb,kai\,καί,conjunction,a)nw/motoi,ἀνώμοτος,adjective,kai\,καί,conjunction,o)mo/santes,ὄμνυμι,verb,a)pofh/nasqai,ἀποφαίνω,verb,a(\,ὅς,pronoun,e)gi/gnwskon,γιγνώσκω,verb,a)lhqe/stata,ἀληθής,adjective,e)k,ἐκ,preposition,tw=n,ὁ,article,ἀνακρίνω,verb,legome/nwn,λέγω,verb,ou(\s,ὅς,pronoun,de\,δέ,particle,*lewxa/rhs,Λεωχάρης,proper,prou)ba/leto,προβάλλω,verb,ou)k,οὐ,adverb,e)/fasan,φημί,verb,a)pofanei=sqai,ἀποφαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,*diopei/qhs,Διοπείθης,proper,o(,ὁ,article,e(/teros,ἕτερος,adjective,tw=n,ὁ,article,diaithtw=n,διαιτητής,noun,*lewxa/rei,Λεωχάρης,proper,me\n,μέν,particle,h)=n,εἰμί,verb,toutw|i\,οὗτος,pronoun,khdesth/s,κηδεστής,adjective,e)mo\s,ἐμός,adjective,d',δέ,particle,e)xqro\s,ἐχθρός,adjective,kai\,καί,conjunction,a)nti/dikos,ἀντίδικος,adjective,e)c,ἐκ,preposition,e(te/rwn,ἕτερος,adjective,sumbolai/wn,συμβόλαιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καίτοι,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*dhma/ratos,de\,δέ,particle,o(,ὁ,article,met',μετά,preposition,au)tou=,αὐτός,pronoun,*mnhsiptole/mw|,Μνησιπτόλεμος,proper,tw=|,ὁ,article,e)gguhsame/nw|,ἐγγυάω,verb,*dikaioge/nhn,Δικαιογένης,proper,meta\,μετά,preposition,*lewxa/rous,Λεωχάρης,proper,h)=n,εἰμί,verb,a)delfo/s,ἀδελφός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Δημάρατος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=toi,me/ntoi,μέντοι,particle,ou)k,οὐ,adverb,h)qe/lhsan,ἐθέλω,verb,a)pofh/nasqai,ἀποφαίνω,verb,o(rkw/santes,ὁρκόω,verb,h(ma=s,ἐγώ,pronoun,h)=,ἦ,adverb,mh\n,μείς,adjective,e)mmenei=n,ἐμμένω,verb,oi(=s,ὅς,pronoun,a)\n,ἄν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)toi\,gnoi=en,γιγνώσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,tou/twn,οὗτος,pronoun,u(mi=n,σύ,pronoun,ma/rturas,μάρτυς,noun,pare/comai,παρέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/koun,deino\n,δεινός,adjective,ei),εἰ,conjunction,deh/setai,δέω,verb,u(mw=n,σύ,pronoun,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,*lewxa/rhs,Λεωχάρης,proper,a)poyhfi/sasqai,ἀποψηφίζομαι,verb,a(\,ὅς,pronoun,*diopei/qhs,Διοπείθης,proper,khdesth\s,κηδεστής,adjective,w)\n,εἰμί,verb,au)tou=,αὐτός,pronoun,kateyhfi/sato,καταψηφίζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὔκουν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,u(mi=n,σύ,pronoun,pw=s,πῶς,adverb,kalo\n,καλός,noun,a)pognw=nai,ἀπογιγνώσκω,verb,*lewxa/rous,Λεωχάρης,proper,a(/,ὅς,pronoun,ge,γε,particle,ou)d',οὐδέ,particle,oi(,ἕ,pronoun,prosh/kontes,προσήκω,verb,au)tou=,αὐτός,pronoun,a)pe/gnwsan,ἀπογιγνώσκω,verb,de/omai,δέομαι,verb,ou)=n,οὖν,particle,u(mw=n,σύ,pronoun,katayhfi/sasqai,καταψηφίζομαι,verb,*lewxa/rous,Λεωχάρης,proper,i(/n',ἵνα,conjunction,a(\,ὅς,pronoun,h(mi=n,ἐγώ,pronoun,oi(,ὁ,article,pro/gonoi,πρόγονος,adjective,kate/lipon,καταλιμπάνω,verb,komisw/meqa,κομίζω,verb,kai\,καί,conjunction,mh\,μή,conjunction,mo/non,μόνος,adjective,ta\,ὁ,article,o)no/mata,ὄνομα,adjective,ἠέ,conjunction,au)tw=n,αὐτός,pronoun,e)/xwmen,ἔχω,verb,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,ta\,ὁ,article,xrh/mata,χρῆμα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
