word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/25/lemma/@_entry,word/25/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS
a)nti\,ἀντί,preposition,tou=,ὁ,article,fobei=sqai,φοβέω,verb,*)andoki/dhs,Ἀνδοκίδης,proper,e)n,ἐν,preposition,tw=|,ὁ,article,peri\,περί,preposition,th=s,ὁ,article,a)dei/as,ἄδεια,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polu\,πολύς,adjective,d',δέ,particle,e)sti\,εἰμί,verb,tou)/noma,ὄνομα,adjective,par),πηρός,adjective,au)toi=s,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)o*r*r*w*d*i*a,,,de\,δέ,particle,to\,ὁ,article,de/os,δέος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*dhmosqe/nhs,Δημοσθένης,proper,e)n,ἐν,preposition,dhmhgorikoi=s,δημηγορικός,adjective,prooimi/ois,προοίμιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)di/ws,ἴδιος,adjective,ou(/tws,οὕτως,adverb,e)kalei=to,καλέω,verb,e)f',ἐπί,preposition,ou(=,ἕ,pronoun,oi(,ὁ,article,kakou=rgoi,κακοῦργος,adjective,e)kola/zonto,κολάζω,verb,*)aqh/nhsi,Ἀθήνευς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*lukou=rgos,Λυκοῦργος,proper,kat',κατά,preposition,*)aristogei/tonos,Ἀριστογείτων,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(uperei/dhs,Ὑπερείδης,proper,e)n,ἐν,preposition,tw=|,ὁ,article,pro\s,πρός,preposition,*)aristogei/tona/,Ἀριστογείτων,proper,fhsi,φημί,verb,kai\,καί,conjunction,ta\,ὁ,article,xrh/mata,χρῆμα,adjective,ta/,τίς,pronoun,te,τε,particle,i(era\,ἱερά,noun,kai\,καί,conjunction,ta\,ὁ,article,o(/sia,ὅσιος,adjective,o(/,ὅς,pronoun,te,τε,particle,*)isokra/ths,Ἰσοκράτης,proper,*)areopagitikw=|,Ἀρεοπαγιτικός,adjective,kai\,καί,conjunction,toi=s,ὁ,article,i(eroi=s,ἱερόν,noun,kai\,καί,conjunction,toi=s,ὁ,article,o(si/ois,ὅσιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/ti,ὅστις,pronoun,de\,δέ,particle,ta\,ὁ,article,o(/sia,ὅσιος,adjective,ta\,ὁ,article,dhmo/sia,δημόσιος,adjective,dhloi=,δηλόω,verb,*dhmosqe/nhs,Δημοσθένης,proper,e)n,ἐν,preposition,tw=|,ὁ,article,kata\,κατά,preposition,*timokra/tous,Τιμοκράτης,proper,safw=s,σαφής,adverb,dida/skei,διδάσκω,verb,peri\,περί,preposition,tou/twn,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ta\,ὁ,article,me\n,μέν,particle,i(era\,ἱερά,noun,ta\s,ὁ,article,deka/tas,δέκατος,adjective,th=s,ὁ,article,qeou=,θεός,noun,kai\,καί,conjunction,ta\s,ὁ,article,penthkosta\s,πεντηκοστή,adjective,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,qew=n,θέα,noun,sesulhko/tes,συλάω,verb,kai\,καί,conjunction,met',μετά,preposition,o)li/ga,ὀλίγος,adjective,ta\,ὁ,article,de\,δέ,particle,o(/sia,ὅσιος,adjective,a(\,ὅς,pronoun,e)gi/neto,γίγνομαι,verb,h(me/tera,ἡμέτερος,adjective,keklofo/tes,κλέπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*di/dumos,Δίδυμος,proper,de\,δέ,particle,dixw=s,διχῶς,adverb,fhsi\n,φημί,verb,e)/legon,λέγω,verb,to\,ὁ,article,o(/sion,ὅσιος,adjective,to/,ὁ,article,te,τε,particle,i(ero\n,ἱερόν,noun,kai\,καί,conjunction,to\,ὁ,article,i)diwtiko/n,ἰδιωτικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(uperei/dhs,Ὑπερείδης,proper,e)n,ἐν,preposition,tw=|,ὁ,article,kata\,κατά,preposition,*dhme/ou,Δημέας,proper,ei),εἰ,conjunction,gnh/sios,γνήσιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peri\,περί,preposition,tw=n,ὁ,article,o)sxofo/rwn,,,a)/lloi,ἄλλος,adjective,te,τε,particle,ei)rh/kasi,ἐρῶ,verb,kai\,καί,conjunction,*filo/xoros,Φιλόχορος,proper,e)n,ἐν,preposition,th=|,ὁ,article,o(,ὁ,article,de\,δέ,particle,*)/istros,Ἴστρος,proper,e)n,ἐν,preposition,th=|,ὁ,article,peri\,περί,preposition,*qhse/ws,Θησεύς,proper,le/gwn,λέγω,verb,gra/fei,γράφω,verb,ou(/tws,οὕτως,adverb,e(/neka,ἕνεκα,preposition,th=s,ὁ,article,koinh=s,κοινός,adjective,swthri/as,σωτηρία,noun,nomi/sai,νομίζω,verb,tou\s,kaloume/nous,καλέω,verb,o)sxofo/rous,,,katale/gein,καταλέγω,verb,du/o,δύο,adjective,tw=n,ὁ,article,ge/nei,γένος,noun,kai\,καί,conjunction,plou/tw|,πλοῦτος,noun,prouxo/ntwn,προέχω,verb,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,de\,δέ,particle,o)/sxh,ὄσχη,noun,klh=ma/,κλῆμα,noun,e)sti,εἰμί,verb,bo/trus,βότρυς,adjective,e)chrthme/nous,ἐξαρτάω,verb,e)/xon,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau/thn,οὗτος,pronoun,de\,δέ,particle,o)resxa/da,ὀρεσχάς,noun,e)/nioi,ἔνιοι,adjective,kalou=sin,καλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(/o*t*i,ὅστις,pronoun,no/mos,νόμος,noun,e)sti\n,εἰμί,verb,u(pe\r,ὑπέρ,preposition,e)/th,ἔτης,noun,geno/menon,γίγνομαι,verb,xorhgei=n,χορηγέω,verb,paisi\n,παῖς,adjective,*ai)sxi/nhs,Αἰσχίνης,proper,te,τε,particle,e)n,ἐν,preposition,tw=|,ὁ,article,kata\,κατά,preposition,*tima/rxou,Τίμαρχος,proper,fhsi\,φημί,verb,kai\,καί,conjunction,*)aristote/lhs,Ἀριστοτέλης,proper,e)n,ἐν,preposition,th=|,ὁ,article,*)aqhnai/wn,Ἀθήναια,proper,politei/a|,πολιτεία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(/o*t*i,ὅστις,pronoun,ce/nous,ξένος,noun,tina\s,τις,pronoun,e(autou=,ἑαυτοῦ,pronoun,ai)xmalw/tous,αἰχμάλωτος,adjective,ska/ptontas,σκάπτω,verb,e)n,ἐν,preposition,tw=|,ὁ,article,*fili/ppou,Φίλιππος,proper,a)mpelourgei/w|,ἀμπελουργεῖον,noun,kai\,καί,conjunction,dedeme/nous,δέω,verb,para\,παρά,preposition,po/ton,πότος,noun,e)ch|th/sato,ἐξαιτέω,verb,para\,παρά,preposition,*fili/ppou,Φίλιππος,proper,*sa/turos,Σάτυρος,proper,*ai)sxi/nhs,Αἰσχίνης,proper,me\n,μέν,particle,e)n,ἐν,preposition,tw=|,ὁ,article,peri\,περί,preposition,th=s,ὁ,article,presbei/as,πρέσβεια,noun,fhsi\,*dhmosqe/nhs,Δημοσθένης,proper,d',δέ,particle,e)n,ἐν,preposition,tw=|,ὁ,article,kat',κατά,preposition,*ai)sxi/nou,Αἰσχίνης,proper,fhsi\n,φημί,verb,o(/ti,ὅστις,pronoun,*)apollofa/nous,Ἀπολλοφάνης,proper,qugate/ras,θυγάτηρ,adjective,φημί,verb,e)ch|th/sato,ἐξαιτέω,verb,kai\,καί,conjunction,e)/oike,ἔοικα,verb,ma=llon,μᾶλλον,adverb,a)lhqeu/ein,ἀληθεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,*)aristote/lhs,Ἀριστοτέλης,proper,e)/n,ἐν,preposition,tini,τις,pronoun,tw=n,ὁ,article,pro\s,πρός,preposition,*fi/lippon,Φίλιππος,proper,e)pistolw=n,ἐπιστολή,noun,le/gei,λέγω,verb,w(s,ὡς,conjunction,*satu/rw|,Σάτυρος,proper,tw=|,ὁ,article,u(pokrith=|,ὑποκριτής,noun,ta\s,ὁ,article,*)apollofa/nous,Ἀπολλοφάνης,proper,qugate/ras,θυγάτηρ,adjective,a)fh=ken,ἀφήκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(/o*t*i,ὅστις,pronoun,oi(,ἕ,pronoun,a(lo/ntes,ἁλίσκομαι,verb,e)p',ἐπί,preposition,a)kousi/w|,ἀεκούσιος,adjective,fo/nw|,φόνος,noun,e)cousi/an,ἐξουσία,noun,ei)=xon,ἔχω,verb,ei)s,εἰς,preposition,dioi/khsin,διοίκησις,noun,tw=n,ὁ,article,i)di/wn,ἴδιος,adjective,*dhmosqe/nhs,Δημοσθένης,proper,e)n,ἐν,preposition,tw=|,ὁ,article,kat',κατά,preposition,*)aristokra/tous,Ἀριστοκράτης,proper,u(poshmai/nei,ὑποσημαίνω,verb,kai\,καί,conjunction,*qeo/frastos,Θεόφραστος,proper,e)n,ἐν,preposition,tw=|,ὁ,article,tw=n,ὁ,article,*no/mwn,Νόμος,proper,dhloi=,δηλόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(/o*t*i,ὅστις,pronoun,oi(,ὁ,article,poihtoi\,ποιητός,adjective,pai=des,παῖς,adjective,e)panelqei=n,ἐπανέρχομαι,verb,ei)s,εἰς,preposition,to\n,ὁ,article,patrw=|on,πατρῷος,adjective,oi)=kon,οἶκος,noun,ou)k,οὐ,adverb,h)=san,εἰμί,verb,ku/rioi,κύριος,adjective,ei),εἰ,conjunction,mh\,μή,conjunction,pai=das,παῖς,adjective,gnhsi/ous,γνήσιος,adjective,katali/poien,καταλιμπάνω,verb,e)n,ἐν,preposition,tw=|,ὁ,article,oi)/kw|,οἶκος,noun,tou=,ὁ,article,poihsame/nou,ποιέω,verb,*)antifw=n,Ἀντιφῶν,proper,e)pitropikw=|,ἐπιτροπικός,adjective,kata\,κατά,preposition,*kallistra/tou,kai\,καί,conjunction,*so/lwn,Σόλων,proper,e)n,ἐν,preposition,*no/mwn,Νόμος,proper,,,,,,,,,,,,,,,,,,,Καλλίστρατος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(/o*t*i,ὅστις,pronoun,ta\,ὁ,article,e)pikhrutto/mena/,ἐπικηρύσσω,verb,tisi,τις,pronoun,xrh/mata,χρῆμα,adjective,e)pi\,ἐπί,preposition,tw=n,ὁ,article,bwmw=n,βωμός,noun,e)ti/qeto,τίθημι,verb,ei)/rhken,ἐρῶ,verb,*)isai=os,,,e)n,ἐν,preposition,tw=|,ὁ,article,pro\s,πρός,preposition,*eu)klei/dhn,Εὐκλείδης,proper,to\n,ὁ,article,*swkratiko\n,Σωκρατικός,adjective,ei),εἰ,conjunction,gnh/sios,γνήσιος,adjective,o(,ὁ,article,lo/gos,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(/o*t*i,ὅστις,pronoun,pro\s,πρός,preposition,th\n,ὁ,article,fulh\n,φυλή,noun,tou=,ὁ,article,kekthme/nou,κτάομαι,verb,ai(,ὁ,article,pro\s,πρός,preposition,tou\s,ὁ,article,dou/lous,δοῦλος,noun,lagxa/nontai,λαγχάνω,verb,di/kai,δίκη,adjective,*)isai=os,,,e)n,ἐν,preposition,a)pologi/a|,ἀπολογία,noun,a)postasi/ou,ἀποστασίου,adjective,pro\s,πρός,preposition,*)apollo/dwron,Ἀπολλόδωρος,proper,dhloi=,δηλόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(/o*t*i,ὅστις,pronoun,paidi\,παῖς,adjective,kai\,καί,conjunction,gunaiki\,γυνή,noun,ou)k,οὐ,adverb,e)ch=n,ἔξεστι,verb,sumba/llein,συμβάλλω,verb,pe/ra,πέρα,adjective,medi/mnou,μέδιμνος,noun,kriqw=n,κριθή,noun,*)isai=os,,,e)n,ἐν,preposition,tw=|,ὁ,article,peri\,περί,preposition,tou=,ὁ,article,*)arista/rxou,Ἀρίσταρχος,proper,klh/rou,κλῆρος,adjective,fhsi/n,φημί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(/o*t*i,ὅστις,pronoun,xili/as,χίλιοι,adjective,e)zhmiou=nto,ζημιόω,verb,ai(,ὁ,article,kata\,κατά,preposition,ta\s,ὁ,article,o(dou\s,ὁδός,adjective,a)kosmou=sai,ἀκοσμέω,verb,gunai=kes,γυνή,noun,*(uperei/dhs,Ὑπερείδης,proper,e)n,ἐν,preposition,tw=|,ὁ,article,kat',κατά,preposition,*)aristago/ras,Ἀρισταγόρης,proper,ei)/rhken,ἐρῶ,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*krw/bulos,Κρώβυλος,proper,de\,δέ,particle,o(,ὁ,article,kwmiko/s,κωμικός,adjective,fhsi,φημί,verb,tou=,ὁ,article,*filippi/dou,Φιλιππίδης,proper,to\n,ὁ,article,no/mon,νόμος,noun,ei)=nai,εἰμί,verb,to\n,ὁ,article,peri\,περί,preposition,tou/twn,οὗτος,pronoun,kei/menon,κεῖμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*dhmosqe/nhs,Δημοσθένης,proper,e)n,ἐν,preposition,tw=|,ὁ,article,u(pe\r,ὑπέρ,preposition,*kthsifw=ntos,Κτησιφῶν,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paroimi/a,παροιμία,noun,e)sti\n,εἰμί,verb,e)llipw=s,ἐλλιπής,adjective,legome/nh,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prosupakouste/on,προσυπακουστέον,adjective,ou)=n,οὖν,particle,e)/cwqen,ἔξωθεν,adverb,to\,ὁ,article,a)gku/ras,ἄγκυρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,dikazo/menoi,δικάζω,verb,peri\,περί,preposition,xwri/wn,χωρίον,noun,h)\,ἠέ,conjunction,oi)kiw=n,οἰκία,noun,pro\s,πρός,preposition,tou\s,ὁ,article,e)/xontas,ἔχω,verb,ou)si/as,οὐσία,adjective,e)dika/zonto,δικάζω,verb,th\n,ὁ,article,deute/ran,δεύτερος,adjective,di/khn,δίκη,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
