word/0/@_form,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/0/lemma/@_entry,word/0/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/119/@_form,word/119/lemma/@_entry,word/119/lemma/@_POS,word/120/@_form,word/120/lemma/@_entry,word/120/lemma/@_POS,word/121/@_form,word/121/lemma/@_entry,word/121/lemma/@_POS,word/122/@_form,word/122/lemma/@_entry,word/122/lemma/@_POS,word/123/@_form,word/123/lemma/@_entry,word/123/lemma/@_POS
diafe/rein,de\,δέ,particle,e)kei/nhs,ἐκεῖνος,pronoun,do/ceien,δοκέω,verb,a)\n,ἄν,particle,e)n,ἐν,preposition,toi=sde,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,διαφέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(\,me\n,μέν,particle,ga\r,γάρ,particle,a)felh/s,ἀφελής,adjective,te,τε,particle,kai\,καί,conjunction,h)qikh\,ἠθικός,adjective,ma=llo/n,μᾶλλον,adverb,e)sti,εἰμί,verb,su/gkeitai/,σύγκειμαι,verb,te,τε,particle,fusikw/teron,φυσικός,adjective,kai\,καί,conjunction,e)sxhma/tistai,σχηματίζω,verb,a(plou/steron,ἁπλόος,adjective,h(donh=|,ἡδονά,noun,te,τε,particle,kai\,καί,conjunction,xa/riti,χάρις,noun,pollh=|,πολύς,adjective,kexorh/ghtai,χορηγέω,verb,,,,,,,,,,ὅς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,de\,δέ,particle,*)isai/ou,Ἰσαῖος,proper,texnikwte/ra,τεχνικός,adjective,do/ceien,δοκέω,verb,a)\n,ἄν,particle,ei)=nai,εἰμί,verb,kai\,καί,conjunction,a)kribeste/ra,ἀκριβής,adjective,th=s,ὁ,article,*lusi/ou,Λυσίας,proper,th/n,ὁ,article,te,τε,particle,su/nqesin,σύνθεσις,noun,periergote/ra,περίεργος,adjective,tis,τις,pronoun,kai\,καί,conjunction,sxhmatismoi=s,σχηματισμός,noun,dieilhmme/nh,διαλαμβάνω,verb,poiki/lois,ποικίλος,adjective,o(/son,ὅσος,adjective,te,τε,particle,a)polei/petai,ἀπολείπω,verb,th=s,ὁ,article,ὁ,article,xa/ritos,χάρις,noun,e)kei/nhs,ἐκεῖνος,pronoun,tosou=ton,τοσοῦτος,adjective,u(pere/xei,ὑπερέχω,verb,th=|,ὁ,article,deino/thti,δεινότης,noun,th=s,ὁ,article,kataskeuh=s,κατασκευή,noun,kai\,καί,conjunction,phgh/,πηγή,noun,tis,τις,pronoun,o)/ntws,ὄντως,adverb,e)sti\,εἰμί,verb,th=s,ὁ,article,*dhmosqe/nous,Δημοσθένης,proper,duna/mews,δύναμις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th\n,me\n,μέν,particle,ou)=n,οὖν,particle,le/cin,λέξις,noun,ou(/tws,οὕτως,adverb,a)/n,ἄν,particle,tis,τις,pronoun,diagnoi/h,διαγιγνώσκω,verb,e)n,ἐν,preposition,de\,δέ,particle,toi=s,ὁ,article,pra/gmasi,πρᾶγμα,noun,toiau/tas,τοιοῦτος,adjective,tina\s,τις,pronoun,eu(rh/sei,εὑρίσκω,verb,diafora/s,διαφορά,noun,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
para\,*lusi/a|,Λυσίας,proper,me\n,μέν,particle,ou),οὐ,adverb,pollh\n,πολύς,adjective,th\n,ὁ,article,e)pite/xnhsin,ἐπιτέχνησις,noun,ou)/t',οὔτε,adverb,e)n,ἐν,preposition,toi=s,ὁ,article,merismoi=s,μερισμός,noun,tw=n,ὁ,article,pragma/twn,πρᾶγμα,noun,ou)/t',οὔτε,adverb,e)n,ἐν,preposition,th=|,ὁ,article,ta/cei,τάξις,noun,tw=n,ὁ,article,e)nqumhma/twn,ἐνθύμημα,noun,ou)/t',οὔτε,adverb,e)n,ἐν,preposition,tai=s,ὁ,article,e)cergasi/ais,ἐξεργασία,noun,au)tw=n,αὐτός,pronoun,παρά,preposition,o)/yetai,ὁράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(plou=s,ga\r,γάρ,particle,o(,ὁ,article,a)nh/r,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἁπλόος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
par',*)isai/w|,Ἰσαῖος,proper,de\,δέ,particle,a)kribe/steron,ἀκριβής,adjective,kai\,καί,conjunction,texnikw/teron,τεχνικός,adjective,h)/dh,ἤδη,adverb,gino/mena,γίγνομαι,verb,tau=ta,οὗτος,pronoun,eu(rh/sei,εὑρίσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,παρά,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,ga\r,γάρ,particle,e)fo/dois,ἔφοδος,noun,xrh=tai,χράομαι,verb,kai\,καί,conjunction,prokataskeuai=s,προκατασκευή,noun,kai\,καί,conjunction,merismoi=s,μερισμός,noun,texnikwte/rois,τεχνικός,adjective,kai\,καί,conjunction,ti/qhsin,τίθημι,verb,e)n,ἐν,preposition,oi(=s,ὅς,pronoun,di/dwsi,δίδωμι,verb,xrh=sin,χρῆσις,noun,e(/kaston,ἕκαστος,adjective,kai\,καί,conjunction,me/xri,μέχρι,preposition,pollou=,πολύς,adjective,proa/gei,προάγω,verb,ta\s,ὁ,article,tw=n,ὁ,article,e)pixeirhma/twn,ἐπιχείρημα,noun,e)cergasi/as,ἐξεργασία,noun,καί,conjunction,sxhma/twn,σχῆμα,noun,te,τε,particle,metabolai=s,μεταβολή,noun,e)nagwni/wn,ἐναγώνιος,adjective,kai\,καί,conjunction,paqhtikw=n,παθητικός,adjective,poiki/llei,ποικίλλω,verb,tou\s,ὁ,article,lo/gous,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,pro\s,πρός,preposition,me\n,μέν,particle,to\n,ὁ,article,a)nti/dikon,ἀντίδικος,adjective,diaponhreu/etai,διαπονηρεύομαι,verb,tou\s,ὁ,article,de\,δέ,particle,dikasta\s,δικαστής,noun,katastrathgei=,καταστρατηγέω,verb,toi=s,ὁ,article,de\,δέ,particle,pra/gmasin,πρᾶγμα,noun,u(pe\r,ὑπέρ,preposition,w(=n,ὅς,pronoun,o(,ὁ,article,lo/gos,λόγος,noun,e)k,ἐκ,preposition,panto\s,πᾶς,adjective,peira=tai,πειράω,verb,bohqei=n,βοηθέω,verb,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i(/na,de\,δέ,particle,ma=llon,μᾶλλον,adverb,h(,ὁ,article,diafora\,διαφορά,noun,tw=n,ὁ,article,a)ndrw=n,ἀνήρ,noun,ge/nhtai,γίγνομαι,verb,katafanh/s,καταφανής,adverb,ei)ko/ni,εἰκών,noun,xrh/somai,χράω,verb,tw=n,ὁ,article,o(ratw=n,ὁρατής,noun,tini,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἵνα,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)si\,dh/,δή,particle,tines,τις,pronoun,a)rxai=ai,ἀρχαῖος,adjective,grafai/,γραφή,noun,xrw/masi,χρῶμα,noun,me\n,μέν,particle,ei)rgasme/nai,ἐργάζομαι,verb,a(plw=s,ἁπλῶς,adverb,kai\,καί,conjunction,ou)demi/an,οὐδείς,pronoun,e)n,ἐν,preposition,toi=s,ὁ,article,mi/gmasin,μίγμα,noun,e)/xousai,ἔχω,verb,poikili/an,ποικιλία,noun,a)kribei=s,ἀκριβής,adjective,de\,δέ,particle,tai=s,ὁ,article,grammai=s,γραμμή,noun,kai\,καί,conjunction,polu\,πολύς,adjective,to\,ὁ,article,xari/en,χαρίεις,adjective,εἰμί,verb,e)n,ἐν,preposition,tau/tais,οὗτος,pronoun,e)/xousai,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(,de\,δέ,particle,met',μετά,preposition,e)kei/nas,ἐκεῖνος,pronoun,eu)/grammoi,εὔγραμμος,adjective,me\n,μέν,particle,h(=tton,ἥσσων,adverb,e)ceirgasme/nai,ἐξεργάζομαι,verb,de\,δέ,particle,ma=llon,μᾶλλον,adverb,skia=|,σκιά,noun,te,τε,particle,kai\,καί,conjunction,fwti\,φάος,adjective,poikillo/menai,ποικίλλω,verb,kai\,καί,conjunction,e)n,ἐν,preposition,tw=|,ὁ,article,plh/qei,πλῆθος,noun,tw=n,ὁ,article,migma/twn,μίγμα,noun,th\n,ὁ,article,i)sxu\n,ἰσχύς,noun,e)/xousai,ἔχω,verb,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/twn,me\n,μέν,particle,dh\,δή,particle,tai=s,ὁ,article,a)rxaiote/rais,ἀρχαῖος,adjective,e)/oiken,ἔοικα,verb,o(,ὁ,article,*lusi/as,Λυσίας,proper,kata\,κατά,preposition,th\n,ὁ,article,a(plo/thta,ἁπλότης,noun,kai\,καί,conjunction,th\n,ὁ,article,xa/rin,χάρις,noun,tai=s,ὁ,article,de\,δέ,particle,e)kpeponhme/nais,ἐκπονέω,verb,te,τε,particle,kai\,καί,conjunction,texnikwte/rais,τεχνικός,adjective,o(,ὁ,article,*)isai=os,,,,,,,,,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=n,de\,δέ,particle,peri\,περί,preposition,au)tou=,αὐτός,pronoun,do/ca,δόξα,noun,para\,παρά,preposition,toi=s,ὁ,article,to/te,τότε,adverb,gohtei/as,γοητεία,noun,kai\,καί,conjunction,a)pa/ths,ἀπάτη,noun,w(s,ὡς,conjunction,deino\s,δεινός,adjective,a(nh\r,ἀνήρ,noun,texniteu=sai,τεχνιτεύω,verb,lo/gous,λόγος,noun,e)pi\,ἐπί,preposition,ta\,ὁ,article,ponhro/tera,πονηρός,adjective,kai\,καί,conjunction,ei)s,εἰς,preposition,tou=to,οὗτος,pronoun,dieba/lleto,διαβάλλω,verb,,,,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dhloi=,de\,δέ,particle,tou=to,οὗτος,pronoun,tw=n,ὁ,article,a)rxai/wn,ἀρχαῖος,adjective,tis,τις,pronoun,r(hto/rwn,ῥήτωρ,noun,e)n,ἐν,preposition,th=|,ὁ,article,*dhmosqe/nous,Δημοσθένης,proper,kathgori/a|,κατηγορία,noun,*puqe/as,Πυθέης,proper,w(s,ὡς,conjunction,e)moi\,ἐγώ,pronoun,dokei=,δοκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,δηλόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
