word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/46/lemma/@_entry,word/46/lemma/@_POS
tou/twn,οὗτος,pronoun,e(/neka,ἕνεκα,preposition,deu=r',δεῦρο,adverb,h)=lqon,ἔρχομαι,verb,i(/na,ἵνα,conjunction,fra/saimi/,φράζω,verb,soi,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ei/,ἀεί,adverb,pot',ποτέ,particle,a)nqrw/pois,ἄνθρωπος,noun,ga\r,γάρ,particle,eu)/nous,εὔνους,adjective,ei)/m',εἰμί,verb,e)gw/,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mo/non,μόνος,adjective,qew=n,θέα,noun,ga\r,γάρ,particle,dia\,διά,preposition,s',σύ,pronoun,a)panqraki/zomen,ἀπανθρακίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
misw=,μισέω,verb,d',δέ,particle,a(/pantas,ἅπας,adjective,tou\s,ὁ,article,qeou/s,θεός,noun,w(s,ὡς,conjunction,oi)=sqa,οἶδα,verb,su/,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nh\,νή,preposition,to\n,ὁ,article,*di/',Δίη,proper,a)ei\,ἀεί,adverb,dh=ta,δῆτα,adverb,qeomish\s,θεομισής,adverb,e)/fus,φύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ti/mwn,Τίμων,proper,kaqaro/s,καθαρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,w(s,ὡς,conjunction,a)\n,ἄν,particle,a)potre/xw,ἀποτρέχω,verb,pa/lin,πάλιν,adverb,fe/re,φέρω,verb,to\,ὁ,article,skia/deion,σκιάδειον,adjective,i(/na,ἵνα,conjunction,me,ἐγώ,pronoun,ka)\n,κἀν,conjunction,o(,ὁ,article,*zeu\s,Ζεύς,proper,i)/dh|,εἶδον,verb,a)/nwqen,ἄνωθεν,adverb,a)kolouqei=n,ἀκολουθέω,verb,dokw=,δοκάζω,verb,kanhfo/rw|,κανήφορος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to\n,ὁ,article,di/fron,δίφρος,noun,ge,γε,particle,difrofo/rei,διφροφορέω,verb,tondi\,ὅδε,pronoun,labw/n,λαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro\s,πρός,preposition,de\,δέ,particle,toi=s,ὁ,article,*skia/posin,Σκιάποδες,proper,li/mnh,λίμνη,noun,tis,τις,pronoun,e)/st',εἰμί,verb,a)/loutos,ἄλουτος,adjective,ou(=,ἕ,pronoun,yuxagwgei=,ψυχαγωγέω,verb,*swkra/ths,Σωκράτης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/nqa,ἔνθα,adverb,kai\,καί,conjunction,*pei/sandros,Πείσανδρος,proper,h)=lqe,ἔρχομαι,verb,deo/menos,δέομαι,verb,yuxh\n,ψυχή,noun,i)dei=n,εἶδον,verb,h(\,ὅς,pronoun,zw=nt',ζάω,verb,e)kei=non,ἐκεῖνος,pronoun,prou)/lipe,προλείπω,verb,sfa/gi',σφάγιον,noun,e)/xwn,ἔχω,verb,ka/mhlon,κάμηλος,noun,a)mno/n,ἀμνός,noun,tin',τις,pronoun,h(=s,ὅς,pronoun,laimou\s,λαιμός,noun,temw\n,τέμνω,verb,w(/sper,ὥσπερ,adverb,poq',ποτέ,particle,ou(dusseu\s,,,a)ph=lqe,ἀπέρχομαι,verb,ka)=|t',εἶτα,adverb,a)nh=lq',ἀνέρχομαι,verb,au)tw=|,αὐτός,pronoun,ka/twqen,κάτωθεν,adverb,pro\s,πρός,preposition,to\,ὁ,article,lai=tma,λαῖτμα,noun,th=s,ὁ,article,kamh/lou,κάμηλος,noun,*xairefw=n,Χαιρεφῶν,proper,h(,ὁ,article,nukteri/s,νυκτερίς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,me\n,μέν,particle,po/lisma,πόλισμα,noun,th=s,ὁ,article,*nefelokokkugi/as,Νεφελοκοκκυγία,proper,o(ra=n,ὁράω,verb,todi\,ὅδε,pronoun,pa/restin,πάρειμι,verb,oi(=,ἕ,pronoun,presbeu/omen,πρεσβεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=tos,οὗτος,pronoun,ti/,τίς,pronoun,dra=|s,δράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)p',ἐπί,preposition,a)riste/r',ἀριστερός,adjective,ou(/tws,οὕτως,adverb,a)mpe/xei,ἀμφιχέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,metabalei=s,μεταβάλλω,verb,qoi)ma/tion,ἱμάτιον,adjective,w(=d',ὧδε,adverb,e)pide/cia,ἐπιδέξιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,w)=,ὦ,interjection,kako/daimon,κακοδαίμων,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*laispodi/as,Λαισποδίας,proper,ei)=,εἶμι,verb,th\n,ὁ,article,fu/sin,φύσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,dhmokrati/a,δημοκρατία,noun,poi=,ποι,adverb,probiba=|s,προβιβάζω,verb,h(ma=s,ἐγώ,pronoun,pote,ποτέ,particle,ei),εἰ,conjunction,toutoni/,οὗτος,pronoun,g',γε,particle,e)xeiroto/nhsan,χειροτονέω,verb,oi(,ὁ,article,qeoi/,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(/ceis,ἔχω,verb,a)tre/mas,ἀτρέμας,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polu\,πολύς,adjective,ga\r,γάρ,particle,dh/,δή,particle,s',σύ,pronoun,e)gw\,ἐγώ,pronoun,e(o/raka,ὁράω,verb,pa/ntwn,πᾶς,adjective,barbarw/taton,βάρβαρος,adjective,qew=n,θέα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/ge,ἄγε,adverb,dh\,δή,particle,ti/,τίς,pronoun,drw=men,δράω,verb,*(hra/kleis,Ἡρακλέης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)kh/koas,ἀκούω,verb,e)mou=,ἐγώ,pronoun,g',γε,particle,o(/ti,ὅστις,pronoun,to\n,ὁ,article,a)/nqrwpon,ἄνθρωπος,noun,a)/gxein,ἄγχω,verb,bou/lomai,βούλομαι,verb,o(/stis,ὅστις,pronoun,pot',ποτέ,particle,e)/sq',ἔσθω,verb,o(,ὁ,article,tou\s,ὁ,article,qeou\s,θεός,noun,a)poteixi/sas,ἀποτειχίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,w)=ga/q',ἄγαμαι,verb,h(|rh/mesqa,αἱρέω,verb,peri\,περί,preposition,diallagw=n,διαλλαγή,noun,pre/sbeis,πρέσβις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diplasi/ws,διπλάσιος,adjective,ma=llon,μᾶλλον,adverb,a)/gxein,ἄγχω,verb,moi,ἐγώ,pronoun,dokei=,δοκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th\n,ὁ,article,turo/knhsti/n,τυρόκνηστις,noun,tis,τις,pronoun,do/tw,δίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe/re,φέρω,verb,si/lfion,σίλφιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
turo\n,τυρός,noun,fere/tw,φέρω,verb,tis,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
purpo/lei,πυρπολέω,verb,tou\s,ὁ,article,a)/nqrakas,ἄνθραξ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,a)/ndra,ἀνήρ,noun,xai/rein,χαίρω,verb,oi(,ὁ,article,qeoi\,θεός,noun,keleu/omen,κελεύω,verb,trei=s,τρέω,verb,o)/ntes,εἰμί,verb,h(mei=s,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,e)piknw=,ἐπικνάω,verb,to\,ὁ,article,si/lfion,σίλφιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,kre/a,κρέας,noun,tou=,ὁ,article,tau=t',οὗτος,pronoun,e)sti/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)/rniqe/s,ὄρνις,noun,tines,τις,pronoun,e)panista/menoi,ἐπανίστημι,verb,toi=s,ὁ,article,dhmotikoi=sin,δημοτικός,adjective,o)rne/ois,ὄρνεον,noun,e)/docan,δοκέω,verb,a)dikei=n,ἀδικέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=ta,εἶτα,adverb,dh=ta,δῆτα,adverb,si/lfion,σίλφιον,noun,ei)/piknh=|s,,,pro/teron,πρότερος,adjective,au)toi=sin,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,xai=r',χαίρω,verb,*(hra/kleis,Ἡρακλέης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,e)/sti,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
presbeu/ontes,πρεσβεύω,verb,h(mei=s,ἐγώ,pronoun,h(/komen,ἥκω,verb,para\,παρά,preposition,tw=n,ὁ,article,qew=n,θέα,noun,peri\,περί,preposition,pole/mou,πόλεμος,noun,katallagh=s,καταλλαγή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/laion,ἔλαιον,noun,ou)k,οὐ,adverb,e)/nestin,ἔνειμι,verb,e)n,ἐν,preposition,th=|,ὁ,article,lhku/qw|,λήκυθος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mh\n,μήν,particle,ta/,τίς,pronoun,g',γε,particle,o)rni/qeia,ὀρνίθειος,adjective,lipa/r',λιπαρός,adjective,ei)=nai,εἰμί,verb,pre/pei,πρέπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(mei=s,ἐγώ,pronoun,te,τε,particle,ga\r,γάρ,particle,polemou=ntes,πολεμέω,verb,ou),οὐ,adverb,kerdai/nomen,κερδαίνω,verb,u(mei=s,σύ,pronoun,t',τε,particle,a)\n,ἄν,particle,h(mi=n,ἐγώ,pronoun,toi=s,ὁ,article,qeoi=s,θεός,noun,o)/ntes,εἰμί,verb,fi/loi,φίλος,adjective,o)/mbrion,ὄμβριος,adjective,u(/dwr,ὕδωρ,noun,a)\n,ἄν,particle,ei)/xet',ἔχω,verb,e)n,ἐν,preposition,toi=s,ὁ,article,te/lmasin,τέλμα,noun,a)lkuoni/das,ἀλκυονίδες,noun,t',τε,particle,a)\n,ἄν,particle,h)/geq',ἄγω,verb,h(me/ras,ἡμέρα,noun,a)ei/,ἀεί,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/twn,οὗτος,pronoun,peri\,περί,preposition,pa/ntwn,πᾶς,adjective,au)tokra/tores,αὐτοκράτωρ,adjective,h(/komen,ἥκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ou)/te,οὔτε,adverb,pro/teron,πρότερος,adjective,pw/poq',πώποτε,adverb,h(mei=s,ἐγώ,pronoun,h)/rcamen,ἄρχω,verb,pole/mou,πόλεμος,noun,pro\s,πρός,preposition,u(ma=s,σύ,pronoun,nu=n,νῦν,adverb,t',τε,particle,e)qe/lomen,ἐθέλω,verb,ei),εἰ,conjunction,dokei=,δοκέω,verb,e)a/n,ἐάν,conjunction,ti,τις,pronoun,di/kaion,δίκαιος,adjective,a)lla\,ἀλλά,adverb,nu=n,νῦν,adverb,e)qe/lhte,ἐθέλω,verb,dra=n,δράω,verb,sponda\s,σπονδή,noun,poiei=sqai,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,di/kai',δικαία,noun,e)sti\n,εἰμί,verb,tadi/,ὅδε,pronoun,to\,ὁ,article,skh=ptron,σκῆπτρον,noun,h(mi=n,ἐγώ,pronoun,toi=sin,ὁ,article,o)/rnisin,ὄρνις,noun,pa/lin,πάλιν,adverb,to\n,ὁ,article,*di/',Δίη,proper,a)podou=nai,ἀποδίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)\n,κἀν,conjunction,diallattw/meqa,διαλλάσσω,verb,e)pi\,ἐπί,preposition,toi=sde,ὅδε,pronoun,tou\s,ὁ,article,pre/sbeis,πρέσβις,noun,e)p',ἐπί,preposition,a)/riston,ἄριστος,adjective,kalw=,καλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)moi\,ἐγώ,pronoun,me\n,μέν,particle,a)po/xrh,ἀποχράω,verb,tau=ta,οὗτος,pronoun,kai\,καί,conjunction,yhfi/zomai,ψηφίζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
