word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/45/lemma/@_entry,word/45/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS
e)/ti,ἔτι,adverb,d',δέ,particle,ei),εἰ,conjunction,me\n,μέν,particle,tou/tois,οὗτος,pronoun,e)/mellen,μέλλω,verb,o(,ὁ,article,ki/ndunos,κίνδυνος,noun,e)/sesqai,εἰμί,verb,mo/nois,μόνος,adjective,a)ll',ἀλλά,adverb,ou),οὐ,adverb,su/mpasin,σύμπας,adjective,h)=n,εἰμί,verb,a)/n,ἄν,particle,ti,τις,pronoun,tou=to,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/te,ὅτε,conjunction,d',δέ,particle,oi(,ἕ,pronoun,peisqe/ntes,πείθω,verb,pro/teroi,πρότερος,adjective,dw/somen,δίδωμι,verb,th\n,ὁ,article,di/khn,δίκη,adjective,ti/,τίς,pronoun,to\,ὁ,article,ke/rdos,κέρδος,noun,lamba/nein,λαμβάνω,verb,u(/steron,ὕστερος,adjective,kai\,καί,conjunction,zhmiou=sqai,ζημιόω,verb,meta\,μετά,preposition,tou/twn,οὗτος,pronoun,e)co\n,ἔξεστι,verb,o(mou=,ὁμοῦ,adverb,kai\,καί,conjunction,h(ma=s,ἐγώ,pronoun,kai\,καί,conjunction,tou/tous,οὗτος,pronoun,a)sfalei=s,ἀσφαλής,adjective,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,mh\n,μήν,particle,ei)/,εἰ,conjunction,ge,γε,particle,mhd',μηδέ,particle,a)\n,ἄν,particle,ou(=toi,οὗτος,pronoun,fh/saien,φημί,verb,e)/xoi,ἔχω,verb,d',δέ,particle,e)gguh/sasqai/,ἐγγυάω,verb,tis,τις,pronoun,pw=s,πῶς,adverb,u(mi=n,σύ,pronoun,kalw=s,καλός,noun,e)/xei,ἔχω,verb,tau=ta,οὗτος,pronoun,pisteu=sai,πιστεύω,verb,a(\,ὅς,pronoun,tou/tois,οὗτος,pronoun,u(posxe/sqai,ὑπέχω,verb,tw=n,ὁ,article,ai)sxrw=n,αἰσχρός,adjective,ei)=nai,εἰμί,verb,dokei=,δοκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,a(\,ὅς,pronoun,lo/gw|,λόγος,noun,mo/non,μόνος,adjective,ei)pei=n,εἶπον,verb,koufo/ths,κουφότης,noun,h)=,ἦ,adverb,pou,πού,adverb,blakei/a,βλακεία,noun,tau=t',οὗτος,pronoun,e)/rgw|,ἔργον,noun,pa/ntws,πάντως,adverb,qei=nai,θείνω,verb,genhso/mena,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to/te,τότε,adverb,ga\r,γάρ,particle,xrh\,χρή,verb,ka)\n,κἀν,conjunction,a)/dhlon,ἄδηλος,adjective,h)=|,εἰμί,verb,to\,ὁ,article,me/llon,μέλλω,verb,ai(rei=sqai,αἱρέω,verb,kinduneu/ein,κινδυνεύω,verb,o(/tan,ὅταν,conjunction,to\,ὁ,article,th\n,ὁ,article,h(suxi/an,ἡσυχία,noun,a)/gein,ἄγω,verb,fanerw=s,φανερός,adjective,xei=ron,χείρων,adverb,h)=|,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(=on,οἷος,adjective,o(/q',ὅθι,adverb,h(mi=n,ἐγώ,pronoun,e)ph/|esan,ἔπειμι,verb,oi(,ὁ,article,ba/rbaroi,βάρβαρος,adjective,kinduneu/ein,κινδυνεύω,verb,e)/dei,δέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dia\,διά,preposition,ti/,τίς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/ti,ὅστις,pronoun,douleu/ein,δουλεύω,verb,h)=n,εἰμί,verb,ei),εἰ,conjunction,mh\,μή,conjunction,tou=t',οὗτος,pronoun,e)poih/samen,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/lin,πάλιν,adverb,h(ni/x',ἡνίκα,adverb,ou(=toi,οὗτος,pronoun,prose/tatton,προστάσσω,verb,a(\,ὅς,pronoun,decame/nois,δέχομαι,verb,ou),οὐ,adverb,kalw=s,καλός,noun,e)/melle,μέλλω,verb,sxh/sein,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/te,ὅτε,conjunction,de\,δέ,particle,e)n,ἐν,preposition,me\n,μέν,particle,th=|,ὁ,article,h(suxi/a|,ἡσυχία,noun,do/ca,δόξα,noun,meta\,μετά,preposition,a)sfalei/as,ἀσφάλεια,noun,e)n,ἐν,preposition,de\,δέ,particle,tw=|,ὁ,article,polemei=n,πολεμέω,verb,ou),οὐ,adverb,mo/non,μόνος,adjective,peri\,περί,preposition,tw=n,ὁ,article,o)/ntwn,εἰμί,verb,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,peri\,περί,preposition,au)th=s,αὐτός,pronoun,th=s,ὁ,article,do/chs,δόξα,noun,o(,ὁ,article,ki/ndunos,κίνδυνος,noun,ti/,τίς,pronoun,dei=,δέομαι,verb,tetufwme/nws,τετυφωμένως,adverb,ou(/tw,οὕτως,adverb,filoneikei=n,φιλονεικέω,verb,w(/sper,ὥσπερ,adverb,u(mi=n,σύ,pronoun,au)toi=s,αὐτός,pronoun,ou)x,οὐ,adverb,h(=tton,ἥσσων,adverb,h)\,ἠέ,conjunction,tou/tois,οὗτος,pronoun,xalepai/nontas,χαλεπαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ske/yasqe,σκέπτομαι,verb,ga\r,γάρ,particle,kai\,καί,conjunction,tou=to,οὗτος,pronoun,o(/ti,ὅστις,pronoun,th\n,ὁ,article,me\n,μέν,particle,ei)rh/nhn,εἰρήνη,noun,w(s,ὡς,conjunction,a)ki/ndunon,ἀκίνδυνος,adjective,e)pieikw=s,ἐπιεικής,adjective,pa/ntes,πᾶς,adjective,a)spa/zontai,ἀσπάζομαι,verb,tou\s,ὁ,article,pole/mous,πόλεμος,noun,d',δέ,particle,u(pe\r,ὑπέρ,preposition,eu)doci/as,εὐδοξία,noun,oi(/,ἕ,pronoun,ge,γε,particle,e)pieikei=s,ἐπιεικής,adjective,u(fi/stasqai,ὑφίστημι,verb,dokou=sin,δοκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/sq',ὥστε,conjunction,u(pe\r,ὑπέρ,preposition,me\n,μέν,particle,tou/twn,οὗτος,pronoun,ge/noit',γίγνομαι,verb,a)\n,ἄν,particle,i)/sws,ἴσως,adverb,e)/ris,ἔρις,noun,kai\,καί,conjunction,bouleu/saint',βουλεύω,verb,a)\n,ἄν,particle,e(/kastoi,ἕκαστος,adjective,pro\s,πρός,preposition,to\n,ὁ,article,au(tw=n,ἑαυτοῦ,pronoun,tro/pon,τρόπος,noun,oi(,ὁ,article,me\n,μέν,particle,th\n,ὁ,article,a)sfa/leian,ἀσφάλεια,noun,oi(,ὁ,article,de\,δέ,particle,to\,ὁ,article,krei=tton,κρείσσων,verb,proairou/menoi,προαιρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nuni\,νυνί,adverb,de\,δέ,particle,ou)k,οὐ,adverb,e)/nesti,ἔνειμι,verb,xwri/sai,χωρίζω,verb,a)ll',ἀλλά,adverb,w(/sper,ὥσπερ,adverb,qew=n,θέα,noun,tino\s,τις,pronoun,u(mi=n,σύ,pronoun,deiknu/ntos,δείκνυμι,verb,o(/ti,ὅστις,pronoun,xrh\,χρή,verb,th\n,ὁ,article,ei)rh/nhn,εἰρήνη,noun,de/xesqai,δέχομαι,verb,kai\,καί,conjunction,meta\,μετά,preposition,me\n,μέν,particle,tau/ths,οὗτος,pronoun,a(/ma,ἅμα,adverb,t',τε,particle,a)sfalw=s,ἀσφαλής,adjective,oi)kei=n,οἰκέω,verb,kai\,καί,conjunction,filotimei=sqai,φιλοτιμέομαι,verb,to\n,ὁ,article,po/lemon,πόλεμος,noun,d',δέ,particle,ai(roume/nois,αἱρέω,verb,ou)x,οὐ,adverb,h(=tton,ἥσσων,adverb,a)docei=n,ἀδοξέω,verb,h)\,ἠέ,conjunction,kinduneu/ein,κινδυνεύω,verb,u(pa/rxei,ὑπάρχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,dh/,δή,particle,pote,ποτέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/ti,ὅστις,pronoun,ta\s,ὁ,article,me\n,μέν,particle,diallaga\s,διαλλαγή,noun,ou),οὐ,adverb,fo/bw|,φόβος,noun,peri\,περί,preposition,h(mw=n,ἐγώ,pronoun,au)tw=n,αὐτός,pronoun,poiei=sqai,ποιέω,verb,do/comen,δοκέω,verb,a)lla\,ἀλλά,adverb,filanqrwpi/a|,φιλανθρωπία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=to,οὗτος,pronoun,d',δέ,particle,ou),οὐ,adverb,mikro\n,μικρός,adjective,ei)s,εἰς,preposition,a)reth=s,ἀρετή,noun,lo/gon,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=,ὁ,article,pole/mou,πόλεμος,noun,d',δέ,particle,e)xo/menoi,ἔχω,verb,triw=n,τρεῖς,noun,tw=n,ὁ,article,xeiri/stwn,χείριστος,adjective,do/can,δόξα,noun,oi)so/meqa,φέρω,verb,a)plhsti/as,ἀπληστία,noun,w)mo/thtos,ὠμότης,noun,a)bouli/as,ἀβουλία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,pleio/nwn,πλείων,verb,h)\,ἠέ,conjunction,dei=,δέομαι,verb,gli/xesqai,γλίχομαι,verb,kai\,καί,conjunction,tai=s,ὁ,article,tw=n,ὁ,article,*(ellh/nwn,Ἕλλην,proper,sumforai=s,συμφορά,noun,e)pixai/rein,ἐπιχαίρω,verb,kai\,καί,conjunction,mh\,μή,conjunction,e)pi/stasqai,ἐφίστημι,verb,bouleu/sasqai,βουλεύω,verb,peri\,περί,preposition,pragma/twn,πρᾶγμα,noun,e)sti\n,εἰμί,verb,e)n,ἐν,preposition,au)tw=|,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,tou/twn,οὗτος,pronoun,ou)k,οὐ,adverb,a)/n,ἄν,particle,pot',ποτέ,particle,e)nantiw/tera,ἐναντίος,adjective,th=|,ὁ,article,fu/sei,φύσις,noun,th=s,ὁ,article,po/lews,πόλις,adjective,o)nei/dh,ὄνειδος,noun,ge/noito,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,kai\,καί,conjunction,ptai=sai,πταίρω,verb,prose/stai,πρόσειμι,verb,ti/,τίς,pronoun,ti/s,τίς,pronoun,a)\n,ἄν,particle,le/goi,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh\,μή,conjunction,toi/nun,τοίνυν,particle,e)kei/nhn,ἐκεῖνος,pronoun,th\n,ὁ,article,h(me/ran,ἡμέρα,noun,a)namei/nhte,ἀναμένω,verb,e)n,ἐν,preposition,h(=|,ὅς,pronoun,kat',κατά,preposition,a)na/gkas,ἀνάγκη,noun,do/cete,δοκέω,verb,th=s,ὁ,article,ei)rh/nhs,εἰρήνη,noun,e)piqumei=n,ἐπιθυμέω,verb,a)lla\,ἀλλά,adverb,boulh/qhte,βούλομαι,verb,e)n,ἐν,preposition,o(/sw|,ὅσος,adjective,ku/rioi,κύριος,adjective,kaqe/state,καθίστημι,verb,kai\,καί,conjunction,polemei=n,πολεμέω,verb,kai\,καί,conjunction,th\n,ὁ,article,h(suxi/an,ἡσυχία,noun,a)/gein,ἄγω,verb,xari/sasqai,χαρίζομαι,verb,toi=s,ὁ,article,*(/ellhsin,Ἕλλην,proper,ei),εἰ,conjunction,kai\,καί,conjunction,mh\,μή,conjunction,tou/tois,οὗτος,pronoun,paradei/gmasin,παράδειγμα,noun,ou),οὐ,adverb,toi=s,ὁ,article,parou=si,πάρειμι,verb,mo/non,μόνος,adjective,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,toi=s,ὁ,article,pro/teron,πρότερος,adjective,xrw/menoi,χράομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
