word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS
w)=,ὦ,interjection,ta\s,ὁ,article,fre/nas,φρήν,noun,me\n,μέν,particle,a)/rsenas,ἄρσην,noun,kekthme/nh,κτάομαι,verb,to\,ὁ,article,sw=ma,σῶμα,adjective,d',δέ,particle,e)n,ἐν,preposition,gunaici\,γυνή,noun,qhlei/ais,θῆλυς,adjective,pre/pon,πρέπω,verb,w(s,ὡς,conjunction,a)ci/a,ἄξιος,adjective,zh=n,ζάω,verb,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,qanei=n,θνήσκω,verb,e)/fus,φύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*pula/dh,Πυλάδης,proper,toiau/ths,τοιοῦτος,adjective,a)=r',ἆρα,particle,a(marth/sh|,ἁμαρτάνω,verb,ta/las,τάλας,adjective,gunaiko\s,γυνή,noun,h)\,ἠέ,conjunction,zw=n,ζάω,verb,maka/rion,μακάριος,adjective,kth/sh|,κτῆσις,noun,le/xos,λέχος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,ga\r,γάρ,particle,ge/noito,γίγνομαι,verb,*fwke/wn,Φωκεύς,proper,d',δέ,particle,e)/lqoi,ἔρχομαι,verb,po/lin,πόλις,adjective,kaloi=sin,καλέω,verb,u(menai/oisin,ὑμέναιος,noun,a)cioume/nh,ἀξιόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(/cei,ἥκω,verb,d',δέ,particle,e)s,εἰς,preposition,oi)/kous,οἶκος,noun,*(ermio/nh,Ἑρμιόνη,proper,ti/nos,τίς,pronoun,xro/nou,χρόνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,ta)/lla,ἄλλος,adjective,g',γε,particle,ei)=pas,εἶπον,verb,ei)/per,εἴπερ,conjunction,eu)tuxh/somen,εὐτυχέω,verb,ka/llisq',κάλλιστα,adverb,e(lo/ntes,αἱρέω,verb,sku/mnon,σκύμνος,noun,a)nosi/ou,ἀνόσιος,adjective,patro/s,πατήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,dh\,δή,particle,pe/las,πέλας,adverb,nin,νιν,pronoun,dwma/twn,δῶμα,noun,ei)=nai,εἰμί,verb,dokw=,δοκάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=,ὁ,article,ga\r,γάρ,particle,xro/nou,χρόνος,noun,to\,ὁ,article,mh=kos,μῆκος,adjective,au)to\,αὐτός,pronoun,suntre/xei,συντρέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,me/n,μέν,particle,nun,νῦν,adverb,su/ggon',σύγγονος,adjective,*)hle/ktra,Ἠλέκτρη,proper,do/mwn,δόμος,noun,pa/ros,πάρος,preposition,me/nousa,μένω,verb,parqe/nou,παρθένος,noun,de/xou,δέχομαι,verb,po/da,πούς,noun,fu/lasse,φυλάσσω,verb,d',δέ,particle,h)/n,ἐάν,conjunction,tis,τις,pronoun,pri\n,πρίν,adverb,teleuthqh=|,,,fo/nos,φόνος,noun,h)\,ἠέ,conjunction,cu/mmaxo/s,σύμμαχος,adjective,tis,τις,pronoun,h)\,ἠέ,conjunction,kasi/gnhtos,κασίγνητος,noun,patro/s,πατήρ,noun,e)lqw\n,ἔρχομαι,verb,e)s,εἰς,preposition,oi)/kous,οἶκος,noun,fqh=|,φθάνω,verb,ge/gwne/,γέγωνα,verb,t',τε,particle,e)s,εἰς,preposition,do/mous,δόμος,noun,h)\,ἠέ,conjunction,sani/da,σανίς,noun,pai/sas',παίω,verb,h)\,ἠέ,conjunction,lo/gous,λόγος,noun,pe/myas',πέμπω,verb,e)/sw,ἔσω,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(mei=s,ἐγώ,pronoun,d',δέ,particle,e)/sw,ἔσω,adjective,stei/xontes,στείχω,verb,e)pi\,ἐπί,preposition,to\n,ὁ,article,e)/sxaton,σχέθω,verb,a)gw=n',ἀγών,noun,o(plizw/mesqa,ὁπλίζω,verb,fasga/nw|,φάσγανον,noun,xe/ras,χείρ,noun,w)=,ὦ,interjection,dw=ma,δῶμα,noun,nai/wn,ναίω,verb,nukto\s,νύξ,adjective,o)rfnai/as,ὀρφναῖος,adjective,pa/ter,πατήρ,noun,kalei=,καλέω,verb,s',σύ,pronoun,*)ore/sths,Ὀρέστης,proper,pai=s,πᾶς,adjective,so\s,σός,adjective,e)pi/kouron,ἐπίκουρος,noun,molei=n,βλώσκω,verb,toi=s,ὁ,article,deome/noisi,δέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dia\,διά,preposition,se\,σύ,pronoun,ga\r,γάρ,particle,pa/sxw,πάσχω,verb,ta/las,τάλας,adjective,a)di/kws,ἄδικος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prode/domai,προδίδωμι,verb,d',δέ,particle,u(po\,ὑπό,preposition,kasignh/tou,κασίγνητος,noun,se/qen,σύ,pronoun,di/kaia,δίκαιος,adjective,pra/cas,πράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=,ἕ,pronoun,qe/lw,ἐθέλω,verb,da/marq',δάμαρ,noun,e(lw\n,αἱρέω,verb,ktei=nai,κτείνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,d',δέ,particle,h(mi=n,ἐγώ,pronoun,tou=de,ὅδε,pronoun,sullh/ptwr,συλληπτέος,noun,genou=,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,pa/ter,πατήρ,noun,i(kou=,ἱκνέομαι,verb,dh=t',δῆτα,adverb,ei),εἰ,conjunction,klu/eis,κλύω,verb,e)/sw,ἔσω,adjective,xqono\s,χθών,noun,te/knwn,τέκνον,noun,kalou/ntwn,καλέω,verb,oi(\,ἕ,pronoun,se/qen,σύ,pronoun,qnh/|skous',θνήσκω,verb,u(/per,ὑπέρ,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,sugge/neia,συγγένεια,noun,patro\s,πατήρ,noun,e)mou=,ἐμός,adjective,ka)ma\s,ἁμός,adjective,lita/s,λιτή,noun,*)aga/memnon,Ἀγαμέμνων,proper,ei)sa/kouson,εἰσακούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/ksw|son,,,te/kna,τέκνον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/kteina,ἐκτείνω,verb,mhte/ra,μήτηρ,noun,h(ya/mhn,ἅπτω,verb,d',δέ,particle,e)gw\,ἐγώ,pronoun,ci/fous,ξίφος,noun,e)gw\,ἐγώ,pronoun,d',δέ,particle,e)pebou/leusa,ἐπιβουλεύω,verb,ka)pe/lus',ἀπολύω,verb,o)/knou,ὄκνος,noun,soi/,σύ,pronoun,pa/ter,πατήρ,noun,a)rh/gwn,ἀρήγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)d',οὐδέ,particle,e)gw\,ἐγώ,pronoun,prou/dwka/,προδίδωμι,verb,se,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/koun,οὔκουν,adverb,o)nei/dh,ὄνειδος,noun,ta/de,ὅδε,pronoun,klu/wn,κλύω,verb,r(u/sh|,ῥύσις,noun,te/kna,τέκνον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dakru/ois,δάκρυον,noun,kataspe/ndw,κατασπένδω,verb,se,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,d',δέ,particle,oi)/ktoisi/,οἶκτος,noun,ge,γε,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pau/sasqe,παύω,verb,kai\,καί,conjunction,pro\s,πρός,preposition,e)/rgon,ἔργον,noun,e)cormw/meqa,ἐξορμάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)/per,εἴπερ,conjunction,ga\r,γάρ,particle,ei)/sw,εἴδομαι,verb,gh=s,γῆ,noun,a)konti/zous',ἀκοντίζω,verb,a)rai/,ἀρά,noun,klu/ei,κλύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,d',δέ,particle,w)=,ὦ,interjection,*zeu=,Ζεύς,proper,pro/gone,πρόγονος,adjective,kai\,καί,conjunction,*di/khs,Δίκη,proper,se/bas,σέβας,noun,do/t',δότης,noun,eu)tuxh=sai,εὐτυχέω,verb,tw=|d',ὅδε,pronoun,e)moi/,ἐγώ,pronoun,te,τε,particle,th=|de/,ὅδε,pronoun,te,τε,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trissoi=s,τρισσός,adjective,fi/lois,φίλος,adjective,ga\r,γάρ,particle,ei(=s,εἷς,adjective,a)gw/n,ἀγών,noun,di/kh,δίκη,adjective,mi/a,εἷς,adjective,h)\,ἠέ,conjunction,zh=n,ζάω,verb,a(/pasin,ἅπας,adjective,h)\,ἠέ,conjunction,qanei=n,θνήσκω,verb,o)fei/letai,ὀφέλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*mukhni/des,Μυκηναῖος,proper,w)=,ὦ,interjection,fi/lai,φίλος,adjective,ta\,ὁ,article,prw=ta,πρότερος,adjective,kata\,κατά,preposition,*pelasgo\n,Πελασγός,proper,e(/dos,ἕδος,noun,*)argei/wn,Ἀργᾶς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/na,τίς,pronoun,qroei=s,θροέω,verb,au)da/n,αὐδή,noun,po/tnia,πότνια,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parame/nei,παραμένω,verb,ga\r,γάρ,particle,e)/ti,ἔτι,adverb,soi,σύ,pronoun,to/d',ὅδε,pronoun,e)n,ἐν,preposition,*danai+dw=n,Δαναίδαι,proper,po/lei,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sth=q',στέαρ,noun,ai(\,ὅς,pronoun,me\n,μέν,particle,u(mw=n,σύ,pronoun,to/nd',ὅδε,pronoun,a(mach/rh,ἁμαξήρης,adjective,tri/bon,τρίβος,noun,ai(\,ὅς,pronoun,d',δέ,particle,e)nqa/d',ἐνθάδε,adverb,a)/llon,ἄλλος,adjective,oi)=mon,οἶμος,noun,e)s,εἰς,preposition,froura\n,φρουρά,noun,do/mwn,δόμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,de/,δέ,particle,me,ἐγώ,pronoun,to/de,ὅδε,pronoun,xre/os,χρέος,noun,a)pu/eis,ἠπύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/nepe/,ἐνέπω,verb,moi,ἐγώ,pronoun,fi/la,φίλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fo/bos,φόβος,noun,e)/xei,ἔχω,verb,me,ἐγώ,pronoun,mh/,μή,conjunction,tis,τις,pronoun,e)pi\,ἐπί,preposition,dw/masi,δῶμα,noun,staqei\s,ἵστημι,verb,e)pi\,ἐπί,preposition,foi/nion,φοίνιος,adjective,ai(=ma,αἷμα,noun,ph/mata,πῆμα,adjective,ph/masin,πῆμα,adjective,e)ceu/rh|,ἐξευρίσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xwrei=t',χωρέω,verb,e)peigw/mesq',ἐπείγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,me\n,μέν,particle,ou)=n,οὖν,particle,tri/bon,τρίβος,noun,to/nd',ὅδε,pronoun,e)kfula/cw,ἐκφυλάσσω,verb,to\n,ὁ,article,pro\s,πρός,preposition,h(li/ou,ἥλιος,noun,bola/s,βολή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mh\n,μήν,particle,e)gw\,ἐγώ,pronoun,to/nd',ὅδε,pronoun,o(\s,ὅς,pronoun,pro\s,πρός,preposition,e(spe/ran,ἑσπέρα,noun,fe/rei,φέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
do/xmia/,δόχμιος,adjective,nun,νῦν,adverb,ko/ras,κόρη,noun,dia/fer',διαφέρω,verb,o)mma/twn,ὄμμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)kei=qen,ἐκεῖθεν,adverb,e)nqa/d',ἐνθάδε,adverb,ei)=ta,εἶτα,adverb,palinskopia\n,,,e)/xomen,ἔχω,verb,w(s,ὡς,conjunction,qroei=s,θροέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(li/ssete/,ἑλίσσω,verb,nun,νῦν,adverb,ble/fara,βλέφαρον,noun,ko/raisi,κόρη,noun,di/dote,δίδωμι,verb,pa/nta,πᾶς,adjective,dia\,διά,preposition,bostru/xwn,βόστρυχος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/de,ὅδε,pronoun,tis,τις,pronoun,e)n,ἐν,preposition,tri/bw|,τρίβος,noun,ti/s,τίς,pronoun,o(/d',ὅδε,pronoun,a)/r',ἄρα,particle,a)mfi\,ἀμφί,preposition,me/laqron,μέλαθρον,noun,polei=,πολέω,verb,so\n,σός,adjective,a)gro/tas,ἀγρότης,noun,a)nh/r,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)pwlo/mesq',ἀπόλλυμι,verb,a)/r',ἄρα,particle,w)=,ὦ,interjection,fi/lai,φίλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kekrumme/nous,κρύπτω,verb,qh=ras,θήρ,noun,cifh/reis,ξιφήρης,adjective,au)ti/k',αὐτίκα,adverb,e)xqroi=sin,ἐχθρός,adjective,fanei=,φαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/fobos,ἄφοβος,adjective,e)/xe,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
keno/s,κενός,adjective,w)=,ὦ,interjection,fi/la,φίλος,adjective,sti/bos,στίβος,adjective,o(\n,ὅς,pronoun,ou),οὐ,adverb,dokei=s,δοκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,de/,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
