word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/31/lemma/@_entry,word/31/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS
to\n,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,pai=da,παῖς,adjective,o(/nper,ὅς,pronoun,a)rti/ws,ἄρτιος,adjective,ei)=pon,εἶπον,verb,e)/pempe/,πέμπω,verb,moi,ἐγώ,pronoun,le/gonta,λέγω,verb,o(/ti,ὅστις,pronoun,ou)k,οὐ,adverb,a)\n,ἄν,particle,sunei/h,σύνειμι,verb,moi,ἐγώ,pronoun,ei),εἰ,conjunction,mh\,μή,conjunction,lu/somai,λύω,verb,au)tou=,αὐτός,pronoun,to\n,ὁ,article,pate/ra,πατήρ,noun,kai\,καί,conjunction,to\n,ὁ,article,a)delfo/n,ἀδελφός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)/dh,ἤδη,adverb,d',δέ,particle,e)mou=,ἐγώ,pronoun,w(mologhko/tos,ὁμολογέω,verb,au)tw=n,αὐτός,pronoun,kataqh/sein,καταθέω,verb,triw=n,τρεῖς,noun,o)/ntwn,εἰμί,verb,to\,ὁ,article,a)rgu/rion,ἀργύριον,adjective,proselqw\n,προσέρχομαι,verb,o(,ὁ,article,*)aqhnoge/nhs,Ἀθηνογένης,proper,pro/s,πρός,preposition,tinas,τις,pronoun,tw=n,ὁ,article,fi/lwn,φίλος,adjective,tw=n,ὁ,article,e)mw=n,ἐμός,adjective,ti/,τίς,pronoun,bou/letai,βούλομαι,verb,e)/fh,φημί,verb,e)pikrath\s,ἐπικρατής,adverb,pra/gmata,πρᾶγμα,noun,e)/xein,ἔχω,verb,w(=|,ὅς,pronoun,e)/cesti,ἔξεστι,verb,labo/nti,λαμβάνω,verb,to\n,ὁ,article,pai=da,παῖς,adjective,xrh=sqai,χράομαι,verb,th\n,me\n,μέν,particle,sukofanti/an,συκοφαντία,noun,e)poiei=to,ποιέω,verb,tw=|,ὁ,article,ὁ,article,de\,δέ,particle,a)dikhma/twn,ἀδίκημα,noun,e)pi/steusa,πιστεύω,verb,w(s,ὡς,conjunction,to\n,ὁ,article,me\n,μέν,particle,pai=da,παῖς,adjective,ou)k,οὐ,adverb,h)/qelon,ἐθέλω,verb,ou)=n,οὖν,particle,tettara/konta,τεσσαράκοντα,adjective,mna=s,μνᾶ,noun,pe/nte,πέντε,adverb,ta/lanta,τάλαντον,noun,ou)/te,οὔτε,adverb,muropw/lhs,μυροπώλης,noun,ei)mi\,εἰμί,verb,ou)/t',οὔτε,adverb,a)/llhn,ἄλλος,adjective,te/xnhn,τέχνη,noun,e)rga/zomai,ἐργάζομαι,verb,a)ll',ἀλλά,adverb,a(/per,ὅς,pronoun,o(,ὁ,article,path/r,πατήρ,noun,moi,ἐγώ,pronoun,e)/dwken,δίδωμι,verb,xwri/a,χωρίον,noun,tau=ta,οὗτος,pronoun,gewrgw=,γεωργός,adjective,pro\s,πρός,preposition,de\,δέ,particle,tou/twn,οὗτος,pronoun,ei)s,εἰς,preposition,th\n,ὁ,article,w)nh\n,ὠνή,noun,e)nesei/sqhn,ἐνσείω,verb,,,,,,,,,
po/tera,πότερος,adjective,ga\r,γάρ,particle,ei)ko/s,ἔοικα,verb,e)stin,εἰμί,verb,w)=,ὦ,interjection,*)aqhno/genes,,,e)me\,ἐγώ,pronoun,th=s,ὁ,article,sh=s,σός,adjective,te/xnhs,τέχνη,noun,e)piqumh=sai,ἐπιθυμέω,verb,h(=s,ὅς,pronoun,ou)k,οὐ,adverb,h)/mhn,εἰμί,verb,e)/mpeiros,ἔμπειρος,adjective,h)/,ἠέ,conjunction,se,σύ,pronoun,kai\,καί,conjunction,th\n,ὁ,article,e(tai/ran,ἑταίρα,noun,toi=s,ὁ,article,e)moi=s,ἐμός,adjective,e)pibouleu=sai,ἐπιβουλεύω,verb,e)gw\,ἐγώ,pronoun,me\n,μέν,particle,ga\r,γάρ,particle,oi)/omai,οἴομαι,verb,u(ma=s,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dio/per,διόπερ,conjunction,a)/ndres,ἀνήρ,noun,dikastai/,δικαστής,noun,e)moi\,ἐγώ,pronoun,me\n,μέν,particle,a)\n,ἄν,particle,ei)ko/tws,ἐοικότως,adverb,suggnw/mhn,συγγνώμη,adjective,e)/xoit',ἔχω,verb,a)pathqh=nai,ἀπατάω,verb,kai\,καί,conjunction,a)tuxh=sai,ἀτυχέω,verb,toiou/tw|,τοιοῦτος,adjective,a)nqrw/pw|,ἄνθρωπος,noun,peripeso/nta,περιπίπτω,verb,*)aqhn,,,oge/nei,,,de\,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/nta,πᾶς,adjective,e)moi\,ἐγώ,pronoun,ei)=nai,εἰμί,verb,ta\,ὁ,article,de\,δέ,particle,th=s,ὁ,article,a)pa/ths,ἀπάτη,noun,ke/rdh,κέρδος,noun,au)tw=|,αὐτός,pronoun,kai\,καί,conjunction,to\n,ὁ,article,me\n,μέν,particle,*mi/dan,Μίδας,proper,to\n,ὁ,article,o(\n,ὅς,pronoun,a)/kwn,ἀέκων,adjective,fhsi\n,φημί,verb,a)polu=sai,ἀπολύω,verb,tou=ton,οὗτος,pronoun,labei=n,λαμβάνω,verb,tou=,ὁ,article,de\,δέ,particle,paido\s,παῖς,adjective,o(\n,ὅς,pronoun,to/te,τότε,adverb,proi=ka/,προίξ,adjective,moi/,ἐγώ,pronoun,fhsin,φημί,verb,dido/nai,δίδωμι,verb,nu=n,νῦν,adverb,au)to\n,αὐτός,pronoun,labei=n,a)rgu/rion,ἀργύριον,adjective,polu\,πολύς,adjective,plei=on,πλέως,adjective,th=s,ὁ,article,λαμβάνω,verb,a)ci/as,ἄξιος,adjective,ou)x,οὐ,adverb,w(/ste,ὥστε,conjunction,e)mo\n,ἐμός,adjective,ei)=nai,εἰμί,verb,a)ll',ἀλλά,adverb,w(/ste,ὥστε,conjunction,u(f',ὑπό,preposition,u(mw=n,σύ,pronoun,th=|,ὁ,article,yh/fw|,ψῆφος,noun,e)leu/qeron,ἐλεύθερος,adjective,a)fi/esqai,ἀφίημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)to\s,αὐτός,pronoun,me/ntoi,μέντοι,particle,ou)k,οὐ,adverb,a)ciw=,ἀξιάω,verb,pro\s,πρός,preposition,toi=s,ὁ,article,a)/llois,ἄλλος,adjective,kai\,καί,conjunction,a)timwqh=nai,ἀτιμόω,verb,u(p',ὑπό,preposition,*)aqhnoge/n,,,ous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,a)\n,ἄν,particle,deino\n,δεινός,adjective,sumbai/noi,συμβαίνω,verb,moi,ἐγώ,pronoun,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,dikastai/,δικαστής,noun,ei),εἰ,conjunction,h(/marton,ἁμαρτάνω,verb,mi/a,εἷς,adjective,de\,δέ,particle,h)di/khken,ἀδικέω,verb,a),,,timh/mati,τίμημα,noun,e)ni/ote,ἐνίοτε,adverb,tw=n,ὁ,article,metoi/kwn,μέτοικος,noun,a)fula/ktws,ἀφύλακτος,adjective,e)/rxesqai,ἔρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,de\,δέ,particle,tw=|,ὁ,article,pole/mw|,πόλεμος,noun,tw=|,ὁ,article,pro\s,πρός,preposition,*fi/lippon,Φίλιππος,proper,mikro\n,μικρός,adjective,pro\,πρό,preposition,th=s,ὁ,article,ma/xhs,μάχη,noun,a)pe/lipe,ἀπολείπω,verb,th\n,ὁ,article,po/lin,πόλις,adjective,kai\,καί,conjunction,meq',μετά,preposition,u(mw=n,σύ,pronoun,me\n,μέν,particle,ou),οὐ,adverb,sunestrateu/sato,συστρατεύω,verb,ei)s,εἰς,preposition,*xairw/neian,Χαιρωνεία,proper,e)cw/|khse,ἐξοικέω,verb,de\,δέ,particle,ei)s,εἰς,preposition,*troizh=na,Τροιζήν,proper,para\,παρά,preposition,to\n,ὁ,article,no/mon,νόμος,noun,o(\s,ὅς,pronoun,keleu/ei,κελεύω,verb,e)/ndeicin,ei)=nai,εἰμί,verb,kai\,καί,conjunction,a)pagwgh\n,ἀπαγωγή,noun,tou=,ὁ,article,ἔνδειξις,noun,e)coikh/santos,ἐξοικέω,verb,e)n,ἐν,preposition,tw=|,ὁ,article,pole/mw|,πόλεμος,noun,e)a\n,ἐάν,conjunction,pa/lin,πάλιν,adverb,e)/lqh|,ἔρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tau=,ταῦ,noun,t',τε,particle,e)poi/ei,ποιέω,verb,th\n,ὁ,article,me\n,μέν,particle,e)kei/nwn,ἐκεῖνος,pronoun,po/lin,πόλις,adjective,w(s,ὡς,conjunction,e)/oike,ἔοικα,verb,perie/sesqai,περίειμι,verb,u(polamba/nwn,ὑπολαμβάνω,verb,th=s,ὁ,article,de\,δέ,particle,h(mete/ras,ἡμέτερος,adjective,qa/naton,θάνατος,adjective,katagnou/s,καταγιγνώσκω,verb,kai\,καί,conjunction,ta\s,ὁ,article,qugate/ras,θυγάτηρ,adjective,e)n,ἐν,preposition,th=|,ὁ,article,par',παρά,preposition,u(mi=n,σύ,pronoun,eu)daimoni/a|,εὐδαιμονία,noun,e)kqre/yas,ἐκτρέφω,verb,e)ce/dwken,ἐκδίδωμι,verb,pa/lin,πάλιν,adverb,e)rgaso/menos,ἐργάζομαι,verb,e)pei\,ἐπεί,conjunction,ei)rh/nh,εἰρήνη,noun,ge/gonen,tau=ta,οὗτος,pronoun,ga\r,γάρ,particle,u(mi=n,σύ,pronoun,oi(,ἕ,pronoun,γίγνομαι,verb,ou(=toi,οὗτος,pronoun,poi,ποι,adverb,th=|,ὁ,article,ei)rh/nh|,εἰρήνη,noun,pw,πω,particle,e)n,ἐν,preposition,toi=s,ὁ,article,kindu/nois,κίνδυνος,noun,me\n,μέν,particle,e)n,ἐν,preposition,*plataiai=s,Πλαταιός,proper,dh/santes,δέω,verb,*)aqhnoge/nhs,Ἀθηνογένης,proper,koina\s,κοινός,adjective,th=s,ὁ,article,po/lews,πόλις,adjective,sunqh/kas,συνθήκη,noun,paraba\s,παραβαίνω,verb,tai=s,ὁ,article,i)di/ais,ἴδιος,adjective,pro\s,πρός,preposition,e)me\,ἐγώ,pronoun,i)sxuri/zetai,ἰσχυρίζομαι,verb,w(/sper,ὥσπερ,adverb,a)/n,ἄν,particle,tina,τις,pronoun,peisqe/nta,πείθω,verb,w(s,ὡς,conjunction,o(,ὁ,article,tw=n,ὁ,article,pro\s,πρός,preposition,u(ma=s,σύ,pronoun,dikai/wn,δίκαιος,adjective,katafronh/sas,καταφρονέω,verb,ou(=tos,οὗτος,pronoun,a)\n,ἄν,particle,tw=n,ὁ,article,pro\s,πρός,preposition,e)me\,ἐγώ,pronoun,e)fro/ntizen,φροντίζω,verb
o(\s,ὅς,pronoun,ou(/tw,οὕτως,adverb,ponhro/s,πονηρός,adjective,e)sti,εἰμί,verb,kai\,καί,conjunction,pantaxou=,πανταχοῦ,adverb,o(/moios,ὅμοιος,adjective,w(/ste,ὥστε,conjunction,kai\,καί,conjunction,ei)s,εἰς,preposition,*troizh=na,Τροιζήν,proper,e)lqw\n,ἔρχομαι,verb,kai\,καί,conjunction,poihsame/nwn,ποιέω,verb,au)to\n,αὐτός,pronoun,*troizhni/wn,Τροιζήνιος,proper,poli/thn,πολίτης,noun,u(popesw\n,ὑποπίπτω,verb,*mnhsi/an,,,to\no\n,ὁ,article,*)argei=on,Ἀργεῖος,proper,kai\,καί,conjunction,u(p',ὑπό,preposition,e)kei/nou,ἐκεῖνος,pronoun,katastaqei\s,καθίστημι,verb,a)/rxwn,ἄρχων,noun,e)ce/balen,ἐκβάλλω,verb,tou\s,ὁ,article,poli/tas,πολίτης,noun,e)k,ἐκ,preposition,th=s,ὁ,article,po/lews,w(s,ὡς,conjunction,u(mi=n,σύ,pronoun,au)toi\,αὐτός,pronoun,marturh/sousin,μαρτυρέω,verb,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)nqa/de,ἐνθάδε,adverb,ga\r,γάρ,particle,feu/gousin,φεύγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,u(mei=s,σύ,pronoun,me/n,μέν,particle,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,dikastai/,δικαστής,noun,e)kpeso/ntas,ἐκπίτνω,verb,au)tou\s,αὐτός,pronoun,u(pede/casqe,ὑποδέχομαι,verb,kai\,καί,conjunction,poli/tas,πολίτης,noun,e)poih/sasqe,ποιέω,verb,kai\,καί,conjunction,tw=n,ὁ,article,u(mete/rwn,ὑμέτερος,adjective,a)gaqw=n,ἀγαθός,adjective,pa/ntwn,πᾶς,adjective,mete/dote,μεταδίδωμι,verb,a)pomnhmoneu/santes,ἀπομνημονεύω,verb,th\n,ὁ,article,eu)ergesi/an,εὐεργεσία,noun,th\n,ὁ,article,pro\s,πρός,preposition,to\n,ὁ,article,ba/rbaron,βάρβαρος,adjective,di',διά,preposition,e)tw=n,ἔται,noun,pleio/nwn,πλείων,verb,h)\,ἠέ,conjunction,penth/konta,πεντήκοντα,verb,kai\,καί,conjunction,e(kato/n,kai\,καί,conjunction,oi)o/menoi,οἴομαι,verb,dei=n,δέω,verb,tou\s,ὁ,article,ἑκατόν,noun,e)n,ἐν,preposition,toi=s,ὁ,article,kindu/nois,κίνδυνος,noun,u(mi=n,σύ,pronoun,xrhsi/mous,χρήσιμος,adjective,genome/nous,γίγνομαι,verb,tou/tous,οὗτος,pronoun,a)tuxou=ntas,ἀτυχέω,verb,periswqh=nai,περισώζω,verb,u(f',ὑπό,preposition,u(mw=n,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=tos,οὗτος,pronoun,de\,δέ,particle,o(,ὁ,article,miaro/s,μιαρός,adjective,o(,ὁ,article,a)fei\s,ἀφίημι,verb,u(ma=s,σύ,pronoun,ka),ἄν,particle,kei=,κεῖ,adverb,e)ggrafei/s,ἐγγράφω,verb,ou)/te,οὔτε,adverb,th=s,ὁ,article,politei/as,πολιτεία,noun,ou)/te,οὔτε,adverb,tou=,ὁ,article,h)/qous,ἦθος,adjective,th=s,ὁ,article,po/lews,πόλις,adjective,ou)de\n,οὐδείς,pronoun,e)peth/deuen,ἐπιτηδεύω,verb,a)/cion,ἄξιος,adjective,a)ll',ἀλλά,adverb,ou(/tws,οὕτως,adverb,w)mw=s,ὠμός,adjective,toi=s,ὁ,article,u(podecame/nois,ὑποδέχομαι,verb,au)to\n,αὐτός,pronoun,e)xrh/sato,χράω,verb,w(/ste,ὥστε,conjunction,m,,,e)n,ἐν,preposition,th=|,e)kklhsi/a|,ἐκκλησία,noun,kata\,κατά,preposition,tou=to,οὗτος,pronoun,dediw\s,δείδω,verb,ὁ,article,kate/fugen,καταφεύγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tau=ta,οὗτος,pronoun,o(/ti,ὅστις,pronoun,a)lhqh=,ἀληθής,adjective,le/gw,λέγω,verb,a)nagnw/setai,ἀναγιγνώσκω,verb,u(mi=n,σύ,pronoun,prw=ton,πρότερος,adjective,me\n,μέν,particle,to\n,ὁ,article,no/mon,νόμος,noun,o(\s,ὅς,pronoun,ou)k,οὐ,adverb,e)a=|,ἀίω,verb,tou\s,ὁ,article,metoi/kous,μέτοικος,noun,e)coikei=n,ἐξοικέω,verb,e)n,ἐν,preposition,tw=|,ὁ,article,pole/mw|,πόλεμος,noun,e)/peita,ἔπειτα,adverb,th\n,ὁ,article,*troizhni/wn,Τροιζήνιος,proper,marturi/an,μαρτυρία,noun,pro\s,πρός,preposition,de\,δέ,particle,tou/tois,οὗτος,pronoun,to\,ὁ,article,tw=n,ὁ,article,*troizhni/wn,Τροιζήνιος,proper,yh/fisma,ψήφισμα,noun,o(\,e)yhfi/santo,ψηφίζομαι,verb,th=|,ὁ,article,po/lei,πόλις,adjective,th=|,ὁ,article,ὅς,pronoun,u(mete/ra|,ὑμέτερος,adjective,di',διά,preposition,o(\,ὅς,pronoun,u(mei=s,σύ,pronoun,au)tou\s,αὐτός,pronoun,u(pede/casqe,ὑποδέχομαι,verb,kai\,καί,conjunction,poli/tas,πολίτης,noun,e)poih/sasqe,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)na/gnwqi,ἀναγιγνώσκω,verb,labe\,λαμβάνω,verb,dh/,δή,particle,moi,ἐγώ,pronoun,kai\,καί,conjunction,th\n,ὁ,article,tou=,ὁ,article,khdestou=,κηδεστής,adjective,au)tou=,αὐτός,pronoun,marturi/an,μαρτυρία,noun,kataleifqe/nta,καταλιμπάνω,verb,e(ch=s,ἑξῆς,adverb,pa/lin,πάλιν,adverb,th\n,ὁ,article,*)antigo/nan,Ἀντιγόνη,proper,ur,,,praxqe/nta,πράσσω,verb,kai\,καί,conjunction,o(\n,ὅς,pronoun,tro/pon,τρόπος,noun,e)pibebou/leuke/n,ἐπιβουλεύω,verb,moi,ἐγώ,pronoun,*)aqhnoge/nhs,Ἀθηνογένης,proper,kai\,καί,conjunction,w(s,ὡς,conjunction,u(mi=n,σύ,pronoun,prosenh/nektai,προσφέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,dh\,δή,particle,kai\,καί,conjunction,i)di/a|,ἴδιος,adjective,ponhro\n,πονηρός,adjective,kai\,καί,conjunction,th=s,ὁ,article,po/lews,πόλις,adjective,th\n,ὁ,article,swthri/an,σωτηρία,noun,a)pelpi/santa,ἀπελπίζω,verb,kai\,καί,conjunction,u(ma=s,σύ,pronoun,e)gkatalipo/nta,ἐγκαταλείπω,verb,kai\,καί,conjunction,par',παρά,preposition,ou(\s,ὅς,pronoun,e)c,ἐκ,preposition,w/|khsen,,,a)nasta/tous,ἀνάστατος,adjective,poih/santa,ποιέω,verb,tou=ton,οὗτος,pronoun,u(mei=s,σύ,pronoun,suneilhfo/tes,συλλαμβάνω,verb,ou),οὐ,adverb,kola/sete,κολάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)gw/,ἐγώ,pronoun,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,dikastai/,δικαστής,noun,de/omai,δέομαι,verb,u(mw=n,σύ,pronoun,kai\,καί,conjunction,a)ntibolw=,ἀντιβολέω,verb,e)leh=sai/,ἐλεάω,verb,me,ἐγώ,pronoun,e)kei=no,ἐκεῖνος,pronoun,skeyame/nous,σκέπτομαι,verb,o(/ti,ὅστις,pronoun,prosh/kei,προσήκω,verb,e)n,ἐν,preposition,tau/th|,οὗτος,pronoun,th=|,ὁ,article,di/kh|,δίκη,adjective,e)leei=n,ἐλεάω,verb,ou),οὐ,adverb,to\n,ὁ,article,e)a\n,ἐάν,conjunction,a(lw=|,ἁλίσκομαι,verb,ou)de\n,οὐδείς,pronoun,pa/sxein,πάσχω,verb,d',δέ,particle,a)\n,ἄν,particle,a)pofu/gh|,ἀποφεύγω,verb,me,ἐγώ,pronoun,a)polou=mai,ἀπόλλυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
