word/0/@_form,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/0/lemma/@_entry,word/0/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS
ti/,pot',ποτέ,particle,ai)qeri/an,αἰθέριος,adjective,e(/sthke,ἵστημι,verb,pe/tran,πέτρα,noun,h(\,ὅς,pronoun,tw=nde,ὅδε,pronoun,do/mwn,δόμος,noun,u(perakri/zei,ὑπερακρίζω,verb,th/nd',ὅδε,pronoun,e)mbai/nousa,ἐμβαίνω,verb,ke/leuqon,κέλευθος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τίς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,fe/ggos,φέγγος,noun,ti/n',τίς,pronoun,ai)/glan,αἴγλη,noun,e)di/freue,διφρεύω,verb,to/q',τόθι,adverb,a(/lios,ἅλιος,adjective,sela/na,σελήνη,noun,te,τε,particle,kat',κατά,preposition,ai)qe/ra,αἰθήρ,noun,lampa/d',λαμπάς,noun,i(/n',ἵνα,conjunction,w)kuqo/ai,ὠκύθοος,adjective,nu/mfai,νύμφη,noun,i(ppeu/ousi,ἱππεύω,verb,di',διά,preposition,o)rfnai/as,ὀρφναῖος,adjective,a(ni/ka,ἡνίκα,adverb,ga/mwn,γάμος,adjective,ga/mwn,γάμος,adjective,tw=n,ὁ,article,e)mw=n,ἐμός,adjective,po/lis,πόλις,adjective,*)/argous,Ἄργος,proper,a)oida/s,ἀοιδός,noun,eu)daimoni/as,εὐδαιμονία,noun,e)pu/rgwse,πυργόω,verb,kai\,καί,conjunction,game/ta,γαμέτης,noun,xalkeoteuxou=s,,,ai)ai=,αἰαῖ,interjection,*kapane/ws,Καπανεύς,proper,,,,,,,,,,,,,,,,,,,,,,τίς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro/s,s',σύ,pronoun,e)/ban,βαίνω,verb,droma\s,δρομάς,noun,e)c,ἐκ,preposition,e)mw=n,ἐμός,adjective,oi)/kwn,οἶκος,noun,e)kbakxeusame/na,ἐκβακχεύω,verb,pura=s,πυρεύς,noun,fw=s,φάος,adjective,ta/fon,τάφος,noun,te,τε,particle,bateu/sousa,,,to\n,ὁ,article,au)to/n,αὐτός,pronoun,e)s,εἰς,preposition,*(/aidan,Ἅιδης,proper,katalu/sous',καταλύω,verb,e)/mmoxqon,ἔμμοχθος,adjective,bi/oton,βίοτος,noun,ai)w=no/s,αἰών,noun,te,τε,particle,po/nous,πόνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πρός,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(/distos,ga/r,γάρ,particle,toi,τοι,particle,qa/natos,θάνατος,adjective,sunqnh/|skein,,,qnh/|skousi,θνήσκω,verb,fi/lois,φίλος,adjective,ei),εἰ,conjunction,dai/mwn,δαίμων,adjective,ta/de,ὅδε,pronoun,krai/noi,κραίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἡδύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,mh\n,μήν,particle,o(ra=|s,ὁράω,verb,th/nd',ὅδε,pronoun,h(=s,ὅς,pronoun,e)fe/sthkas,ἐφίστημι,verb,pe/las,πέλας,adverb,pura/n,πυρή,noun,*dio\s,Ζεύς,proper,qhsauro/n,θησαυρός,noun,e)/nq',ἔνθα,adverb,e)/nesti,ἔνειμι,verb,so\s,σός,adjective,po/sis,πόσις,noun,damasqei\s,δαμάζω,verb,lampa/sin,λαμπάς,noun,kerauni/ois,κεραύνιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(rw=,dh\,δή,particle,teleuta/n,τελευτή,noun,i(/n',ἵνα,conjunction,e(/staka,ἵστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tu/xa,de/,δέ,particle,moi,ἐγώ,pronoun,cuna/ptoi,συνάπτω,verb,podo/s,πούς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τύχη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ta=s,ὁ,article,eu)klei/+as,εὔκλεια,noun,xa/rin,χάρις,noun,e)/nqen,ἔνθεν,adverb,o(rma/sw,ὁρμάω,verb,ta=sd',ὅδε,pronoun,a)po\,ἀπό,preposition,pe/tras,πέτρα,noun,phdh/sasa,πηδάω,verb,puro\s,πῦρ,noun,e)/sw,ἔσω,adjective,sw=ma/,σῶμα,adjective,t',τε,particle,ai)/qopi,αἶθοψ,adjective,flogmw=|,φλογμός,noun,po/sei,πόσις,noun,summei/casa,συμμίγνυμι,verb,fi/lon,φίλος,adjective,xrw=ta,χρώς,noun,xrwti\,χρώς,noun,pe/las,πέλας,adverb,qeme/na,τίθημι,verb,*fersefonei/as,Περσεφόνη,proper,h(/cw,ἥκω,verb,qala/mous,θάλαμος,adjective,se\,σύ,pronoun,to\n,ὁ,article,qano/nt',θνήσκω,verb,ou)/pot',οὔποτε,adverb,e)ma=|,ἐμός,adjective,prodou=sa,προδίδωμι,verb,yuxa=|,ψυχή,noun,kata\,κατά,preposition,ga=s,γῆ,noun,,,,,,,,,,,,,,,,ἀλλά,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)/tw,fw=s,φάος,adjective,ga/moi,γάμος,adjective,te,τε,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἶμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)/q',ai(/tines,ὅστις,pronoun,eu)nai\,εὐνή,noun,dikai/wn,δίκαιος,adjective,u(menai/wn,ὑμέναιος,noun,e)n,ἐν,preposition,*)/argei,Ἄργος,proper,fanw=sin,φαίνω,verb,te/knois,τέκνον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἶμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/sios,d',δέ,particle,o(/sios,ὅσιος,adjective,eu)nai=os,εὐναῖος,adjective,game/tas,γαμέτης,noun,sunthxqei\s,συντήκω,verb,au)/rais,αὔρα,noun,a)do/lois,ἄδολος,adjective,gennai/as,γενναῖος,adjective,yuxa=s,ψυχή,noun,a)lo/xoio,ἄλοχος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅσιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,mh\n,μήν,particle,o(/d',ὅδε,pronoun,au)to\s,αὐτός,pronoun,so\s,σός,adjective,path\r,πατήρ,noun,bai/nei,βαίνω,verb,pe/las,πέλας,adverb,geraio\s,γεραιός,adjective,*)=ifis,Ἶφις,proper,e)s,εἰς,preposition,newte/rous,νέος,adjective,lo/gous,λόγος,noun,ou(\s,ὅς,pronoun,ou),οὐ,adverb,kateidw\s,κάτοιδα,verb,pro/sqen,πρόσθεν,adverb,a)lgh/sei,ἄλγησις,noun,klu/wn,κλύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,dusta/lainai,δυστάλας,adjective,dusta/las,δυστάλας,adjective,d',δέ,particle,e)gw\,ἐγώ,pronoun,ge/rwn,γέρων,noun,h(/kw,ἥκω,verb,diplou=n,διπλόος,adjective,pe/nqhm',πένθημα,noun,o(maimo/nwn,ὁμαίμων,adjective,e)/xwn,ἔχω,verb,to\n,ὁ,article,me\n,μέν,particle,qano/nta,θνήσκω,verb,pai=da,παῖς,adjective,*kadmei/wn,Καδμεῖος,proper,dori\,δόρυ,noun,*)ete/oklon,Ἐτέοκλος,proper,e)s,εἰς,preposition,gh=n,γῆ,noun,patri/da,πατρίς,adjective,nausqlw/swn,ναυσθλόω,verb,nekro/n,νεκρός,noun,zhtw=n,ζητέω,verb,t',τε,particle,e)mh\n,ἐμός,adjective,pai=d',παῖς,adjective,h(\,ὅς,pronoun,do/mwn,δόμος,noun,e)cw/pios,ἐξώπιος,adjective,be/bhke,βαίνω,verb,phdh/sasa,πηδάω,verb,*kapane/ws,Καπανεύς,proper,da/mar,δάμαρ,noun,qanei=n,θνήσκω,verb,e)rw=sa,ἐράω,verb,su\n,σύν,preposition,po/sei,πόσις,noun,,,,,,,ὦ,interjection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xro/non,me\n,μέν,particle,ou)=n,οὖν,particle,to\n,ὁ,article,pro/sq',πρόσθεν,adverb,e)frourei=t',φρουρέω,verb,e)n,ἐν,preposition,do/mois,δόμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,χρόνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,d',δέ,particle,e)gw\,ἐγώ,pronoun,fulaka\s,φυλακή,noun,a)nh=ka,ἀνίημι,verb,toi=s,ὁ,article,parestw=sin,παρίστημι,verb,kakoi=s,κακός,adjective,be/bhken,βαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐπεί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,th=|de/,ὅδε,pronoun,nin,νιν,pronoun,doca/zomen,δοξάζω,verb,ma/list',μάλιστα,adverb,a)\n,ἄν,particle,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀλλά,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fra/zet',ei),εἰ,conjunction,katei/dete,κάτοιδα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,φράζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,ta/sd',ὅδε,pronoun,e)rwta=|s,ἐρωτάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τίς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(/d',e)gw\,ἐγώ,pronoun,pe/tras,πέτρα,noun,e)/pi,ἐπί,preposition,o)/rnis,ὄρνις,noun,tis,τις,pronoun,w(sei\,ὡσεί,adverb,*kapane/ws,Καπανεύς,proper,u(pe\r,ὑπέρ,preposition,pura=s,πυρεύς,noun,du/sthnon,δύστηνος,adjective,ai)w/rhma,αἰώρημα,noun,koufi/zw,κουφίζω,verb,pa/ter,πατήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
te/knon,ti/s,τίς,pronoun,au)/ra,αὔρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τέκνον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,sto/los,στόλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τίς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/nos,xa/rin,χάρις,noun,do/mwn,δόμος,noun,u(pekba=s',ἐξεκβάω,verb,h)=lqes,ἔρχομαι,verb,e)s,εἰς,preposition,th/nde,ὅδε,pronoun,xqo/na,χθών,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τίς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)rgh\n,la/bois,λαμβάνω,verb,a)\n,ἄν,particle,tw=n,ὁ,article,e)mw=n,ἐμός,adjective,bouleuma/twn,βούλευμα,noun,klu/wn,κλύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὀργή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)kou=sai,d',δέ,particle,ou)/,οὐ,adverb,se,σύ,pronoun,bou/lomai,βούλομαι,verb,pa/ter,πατήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,d',δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τίς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),di/kaion,δίκαιος,adjective,pate/ra,πατήρ,noun,to\n,ὁ,article,so\n,σός,adjective,ei)de/nai,οἶδα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὐ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
krith\s,a)\n,ἄν,particle,ei)/hs,ἀίω,verb,ou),οὐ,adverb,sofo\s,σοφός,adjective,gnw/mhs,γνώμη,noun,e)mh=s,ἐμός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,κριτής,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skeuh=|,de\,δέ,particle,th=|de,ὅδε,pronoun,tou=,ὁ,article,xa/rin,χάρις,noun,kosmei=s,κοσμέω,verb,de/mas,δέμας,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,σκευή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qe/lei,ti,τις,pronoun,kleino\n,κλεινός,adjective,ou(=tos,οὗτος,pronoun,o(,ὁ,article,stolmo/s,στολμός,noun,pa/ter,πατήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐθέλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ou)k,οὐ,adverb,e)p',ἐπί,preposition,a)ndri\,ἀνδρίς,noun,pe/nqimos,πένθιμος,adjective,pre/peis,πρέπω,verb,o(ra=n,ὁράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὡς,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)s,ga/r,γάρ,particle,ti,τις,pronoun,pra=gma,πρᾶγμα,noun,neoxmo\n,νεοχμός,adjective,e)skeua/smeqa,σκευάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰς,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)/peita,tu/mbw|,τύμβος,noun,kai\,καί,conjunction,pura=|,πυρή,noun,fai/nh|,φαίνω,verb,pe/las,πέλας,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἔπειτα,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)ntau=qa,ga\r,γάρ,particle,dh\,δή,particle,kalli/nikos,καλλίνικος,adjective,e)/rxomai,ἔρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐνταῦθα,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nikw=sa,ni/khn,νίκη,noun,ti/na,τίς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,νικάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maqei=n,xrh/|zw,χρῄζω,verb,se/qen,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μανθάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/sas,gunai=kas,γυνή,noun,a(\s,ὅς,pronoun,de/dorken,δέρκομαι,verb,h(/lios,ἥλιος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/rgois,*)aqa/nas,Ἀθήνη,proper,h)\,ἠέ,conjunction,frenw=n,φρήν,noun,eu)bouli/a|,εὐβουλία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἔργον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
