word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS
feu/gw,φεύγω,verb,de\,δέ,particle,koinh\n,κοινός,adjective,qusi/an,θυσία,noun,w(s,ὡς,conjunction,oi(,ὁ,article,deiloi\,δειλός,adjective,tou\s,ὁ,article,polemi/ous,πολέμιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(forw=mai,ὑφοράω,verb,de\,δέ,particle,kai\,καί,conjunction,to\n,ὁ,article,oi)=non,οἶνον,noun,w(s,ὡς,conjunction,e)pibouleu=sai,ἐπιβουλεύω,verb,kai\,καί,conjunction,e)piqe/sqai,ἐπιτίθημι,verb,gnw/mh|,γνώμη,noun,deinw=s,δεινός,adjective,kartero/n,καρτερός,adjective,tou\s,ὁ,article,de\,δέ,particle,qeou\s,θεός,noun,tou/s,ὁ,article,te,τε,particle,a)/llous,ἄλλος,adjective,kai\,καί,conjunction,to\n,ὁ,article,*pa=na,Πάν,proper,a)spa/zomai/,ἀσπάζομαι,verb,te,τε,particle,kai\,καί,conjunction,prosagoreu/w,προσαγορεύω,verb,pariw\n,πάρειμι,verb,mo/non,μόνος,adjective,qu/w,θύον,adjective,de\,δέ,particle,ou)de/n,οὐδείς,pronoun,ou)de\,οὐδέ,particle,ga\r,γάρ,particle,au)tou\s,αὐτός,pronoun,e)noxlei=n,ἐνοχλέω,verb,e)qe/lw,ἐθέλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,de/,δέ,particle,moi,ἐγώ,pronoun,kai\,καί,conjunction,au)lhtri/das,αὐλητρίς,noun,prosei/eis,προσείω,verb,kai\,καί,conjunction,w)|da/s,ἀοιδός,noun,w)=,ὦ,interjection,katage/laste,καταγέλαστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi\,ἐπί,preposition,me\n,μέν,particle,dh\,δή,particle,tou/tois,οὗτος,pronoun,kainw=s,καινός,adjective,ou)x,οὐ,adverb,a(yai/mhn,ἅπτω,verb,sou,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kala\,καλός,noun,de/,δέ,particle,sou,σύ,pronoun,ka)kei=na,ἐκεῖνος,pronoun,o)rxh/sasqai,ὀρχέομαι,verb,kai\,καί,conjunction,o(milh=sai,ὁμιλέω,verb,ko/rh|,κόρη,noun,qermo/tata,θερμός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,me/n,μέν,particle,moi,ἐγώ,pronoun,dokei=s,δοκέω,verb,ka)\n,κἀν,conjunction,e)s,εἰς,preposition,pu=r,πῦρ,noun,a(/lasqai,,,ka)\n,κἀν,conjunction,e)s,εἰς,preposition,maxai/ras,μάχαιρα,noun,kubisth=sai,κυβιστάω,verb,e)moi\,ἐγώ,pronoun,de\,δέ,particle,mh/te,μήτε,particle,qu/wn,θύω,verb,ei)/hs,ἀίω,verb,fi/los,φίλος,adjective,mh/te,μήτε,particle,a)/llws,ἄλλως,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,e)gw\,ἐγώ,pronoun,e)/legon,λέγω,verb,o(/ti,ὅστις,pronoun,*plou=ton,Πλοῦτος,proper,o(rw=nta,ὁράω,verb,o)cu\,ὀξύς,adjective,kai\,καί,conjunction,ou),οὐ,adverb,tuflo\n,τυφλός,adjective,a)neu=res,ἀνευρίσκω,verb,kai\,καί,conjunction,katagela=|s,καταγελάω,verb,mou,ἐγώ,pronoun,kai\,καί,conjunction,th=s,ὁ,article,gh=s,γῆ,noun,kai\,καί,conjunction,th=s,ὁ,article,*tu/xhs,Τύχη,proper,e)pei\,ἐπεί,conjunction,tw=n,ὁ,article,xrhstw=n,χρηστός,adjective,kai\,καί,conjunction,e)pime/leian,ἐπιμέλεια,noun,ti/qetai,τίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,gou=n,γοῦν,particle,a)pedei/cw,ἀποδείκνυμι,verb,tw=n,ὁ,article,eu)daimo/nwn,εὐδαίμων,adjective,e)kei/nwn,ἐκεῖνος,pronoun,ei(=s,εἷς,adjective,w)/n,εἰμί,verb,ou(\s,ὅς,pronoun,e)pi\,ἐπί,preposition,*kro/nou,Κρόνος,proper,fasi\n,φημί,verb,e)k,ἐκ,preposition,th=s,ὁ,article,gh=s,γῆ,noun,au)to/mata,αὐτόματος,adjective,e)/xein,ἔχω,verb,pa/nta,πᾶς,adjective,kai\,καί,conjunction,koinwni/an,κοινωνία,noun,e)n,ἐν,preposition,au)toi=s,αὐτός,pronoun,a)/fqonon,ἄφθονος,adjective,politeu/esqai,πολιτεύω,verb,kai\,καί,conjunction,a)fe/leian,ἀφέλεια,noun,tro/pou,τρόπος,noun,kai\,καί,conjunction,e(/na,ἕνος,adjective,oi)=kon,οἶκος,noun,oi)kei=n,οἰκέω,verb,to\n,ὁ,article,u(p',ὑπό,preposition,ou)ranw=|,οὐρανός,noun,to/pon,τόπος,noun,pa/nta,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*plouth/santi,πλουτέω,verb,gou=n,γοῦν,particle,soi,σύ,pronoun,ti/s,τίς,pronoun,ou(/tw,οὕτως,adverb,filo/mwmos,φιλόμωμος,adjective,h)\,ἠέ,conjunction,kako/s,κακός,adjective,w(s,ὡς,conjunction,a)/xqesqai,ἄχθομαι,verb,kai\,καί,conjunction,zhlo/tupa,ζηλότυπος,adjective,noei=n,νοέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh/pw,μήπω,adverb,tosau/ths,τοσοῦτος,adjective,kaki/as,κακία,noun,a)naplhsqei/h,ἀναπίμπλημι,verb,gewrgw=n,γεωργός,adjective,h)/qh,ἦθος,adjective,w(s,ὡς,conjunction,zhlotupei=n,ζηλοτυπέω,verb,te,τε,particle,e)s,εἰς,preposition,plou=ton,πλοῦτος,noun,kai\,καί,conjunction,u(pe\r,ὑπέρ,preposition,xrhma/twn,χρῆμα,adjective,fronei=n,φρονέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)s,εἰς,preposition,a)gri/as,ἄγριος,adjective,ai)=gas,αἴξ,adjective,trapei/h,τέρπω,verb,tau=ta,οὗτος,pronoun,kai\,καί,conjunction,e)s,εἰς,preposition,tou\s,ὁ,article,e)n,ἐν,preposition,dikasthri/ois,δικαστήριον,noun,r(h/toras,ῥήτωρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gewrgi/an,γεωργία,noun,kai\,καί,conjunction,gewrgei=n,γεωργέω,verb,a)polipw\n,ἀπολείπω,verb,o(,ὁ,article,gei/twn,γείτων,noun,*la/xhs,Λάχης,proper,e)pe/bh,ἐπιβαίνω,verb,new\s,ναός,noun,kai\,καί,conjunction,plei=,πλέω,verb,to\n,ὁ,article,*ai)gai=o/n,Αἰγαῖος,proper,fasi,φημί,verb,kai\,καί,conjunction,a)/lla,ἄλλος,adjective,pela/gh,πέλαγος,noun,metrei=,μετρέω,verb,kai\,καί,conjunction,e)pikumati/zei,ἐπικυματίζω,verb,kai\,καί,conjunction,la/rou,λάρος,adjective,bi/on,βίος,adjective,zh=|,ζάω,verb,kai\,καί,conjunction,a)ne/mois,ἄνεμος,noun,ma/xetai,μάχομαι,verb,diafo/rois,διάφορος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/kra,ἄκρον,noun,te,τε,particle,au)to\n,αὐτός,pronoun,e)c,ἐκ,preposition,a)/kras,ἄκρος,adjective,dialamba/nei,διαλαμβάνω,verb,kai\,καί,conjunction,perible/pwn,περιβλέπω,verb,a(dro\n,ἁδρός,adjective,ke/rdos,κέρδος,noun,kai\,καί,conjunction,perinow=n,περινοέω,verb,plou=ton,πλοῦτος,noun,a)qro/on,ἀθρόος,adjective,makra\,μακρός,adjective,ei)=pe,εἶπον,verb,xai/rein,χαίρω,verb,ai)gidi/ois,αἰγίδιον,noun,e)kei/nois,ἐκεῖνος,pronoun,kai\,καί,conjunction,nomeutikw=|,νομευτικός,adjective,tw=|,ὁ,article,prote/rw|,πρότερος,adjective,bi/w|,βίος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glisxrw=s,,,te,τε,particle,kai\,καί,conjunction,kat',κατά,preposition,o)li/gon,ὀλίγος,adjective,e)k,ἐκ,preposition,tw=n,ὁ,article,a)grw=n,ἄγρα,noun,a)pozh=n,ἀποζάω,verb,duna/menos,δύναμαι,verb,ou)de\,οὐδέ,particle,a)rkou/menos,ἀρκέω,verb,toi=s,ὁ,article,parou=sin,πάρειμι,verb,*ai)gupti/ous,Αἰγύπτιος,proper,kai\,καί,conjunction,*su/rous,Σύρος,proper,fanta/zetai,φαντάζομαι,verb,kai\,καί,conjunction,perible/pei,περιβλέπω,verb,to\,ὁ,article,dei=gma,δεῖγμα,noun,kai\,καί,conjunction,polu/s,πολύς,adjective,e)sti,εἰμί,verb,nh\,νή,preposition,*di/a,Δίη,proper,to/kous,τόκος,noun,e)pi\,ἐπί,preposition,to/kois,τόκος,noun,logizo/menos,λογίζομαι,verb,kai\,καί,conjunction,xrh/mata,χρῆμα,adjective,e)pi\,ἐπί,preposition,xrh/masin,χρῆμα,adjective,a)riqmw=n,ἀριθμός,adjective,kai\,καί,conjunction,diafle/gei,διαφλέγω,verb,th\n,ὁ,article,dia/noian,διάνοια,noun,au)tou=,αὐτός,pronoun,kai\,καί,conjunction,e)kka/ei,ἐκκαίω,verb,ke/rdos,κέρδος,noun,a)mfotero/ploun,ἀμφοτερόπλοος,adjective,,,,,,,,,
xeimw=nas,χειμών,noun,de\,δέ,particle,ou)k,οὐ,adverb,e)nnoei=,ἐννοέω,verb,ou)de\,οὐδέ,particle,e)nanti/a,ἐναντίος,adjective,pneu/mata,πνεῦμα,noun,ou)de\,οὐδέ,particle,th=s,ὁ,article,qala/tths,θάλασσα,noun,to\,ὁ,article,a)sta/qmhton,ἀστάθμητος,adjective,ou)de\,οὐδέ,particle,tw=n,ὁ,article,w(rw=n,ὥρα,adjective,ta\s,ὁ,article,a)kairi/as,ἀκαιρία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(mei=s,ἐγώ,pronoun,de\,δέ,particle,ei),εἰ,conjunction,kai\,καί,conjunction,mikra\,μικρός,adjective,kerdai/nomen,κερδαίνω,verb,mega/la,μέγας,adverb,ponou=ntes,πονέω,verb,a)lla\,ἀλλά,adverb,polu\,πολύς,adjective,h(,ὁ,article,gh=,γῆ,noun,th=s,ὁ,article,qala/tths,θάλασσα,noun,e(draio/teron,ἑδραῖος,adjective,kai\,καί,conjunction,au(/th,οὗτος,pronoun,pistote/ra,πιστός,adjective,bebaiote/ras,βέβαιος,adjective,e)/xei,ἔχω,verb,ta\s,ὁ,article,par',παρά,preposition,e(auth=s,ἑαυτοῦ,pronoun,e)lpi/das,ἐλπίς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,me\n,μέν,particle,e)/quon,θύω,verb,ga/mous,γάμος,adjective,o(,ὁ,article,xrusou=s,χρύσεος,adjective,ma/thn,μάτην,adverb,kai\,καί,conjunction,perih/|ein,περεῖμι,verb,e)stefanwme/nos,στεφανόω,verb,ou)de\n,οὐδείς,pronoun,de/on,δέω,verb,kai\,καί,conjunction,tou/s,ὁ,article,te,τε,particle,e)/ndon,ἔνδον,adverb,kai\,καί,conjunction,tou\s,ὁ,article,e)/cw,ἔξω,adverb,qeou\s,θεός,noun,e)kola/keuon,κολακεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,pai=s,πᾶς,adjective,kath/gage,κατάγω,verb,me\n,μέν,particle,to\,ὁ,article,zeu=gos,ζεῦγος,noun,e)k,ἐκ,preposition,tw=n,ὁ,article,a)grw=n,ἄγρα,noun,w(s,ὡς,conjunction,th\n,ὁ,article,nu/mfhn,νύμφη,noun,e)c,ἐκ,preposition,a)/steos,ἄστυ,noun,e)s,εἰς,preposition,to\,ὁ,article,patrw=|on,πατρῷος,adjective,xwri/on,χωρίον,noun,e)pana/cwn,ἐπανάγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)lhtri/da,αὐλητρίς,noun,de\,δέ,particle,lusa/menos,λύω,verb,h(=s,ὅς,pronoun,e)/tuxen,τυγχάνω,verb,e)rw=n,ἐράω,verb,nu/mfhs,νύμφη,noun,stolh\n,στολή,noun,au)th=|,αὐτός,pronoun,peribalw\n,περιβάλλω,verb,e)panh/gage/,ἐπανάγω,verb,moi,ἐγώ,pronoun,fa/ttan,φάσσα,noun,a)nti\,ἀντί,preposition,peristera=s,περιστερά,noun,fasi/n,φημί,verb,e(tai/ran,ἑταίρα,noun,a)nti\,ἀντί,preposition,nu/mfhs,νύμφη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ta\,ὁ,article,me\n,μέν,particle,prw=ta,πρότερος,adjective,ai)doume/nh,αἰδέομαι,verb,korikw=s,κορικός,adjective,eu)=,εὖ,adverb,ma/la,μάλα,adverb,kai\,καί,conjunction,kata\,κατά,preposition,to\n,ὁ,article,tw=n,ὁ,article,gamoume/nwn,γαμέω,verb,no/mon,νόμος,noun,u(pe/krupte,ὑποκρύπτω,verb,th\n,ὁ,article,te/xnhn,τέχνη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mo/lis,μόλις,adverb,de\,δέ,particle,a)perra/gh,ἀπαράσσω,verb,h(,ὁ,article,sofi/a,σοφία,noun,te,τε,particle,au)tw=n,αὐτός,pronoun,kai\,καί,conjunction,ai(,ὁ,article,kat',κατά,preposition,e)mou=,ἐγώ,pronoun,mhxanai/,μηχανή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,mh\n,μείς,adjective,e)s,εἰς,preposition,to\,ὁ,article,pantele/s,παντελής,adverb,mou,ἐγώ,pronoun,katafronh/sousin,καταφρονέω,verb,w(/sper,ὥσπερ,adverb,ou)=n,οὖν,particle,plinqi/nou,πλίνθινος,adjective,e)pei/,ἐπεί,conjunction,toi,σύ,pronoun,to\n,ὁ,article,me\n,μέν,particle,kalo\n,καλός,noun,numfion,,,e)s,εἰς,preposition,ko/rakas,κόραξ,noun,a)pokhru/cw,ἀποκηρύσσω,verb,e)a\n,ἐάν,conjunction,mh\,μή,conjunction,th=s,ὁ,article,u(perballou/shs,ὑπερβάλλω,verb,trufh=s,τρυφή,noun,pausa/menos,παύω,verb,su\n,σύν,preposition,e)moi\,ἐγώ,pronoun,tafreu/h|,ταφρεύω,verb,kai\,καί,conjunction,bwlokoph=|,βωλοκοπέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th\n,ὁ,article,de\,δέ,particle,nu/mfhn,νύμφη,noun,a)podw/somai,ἀποδίδωμι,verb,ka)kei/nhn,ἐκεῖνος,pronoun,e)p',ἐπί,preposition,e)cagwgh=|,ἐξαγωγεύς,noun,e)a\n,ἐάν,conjunction,mh/,μή,conjunction,ti,τις,pronoun,kai\,καί,conjunction,au)th\,αὐτός,pronoun,tw=n,ὁ,article,e)/rgwn,ἔργον,noun,th=|,ὁ,article,*frugi/a|,Φρύγιος,proper,te,τε,particle,kai\,καί,conjunction,th=|,ὁ,article,*qra/|tth|,Θρᾷσσα,proper,sunepilamba/nh|,συνεπιλαμβάνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fu/etai,φύω,verb,me\n,μέν,particle,e)n,ἐν,preposition,toi=s,ὁ,article,a)groi=s,ἀγρός,noun,kala\,καλός,noun,pa/nta,πᾶς,adjective,keko/smhtai/,κοσμέω,verb,te,τε,particle,h(,ὁ,article,gh=,γῆ,noun,tou/tois,οὗτος,pronoun,kai\,καί,conjunction,tre/fei,τρέφω,verb,pa/ntas,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ta\,ὁ,article,me/n,μέν,particle,e)sti,εἰμί,verb,tw=n,ὁ,article,karpw=n,καρπός,noun,dieth/sia,διετήσιος,adjective,ta\,ὁ,article,de\,δέ,particle,kai\,καί,conjunction,pro\s,πρός,preposition,o)li/gon,ὀλίγος,adjective,a)nte/xonta/,ἀντέχω,verb,e)sti,εἰμί,verb,trwkta\,τρωκτός,adjective,w(rai=a,ὡραῖος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/ntwn,πᾶς,adjective,de\,δέ,particle,tou/twn,οὗτος,pronoun,qeoi\,θεός,noun,me\n,μέν,particle,poihtai/,ποιητής,noun,h(,ὁ,article,gh=,γῆ,noun,de\,δέ,particle,mh/thr,μήτηρ,noun,a(/ma,ἅμα,adverb,kai\,καί,conjunction,trofo\s,τροφός,noun,au(/th,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fu/etai,φύω,verb,de\,δέ,particle,kai\,καί,conjunction,dikaiosu/nh,δικαιοσύνη,noun,kai\,καί,conjunction,swfrosu/nh,σωφροσύνη,noun,kai\,καί,conjunction,tau=ta,οὗτος,pronoun,e)n,ἐν,preposition,toi=s,ὁ,article,a)groi=s,ἀγρός,noun,de/ndrwn,δένδρον,adjective,ta\,ὁ,article,ka/llista,κάλλιστα,adverb,karpw=n,καρπός,noun,ta\,ὁ,article,xrhsimw/tata,χρήσιμος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh\,μή,conjunction,toi/nun,τοίνυν,particle,gewrgw=n,γεωργός,adjective,katafro/nei,καταφρονέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/sti,εἰμί,verb,ga/r,γάρ,particle,tis,τις,pronoun,kai\,καί,conjunction,e)ntau=qa,ἐνταῦθα,adverb,sofi/a,σοφία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glw/tth|,γλῶσσα,noun,me\n,μέν,particle,ou),οὐ,adverb,pepoikilme/nh,ποικίλλω,verb,ou)de\,οὐδέ,particle,kallwpizome/nh,καλλωπίζω,verb,lo/gwn,λόγος,noun,duna/mei,δύναμις,adjective,sigw=sa,σιγάω,verb,de\,δέ,particle,eu)=,εὖ,adverb,ma/la,μάλα,adverb,kai\,καί,conjunction,di',διά,preposition,au)tou=,αὐτός,pronoun,tou=,ὁ,article,bi/ou,βίος,adjective,th\n,ὁ,article,a)reth\n,ἀρετή,noun,o(mologou=sa,ὁμολογέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,sofw/tera,σοφός,adjective,tau=ta,οὗτος,pronoun,e)pe/staltai/,ἐπιστέλλω,verb,soi,σύ,pronoun,h)\,ἠέ,conjunction,kata\,κατά,preposition,th\n,ὁ,article,tw=n,ὁ,article,a)grw=n,ἄγρα,noun,xorhgi/an,χορηγία,noun,mh\,μή,conjunction,qauma/sh|s,θαυμάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga/r,γάρ,particle,e)smen,εἰμί,verb,ou)/te,οὔτε,adverb,*li/bues,Λίβυς,proper,ou)/te,οὔτε,adverb,*ludoi\,Λυδός,proper,a)ll',ἀλλά,adverb,*)aqhnai=oi,Ἀθηναῖος,proper,gewrgoi/,γεωργός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
