word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/63/@_form,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/lemma/@_entry,word/63/lemma/@_POS
tw=n,ὁ,article,de\,δέ,particle,*surakosi/wn,Συρακόσιος,proper,o(,ὁ,article,dh=mos,δῆμος,noun,e)n,ἐν,preposition,pollh=|,πολύς,adjective,pro\s,πρός,preposition,a)llh/lous,ἀλλήλων,pronoun,e)/ridi,ἔρις,noun,h)=san,εἰμί,verb,prosqei\s,προστίθημι,verb,ga\r,γάρ,particle,e(niko\n,ἑνικός,adjective,o)/noma,ὄνομα,adjective,to\n,ὁ,article,dh=mon,δῆμος,noun,a)pe/streyen,ἀποστρέφω,verb,a)po\,ἀπό,preposition,tou/tou,οὗτος,pronoun,to\n,ὁ,article,lo/gon,λόγος,noun,e)pi\,ἐπί,preposition,to\,ὁ,article,shmaino/menon,σημαίνω,verb,pra=gma,πρᾶγμα,noun,plhquntiko\n,πληθυντικός,adjective,u(pa/rxon,ὑπάρχω,verb,tou\s,ὁ,article,*surakosi/ous,Συρακόσιος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,au)=qis,αὖθις,adverb,*leonti=noi,,,ga\r,γάρ,particle,a)pelqo/ntwn,ἀπέρχομαι,verb,*)aqhnai/wn,Ἀθήναια,proper,e)k,ἐκ,preposition,*sikeli/as,Σικελία,proper,meta\,μετά,preposition,th\n,ὁ,article,su/mbasin,σύμβασις,noun,poli/tas,πολίτης,noun,te,τε,particle,e)pegra/yanto,ἐπιγράφω,verb,pollou\s,πολύς,adjective,kai\,καί,conjunction,o(,ὁ,article,dh=mos,δῆμος,noun,e)peno/ei,ἐπινοέω,verb,th\n,ὁ,article,gh=n,γῆ,noun,a)nada/sasqai,ἀναδατέομαι,verb,a)po\,ἀπό,preposition,ga\r,γάρ,particle,tou=,ὁ,article,plhquntikou=,πληθυντικός,adjective,o)no/matos,ὄνομα,adjective,tou=,ὁ,article,*leonti=noi,,,a)pe/streyen,ἀποστρέφω,verb,to\n,ὁ,article,lo/gon,λόγος,noun,e)pi\,ἐπί,preposition,to\,ὁ,article,e(niko\n,ἑνικός,adjective,o)/noma,ὄνομα,adjective,to\n,ὁ,article,dh=mon,δῆμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro/swpa,πρόσωπον,noun,de\,δέ,particle,par',παρά,preposition,au)tw=|,αὐτός,pronoun,ta\,ὁ,article,pra/gmata,πρᾶγμα,noun,gi/netai,γίγνομαι,verb,kaqa/,καθά,adverb,per,πέρ,particle,e)n,ἐν,preposition,th=|,ὁ,article,*korinqi/wn,Κορίνθιος,proper,pro\s,πρός,preposition,*lakedaimoni/ous,Λακεδαιμόνιος,proper,dhmhgori/a|,δημηγορία,noun,ge/gonen,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ciw=n,ἀξιάω,verb,ga\r,γάρ,particle,o(,ὁ,article,*kori/nqios,Κορίνθιος,proper,tou\s,ὁ,article,proesthko/tas,προίστημι,verb,th=s,ὁ,article,*peloponnh/sou,Πελοπόννησος,proper,fula/ttein,φυλάσσω,verb,au)th=s,αὐτός,pronoun,to\,ὁ,article,a)ci/wma,ἀξίωμα,noun,pro\s,πρός,preposition,ta\s,ὁ,article,e)/cw,ἔξω,adverb,po/leis,πόλις,adjective,oi(=on,οἷος,adjective,para\,παρά,preposition,tw=n,ὁ,article,pate/rwn,πατήρ,noun,pare/labon,παραλαμβάνω,verb,tau=ta,οὗτος,pronoun,le/gei,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro\s,πρός,preposition,ta/de,ὅδε,pronoun,bouleu/esqe,βουλεύω,verb,eu)=,εὖ,adverb,kai\,καί,conjunction,th\n,ὁ,article,*pelopo/nnhson,Πελοπόννησος,proper,peira=sqe,πειράω,verb,mh\,μή,conjunction,e)la/sson,ἐλαύνω,verb,e)chgei=sqai,ἐξηγέομαι,verb,h)\,ἠέ,conjunction,oi(,ὁ,article,pate/res,πατήρ,noun,u(mi=n,σύ,pronoun,pare/dosan,παραδίδωμι,verb,to\,ὁ,article,ga\r,γάρ,particle,e)chgei=sqai,ἐξηγέομαι,verb,nu=n,νῦν,adverb,te/qhken,τίθημι,verb,e)pi\,ἐπί,preposition,tou=,ὁ,article,proa/gein,προάγω,verb,e)/cw,ἔξω,adverb,th\n,ὁ,article,*pelopo/nnhson,Πελοπόννησος,proper,h(goume/nous,ἡγέομαι,verb,au)th=s,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=to,οὗτος,pronoun,de\,δέ,particle,th=|,ὁ,article,xw/ra|,χώρα,noun,me\n,μέν,particle,a)du/naton,ἀδύνατος,adjective,h)=n,εἰμί,verb,sumbh=nai,συμβαίνω,verb,th=|,ὁ,article,de\,δέ,particle,do/ch|,δόξα,noun,kai\,καί,conjunction,toi=s,ὁ,article,pra/gmasin,πρᾶγμα,noun,toi=s,ὁ,article,peri\,περί,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)th\n,αὐτός,pronoun,u(pa/rxousin,ὑπάρχω,verb,dunato/n,δυνατός,adjective,kai\,καί,conjunction,bou/letai,βούλομαι,verb,tou=to,οὗτος,pronoun,dhlou=n,δηλόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pra/gmata,πρᾶγμα,noun,de\,δέ,particle,a)nti\,ἀντί,preposition,swma/twn,σῶμα,adjective,ta\,ὁ,article,toiau=ta,τοιοῦτος,adjective,u(p',ὑπό,preposition,au)tou=,αὐτός,pronoun,gi/netai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le/getai,λέγω,verb,de\,δέ,particle,u(po\,ὑπό,preposition,tou=,ὁ,article,*korinqi/wn,Κορίνθιος,proper,presbeutou=,πρεσβευτής,noun,pro\s,πρός,preposition,*lakedaimoni/ous,Λακεδαιμόνιος,proper,sugkri/nontos,συγκρίνω,verb,ta/,τίς,pronoun,te,τε,particle,*)aqhnai/wn,Ἀθήναια,proper,kai\,καί,conjunction,*lakedaimoni/wn,Λακεδαιμόνιος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(\,ἕ,pronoun,me/n,μέν,particle,ge,γε,particle,newteropoioi\,νεωτεροποιός,adjective,kai\,καί,conjunction,e)pinoh=sai,ἐπινοέω,verb,o)cei=s,ὀξύς,adjective,kai\,καί,conjunction,e)pitele/sai,ἐπιτελέω,verb,e)/rgw|,ἔργον,noun,o(\,ὅς,pronoun,a)\n,ἄν,particle,gnw=sin,γιγνώσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(mei=s,σύ,pronoun,de\,δέ,particle,ta\,ὁ,article,u(pa/rxonta/,ὑπάρχω,verb,te,τε,particle,sw/|zein,σώζω,verb,kai\,καί,conjunction,e)pignw=nai,ἐπιγιγνώσκω,verb,mhde\n,μηδείς,pronoun,kai\,καί,conjunction,e)/rgw|,ἔργον,noun,ou)de\,οὐδέ,particle,ta\,ὁ,article,a)nagkai=a,ἀναγκαῖος,adjective,e)cike/sqai,ἐξικνέομαι,verb,me/xri,μέχρι,preposition,me\n,μέν,particle,ou)=n,οὖν,particle,tou/twn,οὗτος,pronoun,to\,ὁ,article,sxh=ma,σχῆμα,noun,th=s,ὁ,article,le/cews,λέξις,noun,sw/|zei,σώζω,verb,th\n,ὁ,article,a)kolouqi/an,ἀκολουθία,noun,w(s,ὡς,conjunction,e)pi\,ἐπί,preposition,prosw/pwn,πρόσωπον,noun,a)mfote/rwn,ἀμφότερος,adjective,kei/menon,κεῖμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peita,ἔπειτα,adverb,a)postre/fetai,ἀποστρέφω,verb,kata\,κατά,preposition,qa/teron,ἕτερος,adjective,tw=n,ὁ,article,merw=n,μέρα,noun,o(,ὁ,article,lo/gos,λόγος,noun,kai\,καί,conjunction,a)nti\,ἀντί,preposition,swma/twn,σῶμα,adjective,pra=gma,πρᾶγμα,noun,gi/netai,γίγνομαι,verb,to\,ὁ,article,peri\,περί,preposition,tou\s,ὁ,article,*lakedaimoni/ous,Λακεδαιμόνιος,proper,o(/tan,ὅταν,conjunction,fh=|,φημί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)=qis,αὖθις,adverb,de\,δέ,particle,oi(\,ἕ,pronoun,me\n,μέν,particle,kai\,καί,conjunction,para\,παρά,preposition,du/namin,δύναμις,adjective,tolmhtai\,τολμητής,noun,kai\,καί,conjunction,para\,παρά,preposition,gnw/mhn,γνώμη,noun,kinduneutai\,κινδυνευτής,noun,kai\,καί,conjunction,e)n,ἐν,preposition,toi=s,ὁ,article,deinoi=s,δεινός,adjective,eu)e/lpides,εὔελπις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,de\,δέ,particle,u(me/teron,ὑμέτερος,adjective,th=s,ὁ,article,te,τε,particle,duna/mews,δύναμις,adjective,e)ndea=,ἐνδεής,adjective,pra=cai,πράσσω,verb,th=s,ὁ,article,te,τε,particle,gnw/mhs,γνώμη,noun,mhde\,μηδέ,particle,toi=s,ὁ,article,bebai/ois,βέβαιος,adjective,pisteu=sai,πιστεύω,verb,to\,ὁ,article,ga\r,γάρ,particle,u(me/teron,ὑμέτερος,adjective,a)nti\,ἀντί,preposition,tou=,ὁ,article,u(mei=s,σύ,pronoun,parei/lhptai,παραλαμβάνω,verb,pra=gma,πρᾶγμα,noun,u(pa/rxon,ὑπάρχω,verb,a)nti\,ἀντί,preposition,sw/matos,σῶμα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,de\,δέ,particle,toi=s,ὁ,article,e)nqumh/masi/n,ἐνθύμημα,noun,te,τε,particle,kai\,καί,conjunction,noh/masin,νόημα,noun,ai(,ὁ,article,metacu\,μεταξύ,adverb,paremptw/seis,παρέμπτωσις,noun,pollai\,πολύς,adjective,gino/menai,γίγνομαι,verb,kai\,καί,conjunction,mo/lis,μόλις,adverb,e)pi\,ἐπί,preposition,to\,ὁ,article,te/los,τέλος,noun,a)fiknou/menai,ἀφικνέομαι,verb,di',διά,preposition,a(\s,ὅς,pronoun,h(,ὁ,article,fra/sis,φράσις,noun,dusparakolou/qhtos,δυσπαρακολούθητος,adjective,gi/netai,γίγνομαι,verb,plei=stai,πλεῖστος,adjective,me/n,μέν,particle,ei)sin,εἰμί,verb,kaq',κατά,preposition,o(/lhn,ὅλος,adjective,th\n,ὁ,article,i(stori/an,ἱστορία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)rke/sousi,ἀρκέω,verb,de\,δέ,particle,e)k,ἐκ,preposition,tou=,ὁ,article,prooimi/ou,προοίμιον,noun,du/o,δύο,adjective,lhfqei=sai,λαμβάνω,verb,mo/nai,μόνος,adjective,h(/,ὅς,pronoun,te,τε,particle,dhlou=sa,δηλόω,verb,th\n,ὁ,article,a)sqe/neian,ἀσθένεια,noun,tw=n,ὁ,article,a)rxai/wn,ἀρχαῖος,adjective,th=s,ὁ,article,*(ella/dos,Ἑλλάς,proper,pragma/twn,πρᾶγμα,noun,kai\,καί,conjunction,ta\s,ὁ,article,ai)ti/as,αἰτία,noun,a)podidou=sa,ἀποδίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=s,ὁ,article,ga\r,γάρ,particle,e)mpori/as,ἐμπορία,noun,ou)k,οὐ,adverb,ou)/shs,εἰμί,verb,ou)de\,οὐδέ,particle,e)pimignu/ntes,ἐπιμίγνυμι,verb,a)dew=s,ἀδεής,adverb,a)llh/lois,ἀλλήλων,pronoun,ou)/te,οὔτε,adverb,kata\,κατά,preposition,gh=n,γῆ,noun,ou)/te,οὔτε,adverb,dia\,διά,preposition,qala/sshs,θάλασσα,noun,nemo/menoi/,νέμω,verb,te,τε,particle,ta\,τίς,pronoun,au(tw=n,ἑαυτοῦ,pronoun,e(/kastoi,ἕκαστος,adjective,o(/son,ὅσος,adjective,a)pozh=n,ἀποζάω,verb,kai\,καί,conjunction,periousi/an,περιουσία,noun,xrhma/twn,χρῆμα,adjective,ou)k,οὐ,adverb,e)/xontes,ἔχω,verb,ou)/te,οὔτε,adverb,gh=n,γῆ,noun,futeu/ontes,φυτεύω,verb,a)/dhlon,ἄδηλος,adjective,o)\n,εἰμί,verb,po/te,πότε,adverb,tis,τις,pronoun,e)pelqw\n,ἐπέρχομαι,verb,kai\,καί,conjunction,a(/m',ἅμα,adverb,a)teixi/stwn,ἀτείχιστος,adjective,o)/ntwn,εἰμί,verb,a)/llos,ἄλλος,adjective,a)fairh/setai,ἀφαιρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=s,ὁ,article,te,τε,particle,a)nagkai/ou,ἀναγκαῖος,adjective,trofh=s,τροφεύς,noun,pantaxou=,πανταχοῦ,adverb,a)\n,ἄν,particle,o(moi/ws,ὅμοιος,adjective,e)pikrath/sein,ἐπικρατέω,verb,oi)o/menoi,οἴομαι,verb,ou),οὐ,adverb,xalepw=s,χαλεπός,adjective,a)ni/stanto,ἀνίστημι,verb,ei),εἰ,conjunction,ga\r,γάρ,particle,to\,ὁ,article,ou),οὐ,adverb,xalepw=s,χαλεπός,adjective,a)ni/stanto,ἀνίστημι,verb,prose/qhken,προστίθημι,verb,th=|,ὁ,article,prw/th|,πρότερος,adjective,perio/dw|,περίοδος,noun,kai\,καί,conjunction,e)sxhma/tisen,σχηματίζω,verb,ou(/tws,οὕτως,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=s,ὁ,article,ga\r,γάρ,particle,e)mpori/as,ἐμπορία,noun,ou)k,οὐ,adverb,ou)/shs,εἰμί,verb,ou)d',οὐδέ,particle,e)pimignu/ntes,ἐπιμίγνυμι,verb,a)dew=s,ἀδεής,adverb,a)llh/lois,ἀλλήλων,pronoun,ou)/te,οὔτε,adverb,kata\,κατά,preposition,gh=n,γῆ,noun,ou)/te,οὔτε,adverb,kata\,κατά,preposition,qa/lassan,θάλασσα,noun,nemo/menoi,νέμω,verb,de\,δέ,particle,ta\,ὁ,article,e(autw=n,ἑαυτοῦ,pronoun,e(/kastoi,ἕκαστος,adjective,o(/son,ὅσος,adjective,a)pozh=n,ἀποζάω,verb,ou),οὐ,adverb,xalepw=s,χαλεπός,adjective,a)ni/stanto,ἀνίστημι,verb,fanerwte/ran,φανερός,adjective,a)\n,ἄν,particle,e)poi/ei,ποιέω,verb,th\n,ὁ,article,dia/noian,διάνοια,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=|,ὁ,article,de\,δέ,particle,parembolh=|,παρεμβολή,noun,tw=n,ὁ,article,metacu\,μεταξύ,adverb,pragma/twn,πρᾶγμα,noun,pollw=n,πολύς,adjective,o)/ntwn,εἰμί,verb,a)safh=,ἀσαφής,adverb,kai\,καί,conjunction,dusparakolou/qhton,δυσπαρακολούθητος,adjective,pepoi/hken,ποιέω,verb,kai\,καί,conjunction,h(,ὁ,article,peri\,περί,preposition,th=s,ὁ,article,*eu)rusqe/ws,Εὐρυσθεύς,proper,stratei/as,στρατεία,adjective,e)pi\,ἐπί,preposition,th\n,ὁ,article,*)attikh\n,Ἀττικός,adjective,h(/de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*eu)rusqe/ws,Εὐρυσθεύς,proper,e)n,ἐν,preposition,th=|,ὁ,article,*)attikh=|,Ἀττικός,adjective,u(po\,ὑπό,preposition,*(hrakleidw=n,Ἡράκλειδαι,proper,a)poqano/ntos,ἀποθνήσκω,verb,*)atre/ws,Ἀτρεύς,proper,de\,δέ,particle,mhtro\s,μήτηρ,noun,a)delfou=,ἀδελφός,adjective,o)/ntos,εἰμί,verb,au)tw=|,αὐτός,pronoun,kai\,καί,conjunction,e)pitre/yantos,ἐπιτρέπω,verb,*eu)rusqe/ws,Εὐρυσθεύς,proper,o(/t',ὅτε,conjunction,e)stra/teue,στρατεύω,verb,*mukh/nas,Μυκήνη,proper,te,τε,particle,kai\,καί,conjunction,th\n,ὁ,article,a)rxh\n,ἀρχή,noun,kata\,κατά,preposition,to\,ὁ,article,oi)kei=on,οἰκεῖος,adjective,*)atrei=,Ἀτρεύς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
