word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/15/lemma/@_entry,word/15/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS
o(rw=,ὁράω,verb,kai/,καί,conjunction,se,σύ,pronoun,de/comai,δέχομαι,verb,su/gkwmon,σύγκωμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/marya,μάρπτω,verb,to/nd',ὅδε,pronoun,a)/neu,ἄνευ,preposition,bro/xwn,βρόχος,noun,le/ontos,λέων,noun,a)grote/rou,ἀγρότερος,adjective,ne/on,νέος,adjective,i)=nin,ἶνις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,o(ra=n,ὁράω,verb,pa/ra,παρά,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/qen,πόθεν,adverb,e)rhmi/as,ἐρημία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kiqairw\n,Κιθαιρών,proper,*kiqairw/n,Κιθαιρών,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
katefo/neuse/,καταφονεύω,verb,nin,νιν,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,a(,ὁ,article,balou=sa,βάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prw=ton,πρότερος,adjective,e)mo\n,ἐμός,adjective,to\,ὁ,article,ge/ras,γέρας,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma/kair',μάκαρ,noun,*)agau/h,Ἀγαύη,proper,klh|zo/meq',,,e)n,ἐν,preposition,qia/sois,θίασος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,a)/lla,ἄλλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,*ka/dmou,Κάδμος,proper,ti/,τίς,pronoun,*ka/dmou,Κάδμος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ge/neqla,γένεθλον,noun,met',μετά,preposition,e)me\,ἐγώ,pronoun,met',μετά,preposition,e)me\,ἐγώ,pronoun,tou=d',ὅδε,pronoun,e)/qige,θιγγάνω,verb,qhro/s,θήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)tuxh/s,εὐτυχής,adjective,g',γε,particle,a(/d',ὅδε,pronoun,a)/gra,ἄγρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
me/texe/,μετέχω,verb,nun,νῦν,adverb,qoi/nas,θοίνη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mete/xw,μετέχω,verb,tla=mon,τλήμων,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ne/os,νέος,adjective,o(,ὁ,article,mo/sxos,μόσχος,noun,a)/rti,ἄρτι,adverb,ge/nun,γένυς,noun,u(po\,ὑπό,preposition,ko/ruq',κόρυθος,noun,a(palo/trixa,ἁπαλόθριξ,noun,kata/komon,κατάκομος,adjective,qa/llei,θάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pre/pei,πρέπω,verb,g',γε,particle,w(/ste,ὥστε,conjunction,qh\r,θήρ,noun,a)/graulos,ἄγραυλος,adjective,fo/bh|,φόβη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,*ba/kxios,Βάκχιος,proper,kunage/tas,κυνηγέτης,noun,sofo\s,σοφός,adjective,sofw=s,σοφός,adjective,a)ne/phl',ἀναπάλλω,verb,e)pi\,ἐπί,preposition,qh=ra,θήρ,noun,to/nde,ὅδε,pronoun,maina/das,μαινάς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,ga\r,γάρ,particle,a)/nac,ἄναξ,noun,a)greu/s,ἀγρεύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta/xa,τάχα,adjective,de\,δέ,particle,*kadmei=oi,Καδμεῖος,proper,kai\,καί,conjunction,pai=s,πᾶς,adjective,ge,γε,particle,*penqeu\s,Πενθεύς,proper,mate/r',μήτηρ,noun,e)paine/setai,ἐπαινέω,verb,labou=san,λαμβάνω,verb,a)/gran,ἄγρα,noun,ta/nde,ὅδε,pronoun,leontofuh=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ge/ghqa,γηθέω,verb,mega/la,μέγας,adverb,mega/la,μέγας,adverb,kai\,καί,conjunction,fanera\,φανερός,adjective,ta=|d',ὅδε,pronoun,a)/gra|,ἄγρα,noun,kateirgasme/na,κατεργάζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dei=co/n,δείκνυμι,verb,nun,νῦν,adverb,w)=,ὦ,interjection,ta/laina,τάλας,adjective,sh\n,σός,adjective,nikhfo/ron,νικηφόρος,adjective,a)stoi=sin,ἀστός,noun,a)/gran,ἄγρα,noun,h(\n,ὅς,pronoun,fe/rous',φέρω,verb,e)lh/luqas,ἔρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,kalli/purgon,καλλίπυργος,adjective,a)/stu,ἄστυ,noun,*qhbai/as,Θηβαῖος,proper,xqono\s,χθών,noun,nai/ontes,ναίω,verb,e)/lqeq',ἔρχομαι,verb,w(s,ὡς,conjunction,i)/dhte,εἶδον,verb,th/nd',ὅδε,pronoun,a)/gran,ἄγρα,noun,*ka/dmou,Κάδμος,proper,qugate/res,θυγάτηρ,adjective,qhro\s,θήρ,noun,h(\n,ὅς,pronoun,h)greu/samen,ou)k,οὐ,adverb,ἀγρεύω,verb,a)gkulhtoi=s,,,*qessalw=n,Θεσσαλός,proper,stoxa/smasin,στόχασμα,noun,ou),οὐ,adverb,diktu/oisin,δίκτυον,noun,a)lla\,ἀλλά,adverb,leukoph/xesi,,,xeirw=n,χείρ,noun,a)kmai=sin,ἀκμή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)=|ta,εἶτα,adverb,kompa/zein,κομπάζω,verb,xrew\n,χρεών,noun,kai\,καί,conjunction,logxopoiw=n,λογχοποιός,noun,o)/rgana,ὄργανον,noun,kta=sqai,κτάομαι,verb,ma/thn,μάτην,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(mei=s,ἐγώ,pronoun,de/,δέ,particle,g',γε,particle,au)th=|,αὐτός,pronoun,xeiri\,χείρ,noun,to/nde,ὅδε,pronoun,q',τε,particle,ei(/lomen,αἱρέω,verb,xwri/s,χωρίς,adverb,te,τε,particle,qhro\s,θήρ,noun,a)/rqra,ἄρθρον,noun,dieforh/samen,διαφορέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pou=,πού,adverb,moi,ἐγώ,pronoun,path\r,πατήρ,noun,o(,ὁ,article,pre/sbus,πρέσβυς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)lqe/tw,ἔρχομαι,verb,pe/las,πέλας,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*penqeu/s,Πενθεύς,proper,t',τε,particle,e)mo\s,ἐμός,adjective,pai=s,πᾶς,adjective,pou=,πού,adverb,'stin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)re/sqw,αἴρω,verb,labw\n,λαμβάνω,verb,phktw=n,πηκτή,noun,pro\s,πρός,preposition,oi)/kous,οἶκος,noun,klima/kwn,κλῖμαξ,noun,prosamba/seis,προσάμβασις,noun,w(s,ὡς,conjunction,passaleu/sh|,,,kra=ta,κράς,verb,triglu/fois,τρίγλυφος,adjective,to/de,ὅδε,pronoun,le/ontos,λέων,noun,o(\n,ὅς,pronoun,pa/reimi,πάρειμι,verb,qhra/sas',e)gw/,ἐγώ,pronoun,θηράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(/pesqe/,ἕπομαι,verb,moi,ἐγώ,pronoun,fe/rontes,φέρω,verb,a)/qlion,ἄθλιος,adjective,ba/ros,βάρος,noun,*penqe/ws,Πενθεύς,proper,e(/pesqe,ἕπομαι,verb,pro/spoloi,πρόσπολος,noun,do/mwn,δόμος,noun,pa/ros,πάρος,preposition,ou(=,ἕ,pronoun,sw=ma,σῶμα,adjective,moxqw=n,μοχθέω,verb,muri/ois,μυρίος,adjective,zhth/masin,ζήτημα,noun,fe/rw,to/d',ὅδε,pronoun,φέρω,verb,eu(rw\n,εὑρίσκω,verb,e)n,ἐν,preposition,*kiqairw=nos,Κιθαιρών,proper,ptuxai=s,πτυχή,noun,diasparakto/n,διασπαρακτός,adjective,kou)de\n,οὐδείς,pronoun,e)n,ἐν,preposition,tau)tw=|,ταυτός,adjective,pe/dw|,πέδον,noun,labw/n,λαμβάνω,verb,e)n,ἐν,preposition,u(/lh|,ὕλη,noun,kei/menon,κεῖμαι,verb,duseure/tw|,δυσεύρετος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)/kousa,ἀκούω,verb,ga/r,γάρ,particle,tou,τις,pronoun,qugate/rwn,θυγάτηρ,adjective,tolmh/mata,τόλμημα,noun,h)/dh,ἤδη,adverb,kat',κατά,preposition,a)/stu,ἄστυ,noun,teixe/wn,τεῖχος,noun,e)/sw,ἔσω,adjective,bebw\s,βαίνω,verb,su\n,σύν,preposition,tw=|,ὁ,article,ge/ronti,γέρων,noun,*teiresi/a|,Τειρεσίης,proper,*bakxw=n,pa/ra,παρά,preposition,Βάκχη,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/lin,πάλιν,adverb,de\,δέ,particle,ka/myas,κάμπτω,verb,ei)s,εἰς,preposition,o)/ros,ὄρος,adjective,komi/zomai,κομίζω,verb,to\n,ὁ,article,katqano/nta,καταθνήσκω,verb,pai=da,παῖς,adjective,*maina/dwn,μαινάς,noun,u(/po,ὑπό,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,th\n,ὁ,article,me\n,μέν,particle,*)akte/wn',ἀκτέα,noun,*)aristai/w|,Ἀρισταῖος,proper,pote\,ποτός,adjective,tekou=san,τίκτω,verb,ei)=don,εἶδον,verb,*au)tono/hn,Αὐτονόη,proper,*)inw/,Ἰνώ,proper,q',τε,particle,a(/ma,ἅμα,adverb,e)/t',ἔτι,adverb,a)mfi\,ἀμφί,preposition,drumou\s,δρυμός,noun,oi)stroplh=gas,a)qli/as,ἄθλιος,adjective,οἰστροπλήξ,adjective,th\n,ὁ,article,d',δέ,particle,ei)=pe/,εἶπον,verb,ti/s,τίς,pronoun,moi,ἐγώ,pronoun,deu=ro,δεῦρο,adverb,bakxei/w|,Βάκχειος,proper,podi\,ποδίς,noun,stei/xein,στείχω,verb,*)agau/hn,Ἀγαύη,proper,ou)d',οὐδέ,particle,a)/krant',ἄκραντος,adjective,h)kou/samen,ἀκούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leu/ssw,λεύσσω,verb,ga\r,γάρ,particle,au)th/n,αὐτός,pronoun,o)/yin,ὄψις,noun,ou)k,οὐ,adverb,eu)dai/mona,εὐδαίμων,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/ter,πατήρ,noun,me/giston,μέγας,adverb,kompa/sai,κομπάζω,verb,pa/resti/,πάρειμι,verb,soi,σύ,pronoun,pa/ntwn,πᾶς,adjective,a)ri/stas,ἄριστος,adjective,qugate/ras,θυγάτηρ,adjective,spei=rai,σπείρω,verb,makrw=|,μακρός,adjective,qnhtw=n,θνητός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(pa/sas,ἅπας,adjective,ei)=pon,εἶπον,verb,e)co/xws,ἔξοχος,adjective,d',δέ,particle,e)me/,ἐγώ,pronoun,h(\,ὅς,pronoun,ta\s,ὁ,article,par',παρά,preposition,i(stoi=s,ἱστός,noun,e)klipou=sa,ἐκλείπω,verb,kerki/das,κερκίς,noun,e)s,εἰς,preposition,mei/zon',μέγας,adverb,h(/kw,ἥκω,verb,qh=ras,θήρ,noun,a)greu/ein,xeroi=n,χείρ,noun,ἀγρεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe/rw,φέρω,verb,d',δέ,particle,e)n,ἐν,preposition,w)le/naisin,ὠλένη,noun,w(s,ὡς,conjunction,o(ra=|s,ὁράω,verb,ta/de,ὅδε,pronoun,labou=sa,λαμβάνω,verb,ta)ristei=a,ἀριστεῖα,noun,soi=si,σός,adjective,pro\s,πρός,preposition,do/mois,δόμος,noun,w(s,ὡς,conjunction,a)gkremasqh=|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,de/,δέ,particle,pa/ter,πατήρ,noun,de/cai,δέχομαι,verb,xeroi=n,χείρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
