word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/15/lemma/@_entry,word/15/lemma/@_POS,word/21/lemma/@_entry,word/21/lemma/@_POS,word/26/lemma/@_entry,word/26/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/54/@_form,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/lemma/@_entry,word/54/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/119/@_form,word/119/lemma/@_entry,word/119/lemma/@_POS,word/120/@_form,word/120/lemma/@_entry,word/120/lemma/@_POS,word/121/@_form,word/121/lemma/@_entry,word/121/lemma/@_POS,word/122/@_form,word/122/lemma/@_entry,word/122/lemma/@_POS,word/123/@_form,word/123/lemma/@_entry,word/123/lemma/@_POS,word/124/@_form,word/124/lemma/@_entry,word/124/lemma/@_POS,word/125/@_form,word/125/lemma/@_entry,word/125/lemma/@_POS,word/126/@_form,word/126/lemma/@_entry,word/126/lemma/@_POS,word/127/@_form,word/127/lemma/@_entry,word/127/lemma/@_POS,word/128/@_form,word/128/lemma/@_entry,word/128/lemma/@_POS,word/129/@_form,word/129/lemma/@_entry,word/129/lemma/@_POS,word/130/@_form,word/130/lemma/@_entry,word/130/lemma/@_POS,word/131/@_form,word/131/lemma/@_entry,word/131/lemma/@_POS,word/132/@_form,word/132/lemma/@_entry,word/132/lemma/@_POS,word/133/@_form,word/133/lemma/@_entry,word/133/lemma/@_POS,word/134/@_form,word/134/lemma/@_entry,word/134/lemma/@_POS,word/135/@_form,word/135/lemma/@_entry,word/135/lemma/@_POS,word/136/@_form,word/136/lemma/@_entry,word/136/lemma/@_POS,word/137/@_form,word/137/lemma/@_entry,word/137/lemma/@_POS,word/138/@_form,word/138/lemma/@_entry,word/138/lemma/@_POS,word/139/@_form,word/139/lemma/@_entry,word/139/lemma/@_POS,word/140/@_form,word/140/lemma/@_entry,word/140/lemma/@_POS,word/141/@_form,word/141/lemma/@_entry,word/141/lemma/@_POS
h(/,ὅς,pronoun,te,τε,particle,a)rxh\,ἀρχή,noun,au)toi=s,αὐτός,pronoun,e)ge/neto,γίγνομαι,verb,duna/mei,δύναμις,adjective,me\n,μέν,particle,a)cio/maxos,ἀξιόμαχος,adjective,th=|,ὁ,article,*(ellhnikh=|,Ἑλληνικός,adjective,periousi/a|,περιουσία,noun,de\,δέ,particle,meta\,μετά,preposition,th\n,ὁ,article,*persikh/n,Περσικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(ptakosi/ois,ἑπτακόσιοι,adjective,d',δέ,particle,au)tou\s,αὐτός,pronoun,e)/tesin,ἔτος,noun,a)po\,ἀπό,preposition,tou=,ὁ,article,sunoikismou=,συνοικισμός,noun,*(rwmai=oi,,,*sikeli/an,Σικελία,proper,a)fei/lonto,ἀφαιρέω,verb,kai\,καί,conjunction,*sardw\,Σαρδώ,proper,meta\,μετά,preposition,*sikeli/an,Σικελία,proper,deute/rw|,δεύτερος,adjective,de\,pole/mw|,πόλεμος,noun,kai\,καί,conjunction,*)ibhri/an,Ἰβηρίη,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/s,εἰς,preposition,te,τε,particle,th\n,ὁ,article,a)llh/lwn,ἀλλήλων,pronoun,e)mbalo/ntes,ἐμβάλλω,verb,mega/lois,μέγας,adverb,stratoi=s,στρατός,noun,oi(,ἕ,pronoun,me\n,μέν,particle,*)anni/bou,Ἀννίβας,proper,sfw=n,σφεῖς,pronoun,h(goume/nou,ἡγέομαι,verb,th\n,ὁ,article,*)itali/an,Ἰταλία,proper,e)po/rqoun,πορθέω,verb,e(kkai/deka,e)/tesin,ἔτος,noun,e(ch=s,ἑξῆς,adverb,oi(,ὁ,article,de\,δέ,particle,*libu/hn,Λιβύη,proper,*kornhli/ou,*skipi/wnos,,,tou=,ὁ,article,presbute/rou,πρέσβυς,noun,sfw=n,σφεῖς,pronoun,strathgou=ntos,me/xri,μέχρι,preposition,th\n,ὁ,article,h(gemoni/an,ἡγεμονία,noun,*karxhdoni/ous,Καρχηδόνιος,proper,a)fei/lonto,ἀφαιρέω,verb,kai\,καί,conjunction,nau=s,ναῦς,noun,kai\,καί,conjunction,e)le/fantas,ἐλέφας,adjective,kai\,καί,conjunction,xrh/mata,χρῆμα,adjective,sfi/sin,σφεῖς,pronoun,e)pe/tacan,ἐπιτάσσω,verb,ἑκκαίδεκα,noun,Κορνήλιος,proper,στρατηγέω,verb,e)senegkei=n,εἰσφέρω,verb,e)n,ἐν,preposition,xro/nw|,χρόνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deu/terai/,δεύτερος,adjective,te,τε,particle,spondai\,σπονδή,noun,*(rwmai/ois,,,kai\,καί,conjunction,*karxhdoni/ois,Καρχηδόνιος,proper,ai(/de,ὅδε,pronoun,die/meinan,διαμένω,verb,e)s,εἰς,preposition,e)/th,ἔτης,noun,penth/konta,πεντήκοντα,verb,me/xri,μέχρι,preposition,lu/santes,λύω,verb,au)ta\s,αὐτός,pronoun,tri/ton,τρίτος,adjective,po/lemon,kai\,καί,conjunction,teleutai=on,τελευταῖος,adjective,a)llh/lois,ἀλλήλων,pronoun,e)pole/mhsan,πολεμέω,verb,e)n,ἐν,preposition,w(=|,*karxhdo/na,Καρχηδών,proper,*(rwmai=oi,,,kate/skayan,κατασκάπτω,verb,*skipi/wnos,,,tou=,newte/rou,νέος,adjective,sfw=n,σφεῖς,pronoun,strathgou=ntos,στρατηγέω,verb,kai\,καί,conjunction,e)pa/raton,ἐπάρατος,adjective,e)/gnwsan,γιγνώσκω,verb,,,,,,,,,,,,,,,,,,,,,,πόλεμος,noun,ὅς,pronoun,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)=qis,αὖθις,adverb,d',δέ,particle,w)/|kisan,οἰκίζω,verb,i)di/ois,ἴδιος,adjective,a)ndra/sin,ἀνήρ,noun,a)gxota/tw,ἀγχοτάτω,adverb,ma/lista,μάλιστα,adverb,th=s,ὁ,article,prote/ras,πρότερος,adjective,w(s,ὡς,conjunction,eu)/kairon,εὔκαιρος,adjective,e)pi\,ἐπί,preposition,*libu/h|,Λιβύη,proper,xwri/on,χωρίον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/twn,οὗτος,pronoun,ta\,ὁ,article,me\n,μέν,particle,a)mfi\,ἀμφί,preposition,*sikeli/an,Σικελία,proper,h(,ὁ,article,*sikelikh\,Σικελικός,adjective,grafh\,γραφή,noun,dhloi=,δηλόω,verb,ta\,ὁ,article,d',δέ,particle,e)n,ἐν,preposition,*)ibhri/a|,Ἰβηρίη,proper,geno/mena,γίγνομαι,verb,h(,ὁ,article,*)ibhrikh/,kai\,καί,conjunction,o(/sa,ὅσος,adjective,*)anni/bas,Ἀννίβας,proper,e)s,εἰς,preposition,*)itali/an,Ἰταλία,proper,e)sbalw\n,e)/pracen,πράσσω,verb,h(,ὁ,article,*)annibai+kh\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ἰβηρικός,adjective,εἰσβάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,d',δέ,particle,e)n,ἐν,preposition,*libu/h|,Λιβύη,proper,geno/mena,γίγνομαι,verb,a)p',ἀπό,preposition,a)rxh=s,ἀρχή,noun,h(/de,ὅδε,pronoun,suna/gei,συνάγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)/rcanto,ἄρχω,verb,d',δέ,particle,au)tw=n,αὐτός,pronoun,a)mfi\,ἀμφί,preposition,to\n,ὁ,article,*sikeliko\n,Σικελικός,adjective,po/lemon,πόλεμος,noun,oi(,ὁ,article,*(rwmai=oi,,,nausi\,ναῦς,noun,penth/konta,πεντήκοντα,verb,kai\,καί,conjunction,triakosi/ais,τριακόσιοι,adjective,e)pipleu/santes,ἐπιπλέω,verb,e)s,εἰς,preposition,*libu/hn,kai\,καί,conjunction,po/leis,πόλις,adjective,tina\s,τις,pronoun,e(lo/ntes,αἱρέω,verb,kai\,καί,conjunction,strathgo\n,e)pi\,ἐπί,preposition,th=|,ὁ,article,duna/mei,δύναμις,adjective,katalipo/ntes,καταλιμπάνω,verb,*)ati/lion,*(rh=glon,,,o(\s,ὅς,pronoun,a)/llas,ἄλλος,adjective,te,τε,particle,po/leis,πόλις,adjective,diakosi/as,διακόσιοι,adjective,prose/laben,προσλαμβάνω,verb,ai(\,ὅς,pronoun,*karxhdoni/wn,Καρχηδόνιος,proper,e)/xqei,ἔχθω,verb,pro\s,πρός,preposition,au)to\n,αὐτός,pronoun,meteti/qento,μετατίθημι,verb,Λιβύη,proper,στρατηγός,noun,Ἀτίλιος,proper,kai\,καί,conjunction,th\n,ὁ,article,xw/ran,χώρα,noun,e)piw\n,ἔπειμι,verb,e)po/rqei,πορθέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*karxhdo/nioi,Καρχηδόνιος,proper,de\,δέ,particle,*lakedaimoni/ous,Λακεδαιμόνιος,proper,strathgo\n,στρατηγός,noun,h)/toun,,,oi)o/menoi,οἴομαι,verb,di',διά,preposition,a)narxi/an,ἀναρχία,noun,kakopragei=n,κακοπραγέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,me\n,μέν,particle,dh\,δή,particle,*ca/nqippon,Ξάνθιππος,proper,au)toi=s,αὐτός,pronoun,e)/pempon,πέμπω,verb,o(,ὁ,article,de\,δέ,particle,*)ati/lios,Ἀτίλιος,proper,a)mfi\,ἀμφί,preposition,li/mnh|,λίμνη,noun,stratopedeu/wn,στρατοπεδεύω,verb,w(/ra|,ὥρα,adjective,kau/matos,καῦμα,noun,periw/deue,περιοδεύω,verb,th\n,li/mnhn,λίμνη,noun,e)pi\,ἐπί,preposition,tou\s,ὁ,article,polemi/ous,πολέμιος,adjective,o(/plwn,ὅπλον,noun,te,ba/rei,βάρος,noun,kai\,καί,conjunction,pni/gei,πνίγω,verb,kai\,καί,conjunction,di/yei,kai\,καί,conjunction,o(doipori/a|,ὁδοιπορία,noun,kakopaqw=n,κακοπαθέω,verb,kai\,καί,conjunction,ballo/menos,βάλλω,verb,a)po\,ἀπό,preposition,krhmnw=n,κρημνός,noun,a)/nwqen,ἄνωθεν,adverb,,,,,,,,,,,,,,,,ὁ,article,τε,particle,δίψος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,d',δέ,particle,e)plhsi/ase,πλησιάζω,verb,peri\,περί,preposition,e(spe/ran,ἑσπέρα,noun,kai\,καί,conjunction,potamo\s,ποταμός,noun,au)tou\s,αὐτός,pronoun,diei=rgen,διείργω,verb,o(,ὁ,article,me\n,μέν,particle,eu)qu\s,εὐθύς,adverb,e)pe/ra,περάω,verb,to\n,ὁ,article,potamo\n,ποταμός,noun,w(s,kai\,καί,conjunction,tw=|de,ὅδε,pronoun,to\n,ὁ,article,*ca/nqippon,Ξάνθιππος,proper,e)kplh/cwn,ἐκπλήσσω,verb,o(,de\,δέ,particle,suntetagme/nhn,συντάσσω,verb,th\n,ὁ,article,stratia\n,στρατία,noun,e)pafi/hsi,dia\,διά,preposition,tw=n,ὁ,article,pulw=n,πύλη,adjective,e)lpi/sas,ἐλπίζω,verb,kekmhko/tos,κάμνω,verb,kai\,καί,conjunction,kakopaqou=ntos,κακοπαθέω,verb,perie/sesqai,περίειμι,verb,kai\,καί,conjunction,th\n,ὁ,article,nu/kta,νύξ,adjective,pro\s,πρός,preposition,tw=n,ὁ,article,ὡς,conjunction,ὁ,article,ἐπαφίημι,verb,nikw/ntwn,νικάω,verb,e)/sesqai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=sde,ὅδε,pronoun,me\n,μέν,particle,ou)=n,οὖν,particle,th=s,ὁ,article,e)lpi/dos,ἐλπίς,noun,o(,ὁ,article,*ca/nqippos,Ξάνθιππος,proper,ou)k,οὐ,adverb,a)pe/tuxen,ἀποτυγχάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
