word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/48/lemma/@_entry,word/48/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS
mei/zona,μέγας,adverb,d',δέ,particle,a)\n,ἄν,particle,xeimw=na,χειμών,noun,fe/roi,φέρω,verb,trie/liktos,τριέλικτος,adjective,a)lwh/,ἀλωή,noun,kai\,καί,conjunction,ma=llon,μᾶλλον,adverb,melaneu=sa,μελαίνω,verb,kai\,καί,conjunction,ei),εἰ,conjunction,r(hgnu/ato,ῥήγνυμι,verb,ma=llon,μᾶλλον,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ta\,ὁ,article,me\n,μέν,particle,ou)=n,οὖν,particle,e)pi\,ἐπί,preposition,mhni\,μείς,adjective,selhnai/hs,σεληναῖος,adjective,ke,ἄν,particle,pu/qoio,πύθω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)eli/oio,ἥλιος,noun,de/,δέ,particle,toi,σύ,pronoun,mele/tw,μέλω,verb,e(ka/terqen,ἑκάτερθε,adverb,i)o/ntos,εἶμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)eli/w|,ἥλιος,noun,kai\,καί,conjunction,ma=llon,μᾶλλον,adverb,e)oiko/ta,ἔοικα,verb,sh/mata,σῆμα,adjective,kei=tai,κέω,verb,a)mfo/teron,ἀμφότερος,adjective,du/nonti,δύω,verb,kai\,καί,conjunction,e)k,ἐκ,preposition,pera/ths,πέρατος,noun,a)nio/nti,ἄνειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh/,μή,conjunction,oi(,ἕ,pronoun,poiki/lloito,ποικίλλω,verb,ne/on,νέος,adjective,ba/llontos,βάλλω,verb,a)rou/ras,ἄρουρα,adjective,ku/klos,κύκλος,noun,o(/t',ὅτε,conjunction,eu)di/ou,εὔδιος,adjective,kexrhme/nos,χράω,verb,h)/matos,ἦμαρ,noun,ei)/hs,ἀίω,verb,mhde/,μηδέ,particle,ti,τις,pronoun,sh=ma,σῆμα,adjective,fe/roi,φέρω,verb,fai/noito,φαίνω,verb,de\,δέ,particle,lito\s,λιτός,adjective,a(pa/nth,ἐπάντης,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,d',δέ,particle,au(/tws,αὔτως,adverb,kaqaro/n,καθαρός,adjective,min,μιν,pronoun,e)/xoi,ἔχω,verb,boulu/sios,βούλυσις,noun,w(/rh,ὥρα,adjective,du/noi,δύω,verb,d',δέ,particle,a)ne/felos,ἀνέφελος,adjective,malakh\n,μαλακός,adjective,u(podei/elos,ὑποδείελος,adjective,ai)/glhn,αἴγλη,noun,kai/,καί,conjunction,ken,ἄν,particle,e)perxome/nh,ἐπέρχομαι,verb,h)ou=s,ἠώς,noun,e)/q',ἔτι,adverb,u(peu/dios,ὑπεύδιος,adjective,ei)/h,ἀίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ou)x,οὐ,adverb,o(ppo/te,ὁπότε,adverb,koi=los,κόιλος,adjective,e)eido/menos,εἴδομαι,verb,perite/llh|,περιτέλλομαι,verb,ou)d',οὐδέ,particle,o(po/t',ὁπότε,adverb,a)kti/nwn,ἄκτινος,adjective,ai(,ὁ,article,me\n,μέν,particle,no/ton,νότος,noun,ai(,ὁ,article,de\,δέ,particle,borh=a,,,sxizo/menai,σχίζω,verb,ba/llwsi,βάλλω,verb,ta\,ὁ,article,d',δέ,particle,au)=,αὖ,interjection,peri\,περί,preposition,me/ssa,μέσος,adjective,faei/nh|,φαίνω,verb,a)lla/,ἀλλά,adverb,pou,πού,adverb,h)\,ἠέ,conjunction,u(etoi=o,ὑετός,noun,die/rxetai,διέρχομαι,verb,h)\,ἠέ,conjunction,a)ne/moio,ἄνεμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ske/pteo,σκέπτομαι,verb,d',δέ,particle,ei)/,εἰ,conjunction,ke/,ἄν,particle,toi,τοι,particle,au)gai\,αὐγή,noun,u(pei/kws',ὑφίημι,verb,h)eli/oio,ἥλιος,noun,au)to\n,αὐτός,pronoun,e)s,εἰς,preposition,h)e/lion,ἥλιος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=,ὁ,article,ga\r,γάρ,particle,skopiai\,σκοπιά,noun,a)/ristai,ἄριστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)/,εἰ,conjunction,ti/,τίς,pronoun,oi(,ἕ,pronoun,h)/pou,ἤπου,particle,e)/reuqos,ἔρευθος,noun,e)pitre/xei,ἐπιτρέχω,verb,oi(=a/,οἷος,adjective,te,τε,particle,polla\,πολύς,adjective,e(lkome/nwn,ἕλκω,verb,nefe/wn,νέφος,noun,e)ruqai/netai,ἐρυθαίνομαι,verb,a)/lloqen,ἄλλοθεν,adverb,a)/lla,ἄλλος,adjective,h)\,ἠέ,conjunction,ei)/,εἰ,conjunction,pou,πού,adverb,melanei=,μελαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/,καί,conjunction,toi,σύ,pronoun,ta\,ὁ,article,me\n,μέν,particle,u(/datos,ὕδωρ,noun,e)/stw,εἰμί,verb,sh/mata,σῆμα,adjective,me/llontos,μέλλω,verb,ta\,ὁ,article,d',δέ,particle,e)reu/qea,ἔρευθος,noun,pa/nt',πᾶς,adjective,a)ne/moio,ἄνεμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)/,εἰ,conjunction,ge,γε,particle,me\n,μέν,particle,a)mfote/rois,ἀμφότερος,adjective,a)/mudis,ἄμυδις,adverb,kexrhme/nos,χράω,verb,ei)/h,ἀίω,verb,kai/,καί,conjunction,ken,ἄν,particle,u(/dwr,ὕδωρ,noun,fore/oi,φορέω,verb,kai\,καί,conjunction,u(phne/mios,ὑπηνέμιος,adjective,tanu/oito,τάνυμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de/,δέ,particle,oi(,ἕ,pronoun,h)/,ἠέ,conjunction,a)nio/ntos,ἄνειμι,verb,h)\,ἠέ,conjunction,au)ti/ka,αὐτίκα,adverb,duome/noio,δύω,verb,a)kti=nes,ἀκτίς,adjective,suni/wsi,σύνειμι,verb,kai\,καί,conjunction,a)mf',ἀμφί,preposition,e(ni\,εἷς,adjective,peplh/qwsin,πλήθω,verb,h)/,ἠέ,conjunction,pote,ποτέ,particle,kai\,καί,conjunction,nefe/wn,νέφος,noun,pepiesme/nos,πιέζω,verb,h)\,ἠέ,conjunction,o(/,ὅς,pronoun,g',γε,particle,e)s,εἰς,preposition,h)w=,ἠώς,noun,e)/rxhtai,ἔρχομαι,verb,para\,παρά,preposition,nukto/s,νύξ,adjective,h)\,ἠέ,conjunction,e)c,ἐκ,preposition,h)ou=s,ἠώς,noun,e)pi\,ἐπί,preposition,nu/kta,νύξ,adjective,u(/dati/,ὕδωρ,noun,ken,ἄν,particle,katio/nti,κάτειμι,verb,paratre/xoi,παρατρέχω,verb,h)/mata,ἦμαρ,noun,kei=na,ἐκεῖνος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhd',μηδέ,particle,o(/te,ὅστε,pronoun,oi(,ὁ,article,o)li/gh,ὀλίγος,adjective,nefe/lh,νεφέλη,noun,pa/ros,πάρος,preposition,a)nte/llh|sin,ἀνατέλλω,verb,th\n,ὁ,article,de\,δέ,particle,me/t',μετά,preposition,a)kti/nwn,ἄκτινος,adjective,kexrhme/nos,χράω,verb,au)to\s,αὐτός,pronoun,a)erqh=|,ἀείρω,verb,a)mnhstei=n,ἀμνηστέω,verb,u(etoi=o,ὑετός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polu\s,πολύς,adjective,d',δέ,particle,o(/te,ὅτε,conjunction,oi(,ὁ,article,peri\,περί,preposition,ku/klos,κύκλος,noun,oi(=on,οἷος,adjective,thkome/nw|,τήκω,verb,e)nali/gkios,ἐναλίζω,verb,eu)ru/nhtai,εὐρύνω,verb,prw=ton,πρότερος,adjective,a)nerxome/noio,ἀνέρχομαι,verb,kai\,καί,conjunction,a)/y,ἄψ,adverb,e)pi\,ἐπί,preposition,mei=on,μείων,adverb,i)/h|sin,εἶμι,verb,eu)/dio/s,εὔδιος,adjective,ke,ἄν,particle,fe/roito,φέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ei)/,εἰ,conjunction,pote,ποτέ,particle,xei/matos,χεῖμα,noun,w(/rh|,ὥρα,adjective,w)xrh/sai,ὠχράω,verb,katiw/n,κάτειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ta\r,ἀτάρ,particle,u(/datos,ὕδωρ,noun,h(merinoi=o,ἡμερινός,adjective,ginome/nou,γίγνομαι,verb,kato/tisqe,,,peri\,περί,preposition,ne/fea,νέφος,noun,skope/esqai,σκοπάω,verb,ka\d,κατά,preposition,dh\,δή,particle,duome/nou,δύω,verb,tetramme/nos,τρέπω,verb,h)eli/oio,ἥλιος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,me\n,μέν,particle,u(poskia/h|si,,,melainome/nh|,μελαίνω,verb,ei)kui=a,ἔοικα,verb,h)e/lion,ἥλιος,noun,nefe/lh,νεφέλη,noun,tai\,ὁ,article,d',δέ,particle,a)mfi/,ἀμφί,preposition,min,μιν,pronoun,e)/nqa,ἔνθα,adverb,kai\,καί,conjunction,e)/nqa,ἔνθα,adverb,a)kti=nes,ἀκτίς,adjective,messhgu\s,μεσηγύ,adverb,e)lisso/menai,,,dixo/wntai,διχάω,verb,h)=,ἦ,adverb,t',τε,particle,a)\n,ἄν,particle,e)/t',ἔτι,adverb,ei)s,εἰς,preposition,h)w=,ἠώς,noun,ske/paos,σκέπας,adjective,kexrhme/nos,χράω,verb,ei)/hs,ἀίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,d',δέ,particle,o(,ὁ,article,me\n,μέν,particle,a)ne/felos,ἀνέφελος,adjective,ba/ptoi,βάπτω,verb,r(o/ou,ῥόον,noun,e(speri/oio,ἑσπέριος,adjective,tai\,ὁ,article,de\,δέ,particle,katerxome/nou,κατέρχομαι,verb,nefe/lai,νεφέλη,noun,kai\,καί,conjunction,e)/t',ἔτι,adverb,oi)xome/noio,οἴχομαι,verb,plhsi/ai,πλήσιος,adjective,e(sth/kwsin,ἵστημι,verb,e)reuqe/es,ἐρευθής,adjective,ou)/,οὐ,adverb,se,σύ,pronoun,ma/la,μάλα,adverb,xrh\,χρή,verb,au)/rion,αὔριον,adverb,ou)d',οὐδέ,particle,e)pi\,ἐπί,preposition,nukti\,νύξ,adjective,peritrome/ein,περιτρομέω,verb,u(etoi=o,ὑετός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,o(po/t',ὁπότε,adverb,h)eli/oio,ἥλιος,noun,marainome/nh|sin,μαραίνω,verb,o(moi=ai,ὅμοιος,adjective,e)capi/nhs,ἐξαπίνης,adverb,a)kti=nes,ἀκτίς,adjective,a)p',ἀπό,preposition,ou)rano/qen,οὐρανόθεν,adverb,tanu/wntai,τάνυμαι,verb,oi)=on,οἶος,adjective,a)maldu/nontai,ἀμαλδύνω,verb,o(/te,ὅτε,conjunction,skia/h|si,,,kat',κατά,preposition,i)qu\,εὐθύς,adjective,i(stame/nh,ἵστημι,verb,gai/hs,γαῖα,noun,te,τε,particle,kai\,καί,conjunction,h)eli/oio,ἥλιος,noun,selh/nh,σελήνη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)d',οὐδέ,particle,o(/te,ὅτε,conjunction,oi(,ἕ,pronoun,e)pe/xonti,ἐπέχω,verb,fanh/menai,φαίνω,verb,h)w=qi,ἠώς,noun,pro\,πρό,preposition,fai/nontai,φαίνω,verb,nefe/lai,νεφέλη,noun,u(pereuqe/es,ὑπερευθής,adjective,a)/lloqen,ἄλλοθεν,adverb,a)/llai,ἄλλος,adjective,a)/rrantoi,ἄρραντος,adjective,gi/nontai,γίγνομαι,verb,e)p',ἐπί,preposition,h)/mati,ἦμαρ,noun,kei/nw|,ἐκεῖνος,pronoun,a)/rourai,ἄρουρα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhd',μηδέ,particle,au(/tws,αὔτως,adverb,e)/t',ἔτι,adverb,e)o/nti,εἰμί,verb,pe/rhn,πέρα,adjective,o(po/te,ὁπότε,adverb,protaqei=sai,προτείνω,verb,a)kti=nes,ἀκτίς,adjective,fai/nontai,φαίνω,verb,e)pi/skioi,ἐπίσκιος,adjective,h)w=qi,ἠώς,noun,pro/,πρό,preposition,u(/datos,ὕδωρ,noun,h)\,ἠέ,conjunction,a)ne/moio,ἄνεμος,noun,katoisome/nou,καταφέρω,verb,lelaqe/sqai,λανθάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ei),εἰ,conjunction,me\n,μέν,particle,kei=nai,ἐκεῖνος,pronoun,ma=llon,μᾶλλον,adverb,kne/faos,κνέφας,noun,fore/ointo,φορέω,verb,a)kti=nes,ἀκτίς,adjective,ma=llo/n,μᾶλλον,adverb,ken,ἄν,particle,e)f',ἐπί,preposition,u(/dati,ὕδωρ,noun,shmai/noien,σημαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,d',δέ,particle,o)li/gos,ὀλίγος,adjective,tanu/oito,τάνυμαι,verb,peri\,περί,preposition,dno/fos,δνόφος,noun,a)kti/nessin,ἀκτίς,adjective,oi(=o/n,οἷος,adjective,pou,πού,adverb,malakai\,μαλακός,adjective,nefe/lai,νεφέλη,noun,fore/ousi,φορέω,verb,ma/lista,μάλιστα,adverb,h)=,ἦ,adverb,t',τε,particle,a)\n,ἄν,particle,e)perxome/noio,ἐπέρχομαι,verb,peridnofe/oint',περιδνοφέω,verb,a)ne/moio,ἄνεμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\,οὐδέ,particle,me\n,μέν,particle,h)eli/ou,ἥλιος,noun,sxedo/qen,σχεδόθεν,adverb,melaneu=sai,μελαίνω,verb,a)lwai\,ἀλωή,noun,eu)/dioi,εὔδιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)sso/terai,,,de\,δέ,particle,kai\,καί,conjunction,a)stemfe\s,ἀστεμφής,adjective,melaneu=sai,μελαίνω,verb,ma=llon,μᾶλλον,adverb,xeime/riai,χειμέριος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
du/o,δύο,adjective,d',δέ,particle,a)\n,ἄν,particle,xalepw/terai,χαλεπός,adjective,ei)=en,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
