word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS
kai\,καί,conjunction,e)/sti,εἰμί,verb,me\n,μέν,particle,kai\,καί,conjunction,e)c,ἐκ,preposition,a)/llou,ἄλλος,adjective,lo/gou,λόγος,noun,panto\s,πᾶς,adjective,i)dei=n,εἶδον,verb,to\,ὁ,article,h)=qos,ἦθος,adjective,tou=,ὁ,article,gra/fontos,γράφω,verb,e)c,ἐκ,preposition,ou)deno\s,οὐδείς,pronoun,de\,δέ,particle,ou(/tws,οὕτως,adverb,w(s,ὡς,conjunction,e)pistolh=s,ἐπιστολεύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*to\,ὁ,article,de\,δέ,particle,me/geqos,μέγεθος,adjective,sunesta/lqw,,,th=s,ὁ,article,e)pistolh=s,ἐπιστολεύς,noun,w(/sper,ὥσπερ,adverb,kai\,καί,conjunction,h(,ὁ,article,le/cis,λέξις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(,ὁ,article,de\,δέ,particle,a)/gan,ἄγαν,adverb,makrai/,μακρός,adjective,kai\,καί,conjunction,prose/ti,προσέτι,adverb,kata\,κατά,preposition,th\n,ὁ,article,e(rmhnei/an,ἑρμηνεία,noun,o)gkwde/sterai,ὀγκώδης,adjective,ou),οὐ,adverb,ma\,μά,particle,th\n,ὁ,article,a)lh/qeian,ἀλήθεια,adjective,e)pistolai\,ἐπιστολή,noun,ge/nointo,γίγνομαι,verb,a)/n,ἄν,particle,a)lla\,ἀλλά,adverb,suggra/mmata,σύγγραμμα,noun,to\,ὁ,article,xai/rein,χαίρω,verb,e)/xonta,ἔχω,verb,prosgegramme/non,προσγράφω,verb,kaqa/per,καθά,adverb,tou=,ὁ,article,*pla/twnos,Πλάτων,proper,pollai\,πολύς,adjective,kai\,καί,conjunction,h(,ὁ,article,*qoukudi/dou,Θουκυδίδης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kai\,καί,conjunction,th=|,ὁ,article,sunta/cei,σύνταξις,noun,me/ntoi,μέντοι,particle,lelu/sqw,λύω,verb,ma=llon,μᾶλλον,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geloi=on,γέλοιος,adjective,ga\r,γάρ,particle,periodeu/ein,περιοδεύω,verb,w(/sper,ὥσπερ,adverb,ou)k,οὐ,adverb,e)pistolh/n,ἐπιστολή,noun,a)lla\,ἀλλά,adverb,di/khn,δίκη,adjective,gra/fonta,γράφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ou)de\,οὐδέ,particle,geloi=on,γέλοιος,adjective,mo/non,μόνος,adjective,a)ll',ἀλλά,adverb,ou)de\,οὐδέ,particle,filiko\n,φιλικός,adjective,'to\,ὁ,article,ga\r,γάρ,particle,dh\,δή,particle,kata\,κατά,preposition,th\n,ὁ,article,paroimi/an,παροιμία,noun,'ta\,ὁ,article,su=ka,σῦκον,noun,su=ka),σῦκον,noun,lego/menon',λέγω,verb,e)pistolai=s,ἐπιστολή,noun,tau=ta,οὗτος,pronoun,e)pithdeu/ein,ἐπιτηδεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ei)de/nai,οἶδα,verb,de\,δέ,particle,xrh/,χρή,verb,o(/ti,ὅστις,pronoun,ou)x,οὐ,adverb,e(rmhnei/a,ἑρμηνεία,noun,mo/non,μόνος,adjective,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,pra/gmata/,πρᾶγμα,noun,tina,τις,pronoun,e)pistolika/,ἐπιστολικός,adjective,e)stin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)aristote/lhs,Ἀριστοτέλης,proper,gou=n,γοῦν,particle,o(\s,ὅς,pronoun,ma/lista,μάλιστα,adverb,e)piteteuxe/nai,ἐπιτυγχάνω,verb,dokei=,δοκέω,verb,tou=,ὁ,article,e)pistolikou=,ἐπιστολικός,adjective,'tou=to,οὗτος,pronoun,de\,δέ,particle,ou),οὐ,adverb,gra/fw,γράφω,verb,soi/',σός,adjective,fhsi/n,φημί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'ou),οὐ,adverb,ga\r,γάρ,particle,h)=n,εἰμί,verb,e)pistoliko/n',ἐπιστολικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ei),εἰ,conjunction,ga/r,γάρ,particle,tis,τις,pronoun,e)n,ἐν,preposition,e)pistolh=|,ἐπιστολεύς,noun,sofi/smata,σόφισμα,noun,gra/foi,γράφω,verb,kai\,καί,conjunction,fusiologi/as,φυσιολογία,noun,gra/fei,γράφω,verb,me/n,μέν,particle,ou),οὐ,adverb,mh\n,μήν,particle,e)pistolh\n,ἐπιστολή,noun,gra/fei,γράφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filofro/nhsis,φιλοφρόνησις,noun,ga/r,γάρ,particle,tis,τις,pronoun,bou/letai,βούλομαι,verb,ei)=nai,εἰμί,verb,h(,ὁ,article,e)pistolh\,ἐπιστολή,noun,su/ntomos,σύντομος,adjective,kai\,καί,conjunction,peri\,περί,preposition,a(plou=,ἁπλόος,adjective,pra/gmatos,πρᾶγμα,noun,e)/kqesis,ἔκθεσις,noun,kai\,καί,conjunction,e)n,ἐν,preposition,o)no/masin,ὄνομα,adjective,a(ploi=s,ἁπλόος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ka/llos,κάλλος,noun,me/ntoi,μέντοι,particle,au)th=s,αὐτός,pronoun,ai(/,ὅς,pronoun,te,τε,particle,filikai\,φιλικός,adjective,filofronh/seis,φιλοφρόνησις,noun,kai\,καί,conjunction,puknai\,πυκνός,adjective,paroimi/ai,παροιμία,noun,e)nou=sai,ἔνειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tou=to,οὗτος,pronoun,ga\r,γάρ,particle,mo/non,μόνος,adjective,e)ne/stw,ἐνίστημι,verb,au)th=|,αὐτός,pronoun,sofo/n,σοφός,adjective,dio/ti,διότι,conjunction,dhmotiko/n,δημοτικός,adjective,ti/,τίς,pronoun,e)stin,εἰμί,verb,h(,ὁ,article,paroimi/a,παροιμία,noun,kai\,καί,conjunction,koino/n,κοινός,adjective,o(,ὁ,article,de\,δέ,particle,gnwmologw=n,γνωμολογέω,verb,kai\,καί,conjunction,protrepo/menos,προτρέπω,verb,ou),οὐ,adverb,di),διά,preposition,e)pistolh=s,ἐπιστολεύς,noun,e)/ti,ἔτι,adverb,lalou=nti,λαλέω,verb,e)/oiken,ἔοικα,verb,a)lla\,ἀλλά,adverb,mhxanh=s,μηχανεύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)aristote/lhs,Ἀριστοτέλης,proper,me/ntoi,μέντοι,particle,kai\,καί,conjunction,a)podei/cesi/,ἀπόδειξις,noun,pou,πού,adverb,xrh=tai,χράομαι,verb,e)pistolikw=s,ἐπιστολικός,adjective,oi(=on,οἷος,adjective,dida/cai,διδάσκω,verb,boulo/menos,βούλομαι,verb,o(/ti,ὅστις,pronoun,o(moi/ws,ὅμοιος,adjective,xrh\,χρή,verb,eu)ergetei=n,εὐεργετέω,verb,ta\s,ὁ,article,mega/las,μέγας,adverb,po/leis,πόλις,adjective,kai\,καί,conjunction,ta\s,ὁ,article,mikra/s,μικρός,adjective,fhsi/n,φημί,verb,'oi(,ἕ,pronoun,ga\r,γάρ,particle,qeoi\,θεός,noun,e)n,ἐν,preposition,a)mfote/rais,ἀμφότερος,adjective,i)/soi,ἴσος,adjective,w(/st',ὥστε,conjunction,e)pei\,ἐπεί,conjunction,ai(,ὁ,article,xa/rites,χάρις,noun,qeai/,θεά,noun,i)/sai,ἴσος,adjective,a)pokei/sontai/,ἀπόκειμαι,verb,soi,σύ,pronoun,par),πηρός,adjective,a)mfote/rais',ἀμφότερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,to\,ὁ,article,a)podeiknu/menon,ἀποδείκνυμι,verb,au)tw=|,αὐτός,pronoun,e)pistoliko\n,ἐπιστολικός,adjective,kai\,καί,conjunction,h(,ὁ,article,a)po/deicis,ἀπόδειξις,noun,au)th/,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)epei\,ἐπεί,conjunction,de\,δέ,particle,kai\,καί,conjunction,po/lesi/n,πόλις,adjective,pote,ποτέ,particle,kai\,καί,conjunction,basileu=sin,βασιλεύς,noun,gra/fomen,γράφω,verb,e)/stwsan,εἰμί,verb,toiau=tai,τοιοῦτος,adjective,e)pistolai\,ἐπιστολή,noun,mikro\n,μικρός,adjective,e)chrme/nai,ἐξαίρω,verb,pws,πως,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stoxaste/on,στοχαστέον,adjective,ga\r,γάρ,particle,kai\,καί,conjunction,tou=,ὁ,article,prosw/pou,πρόσωπον,noun,w(=|,ὅς,pronoun,gra/fetai,γράφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)chrme/nh,ἐξαίρω,verb,me/ntoi,μέντοι,particle,ou)x,οὐ,adverb,w(/ste,ὥστε,conjunction,su/ggramma,σύγγραμμα,noun,ei)=nai,εἰμί,verb,a)nt',ἀντί,preposition,e)pistolh=s,ἐπιστολεύς,noun,w(/sper,ὥσπερ,adverb,ai(,ὁ,article,*)aristote/lous,Ἀριστοτέλης,proper,pro\s,πρός,preposition,*)ale/candron,Ἀλέξανδρος,proper,kai\,καί,conjunction,pro\s,πρός,preposition,tou\s,ὁ,article,*di/wnos,Δίων,proper,oi)kei/ous,οἰκεῖος,adjective,h(,ὁ,article,*pla/twnos,Πλάτων,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kaqo/lou,καθόλου,adverb,de\,δέ,particle,memi/xqw,μίγνυμι,verb,h(,ὁ,article,e)pistolh\,ἐπιστολή,noun,kata\,κατά,preposition,th\n,ὁ,article,e(rmhnei/an,ἑρμηνεία,noun,e)k,ἐκ,preposition,duoi=n,δύο,adjective,xarakth/roin,χαρακτήρ,noun,tou/toin,οὗτος,pronoun,tou=,ὁ,article,te,τε,particle,xari/entos,χαρίεις,adjective,kai\,καί,conjunction,tou=,ὁ,article,i)sxnou=,ἰσχνός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,peri\,περί,preposition,e)pistolh=s,ἐπιστολεύς,noun,me\n,μέν,particle,tosau=ta,τοσοῦτος,adjective,kai\,καί,conjunction,a(/ma,ἅμα,adverb,peri\,περί,preposition,tou=,ὁ,article,xarakth=ros,χαρακτήρ,noun,tou=,ὁ,article,i)sxnou=,ἰσχνός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*para/keitai,παράκειμαι,verb,de\,δέ,particle,kai\,καί,conjunction,tw=|,ὁ,article,i)sxnw=|,ἰσχνός,adjective,dihmarthme/nos,διαμαρτάνω,verb,xarakth/r,χαρακτήρ,noun,o(,ὁ,article,chro\s,ξηρός,adjective,kalou/menos,καλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gi/netai,γίγνομαι,verb,de\,δέ,particle,kai\,καί,conjunction,ou(=tos,οὗτος,pronoun,e)n,ἐν,preposition,trisi/n,τρεῖς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,dianoi/a|,διάνοια,noun,me/n,μέν,particle,w(/sper,ὥσπερ,adverb,tis,τις,pronoun,e)pi\,ἐπί,preposition,*ce/rcou,Ξέρξης,proper,e)/fh,φημί,verb,o(/ti,ὅστις,pronoun,'kate/bainen,καταβαίνω,verb,o(,ὁ,article,*ce/rchs,Ξέρξης,proper,meta\,μετά,preposition,pa/ntwn,πᾶς,adjective,tw=n,ὁ,article,e(autou=',ἑαυτοῦ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma/la,μάλα,adverb,ga\r,γάρ,particle,e)smi/krunen,εἰσμικρύνω,verb,to\,ὁ,article,pra=gma,πρᾶγμα,noun,a)nti\,ἀντί,preposition,tou=,ὁ,article,'meta\,μετά,preposition,th=s,ὁ,article,*)asi/as,Ἄσιος,proper,a(pa/shs',ἅπας,adjective,ei)pei=n,εἶπον,verb,'meta\,μετά,preposition,pa/ntwn,πᾶς,adjective,tw=n,ὁ,article,e(autou)=,,,fh/sas,φημί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*peri\,περί,preposition,de\,δέ,particle,th\n,ὁ,article,le/cin,λέξις,noun,gi/netai,γίγνομαι,verb,to\,ὁ,article,chro/n,ξηρός,adjective,o(/tan,ὅταν,conjunction,pra=gma,πρᾶγμα,noun,me/ga,μέγας,adverb,smikroi=s,μικρός,adjective,o)no/masin,ὄνομα,adjective,a)pagge/llh|,ἀπαγγέλλω,verb,oi(=on,οἷος,adjective,w(s,ὡς,conjunction,o(,ὁ,article,*gadareu\s,,,e)pi\,ἐπί,preposition,th=s,ὁ,article,e)n,ἐν,preposition,*salami=ni,Σαλαμίς,proper,naumaxi/as,ναυμαχία,noun,fhsi/,φημί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tou=,ὁ,article,*fala/ridos,Φάλαρις,proper,tou=,ὁ,article,tura/nnou,τύραννος,noun,e)/fh,φημί,verb,tis,τις,pronoun,'a)/tta,ἄττα,interjection,ga\r,γάρ,particle,o(,ὁ,article,*fa/laris,Φάλαρις,proper,h)nw/xlei,ἀνοχλέω,verb,toi=s,ὁ,article,*)akraganti/nois',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
naumaxi/an,ναυμαχία,noun,ga\r,γάρ,particle,tosau/thn,τοσοῦτος,adjective,kai\,καί,conjunction,tura/nnwn,τύραννος,noun,w)mo/thta,ὠμότης,noun,ou)xi\,οὐ,adverb,tw=|,ὁ,article,'a)/tta),ἄττα,interjection,o)no/mati,ὄνομα,adjective,ou)de\,οὐδέ,particle,tw=|,ὁ,article,'h)nw/xlei),ἀνοχλέω,verb,e)xrh=n,χρή,verb,le/gein,λέγω,verb,a)ll',ἀλλά,adverb,e)n,ἐν,preposition,mega/lois,μέγας,adverb,kai\,καί,conjunction,pre/pousin,πρέπω,verb,tw=|,ὁ,article,u(pokeime/nw|,ὑπόκειμαι,verb,pra/gmati,πρᾶγμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)en,ἐν,preposition,de\,δέ,particle,sunqe/sei,σύνθεσις,noun,gi/netai,γίγνομαι,verb,to\,ὁ,article,chro/n,ξηρός,adjective,h)/toi,ἤτοι,particle,o(/tan,ὅταν,conjunction,pukna\,πυκνός,adjective,h)=,ἦ,adverb,ta\,ὁ,article,ko/mmata,κόμμα,noun,w(/sper,ὥσπερ,adverb,e)n,ἐν,preposition,toi=s,ὁ,article,*)aforismoi=s,ἀφορισμός,noun,e)/xei,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'o(,ὁ,article,bi/os,βίος,adjective,braxu/s,βραχύς,adjective,h(,ὁ,article,de\,δέ,particle,te/xnh,τέχνη,noun,makra/,μακρός,adjective,o(,ὁ,article,de\,δέ,particle,kairo\s,καιρός,noun,o)cu/s,ὀξύς,adjective,h(,ὁ,article,de\,δέ,particle,pei=ra,πεῖρα,noun,sfalera)/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,o(/tan,ὅταν,conjunction,e)n,ἐν,preposition,mega/lw|,μέγας,adverb,pra/gmati,πρᾶγμα,noun,a)pokekomme/non,ἀποκόπτω,verb,h)=|,εἰμί,verb,to\,ὁ,article,kw=lon,κῶλον,noun,kai\,καί,conjunction,mh\,μή,conjunction,e)/kplewn,ἔκπλεος,adjective,w(/sper,ὥσπερ,adverb,tis,τις,pronoun,*)aristei/dou,Ἀριστείδης,proper,kathgorw=n,κατηγορέω,verb,o(/ti,ὅστις,pronoun,ou)k,οὐ,adverb,a)fi/keto,ἀφικνέομαι,verb,ei)s,εἰς,preposition,th\n,ὁ,article,e)n,ἐν,preposition,*salami=ni,Σαλαμίς,proper,naumaxi/an,ναυμαχία,noun,'a)lla\,ἀλλά,adverb,au)to/klhtos',αὐτόκλητος,adjective,e)/fh,φημί,verb,'o(/ti,ὅστις,pronoun,h(,ὁ,article,me\n,μέν,particle,*dhmh/thr,Δημήτηρ,proper,h)=lqen,ἔρχομαι,verb,kai\,καί,conjunction,sunenauma/xei,συνναυμαχέω,verb,*)aristei/dhs,Ἀριστείδης,proper,de\,δέ,particle,ou)/',οὐ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,ga\r,γάρ,particle,a)pokoph\,ἀποκοπή,noun,kai\,καί,conjunction,a)preph\s,ἀπρεπής,adjective,kai\,καί,conjunction,a)/kairos,ἄκαιρος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
