word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/2/lemma/@_entry,word/2/lemma/@_POS,word/14/@_form,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/14/lemma/@_entry,word/14/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/40/lemma/@_entry,word/40/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS
frou=dai/,φροῦδος,adjective,soi,σύ,pronoun,qusi/ai,xorw=n,χορός,noun,t',τε,particle,eu)/fhmoi,εὔφημος,adjective,ke/ladoi,κέλαδος,noun,kat',κατά,preposition,o)/rfnan,ὄρφνη,noun,te,τε,particle,pannuxi/des,παννυχίς,noun,qew=n,θέα,noun,xruse/wn,χρύσεος,adjective,te,τε,particle,θυσία,noun,coa/nwn,tu/poi,τύπος,noun,*frugw=n,Φρύξ,proper,te,τε,particle,za/qeoi,ζάθεος,adjective,sela=nai,σελήνη,noun,sundw/deka,συνδώδεκα,verb,plh/qei,πλῆθος,noun,,,,,,,,,,ξόανον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
me/lei,μέλω,verb,me/lei,μέλω,verb,moi,ta/d',ὅδε,pronoun,ei),εἰ,conjunction,fronei=s,φρονέω,verb,a)/nac,ἄναξ,noun,ou)ra/nion,οὐράνιος,adjective,e(/dranon,ἕδρανον,noun,e)pibebw\s,ἐπιβαίνω,verb,ai)qe/ra,αἰθήρ,noun,te,τε,particle,pto/lews,πόλις,adjective,o)lome/nas,ὄλλυμι,verb,ἐγώ,pronoun,a(\n,puro\s,πῦρ,noun,ai)qome/na,αἴθω,verb,kate/lusen,καταλύω,verb,o(rma/,ὁρμή,noun,,,,,,,,,,,,,,,,,,,ὅς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,fi/los,φίλος,adjective,w)=,po/si,πόσις,noun,moi,ἐγώ,pronoun,su\,σύ,pronoun,me\n,μέν,particle,fqi/menos,φθίω,verb,a)lai/neis,ἀλαίνω,verb,a)/qaptos,ἄθαπτος,adjective,a)/nudros,ἄνυδρος,adjective,e)me\,ἐγώ,pronoun,de\,δέ,particle,po/ntion,πόντιος,adjective,ὦ,interjection,ska/fos,a)i/sson,ἀίσσω,verb,pteroi=si,πτερόν,noun,poreu/sei,πόρευσις,noun,i(ppo/boton,ἱππόβοτος,adjective,*)/argos,Ἄργος,proper,i(/na,ἵνα,conjunction,tei/xea,τεῖχος,noun,la/ina,λάινος,adjective,*kuklw/pi',Κυκλώπιος,proper,ou)ra/nia,οὐράνιος,adjective,σκάφος,noun,ne/montai,νέμω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
te/knwn,τέκνον,noun,de\,δέ,particle,plh=qos,e)n,ἐν,preposition,pu/lais,πύλη,adjective,da/krusi,δάκρυον,noun,kata/|ora,,,ste/nei,στένω,verb,,,,,,,,,,,,,,,,,,,πλῆθος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boa=|,βοάω,verb,boa=|,βοάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ma=ter,μήτηρ,noun,w)/moi,ὤμοι,interjection,mo/nan,dh/,δή,particle,m',ἐγώ,pronoun,*)axaioi\,Ἀχαιός,proper,komi/zousi,κομίζω,verb,se/qen,σύ,pronoun,a)p',ἀπό,preposition,o)mma/twn,ὄμμα,noun,kuane/an,κυάνεος,adjective,e)pi\,ἐπί,preposition,nau=n,ναῦς,noun,ei)nali/aisi,ἐνάλιος,adjective,μόνος,adjective,pla/tais,h)\,ἠέ,conjunction,*salami=n',Σαλαμίς,proper,i(era\n,ἱερός,adjective,h)\,ἠέ,conjunction,di/poron,δίπορος,adjective,korufa\n,κορυφή,noun,*)/isqmion,Ἴσθμιος,proper,e)/nqa,ἔνθα,adverb,pu/las,πύλη,adjective,*pe/lopos,Πέλοψ,proper,πλάτη,noun,e)/xousin,ἔχω,verb,e(/drai,ἕδρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)/q',εἴθε,interjection,a)ka/tou,ἄκατος,noun,*mene/la,me/son,μέσος,adjective,pe/lagos,πέλαγος,noun,i)ou/sas,εἶμι,verb,di/palton,δίπαλτος,adjective,i(ero\n,ἱερόν,noun,a)na\,ἀνά,preposition,me/son,μέσος,adjective,plata=n,πλάτη,noun,pe/soi,πίπτω,verb,*ai)gai/ou,Αἰγαῖος,proper,keraunofae\s,κεραυνοφαής,adjective,,,pu=r,*)ilio/qen,Ἰλιόθεν,adverb,o(/te,ὅτε,conjunction,me,ἐγώ,pronoun,polu/dakrun,πολύδακρυς,noun,*(ella/di,Ἑλλάς,proper,la/treuma,λάτρευμα,noun,ga=qen,γῆθεν,adverb,e)cori/zei,ἐξορίζω,verb,xru/sea,χρύσεος,adjective,d',δέ,particle,πῦρ,noun,e)/noptra,ἔνοπτρον,noun,parqe/nwn,παρθένος,noun,xa/ritas,χάρις,noun,e)/xousa,ἔχω,verb,tugxa/nei,τυγχάνω,verb,*dio\s,Ζεύς,proper,ko/ra,κόρη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhde\,μηδέ,particle,gai=a/n,γαῖα,noun,pot',e)/lqoi,ἔρχομαι,verb,*la/kainan,Λάκαινα,proper,patrw=|o/n,πατρῷος,adjective,te,τε,particle,qa/lamon,θάλαμος,adjective,e(sti/as,ἑστία,noun,mhde\,μηδέ,particle,po/lin,πόλις,adjective,*pita/nas,Πιτάνη,proper,xalko/pulo/n,χαλκόπυλος,adjective,te,τε,particle,ποτέ,particle,qea/n,du/sgamon,δύσγαμος,adjective,ai)=sxos,αἶσχος,noun,e(lw\n,αἱρέω,verb,*(ella/di,Ἑλλάς,proper,ta=|,ὁ,article,mega/la|,μέγας,adverb,kai\,καί,conjunction,*simoentia/sin,,,me/lea,μέλεος,adjective,pa/qea,πάθος,adjective,θεά,noun,r(oh=|sin,ῥοή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)w\,ἰώ,interjection,i)w/,ἰώ,interjection,kai/n',e)k,ἐκ,preposition,kainw=n,καινός,adjective,metaba/llousai,μεταβάλλω,verb,xqoni\,χθών,noun,suntuxi/ai,συντυχία,noun,,,,,,,,,,,,,,,,,,,καινίς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leu/ssete,λεύσσω,verb,*trw/wn,Τρώς,proper,to/nd',*)astua/nakt',Ἀστυάναξ,proper,a)/loxoi,ἄλοχος,adjective,me/leai,μέλεος,adjective,nekro/n,νεκρός,noun,o(\n,ὅς,pronoun,pu/rgwn,πύργος,noun,di/skhma,δίσκημα,noun,pikro\n,πικρός,adjective,*danaoi\,Δαναός,proper,ktei/nantes,κτείνω,verb,e)/xousin,ἔχω,verb,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(eka/bh,Ἑκάβη,proper,new\s,ναός,noun,me\n,pi/tulos,πίτυλος,noun,ei(=s,εἷς,adjective,leleimme/nos,λείπω,verb,la/fura,λάφυρα,adjective,ta)pi/loip',ἐπίλοιπος,adjective,*)axillei/ou,Ἀχίλλειος,proper,to/kou,τόκος,noun,me/llei,μέλλω,verb,pro\s,πρός,preposition,a)kta\s,ἀκτή,noun,naustolei=n,ναυστολέω,verb,μέν,particle,*fqiw/tidas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Φθιῶτις,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)to\s,αὐτός,pronoun,d',δέ,particle,a)nh=ktai,*neopto/lemos,Νεοπτόλεμος,proper,kaina/s,καινός,adjective,tinas,τις,pronoun,*phle/ws,Πηλεύς,proper,a)kou/sas,ἀκέω,verb,sumfora/s,συμφορά,noun,w(/s,ὡς,conjunction,nin,νιν,pronoun,xqono\s,χθών,noun,*)/akastos,Ἄκαστος,proper,e)kbe/blhken,ἐκβάλλω,verb,ἀνάγω,verb,o(,*peli/ou,Πελίης,proper,go/nos,γόνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=,ἕ,pronoun,qa=sson,θάσσων,adjective,ou(/nek',h)\,ἠέ,conjunction,xa/rin,χάρις,noun,monh=s,μονή,noun,e)/xwn,ἔχω,verb,frou=dos,φροῦδος,adjective,met',μετά,preposition,au)tou=,αὐτός,pronoun,d',δέ,particle,*)androma/xh,Ἀνδρομάχη,proper,pollw=n,πολύς,adjective,e)moi\,ἐγώ,pronoun,οὕνεκα,conjunction,dakru/wn,a)gwgo/s,ἀγωγός,adjective,h(ni/k',ἡνίκα,adverb,e)cw/rma,ἐξορμάω,verb,xqono/s,χθών,noun,pa/tran,φράτρα,noun,t',τε,particle,a)naste/nousa,ἀναστένω,verb,kai\,καί,conjunction,to\n,ὁ,article,*(/ektoros,Ἕκτωρ,proper,δάκρυον,noun,tu/mbon,τύμβος,noun,prosenne/pousa,προσεννέπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/,καί,conjunction,sf',σφεῖς,pronoun,h)|th/sato,qa/yai,θάπτω,verb,nekro\n,νεκρός,noun,to/nd',ὅδε,pronoun,o(\s,ὅς,pronoun,pesw\n,πίπτω,verb,e)k,ἐκ,preposition,teixe/wn,τεῖχος,noun,yuxh\n,ψυχή,noun,a)fh=ken,ἀφήκω,verb,*(/ektoros,Ἕκτωρ,proper,tou=,ὁ,article,αἰτέω,verb,sou=,go/nos,γόνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,σός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fo/bon,φόβος,noun,t',τε,particle,*)axaiw=n,xalko/nwton,χαλκόνωτος,adjective,a)spi/da,ἀσπίς,noun,th/nd',ὅδε,pronoun,h(\n,ὅς,pronoun,path\r,πατήρ,noun,tou=d',ὅδε,pronoun,a)mfi\,ἀμφί,preposition,pleu/r',πλευρά,noun,e)ba/lleto,βάλλω,verb,mh/,μή,conjunction,nun,νῦν,adverb,Ἀχαία,proper,poreu=sai,*phle/ws,Πηλεύς,proper,e)f',ἐπί,preposition,e(sti/an,ἑστία,noun,mhd',μηδέ,particle,e)s,εἰς,preposition,to\n,ὁ,article,au)to\n,αὐτός,pronoun,qa/lamon,θάλαμος,adjective,ou(=,ἕ,pronoun,numfeu/setai,νυμφεύω,verb,πορεύω,verb,mh/thr,μήτηρ,noun,nekrou=,νεκρός,noun,tou=d',ὅδε,pronoun,*)androma/xh,Ἀνδρομάχη,proper,lu/pas,λύπη,noun,o(ra=n,ὁράω,verb,a)ll',ἀλλά,adverb,a)nti\,ἀντί,preposition,ke/drou,κέδρον,noun,peribo/lwn,περίβολος,adjective,te,τε,particle,lai/+nwn,λάινος,adjective,e)n,ἐν,preposition,th=|de,ὅδε,pronoun,qa/yai,θάπτω,verb,pai=da,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,παῖς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,
sa\s,σός,adjective,d',δέ,particle,e)s,w)le/nas,ὠλένη,noun,dou=nai,δίδωμι,verb,pe/ploisin,πέπλος,noun,w(s,ὡς,conjunction,peristei/lh|s,περιστέλλω,verb,nekro\n,νεκρός,noun,stefa/nois,στέφανος,noun,q',τε,particle,o(/sh,ὅσος,adjective,soi,σύ,pronoun,du/namis,δύναμις,adjective,εἰς,preposition,w(s,e)/xei,ἔχω,verb,ta\,ὁ,article,sa/,σός,adjective,,,,,,,,,,,,,,,,,,,,,,ὡς,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,be/bhke,βαίνω,verb,kai\,to\,ὁ,article,despo/tou,δεσπότης,adjective,ta/xos,τάχος,adjective,a)fei/let',ἀφαιρέω,verb,au)th\n,αὐτός,pronoun,pai=da,παῖς,adjective,mh\,μή,conjunction,dou=nai,δίδωμι,verb,ta/fw|,τάφος,noun,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(mei=s,ἐγώ,pronoun,me\n,μέν,particle,ou)=n,o(/tan,ὅταν,conjunction,su\,σύ,pronoun,kosmh/sh|s,κοσμέω,verb,ne/kun,νέκυς,noun,gh=n,γῆ,noun,tw=|d',ὅδε,pronoun,e)pampisxo/ntes,,,a)rou=men,ἀείρω,verb,do/ru,δόρυ,noun,,,,,,,οὖν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,d',δέ,particle,w(s,ta/xista,τάχιστος,adjective,pra=sse,πράσσω,verb,ta)pestalme/na,ἀποστέλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,ὡς,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(no\s,εἷς,adjective,me\n,μέν,particle,ou)=n,mo/xqou,μόχθος,noun,s',σύ,pronoun,a)palla/cas,ἀπαλλάσσω,verb,e)/xw,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,οὖν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*skamandri/ous,Σκαμάνδριος,proper,ga\r,γάρ,particle,ta/sde,diaperw=n,διαπεράω,verb,r(oa\s,ῥοάς,noun,e)/lousa,λούω,verb,nekro\n,νεκρός,noun,ka)pe/niya,ἀπονίζω,verb,trau/mata,τραῦμα,noun,,,,,,,,,,,,,,,,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ei)=m',εἶμι,verb,o)rukto\n,tw=|d',ὅδε,pronoun,a)narrh/cwn,ἀναρρήγνυμι,verb,ta/fon,τάφος,noun,w(s,ὡς,conjunction,su/ntom',σύντομος,adjective,h(mi=n,ἐγώ,pronoun,ta)p',ἀπό,preposition,e)mou=,ἐγώ,pronoun,te,τε,particle,ka)po\,ἀπό,preposition,sou=,σύ,pronoun,ὀρυκτός,adjective,e)s,e(\n,εἷς,adjective,cunelqo/nt',συνέρχομαι,verb,oi)/kad',οἴκαδε,adverb,o(rmh/sh|,ὁρμάω,verb,pla/thn,πλάτη,noun,,,,,,,,,,,,,,,,εἰς,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qe/sq',τίθημι,verb,a)mfi/tornon,ἀμφίτορνος,adjective,a)spi/d',*(/ektoros,Ἕκτωρ,proper,pe/dw|,πέδον,noun,lupro\n,λυπρός,adjective,qe/ama,θέαμα,noun,kou),οὐ,adverb,fi/lon,φίλος,adjective,leu/ssein,λεύσσω,verb,e)moi/,ἐγώ,pronoun,,,,,,,,,,ἀσπίς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,mei/zon',μέγας,adverb,o)/gkon,doro\s,δόρυ,noun,e)/xontes,ἔχω,verb,h)\,ἠέ,conjunction,frenw=n,φρήν,noun,ti/,τίς,pronoun,to/nd',ὅδε,pronoun,*)axaioi/,Ἀχαιός,proper,pai=da,παῖς,adjective,dei/santes,δείδω,verb,fo/non,φόνος,noun,kaino\n,καινός,adjective,ὄγκος,noun,dieirga/sasqe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,διεργάζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh\,μή,conjunction,*troi/an,Τροία,proper,pote\,pesou=san,πίπτω,verb,o)rqw/seien,ὀρθόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,ποτός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\n,οὐδείς,pronoun,h)=t',ἦτε,particle,a)/ra,o(/q',ὅτε,conjunction,*(/ektoros,Ἕκτωρ,proper,me\n,μέν,particle,eu)tuxou=ntos,εὐτυχέω,verb,e)s,εἰς,preposition,do/ru,δόρυ,noun,diwllu/mesqa,διόλλυμι,verb,muri/as,μυρίος,adjective,t',τε,particle,a)/llhs,ἄλλος,adjective,xero/s,χείρ,noun,ἄρα,particle,po/lews,d',δέ,particle,a(lou/shs,ἁλίσκομαι,verb,kai\,καί,conjunction,*frugw=n,Φρύξ,proper,e)fqarme/nwn,φθείρω,verb,bre/fos,βρέφος,noun,toso/nd',τοσόσδε,adjective,e)dei/sat',δείδω,verb,,,,,,,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,ai)nw=,αἰνέω,verb,fo/bon,o(/stis,ὅστις,pronoun,fobei=tai,φοβέω,verb,mh\,μή,conjunction,diecelqw\n,διεξέρχομαι,verb,lo/gw|,λόγος,noun,,,,,,,,,,,,,,,,,,,φόβος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,fi/ltaq',φίλτατος,adjective,w(/s,soi,σύ,pronoun,qa/natos,θάνατος,adjective,h)=lqe,ἔρχομαι,verb,dustuxh/s,δυστυχής,adverb,,,,,,,,,,,,,,,,,,,,,,ὡς,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,me\n,μέν,particle,ga\r,e)/qanes,θνήσκω,verb,pro\,πρό,preposition,po/lews,πόλις,adjective,h(/bhs,ἥβη,noun,tuxw\n,τυγχάνω,verb,ga/mwn,γάμος,adjective,te,τε,particle,kai\,καί,conjunction,th=s,ὁ,article,i)soqe/ou,ἰσόθεος,adjective,turanni/dos,τυραννίς,noun,γάρ,particle,maka/rios,h)=sq',ἔσθω,verb,a)/n,ἄν,particle,ei)/,εἰ,conjunction,ti,τις,pronoun,tw=nde,ὅδε,pronoun,maka/rion,μακάριος,adjective,,,,,,,,,,,,,μακάριος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
