word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS
e)peidh\,ἐπεί,conjunction,de\,δέ,particle,kai\,καί,conjunction,to\n,ὁ,article,o(/rmon,ὅρμος,noun,e)xrh=n,χρή,verb,a)sfalh=,ἀσφαλής,adjective,ei)=nai,εἰμί,verb,tai=s,ὁ,article,nausi\,ναῦς,noun,kai\,καί,conjunction,o(/sa,ὅσος,adjective,e)/cw,ἔξω,adverb,tou=,ὁ,article,frouri/ou,φρούριον,noun,katw|kei=to,κατοικέω,verb,u(po/,ὑπό,preposition,te,τε,particle,tw=n,ὁ,article,pepaume/nwn,παύω,verb,th=s,ὁ,article,stratia=s,στρατία,noun,kai/,καί,conjunction,tinwn,τις,pronoun,kai\,καί,conjunction,a)/llwn,ἄλλος,adjective,e)mporikw=n,ἐμπορικός,adjective,a)nqrw/pwn,ἄνθρωπος,noun,e)/doce/,δοκέω,verb,moi,ἐγώ,pronoun,a)po\,ἀπό,preposition,th=s,ὁ,article,diplh=s,διπλόος,adjective,ta/frou,τάφρος,noun,h(\,ὅς,pronoun,peribe/blhtai,περιβάλλω,verb,tw=|,ὁ,article,tei/xei,τεῖχος,noun,a)/llhn,ἄλλος,adjective,ta/fron,τάφρος,noun,e)mbalei=n,ἐμβάλλω,verb,w(s,ὡς,conjunction,e)pi\,ἐπί,preposition,to\n,ὁ,article,potamo/n,ποταμός,noun,h(\,ὅς,pronoun,to/,ὁ,article,te,τε,particle,nau/staqmon,ναύσταθμον,noun,perie/cei,περιέχω,verb,kai\,καί,conjunction,ta\s,ὁ,article,e)/cw,ἔξω,adverb,tou=,ὁ,article,tei/xous,τεῖχος,noun,oi)ki/as,οἰκία,noun
a)po\,ἀπό,preposition,de\,δέ,particle,tou=,ὁ,article,*fa/sidos,Φάσις,proper,*xari/enta,χαρίεις,adjective,potamo\n,ποταμός,noun,parhmei/yamen,παραμείβω,verb,nausi/poron,ναυσίπορος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sta/dioi,στάδιον,noun,metacu\,μεταξύ,adverb,a)mfoi=n,ἄμφω,noun,e)nenh/konta,ἐνενήκοντα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,a)po\,ἀπό,preposition,tou=,ὁ,article,*xari/entos,χαρίεις,adjective,e)s,εἰς,preposition,*xw=bon,,,potamo\n,ποταμός,noun,e)sepleu/samen,,,a)/llous,ἄλλος,adjective,e)nenh/konta,ἐνενήκοντα,verb,i(/naper,ἵνα,conjunction,kai\,καί,conjunction,w(rmi/sqhmen,ὁρμίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(=n,ὅς,pronoun,de\,δέ,particle,e(/neka,ἕνεκα,preposition,kai\,καί,conjunction,o(/sa,ὅσος,adjective,e)ntau=qa,ἐνταῦθα,adverb,e)pra/camen,πράσσω,verb,dhlw/sei,δηλόω,verb,soi,σύ,pronoun,ta\,ὁ,article,*(rwmai+ka\,,,gra/mmata,γράμμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po\,ἀπό,preposition,de\,δέ,particle,tou=,ὁ,article,*xw/bou,,,*sigga/mhn,,,potamo\n,ποταμός,noun,parhmei/yamen,παραμείβω,verb,nausi/poron,ναυσίπορος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
die/xei,διαχέω,verb,de\,δέ,particle,tou=,ὁ,article,*xw/bou,,,stadi/ous,στάδιον,noun,e)s,εἰς,preposition,de/ka,δέκα,verb,kai\,καί,conjunction,diakosi/ous,διακόσιοι,adjective,ma/lista,μάλιστα,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/xetai,ἔχω,verb,de\,δέ,particle,tou=,ὁ,article,*sigga/mou,,,*tarsou/ras,,,potamo/s,ποταμός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sta/dioi,στάδιον,noun,ei)/kosi,εἴκοσι,verb,kai\,καί,conjunction,e(kato\n,ἑκατόν,noun,metacu\,μεταξύ,adverb,a)mfoi=n,ἄμφω,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,*(/ippos,Ἵππος,proper,potamo\s,ποταμός,noun,tou=,ὁ,article,*tarsou/rou,,,penth/konta,πεντήκοντα,verb,stadi/ous,στάδιον,noun,kai\,καί,conjunction,e(kato\n,ἑκατόν,noun,die/xei,διαχέω,verb,kai\,καί,conjunction,tou=,ὁ,article,*(/ippou,Ἵππος,proper,o(,ὁ,article,*)aste/lefos,ἀστέλεφος,noun,tria/konta,τριάκοντα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paramei/yantes,παραμείβω,verb,de\,δέ,particle,to\n,ὁ,article,*)aste/lefon,ἀστέλεφος,noun,e)s,εἰς,preposition,*sebasto/polin,,,h(/komen,ἥκω,verb,pro\,πρό,preposition,meshmbri/as,μεσημβρία,noun,a)po\,ἀπό,preposition,*xw/bou,,,o(rmhqe/ntes,ὁρμάω,verb,stadi/ous,στάδιον,noun,ei)/kosi,εἴκοσι,verb,kai\,καί,conjunction,e(kato\n,ἑκατόν,noun,tou\s,ὁ,article,a)po\,ἀπό,preposition,*)astele/fou,ἀστέλεφος,noun,w(s,ὡς,conjunction,kai\,καί,conjunction,th\n,ὁ,article,misqofora\n,μισθοφορά,noun,toi=s,ὁ,article,stratiw/tais,στρατιώτης,adjective,dou=nai,δίδωμι,verb,th=s,ὁ,article,au)th=s,αὐτός,pronoun,h(me/ras,ἡμέρα,noun,kai\,καί,conjunction,tou\s,ὁ,article,i(/ppous,ἵππος,noun,kai\,καί,conjunction,ta\,ὁ,article,o(/pla,ὅπλον,noun,i)dei=n,εἶδον,verb,kai\,καί,conjunction,tou\s,ὁ,article,i(ppe/as,ἱππεύς,noun,a)naphdw=ntas,ἀναπηδάω,verb,e)pi\,ἐπί,preposition,tou\s,ὁ,article,i(/ppous,ἵππος,noun,kai\,καί,conjunction,tou\s,ὁ,article,ka/mnontas,κάμνω,verb,kai\,καί,conjunction,to\n,ὁ,article,si=ton,σῖτος,noun,kai\,καί,conjunction,to\,ὁ,article,tei=xos,τεῖχος,noun,perielqei=n,περιέρχομαι,verb,kai\,καί,conjunction,th\n,ὁ,article,ta/fron,τάφρος,noun
sta/dioi,στάδιον,noun,a)po\,ἀπό,preposition,*xw/bou,,,e)s,εἰς,preposition,*sebasto/polin,,,tria/konta,τριάκοντα,noun,kai\,καί,conjunction,e(cako/sioi,ἑξακόσιοι,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po\,ἀπό,preposition,*trapezou=ntos,Τραπεζόεις,proper,de\,δέ,particle,e)s,εἰς,preposition,*sebasto/polin,,,e(ch/konta,ἑξήκοντα,adjective,kai\,καί,conjunction,diako/sioi,διακόσιοι,adjective,kai\,καί,conjunction,disxi/lioi,δισχίλιοι,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,de\,δέ,particle,*sebasto/polis,,,pa/lai,πάλαι,adverb,*dioskouria\s,,,e)kalei=to,καλέω,verb,a)/poikos,ἄποικος,adjective,*milhsi/wn,Μιλήσιος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/qnh,ἔθνος,adjective,de\,δέ,particle,parhmei/yamen,παραμείβω,verb,ta/de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*trapezounti/ois,Τραπεζούντιος,proper,me/n,μέν,particle,kaqa/per,καθά,adverb,kai\,καί,conjunction,*cenofw=n,Ξενοφῶν,proper,le/gei,λέγω,verb,*ko/lxoi,Κόλχος,proper,o(/moroi,ὅμορος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ou(\s,ὅς,pronoun,le/gei,λέγω,verb,tou\s,ὁ,article,maximwta/tous,μάχιμος,adjective,kai\,καί,conjunction,e)xqrota/tous,ἐχθρός,adjective,ei)=nai,εἰμί,verb,toi=s,ὁ,article,*trapezounti/ois,Τραπεζούντιος,proper,e)kei=nos,ἐκεῖνος,pronoun,me\n,μέν,particle,*dri/las,,,o)noma/zei,ὀνομάζω,verb,e)moi\,ἐγώ,pronoun,de\,δέ,particle,dokou=sin,δοκέω,verb,oi(,ὁ,article,*sa/nnoi,,,ou(=toi,οὗτος,pronoun,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,maximw/tatoi/,μάχιμος,adjective,ei)sin,εἰμί,verb,e)s,εἰς,preposition,tou=to,οὗτος,pronoun,e)/ti,ἔτι,adverb,kai\,καί,conjunction,toi=s,ὁ,article,*trapezounti/ois,Τραπεζούντιος,proper,e)xqro/tatoi,ἐχθρός,adjective,kai\,καί,conjunction,xwri/a,χωρίον,noun,o)xura\,ὀχυρός,adjective,oi)kou=sin,οἰκέω,verb,e)/qnos,ἔθνος,adjective,a)basi/leuton,ἀβασίλευτος,adjective,kai\,καί,conjunction,pa/lai,πάλαι,adverb,me\n,μέν,particle,kai\,καί,conjunction,fo/rou,φόρον,noun,u(potele\s,ὑποτελής,adjective,*(rwmai/ois,,,u(po\,ὑπό,preposition,de\,δέ,particle,tou=,ὁ,article,lh|steu/ein,λῃστεύω,verb,ou)k,οὐ,adverb,a)kribou=sin,ἀκριβόω,verb,th\n,ὁ,article,a)pofora/n,ἀποφορά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,nu=n,νῦν,adverb,ge,γε,particle,dido/ntos,δίδωμι,verb,qeou=,θεός,noun,a)kribw/sousin,ἀκριβόω,verb,h)\,ἠέ,conjunction,e)celou=men,ἐξαιρέω,verb,au)tou/s,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/twn,οὗτος,pronoun,de\,δέ,particle,e)/xontai,ἔχω,verb,*ma/krwnes,Μάκρωνες,proper,kai\,καί,conjunction,*(hni/oxoi,Ἡνίοχος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
basileu\s,βασιλεύς,noun,d',δέ,particle,au)tw=n,αὐτός,pronoun,*)agxi/alos,Ἀγχίαλος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*makrw/nwn,Μάκρωνες,proper,de\,δέ,particle,kai\,καί,conjunction,*(hnio/xwn,Ἡνίοχος,proper,e)xo/menoi,ἔχω,verb,*zudrei=tai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*farasma/nou,,,ou(=toi,οὗτος,pronoun,u(ph/kooi,ὑπήκοος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*zudreitw=n,,,de\,δέ,particle,*lazoi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
basileu\s,βασιλεύς,noun,de\,δέ,particle,*lazw=n,,,*mala/ssas,,,o(\s,ὅς,pronoun,th\n,ὁ,article,basilei/an,βασιλεία,noun,para\,παρά,preposition,sou=,σύ,pronoun,e)/xei,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*lazw=n,,,de\,δέ,particle,*)ayi/lai,,,e)/xontai,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
basileu\s,βασιλεύς,noun,de\,δέ,particle,au)tw=n,αὐτός,pronoun,*)iouliano/s,Ἰουλιανός,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=tos,οὗτος,pronoun,e)k,ἐκ,preposition,tou=,ὁ,article,patro\s,πατήρ,noun,tou=,ὁ,article,sou=,σύ,pronoun,th\n,ὁ,article,basilei/an,βασιλεία,noun,e)/xei,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)ayi/lais,,,de\,δέ,particle,o(/moroi,ὅμορος,adjective,*)abaskoi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,*)abaskw=n,,,basileu\s,βασιλεύς,noun,*(rhsma/gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ou(=tos,οὗτος,pronoun,para\,παρά,preposition,sou=,σύ,pronoun,th\n,ὁ,article,basilei/an,βασιλεία,noun,e)/xei,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)abaskw=n,,,de\,δέ,particle,e)xo/menoi,ἔχω,verb,*sani/gai,,,i(/naper,ἵνα,conjunction,kai\,καί,conjunction,h(,ὁ,article,*sebasto/polis,,,w)/|kistai,οἰκίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*sanigw=n,,,basileu\s,βασιλεύς,noun,*spada/gas,,,e)k,ἐκ,preposition,sou=,σύ,pronoun,th\n,ὁ,article,basilei/an,βασιλεία,noun,e)/xei,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
me/xri,μέχρι,preposition,me\n,μέν,particle,dh\,δή,particle,ya/rou,ψᾶρος,noun,w(s,ὡς,conjunction,pro\s,πρός,preposition,e(/w,ἠώς,noun,e)ple/omen,πλέω,verb,e)n,ἐν,preposition,decia=|,δεξιός,adjective,tou=,ὁ,article,*eu)cei/nou,Εὔξεινος,proper,o(,ὁ,article,de\,δέ,particle,*)/ayaros,,,pe/ras,πέρας,noun,e)fa/nh,φαίνω,verb,moi,ἐγώ,pronoun,ei)=nai,εἰμί,verb,kata\,κατά,preposition,mh=kos,μῆκος,adjective,tou=,ὁ,article,*po/ntou,Πόντος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/nqen,ἔνθεν,adverb,ga\r,γάρ,particle,h)/dh,ἤδη,adverb,pro\s,πρός,preposition,a)/rkton,ἄρκτος,noun,o(,ὁ,article,plou=s,πλόος,noun,h(mi=n,ἐγώ,pronoun,e)gi/gneto,γίγνομαι,verb,e)/ste,εἰμί,verb,e)pi\,ἐπί,preposition,*xw=bon,,,potamo/n,ποταμός,noun,kai\,καί,conjunction,u(pe\r,ὑπέρ,preposition,to\n,ὁ,article,*xw=bon,,,e)pi\,ἐπί,preposition,to\n,ὁ,article,*sigga/mhn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po\,ἀπό,preposition,de\,δέ,particle,*sigga/mou,,,e)ka/mptomen,κάμπτω,verb,e)s,εἰς,preposition,th\n,ὁ,article,laia\n,λαιός,noun,pleura\n,πλευρά,noun,tou=,ὁ,article,*po/ntou,Πόντος,proper,e)/ste,εἰμί,verb,e)pi\,ἐπί,preposition,to\n,ὁ,article,*(/ippon,Ἵππος,proper,potamo/n,ποταμός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po\,ἀπό,preposition,de\,δέ,particle,tou=,ὁ,article,*(/ippou,Ἵππος,proper,w(s,ὡς,conjunction,e)p',ἐπί,preposition,*)aste/lefon,ἀστέλεφος,noun,kai\,καί,conjunction,*dioskouria/da,,,katei/domen,κάτοιδα,verb,to\n,ὁ,article,*kau/kason,Καύκασος,proper,to\,ὁ,article,o)/ros,ὄρος,adjective,to\,ὁ,article,u(/yos,ὕψος,noun,ma/lista,μάλιστα,adverb,kata\,κατά,preposition,ta\s,ὁ,article,*)/alpeis,Ἄλπις,proper,ta\s,ὁ,article,*keltika/s,Κελτικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tou=,ὁ,article,*kauka/sou,Καύκασος,proper,korufh/,κορυφή,noun,tis,τις,pronoun,e)dei/knuto,δείκνυμι,verb,stro/bilos,στρόβιλος,noun,th=|,ὁ,article,korufh=|,κορυφή,noun,o)/noma,ὄνομα,adjective,i(/naper,ἵνα,conjunction,o(,ὁ,article,*promhqeu\s,Προμηθεύς,proper,kremasqh=nai,κρεμάννυμι,verb,u(po\,ὑπό,preposition,*(hfai/stou,Ἥφαιστος,proper,kata\,κατά,preposition,pro/stacin,πρόσταξις,noun,*dio\s,Ζεύς,proper,muqeu/etai,μυθεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
