word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/6/lemma/@_entry,word/6/lemma/@_POS,word/8/lemma/@_entry,word/8/lemma/@_POS,word/22/lemma/@_entry,word/22/lemma/@_POS,word/24/lemma/@_entry,word/24/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/43/lemma/@_entry,word/43/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS
o(,ὁ,article,de\,δέ,particle,path/r,πατήρ,noun,w(/ste,ὥστε,conjunction,th=s,ὁ,article,mhtro\s,μήτηρ,noun,mh\,sterhqh=nai,στερέω,verb,kai\,di\s,δίς,adverb,tosau=ta,τοσοῦτος,adjective,xrh/mata,χρῆμα,adjective,ei)/asen,ἀίω,verb,a)\n,ἄν,particle,au)tou\s,αὐτός,pronoun,karpou=sqai,καρπόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μή,conjunction,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tou=,ὁ,article,me\n,μέν,particle,to\n,ὁ,article,pate/ra,πατήρ,noun,mh\,μή,conjunction,e)pecelqei=n,u(pe\r,ὑπέρ,preposition,tou/twn,tou=to/,οὗτος,pronoun,e)sti,εἰμί,verb,to\,ὁ,article,ai)/tion,αἴτιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐπεξέρχομαι,verb,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta\,μετά,preposition,de\,δέ,particle,tau=ta,οὗτος,pronoun,o(,ὁ,article,*korinqiako\s,Κορινθιακός,adjective,po/lemos,πόλεμος,noun,e)ge/neto,e)n,ἐν,preposition,w(=|,e)gw\,ἐγώ,pronoun,ka)kei=nos,ἐκεῖνος,pronoun,strateu/esqai,στρατεύω,verb,h)nagkazo/meqa,ἀναγκάζω,verb,w(/ste,ὥστε,conjunction,ou)dete/rw|,οὐδέτερος,adjective,a)\n,ἄν,particle,h(mw=n,ἐγώ,pronoun,di/khn,δίκη,adjective,e)cege/neto,ἐκγίγνομαι,verb,labei=n,λαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γίγνομαι,verb,ὅς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)rh/nhs,εἰρήνη,noun,t',τε,particle,au)=,αὖ,interjection,genome/nhs,γίγνομαι,verb,e)moi/,ἐγώ,pronoun,ti,τις,pronoun,a)tu/xhma,pro\s,πρός,preposition,to\,dhmo/sion,δημόσιος,adjective,sune/bh,συμβαίνω,verb,w(/ste,ὥστε,conjunction,mh\,μή,conjunction,r(a/|dion,ῥαίδιον,noun,ei)=nai,εἰμί,verb,pro\s,πρός,preposition,tou/tous,οὗτος,pronoun,diafe/resqai,διαφέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀτύχημα,noun,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/ste,ὥστε,conjunction,ou),οὐ,adverb,mikra\s,μικρός,adjective,e)/xomen,ἔχω,verb,ai)ti/as,αἰτία,noun,peri\,περί,preposition,tou=,pra/gmatos,πρᾶγμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,nuni\,νυνί,adverb,di/kaion,δίκαιος,adjective,ei)pei=n,εἶπον,verb,e)stin,εἰμί,verb,w)=,ὦ,interjection,a)/ndres,ti/nos,τίς,pronoun,do/ntos,e)/xei,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀνήρ,noun,δίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,klh=ron,κλῆρος,adjective,kata\,κατά,preposition,poi/ous,ποῖος,adjective,no/mous,νόμος,noun,ei)s,εἰς,preposition,tou\s,fra/toras,φράτηρ,noun,ei)sh=ktai,kai\,καί,conjunction,pw=s,πῶς,adverb,ou)k,οὐ,adverb,e)pi/klhros,ἐπίκληρος,adjective,h)=n,εἰμί,verb,e)pi\,ἐπί,preposition,tou/tois,οὗτος,pronoun,toi=s,ὁ,article,xrh/masin,χρῆμα,adjective,h(,ὁ,article,e)mh\,ἐμός,adjective,mh/thr,μήτηρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,εἰσάγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,ga/r,γάρ,particle,e)sti,εἰμί,verb,peri\,περί,preposition,w(=n,ὅς,pronoun,u(ma=s,σύ,pronoun,dei=,th\n,ὁ,article,yh=fon,e)negkei=n,φέρω,verb,ou)k,οὐ,adverb,ei),εἰ,conjunction,xro/nw|,χρόνος,noun,ti,τις,pronoun,u(/steron,ὕστερος,adjective,h(mei=s,ἐγώ,pronoun,tw=n,ὁ,article,h(mete/rwn,ἡμέτερος,adjective,ei)spratto/meqa,εἰσπράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέομαι,verb,ψῆφος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh\,μή,conjunction,dunhqe/ntwn,δύναμαι,verb,de\,δέ,particle,e)pidei=cai,ἐπιδείκνυμι,verb,dikai/ws,δίκαιος,adjective,a)\n,ἄν,particle,e)mo\n,au)to\n,αὐτός,pronoun,ei)=nai,yhfi/saisqe,ψηφίζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐμός,adjective,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=to,οὗτος,pronoun,me\n,μέν,particle,oi)=d',οἶδα,verb,o(/ti,ὅστις,pronoun,poiei=n,ποιέω,verb,ou)x,οὐ,adverb,oi(=oi/,t',τε,particle,e)/sontai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οἷος,adjective,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xalepo\n,χαλεπός,adjective,ga\r,γάρ,particle,pro\s,πρός,preposition,no/mous,νόμος,noun,kai\,καί,conjunction,di/kaion,δίκαιος,adjective,pra=gma,a)ntile/gein,ἀντιλέγω,verb,e)sti/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πρᾶγμα,noun,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peri\,περί,preposition,de\,δέ,particle,tou=,ὁ,article,teqnew=tos,θνήσκω,verb,le/cousin,λέγω,verb,e)leou=ntes,ἐλεάω,verb,w(s,a)nh\r,ἀνήρ,noun,w)\n,a)gaqo\s,ἀγαθός,adjective,e)n,ἐν,preposition,tw=|,ὁ,article,pole/mw|,πόλεμος,noun,te/qnhke,θνήσκω,verb,kai\,καί,conjunction,o(/ti,ὅστις,pronoun,ou),οὐ,adverb,di/kaio/n,δίκαιος,adjective,e)sti,εἰμί,verb,ta\s,ὁ,article,e)kei/nou,ἐκεῖνος,pronoun,diaqh/kas,διαθήκη,noun,a)ku/rous,kaqista/nai,καθίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὡς,conjunction,εἰμί,verb,ἄκυρος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,de\,δέ,particle,kai\,καί,conjunction,au)to/s,αὐτός,pronoun,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,oi)=mai,dei=n,δέω,verb,kuri/as,ei)=nai,εἰμί,verb,ta\s,ὁ,article,diaqh/kas,διαθήκη,noun,a(\s,ὅς,pronoun,lta)\ngt,,,e(/kastos,ἕκαστος,adjective,diaqh=tai,διαθέω,verb,peri\,περί,preposition,tw=n,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,peri\,περί,preposition,me/ntoi,μέντοι,particle,tw=n,ὁ,article,a)llotri/wn,ou),οὐ,adverb,kuri/as,ei)=nai,εἰμί,verb,ta\s,ὁ,article,diaqh/kas,διαθήκη,noun,w(/sper,ὥσπερ,adverb,a(\s,ὅς,pronoun,a)\n,ἄν,particle,e(/kastos,ἕκαστος,adjective,peri\,περί,preposition,tw=n,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,diaqh=tai,διαθέω,verb,,,,,,,,,,,,,,,,,,,οἴομαι,verb,κύριος,adjective,ἀλλότριος,adjective,κύριος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,de\,δέ,particle,ou),οὐ,adverb,tou/twn,οὗτος,pronoun,o)/nta,εἰμί,verb,a)ll',ἀλλά,adverb,h(me/tera,fai/netai,φαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἡμέτερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/ste,ὥστε,conjunction,a)\n,ἄν,particle,e)pi\,ἐπί,preposition,tou=ton,οὗτος,pronoun,to\n,ὁ,article,lo/gon,λόγος,noun,katafeu/gh|,kai\,καί,conjunction,ma/rturas,pare/xhtai,παρέχω,verb,w(s,ὡς,conjunction,die/qeto,διατίθημι,verb,e)kei=nos,ἐκεῖνος,pronoun,e)pideiknu/nai,ἐπιδείκνυμι,verb,keleu/ete,κελεύω,verb,kai\,καί,conjunction,w(s,ὡς,conjunction,ta\,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καταφεύγω,verb,μάρτυς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=to,οὗτος,pronoun,ga\r,γάρ,particle,di/kaio/n,δίκαιος,adjective,e)sti,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deino/tata,δεινός,adjective,ga\r,γάρ,particle,lta)\ngt,,,pa/ntwn,πᾶς,adjective,ge/noito,γίγνομαι,verb,ei),εἰ,conjunction,*kurwni/dhs,me\n,μέν,particle,kai\,ou(=toi,οὗτος,pronoun,o)/ntes,εἰμί,verb,e)c,ἐκ,preposition,e)kei/nou,ἐκεῖνος,pronoun,mh\,μή,conjunction,mo/non,μόνος,adjective,to\n,ὁ,article,*cenaine/tou,Ξεναίνετος,proper,oi)=kon,οἶκος,noun,ple/on,πλέος,adjective,h)\,ἠέ,conjunction,tetta/rwn,τέσσαρες,noun,tala/ntwn,τάλαντον,noun,e(/cousin,a)lla\,ἀλλά,adverb,kai\,to/nde,ὅδε,pronoun,proslh/yontai,προσλαμβάνω,verb,e)gw\,ἐγώ,pronoun,de\,δέ,particle,th=s,ὁ,article,mhtro\s,μήτηρ,noun,ou)/shs,εἰμί,verb,kuri/as,κύριος,adjective,kai\,καί,conjunction,e)k,ἐκ,preposition,tw=n,ὁ,article,au)tw=n,αὐτός,pronoun,*kurwni/dh|,,,gegenhme/nos,γίγνομαι,verb,ei),εἰ,conjunction,mhde\,μηδέ,particle,to\n,ὁ,article,,,καί,conjunction,ἔχω,verb,καί,conjunction,th=s,ὁ,article,mhtro\s,klh=ron,κλῆρος,adjective,lh/yomai,λαμβάνω,verb,kai\,καί,conjunction,tau=ta,οὗτος,pronoun,mhde\,μηδέ,particle,e)xo/ntwn,ἔχω,verb,μήτηρ,noun,tou/twn,οὗτος,pronoun,e)penegkei=n,ἐπιφέρω,verb,par',παρά,preposition,o(/tou,ὅστις,pronoun,pot',ποτέ,particle,ei)lh/fasi,λαμβάνω,verb
kai/toi,καίτοι,particle,di/kaion,δίκαιος,adjective,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,w(/sper,ὥσπερ,adverb,tw=n,ὁ,article,a)mfisbhthsi/mwn,xwri/wn,χωρίον,noun,dei=,to\n,ὁ,article,e)/xonta,ἔχω,verb,h)\,ἠέ,conjunction,qe/thn,θέτης,noun,h)\,ἠέ,conjunction,prath=ra,πρατήρ,noun,pare/xesqai,παρέχω,verb,h)\,ἠέ,conjunction,katadedikasme/non,καταδικάζω,verb,fai/nesqai,φαίνω,verb,ou(/tw,οὕτως,adverb,kai\,καί,conjunction,tou/tous,οὗτος,pronoun,kaq',e(/n,εἷς,adjective,ti,tou/twn,οὗτος,pronoun,a)pofh/nantas,ἀποφαίνω,verb,au)tou=,αὐτός,pronoun,a)ciou=n,ἀξιόω,verb,e)pidika/zesqai,ἐπιδικάζω,verb,mh\,μή,conjunction,pro\,πρό,preposition,di/khs,δίκη,adjective,th\n,ὁ,article,*)arista/rxou,Ἀρίσταρχος,proper,qugate/ra,θυγάτηρ,adjective,e)mh\n,ἐμός,adjective,de\,δέ,particle,mhte/ra,μήτηρ,noun,e)k,ἐκ,preposition,tw=n,ὁ,article,patrw/|wn,πατρῷος,adjective,ἀμφισβητήσιμος,adjective,δέομαι,verb,κατά,preposition,τις,pronoun,e)kba/llein,ἐκβάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,ga/r,γάρ,particle,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,ou)x,οὐ,adverb,i(kano/n,ἱκανός,adjective,e)sti,*cenaine/tw|,Ξεναίνετος,proper,to\n,*)aristome/nous,Ἀριστομένης,proper,oi)=kon,οἶκος,noun,katapepaiderasthke/nai,καταπαιδεραστέω,verb,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,tou=ton,οὗτος,pronoun,oi)/etai,οἴομαι,verb,dei=n,δέω,verb,to\n,ὁ,article,au)to\n,αὐτός,pronoun,tro/pon,τρόπος,noun,diaqei=nai,διατίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰμί,verb,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,d',δέ,particle,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,dikastai/,δικαστής,noun,braxei/as,βραχύς,adjective,ou)si/as,u(parca/shs,ὑπάρχω,verb,a)delfa\s,me\n,μέν,particle,e)ce/dwka,ἐκδίδωμι,verb,o(/sa,ὅσος,adjective,e)duna/mhn,δύναμαι,verb,e)pidou/s,ἐπιδίδωμι,verb,ko/smion,κόσμιος,adjective,d',δέ,particle,e)mauto\n,ἐμαυτοῦ,pronoun,pare/xwn,παραχώννυμι,verb,kai\,καί,conjunction,poiw=n,ποιέω,verb,ta\,ὁ,article,prostatto/mena,προστάσσω,verb,kai\,ta\s,ὁ,article,stratei/as,strateuo/menos,στρατεύω,verb,a)ciw=,ἀξιάω,verb,tw=n,ὁ,article,th=s,ὁ,article,mhtro\s,μήτηρ,noun,patrw/|wn,πατρῷος,adjective,mh\,μή,conjunction,a)posterhqh=nai,ἀποστερέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὐσία,adjective,ἀδελφή,noun,καί,conjunction,στρατεία,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)pe/deica,ἀποδείκνυμι,verb,d',δέ,particle,u(mi=n,σύ,pronoun,*kurwni/dhn,,,me\n,μέν,particle,to\n,ὁ,article,tou/twn,pate/ra,πατήρ,noun,e)kpoi/hton,geno/menon,γίγνομαι,verb,kai\,καί,conjunction,ou)k,οὐ,adverb,e)panelqo/nta,ἐπανέρχομαι,verb,ei)s,εἰς,preposition,to\n,ὁ,article,patrw=|on,πατρῷος,adjective,oi)=kon,οἶκος,noun,to\n,ὁ,article,de\,δέ,particle,pate/ra,πατήρ,noun,to\n,ὁ,article,*kurwni/dou,,,kai\,th=s,ὁ,article,e)mh=s,mhtro\s,μήτηρ,noun,*dhmoxa/rei,,,tw=|,ὁ,article,u(w=|,υἱός,noun,tou=ton,οὗτος,pronoun,to\n,ὁ,article,klh=ron,κλῆρος,adjective,katalipo/nta,καταλιμπάνω,verb,e)kei=non,ἐκεῖνος,pronoun,de\,δέ,particle,pai=da,παῖς,adjective,o)/nta,εἰμί,verb,teleuth/santa,τελευτάω,verb,kai\,καί,conjunction,ei)s,εἰς,preposition,th\n,ὁ,article,e)mh\n,ἐμός,adjective,οὗτος,pronoun,ἐκποίητος,adjective,καί,conjunction,ἐμός,adjective,mhte/ra,μήτηρ,noun,tou=ton,to\n,ὁ,article,klh=ron,κλῆρος,adjective,e)pigigno/menon,ἐπιγίγνομαι,verb,,,,,,,,,,οὗτος,pronoun,,,,,,,,,,,,,,,,,,
