word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/8/@_form,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/lemma/@_entry,word/8/lemma/@_POS,word/35/lemma/@_entry,word/35/lemma/@_POS,word/48/lemma/@_entry,word/48/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS
*dionu/sios,Διονύσιος,proper,o(,ὁ,article,presbu/teros,πρέσβυς,noun,ei)s,εἰς,preposition,th\n,ὁ,article,a)rxh\n,ἀρχή,noun,katasta/s,καθίστημι,verb,eu)qu\s,e)/ghme,th\n,ὁ,article,*(ermokra/tous,Ἑρμοκράτης,proper,tou=,ὁ,article,*surakousi/ou,Συρακούσιος,proper,qugate/ra,θυγάτηρ,adjective,tau/thn,οὗτος,pronoun,ou)/pw,οὔπω,adverb,th=s,ὁ,article,turanni/dos,τυραννίς,noun,i(drume/nhs,ἱδρύω,verb,bebai/ws,βέβαιος,adjective,a)posta/ntes,ἀφίστημι,verb,oi(,ὁ,article,*surakou/sioi,Συρακούσιος,proper,deina\s,δεινός,adjective,kai\,καί,conjunction,parano/mous,παράνομος,adjective,u(/breis,ὕβρις,noun,ei)s,εἰς,preposition,to\,ὁ,article,sw=ma,σῶμα,adjective,kaqu/brisan,καθυβρίζω,verb,e)f',ἐπί,preposition,ai(=s,ὅς,pronoun,proh/kato,προίημι,verb,to\n,ὁ,article,bi/on,e(kousi/ws,ἑκούσιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εὐθύς,adverb,γαμέω,verb,βίος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*dionu/sios,Διονύσιος,proper,de\,δέ,particle,th\n,ὁ,article,a)rxh\n,ἀρχή,noun,a)nalabw\n,ἀναλαμβάνω,verb,kai\,καί,conjunction,kratuna/menos,κρατύνω,verb,au)=qis,a)/getai,du/o,δύο,adjective,gunai=kas,γυνή,noun,a(/ma,ἅμα,adverb,th\n,ὁ,article,me\n,μέν,particle,e)k,ἐκ,preposition,*lokrw=n,Λοκρός,proper,o)/noma,ὄνομα,adjective,*dwri/da,Δωρίς,proper,th\n,ὁ,article,de\,δέ,particle,e)pixw/rion,ἐπιχώριος,adjective,*)aristoma/xhn,Ἀριστομάχη,proper,qugate/ra,θυγάτηρ,adjective,*(ippari/nou,Ἱππάρινος,proper,prwteu/santos,πρωτεύω,verb,a)ndro\s,ἀνήρ,noun,*surakousi/wn,Συρακούσιος,proper,kai\,καί,conjunction,*dionusi/w|,Διονύσιον,proper,suna/rcantos,συνάρχω,verb,o(/te,ὅτε,conjunction,prw=ton,πρότερος,adjective,au)tokra/twr,αὐτοκράτωρ,adjective,e)pi\,ἐπί,preposition,to\n,ὁ,article,po/lemon,h(|re/qh,αἱρέω,verb,strathgo/s,στρατηγός,noun,le/getai,λέγω,verb,d',δέ,particle,h(me/ra|,ἡμέρα,noun,me\n,μέν,particle,a)mfote/ras,ἀμφότερος,adjective,a)gage/sqai,ἄγω,verb,mia=|,εἷς,adjective,kai\,καί,conjunction,mhdeni\,μηδείς,pronoun,gene/sqai,γίγνομαι,verb,fanero\s,a)nqrw/pwn,ἄνθρωπος,noun,o(pote/ra|,ὁπότερος,adjective,prote/ra|,πρότερος,adjective,sune/lqoi,συνέρχομαι,verb,to\n,ὁ,article,de\,δέ,particle,a)/llon,ἄλλος,adjective,xro/non,χρόνος,noun,i)/son,ἴσος,adjective,ne/mwn,νέμω,verb,e(auto\n,ἑαυτοῦ,pronoun,diatelei=n,διατελέω,verb,e(kate/ra|,ἑκάτερος,adjective,koinh=|,κοινῇ,adverb,me\n,μέν,particle,ei)qisme/nwn,ἐθίζω,verb,deipnei=n,δειπνέω,verb,met',μετά,preposition,au)tou=,αὐτός,pronoun,para\,παρά,preposition,nu/kta,νύξ,adjective,de\,δέ,particle,e)n,ἐν,preposition,me/rei,μέρος,noun,sunanapauome/nwn,συναναπαύομαι,verb,,,,,,,,,,αὖθις,adverb,ἄγω,verb,πόλεμος,noun,φανερός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,tw=n,ὁ,article,*surakousi/wn,Συρακούσιος,proper,e)bou/leto,βούλομαι,verb,to\,ὁ,article,plh=qos,πλῆθος,noun,th\n,ὁ,article,e)ggenh=,ple/on,e)/xein,ἔχω,verb,th=s,ὁ,article,ce/nhs,ξένος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐγγενής,adjective,πλέος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,e)kei/nh|,ἐκεῖνος,pronoun,prote/ra|,πρότερος,adjective,u(ph=rxe,ὑπάρχω,verb,tekou/sh|,τίκτω,verb,to\n,ὁ,article,presbeu/onta,πρεσβεύω,verb,th=s,*dionusi/ou,genea=s,γενεά,noun,ui(o\n,υἱός,noun,au)th=|,αὐτός,pronoun,bohqei=n,βοηθέω,verb,pro\s,πρός,preposition,to\,ὁ,article,ge/nos,γένος,noun,h(,ὁ,article,de\,δέ,particle,*)aristoma/xh,Ἀριστομάχη,proper,polu\n,πολύς,adjective,xro/non,χρόνος,noun,a)/pais,ἄπαις,noun,sunw/|kei,συνοικέω,verb,tw=|,ὁ,article,*dionusi/w|,Διονύσιον,proper,kai/per,καίπερ,particle,spouda/zonti,σπουδάζω,verb,peri\,περί,preposition,th\n,ὁ,article,e)k,ἐκ,preposition,tau/ths,οὗτος,pronoun,te/knwsin,τέκνωσις,noun,o(/s,ὅς,pronoun,ge,γε,particle,kai\,καί,conjunction,th\n,mhte/ra,μήτηρ,noun,th=s,ὁ,article,*lokri/dos,Λοκρίς,proper,ai)tiasa/menos,αἰτιάομαι,verb,katafarmakeu/ein,καταφαρμακεύω,verb,th\n,ὁ,article,*)aristoma/xhn,Ἀριστομάχη,proper,a)pe/kteine,ἀποκτείνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,Διονύσιον,proper,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau/ths,οὗτος,pronoun,a)delfo\s,ἀδελφός,adjective,w)\n,εἰμί,verb,o(,ὁ,article,*di/wn,Δίος,proper,e)n,ἐν,preposition,a)rxh=|,ἀρχή,noun,me\n,ei)=xe,timh\n,τιμή,noun,a)po\,ἀπό,preposition,th=s,ὁ,article,a)delfh=s,ἀδελφή,noun,u(/steron,ὕστερος,adjective,de\,δέ,particle,tou=,ὁ,article,fronei=n,φρονέω,verb,didou\s,δίδωμι,verb,pei=ran,πεῖρα,noun,h)/dh,ἤδη,adverb,kaq',κατά,preposition,e(auto\n,ἑαυτοῦ,pronoun,h)gapa=to,ἀγαπάω,verb,para\,παρά,preposition,tw=|,ὁ,article,tura/nnw|,τύραννος,noun,kai\,καί,conjunction,pro\s,πρός,preposition,a(/pasi,ἅπας,adjective,toi=s,ὁ,article,a)/llois,ἄλλος,adjective,ei)/rhto,ἐρῶ,verb,toi=s,ὁ,article,tami/ais,ταμία,noun,o(/,ὅς,pronoun,ti,a)\n,ἄν,particle,ai)th=|,αἰτέω,verb,*di/wn,Δίος,proper,dido/nai,δίδωμι,verb,do/ntas,δίδωμι,verb,de\,δέ,particle,pro\s,πρός,preposition,au)to\n,αὐτός,pronoun,au)qhmero\n,αὐθήμερος,adjective,fra/zein,φράζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μέν,particle,ἔχω,verb,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)\n,εἰμί,verb,de\,δέ,particle,kai\,καί,conjunction,pro/teron,πρότερος,adjective,u(yhlo\s,ὑψηλός,adjective,tw=|,ὁ,article,h)/qei,ἦθος,adjective,kai\,megalo/frwn,kai\,καί,conjunction,a)ndrw/dhs,ἀνδρώδης,adverb,e)/ti,ἔτι,adverb,ma=llon,μᾶλλον,adverb,e)pe/dwke,ἐπιδίδωμι,verb,pro\s,πρός,preposition,tau=ta,οὗτος,pronoun,qei/a|,θεῖος,adjective,tini\,τις,pronoun,tu/xh|,τυγχάνω,verb,*pla/twnos,Πλάτων,proper,ei)s,εἰς,preposition,*sikeli/an,Σικελία,proper,parabalo/ntos,παραβάλλω,verb,kat',κατά,preposition,ou)de/na,οὐδείς,pronoun,logismo\n,λογισμός,noun,a)nqrw/pinon,ἀνθρώπινος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,μεγαλόφρων,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,dai/mwn,δαίμων,adjective,tis,τις,pronoun,w(s,ὡς,conjunction,e)/oike,ἔοικα,verb,po/rrwqen,πρόσωθεν,adverb,a)rxh\n,ἀρχή,noun,e)leuqeri/as,ballo/menos,*surakousi/ois,Συρακούσιος,proper,kai\,καί,conjunction,turanni/dos,τυραννίς,noun,kata/lusin,κατάλυσις,noun,mhxanw/menos,μηχανάομαι,verb,e)ko/misen,κομίζω,verb,e)c,ἐκ,preposition,*)itali/as,Ἰταλία,proper,ei)s,εἰς,preposition,*surakou/sas,Συράκουσα,proper,*pla/twna,Πλάτων,proper,kai\,καί,conjunction,*di/wna,Δίων,proper,sunh/gagen,συνάγω,verb,ei)s,εἰς,preposition,lo/gous,λόγος,noun,au)tw=|,αὐτός,pronoun,ne/on,νέος,adjective,me\n,μέν,particle,o)/nta,εἰμί,verb,komidh=|,κομιδῇ,adverb,polu\,πολύς,adjective,de\,δέ,particle,eu)maqe/staton,εὐμαθής,adverb,a(pa/ntwn,ἅπας,adjective,tw=n,ὁ,article,*pla/twni,suggegono/twn,συγγίγνομαι,verb,kai\,καί,conjunction,o)cu/taton,ὀξύς,adjective,u(pakou=sai,ὑπακούω,verb,pro\s,πρός,preposition,a)reth/n,ἀρετή,noun,w(s,ὡς,conjunction,au)to\s,αὐτός,pronoun,ge/grafe,γράφω,verb,*pla/twn,Πλάτων,proper,kai\,καί,conjunction,ta\,ὁ,article,pra/gmata,marturei=,μαρτύρομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐλευθερία,noun,βάλλω,verb,Πλάτων,proper,πρᾶγμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trafei\s,τρέφω,verb,ga\r,γάρ,particle,e)n,ἐν,preposition,h)/qesin,ἦθος,adjective,u(po\,ὑπό,preposition,tura/nnw|,τύραννος,noun,tapeinoi=s,ταπεινός,adjective,kai\,bi/ou,me\n,μέν,particle,a)ni/sou,ἄνισος,adverb,kai\,καί,conjunction,katafo/bou,κατάφοβος,adjective,qerapei/as,θεραπεία,noun,de\,δέ,particle,neoplou/tou,νεόπλουτος,adjective,kai\,καί,conjunction,trufh=s,τρυφή,noun,a)peiroka/lou,ἀπειρόκαλος,adverb,kai\,καί,conjunction,diai/ths,δίαιτα,noun,e)n,ἐν,preposition,h(donai=s,ἡδονά,noun,kai\,καί,conjunction,pleoneci/ais,πλεονεξία,noun,tiqeme/nhs,τίθημι,verb,to\,ὁ,article,kalo\n,καλός,noun,e)qa\s,ἐθάς,noun,kai\,καί,conjunction,mesto\s,μεστός,adjective,geno/menos,γίγνομαι,verb,w(s,ὡς,conjunction,prw=ton,πρότερος,adjective,e)geu/sato,γεύω,verb,lo/gou,kai\,καί,conjunction,filosofi/as,φιλοσοφία,noun,h(gemonikh=s,ἡγεμονικός,adjective,pro\s,πρός,preposition,a)reth/n,ἀρετή,noun,a)nefle/xqh,,,th\n,ὁ,article,yuxh\n,ψυχή,noun,taxu/,ταχύς,adjective,kai\,καί,conjunction,th=|,ὁ,article,peri\,περί,preposition,au)to\n,eu)peiqei/a|,εὐπείθεια,noun,tw=n,ὁ,article,kalw=n,κάλη,adjective,a)ka/kws,ἄκακος,adjective,pa/nu,πάνυ,adverb,kai\,καί,conjunction,newterikw=s,νεωτερικός,adjective,prosdokh/sas,προσδοκάω,verb,u(po\,ὑπό,preposition,tw=n,ὁ,article,au)tw=n,αὐτός,pronoun,lo/gwn,λόγος,noun,o(/moia,ὅμοιος,adjective,pei/sesqai,πάσχω,verb,*dionu/sion,Διονύσιον,proper,e)spou/dase,σπουδάζω,verb,kai\,καί,conjunction,diepra/cato,διαπράσσω,verb,poihsa/menos,ποιέω,verb,sxolh\n,σχολή,noun,au)to\n,αὐτός,pronoun,e)ntuxei=n,ἐντυγχάνω,verb,*pla/twni,Πλάτων,proper,kai\,καί,conjunction,a)kou=sai,ἀκέω,verb,,,,,,,,,,καί,conjunction,βίος,adjective,λόγος,noun,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
genome/nhs,γίγνομαι,verb,de\,δέ,particle,th=s,ὁ,article,sunousi/as,συνουσία,noun,au)toi=s,αὐτός,pronoun,to\,ὁ,article,me\n,μέν,particle,o(/lon,peri\,a)ndro\s,ἀνήρ,noun,a)reth=s,ἀρετή,noun,plei/stwn,πλεῖστος,adjective,de\,δέ,particle,peri\,περί,preposition,a)ndrei/as,ἀνδρεία,noun,diaporhqe/ntwn,διαπορέω,verb,w(s,ὡς,conjunction,pa/ntas,πᾶς,adjective,ma=llon,μᾶλλον,adverb,o(,ὁ,article,*pla/twn,Πλάτων,proper,h)\,ἠέ,conjunction,tou\s,ὁ,article,tura/nnous,τύραννος,noun,a)pe/fainen,ἀποφαίνω,verb,a)ndrei/ous,ἀνδρεῖος,adjective,e)k,ἐκ,preposition,de\,δέ,particle,tou/tou,οὗτος,pronoun,trapo/menos,τρέπω,verb,peri\,περί,preposition,dikaiosu/nhs,δικαιοσύνη,noun,e)di/dasken,διδάσκω,verb,w(s,ὡς,conjunction,maka/rios,μακάριος,adjective,me\n,o(,ὁ,article,tw=n,ὁ,article,dikai/wn,δίκαιος,adjective,a)/qlios,ἄθλιος,adjective,de\,δέ,particle,o(,ὁ,article,tw=n,ὁ,article,a)di/kwn,ἄδικος,adjective,bi/os,βίος,adjective,ou)/te,οὔτε,adverb,tou\s,ὁ,article,lo/gous,λόγος,noun,e)/feren,o(,ὁ,article,tu/rannos,τύραννος,noun,w(/sper,ὥσπερ,adverb,e)celegxo/menos,ἐξελέγχω,verb,h)/xqeto/,ἄχθομαι,verb,te,τε,particle,toi=s,ὁ,article,parou=si,πάρειμι,verb,qaumastw=s,θαυμαστός,adjective,a)podexome/nois,ἀποδέχομαι,verb,to\n,ὁ,article,a)/ndra,ἀνήρ,noun,kai\,καί,conjunction,khloume/nois,κηλέω,verb,u(po\,ὑπό,preposition,tw=n,ὁ,article,legome/nwn,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅλος,adjective,περί,preposition,μέν,particle,φέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
te/los,τέλος,noun,de\,δέ,particle,qumwqei\s,θυμόω,verb,kai\,καί,conjunction,parocunqei/s,παροξύνω,verb,h)rw/thsen,ἐρωτάω,verb,au)to/n,αὐτός,pronoun,o(/,ti,dh\,δή,particle,boulo/menos,βούλομαι,verb,ei)s,εἰς,preposition,*sikeli/an,Σικελία,proper,parage/noito,παραγίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅς,pronoun,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=,ὁ,article,de\,δέ,particle,fh/santos,φημί,verb,a)gaqo\n,ἀγαθός,adjective,a)/ndra,ἀνήρ,noun,zhtei=n,ζητέω,verb,u(polabw\n,ὑπολαμβάνω,verb,e)kei=nos,a)lla\,nh\,νή,preposition,tou\s,ὁ,article,qeou\s,θεός,noun,ei)=pe,εἶπον,verb,kai\,καί,conjunction,fai/nh|,φαίνω,verb,mh/pw,μήπω,adverb,toiou=ton,τοιοῦτος,adjective,eu(rhkw/s,εὑρίσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐκεῖνος,pronoun,ἀλλά,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
