word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS
ste/gei,στέγω,verb,de\,δέ,particle,pu/rgos,πύργος,noun,kai\,καί,conjunction,pu/las,πύλη,adjective,fereggu/ois,φερέγγυος,adjective,e)fraca/mesqa,φράσσω,verb,monoma/xoisi,μονόμαχος,adjective,prosta/tais,προστάτης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kalw=s,καλός,noun,e)/xei,ἔχω,verb,ta\,ὁ,article,plei=st',πλεῖστος,adjective,e)n,ἐν,preposition,e(\c,ἕξ,adjective,pulw/masi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\s,ὁ,article,d',δέ,particle,e(bdo/mas,ἕβδομος,adjective,o(,ὁ,article,semno\s,σεμνός,adjective,e(bdomage/ths,ἑβδομαγέτης,noun,a)/nac,ἄναξ,noun,*)apo/llwn,Ἀπόλλων,proper,ei(/let',αἱρέω,verb,*oi)di/pou,Οἰδίπους,proper,ge/nei,γένος,noun,krai/nwn,κραίνω,verb,palaia\s,παλαιός,adjective,*lai/+ou,Λαΐης,proper,dusbouli/as,δυσβουλία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,d',δέ,particle,e)/sti,εἰμί,verb,pra=gma,πρᾶγμα,noun,neo/koton,νεόκοτος,adjective,po/lei,πόλις,adjective,ple/on,πλέος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/lis,πόλις,adjective,se/swstai,σώζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
basile/es,βασιλεύς,noun,d',δέ,particle,o(mo/sporoi,ὁμόσπορος,adjective,ti/nes,τίς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,d',δέ,particle,ei)=pas,εἶπον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parafronw=,παραφρονέω,verb,fo/bw|,φόβος,noun,lo/gou,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fronou=sa,φρονέω,verb,nu=n,νῦν,adverb,a)/kouson,ἀκούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*oi)di/pou,Οἰδίπους,proper,to/koi,τόκος,noun,oi)\,οἰ,interjection,'gw\,ἀγός,noun,ta/laina,τάλας,adjective,ma/ntis,μάντις,noun,ei)mi\,εἰμί,verb,tw=n,ὁ,article,kakw=n,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)d',οὐδέ,particle,a)mfile/ktws,ἀμφίλεκτος,adjective,mh\n,μείς,adjective,katespodhme/noi,κατασποδέω,verb,e)kei=qi,ἐκεῖθι,adverb,kei=sqon,κέω,verb,bare/a,βαρύς,adjective,d',δέ,particle,ou)=n,οὖν,particle,o(/mws,ὅμως,conjunction,fra/son,φράζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(/ndres,ἀνήρ,noun,teqna=sin,θνήσκω,verb,e)k,ἐκ,preposition,xerw=n,χείρ,noun,au)tokto/nwn,αὐτοκτόνος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tws,οὕτως,adverb,a)delfai=s,ἀδελφή,noun,xersi\n,χείρ,noun,h)nai/ronq',ἀναίρω,verb,a(/ma,ἅμα,adverb,ou(/tws,οὕτως,adverb,o(,ὁ,article,dai/mwn,δαίμων,adjective,koino\s,κοινός,adjective,h)=n,εἰμί,verb,a)mfoi=n,ἄμφω,noun,a)/gan,ἄγαν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)to\s,αὐτός,pronoun,d',δέ,particle,a)naloi=,ἀναλίσκω,verb,dh=ta,δῆτα,adverb,du/spotmon,δύσποτμος,adjective,ge/nos,γένος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toiau=ta,τοιοῦτος,adjective,xai/rein,χαίρω,verb,kai\,καί,conjunction,dakru/esqai,δακρύω,verb,pa/ra,παρά,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/lin,πόλις,adjective,me\n,μέν,particle,eu)=,εὖ,adverb,pra/ssousan,πράσσω,verb,oi(,ἕ,pronoun,d',δέ,particle,e)pista/tai,ἐπιστάτη,noun,dissw\,δισσός,adjective,strathgw/,στρατηγός,noun,die/laxon,διαλαγχάνω,verb,sfurhla/tw|,σφυρήλατος,adjective,*sku/qh|,Σκύθης,proper,sidh/rw|,σίδηρον,noun,kthma/twn,κτῆμα,noun,pamphsi/an,παμπησία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(/cousi,ἔχω,verb,d',δέ,particle,h(\n,ὅς,pronoun,la/bwsin,λαμβάνω,verb,e)n,ἐν,preposition,tafh=|,ταφεύς,noun,xqono/s,χθών,noun,patro\s,πατήρ,noun,kat',κατά,preposition,eu)xa\s,εὐχή,noun,duspo/tmws,δύσποτμος,adjective,forou/menoi,φορέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,mega/le,μέγας,adverb,*zeu=,Ζεύς,proper,kai\,καί,conjunction,poliou=xoi,πολιοῦχος,adjective,dai/mones,δαίμων,adjective,oi(\,ἕ,pronoun,dh\,δή,particle,*ka/dmou,Κάδμος,proper,pu/rgous,πύργος,noun,tou/sde,ὅδε,pronoun,r(u/esqe,ῥύομαι,verb,po/teron,πότερος,adjective,xai/rw,χαίρω,verb,ka)pololu/cw,ἐπολολύζω,verb,po/lews,πόλις,adjective,a)sinei=,ἀσινής,adverb,h)\,ἠέ,conjunction,tou\s,ὁ,article,mogerou\s,μογερός,adjective,kai\,καί,conjunction,dusdai/monas,δυσδαίμων,adjective,a)te/knous,ἄτεκνος,adjective,klau/sw,κλαίω,verb,polema/rxous,πολέμαρχος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(\,ἕ,pronoun,dh=t',δῆτα,adverb,o)rqw=s,ὀρθός,adjective,kat',κατά,preposition,e)pwnumi/an,ἐπωνυμία,noun,kai\,καί,conjunction,poluneikei=s,πολυνεικής,adjective,w)/lont',ὄλλυμι,verb,a)sebei=,ἀσεβής,adjective,dianoi/a|,διάνοια,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,me/laina,μέλας,adjective,kai\,καί,conjunction,telei/a,τέλειος,adjective,ge/neos,γένος,noun,*oi)di/pou,Οἰδίπους,proper,t',τε,particle,a)ra/,ἀρά,noun,kako/n,κακός,adjective,me,ἐγώ,pronoun,kardi/an,καρδία,noun,ti,τις,pronoun,peripi/tnei,περιπίπτω,verb,kru/os,κρύος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/teuca,τεύχω,verb,tu/mbw|,τύμβος,noun,me/los,μέλος,noun,*quia\s,θυιάς,adjective,ai(matostagei=s,αἱματοσταγής,adjective,nekrou\s,νεκρός,noun,klu/ousa,κλύω,verb,dusmo/rws,δύσμορος,adjective,qano/ntas,θνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=,ἦ,adverb,du/sornis,δύσορνις,noun,a(/de,ἁνδάνω,verb,cunauli/a,συναυλία,noun,doro/s,δόρυ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)ce/pracen,ἐκπράσσω,verb,ou)d',οὐδέ,particle,a)pei=pen,ἀπεῖπον,verb,patro/qen,πατρόθεν,adverb,eu)ktai/a,εὐκταῖος,adjective,fa/tis,φάτις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boulai\,βουλή,noun,d',δέ,particle,a)/pistoi,ἄπιστος,adjective,*lai/+ou,Λαΐης,proper,dih/rkesan,διαίρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
me/rimna,μέριμνα,noun,d',δέ,particle,a)mfi\,ἀμφί,preposition,pto/lin,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qe/sfat',θέσφατος,adjective,ou)k,οὐ,adverb,a)mblu/netai,ἀμβλύνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)w\,ἰώ,interjection,polu/stonoi,πολύστονος,adjective,to/d',ὅδε,pronoun,h)rga/sasq',,,a)/piston,ἄπιστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=lqe,ἔρχομαι,verb,d',δέ,particle,ai)akta\,αἰακτός,adjective,ph/mat',πῆμα,adjective,ou),οὐ,adverb,lo/gw|,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta/d',ὅδε,pronoun,au)to/dhla,αὐτόδηλος,adjective,prou=ptos,πρόοπτος,adjective,a)gge/lou,ἄγγελος,noun,lo/gos,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diplai=,διπλόος,adjective,me/rimnai,μέριμνα,noun,ka/k',κάκη,noun,au)tofo/na,αὐτοφόνος,adjective,di/moira,δίμοιρος,adjective,te/leia,τέλειος,adjective,ta/de,ὅδε,pronoun,pa/qh,πάθη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,fw=,φημί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,d',δέ,particle,a)/llo,ἄλλος,adjective,g',γε,particle,h)\,ἠέ,conjunction,po/noi,πόνος,noun,po/nwn,πόνος,noun,do/mwn,δόμος,noun,e)fe/stioi,ἐφέστιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,go/wn,γόος,noun,w)=,ὦ,interjection,fi/lai,φίλος,adjective,kat',κατά,preposition,ou)=ron,οὖρον,noun,e)re/sset',ἐρέσσω,verb,a)mfi\,ἀμφί,preposition,krati\,κράς,verb,po/mpimon,πόμπιμος,adjective,xeroi=n,χείρ,noun,pi/tulon,πίτυλος,noun,o(\s,ὅς,pronoun,ai)e\n,ἀεί,adverb,di',διά,preposition,*)axe/ront',Ἀχέρων,proper,a)mei/betai,ἀμείβω,verb,ta\n,ὁ,article,a)/stolon,ἄστολος,adjective,mela/gkrokon,μελάγκροκος,adjective,qewri/da,θεωρίς,noun,ta\n,ὁ,article,a)stibh=,ἀστιβής,adjective,*)apo/llwni,Ἀπόλλων,proper,ta\n,ὁ,article,a)na/lion,ἀνάλιος,adjective,pa/ndokon,πάνδοκος,adjective,ei)s,εἰς,preposition,a)fanh=,ἀφανής,adjective,te,τε,particle,xe/rson,χέρσος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,ga\r,γάρ,particle,h(/kous',ἥκω,verb,ai(/d',ὅδε,pronoun,e)pi\,ἐπί,preposition,pra=gos,πρᾶγος,noun,pikro\n,πικρός,adjective,*)antigo/nh,Ἀντιγόνη,proper,t',τε,particle,h)d',ἠδέ,conjunction,*)ismh/nh,Ἰσμήνη,proper,qrh=non,θρῆνος,noun,a)delfoi=n,ἀδελφός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,a)mfibo/lws,ἀμφίβολος,adjective,oi)=mai/,οἴομαι,verb,sf',σφεῖς,pronoun,e)ratw=n,ἐρατός,adjective,e)k,ἐκ,preposition,baquko/lpwn,βαθύκολπος,adjective,sthqe/wn,στῆθος,noun,h(/sein,ἵημι,verb,a)/lgos,ἄλγος,noun,e)pa/cion,ἐπάξιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(ma=s,ἐγώ,pronoun,de\,δέ,particle,di/kh,δίκη,adjective,pro/teron,πρότερος,adjective,fh/mhs,φήμη,noun,to\n,ὁ,article,duske/lado/n,δυσκέλαδος,adjective,q',τε,particle,u(/mnon,ὕμνος,noun,*)erinu/os,Ἐρινύς,proper,i)axei=n,ἰαχέω,verb,*)ai/da,Ἅιδης,proper,t',τε,particle,e)xqro\n,ἐχθρός,adjective,paia=n',Παιάν,proper,e)pime/lpein,ἐπιμέλπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)w/,ἰώ,interjection,dusadelfo/tatai,δυσάδελφος,adjective,pasw=n,πᾶς,adjective,o(po/sai,ὁπόσος,adjective,stro/fon,στρόφος,noun,e)sqh=sin,ἔσθος,noun,periba/llontai,περιβάλλω,verb,klai/w,κλαίω,verb,ste/nomai,στένω,verb,kai\,καί,conjunction,do/los,δόλος,noun,ou)dei\s,οὐδείς,pronoun,mh\,μή,conjunction,'k,ἐκ,preposition,freno\s,φρήν,noun,o)rqw=s,ὀρθός,adjective,me,ἐγώ,pronoun,ligai/nein,λιγαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)w\,ἰώ,interjection,i)w\,ἰώ,interjection,du/sfrones,δύσφρων,adverb,fi/lwn,φίλος,adjective,a)/pistoi,ἄπιστος,adjective,kai\,καί,conjunction,kakw=n,κακός,adjective,a)tru/mones,ἀτρύμων,adjective,do/mous,δόμος,noun,patrw/|ous,πατρῷος,adjective,e(lo/ntes,αἱρέω,verb,me/leoi,μέλεος,adjective,su\n,σύν,preposition,ai)xma=|,αἰχμή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
me/leoi,μέλεος,adjective,dh=q',δῆτα,adverb,oi(\,ἕ,pronoun,mele/ous,μέλεος,adjective,qana/tous,θάνατος,adjective,eu(/ronto,εὑρίσκω,verb,do/mwn,δόμος,noun,e)pi\,ἐπί,preposition,lu/mh|,λύμη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)w\,ἰώ,interjection,i)w\,ἰώ,interjection,dwma/twn,δῶμα,noun,e)reiyi/toixoi,ἐρειψίτοιχος,adjective,kai\,καί,conjunction,pikra\s,πικρός,adjective,monarxi/as,μοναρχία,noun,i)do/ntes,εἶδον,verb,h)/dh,ἤδη,adverb,dih/llaxqe,διαλλάσσω,verb,su\n,σύν,preposition,sida/rw|,σίδηρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka/rta,κάρτα,adverb,d',δέ,particle,a)lhqh=,ἀληθής,adjective,patro\s,πατήρ,noun,*oi)dipo/da,Οἰδιπόδης,proper,po/tni',πότνια,noun,*)erinu\s,Ἐρινύς,proper,e)pe/kranen,ἐπικραίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
di',διά,preposition,eu)wnu/mwn,εὐώνυμος,adjective,tetumme/noi,τύφω,verb,tetumme/noi,τύφω,verb,dh=q',δῆτα,adverb,o(mospla/gxnwn,ὁμόσπλαγχνος,adjective,te,τε,particle,pleurwma/twn,πλεύρωμα,noun,ai)ai=,αἰαῖ,interjection,daimo/nioi,δαιμόνιος,adjective,ai)ai=,αἰαῖ,interjection,d',δέ,particle,a)ntifo/nwn,ἀντίφονος,adjective,qana/twn,θάνατος,adjective,a)rai/,ἀρά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diantai/an,διανταῖος,adjective,le/geis,λέγω,verb,do/moisi,δόμος,noun,kai\,καί,conjunction,sw/masin,σῶμα,adjective,peplagme/nous,πλάσσω,verb,a)nauda/tw|,ἀναύδητος,adjective,me/nei,μένω,verb,a)rai/w|,ἀραῖος,adjective,t',τε,particle,e)k,ἐκ,preposition,patro\s,πατήρ,noun,ou),οὐ,adverb,dixo/froni,διχόφρων,adjective,po/tmw|,πότμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dih/kei,διήκω,verb,de\,δέ,particle,kai\,καί,conjunction,po/lin,πόλις,adjective,sto/nos,στόνος,noun,ste/nousi,στένω,verb,pu/rgoi,πύργος,noun,ste/nei,στένω,verb,pe/don,πέδον,noun,fi/landron,φίλανδρος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
me/nei,μένω,verb,kte/ana,κτέανον,noun,d',δέ,particle,e)pigo/nois,ἐπίγονος,adjective,di',διά,preposition,w(=n,ὅς,pronoun,ai)nomo/rois,αἰνόμορος,adjective,di',διά,preposition,w(=n,ὅς,pronoun,nei=kos,νεῖκος,noun,e)/ba,βαίνω,verb,qana/tou,θάνατος,adjective,te/los,τέλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)moira/santo,μοιράω,verb,d',δέ,particle,o)cuka/rdioi,ὀξυκάρδιος,adjective,kth/maq',κτῆμα,noun,w(/st',ὥστε,conjunction,i)/son,ἴσος,adjective,laxei=n,λαγχάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diallakth=ri,διαλλακτήρ,noun,d',δέ,particle,ou)k,οὐ,adverb,a)memfei/a,ἀμεμφία,noun,fi/lois,φίλος,adjective,ou)d',οὐδέ,particle,e)pi/xaris,ἐπίχαρις,noun,*)/arhs,Ἄρης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sidaro/plaktoi,,,me\n,μέν,particle,w(=d',ὧδε,adverb,e)/xousin,ἔχω,verb,sidaro/plaktoi,,,de\,δέ,particle,tou\s,ὁ,article,me/nousi,μένω,verb,ta/x',τάχα,adjective,a)/n,ἄν,particle,tis,τις,pronoun,ei)/poi,εἶπον,verb,ti/nes,τίς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta/fwn,τάφος,noun,patrw/|wn,πατρῷος,adjective,laxai/,λαχή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/d',ὅδε,pronoun,a(mw=n,ἐγώ,pronoun,ma/l',μάλα,adverb,a)xe/tas,ἀχέτης,noun,tou\s,ὁ,article,prope/mpei,προπέμπω,verb,dai+kth\r,δαικτήρ,noun,go/os,γόος,noun,au)to/stonos,αὐτόστονος,adjective,au)toph/mwn,αὐτοπήμων,adjective,dai+o/frwn,δαιόφρων,adjective,ou),οὐ,adverb,filogaqh/s,φιλογαθής,adjective,e)tu/mws,ἔτυμος,adjective,dakruxe/wn,δακρυχέων,verb,e)k,ἐκ,preposition,freno/s,φρήν,noun,a(\,ὅς,pronoun,klaiome/nas,κλαίω,verb,mou,ἐγώ,pronoun,minu/qei,μινύθω,verb,toi=nde,ὅδε,pronoun,duoi=n,δύο,adjective,a)na/ktoin,ἄναξ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
