word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/6/lemma/@_entry,word/6/lemma/@_POS,word/16/lemma/@_entry,word/16/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS
ge/nos,γένος,noun,lagxa/nontes,λαγχάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/per,ὅσπερ,adjective,a)\n,ἄν,particle,ou)=n,οὖν,particle,kai\,καί,conjunction,u(mw=n,σύ,pronoun,e(/kastos,ἕκαστος,adjective,a)ciw/seie,tou=to,οὗτος,pronoun,kai\,καί,conjunction,toutoisi\,οὗτος,pronoun,toi=s,ὁ,article,neani/skois,νεάνισκος,noun,bebaiw/sate,βεβαιόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀξιόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pare/sxonto,παρέχω,verb,d',δέ,particle,u(mi=n,σύ,pronoun,ma/rturas,μάρτυς,noun,prw=ton,πρότερος,adjective,me\n,μέν,particle,w(s,a)neyioi/,ἀνεψιός,noun,ei)sin,εἰμί,verb,e)k,ἐκ,preposition,patrade/lfwn,πατράδελφος,noun,*nikostra/tou,Νικόστρατος,proper,e)/peita,ἔπειτα,adverb,de\,δέ,particle,w(s,ὡς,conjunction,ou)depw/pote,οὐδεπώποτε,adverb,e)kei/nw|,dia/foroi,διάφορος,adjective,h)=san,εἰμί,verb,e)/ti,ἔτι,adverb,de\,δέ,particle,kai\,καί,conjunction,w(s,ὡς,conjunction,e)/qayan,θάπτω,verb,*niko/straton,Νικόστρατος,proper,pro\s,πρός,preposition,de\,δέ,particle,ὡς,conjunction,ἐκεῖνος,pronoun,tou/tois,οὗτος,pronoun,w(s,ὡς,conjunction,*xaria/dhs,,,ou(tosi\,οὗτος,pronoun,ou)damw=s,οὐδαμός,adverb,ou)/t',οὔτε,adverb,e)nqa/de,ἐνθάδε,adverb,ou)/t',οὔτε,adverb,e)pi\,ἐπί,preposition,strateu/mati,στράτευμα,adjective,e)xrh=to,χράομαι,verb,*nikostra/tw|,Νικόστρατος,proper,e)/ti,ἔτι,adverb,de\,δέ,particle,kai\,καί,conjunction,th\n,ὁ,article,koinwni/an,κοινωνία,noun,h(=|,ὅς,pronoun,ma/lisq',μάλιστα,adverb,ou(=tos,οὗτος,pronoun,i)sxuri/zetai,ἰσχυρίζομαι,verb,yeudh=,ψευδής,adverb,ou)=san,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,a)/neu,ἄνευ,preposition,tou/twn,οὗτος,pronoun,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,a)/cion,ἄξιος,adjective,u(mi=n,e)ceta/sai,ἐξετάζω,verb,e(kate/rous,ἑκάτερος,adjective,au)tw=n,αὐτός,pronoun,oi(=oi/,οἷος,adjective,ei)si,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*qra/sippos,,,me\n,μέν,particle,ga\r,γάρ,particle,o(,ὁ,article,*(/agnwnos,Ἅγνων,proper,kai\,καί,conjunction,*(agnoqe/ou,path\r,πατήρ,noun,h)/dh,ἤδη,adverb,ti,τις,pronoun,kai\,καί,conjunction,e)lh|tou/rghsen,λειτουργέω,verb,u(mi=n,σύ,pronoun,kai\,καί,conjunction,ei)sh/negke,εἰσφέρω,verb,kai\,καί,conjunction,a)/llws,spoudai=os,σπουδαῖος,adjective,h)=n,εἰμί,verb,poli/ths,πολίτης,noun,,,,,,,,,,,,,,,,,,,,,,,,ἄλλως,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)toi\,αὐτός,pronoun,de\,δέ,particle,ou(=toi,οὗτος,pronoun,ou)/te,οὔτε,adverb,a)podedhmh/kasin,ἀποδημέω,verb,ou)damoi=,οὐδαμοῖ,adverb,pw/pote,o(/poi,ὅποι,adverb,a)\n,ἄν,particle,mh\,μή,conjunction,u(mei=s,σύ,pronoun,prosta/chte,προσστάζω,verb,ou)/t',οὔτε,adverb,e)nqa/de,ἐνθάδε,adverb,me/nontes,μένω,verb,a)/xrhstoi/,ἄχρηστος,adjective,ei)si,th=|,ὁ,article,po/lei,πόλις,adjective,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,strateu/ontai,στρατεύω,verb,kai\,καί,conjunction,ei)sfe/rousi,εἰσφέρω,verb,kai\,καί,conjunction,ta)=lla,ἄλλος,adjective,pa/nta,πᾶς,adjective,πώποτε,adverb,εἰμί,verb,poiou=si,ποιέω,verb,ta\,ὁ,article,prostatto/mena,προστάσσω,verb,kai\,καί,conjunction,au(tou/s,ἑαυτοῦ,pronoun,w(s,ὡς,conjunction,pa/ntes,πᾶς,adjective,i)/sasi),οἶδα,verb,kosmi/ous,κόσμιος,adjective,pare/xousin,παρέχω,verb,w(/ste,ὥστε,conjunction,polu\,πολύς,adjective,ma=llon,μᾶλλον,adverb,tou/tous,οὗτος,pronoun,prosh/kei,προσήκω,verb,kata\,κατά,preposition,do/sin,δόσις,noun,tw=n,ὁ,article,xrhma/twn,χρῆμα,adjective,tw=n,ὁ,article,*nikostra/tou,Νικόστρατος,proper,h)\,ἠέ,conjunction,*xaria/dhn,,,a)mfisbhtei=n,ἀμφισβητέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=tos,οὗτος,pronoun,ga/r,γάρ,particle,o(/t',ὅτε,conjunction,e)pedh/mei,ἐπιδημέω,verb,e)nqa/de,ἐνθάδε,adverb,prw=ton,πρότερος,adjective,me\n,ei)s,εἰς,preposition,to\,ὁ,article,desmwth/rion,δεσμωτήριον,noun,w(s,ὡς,conjunction,kle/pths,κλέπτης,noun,w)\n,εἰμί,verb,e)p',ἐπί,preposition,au)tofw/rw|,αὐτόφωρος,adjective,a)ph/xqh,ἀπάγω,verb,to/te,de\,δέ,particle,a)feqei\s,ἀφίημι,verb,meq',μετά,preposition,e(te/rwn,ἕτερος,adjective,tinw=n,τις,pronoun,u(po\,ὑπό,preposition,tw=n,ὁ,article,e(/ndeka,ἕνδεκα,noun,ou(\s,ὅς,pronoun,dhmosi/a|,δημοσίᾳ,adverb,μέν,particle,τότε,adverb,a(/pantas,ἅπας,adjective,u(mei=s,σύ,pronoun,a)pektei/nate,ἀποκτείνω,verb,pa/lin,πάλιν,adverb,a)pografei\s,ἀπογράφω,verb,ei)s,εἰς,preposition,th\n,ὁ,article,boulh\n,βουλή,noun,kakourgw=n,κακουργέω,verb,u(poxwrw=n,ὑποχωρέω,verb,w)/|xeto,οἴχομαι,verb,kai\,καί,conjunction,ou)x,οὐ,adverb,u(ph/kousen,ὑπακούω,verb,a)ll',ἀλλά,adverb,a)p',ἀπό,preposition,e)kei/nou,ἐκεῖνος,pronoun,e(ptakai/deka,ἑπτακαίδεκα,noun,e)tw=n,ἔται,noun,*)aqh/naze,Ἀθήναζε,adverb,ou)k,οὐ,adverb,a)fi/keto,ἀφικνέομαι,verb,plh\n,πλήν,preposition,e)peidh\,ἐπεί,conjunction,*niko/stratos,Νικόστρατος,proper,a)pe/qane,ἀποθνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,u(pe\r,ὑπέρ,preposition,me\n,μέν,particle,u(mw=n,σύ,pronoun,ou)/te,οὔτε,adverb,stratei/an,στρατεία,adjective,ou)demi/an,e)stra/teutai,στρατεύω,verb,ou)/te,οὔτε,adverb,ei)sfora\n,εἰσφορά,noun,ou)demi/an,οὐδείς,pronoun,ei)senh/noxe,εἰσφέρω,verb,plh\n,πλήν,preposition,ei)/,εἰ,conjunction,ti,τις,pronoun,a)/ra,ἄρος,adjective,e)c,o(/tou,ὅστις,pronoun,tw=n,ὁ,article,*nikostra/tou,Νικόστρατος,proper,h)mfisbh/thsen,ἀμφισβητέω,verb,ou)/t',οὔτε,adverb,a)/ll',ἄλλος,adjective,ou)de\n,οὐδείς,pronoun,u(mi=n,σύ,pronoun,lelh|tou/rghken,λειτουργέω,verb,,,,οὐδείς,pronoun,ἐκ,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peita,ἔπειτα,adverb,toiou=tos,τοιοῦτος,adjective,w)\n,εἰμί,verb,ou)k,οὐ,adverb,a)gapa=|,ἀγαπάω,verb,ei),εἰ,conjunction,mh\,tw=n,ὁ,article,h(marthme/nwn,ἁμαρτάνω,verb,di/khn,δίκη,adjective,dw/sei,δίδωμι,verb,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,tw=n,ὁ,article,a)llotri/wn,ἀλλότριος,adjective,a)mfisbhtei=,ἀμφισβητέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μή,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,me\n,μέν,particle,ou)=n,οὖν,particle,oi(/de,ὅδε,pronoun,filopra/gmones,φιλοπράγμων,adjective,h)\,ἠέ,conjunction,a)/llois,o(/moioi,ὅμοιος,adjective,poli/tais,πολίτης,noun,h)=san,εἰμί,verb,i)/sws,ἴσως,adverb,a)\n,ἄν,particle,ou),οὐ,adverb,peri\,περί,preposition,tw=n,ὁ,article,*nikostra/tou,Νικόστρατος,proper,xrhma/twn,h)mfisbh/tei,ἀμφισβητέω,verb,a)ll',ἀλλά,adverb,u(pe\r,ὑπέρ,preposition,tou=,ὁ,article,sw/matos,σῶμα,adjective,h)gwni/zeto,ἀγωνίζομαι,verb,,,,,,,,,,,,,ἄλλος,adjective,χρῆμα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,νῦν,adverb,d',δέ,particle,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,dikastai/,δικαστής,noun,tou=ton,οὗτος,pronoun,me\n,a)/llos,ἄλλος,adjective,e)a/n,ἐάν,conjunction,tis,τις,pronoun,bou/lhtai,βούλομαι,verb,timwrh/setai,τιμωρέω,verb,toutoisi\,οὗτος,pronoun,d',δέ,particle,u(mei=s,σύ,pronoun,bohqh/sate,βοηθέω,verb,kai\,mh\,μή,conjunction,peri\,περί,preposition,plei/onos,πλείων,verb,poih/shsqe,ποιέω,verb,tou\s,ὁ,article,a)di/kws,ἄδικος,adjective,ta)llo/tria,ἀλλότριος,adjective,e)/xein,ἔχω,verb,boulome/nous,βούλομαι,verb,h)\,ἠέ,conjunction,μέν,particle,καί,conjunction,tou\s,ὁ,article,ge/nei,γένος,noun,tw=|,ὁ,article,teqnew=ti,θνήσκω,verb,prosh/kontas,προσήκω,verb,kai\,καί,conjunction,xwri\s,χωρίς,adverb,tou/twn,οὗτος,pronoun,h)/dh,ἤδη,adverb,ti,τις,pronoun,e)kei=non,ἐκεῖνος,pronoun,eu)ergethko/tas,εὐεργετέω,verb,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,tw=n,ὁ,article,no/mwn,νόμος,noun,a)namnhsqe/ntes,ἀναμιμνήσκω,verb,kai\,καί,conjunction,tw=n,ὁ,article,o(/rkwn,ὅρκος,noun,ou(\s,ὅς,pronoun,w)mo/sate,ὄμνυμι,verb,pro\s,πρός,preposition,de\,δέ,particle,tou/tois,οὗτος,pronoun,kai\,καί,conjunction,tw=n,ὁ,article,marturiw=n,μαρτυρία,noun,a(\s,ὅς,pronoun,h(mei=s,ἐγώ,pronoun,paresxh/meqa,εἰσχάω,verb,ta\,ὁ,article,di/kaia,δίκαιος,adjective,yhfi/sasqe,ψηφίζομαι,verb
